IWMax,ReturnAbsMax,TimestepsSoFar,IWMin,IWLastEpisode,MISE,target_sum_log_mean,ReturnMax,IWNorm1,IWMean,LQGmu1,LQGsigma,IWNorm2,ReturnMean,DenMISELogFirst,IWFirstEpisode,SqrtESSClassic,Bound,ReturnStepMax,ReturnMin,DenMISEMeanLog,LQGmu01,Iteration,ExplorationBonus,DenMISELogLast,ReturnLastEpisode,TimeElapsed,URet
1.2230332,15.058442,20,,1.2230332,18.416975,18.803514,15.058442,1.2230332,1.2230332,-0.110656105,0.11,1.2230332,15.058442,18.60218,1.2230332,1.0,48.53386,0.9625284,,18.60218,-0.011110653,1,30.116884,18.60218,15.058442,0.04504823684692383,16.687925283112612
1.2736055,15.943526,40,,1.2736055,18.437489,20.003305,15.943526,2.3739328,1.1869664,-0.110656105,0.11,1.6830899,15.500984,18.707907,1.1003274,1.4104612,41.045025,0.99769473,,19.834576,-0.011110653,2,22.607536,20.961245,15.943526,1.6108896732330322,17.65144763451032
1.1671578,16.002333,60,,0.84426516,16.050625,20.391747,16.002333,3.0761447,1.0253816,-0.110656105,0.11,1.791277,15.668101,18.7408,1.0647218,1.7172914,34.687336,0.9980863,,20.375748,-0.011110653,3,18.636711,21.337915,16.002333,2.308566093444824,17.717651583033557
1.1472341,16.268705,80,,1.1472341,16.590366,19.98185,16.268705,4.1938095,1.0484524,-0.110656105,0.11,2.1073277,15.818252,18.756853,1.0477672,1.9901079,32.939938,0.9999598,,19.93983,-0.011110653,4,16.349571,18.614805,16.268705,3.013010263442993,18.004091041313032
5.3225476e-06,16.268705,100,,1.1489917e-09,1.7063558e-05,-0.4696168,16.268705,5.3320236e-06,1.0663047e-06,-0.030293757,0.11,5.3226513e-06,15.774042,18.766361,3.3740705e-11,1.0017608,32.480232,0.9999598,,18.709415,-0.0030302936,5,32.480217,13.750049,15.597202,3.739492416381836,17.269297167530585
335.3258,16.268705,120,,335.3258,764.2141,9.407628,16.268705,335.33014,55.888355,-0.050462145,0.11,335.3258,15.424019,18.58404,2.9130686e-06,1.0000129,796.7511,0.9999598,,16.998291,-0.0050504617,6,32.53699,9.354268,13.673911,4.489668369293213,15.12674476859808
