IWMean,IWMax,Iteration,target_sum_log_mean,ReturnMean,ReturnStepMax,IWLastEpisode,LQGmu1,DenMISEMeanLog,SqrtESSClassic,DenMISELogLast,IWMin,URet,ReturnLastEpisode,LQGsigma,Bound,MISE,LQGmu01,ExplorationBonus,IWNorm1,ReturnMin,ReturnAbsMax,DenMISELogFirst,IWNorm2,TimestepsSoFar,ReturnMax,IWFirstEpisode,TimeElapsed
1.0042634,1.0042634,1,12.849516,9.380901,0.55877954,1.0042634,0.01010101,12.845262,1.0,12.845262,,10.303278693899255,9.380901,0.11,28.182697,9.420896,0.001010101,18.761803,1.0042634,,9.380901,12.845262,1.0042634,20,9.380901,1.0042634,0.04051780700683594
13.346168,26.680061,2,13.243401,9.315305,0.55877954,26.680061,0.030303031,13.801557,1.0004599,14.755722,,10.166394052361602,9.249708,0.11,142.20213,123.44896,0.0030303032,18.753178,26.692335,,9.380901,12.847391,26.680063,40,9.380901,0.012274523,1.613847017288208
1.9344424,2.9942307,3,15.828861,9.271588,0.55877954,2.9942307,0.030303031,16.454817,1.4177965,19.903095,,10.085677680633932,9.184156,0.11,31.061474,17.828402,0.0030303032,13.233071,5.803327,,9.380901,12.448045,4.0932016,60,9.380901,0.018299472,2.282151460647583
1.4764196,1.9980755,4,16.298954,9.266199,0.55877954,1.9556059,0.030303031,16.723965,1.7389592,17.038534,,10.15268805296383,9.2500305,0.11,24.413757,13.624658,0.0030303032,10.789099,5.9056783,,9.380901,12.166444,3.3960993,80,9.380901,0.024251372,3.270714044570923
0.5394421,2.4600244,5,14.152601,9.248004,0.55877954,0.13515884,0.01010101,16.862463,1.0942847,17.106453,,10.07552934482122,9.175225,0.11,22.197464,5.0521975,0.001010101,17.145267,2.6972106,,9.380901,11.949345,2.4648163,100,9.380901,2.4600244,4.110827207565308
1.604926,1.9980564,6,15.588589,9.241142,0.55877954,1.8806412,0.030303031,15.664851,2.240782,10.141308,,10.111530156621239,9.206833,0.11,23.160454,14.787572,0.0030303032,8.372882,9.629556,,9.380901,12.167144,4.2974086,120,9.380901,0.024234401,4.937832593917847
1.4622754,1.7487226,7,15.473485,9.23224,0.55979556,1.7206001,0.030303031,15.528163,2.4556937,14.240186,,10.090698711314747,9.178826,0.11,21.104809,13.464686,0.0030303032,7.6401234,10.235928,,9.380901,12.017024,4.168243,140,9.380901,0.02815973,5.7783801555633545
2.9303355e-20,2.343721e-19,8,-41.90102,9.272421,0.57715887,7.180039e-32,0.09090909,16.00637,1.0002337,18.9792,,10.522380419794905,9.553689,0.11,19.102915,2.6912688e-19,0.00909091,19.102915,2.3442684e-19,,9.553689,11.887507,2.343721e-19,160,9.553689,3.383761e-35,6.646004915237427
