ReturnLastEpisode,ReturnMin,Bound,IWNorm2,LQGmu1,SqrtESSClassic,ReturnMax,LQGsigma,TimeElapsed,IWMin,DenMISEMeanLog,TimestepsSoFar,LQGmu01,DenMISELogLast,MISE,ReturnAbsMax,IWMean,Iteration,ReturnStepMax,target_sum_log_mean,IWNorm1,URet,ReturnMean,IWFirstEpisode,IWMax,IWLastEpisode,DenMISELogFirst,ExplorationBonus
9.380901,,28.182697,1.0042634,0.01010101,1.0,9.380901,0.11,0.045354604721069336,,12.845262,20,0.001010101,12.845262,9.420896,9.380901,1.0042634,1,0.55877954,12.849516,1.0042634,10.303278693899255,9.380901,1.0042634,1.0042634,1.0042634,12.845262,18.761803
9.249708,,142.20213,26.680063,0.030303031,1.0004599,9.380901,0.11,1.562959909439087,,13.801557,40,0.0030303032,14.755722,123.44896,9.380901,13.346168,2,0.55877954,13.243401,26.692335,10.166394052361602,9.315305,0.012274523,26.680061,26.680061,12.847391,18.753178
9.184156,,31.061474,4.0932016,0.030303031,1.4177965,9.380901,0.11,2.241509437561035,,16.454817,60,0.0030303032,19.903095,17.828402,9.380901,1.9344424,3,0.55877954,15.828861,5.803327,10.085677680633932,9.271588,0.018299472,2.9942307,2.9942307,12.448045,13.233071
9.2500305,,24.413757,3.3960993,0.030303031,1.7389592,9.380901,0.11,3.1173126697540283,,16.723965,80,0.0030303032,17.038534,13.624658,9.380901,1.4764196,4,0.55877954,16.298954,5.9056783,10.15268805296383,9.266199,0.024251372,1.9980755,1.9556059,12.166444,10.789099
9.175225,,22.197464,2.4648163,0.01010101,1.0942847,9.380901,0.11,3.970186233520508,,16.862463,100,0.001010101,17.106453,5.0521975,9.380901,0.5394421,5,0.55877954,14.152601,2.6972106,10.07552934482122,9.248004,2.4600244,2.4600244,0.13515884,11.949345,17.145267
9.206833,,23.160454,4.2974086,0.030303031,2.240782,9.380901,0.11,5.034733533859253,,15.664851,120,0.0030303032,10.141308,14.787572,9.380901,1.604926,6,0.55877954,15.588589,9.629556,10.111530156621239,9.241142,0.024234401,1.9980564,1.8806412,12.167144,8.372882
