IWMin,IWMax,ReturnMean,MISE,TimestepsSoFar,DenMISELogFirst,ReturnMax,DenMISEMeanLog,URet,ReturnStepMax,LQGmu01,target_sum_log_mean,ReturnAbsMax,IWMean,IWFirstEpisode,LQGsigma,ReturnLastEpisode,DenMISELogLast,ReturnMin,Bound,LQGmu1,TimeElapsed,IWLastEpisode,Iteration
,13.883937,10.189205,27.433632,220,-32.701782,14.212496,-21.898521,14.100648713709578,0.99494565,-0.0008915639,-38.052517,14.212496,2.2863123,6.7885606e-12,0.48579386,12.648163,-15.487255,,27.433632,-0.008915639,3.0475897789001465,13.883937,11
,137.36371,10.654492,180.5626,240,-32.78879,15.772657,-21.183111,17.45717604034599,0.99639595,-0.011981846,-78.536644,15.772657,11.448033,4.5094868e-23,0.39722648,15.772657,-13.884313,,180.5626,-0.11981846,3.243523120880127,137.36371,12
,14.038449,10.970861,26.78111,260,-32.868835,15.772657,-20.51301,16.400914001903868,0.999202,-0.007939296,-57.557236,15.772657,1.781321,4.5728612e-20,0.41107482,14.767292,-14.033808,,26.78111,-0.079392955,3.5423483848571777,14.038449,13
,7.325075,11.247925,23.613432,280,-32.942944,15.772657,-20.097273,16.419933257178155,0.999202,-0.004449367,-40.654053,15.772657,1.6918948,8.374559e-15,0.45208353,14.849755,-15.019387,,23.613432,-0.044493668,3.7839293479919434,7.325075,14
,7.7242146,11.278688,22.646612,300,-33.011936,15.772657,-19.568026,12.947906081895272,0.999202,-0.0033794274,-37.778633,15.772657,1.7381955,2.2130013e-15,0.44597542,11.709364,-12.61492,,22.646612,-0.033794273,4.003613710403442,7.7242146,15
,5.611774,11.350083,21.01493,320,-33.076473,15.772657,-19.121613,13.77653092788344,0.999202,-0.003438852,-36.7442,15.772657,1.6176878,6.955182e-16,0.44107714,12.421019,-12.953143,,21.01493,-0.03438852,4.218261957168579,5.136244,16
,4.6681857,11.475555,20.250532,340,-33.1371,15.772657,-18.591541,14.98518639992781,0.999202,-0.0038454682,-36.981915,15.772657,1.5329368,3.2664985e-17,0.42939833,13.483108,-10.579396,,20.250532,-0.03845468,4.439535140991211,4.6681857,17
,3.5778434,11.578922,18.895777,360,-33.194256,15.772657,-18.3991,14.837597863300509,0.999202,-0.004097587,-35.19983,15.772657,1.4216145,2.8798186e-16,0.43732548,13.336147,-15.546803,,18.895777,-0.04097587,4.658282518386841,3.0409334,18
,3.1949778,11.809498,17.545963,380,-33.248325,15.959873,-18.06329,17.652186741506288,0.999202,-0.0047893235,-34.889618,15.959873,1.2858361,2.625047e-16,0.4370078,15.959873,-12.360517,,17.545963,-0.047893234,4.886947154998779,1.7842184,19
,3.0860474,12.008771,17.470715,400,-33.299618,15.959873,-17.815084,17.442812257940304,0.999202,-0.0062401546,-35.85563,15.959873,1.2203945,1.4016602e-16,0.4353038,15.794956,-13.329848,,17.470715,-0.062401544,5.08786678314209,3.0765147,20
,3.8766556,12.155549,17.793373,420,-33.348408,15.959873,-17.512821,16.749650017849074,0.999202,-0.008072428,-38.579132,15.959873,1.1909673,4.4489603e-18,0.4245108,15.091099,-11.641573,,17.793373,-0.080724284,5.344544887542725,3.6038628,21
,2.6493888,12.218795,16.901339,440,-33.394928,15.959873,-17.494856,15.015568214687297,0.999202,-0.005529349,-31.982439,15.959873,1.2070587,2.5870337e-15,0.44582993,13.546944,-17.254835,,16.901339,-0.05529349,5.570247173309326,2.3231015,22
,2.4200752,12.215024,16.540215,460,-33.43938,15.959873,-17.202116,13.411800205086813,0.999202,-0.0048637367,-30.475384,15.959873,1.2101604,1.8925916e-15,0.44402844,12.132077,-10.9358835,,16.540215,-0.048637368,5.8044273853302,2.2874167,23
,2.4549434,12.198059,16.175718,480,-33.48194,15.959873,-17.019938,13.01589286876818,0.999202,-0.004024976,-28.742933,15.959873,1.2157241,3.6616315e-15,0.44623238,11.80788,-13.010149,,16.175718,-0.040249757,6.088562488555908,2.3549147,24
,3.1149626,12.153628,16.112007,500,-33.522762,15.959873,-16.790571,12.22757742920035,0.999202,-0.0032942356,-27.655567,15.959873,1.2476234,1.4927378e-15,0.44231874,11.087292,-11.472535,,16.112007,-0.032942355,6.344021558761597,3.1149626,25
,2.432415,12.288575,15.499232,520,-33.56198,15.959873,-16.516869,17.364061893350023,0.999202,-0.0038213448,-27.622416,15.959873,1.1734855,7.079953e-16,0.43930998,15.662239,-9.889953,,15.499232,-0.038213447,6.584632873535156,1.1386645,26
,2.1867623,12.383196,15.401672,540,-33.599724,15.959873,-16.274158,16.456516459743494,0.999202,-0.0047015306,-28.215685,15.959873,1.1283802,1.193742e-16,0.4326976,14.843331,-10.114757,,15.401672,-0.047015306,6.851738214492798,1.898367,27
,4.465592,12.512609,16.521822,560,-33.63609,16.00676,-16.078604,17.701763184642335,0.999202,-0.0096427165,-36.785625,16.00676,1.0716397,2.3702873e-21,0.4021311,16.00676,-10.910248,,16.521822,-0.096427165,7.097994089126587,3.8771105,28
,3.147974,12.595636,15.618297,580,-33.67118,16.00676,-15.884762,16.574339955452995,0.999202,-0.007959376,-32.471676,16.00676,1.0412518,8.0243964e-20,0.41035968,14.920414,-10.486645,,15.618297,-0.07959376,7.352704286575317,1.8841544,29
,3.027273,12.6941,15.763269,600,-33.705082,16.00676,-15.723147,17.201300944563787,0.999202,-0.008129114,-32.047592,16.00676,1.0463351,5.668809e-20,0.4093798,15.549526,-11.055061,,15.763269,-0.08129114,7.607758522033691,2.5774124,30
,2.9565485,12.798917,15.7959795,620,-33.737873,16.00676,-15.774662,17.62503142373034,0.999202,-0.008665065,-30.793358,16.00676,1.0408366,4.591201e-18,0.42399544,15.943449,-17.34517,,15.7959795,-0.086650655,7.827417850494385,2.9565485,31
,2.4907808,12.843338,15.737967,640,-33.769623,16.00676,-15.527841,15.80314542516166,0.9992654,-0.0077597606,-29.800789,16.00676,1.0564277,4.3822897e-19,0.41514027,14.220378,-7.897775,,15.737967,-0.0775976,8.084587812423706,2.4907808,32
,2.586686,12.891293,15.799265,660,-33.800392,16.00676,-15.340552,15.935860026053977,0.9992654,-0.0071097226,-28.711174,16.00676,1.0762745,2.171792e-19,0.41221035,14.425863,-9.388146,,15.799265,-0.071097225,8.348358392715454,2.2764723,33
,2.6441739,12.985276,15.977468,680,-33.830246,16.086727,-15.235549,17.805742115084538,0.9992654,-0.008628437,-29.951006,16.086727,1.0558589,9.9892664e-20,0.41129586,16.086727,-11.832967,,15.977468,-0.08628437,8.603841066360474,2.6441739,34
,52.49291,13.087165,26.124483,700,-33.859234,16.551373,-15.159544,18.299312219499953,0.9995229,-0.022118686,-61.663876,16.551373,1.5811015,8.365072e-31,0.37897018,16.551373,-12.615076,,26.124483,-0.22118685,8.859983921051025,52.49291,35
,4.950451,13.16961,17.39978,720,-33.887405,16.551373,-15.114674,17.78352735678676,0.9995229,-0.012155199,-32.40479,16.551373,1.1034616,4.0664597e-19,0.42106125,16.055164,-13.554663,,17.39978,-0.12155199,9.123506784439087,4.950451,36
,119.53833,13.267577,57.330658,740,-33.914803,16.794416,-15.183498,18.529473137767457,0.99954104,-0.028848464,-58.23307,16.794416,3.4170432,1.1862173e-21,0.45901707,16.794416,-17.732727,,57.330658,-0.28848463,9.413009643554688,119.53833,37
,25.046703,13.329275,16.189356,760,-33.94147,16.794416,-15.166997,17.28987112841862,0.99954104,-0.025710875,-51.93028,16.794416,0.97143453,3.4738613e-21,0.44839454,15.612066,-15.186008,,16.189356,-0.25710875,9.687561988830566,0.47384918,38
,5.691157,13.416873,18.640812,780,-33.967445,16.794416,-14.982847,18.497358003531815,0.99954104,-0.0135769565,-32.032253,16.794416,1.1727942,1.5142197e-18,0.42811486,16.745642,-7.7929945,,18.640812,-0.13576956,9.92412257194519,2.4036868,39
,71.832825,13.486087,32.542133,800,-33.992764,16.794416,-14.835663,17.910988793163952,0.9995853,-0.022181697,-84.628456,16.794416,1.9457926,,0.29988,16.18538,-9.230516,,32.542133,-0.22181697,10.183278799057007,1.1570415,40
,98.607414,13.573083,41.930565,820,-34.017456,17.052944,-14.725279,18.819834560156504,0.9995853,-0.03416432,-122.01002,17.052944,2.459911,,0.3258212,17.052944,-10.493635,,41.930565,-0.3416432,10.436524629592896,98.607414,41
,147.2924,13.656625,62.66988,840,-34.041553,17.081858,-14.472578,18.847542777350004,0.9995853,-0.031263344,-171.42538,17.081858,3.6697395,,0.2534981,17.081858,-4.4032803,,62.66988,-0.31263342,10.69763708114624,147.2924,42
,315.36276,13.731708,130.96149,860,-34.065086,17.081858,-14.123739,18.652458515476876,0.9995853,-0.027473433,-217.2441,17.081858,7.751328,,0.20440078,16.885191,-0.14474776,,130.96149,-0.27473432,11.006946563720703,315.36276,43
,37.533043,13.807967,33.41901,880,-34.088074,17.087101,-13.761025,18.85592211286289,0.9995853,-0.028593773,-235.29,17.087101,1.9660317,,0.19928277,17.087101,0.35236853,,33.41901,-0.28593773,11.38969373703003,35.419346,44
,20.392696,13.881534,26.596571,900,-34.11055,17.118486,-13.4714365,18.891707527115074,0.9998018,-0.02952302,-214.67696,17.118486,1.5595435,,0.21052457,17.118486,-1.217335,,26.596571,-0.2952302,11.657268524169922,19.239487,45
,34.98798,13.952849,28.459265,920,-34.132526,17.16207,-13.147614,18.938790518201095,0.9998018,-0.031974744,-246.89642,17.16207,1.6630342,,0.20510297,17.16207,1.0982128,,28.459265,-0.31974745,11.92270803451538,34.98798,46
,15.008514,14.017457,24.585293,940,-34.154034,17.16207,-12.774985,18.762988899218282,0.9999404,-0.030551145,-241.98482,17.16207,1.4410918,,0.19863598,16.989422,3.9827833,,24.585293,-0.30551144,12.198305368423462,14.403331,47
,17.409037,14.079722,25.125982,960,-34.175087,17.16207,-12.40759,18.780808659062018,0.99998647,-0.030538037,-264.12872,17.16207,1.4746804,,0.18820402,17.006128,4.5647683,,25.125982,-0.30538037,12.471282243728638,17.409037,48
,23.395294,14.140406,27.480309,980,-34.195705,17.16207,-12.015435,18.826743163558778,0.99998647,-0.030192537,-289.1267,17.16207,1.6135213,,0.17683277,17.05328,6.4789405,,27.480309,-0.30192536,12.737175941467285,23.395294,49
,17.575554,14.196715,23.182886,1000,-34.215908,17.16207,-11.738023,18.7239091864312,0.99998647,-0.029418835,-276.16043,17.16207,1.3623037,,0.17602861,16.955853,1.4273872,,23.182886,-0.29418835,13.004857540130615,5.2755456,50
,10.6473255,14.250969,22.063042,1020,-34.23571,17.16207,-11.475871,18.72940016259224,0.99998647,-0.028245082,-221.05785,17.16207,1.2977774,,0.18932867,16.963633,1.3844163,,22.063042,-0.28245082,13.308115243911743,10.6473255,51
,7.8532925,14.305805,20.995676,1040,-34.25513,17.16207,-11.230032,18.873920952622136,0.99998647,-0.02874487,-210.44742,17.16207,1.2334626,,0.19425169,17.102467,1.0889819,,20.995676,-0.2874487,13.612598419189453,5.6777325,52
,6.920271,14.355506,20.768562,1060,-34.274178,17.16207,-10.975153,18.704161060553535,0.99998647,-0.028772298,-205.06555,17.16207,1.2205226,,0.19499072,16.939888,2.102659,,20.768562,-0.28772298,13.921006917953491,6.152101,53
,7.147515,14.404059,20.76323,1080,-34.29287,17.16207,-10.737493,18.747437687084297,0.99998647,-0.028423471,-194.40169,17.16207,1.2206594,,0.19675282,16.977478,1.6884946,,20.76323,-0.2842347,14.22404146194458,6.4962683,54
,5.6843815,14.453665,20.320389,1100,-34.31122,17.16207,-10.501864,18.908301961224396,0.99998647,-0.02877661,-192.3061,17.16207,1.1936083,,0.1975606,17.132341,2.048813,,20.320389,-0.2877661,14.532115697860718,4.640337,55
,5.867791,14.497924,20.307377,1120,-34.32924,17.16207,-10.286913,18.70080843848042,0.99998647,-0.028473536,-183.79984,17.16207,1.1935662,,0.19882287,16.932137,1.3817257,,20.307377,-0.28473535,14.84458327293396,5.5097356,56
,8.050186,14.54083,20.658314,1140,-34.346935,17.16207,-10.025481,18.71156514888945,0.99998647,-0.027596822,-181.64618,17.16207,1.2155784,,0.19430128,16.94352,4.458811,,20.658314,-0.27596822,15.151134729385376,8.050186,57
,7.9109797,14.582411,20.711708,1160,-34.36433,17.16207,-9.754386,18.723813340923904,0.99998647,-0.027471522,-182.1034,17.16207,1.219068,,0.19181256,16.952625,5.523826,,20.711708,-0.27471521,15.455927848815918,6.0231705,58
,5.654299,14.624123,19.656755,1180,-34.381424,17.16207,-9.5776825,18.812520210966145,0.99998647,-0.027973859,-179.5219,17.16207,1.1562487,,0.1937286,17.043346,0.4914686,,19.656755,-0.27973858,15.76692271232605,2.1037114,59
,4.9635954,14.665687,19.46602,1200,-34.39823,17.16207,-9.333178,18.895855837379845,0.99998647,-0.028161809,-179.93318,17.16207,1.1444,,0.1926925,17.118027,4.9659114,,19.46602,-0.2816181,16.078681230545044,3.793596,60
,4.25256,14.704204,19.303629,1220,-34.41476,17.16207,-9.098456,18.7884728144291,0.99998647,-0.028405566,-180.28058,17.16207,1.1345891,,0.19196378,17.01525,4.8666663,,19.303629,-0.28405565,16.43072533607483,3.599389,61
,3.6563692,14.742026,19.161528,1240,-34.43102,17.16207,-8.889564,18.8223097143248,0.99998647,-0.02872543,-178.96037,17.16207,1.1258007,,0.19246686,17.04911,3.7419686,,19.161528,-0.2872543,16.70584726333618,3.411366,62
,3.8847198,14.776931,19.134054,1260,-34.44702,17.16207,-8.6870985,18.70556560742548,0.99998647,-0.028418452,-175.02121,17.16207,1.1247305,,0.19168665,16.941086,3.761185,,19.134054,-0.28418452,17.016229152679443,3.671992,63
,3.7796335,14.813044,19.064377,1280,-34.46277,17.16207,-8.435946,18.860841119982524,0.99998647,-0.028662229,-178.95985,17.16207,1.1202178,,0.18913533,17.08813,7.282458,,19.064377,-0.2866223,17.329604864120483,3.5333438,64
,4.59354,14.845196,19.119986,1300,-34.47827,17.16207,-8.243356,18.664017193942133,0.99998647,-0.027976874,-172.54504,17.16207,1.1245401,,0.188116,16.90295,3.9814246,,19.119986,-0.27976874,17.64304804801941,4.356897,65
,8.399345,14.878177,19.930832,1320,-34.49354,17.16207,-7.998731,18.795190666905807,0.99998647,-0.027121065,-175.48897,17.16207,1.1729635,,0.18159093,17.02192,7.7970285,,19.930832,-0.27121064,17.95346736907959,8.399345,66
,7.341545,14.910652,19.395035,1340,-34.50858,17.16207,-7.8358383,18.82525743022356,0.99998647,-0.027237225,-173.87146,17.16207,1.1411445,,0.18153049,17.054031,2.7702107,,19.395035,-0.27237225,18.275550603866577,2.534524,67
,5.8500566,14.937144,18.59971,1360,-34.52339,17.16207,-7.787041,18.476490634743016,0.99998647,-0.02731645,-167.2346,17.16207,1.0944403,,0.18402681,16.712166,-4.635332,,18.59971,-0.27316448,18.598285675048828,0.9119625,68
,16.459234,14.965597,20.117685,1380,-34.53799,17.16207,-7.6117287,18.663727242845845,0.99998647,-0.025111986,-156.3619,17.16207,1.1866087,,0.17952292,16.900309,4.233767,,20.117685,-0.25111985,18.939422845840454,16.459234,69
,8.107551,14.993956,18.925629,1400,-34.55238,17.16207,-7.429126,18.71631916070622,0.99998647,-0.026235834,-156.93942,17.16207,1.1151524,,0.18251094,16.950748,5.034835,,18.925629,-0.26235834,19.270814180374146,2.576083,70
,6.0913253,15.021801,18.840431,1420,-34.566566,17.16207,-7.2313867,18.73224384470053,0.99998647,-0.02661486,-157.85234,17.16207,1.1096745,,0.1822548,16.970867,6.519065,,18.840431,-0.2661486,19.59864640235901,3.8572578,71
,51.25171,15.049664,22.6603,1440,-34.58055,17.16207,-7.066161,18.80218298947233,0.99998647,-0.023047287,-65.770905,17.16207,1.3519688,,0.25591418,17.028023,4.5742497,,22.6603,-0.23047286,19.975820541381836,0.17740741,72
,39.606594,15.071998,23.178186,1460,-34.594345,17.16207,-7.001294,18.428366482621254,0.99998647,-0.022302886,-71.20472,17.16207,1.3840177,,0.23982161,16.680037,-2.4376535,,23.178186,-0.22302887,20.62471652030945,39.606594,73
,47.970596,15.09438,26.79493,1480,-34.607952,17.16207,-6.8974133,18.48448261025058,0.99998647,-0.021427043,-78.7626,17.16207,1.5994813,,0.22193442,16.728258,0.4913658,,26.79493,-0.21427043,21.052993297576904,47.970596,74
,42.636646,15.1145935,27.357496,1500,-34.621372,17.16207,-6.816702,18.356970904286953,0.99998647,-0.020818342,-85.19511,17.16207,1.6354461,,0.20924108,16.610361,-1.2116914,,27.357496,-0.20818341,21.545090913772583,29.672987,75
,362.43207,15.131987,85.178635,1520,-34.63462,17.16207,-6.709484,18.177983838054114,0.99998647,-0.016111605,-81.363625,17.16207,5.1754174,,0.1918713,16.436592,0.9105504,,85.178635,-0.16111605,21.997453451156616,362.43207,76
,39.41888,15.147236,22.749,1540,-34.64769,17.16207,-6.678371,18.035286888335165,0.99998647,-0.017986307,-83.42982,17.16207,1.3725537,,0.19596207,16.306175,-5.447325,,22.749,-0.17986307,22.410980701446533,10.034942,77
,23.882586,15.165233,24.353153,1560,-34.660595,17.16207,-6.5959744,18.291225952434065,0.99998647,-0.018215476,-72.64949,17.16207,1.4699136,,0.20906664,16.550926,-0.45561165,,24.353153,-0.18215476,22.781892776489258,23.882586,78
,28.07054,15.181256,25.233814,1580,-34.673332,17.16207,-6.5081925,18.1791819640162,0.99998647,-0.017869797,-62.613403,17.16207,1.5274385,,0.22151181,16.431053,-0.001689191,,25.233814,-0.17869796,23.230633020401,19.761202,79
,56.153183,15.194109,29.366848,1600,-34.685913,17.16207,-6.492666,17.938963881906115,0.99998647,-0.015845945,-50.563374,17.16207,1.7948818,,0.23402251,16.209524,-5.6618114,,29.366848,-0.15845945,23.642160654067993,56.153183,80
,29.782867,15.208699,23.577173,1620,-34.698334,17.16207,-6.3633447,18.11153120621806,0.99998647,-0.016290901,-51.24092,17.16207,1.436894,,0.233112,16.375923,3.4533908,,23.577173,-0.16290902,24.05072021484375,8.580208,81
,78.241806,15.223365,25.14695,1640,-34.710606,17.16207,-6.290814,18.15556828564298,0.99998647,-0.014670859,-90.58118,17.16207,1.5327518,,0.1712308,16.41132,-0.73224705,,25.14695,-0.1467086,24.48248028755188,1.8839943,82
,94.46336,15.23639,32.9984,1660,-34.722725,17.16207,-6.1157417,18.035320387599594,0.99998647,-0.014494582,-98.493996,17.16207,2.0183318,,0.16314493,16.304451,8.053648,,32.9984,-0.14494582,24.946228981018066,94.46336,83
,116.65503,15.253921,32.368652,1680,-34.734703,17.16207,-5.9702997,18.467526626011065,0.99998647,-0.0144749675,-125.64462,17.16207,1.9780905,,0.14485793,16.708895,5.590353,,32.368652,-0.14474967,25.359558582305908,16.633402,84
,51.49381,15.262701,22.369196,1700,-34.746536,17.16207,-5.8273716,17.71912665954697,0.99998647,-0.01479013,-127.1528,17.16207,1.3702338,,0.14401871,16.000341,5.7656846,,22.369196,-0.1479013,25.77677059173584,22.344074,85
,28.19519,15.2744055,21.298391,1720,-34.758232,17.16207,-5.667956,18.00852786816457,0.99998647,-0.014727669,-119.65178,17.16207,1.3049406,,0.14708905,16.269295,7.70564,,21.298391,-0.14727668,26.22091770172119,23.874514,86
,19.200165,15.2838545,19.126839,1740,-34.769794,17.16207,-5.5658865,17.81822567619874,0.99998647,-0.0146834925,-114.0843,17.16207,1.1729088,,0.14940509,16.096373,3.0327425,,19.126839,-0.14683492,26.78121256828308,9.478909,87
,22.161873,15.298471,19.654987,1760,-34.781223,17.16207,-5.374356,18.31618853641538,0.99998647,-0.014692855,-123.17061,17.16207,1.2012577,,0.14339603,16.570187,11.199974,,19.654987,-0.14692855,27.267884016036987,22.161873,88
,26.900242,15.309448,21.756481,1780,-34.792522,17.16207,-5.16164,17.998336189176676,0.99998647,-0.014759103,-129.6154,17.16207,1.3306041,,0.13940614,16.275345,13.444357,,21.756481,-0.14759102,27.858741521835327,26.900242,89
,27.55981,15.32569,21.462725,1800,-34.803696,17.16207,-5.006764,18.532498487834644,0.99998647,-0.014660845,-133.74106,17.16207,1.3095658,,0.13640745,16.771217,8.555751,,21.462725,-0.14660844,28.337864637374878,11.491608,90
,40.25938,15.3342705,24.55843,1820,-34.814747,17.16207,-4.826607,17.833373719330584,0.99998647,-0.014450023,-147.25195,17.16207,1.5040897,,0.129289,16.106493,11.178766,,24.55843,-0.14450023,28.842703104019165,22.935078,91
,49.144547,15.343823,27.151272,1840,-34.825676,17.16207,-4.651855,17.94319880542298,0.99998647,-0.013970132,-158.2538,17.16207,1.6676626,,0.12337763,16.213234,10.900228,,27.151272,-0.13970132,29.285422563552856,24.652958,92
,42.6212,15.359076,23.120117,1860,-34.836487,17.16207,-4.48469,18.51977633580214,0.99998647,-0.013739507,-165.03171,17.16207,1.4199681,,0.119917914,16.762363,10.42955,,23.120117,-0.13739507,29.87283730506897,2.799615,93
,97.411026,15.369642,23.785484,1880,-34.84718,17.16207,-4.326155,18.09395025356399,0.99998647,-0.013661644,-240.51678,17.16207,1.461723,,0.10006723,16.352219,10.1507635,,23.785484,-0.13661644,30.497506856918335,2.368602,94
,88.48727,15.377135,28.743069,1900,-34.85776,17.16207,-4.0988154,17.806313468158294,0.99998647,-0.0135829775,-260.06046,17.16207,1.7774527,,0.09585332,16.08166,17.149437,,28.743069,-0.13582978,30.949280738830566,88.48727,95
,48.699265,15.3884535,19.215746,1920,-34.868233,17.16207,-3.9169962,18.212650512059003,0.99998647,-0.013570144,-261.37427,17.16207,1.1860725,,0.095116094,16.463596,12.97877,,19.215746,-0.13570143,31.378079175949097,7.38907,96
,53.97328,15.396374,23.205135,1940,-34.878597,17.16207,-3.68112,17.878656437267438,0.99998647,-0.013722666,-295.2961,17.16207,1.4344715,,0.08958556,16.156761,18.934507,,23.205135,-0.13722666,31.862000465393066,53.97328,97
,39.948288,15.404952,20.639557,1960,-34.888855,17.16207,-3.4729736,17.977308391950714,0.99998647,-0.013800341,-302.78342,17.16207,1.2747968,,0.08819641,16.236935,16.504204,,20.639557,-0.13800341,32.224239349365234,20.778887,98
,39.72937,15.414131,19.616594,1980,-34.899006,17.16207,-3.2833843,18.057547757088837,0.99998647,-0.014725431,-302.27994,17.16207,1.2061722,,0.08916382,16.313782,15.16577,,19.616594,-0.1472543,32.60833692550659,39.72937,99
,1953.0033,15.42771,339.61008,2000,-34.909058,17.16207,-3.0870135,18.53503233065235,0.99998647,-0.018152833,-369.71298,17.16207,20.250988,,0.086022496,16.771887,16.265114,,339.61008,-0.18152833,33.00664281845093,1953.0033,100
,151.22176,15.439926,39.373478,2020,-34.919006,17.16207,-2.8879228,18.41932307621224,0.99998647,-0.018322403,-249.62878,17.16207,2.354445,,0.10333716,16.661602,14.424637,,39.373478,-0.18322402,33.53277897834778,51.942936,101
,61.247353,15.451589,30.678116,2040,-34.92886,17.16207,-2.7178488,18.375341213163715,0.99998647,-0.01838431,-254.32848,17.16207,1.8390285,,0.1020638,16.6296,13.802436,,30.678116,-0.18384309,34.02542066574097,61.247353,102
,53.936337,15.4647665,28.971306,2060,-34.938614,17.16207,-2.5623002,18.575555877138417,0.99998647,-0.018908393,-258.78003,17.16207,1.7321423,,0.101847604,16.80889,12.782131,,28.971306,-0.18908392,34.52666521072388,53.936337,103
,50.944584,15.476315,26.157421,2080,-34.948277,17.16207,-2.3621268,18.420067802657467,0.99998647,-0.01789862,-334.05524,17.16207,1.5676662,,0.08805234,16.665718,17.78107,,26.157421,-0.17898619,35.04064726829529,42.739727,104
,508.64993,15.489353,90.06622,2100,-34.957848,17.16207,-2.128679,18.61105729702245,0.99998647,-0.019193009,-603.24756,17.16207,5.349346,,0.06791579,16.845312,21.783052,,90.06622,-0.19193009,35.62970161437988,508.64993,105
,83.72582,15.499885,27.81027,2120,-34.967323,17.16207,-1.908781,18.360148218813148,0.99998647,-0.018953452,-593.0704,17.16207,1.6593231,,0.0678135,16.605742,19.978857,,27.81027,-0.18953452,36.31462073326111,43.346916,106
,49.536602,15.512374,25.82035,2140,-34.976715,17.16207,-1.6643759,18.602271284017043,0.99998647,-0.018978162,-597.8074,17.16207,1.5390058,,0.06727191,16.836264,23.910118,,25.82035,-0.1897816,37.054388999938965,49.02948,107
,32.684605,15.524925,23.62229,2160,-34.986015,17.16207,-1.4390472,18.63386549979264,0.99998647,-0.018848304,-590.28467,17.16207,1.4069499,,0.06718819,16.867851,22.355415,,23.62229,-0.18848303,37.62092185020447,30.671917,108
,24.78814,15.535952,22.1522,2180,-34.99523,17.16207,-1.2237037,18.47969438232151,0.99998647,-0.018897977,-575.0895,17.16207,1.3205726,,0.067789264,16.726759,21.776531,,22.1522,-0.18897976,38.291141986846924,22.178026,109
,20.434786,15.548366,21.10045,2200,-35.004368,17.16207,-1.0249641,18.670853344412347,0.99998647,-0.018966688,-566.2465,17.16207,1.2569017,,0.06807992,16.901527,20.428202,,21.10045,-0.18966688,39.00184893608093,17.208635,110
,18.030436,15.557849,20.80693,2220,-35.013416,17.16207,-0.76150304,18.359436406712053,0.99998647,-0.018967986,-565.98566,17.16207,1.2412335,,0.067786455,16.601091,28.049707,,20.80693,-0.18967986,39.66910767555237,18.030436,111
