ReturnMin,SqrtESSClassic,target_sum_log_mean,ReturnMax,IWFirstEpisode,IWNorm1,ExplorationBonus,DenMISELogLast,ReturnStepMax,IWMax,ReturnLastEpisode,Iteration,LQGmu01,TimestepsSoFar,ReturnAbsMax,LQGsigma,IWMin,IWNorm2,DenMISELogFirst,IWLastEpisode,LQGmu1,Bound,DenMISEMeanLog,URet,MISE,IWMean,TimeElapsed,ReturnMean
,2.6139495,-583.98395,17.399696,,212.12291,13.312955,16.006336,0.99999976,48.01582,17.27007,239,-0.015151516,4780,17.399696,0.11,,81.150345,8.9981,,-0.15151516,27.909748,5.9518833,19.058341797310746,14.596794,0.88754356,281.3246850967407,14.294899
,4.478083,-2013.6636,17.399696,,291.6583,7.7710466,-33.99976,0.99999976,20.07244,17.279448,240,-0.04949495,4800,17.399696,0.11,,65.130165,8.993925,20.07244,-0.4949495,28.832314,5.78474,19.06157546090346,21.061266,1.2152429,283.38349890708923,14.307337
,3.6319592,-1269.9463,17.399696,,263.36884,9.581438,-24.640522,0.99999976,27.550272,17.090036,241,-0.035353538,4820,17.399696,0.11,,72.51426,8.989767,15.7502,-0.35353535,28.392925,5.6592493,18.87120370750007,18.811487,1.0928167,285.6346673965454,14.318882
,3.7093027,-1553.2095,17.399696,,265.75198,9.381654,13.434034,0.99999976,25.207712,17.302168,242,-0.04141414,4840,17.399696,0.11,,71.64473,8.985626,16.269207,-0.41414142,28.364841,5.6915927,19.08552488877845,18.983189,1.0981487,287.3300471305847,14.33121
,2.6804538,-5011.203,17.399696,,209.79785,12.98265,14.7892,0.99999976,41.238716,17.20452,243,-0.087878786,4860,17.399696,0.11,,78.26953,8.981503,,-0.8787879,27.89904,5.7292733,18.98617580932389,14.91639,0.86336565,288.81870555877686,14.343035
,4.548183,-2355.3396,17.399696,,285.8377,7.6512737,-30.388239,0.99999976,17.0173,17.289482,244,-0.05555556,4880,17.399696,0.11,,62.84657,8.977395,16.441309,-0.5555556,27.965975,5.5805054,19.07552140552345,20.314701,1.171466,290.3837625980377,14.35511
,3.791406,-1250.1005,17.399696,,262.49075,9.178493,13.166766,0.99999976,24.981436,17.283047,245,-0.035353538,4900,17.399696,0.11,,69.23309,8.973306,,-0.35353535,27.619766,5.6120477,19.071328688995823,18.441275,1.0713909,291.8888666629791,14.367061
,4.6523037,-1849.7871,17.399696,,296.9875,7.480035,-0.42583892,0.99999976,17.890797,17.277887,246,-0.04747475,4920,17.399696,0.11,,63.83665,8.969232,17.890797,-0.47474748,28.390324,5.5876474,19.058696713374417,20.91029,1.2072662,293.4787800312042,14.378895
,3.6950808,-1424.0734,17.399696,,263.44684,9.417763,15.094946,0.99999976,28.100296,17.255394,247,-0.039393943,4940,17.399696,0.11,,71.29664,8.965176,22.45461,-0.3939394,27.83342,5.6268554,19.038704173981863,18.415657,1.0665864,294.91802954673767,14.39054
,4.7096186,-1949.2688,17.399696,,296.0744,7.3890047,11.677996,0.99999976,18.2973,17.34832,248,-0.04949495,4960,17.399696,0.11,,62.8659,8.961135,17.960503,-0.4949495,28.078995,5.651373,19.13185072694275,20.68999,1.1938484,296.3921778202057,14.402466
,3.101275,-845.8643,17.399696,,240.28314,11.220996,12.15278,0.99999976,31.353378,17.2681,249,-0.025252525,4980,17.399696,0.11,,77.47883,8.95711,3.821642e-13,-0.25252524,27.607677,5.6781464,19.051125256825824,16.386683,0.9649925,297.7173388004303,14.413974
,3.9283218,-1406.905,17.399696,,281.29086,8.85859,-1.9861717,0.99999976,26.33373,17.17674,250,-0.039393943,5000,17.399696,0.11,,71.60586,8.953103,26.33373,-0.3939394,28.276405,5.6471767,18.955408415690908,19.417816,1.1251634,299.2777669429779,14.425025
,3.9813495,-979.2463,17.399696,,278.05585,8.7406025,2.7021296,0.99999976,21.489716,17.15508,251,-0.02929293,5020,17.399696,0.11,,69.8396,8.949111,20.233723,-0.2929293,27.673925,5.6357956,18.93259271830841,18.933323,1.1077923,300.70872712135315,14.435902
,3.986254,-1303.4752,17.399696,,287.0277,8.729848,1.4518814,0.99999976,27.069292,17.299662,252,-0.037373737,5040,17.399696,0.11,,72.00437,8.945134,25.287844,-0.37373737,28.368557,5.619482,19.079802356799107,19.63871,1.1389989,302.14977955818176,14.447266
,1.7554061,-409.7614,17.399696,8.786849e-37,130.99295,19.824125,13.64924,0.99999976,66.636604,17.184801,253,-0.0070707067,5060,17.399696,0.11,,74.62259,8.9411745,2.70909e-37,-0.07070707,27.603035,5.6516247,18.96503294671194,7.7789097,0.5177587,303.7232701778412,14.458087
,2.0730488,-473.3897,17.399696,,172.04541,16.786577,-31.235481,0.99999976,53.573284,16.565739,254,-0.011111111,5080,17.399696,0.11,,82.991486,8.937229,0.021672176,-0.11111111,27.591545,5.5043592,18.298528778187045,10.804967,0.67734414,305.61336874961853,14.466385
,3.2489803,-599.2011,17.399696,,258.48798,10.710866,10.472261,0.99999976,31.643557,15.690275,255,-0.017171716,5100,17.399696,0.11,,79.55972,8.9333,3.5144712e-08,-0.17171717,27.555355,5.5223966,17.36577846942229,16.844488,1.0136783,307.0030860900879,14.471184
,2.8996994,-4782.1553,17.399696,,230.34995,12.001035,12.9127655,0.99999976,37.1417,16.512074,256,-0.087878786,5120,17.399696,0.11,,79.43925,8.929386,,-0.8787879,27.547695,5.551149,18.265397911716544,15.546659,0.8998045,308.6329188346863,14.4791565
,2.789083,-3697.7847,17.399696,,220.59808,12.477001,-60.81112,0.99999976,39.550034,17.024452,257,-0.07575758,5140,17.399696,0.11,,79.09341,8.9254875,,-0.75757575,27.354158,5.292375,18.80454889128204,14.877157,0.8583583,310.4739773273468,14.48906
,3.2270083,-5332.3345,17.399696,,246.80833,10.783793,15.707976,0.99999976,29.243214,17.300493,258,-0.093939394,5160,17.399696,0.11,,76.482086,8.921604,0.53934944,-0.93939394,27.270706,5.332035,19.087806252832895,16.486914,0.95662147,312.30457186698914,14.499956
,3.2043629,-3835.5361,17.399696,,248.64598,10.860003,15.090979,0.99999976,35.1123,17.34151,259,-0.07777778,5180,17.399696,0.11,,77.59608,8.917735,33.847202,-0.7777778,27.494389,5.3693957,19.129278272811582,16.634384,0.9600231,314.00262999534607,14.510929
,3.6550229,-5908.8364,17.399696,,269.67865,9.520978,14.349789,0.99999976,23.113857,17.183924,260,-0.1,5200,17.399696,0.11,,73.78303,8.913882,19.130838,-1.0,27.348824,5.4036283,18.97035993861251,17.827847,1.0372256,315.5969157218933,14.52121
,3.4677658,-3975.2544,17.399696,,265.71277,10.035105,11.639739,0.99999976,28.501522,17.324379,261,-0.079797976,5220,17.399696,0.11,,76.62362,8.910043,28.501522,-0.7979798,27.670828,5.427525,19.112526836523237,17.635723,1.0180566,317.0169770717621,14.53195
,4.289347,-1174.2682,17.399696,,291.36273,8.112981,10.825844,0.99999976,21.604338,17.221046,262,-0.035353538,5240,17.399696,0.11,,67.927055,8.9062195,,-0.35353535,27.25684,5.4480505,19.009224309008136,19.14386,1.1120715,318.4740617275238,14.542213
,1.9159589,-342.29495,17.399696,0.121899836,217.26974,18.162912,7.445767,0.99999976,65.563034,17.340488,263,-0.001010101,5260,17.399696,0.11,,113.4,8.90241,,-0.01010101,27.232582,5.4559574,19.128704616041805,9.06967,0.8261207,319.8448917865753,14.552854
,2.9179256,-432.3532,17.399696,,270.76324,11.926073,-41.170002,0.99999976,38.09788,15.192589,264,-0.00909091,5280,17.399696,0.11,,92.79306,8.899077,27.999634,-0.09090909,27.66721,5.278387,16.769095818995755,15.741137,1.0256183,321.65014910697937,14.555276
,1.2987077,-333.85837,17.399696,,11.157465,26.7954,8.361619,0.99999976,8.381134,15.252365,265,0.013131313,5300,17.399696,0.11,,8.591206,8.895297,,0.13131313,27.173162,5.289911,16.92701491364111,0.37776172,0.04210364,323.1087613105774,14.557906
,1.2899061,-905.7189,17.399696,,2.9420617e-16,26.978237,-21.522219,0.99999976,2.1325531e-16,9.050529,266,0.04141414,5320,17.399696,0.11,,2.280834e-16,8.891531,,0.41414142,26.978237,5.1855173,9.931208959159099,8.768596e-18,1.1060375e-18,324.5378694534302,14.537202
,1.0,-902.5186,17.399696,,262.19086,34.799393,-56.83253,0.99999976,262.19086,7.5293093,267,0.04141414,5340,17.399696,0.11,,262.19086,8.887778,262.19086,0.41414142,42.193085,4.9495015,8.263999833165595,7.3936934,0.98198825,325.88846135139465,14.510955
,1.4141989,-899.09705,17.399696,,266.78217,24.607141,9.559424,0.99999976,133.99997,7.5716963,268,0.04141414,5360,17.399696,0.11,,188.64543,8.88404,133.99997,0.41414142,32.12343,4.9655313,8.319180654383802,7.5162883,0.99545586,327.388897895813,14.485062
,1.0000011,-1118.3223,17.399696,,3.0121614e-16,34.799355,13.957609,0.99999976,3.0121582e-16,7.498124,269,0.04747475,5380,17.399696,0.11,,3.0121582e-16,8.880316,3.0121582e-16,0.47474748,34.799355,4.998252,8.236265322964462,8.396112e-18,1.1197617e-18,329.0784149169922,14.459087
,1.0,-1114.1194,17.399696,,270.00003,34.799393,10.865827,0.99999976,270.00003,7.096609,270,0.04747475,5400,17.399696,0.11,,270.00003,8.876605,270.00003,0.47474748,41.896004,5.0162864,7.798553454203487,7.09661,1.0000001,330.4567642211914,14.43182
,1.0005363,-1191.7456,17.399696,,40.395386,34.78074,5.3528786,0.99999976,40.373726,6.9727697,271,0.04949495,5420,17.399696,0.11,,40.373734,8.872909,40.373726,0.4949495,35.820114,5.0164027,7.660032273089032,1.0393742,0.14906046,332.0089542865753,14.404296
,1.122384,-1187.3079,17.399696,,302.3834,31.004892,9.710937,0.99999976,267.09326,6.878662,272,0.04949495,5440,17.399696,0.11,,269.4117,8.869225,267.09326,0.4949495,38.664146,5.030504,7.555423649126968,7.659253,1.1117036,333.7157130241394,14.376628
,1.0004139,-1024.771,17.399696,,17.541203,34.784996,12.909271,0.99999976,17.533943,6.8900337,273,0.045454547,5460,17.399696,0.11,,17.533945,8.865555,8.139871e-07,0.45454547,35.240974,5.05866,7.568929412342229,0.45597863,0.06425349,335.26673913002014,14.349205
,1.0592862,-1020.95984,17.399696,,286.54727,32.851738,13.870682,0.99999976,270.00388,7.211129,274,0.045454547,5480,17.399696,0.11,,270.50977,8.861898,270.00388,0.45454547,40.38617,5.0874057,7.920777539253386,7.534431,1.0457929,336.8615930080414,14.323154
,1.0853564,-944.93304,17.399696,,7.2690177,32.06264,16.362486,0.99999976,6.6849737,7.198042,275,0.043434344,5500,17.399696,0.11,,6.6973557,8.858256,0.14202358,0.43434343,32.2603,5.127483,7.905648315739201,0.19765721,0.026432792,338.39621758461,14.297244
,1.0286015,-941.47516,17.399696,,253.47673,33.831753,3.9498706,0.99999976,246.34111,7.334155,276,0.043434344,5520,17.399696,0.11,,246.42851,8.854626,246.34111,0.43434343,40.5711,5.119694,8.05920759022755,6.7393446,0.91839397,339.8162479400635,14.272016
,1.4502641,-938.00793,17.399696,,273.57904,23.99521,14.024939,0.99999976,135.93465,7.364432,277,0.043434344,5540,17.399696,0.11,,188.64084,8.851009,135.93465,0.43434343,31.257257,5.150635,8.086732374191357,7.262047,0.98765,341.3105056285858,14.247079
,1.5259645,-1006.0943,17.399696,,296.26648,22.804852,10.165807,0.99999976,137.41113,7.4231806,278,0.045454547,5560,17.399696,0.11,,194.15031,8.847405,0.015993835,0.45454547,30.480093,5.168,8.15648042314743,7.675242,1.0657067,342.9383718967438,14.222532
,1.5578225,-1157.864,17.399696,,307.41315,22.338484,14.748513,0.99999976,138.23024,7.3104553,279,0.04949495,5580,17.399696,0.11,,197.33516,8.843815,1.1011137e-13,0.4949495,29.93407,5.201916,8.028678315613275,7.595586,1.1018392,344.3829188346863,14.197758
,1.003195,-1418.3494,17.399696,,3.3351606e-18,34.68856,13.855443,0.99999976,3.3245375e-18,6.8468504,280,0.05555556,5600,17.399696,0.11,,3.3245386e-18,8.840238,3.3245375e-18,0.5555556,34.68856,5.2325096,7.521268641857006,8.15492e-20,1.1910288e-20,345.93137407302856,14.171504
,1.0,-1413.2657,17.399696,,281.00003,34.799393,4.487633,0.99999976,281.00003,6.286744,281,0.05555556,5620,17.399696,0.11,,281.00003,8.836672,281.00003,0.5555556,41.086136,5.2263064,6.9067907202171615,6.286745,1.0000001,347.44525957107544,14.143445
,1.0171578,-1605.1066,17.399696,,3.7263355e-08,34.212383,2.8872395,0.99999976,3.6629295e-08,6.3211684,282,0.05959596,5640,17.399696,0.11,,3.6634784e-08,8.83312,6.340604e-10,0.5959596,34.212383,5.2169304,6.947239751147894,8.30805e-10,1.3213956e-10,348.9844048023224,14.115706
,1.0,-1704.0063,17.399696,,1854.0742,34.799393,10.446022,0.99999976,1854.0742,5.71225,283,0.061616164,5660,17.399696,0.11,,1854.0742,8.82958,1854.0742,0.61616164,72.22319,5.231881,6.278673851288595,37.4238,6.551499,350.5150480270386,14.086012
,1.4135467,-1697.9371,17.399696,,508.40164,24.618496,14.102435,0.99999976,262.01013,5.705328,284,0.061616164,5680,17.399696,0.11,,359.66385,8.826053,262.01013,0.61616164,34.837875,5.266719,6.266163533914478,10.219379,1.7901466,352.09130787849426,14.056502
,1.0000578,-2030.1779,17.399696,,5.2578817e-18,34.797382,10.883208,0.99999976,5.257577e-18,5.6220336,285,0.06767677,5700,17.399696,0.11,,5.2575778e-18,8.822537,5.257577e-18,0.67676765,34.797382,5.2874084,6.1665402063428925,1.03713644e-19,1.844771e-20,353.6489586830139,14.026908
,1.0,-2023.008,17.399696,,285.99994,34.799393,14.727183,0.99999976,285.99994,4.9501657,286,0.06767677,5720,17.399696,0.11,,285.99994,8.819036,285.99994,0.67676765,39.749557,5.3169246,5.431440139227213,4.950165,0.99999976,355.04437708854675,13.995171
,1.004002,-2391.845,17.399696,,4.6169144e-18,34.660683,14.4956875,0.99999976,4.5985104e-18,4.9031725,287,0.073737375,5740,17.399696,0.11,,4.5985113e-18,8.815545,4.5985104e-18,0.7373737,34.660683,5.3478427,5.383987814013903,7.887447e-20,1.6085811e-20,356.50343656539917,13.963491
,1.0,-2383.4907,17.399696,,287.99988,34.799393,8.497887,0.99999976,287.99988,4.1614556,288,0.073737375,5760,17.399696,0.11,,287.99988,8.812066,287.99988,0.7373737,38.960846,5.3553143,4.562680227510862,4.1614537,0.9999996,358.1215431690216,13.929457
,1.0039071,-2646.5386,17.399696,,3.2673267e-08,34.66396,14.931921,0.99999976,3.2545856e-08,4.2262115,289,0.07777778,5780,17.399696,0.11,,3.2546104e-08,8.8086,1.2741214e-10,0.7777778,34.66396,5.3873954,4.643526120413968,4.705073e-10,1.1305629e-10,359.75402998924255,13.895882
,1.0,-2637.3682,17.399696,,289.99985,34.799393,7.285728,0.99999976,289.99985,3.6738443,290,0.07777778,5800,17.399696,0.11,,289.99985,8.805146,289.99985,0.7777778,38.473236,5.3904986,4.03024007133406,3.6738424,0.99999946,361.2130889892578,13.860633
,1.0003117,-3066.6106,17.399696,,9.684223e-19,34.788548,12.878331,0.99999976,9.681195e-19,3.5685737,291,0.08383839,5820,17.399696,0.11,,9.681205e-19,8.801703,9.681195e-19,0.83838385,34.788548,5.415182,3.9241512961488674,1.18723335e-20,3.3269115e-21,363.0152049064636,13.825266
,1.0,-3056.069,17.399696,,292.00006,34.799393,5.8270903,0.99999976,292.00006,2.7792988,292,0.08383839,5840,17.399696,0.11,,292.00006,8.798273,292.00006,0.83838385,37.578693,5.4131737,3.0511161951329306,2.7792995,1.0000002,364.45769810676575,13.787437
,1.0220708,-1756.9073,17.399696,,2.426517,34.047928,13.325599,0.99999976,2.3737986,2.751687,293,0.06363636,5860,17.399696,0.11,,2.3741183,8.794854,,0.6363636,34.0945,5.4391375,3.019540676595584,0.046575014,0.008281628,365.99256920814514,13.749772
,1.0000938,-1858.6656,17.399696,,15265.137,34.796127,-14.344036,0.99999976,15263.705,5.173216,294,0.065656565,5880,17.399696,0.11,,15263.705,8.791448,15263.705,0.65656567,303.3999,5.3684807,5.6983991356723624,268.6038,51.922234,367.6131682395935,13.7206
,1.4161869,-1852.3186,17.399696,,553.34973,24.572598,8.126466,0.99999976,289.4253,5.2486835,295,0.065656565,5900,17.399696,0.11,,390.73212,8.788052,262.49384,0.65656567,34.342358,5.3879147,5.761322055145966,9.76976,1.8757617,369.07911229133606,13.691881
,1.022773,-2725.7124,17.399696,,1.3867263,34.02455,5.984886,0.99999976,1.35549,5.1313076,296,0.079797976,5920,17.399696,0.11,,1.3558494,8.784668,,0.7979798,34.041283,5.391035,5.650803890935249,0.016729403,0.004684886,370.50454926490784,13.662961
,1.0145087,-2716.5156,17.399696,,96.18275,34.30172,1.2039974,0.99999976,94.79755,3.4510443,297,0.079797976,5940,17.399696,0.11,,94.80722,8.781295,94.79755,0.7979798,35.41989,5.3735914,3.7802803266448564,1.1181719,0.32384762,371.9569048881531,13.628577
,1.0581952,-2434.5498,17.399696,,15.362922,32.88561,15.67002,0.99999976,14.505842,3.2577412,298,0.07575758,5960,17.399696,0.11,,14.518041,8.777933,2.8106237e-09,0.75757575,33.075756,5.405739,3.5820356568014806,0.19014572,0.05155343,373.4535300731659,13.593776
,1.0793606,-2426.3386,17.399696,,193.0966,32.24075,15.446798,0.99999976,178.3589,3.7610078,299,0.07575758,5980,17.399696,0.11,,178.89906,8.774584,178.3589,0.75757575,34.66609,5.43615,4.1346102167631305,2.4253378,0.64580804,374.9179849624634,13.56089
,1.0603149,-2166.218,17.399696,,15.790624,32.819866,10.574578,0.99999976,14.863504,3.7067423,300,0.07171717,6000,17.399696,0.11,,14.892391,8.771244,3.908285e-14,0.7171717,33.042114,5.4516716,4.068679242567137,0.22224829,0.052635413,376.4035756587982,13.528044
,1.051992,-2158.975,17.399696,,299.04437,33.07952,8.276826,0.99999976,283.908,4.365018,301,0.07171717,6020,17.399696,0.11,,284.26486,8.767917,283.908,0.7171717,37.409,5.4579115,4.796859041774892,4.3294783,0.9935029,378.0187225341797,13.4976015
,1.0912495,-3268.734,17.399696,,2.2285376e-09,31.889494,10.209677,0.99999976,2.0327855e-09,4.3347893,302,0.087878786,6040,17.399696,0.11,,2.0421889e-09,8.7646,,0.8787879,31.889494,5.472702,4.765923319741923,2.0323323e-11,7.379264e-12,379.62773847579956,13.467261
,1.0,-3257.9568,17.399696,,302.99982,34.799393,-9.036954,0.99999976,302.99982,2.163527,303,0.087878786,6060,17.399696,0.11,,302.99982,8.761294,302.99982,0.8787879,36.962917,5.4215207,2.371193532964069,2.1635256,0.9999994,381.29381680488586,13.4299555
,1.0002046,-3572.4812,17.399696,,2.7333923e-07,34.792274,3.1383662,0.99999976,2.7328332e-07,2.0244184,304,0.09191919,6080,17.399696,0.11,,2.7328332e-07,8.757999,2.7328332e-07,0.9191919,34.792274,5.413007,2.2401559893907703,1.8202656e-09,8.991422e-10,382.97779297828674,13.392437
,1.0,-3560.7239,17.399696,,304.99997,34.799393,7.7757077,0.99999976,304.99997,1.4424672,305,0.09191919,6100,17.399696,0.11,,304.99997,8.754715,304.99997,0.9191919,36.24186,5.4174795,1.5754694516072323,1.4424671,0.9999999,384.5463445186615,13.353256
,1.0000013,-4070.1282,17.399696,,5.0967853e-15,34.799347,6.96963,0.99999976,5.0967785e-15,1.2935634,306,0.0979798,6120,17.399696,0.11,,5.0967785e-15,8.751442,5.0967785e-15,0.97979796,34.799347,5.421555,1.4185363236714132,2.1545802e-17,1.665616e-17,386.1303827762604,13.313846
,1.0,-4056.8462,17.399696,,306.99997,34.799393,1.766857,0.99999976,306.99997,0.47495866,307,0.0979798,6140,17.399696,0.11,,306.99997,8.748179,306.99997,0.97979796,35.274353,5.406398,0.5196104100786151,0.4749586,0.9999999,387.78545212745667,13.272025
,1.0107448,-3693.7686,17.399696,,24.388767,34.429455,10.303117,0.99999976,24.128092,0.49287608,308,0.093939394,6160,17.399696,0.11,,24.1295,8.744927,1.0370737e-05,0.93939394,34.53201,5.4213057,0.5441336956233479,0.10255592,0.07918431,389.4287941455841,13.230535
,1.0210958,-3043.4429,17.399696,,24.212599,34.08044,11.506314,0.99999976,23.709581,1.0104405,309,0.08585858,6180,17.399696,0.11,,23.712368,8.741686,4.94617e-38,0.85858583,34.250134,5.4380145,1.1224852386355342,0.16969226,0.07835793,391.37461256980896,13.190988
,1.0857129,-3033.5874,17.399696,,273.9365,32.052113,6.1621847,0.99999976,251.34102,2.2799249,310,0.08585858,6200,17.399696,0.11,,252.31026,8.738455,251.34102,0.85858583,34.058483,5.437374,2.5132990495283245,2.006371,0.8836661,393.91185879707336,13.15579
,1.0708343,-3658.521,17.399696,,333.10577,32.49746,5.624454,0.99999976,310.2496,2.3822157,311,0.093939394,6220,17.399696,0.11,,311.07126,8.735234,1.1758917e-35,0.93939394,33.600655,5.4369,2.609804986459986,1.1031957,1.0710796,396.51465916633606,13.121149
,1.0775868,-4173.53,17.399696,,0.7455618,32.29382,7.1253457,0.99999976,0.6896153,1.1665475,312,0.1,6240,17.399696,0.11,,0.691881,8.732024,3.0308194e-23,1.0,32.294956,5.441557,1.2634097718214972,0.0011381841,0.002389621,399.08796858787537,13.082832
,1.0025324,-4160.142,17.399696,,295.1731,34.71149,10.987452,0.99999976,294.42667,0.21427515,313,0.1,6260,17.399696,0.11,,294.4275,8.728824,294.42667,1.0,34.91419,5.456094,0.22971676411810038,0.20269598,0.943045,401.65653705596924,13.041719
,1.1218997,-1293.0908,17.399696,,7.796863,31.018274,10.106359,0.99999976,6.890317,0.27574128,314,0.053535353,6280,17.399696,0.11,,6.949697,8.725634,,0.53535354,31.175135,5.469843,0.3026843751719338,0.15686013,0.024830773,404.52090549468994,13.001062
,1.1240114,-1289.4443,17.399696,,7.670654,30.96,-61.014614,0.99999976,6.763839,6.17782,315,0.053535353,6300,17.399696,0.11,,6.8243556,8.722454,5.6451948e-37,0.53535354,31.113829,5.2556887,6.822531909661061,0.15382944,0.024351282,407.39590668678284,12.979402
,1.0468465,-1285.3523,17.399696,,165.53172,33.242115,-1.3914473,0.99999976,157.98196,6.5481176,316,0.053535353,6320,17.399696,0.11,,158.12416,8.719285,157.98196,0.53535354,36.666725,5.2315702,7.191214206726803,3.4246097,0.5238346,409.8415832519531,12.959049
,1.002605,-1218.1945,17.399696,,8163.6777,34.708977,9.6524935,0.99999976,8142.444,6.670716,317,0.05151515,6340,17.399696,0.11,,8142.467,8.7161255,8142.444,0.5151515,206.4932,5.243721,7.32348051735997,171.78421,25.752926,412.35173177719116,12.939213
,1.2184867,-1214.3231,17.399696,,379.12863,28.559519,8.930087,0.99999976,306.0835,6.7843485,318,0.05151515,6360,17.399696,0.11,,311.14713,8.7129755,52.851463,0.5151515,36.5256,5.2627063,7.450443280438437,7.966083,1.1922284,414.6906430721283,12.919857
,1.0960027,-1273.188,17.399696,,104.22359,31.751192,10.461097,0.99999976,94.846695,6.708331,319,0.053535353,6380,17.399696,0.11,,95.09428,8.709836,0.1538473,0.53535354,33.885918,5.278662,7.367646951405595,2.1347256,0.3267197,417.07938504219055,12.900386
,1.1142066,-1409.6287,17.399696,,0.631496,31.232443,12.126078,0.99999976,0.5625724,6.600142,320,0.05757576,6400,17.399696,0.11,,0.56676745,8.706706,1.1635337e-13,0.57575756,31.244856,5.2978454,7.246146432003824,0.012413655,0.001973425,419.41181683540344,12.880697
,1.0023234,-1405.1935,17.399696,,272.58826,34.718727,8.469905,0.99999976,271.95578,6.003458,321,0.05757576,6420,17.399696,0.11,,271.9564,8.703586,271.95578,0.57575756,39.817337,5.304622,6.596822106980879,5.0986094,0.8491846,423.2389144897461,12.859273
,1.3767729,-1400.7754,17.399696,,237.58893,25.276058,12.968817,0.99999976,147.68335,6.1803803,322,0.05757576,6440,17.399696,0.11,,172.56944,8.700476,89.272156,0.57575756,29.755348,5.3272357,6.7903480154819,4.4792895,0.7378538,426.09246468544006,12.838531
,1.4406081,-1087.927,17.399696,,252.79538,24.156044,7.0673943,0.99999976,135.37848,6.049696,323,0.04747475,6460,17.399696,0.11,,175.47824,8.697374,,0.47474748,29.666393,5.331464,6.645866353448227,5.5103498,0.7826482,428.41507601737976,12.8175125
,1.4247162,-1830.5293,17.399696,,324.8463,24.425491,9.417133,0.99999976,161.78517,6.98949,324,0.06767677,6480,17.399696,0.11,,228.00772,8.6942835,,0.67676765,29.366505,5.3430443,7.6801316053448385,4.9410133,1.0026121,429.9542820453644,12.799524
,1.6197426,-1316.8687,17.399696,,365.9222,21.48452,-7.5234413,0.99999976,159.802,5.0437493,325,0.05555556,6500,17.399696,0.11,,225.9138,8.691202,,0.5555556,28.560022,5.302891,5.530513113594626,7.0755024,1.1259145,431.6663484573364,12.775661
,1.2231909,-1922.6714,17.399696,,2.0837302,28.449682,1.8196054,0.99999976,1.6791931,6.1994815,326,0.06969697,6520,17.399696,0.11,,1.70352,8.688129,,0.6969697,28.48083,5.2920246,6.822957637068759,0.031146755,0.0063918107,433.4765281677246,12.755489
,1.0805465,-1916.7615,17.399696,,27.147573,32.205364,6.626924,0.99999976,25.066334,4.836927,327,0.06969697,6540,17.399696,0.11,,25.12393,8.685067,25.066334,0.6969697,32.607155,5.2930727,5.307362743744793,0.40179047,0.083020106,435.0530469417572,12.731274
,1.1451409,-1910.872,17.399696,,187.36531,30.388744,9.980393,0.99999976,161.93367,4.684314,328,0.06969697,6560,17.399696,0.11,,163.61769,8.6820135,161.93367,0.6969697,33.076653,5.304563,5.143046852732169,2.6879065,0.5712357,436.65310406684875,12.706739
,1.3442355,-2493.8132,17.399696,,245.47385,25.887869,17.069984,0.99999976,164.34248,4.635536,329,0.079797976,6580,17.399696,0.11,,182.61223,8.678969,,0.7979798,28.366766,5.3387375,5.091826912588983,2.4788973,0.7461211,438.38684463500977,12.682207
,1.7314436,-1525.8768,17.399696,,475.19748,20.098484,9.061138,0.99999976,163.57037,3.310152,330,0.061616164,6600,17.399696,0.11,,274.4516,8.675934,,0.61616164,28.276043,5.34889,3.6293852506072923,8.177558,1.4399923,439.99139523506165,12.653809
,1.8850859,-1175.1567,17.399696,,462.58633,18.460375,-9.006319,0.99999976,161.4584,5.5133867,331,0.05151515,6620,17.399696,0.11,,245.3927,8.672909,,0.5151515,27.796854,5.306057,6.0690223171889865,9.336479,1.3975418,441.7237923145294,12.632236
,1.4976646,-1996.1497,17.399696,,331.4251,23.235773,13.172077,0.99999976,160.9893,6.6943097,332,0.07171717,6640,17.399696,0.11,,221.29462,8.669892,,0.7171717,27.575409,5.3303075,7.3555450965765825,4.339637,0.9982684,443.69034934043884,12.61435
,1.471492,-2101.6863,17.399696,,322.9084,23.649052,-1.9748467,0.99999976,164.42604,4.5041304,333,0.073737375,6660,17.399696,0.11,,219.44283,8.666884,0.010812763,0.7373737,27.719921,5.307857,4.9377762526260796,4.0708704,0.96969485,445.35421657562256,12.589996
,1.41687,-2731.9375,17.399696,,334.4511,24.560753,13.456147,0.99999976,166.95804,4.1685743,334,0.08383839,6680,17.399696,0.11,,236.04926,8.663886,,0.83838385,27.329256,5.331668,4.574897272062239,2.7685027,1.0013506,447.01955795288086,12.56478
,1.3810714,-2205.535,17.399696,,183.83542,25.197388,8.912007,0.99999976,125.165344,2.665776,335,0.07575758,6700,17.399696,0.11,,133.11072,8.660896,3.9193152e-38,0.75757575,27.251062,5.3417997,2.9266920311999094,2.0536754,0.54876244,448.9988126754761,12.535232
,1.7865652,-967.4139,17.399696,,338.66385,19.478378,2.8890264,0.99999976,111.967995,3.8650336,336,0.04141414,6720,17.399696,0.11,,189.56143,8.657916,,0.41414142,27.068298,5.3329687,4.255000053698247,7.58992,1.0079281,450.73679184913635,12.509428
,4.744917,-5269.5103,17.399696,,381.97833,7.3340364,-52.32769,0.99999976,23.155293,7.443962,337,-0.04949495,6740,17.399696,0.11,,80.50264,8.654944,,-0.4949495,26.977623,5.161507,8.187400287956471,19.643587,1.1334668,453.27440309524536,12.494397
