IWLastEpisode,MISE,IWMean,TimestepsSoFar,IWMax,IWMin,IWNorm1,URet,Bound,ReturnAbsMax,LQGmu01,ReturnMin,SqrtESSClassic,DenMISELogLast,LQGmu1,TimeElapsed,DenMISELogFirst,ReturnMax,ReturnLastEpisode,Iteration,ExplorationBonus,target_sum_log_mean,ReturnMean,IWFirstEpisode,IWNorm2,DenMISEMeanLog,LQGsigma,ReturnStepMax
1.2002747,18.074266,1.2002747,20,1.2002747,,1.2002747,16.687925283112612,48.19115,15.058442,-0.011192638,,1.0,18.60218,-0.11146593,0.04999709129333496,18.60218,15.058442,15.058442,1,30.116884,18.78473,15.058442,1.2002747,1.2002747,18.60218,0.11,0.9625284
1.3281319,18.55632,1.1928172,40,1.3281319,,2.3856344,17.662259126015382,41.262627,15.953459,-0.011298417,,1.4052007,20.929247,-0.112510584,1.1815474033355713,18.697615,15.953459,15.953459,2,22.706305,19.983273,15.505951,1.0575026,1.6977179,19.81343,0.11,0.9978268
0.7374522,15.376882,0.9811108,60,1.2233179,,2.9433324,17.743552998914094,34.25689,16.026308,-0.011441223,,1.6977016,21.381115,-0.11392054,1.2472960948944092,18.716602,16.026308,16.026308,3,18.880007,20.33673,15.679402,0.98256236,1.733716,20.37692,0.11,0.99828637
5.9548704e-09,2.6938866e-05,1.680895e-06,80,6.7141136e-06,,6.72398e-06,18.03957483168424,32.55624,16.301775,-0.0031957282,,1.001454,18.53126,-0.03194652,1.338132619857788,18.712233,16.301775,16.301775,4,32.556213,1.5725671,15.834996,1.01925135e-10,6.7142173e-06,19.911022,0.11,0.9999798
5.5846205,14.330477,1.1169288,100,5.5846205,,5.5846443,14.165672543346064,46.933884,16.301775,-0.0034766118,,1.0000043,10.862465,-0.034752257,1.391167163848877,18.48909,16.301775,12.830236,5,32.60341,4.83731,15.234044,7.1832973e-10,5.5846205,17.922796,0.11,0.9999798
7.850681,24.005096,1.8270702,120,7.850681,,10.962421,14.690373117940048,49.12111,16.301775,-0.0037905248,,1.2981182,15.553316,-0.037887283,1.4857170581817627,18.306768,16.301775,13.260754,6,25.11601,7.9126725,14.905162,5.483488e-09,8.444856,17.500944,0.11,0.9999798
2.4907796,23.535984,1.786075,140,8.216747,,12.502525,14.572532386920464,46.409943,16.301775,-0.004245405,,1.4253565,17.977133,-0.042428818,1.5801706314086914,18.152617,16.301775,13.152498,7,22.87396,10.656695,14.654782,8.0039314e-08,8.771507,17.61604,0.11,0.9999798
