IWMean,ReturnLastEpisode,MISE,URet,ReturnAbsMax,Iteration,Bound,ExplorationBonus,LQGsigma,IWLastEpisode,IWFirstEpisode,IWNorm1,DenMISELogLast,LQGmu01,target_sum_log_mean,IWMax,DenMISEMeanLog,LQGmu1,ReturnMax,SqrtESSClassic,ReturnMin,IWMin,ReturnStepMax,DenMISELogFirst,IWNorm2,TimestepsSoFar,ReturnMean,TimeElapsed
1.0042634,9.380901,9.420896,10.303278693899255,9.380901,1,28.182697,18.761803,0.11,1.0042634,1.0042634,1.0,12.845262,0.001010101,12.849516,1.0042634,12.845262,0.01010101,9.380901,1.0,,,0.55877954,12.845262,1.0,20,9.380901,0.0475764274597168
13.346168,9.249708,123.44896,10.166394052361602,9.380901,2,136.71556,13.266598,0.11,26.680061,0.012274523,2.0,14.755722,0.0030303032,13.243401,26.680061,13.801557,0.030303031,9.380901,1.4142135,,,0.55877954,12.847391,1.4142135,40,9.315305,1.6186861991882324
