ReturnMean,IWFirstEpisode,ReturnAbsMax,ExplorationBonus,IWNorm2,DenMISELogLast,target_sum_log_mean,LQGsigma,ReturnLastEpisode,URet,Iteration,DenMISELogFirst,IWNorm1,IWMean,LQGmu1,ReturnMin,IWMin,ReturnMax,IWLastEpisode,IWMax,SqrtESSClassic,TimestepsSoFar,LQGmu01,ReturnStepMax,DenMISEMeanLog,MISE,TimeElapsed,Bound
15.058442,1.2551258,15.058442,30.116884,1.2551258,18.60218,18.829416,0.11,15.058442,16.687925283112612,1,18.60218,1.2551258,1.2551258,-0.108678184,,,15.058442,1.2551258,1.2551258,1.0,20,-0.0109104775,0.9625284,18.60218,18.900238,0.05693173408508301,49.01712
15.4885845,1.0846702,15.918728,22.580761,1.6686683,21.037403,20.039198,0.11,15.918728,17.62443757124685,2,18.722239,2.3527176,1.1763588,-0.110656105,,,15.918728,1.2680475,1.2680475,1.4099373,40,-0.011110653,0.99734735,19.879822,18.259571,3.78965425491333,40.840332
15.657649,1.0797039,15.995777,18.475073,1.8172928,21.400732,20.472124,0.11,15.995777,17.710786971628483,3,18.75007,3.1468358,1.0489453,-0.10669941,,,15.995777,1.0218279,1.0797039,1.7316064,60,-0.010710301,0.9980736,20.424597,16.4145,7.248592376708984,34.889572
15.801532,1.0342891,16.233181,16.406145,2.1143563,18.712069,20.038877,0.11,16.233181,17.96570509517042,4,18.7698,4.184131,1.0460328,-0.110656105,,,16.233181,1.1972337,1.1972337,1.9789149,80,-0.011110653,0.9998867,20.005573,16.538626,10.677922010421753,32.94477
15.757706,3.8757964e-12,16.233181,32.377254,1.5411981e-06,13.642377,-1.8071182,0.11,15.582396,17.253714102609212,5,18.776636,1.5454398e-06,3.0898795e-07,-0.027020447,,,16.233181,2.3250755e-10,1.5410947e-06,1.0027522,100,-0.0027026958,0.9998867,18.739891,4.942618e-06,14.078159809112549,32.37726
15.378532,9.162921e-06,16.233181,32.465744,450.42447,8.938163,10.367629,0.11,13.48267,14.910814749429354,6,18.594315,450.43307,75.07218,-0.05300333,,,16.233181,450.42447,450.42447,1.0000191,120,-0.0053052553,0.9998867,16.954336,1012.17694,18.085551261901855,1044.6427
