DenMISELogLast,MISE,LQGsigma,IWMin,ExplorationBonus,DenMISELogFirst,DenMISEMeanLog,Bound,ReturnMean,target_sum_log_mean,ReturnMin,IWMax,IWLastEpisode,IWNorm2,ReturnStepMax,LQGmu1,ReturnAbsMax,TimeElapsed,TimestepsSoFar,LQGmu01,Iteration,IWFirstEpisode,IWNorm1,ReturnLastEpisode,IWMean,SqrtESSClassic,ReturnMax,URet
53.1467,14.289958,0.017210422,,24.259567,-11.695247,-0.7623113,38.549526,9.424428,-427118.66,,15.59705,15.59705,16.01985,0.99986225,0.14734335,14.578003,1.7194671630859375,240,0.014734335,12,,19.253223,8.907035,1.6044353,1.2018354,14.578003,9.782822513831695
50.736988,8.695114,0.01720705,,16.872562,-11.77529,3.2098083,25.567677,9.384483,-394527.16,,4.449205,4.449205,7.345403,0.99986225,0.1484265,14.578003,1.850475788116455,260,0.014842651,13,,12.692951,8.905141,0.9763809,1.7280129,14.578003,9.78106678389681
49.29358,1.3895679e-36,0.017149637,,7.79227,-11.849398,6.4930377,7.79227,9.349938,-367543.7,,2.1841107e-36,,3.7416575e-10,0.99986225,0.13490368,14.578003,1.9578304290771484,280,0.013490369,14,,1.4e-09,8.900862,1.560079e-37,3.7416573,14.578003,9.775977773419244
50.829678,19.052483,0.017149637,,29.156006,-11.91839,9.384419,48.20849,9.322284,-343086.84,,31.98476,31.98476,31.98476,0.99986225,0.13550793,14.578003,2.0641047954559326,300,0.013550793,15,,31.98476,8.935106,2.1323173,1.0,14.578003,9.81391449118472
51.5672,1.3397951e-06,0.017110413,,25.493877,-11.982929,12.0317,25.49388,9.29819,-323616.7,,2.0787575e-06,1.9134838e-08,2.1000387e-06,0.99986225,0.14174674,14.578003,2.175355911254883,320,0.014174675,16,,2.401704e-06,8.9367895,1.5000649e-07,1.1436474,14.578003,9.815703590662705
52.28557,8.171821,0.017107477,,29.156002,-12.043553,14.342518,37.327824,9.276148,-304689.75,,15.568042,15.568042,15.568042,0.99986225,0.14184925,14.578003,2.2900571823120117,340,0.014184925,17,,15.568044,8.923469,0.91576725,1.0000001,14.578003,9.801033679783325
47.730015,9.788052,0.01715879,,20.616964,-12.100712,16.179512,30.405016,9.25647,-285580.2,,9.930666,6.655745e-09,13.942003,0.99986225,0.13530591,14.578003,2.406405210494995,360,0.0135305915,18,,19.716438,8.921947,1.0953577,1.4141754,14.578003,9.799442123187069
50.755814,2.018229,0.017156312,,25.105074,-12.154779,17.99407,27.123302,9.239947,-270791.6,,3.6498196,0.00071530766,3.69535,0.99986225,0.13785397,14.578003,2.528881788253784,380,0.013785397,19,,4.2916284,8.942522,0.22587518,1.1613591,14.578003,9.821937568909588
48.811123,11.491537,0.01721506,,21.004383,-12.206073,19.496647,32.49592,9.224591,-255461.53,,17.191412,17.191412,18.53352,0.99986225,0.13729739,14.578003,2.660017728805542,400,0.013729739,20,,25.726221,8.932847,1.286311,1.3880914,14.578003,9.811165487037702
51.969242,3.2803774,0.017212918,,21.369972,-12.254863,21.043985,24.650349,9.210766,-243497.17,,5.3709025,0.09510229,5.657984,0.99986225,0.13965935,14.578003,2.7895090579986572,420,0.0139659345,21,,7.7194395,8.934253,0.36759236,1.3643446,14.578003,9.812832230531725
45.18014,14.070423,0.017213114,,16.900293,-12.301383,22.111958,30.970716,9.197706,-232510.64,,12.725571,12.725571,20.108711,0.99986225,0.14116418,14.578003,2.920822858810425,440,0.014116419,22,,34.691093,8.92346,1.5768679,1.7251774,14.578003,9.800962798763228
53.149704,10.634098,0.017219847,,14.436921,-12.345835,23.47394,25.071018,9.185663,-221936.28,,8.222423,1.0414548e-08,13.553647,0.99986225,0.13588989,14.578003,3.0466625690460205,460,0.013588989,23,,27.372196,8.92073,1.1900955,2.0195446,14.578003,9.798055025444249
50.372482,11.971036,0.01721996,,14.221179,-12.388394,24.59751,26.192215,9.175086,-212750.61,,9.366046,8.911407,15.686727,0.99986225,0.137202,14.578003,3.1783559322357178,480,0.0137201995,24,,32.160645,8.931784,1.3400269,2.050182,14.578003,9.810100222098338
52.80297,,0.01716456,,5.8312016,-12.429216,25.733145,5.8312016,9.165286,-249028.16,,,,5.0000004e-10,0.99986225,0.39878204,14.578003,3.306867837905884,500,0.039878204,25,,2.5e-09,8.930095,,4.9999995,14.578003,9.808284290225417
-12.467791,,0.01716456,,5.717963,-12.468437,24.226166,5.717963,9.110218,-239524.31,,,,5.0990195e-10,0.99986225,0.39878204,14.578003,3.4234092235565186,520,0.039878204,26,,2.6e-09,7.733518,,5.0990195,14.578003,8.487049616725578
52.49773,4.3385754,0.017162792,,29.156006,-12.506177,25.236916,33.494583,9.056565,-230647.89,,15.289425,15.289425,15.289425,0.99986225,0.39858907,14.578003,3.50039005279541,540,0.039858907,27,,15.289425,7.661605,0.566275,1.0,14.578003,8.41507312964608
51.757523,3.2171007e-22,0.017162366,,5.5099673,-12.542545,26.16504,5.5099673,9.006688,-224864.64,,1.1456758e-21,1.1456758e-21,5.291503e-10,0.99986225,0.40809196,14.578003,3.6362228393554688,560,0.040809195,28,,2.8e-09,7.6599846,4.1998557e-23,5.2915025,14.578003,8.412208164406337
53.152092,0.00068628864,0.017111735,,23.762161,-12.577637,27.061747,23.762848,8.957939,-216963.03,,0.0020589123,4.5790926e-05,0.0021177991,0.99986225,0.4023955,14.578003,3.7692556381225586,580,0.04023955,29,,0.0025985246,7.5929985,8.96042e-05,1.226993,14.578003,8.34019678727115
49.446644,2.8756006,0.017111516,,27.258955,-12.611538,27.77514,30.134556,8.9135065,-210291.73,,10.553169,10.553169,10.580787,0.99986225,0.4047014,14.578003,3.927116870880127,600,0.040470142,30,,11.3171425,7.6249294,0.3772381,1.0695937,14.578003,8.374650432682143
42.98565,0.8760601,0.017124053,,21.329344,-12.644327,28.244606,22.205404,8.871807,-202344.45,,2.5118716,0.59288055,2.6042893,0.99986225,0.4009895,14.578003,4.069044589996338,620,0.04009895,31,,3.5599163,7.620851,0.11483601,1.3669435,14.578003,8.370000134284952
53.22204,,0.016939156,,5.1541023,-12.676076,28.997875,5.1541023,8.833291,-196654.31,,,,5.6568544e-10,0.99986225,0.38437435,14.578003,4.2154927253723145,640,0.038437437,32,,3.2e-09,7.639282,,5.656854,14.578003,8.39127228756198
42.801994,17.862982,0.016939262,,29.156006,-12.706848,29.386345,47.01899,8.80042,-190830.58,,76.076065,76.076065,76.076065,0.99986225,0.3850483,14.578003,4.360724687576294,660,0.03850483,33,,76.076065,7.7485394,2.3053353,1.0,14.578003,8.511128337792341
49.776157,5.344077,0.016942598,,27.992414,-12.736701,29.992231,33.33649,8.7698145,-185468.05,,22.491901,0.95610136,22.512213,0.99986225,0.38665825,14.578003,4.534969091415405,680,0.038665827,34,,23.448002,7.759879,0.68964714,1.041568,14.578003,8.522686054168647
49.748943,8.963427e-08,0.01706118,,28.909887,-12.765689,30.543848,28.909887,8.740698,-176150.58,,4.0424186e-07,3.011867e-11,4.043423e-07,0.99986225,0.37866047,14.578003,4.692693710327148,700,0.03786605,35,,4.0778463e-07,7.750705,1.15509895e-08,1.0085133,14.578003,8.51218828127582
44.22959,0.6938312,0.01718101,,22.743954,-12.7938595,30.89662,23.437784,8.71436,-169460.06,,2.360198,2.360198,2.5032258,0.99986225,0.3819099,14.578003,4.841471910476685,720,0.03819099,36,,3.2089438,7.792528,0.08913733,1.2819234,14.578003,8.559593247471703
44.19251,20.597683,0.017181493,,22.103333,-12.821259,31.231657,42.701015,8.689251,-164627.7,,67.85447,67.85447,74.190796,0.99986225,0.3805367,14.578003,4.992652416229248,740,0.038053673,37,,97.8634,7.785325,2.6449568,1.3190774,14.578003,8.550580603402341
48.103546,9.512719,0.017187132,,21.092913,-12.847926,31.69273,30.605633,8.665086,-160068.11,,29.0284,0.5195656,33.57204,0.99986225,0.3798274,14.578003,5.144341707229614,760,0.037982743,38,,46.405476,7.7709517,1.2211968,1.3822656,14.578003,8.535794718916607
56.454746,,0.017274223,,4.668698,-12.873902,32.32666,4.668698,8.642467,-152035.7,,,,6.244998e-10,0.99986225,0.36479157,14.578003,5.299791574478149,780,0.036479156,39,,3.9e-09,7.7829514,,6.244998,14.578003,8.548175145800961
44.399803,,0.017363677,,4.6099696,-12.8992195,32.6038,4.6099696,8.623537,-206635.78,,,,6.3245553e-10,0.99986225,0.5997161,14.578003,5.422945737838745,800,0.059971612,40,,4e-09,7.8853183,,6.324555,14.578003,8.661434041143059
-12.923886,,0.017363677,,4.553404,-12.923912,31.46928,4.553404,8.558583,-201632.12,,,,6.4031247e-10,0.99986225,0.5997161,14.578003,5.581275939941406,820,0.059971612,41,,4.1e-09,5.960417,,6.4031234,14.578003,6.533970144684979
53.65976,2.0576954,0.017358512,,29.156006,-12.94801,31.974104,31.213701,8.493561,-196727.67,,14.829933,14.829933,14.829933,0.99986225,0.5990864,14.578003,5.684262990951538,840,0.05990864,42,,14.829933,5.8276196,0.35309365,1.0,14.578003,6.400787439237435
54.44432,4.4728607e-09,0.017324004,,18.36549,-12.97154,32.480713,18.36549,8.431542,-191089.9,,1.6994614e-08,1.6011375e-08,2.3499195e-08,0.99986225,0.59369415,14.578003,5.849331378936768,860,0.059369415,43,,3.7305988e-08,5.826786,7.6758117e-10,1.5875431,14.578003,6.400678251691028
50.896957,10.579906,0.017312707,,29.156006,-12.99453,32.876797,39.735912,8.374171,-186777.64,,78.804794,78.804794,78.804794,0.99986225,0.5930498,14.578003,6.015384912490845,880,0.059304982,44,,78.804794,5.9072027,1.791018,1.0,14.578003,6.488962598291984
47.523766,,0.01701479,,4.3463206,-13.017003,33.20312,4.3463206,8.318987,-164197.53,,,,6.708204e-10,0.99986225,0.5072224,14.578003,6.185259580612183,900,0.05072224,45,,4.5e-09,5.890908,,6.708204,14.578003,6.468833309936988
-13.0378895,,0.01701479,,4.2988186,-13.038981,32.176384,4.2988186,8.284225,-160630.7,,,,6.7823297e-10,0.99986225,0.5072224,14.578003,6.344318628311157,920,0.05072224,46,,4.6e-09,6.719943,,6.78233,14.578003,7.384824330103365
53.215916,,0.01699726,,4.2528405,-13.060488,32.60298,4.2528405,8.251847,-160870.45,,,,6.8556544e-10,0.99986225,0.52089113,14.578003,6.459674835205078,940,0.052089114,47,,4.7e-09,6.762435,,6.8556547,14.578003,7.427519055034445
47.42673,9.053646e-09,0.017019715,,27.036993,-13.081541,32.891193,27.036993,8.218329,-155239.52,,6.394401e-08,3.248269e-10,6.404901e-08,0.99986225,0.5131628,14.578003,6.644248962402344,960,0.05131628,48,,6.906883e-08,6.64299,1.338934e-09,1.0783746,14.578003,7.295378068694559
50.737083,2.1582236,0.01701694,,29.154226,-13.10216,33.2352,31.31245,8.187515,-151727.69,,15.763154,15.763154,15.763154,0.99986225,0.5114692,14.578003,6.8267974853515625,980,0.05114692,49,,15.764116,6.708458,0.32171667,1.000061,14.578003,7.368955057456187
45.808014,1.4783907e-07,0.017043317,,29.025908,-13.122363,33.472435,29.025908,8.15808,-146065.08,,1.0930905e-06,1.5871916e-25,1.0931908e-06,0.99986225,0.5016395,14.578003,7.005565881729126,1000,0.05016395,50,,1.0980906e-06,6.7157755,2.186181e-08,1.0044822,14.578003,7.376880702415317
40.62671,12.555419,0.017043421,,29.155981,-13.142166,33.5933,41.7114,8.131183,-143358.53,,94.3555,94.3555,94.3555,0.99986225,0.50239587,14.578003,7.192441701889038,1020,0.05023959,51,,94.35558,6.7863116,1.8501095,1.0000008,14.578003,7.454317042005901
47.397358,16.116076,0.017043503,,23.452854,-13.161584,33.85986,39.56893,8.105687,-140703.86,,95.16812,28.24067,99.26987,0.99986225,0.5028982,14.578003,7.374025821685791,1040,0.05028982,52,,123.40983,6.805374,2.373266,1.2431751,14.578003,7.474906419071491
49.060986,19.194958,0.017043585,,19.370062,-13.180633,34.1558,38.565018,8.080906,-138165.45,,80.22983,57.70565,99.53803,0.99986225,0.5034779,14.578003,7.558915376663208,1060,0.050347786,53,,149.8256,6.792264,2.8268983,1.5052097,14.578003,7.459403836694172
48.891968,17.219698,0.017044462,,16.522161,-13.199325,34.444805,33.74186,8.056965,-135698.67,,51.21416,47.714817,77.616005,0.99986225,0.5040078,14.578003,7.7460877895355225,1080,0.050400782,54,,136.9659,6.7880936,2.5364056,1.7646605,14.578003,7.455336202123176
49.63533,8.836428,0.017046908,,15.725674,-13.217673,34.736897,24.562101,8.034022,-133390.42,,27.19808,5.9307537,38.61634,0.99986225,0.50500613,14.578003,7.945021867752075,1100,0.050500613,55,,71.59619,6.7951336,1.301749,1.8540387,14.578003,7.463485927484799
48.80108,9.118392,0.017058684,,29.156006,-13.235692,34.99014,38.2744,8.011566,-133962.88,,76.867485,,76.867485,0.99986225,0.52045435,14.578003,8.140547037124634,1120,0.052045435,56,,76.867485,6.7764816,1.3726337,1.0,14.578003,7.44262732284387
48.9674,0.021982584,0.017060148,,18.612122,-13.253391,35.233124,18.634104,7.9875975,-130738.49,,0.085787736,0.085787736,0.11985199,0.99986225,0.516305,14.578003,8.341299295425415,1140,0.051630504,57,,0.18774891,6.6453667,0.0032938404,1.5665064,14.578003,7.2989512146787074
50.83232,3.8681,0.01705865,,28.180304,-13.270783,35.48504,32.048405,7.9649544,-128352.27,,32.466022,32.466022,32.483402,0.99986225,0.51553273,14.578003,8.545923709869385,1160,0.051553275,58,,33.608093,6.6742992,0.5794499,1.0346235,14.578003,7.331094197746259
45.88953,5.20639,0.017065762,,24.01608,-13.287878,35.652447,29.222471,7.9433007,-126347.64,,37.039333,7.995237,37.90088,0.99986225,0.5169464,14.578003,8.759833335876465,1180,0.05169464,59,,46.012432,6.687385,0.7798717,1.2140201,14.578003,7.344617510244548
52.5082,0.33816153,0.01707873,,21.498823,-13.304685,35.92737,21.836985,7.922271,-122692.87,,2.0937893,3.0210888e-08,2.2241628,0.99986225,0.50976783,14.578003,8.971376657485962,1200,0.050976783,60,,3.0163374,6.681484,0.05027229,1.3561676,14.578003,7.338488858604545
48.79201,5.712119,0.017078616,,27.138033,-13.321215,36.122814,32.85015,7.9028664,-120706.11,,48.048893,48.048893,48.137615,0.99986225,0.5098984,14.578003,9.179179668426514,1220,0.050989844,61,,51.717113,6.738619,0.84782153,1.0743597,14.578003,7.4016661691625245
49.907913,5.9168277,0.017078476,,19.648907,-13.337475,36.33948,25.565735,7.884082,-118676.64,,26.567226,25.224257,36.686314,0.99986225,0.5094326,14.578003,9.408734321594238,1240,0.050943263,62,,54.436943,6.7382236,0.8780152,1.4838488,14.578003,7.400692159498958
51.112267,9.506046,0.017077198,,19.047709,-13.353476,36.569973,28.553755,7.865756,-117323.92,,43.054157,5.9058294,58.27661,0.99986225,0.512322,14.578003,9.650282621383667,1260,0.0512322,63,,89.20302,6.72955,1.415921,1.530683,14.578003,7.391724842489618
52.016403,8.000555,0.017076824,,16.27516,-13.369224,36.81321,24.275715,7.847769,-115587.42,,29.636978,22.883692,42.581432,0.99986225,0.51284456,14.578003,9.8715341091156,1280,0.05128446,64,,76.282166,6.714574,1.1919088,1.791442,14.578003,7.374856564658451
52.57515,10.764447,0.01707666,,15.600537,-13.3847275,37.05606,26.364985,7.8299365,-114235.98,,36.606556,36.606556,55.99824,0.99986225,0.51526594,14.578003,10.092737197875977,1300,0.051526595,65,,104.65569,6.688677,1.6100876,1.8689103,14.578003,7.346116100767565
54.783142,7.765129,0.01707224,,17.129293,-13.399995,37.32976,24.894423,7.8124666,-110953.664,,40.80969,6.0638185e-26,44.418785,0.99986225,0.50577307,14.578003,10.325926303863525,1320,0.05057731,66,,75.60583,6.6769066,1.1455429,1.7021137,14.578003,7.333983446305634
44.690533,6.566891,0.01709068,,15.015981,-13.415033,37.43938,21.582872,7.796917,-110124.54,,21.09158,7.1605555e-08,33.74317,0.99986225,0.5122142,14.578003,10.54818081855774,1340,0.05122142,67,,65.51794,6.770682,0.97787964,1.941665,14.578003,7.437226398575747
43.253044,2.658596e-10,0.01706786,,8.8643675,-13.429848,37.523083,8.8643675,7.781039,-106239.44,,2.6560858e-09,,2.8750808e-09,0.99986225,0.49604818,14.578003,10.770823240280151,1360,0.04960482,68,,9.456498e-09,6.717211,3.906614e-11,3.2891243,14.578003,7.377729130077997
40.91234,12.292281,0.017067958,,29.156006,-13.444447,37.557816,41.448288,7.767335,-104830.07,,124.08333,124.08333,124.08333,0.99986225,0.49694094,14.578003,10.99957799911499,1380,0.049694095,69,,124.08333,6.8354664,1.7983091,1.0,14.578003,7.508388772775408
49.43071,18.201336,0.017068023,,22.179024,-13.458836,37.727947,40.38036,7.75426,-103403.83,,130.06897,56.18899,141.68677,0.99986225,0.49743807,14.578003,11.224569320678711,1400,0.04974381,70,,186.25798,6.8520756,2.6608284,1.3145757,14.578003,7.525638595362754
53.083485,13.645936,0.017068105,,23.882902,-13.473021,37.953327,37.52884,7.7417603,-102029.91,,113.09731,2.7271414,116.043785,0.99986225,0.49801856,14.578003,11.45343279838562,1420,0.049801856,71,,141.66508,6.866755,1.9952829,1.2207899,14.578003,7.541913651062803
49.594807,9.27619,0.017068325,,26.18469,-13.487006,38.11929,35.46088,7.7294073,-100762.22,,87.43718,4.997893,87.728714,0.99986225,0.4990795,14.578003,11.688205003738403,1440,0.04990795,72,,97.68376,6.8524036,1.3567189,1.1134753,14.578003,7.5257342142871675
51.848225,5.886345,0.01708351,,16.01612,-13.5008,38.30653,21.902466,7.7170224,-98908.18,,20.213207,0.13505782,34.430496,0.99986225,0.49698055,14.578003,11.93525505065918,1460,0.049698055,73,,62.677834,6.8253236,0.85860044,1.8204162,14.578003,7.496240700385544
53.677704,,0.017013801,,3.389317,-13.514405,38.51115,3.389317,7.7052536,-110892.086,,,,8.6023255e-10,0.99986225,0.56803465,14.578003,12.174697399139404,1480,0.056803465,74,,7.3999997e-09,6.846102,,8.6023245,14.578003,7.519657253078336
-13.527687,3.7167676e-31,0.017013801,,3.3666458,-13.527828,37.804054,3.3666458,7.6852183,-109414.62,,4.494221e-30,4.494221e-30,8.660254e-10,0.99986225,0.56803465,14.578003,12.374873876571655,1500,0.056803465,75,,7.5e-09,6.2025776,5.9922946e-32,8.660254,14.578003,6.80952909523568
51.127876,5.487753,0.01701067,,29.156006,-13.541074,37.966297,34.64376,7.665051,-108439.73,,67.78824,67.78824,67.78824,0.99986225,0.5700749,14.578003,12.656701564788818,1520,0.05700749,76,,67.78824,6.1525307,0.8919505,1.0,14.578003,6.758714969939685
40.89205,,0.017325781,,3.3226354,-13.554146,37.999672,3.3226354,7.6452994,-127103.555,,,,8.774964e-10,0.99986225,0.66658473,14.578003,13.103103399276733,1540,0.066658475,77,,7.7e-09,6.1441655,,8.774964,14.578003,6.748888876518421
-13.567049,,0.017325781,,3.3012679,-13.567049,37.32582,3.3012679,7.612788,-125476.555,,,,8.831761e-10,0.99986225,0.66658473,14.578003,13.315190076828003,1560,0.066658475,78,,7.8e-09,5.1094294,,8.83176,14.578003,5.605275099027539
49.06435,1.0389933e-10,0.017326137,,5.931094,-13.579788,37.461834,5.931094,7.5803795,-125990.1,,1.6245496e-09,1.6245496e-09,1.9375426e-09,0.99986225,0.6737883,14.578003,13.51011061668396,1580,0.067378834,79,,9.52455e-09,5.052506,2.0563919e-11,4.9157887,14.578003,5.549961745689965
43.245068,3.5799472,0.017330615,,29.156002,-13.592367,37.521706,32.73595,7.5477934,-124014.85,,57.584045,57.584045,57.584045,0.99986225,0.6726385,14.578003,13.751883029937744,1600,0.06726385,80,,57.58405,4.973526,0.7198006,1.0000001,14.578003,5.463911578764778
53.97407,5.2110806,0.017330855,,20.649775,-13.60479,37.719242,25.860855,7.516047,-122849.06,,44.837944,40.00876,60.092777,0.99986225,0.67392004,14.578003,13.998417854309082,1620,0.06739201,81,,84.8467,4.9762816,1.0474901,1.4119284,14.578003,5.466289337753626
50.074974,5.0648537,0.017330533,,16.876553,-13.61706,37.86807,21.941406,7.4850926,-121035.09,,29.958889,29.958889,48.312344,0.99986225,0.6727976,14.578003,14.248193740844727,1640,0.06727976,82,,83.464615,4.977747,1.0178611,1.7276044,14.578003,5.4672480318480225
54.75262,1.0251011e-37,0.017418848,,3.2002878,-13.629181,38.070076,3.2002878,7.4549074,-122191.78,,1.5074626e-36,,9.110434e-10,0.99986225,0.68623614,14.578003,14.49255633354187,1660,0.06862362,83,,8.3e-09,4.9797897,2.0609607e-38,9.110433,14.578003,5.469757654962049
40.669804,15.178248,0.017418949,,29.156006,-13.641157,38.08919,44.334255,7.4237847,-120525.234,,263.3918,263.3918,263.3918,0.99986225,0.6855061,14.578003,14.715681791305542,1680,0.06855061,84,,263.3918,4.8405943,3.1356168,1.0,14.578003,5.315847455306617
47.530792,6.447172,0.017420236,,27.964916,-13.652991,38.205276,34.412086,7.3931613,-118626.375,,108.50189,4.728716,108.60488,0.99986225,0.6838708,14.578003,14.9802987575531,1700,0.06838708,85,,113.230606,4.8207593,1.3321248,1.0425923,14.578003,5.294578215621286
48.5685,5.4664273,0.01740886,,22.445826,-13.664688,38.324417,27.912252,7.363576,-117213.49,,69.89606,69.89606,74.67842,0.99986225,0.68320304,14.578003,15.230742931365967,1720,0.068320304,86,,97.00353,4.8488126,1.127948,1.29895,14.578003,5.326754537102557
44.55578,6.7041206,0.01741179,,16.33566,-13.676249,38.394623,23.039782,7.3346047,-115993.98,,41.353317,39.230278,67.46892,0.99986225,0.6838103,14.578003,15.48206615447998,1740,0.068381034,87,,120.41901,4.843082,1.3841265,1.7848071,14.578003,5.318701349406709
53.58372,,0.017399026,,3.1080408,-13.687677,38.569004,3.1080408,7.3063006,-120737.65,,,,9.380832e-10,0.99986225,0.7045968,14.578003,15.737443447113037,1760,0.070459686,88,,8.8e-09,4.8438597,,9.380831,14.578003,5.319641890437563
42.82418,4.7724876,0.017406693,,29.156006,-13.6989765,38.605644,33.928493,7.275816,-119259.64,,92.47475,92.47475,92.47475,0.99986225,0.70454276,14.578003,15.993144035339355,1780,0.07045428,89,,92.47475,4.593161,1.0390421,1.0,14.578003,5.043819477719076
48.87495,,0.017339906,,3.073313,-13.71015,38.716614,3.073313,7.2460685,-136616.52,,,,9.486834e-10,0.99986225,0.7604886,14.578003,16.249744415283203,1800,0.076048866,90,,9e-09,4.5985637,,9.486833,14.578003,5.050968185561153
-13.7212,1.9091528e-10,0.017411923,,10.060612,-13.7212,38.129448,10.060612,7.2089267,-133362.83,,4.4937374e-09,4.4937374e-09,4.690674e-09,0.99986225,0.7586064,14.578003,16.503921270370483,1820,0.07586064,91,,1.3593738e-08,3.8661118,4.9381728e-11,2.898035,14.578003,4.243014608292155
50.689457,2.3356028,0.017410314,,29.156006,-13.732129,38.255157,31.491608,7.172316,-132783.0,,55.945595,55.945595,55.945595,0.99986225,0.76113075,14.578003,16.768022298812866,1840,0.076113075,92,,55.945595,3.8407931,0.6081043,1.0,14.578003,4.218309724890615
47.457115,1.529423e-09,0.017384555,,23.267635,-13.74294,38.34852,23.267635,7.136618,-129157.95,,3.6773642e-08,3.6773642e-08,3.688681e-08,0.99986225,0.7532885,14.578003,17.05389952659607,1860,0.07532885,93,,4.6221803e-08,3.8524134,3.9700865e-10,1.2530713,14.578003,4.229585948357151
44.55481,0.09599506,0.01743,,25.860197,-13.753635,38.403957,25.956192,7.1025696,-130216.96,,2.0634525,4.549826e-19,2.0830522,0.99986225,0.7628107,14.578003,17.330905199050903,1880,0.07628107,94,,2.3485312,3.9360108,0.024984375,1.1274471,14.578003,4.323870260287267
49.11289,2.874262,0.01742946,,25.786066,-13.764217,38.506477,28.660328,7.0679426,-128674.8,,62.850235,62.850235,63.27412,0.99986225,0.7622629,14.578003,17.601519107818604,1900,0.07622629,95,,71.54331,3.8130105,0.7530875,1.1306884,14.578003,4.187788776896431
47.87791,,0.017410794,,2.9757226,-13.774689,38.599945,2.9757226,7.0343666,-133768.94,,,,9.797959e-10,0.99986225,0.7807728,14.578003,17.888425827026367,1920,0.07807728,96,,9.6e-09,3.8447104,,9.797958,14.578003,4.223547493366487
43.704144,14.010188,0.017410878,,29.156006,-13.785051,38.642307,43.166195,6.9987845,-132103.6,,379.3088,379.3088,379.3088,0.99986225,0.7799317,14.578003,18.145915985107422,1940,0.07799318,97,,379.3088,3.5828018,3.9104002,1.0,14.578003,3.934215715164646
