LQGmu01,ReturnMin,LQGmu1,IWMean,IWMin,ReturnLastEpisode,DenMISELogFirst,ReturnStepMax,TimestepsSoFar,LQGsigma,IWLastEpisode,DenMISELogLast,ReturnMean,TimeElapsed,ReturnMax,Bound,ReturnAbsMax,DenMISEMeanLog,URet,IWFirstEpisode,target_sum_log_mean,MISE,Iteration,IWMax
-0.012418995,,-0.12356168,1.0058995,,16.129808,18.634165,0.9999649,2280,0.11,1.5262349,11.3274,15.823602,27.860063552856445,16.500608,16.059986,16.500608,15.736055,17.85847024038141,0.5055521,15.446822,16.059986,114,2.881886
-0.012388082,,-0.12325722,1.0114877,,16.286064,18.629856,0.9999649,2300,0.11,1.7304571,15.515675,15.827624,28.246354579925537,16.500608,16.148876,16.500608,15.734171,18.017944962251047,0.52497464,15.4695015,16.148876,115,2.7454288
-0.012358318,,-0.122964054,1.0072883,,15.669864,18.625753,0.9999649,2320,0.11,0.5999408,9.120797,15.826264,28.63335609436035,16.500608,16.075375,16.500608,15.677242,17.353159755209877,0.54403496,15.426415,16.075375,116,2.6210985
-0.012314111,,-0.12252856,1.0220866,,16.405413,18.621847,0.9999649,2340,0.11,2.5731905,16.80855,15.831213,29.039937257766724,16.500608,16.314676,16.500608,15.686958,18.146110370048422,0.57175875,15.4694805,16.314676,117,2.5731905
-0.01226591,,-0.1220537,1.0299371,,15.898892,18.618212,0.9999649,2360,0.11,1.9025538,9.403159,15.831787,29.461589813232422,16.500608,16.431145,16.500608,15.633877,17.60647293049487,0.60233885,15.446922,16.431145,118,2.3693364
-0.012216938,,-0.121571176,1.0331573,,16.444452,18.614864,0.9999649,2380,0.11,1.3653631,20.489317,15.836937,29.85678267478943,16.500608,16.480461,16.500608,15.674915,18.183297375779667,0.6338662,15.514187,16.480461,119,2.181041
-0.012165094,,-0.12106027,1.0382618,,15.985638,18.611809,0.9999649,2400,0.11,1.5440078,19.332155,15.838176,30.211495399475098,16.500608,16.554407,16.500608,15.705656,17.705082073189573,0.66755927,15.571735,16.554407,120,2.0239258
-0.012114752,,-0.12056413,1.037722,,15.598337,18.609058,0.9999649,2420,0.11,0.87610036,17.5133,15.836194,30.558840036392212,16.500608,16.53577,16.500608,15.720901,17.272727664903826,0.7006363,15.60667,16.53577,121,1.9072298
-0.012065515,,-0.120078824,1.0365235,,15.89018,18.606602,0.9999649,2440,0.11,0.7573749,15.808342,15.836636,30.941996574401855,16.500608,16.50912,16.500608,15.721915,17.601728864618643,0.7332026,15.624477,16.50912,122,1.8101963
-0.011998277,,-0.119415976,1.0445299,,16.04273,18.60443,0.9999649,2460,0.11,1.7026657,14.185189,15.838311,31.2790207862854,16.500608,16.628765,16.500608,15.70971,17.760379039124384,0.7771729,15.640531,16.628765,123,1.7026657
-0.01191741,,-0.11861866,1.0495063,,16.222048,18.60263,0.9999649,2480,0.11,1.3891253,10.126459,15.841405,31.6205792427063,16.500608,16.700243,16.500608,15.665033,17.95220248555802,0.82954156,15.623133,16.700243,124,1.5969716
-0.011809453,,-0.117553994,1.054417,,15.794383,18.601267,0.9999649,2500,0.11,1.3438427,14.465669,15.841029,31.965234518051147,16.500608,16.762709,16.500608,15.655827,17.473673004300043,0.8978589,15.643377,16.762709,125,1.4665877
-0.011554942,,-0.115042955,1.0564902,,16.418541,18.600456,0.9999649,2520,0.11,1.0060953,17.927898,15.8456135,32.333675146102905,16.500608,16.767782,16.500608,15.674284,18.165248449768246,1.0460619,15.701909,16.767782,126,1.2906033
-0.011646871,,-0.115950115,1.055189,,15.461562,18.600819,0.9999649,2540,0.11,0.92490965,11.574903,15.842588,32.68371272087097,16.500608,16.755709,16.500608,15.642446,17.13825985246631,0.9949051,15.658895,16.755709,127,1.3267293
-0.011704878,,-0.116522424,1.0562056,,15.645612,18.600779,0.9999649,2560,0.11,1.3671587,14.156229,15.84105,33.03802156448364,16.500608,16.776682,16.500608,15.63126,17.333890241016526,0.96131283,15.640953,16.776682,128,1.3679307
-0.012611026,,-0.1254525,1.0221564,,16.226955,18.60048,0.9999649,2580,0.11,2.8053799,15.120255,15.844042,33.39620304107666,16.500608,16.36266,16.500608,15.627729,17.955108748470582,0.4190287,15.2994995,16.36266,129,3.6407392
-0.012560203,,-0.124952175,1.0202811,,16.15631,18.595999,0.9999649,2600,0.11,0.9564538,7.8473,15.846443,33.75904726982117,16.500608,16.3252,16.500608,15.56803,17.869917294938965,0.44735223,15.271163,16.3252,130,3.3368862
-0.012505429,,-0.12441287,1.0273166,,16.290573,18.591772,0.9999649,2620,0.11,1.9803003,18.44804,15.8498335,34.1449933052063,16.500608,16.43331,16.500608,15.590154,18.027032782590496,0.4788389,15.330816,16.43331,131,3.04637
-0.012453425,,-0.12390077,1.0289665,,15.378291,18.587816,0.9999649,2640,0.11,1.2901087,15.284451,15.846262,34.51875114440918,16.500608,16.44529,16.500608,15.588029,17.039856494024505,0.5098273,15.359379,16.44529,132,2.7948132
-0.012394704,,-0.12332244,1.0363121,,16.122068,18.584124,0.9999649,2660,0.11,1.917547,16.454035,15.848335,34.88193464279175,16.500608,16.555513,16.500608,15.594747,17.85783709313477,0.54565406,15.4013195,16.555513,133,2.542402
-0.012334704,,-0.12273143,1.040002,,15.785422,18.580727,0.9999649,2680,0.11,1.4480093,12.986779,15.847866,35.26579976081848,16.500608,16.603172,16.500608,15.5755415,17.48520861844145,0.5832782,15.41339,16.603172,134,2.3099215
-0.0122766085,,-0.122159086,1.0379304,,15.913514,18.577635,0.9999649,2700,0.11,0.6603447,19.832806,15.848351,35.65051341056824,16.500608,16.56109,16.500608,15.607362,17.621318316518977,0.6206536,15.467672,16.56109,135,2.105186
-0.012213399,,-0.1215363,1.0421807,,16.494806,18.574842,0.9999799,2720,0.11,1.4180994,19.213064,15.8531065,36.14213252067566,16.500608,16.625254,16.500608,15.634145,18.239250023585313,0.6619841,15.5229025,16.625254,136,1.9046323
-0.012150572,,-0.120917164,1.041268,,15.845037,18.572372,0.9999799,2740,0.11,0.72831035,18.406334,15.853047,36.582190990448,16.500608,16.601013,16.500608,15.654678,17.54809524620768,0.7037301,15.564437,16.601013,137,1.7770658
-0.012085591,,-0.12027673,1.043328,,15.8524475,18.570223,0.9999799,2760,0.11,1.0834223,13.751107,15.853044,37.0273060798645,16.500608,16.623913,16.500608,15.641177,17.56236049495078,0.747303,15.573631,16.623913,138,1.6676309
-0.012008251,,-0.119514324,1.0481468,,16.073011,18.568403,0.9999799,2780,0.11,1.3781824,15.391147,15.854626,37.47354054450989,16.500608,16.69141,16.500608,15.639684,17.806931667823505,0.7991604,15.59783,16.69141,139,1.5586648
-0.011919129,,-0.1186356,1.0509104,,15.804124,18.566967,0.9999799,2800,0.11,1.1102992,13.988012,15.854263,37.92650318145752,16.500608,16.722483,16.500608,15.628222,17.499779044275176,0.8585424,15.609863,16.722483,140,1.4594914
-0.011807771,,-0.1175374,1.0525628,,15.904974,18.565964,0.9999799,2820,0.11,0.9350834,16.859135,15.854624,38.38219332695007,16.500608,16.734215,16.500608,15.637307,17.615575268396263,0.9311891,15.641257,16.734215,141,1.3592465
-0.011565304,,-0.115145236,1.0525601,,15.535643,18.56548,0.9999799,2840,0.11,0.7281909,18.33277,15.852378,38.90681576728821,16.500608,16.702265,16.500608,15.656655,17.210913003683388,1.0775499,15.6874275,16.702265,142,1.2594712
-0.011575798,,-0.115248784,1.0525161,,15.672936,18.566021,0.9999799,2860,0.11,1.1368612,11.60818,15.851122,39.47199487686157,16.500608,16.70123,16.500608,15.62871,17.35960408802909,1.0710973,15.659054,16.70123,143,1.260757
-0.010813113,,-0.10771582,1.0074024,,15.867586,18.566515,0.9999799,2880,0.11,0.7762048,15.609601,15.851237,40.12652254104614,16.500608,15.902096,16.500608,15.628939,17.572574969879636,1.3036838,15.566182,15.902096,144,1.4396403
-0.01083669,,-0.10794888,1.0070022,,16.091871,18.568607,0.9999799,2900,0.11,0.63853437,17.886835,15.852896,40.69220733642578,16.500608,15.899916,16.500608,15.644558,17.79699907376649,1.3010457,15.586463,15.899916,145,1.4156591
-0.010861047,,-0.108189635,1.0106918,,16.205467,18.570667,0.9999799,2920,0.11,1.2092041,16.582014,15.855311,41.24119234085083,16.500608,15.964496,16.500608,15.651026,17.931460927324004,1.2979152,15.602007,15.964496,146,1.3929486
-0.0108890915,,-0.10846683,1.014214,,15.320772,18.572691,0.9999799,2940,0.11,1.1380001,17.295366,15.851675,41.76539587974548,16.500608,16.019678,16.500608,15.66228,16.987952409462434,1.2940887,15.622507,16.019678,147,1.3674116
-0.010918765,,-0.10876009,1.0182383,,15.852636,18.574677,0.9999799,2960,0.11,1.2592958,16.212229,15.851682,42.2669620513916,16.500608,16.08729,16.500608,15.66609,17.566660725899812,1.289469,15.635787,16.08729,148,1.3405977
-0.010950006,,-0.109068826,1.0220064,,15.799825,18.576618,0.9999799,2980,0.11,1.2295471,17.743546,15.851333,42.782944679260254,16.500608,16.150524,16.500608,15.680153,17.49254291651961,1.2839422,15.658869,16.150524,149,1.3125436
-0.010981312,,-0.10937819,1.0217772,,16.22387,18.578508,0.9999799,3000,0.11,0.65649277,6.6551204,15.853818,43.34889078140259,16.500608,16.152422,16.500608,15.620131,17.94760270284521,1.2776102,15.603029,16.152422,150,1.2849736
-0.011014813,,-0.10970922,1.0256057,,15.700771,18.580345,0.9999799,3020,0.11,1.2322389,11.3670225,15.852804,43.90879201889038,16.500608,16.216022,16.500608,15.592106,17.399848150674053,1.2701243,15.583464,16.216022,151,1.2701243
-0.011054615,,-0.110102475,1.0280567,,15.714813,18.58212,0.9999799,3040,0.11,0.98490775,15.791606,15.851896,44.48425340652466,16.500608,16.258793,16.500608,15.593585,17.387497550818484,1.260495,15.592313,16.258793,152,1.260495
-0.011095517,,-0.11050659,1.030242,,15.656255,18.583822,0.9999799,3060,0.11,1.0226029,10.81606,15.850617,45.11055660247803,16.500608,16.297075,16.500608,15.562538,17.335945817610725,1.2493744,15.567757,16.297075,153,1.2493744
-0.011142253,,-0.11096825,1.0335902,,16.060808,18.58544,0.9999799,3080,0.11,1.1595082,12.958481,15.851983,45.69902801513672,16.500608,16.357254,16.500608,15.545824,17.77217635685227,1.2354006,15.558287,16.357254,154,1.2354006
-0.011194798,,-0.11148726,1.0368568,,15.77906,18.586958,0.9999799,3100,0.11,1.1771737,17.788418,15.851512,46.39694380760193,16.500608,16.414577,16.500608,15.560508,17.47099845906423,1.2180048,15.57952,16.414577,155,1.2180048
-0.011258371,,-0.11211515,1.0399407,,15.74763,18.588354,0.9999799,3120,0.11,1.1485696,15.971273,15.850845,46.965726375579834,16.500608,16.469994,16.500608,15.5633745,17.449062033064227,1.1947131,15.587984,16.469994,156,1.1980058
-0.011334133,,-0.11286326,1.042477,,16.057322,18.589594,0.9999799,3140,0.11,1.1281539,12.879058,15.8521595,47.6559841632843,16.500608,16.520346,16.500608,15.54653,17.78237742033301,1.1637278,15.574682,16.520346,157,1.2011037
-0.011440954,,-0.11391788,1.0449814,,16.038746,18.59063,0.9999799,3160,0.11,1.1622982,14.87467,15.853343,48.21867871284485,16.500608,16.57366,16.500608,15.542543,17.75640905113731,1.1146022,15.570937,16.57366,158,1.2088985
-0.018021358,,-0.17830653,0.21281587,,15.869437,18.59135,0.9999799,3180,0.11,0.0011202464,20.51876,15.853443,48.81361508369446,16.500608,3.4914935,16.500608,15.5741205,17.586614402421027,1.3329198e-07,5.830449,3.4914935,159,21.433329
-0.018009389,,-0.17819063,0.63791037,,16.24757,18.585081,0.9999799,3200,0.11,70.56704,10.769699,15.8559065,49.41859292984009,16.500608,10.395608,16.500608,15.539137,17.97631241374203,1.4090192e-07,5.9203296,10.395608,160,70.56704
-0.018039113,,-0.17847852,0.9789749,,16.854479,18.57885,0.9999799,3220,0.11,79.93686,11.600786,15.862109,50.17878770828247,16.854479,16.235582,16.854479,15.5119295,18.62413228985914,1.2544129e-07,5.9026856,16.235582,161,79.93686
-0.017896917,,-0.17710106,0.79562736,,16.244133,18.572659,0.9999799,3240,0.11,10.64429,8.482918,15.864468,50.79002141952515,16.854479,13.139597,16.854479,15.467579,17.969558933683537,2.2597096e-07,6.3111806,13.139597,162,49.155514
-0.017864166,,-0.17678368,0.8324729,,16.375244,18.566504,0.9999799,3260,0.11,27.348,16.312666,15.8676,51.71038794517517,16.854479,13.712505,16.854479,15.471091,18.117665601249207,2.5968205e-07,6.4786086,13.712505,163,37.1507
-0.01813375,,-0.17939489,0.9086851,,16.80597,18.560389,0.9999799,3280,0.11,35.36422,13.372114,15.8733225,52.26940655708313,16.854479,15.056405,16.854479,15.456928,18.573170624966153,8.6309555e-08,5.830363,15.056405,164,35.995163
-0.018061366,,-0.17869398,0.90932775,,16.347734,18.554308,0.9999799,3300,0.11,20.046268,11.995788,15.876197,52.90599703788757,16.854479,15.02368,16.854479,15.435026,18.096007241345173,1.1726988e-07,6.0779,15.02368,165,28.431534
-0.018022826,,-0.17832078,0.90789044,,16.679466,18.548267,0.9999799,3320,0.11,16.092367,11.864616,15.881036,53.48769021034241,16.854479,15.005954,16.854479,15.412671,18.43643321622933,1.3831955e-07,6.230501,15.005954,166,23.830065
-0.017966777,,-0.1777779,0.9478827,,16.557333,18.542261,0.9999799,3340,0.11,20.311216,12.92505,15.885087,54.15550899505615,16.854479,15.662227,16.854479,15.3969755,18.31027218603017,1.7517141e-07,6.4339066,15.662227,167,20.311216
-0.01792486,,-0.1773718,0.8815974,,16.117472,18.536291,0.9999799,3360,0.11,2.3746068,14.157928,15.886469,54.95634937286377,16.854479,14.555484,16.854479,15.389051,17.8342189030097,2.091411e-07,6.5923433,14.555484,168,18.02337
-0.017887559,,-0.17701036,0.9059383,,16.522074,18.530355,0.9999799,3380,0.11,15.191869,16.455853,15.89023,55.67729067802429,16.854479,14.953389,16.854479,15.394472,18.27837970173638,2.448715e-07,6.761508,14.953389,169,16.212675
-0.017859487,,-0.17673835,0.91086274,,16.328953,18.524456,0.9999799,3400,0.11,11.480314,16.378977,15.892811,56.32462763786316,16.854479,15.018995,16.854479,15.39953,18.073649326570578,2.7601624e-07,6.9030085,15.018995,170,14.767017
-0.017834598,,-0.17649716,0.87353176,,16.459394,18.51859,0.9999799,3420,0.11,3.3778176,16.49993,15.896125,57.077569007873535,16.854479,14.399708,16.854479,15.405282,18.196190944518555,3.0703106e-07,7.028299,14.399708,171,13.571502
-0.017809993,,-0.1762587,0.8965926,,16.596933,18.51276,0.9999799,3440,0.11,12.442145,18.865837,15.900199,57.79705739021301,16.854479,14.785171,16.854479,15.424528,18.348565938021412,3.4104266e-07,7.1726913,14.785171,172,12.558041
-0.017765885,,-0.17583114,0.912671,,16.697384,18.506962,0.99999166,3460,0.11,10.630869,14.357307,15.904808,58.3559148311615,16.854479,15.059184,16.854479,15.417627,18.452234054794193,4.0953856e-07,7.335992,15.059184,173,11.86905
-0.017717917,,-0.1753661,0.93073195,,16.631054,18.5012,0.99999464,3480,0.11,10.99342,18.232964,15.90898,58.932435512542725,16.854479,15.361143,16.854479,15.43318,18.384506647045704,4.989684e-07,7.528356,15.361143,174,11.280039
-0.017671634,,-0.17491733,0.9461417,,16.507477,18.495468,0.99999464,3500,0.11,10.384882,13.995914,15.912399,59.686328411102295,16.854479,15.611649,16.854479,15.42445,18.260270504250975,6.032614e-07,7.6892343,15.611649,175,10.7471695
-0.017563079,,-0.17386447,0.9537213,,16.470407,18.48977,0.99999464,3520,0.11,8.041731,13.1032715,15.915572,60.44327783584595,16.854479,15.727557,16.854479,15.410842,18.21603672370266,9.308143e-07,7.986998,15.727557,176,10.365786
-0.017481888,,-0.17307673,0.96992826,,16.387573,18.484104,0.99999464,3540,0.11,10.010739,12.278468,15.918238,61.05184531211853,16.854479,15.983454,16.854479,15.392774,18.115342578600348,1.2848936e-06,8.211225,15.983454,177,10.010739
-0.017426133,,-0.17253567,0.9777239,,16.314123,18.478472,0.99999464,3560,0.11,8.430057,12.5548525,15.920463,61.61633491516113,16.854479,16.1004,16.854479,15.376559,18.049898066652545,1.6033242e-06,8.374097,16.1004,178,9.602312
-0.017369602,,-0.17198698,0.9416173,,15.925804,18.472868,0.99999464,3580,0.11,0.15425794,15.578934,15.920492,62.25690484046936,16.854479,15.501664,16.854479,15.377466,17.647691808043174,2.0037787e-06,8.530546,15.501664,179,9.224595
-0.01725164,,-0.1708417,0.9430139,,16.678877,18.467297,0.99999464,3600,0.11,5.7091503,14.874793,15.924705,62.880892276763916,16.854479,15.524238,16.854479,15.374262,18.44172120484059,3.1565442e-06,8.835863,15.524238,180,8.917843
-0.0171175,,-0.16953874,0.95593023,,16.42984,18.461758,0.99999464,3620,0.11,7.9625096,15.523295,15.927494,63.59817051887512,16.854479,15.726819,16.854479,15.374687,18.177551726673382,5.247345e-06,9.172658,15.726819,181,8.602475
-0.016975174,,-0.16815566,0.9696936,,16.35667,18.456247,0.99999464,3640,0.11,8.076308,12.315953,15.929853,64.28092861175537,16.854479,15.940199,16.854479,15.357561,18.10155558225452,8.913072e-06,9.499187,15.940199,182,8.283689
-0.016011516,,-0.15877408,0.9632138,,16.564842,18.450768,0.99999464,3660,0.11,4.3295255,15.801064,15.933324,65.00383853912354,16.854479,15.776873,16.854479,15.359742,18.30822270076316,0.00024159564,11.36485,15.776873,183,9.697571
-0.01608964,,-0.15953575,0.9681625,,16.660141,18.44532,0.99999464,3680,0.11,5.7825823,12.755165,15.937274,65.69699001312256,16.854479,15.8718815,16.854479,15.345324,18.42053382605666,0.00018918261,11.247283,15.8718815,184,9.204533
-0.016156968,,-0.160192,0.9755274,,16.39178,18.439901,0.99999464,3700,0.11,6.146335,15.880227,15.939731,66.38313817977905,16.854479,15.996991,16.854479,15.3479805,18.12793088322628,0.00015296518,11.165073,15.996991,185,8.752882
-0.016268354,,-0.16127737,0.98630697,,16.256697,18.434511,0.99999464,3720,0.11,6.385542,14.7015705,15.941435,67.3684709072113,16.854479,16.176104,16.854479,15.344315,17.986824048483616,0.00010670689,10.998084,16.176104,186,8.277473
-0.016359009,,-0.16216046,0.9820471,,16.703522,18.42915,0.99999464,3740,0.11,4.05318,18.265507,15.945511,68.2709288597107,16.854479,16.118671,16.854479,15.359803,18.46457094488103,7.931318e-05,10.882382,16.118671,187,7.8451424
-0.016484855,,-0.16338588,0.99399066,,16.437647,18.423817,0.99999464,3760,0.11,6.6954308,13.707546,15.948128,69.25056028366089,16.854479,16.32399,16.854479,15.35086,18.183832691212114,5.2078336e-05,10.679403,16.32399,188,7.3732743
-0.016657744,,-0.1650686,1.0035937,,16.41024,18.418512,0.99999464,3780,0.11,6.497429,15.259821,15.950573,70.05502605438232,16.854479,16.492447,16.854479,15.35029,18.15232622717607,2.879516e-05,10.392781,16.492447,189,6.818078
-0.015144912,,-0.15031305,0.9597245,,16.205795,18.413235,0.99999464,3800,0.11,6.297704,13.630727,15.951916,70.98224258422852,16.854479,15.655954,16.854479,15.341201,17.945959888458535,0.003247466,12.848854,15.655954,190,7.177431
-0.015212249,,-0.15097126,0.97315973,,16.516676,18.408003,0.99999464,3820,0.11,5.761879,14.03711,15.954872,71.86037707328796,16.854479,15.886809,16.854479,15.334126,18.26443423763588,0.002713957,12.774566,15.886809,191,6.9357314
-0.015273853,,-0.15157337,0.9623448,,16.490393,18.402794,0.99999464,3840,0.11,1.2312675,17.573988,15.957662,72.52781534194946,16.854479,15.716199,16.854479,15.345614,18.239905002436547,0.0022990305,12.717541,15.716199,192,6.702586
-0.015329031,,-0.15211254,0.976254,,16.173004,18.397612,0.99999464,3860,0.11,5.8940587,17.96721,15.958778,73.15241932868958,16.854479,15.942837,16.854479,15.358968,17.907099877360633,0.0019791457,12.678975,15.942837,193,6.5110197
-0.015379469,,-0.15260532,0.9891918,,16.286783,18.392454,0.99999464,3880,0.11,5.778426,14.418137,15.960469,73.67055583000183,16.854479,16.156647,16.854479,15.353957,18.021222792202394,0.0017240945,12.627879,16.156647,194,6.3887396
-0.015436354,,-0.15316102,0.9765045,,16.060623,18.387321,0.99999464,3900,0.11,0.7423223,19.49728,15.960982,74.28695964813232,16.854479,15.952653,16.854479,15.375113,17.787174292519474,0.001472244,12.582968,15.952653,195,6.2735047
-0.015487126,,-0.15365691,0.9770156,,16.61407,18.382214,0.99999464,3920,0.11,3.3475637,16.075352,15.964314,75.04481720924377,16.854479,15.96949,16.854479,15.3785305,18.368361039807677,0.0012775181,12.535889,15.96949,196,6.1524634
-0.015534007,,-0.15411475,0.9841318,,16.357105,18.377132,0.99999464,3940,0.11,4.5798163,10.537291,15.966309,75.72817873954773,16.854479,16.08958,16.854479,15.353805,18.100248799732938,0.0011197145,12.467463,16.08958,197,6.0297594
-0.015589124,,-0.15465291,0.98800075,,16.195387,18.372074,0.99999464,3960,0.11,3.8116577,14.38505,15.967465,76.33554339408875,16.854479,16.153946,16.854479,15.348798,17.93387318683547,0.0009566462,12.405754,16.153946,198,5.9135284
-0.015639912,,-0.1551487,0.9803036,,16.698338,18.36704,0.99999464,3980,0.11,1.6459657,12.169817,15.971137,77.04913520812988,16.854479,16.034695,16.854479,15.332728,18.453589962124827,0.00082662783,12.334341,16.034695,199,5.7952414
-0.015685908,,-0.15559767,0.9837369,,16.269247,18.362032,0.99999464,4000,0.11,3.7837484,14.510057,15.972629,77.67721962928772,16.854479,16.092632,16.854479,15.328484,18.0131041424814,0.00072367734,12.285742,16.092632,200,5.6763644
-0.015728217,,-0.15601058,0.9887023,,16.299618,18.357048,0.99999464,4020,0.11,4.0586343,16.059292,15.974255,78.32238411903381,16.854479,16.175734,16.854479,15.3320055,18.042151107176693,0.00063995627,12.250377,16.175734,201,5.558648
-0.015770208,,-0.15642035,0.9980821,,16.385715,18.352089,0.99999464,4040,0.11,4.900211,14.010129,15.976292,78.9431381225586,16.854479,16.332779,16.854479,15.325375,18.12224195861293,0.00056592666,12.206051,16.332779,202,5.443461
-0.01581886,,-0.15689506,1.0028621,,16.193901,18.347153,0.99999464,4060,0.11,3.915823,13.485935,15.977364,79.67201209068298,16.854479,16.411121,16.854479,15.316272,17.92814418381777,0.0004898444,12.148098,16.411121,203,5.331073
-0.015877161,,-0.1574638,1.0022572,,16.29983,18.342241,0.99999464,4080,0.11,2.8093102,12.660588,15.978944,80.4900221824646,16.854479,16.404457,16.854479,15.303237,18.036311478037767,0.00041094684,12.06981,16.404457,204,5.219213
-0.015930306,,-0.15798217,1.0024835,,16.769812,18.337355,0.99999464,4100,0.11,3.1128986,14.384608,15.982803,81.41054201126099,16.854479,16.417965,16.854479,15.298737,18.528048199026568,0.00034976532,12.007562,16.417965,205,5.1075516
-0.015992448,,-0.15858819,1.0047861,,16.46661,18.332489,0.99999464,4120,0.11,3.364065,16.097431,15.98515,82.48455810546875,16.854479,16.461605,16.854479,15.302597,18.215352563522245,0.00028890182,11.94017,16.461605,206,4.9938765
-0.016069632,,-0.15934071,0.9980354,,16.27454,18.327648,0.99999464,4140,0.11,1.4642804,14.114231,15.986548,83.39190649986267,16.854479,16.35567,16.854479,15.296849,18.000459018699683,0.00022694338,11.835381,16.35567,207,4.873065
-0.01617346,,-0.1603527,1.0032489,,16.170895,18.32283,0.99999464,4160,0.11,3.8897386,2.0444057,15.987435,84.25511765480042,16.854479,16.444302,16.854479,15.233098,17.905597441128904,0.00016296838,11.634329,16.444302,208,4.7335215
-0.016328907,,-0.16186723,1.0107794,,16.211264,18.318035,0.99999464,4180,0.11,4.4684634,12.956113,15.988505,85.0500659942627,16.854479,16.574757,16.854479,15.222189,17.939547632613095,9.802953e-05,11.401365,16.574757,209,4.6197834
-0.016841525,,-0.16685629,0.99470824,,16.146986,18.313261,0.99999464,4200,0.11,0.31980032,15.628756,15.98926,85.81044816970825,16.854479,16.346184,16.854479,15.224147,17.86849665167569,1.6679543e-05,10.547998,16.346184,210,4.7627597
-0.016608497,,-0.16458935,0.98921543,,16.267406,18.308512,0.99999464,4220,0.11,2.0536795,16.330908,15.99058,86.5570228099823,16.854479,16.237953,16.854479,15.229337,18.010902581310155,3.816733e-05,10.983917,16.237953,211,4.5689626
-0.016276646,,-0.16135815,0.9850998,,16.635498,18.303783,0.99999464,4240,0.11,2.1317124,17.444105,15.993621,87.27302360534668,16.854479,16.1492,16.854479,15.239705,18.394171216902716,0.00011831556,11.561287,16.1492,212,4.418397
-0.01560949,,-0.15485172,0.9796717,,16.152946,18.299078,0.99999464,4260,0.11,4.1338935,3.8402793,15.9943695,88.17167544364929,16.854479,16.005821,16.854479,15.18609,17.882482271578304,0.0009687411,12.49899,16.005821,213,4.4253635
-0.015734317,,-0.15607013,0.9866522,,16.495193,18.2944,0.99999464,4280,0.11,3.8477347,17.391663,15.99671,89.12491178512573,16.854479,16.132126,16.854479,15.19628,18.236376641189167,0.0006688244,12.36022,16.132126,214,4.3864756
-0.015949974,,-0.15817398,0.98980147,,16.232775,18.28974,0.99999464,4300,0.11,2.9623032,12.98021,15.997808,89.9512529373169,16.854479,16.197798,16.854479,15.185888,17.966724106900042,0.0003448258,12.06602,16.197798,215,4.317391
-0.016407192,,-0.16262968,0.9834979,,16.131094,18.2851,0.99999464,4320,0.11,1.7607261,13.231607,15.998425,90.70449209213257,16.854479,16.125414,16.854479,15.176774,17.851476373923905,7.7887715e-05,11.38113,16.125414,216,4.2170486
-0.016101567,,-0.15965201,0.972517,,15.539633,18.280483,0.99999464,4340,0.11,0.07274152,15.258849,15.99631,91.41116380691528,16.854479,15.922757,16.854479,15.177051,17.221050180084895,0.00021467233,11.857074,15.922757,217,4.1660132
-0.015411401,,-0.15291728,0.97418463,,16.394234,18.275887,0.99999464,4360,0.11,3.002901,15.6253395,15.998136,92.17101311683655,16.854479,15.8979225,16.854479,15.178961,18.139820421192223,0.0017681896,12.819624,15.8979225,218,4.176525
-0.016038358,,-0.15903582,0.9710285,,15.792524,18.271317,0.99999464,4380,0.11,1.5555923,14.9623165,15.997196,92.86816310882568,16.854479,15.890157,16.854479,15.1778345,17.486412389899133,0.00026537987,11.989254,15.890157,219,4.057717
-0.015456261,,-0.15335548,0.97764516,,16.220098,18.266762,0.99999464,4400,0.11,3.5821283,14.029732,15.99821,93.5920991897583,16.854479,15.949909,16.854479,15.172465,17.962062155613943,0.001568133,12.789554,15.949909,220,4.0455685
-0.015136719,,-0.15023293,0.9744162,,16.55943,18.262234,0.99999464,4420,0.11,1.6109726,15.486351,16.00075,94.44292783737183,16.854479,15.871839,16.854479,15.173768,18.31567131224606,0.0038620038,13.180337,15.871839,221,4.09549
-0.015384236,,-0.15265192,0.97802913,,16.251732,18.257738,0.99999464,4440,0.11,3.248496,17.366003,16.00188,95.24809145927429,16.854479,15.951418,16.854479,15.183513,17.97887265240125,0.0019460792,12.918393,15.951418,222,3.9722948
-0.015625345,,-0.15500651,0.98059005,,16.34813,18.253252,0.99999464,4460,0.11,2.8918195,20.391336,16.003433,96.02606153488159,16.854479,16.013342,16.854479,15.206752,18.08532277829809,0.000967407,12.657761,16.013342,223,3.8531032
-0.016119301,,-0.15982486,0.9807278,,16.51678,18.248781,0.99999464,4480,0.11,3.3346274,17.280064,16.005724,96.70902156829834,16.854479,16.056337,16.854479,15.215905,18.270629898771382,0.00020924996,12.007578,16.056337,224,3.8320484
-0.0174057,,-0.17233734,0.96297663,,16.5834,18.244328,0.99999464,4500,0.11,5.1230354,16.86448,16.008291,97.46910357475281,16.854479,15.861508,16.854479,15.223128,18.343639298680525,2.1923204e-06,9.891799,15.861508,225,5.5486856
-0.017236684,,-0.17069645,0.971411,,16.390749,18.239895,0.99999464,4520,0.11,4.48956,12.005946,16.009983,98.21968960762024,16.854479,15.986193,16.854479,15.208703,18.14280856468875,4.192675e-06,10.218946,15.986193,226,4.763377
