LQGmu01,ReturnMin,LQGmu1,IWMean,IWMin,ReturnLastEpisode,DenMISELogFirst,ReturnStepMax,TimestepsSoFar,LQGsigma,IWLastEpisode,DenMISELogLast,ReturnMean,TimeElapsed,ReturnMax,Bound,ReturnAbsMax,DenMISEMeanLog,URet,IWFirstEpisode,target_sum_log_mean,MISE,Iteration,IWMax
-0.010629253,,-0.105897985,1.0420064,,15.803741,18.727148,0.9999584,680,0.11,0.79323477,18.801697,15.801489,5.0996997356414795,16.403227,16.488102,16.403227,16.713053,17.504676476790284,1.0945481,16.740467,16.488102,34,1.4252554
-0.010671714,,-0.10631786,1.0428522,,15.755016,18.729845,0.9999584,700,0.11,1.0379827,18.762718,15.80016,5.25319504737854,16.403227,16.501875,16.403227,16.772768,17.445718745715702,1.0975605,16.798437,16.501875,35,1.4720806
-0.010704411,,-0.10664116,1.0538611,,16.015438,18.732552,0.9999584,720,0.11,1.4505593,14.149298,15.806141,5.408469200134277,16.403227,16.685436,16.403227,16.701036,17.722139837371316,1.0982181,16.733885,16.685436,36,1.5025356
-0.010722783,,-0.106822796,1.0749563,,16.467543,18.735203,0.9999584,740,0.11,1.8751414,12.891215,15.824016,5.56416916847229,16.467543,17.052248,16.467543,16.59947,18.218405864977374,1.0969788,16.64653,17.052248,37,1.8751414
-0.010741129,,-0.10700417,1.0776657,,15.997524,18.737751,0.9999584,760,0.11,1.2066214,16.51441,15.828581,5.722579002380371,16.467543,17.100399,16.467543,16.59913,17.69997280322501,1.095584,16.64816,17.100399,38,1.8904341
-0.01076049,,-0.10719559,1.0774891,,15.69298,18.7402,0.9999584,780,0.11,1.094736,17.541191,15.825105,5.8849053382873535,16.467543,17.09371,16.467543,16.625204,17.38765474297764,1.0940889,16.673548,17.09371,39,1.9092097
-0.0107821245,,-0.107409485,1.0742913,,15.519734,18.74255,0.9999584,800,0.11,0.9653993,20.25758,15.8174715,6.052283048629761,16.467543,17.035938,16.467543,16.71788,17.208021768748978,1.0924937,16.762274,17.035938,40,1.9353844
-0.010809792,,-0.10768299,1.0595384,,14.785921,18.744802,0.9999584,820,0.11,0.46495715,9.455158,15.792311,6.216365098953247,16.467543,16.791819,16.467543,16.54249,16.42042553397832,1.0907488,16.564873,16.791819,41,1.9810578
-0.010836369,,-0.10794571,1.0649657,,15.789192,18.746962,0.9999584,840,0.11,1.3172083,14.392974,15.792236,6.382737159729004,16.467543,16.878208,16.467543,16.492672,17.479808138528668,1.0885147,16.517715,16.878208,42,2.0224922
-0.010860984,,-0.10818902,1.0719017,,15.777162,18.749018,0.9999584,860,0.11,1.4045218,16.410233,15.791887,6.549717426300049,16.467543,16.987673,16.467543,16.492207,17.48555566499912,1.0859019,16.521254,16.987673,43,2.0567646
-0.010886442,,-0.10844063,1.0740653,,15.77422,18.750967,0.9999584,880,0.11,1.2049081,16.088402,15.791485,6.725717782974243,16.467543,17.021852,16.467543,16.484602,17.474064227680227,1.0829028,16.513807,17.021852,44,2.093488
-0.010915446,,-0.10872728,1.0716364,,15.85705,18.752808,0.9999584,900,0.11,0.9944555,16.216604,15.792942,6.897844076156616,16.467543,16.985865,16.467543,16.480232,17.549888256980406,1.0792962,16.504772,16.985865,45,2.1419423
-0.010941507,,-0.10898485,1.079682,,16.190197,18.75453,0.9999584,920,0.11,1.5025843,16.923685,15.801578,7.080770254135132,16.467543,17.12635,16.467543,16.491373,17.917750231807325,1.0754453,16.520231,17.12635,46,2.1793797
-0.010966421,,-0.10923104,1.0860126,,15.572651,18.756134,0.9999584,940,0.11,1.4428351,6.4674115,15.796707,7.287241697311401,16.467543,17.219631,16.467543,16.279732,17.256365825743064,1.0713342,16.311852,17.219631,47,2.2122543
-0.010992332,,-0.109487094,1.0885516,,15.289999,18.75762,0.9999584,960,0.11,1.2717824,16.14501,15.786151,7.471231698989868,16.467543,17.24668,16.467543,16.278654,16.94461296437457,1.0667729,16.311014,17.24668,48,2.2482648
-0.011020901,,-0.109769374,1.0881786,,15.47309,18.758982,0.9999584,980,0.11,1.1314316,17.116045,15.779761,7.653220176696777,16.467543,17.234228,16.467543,16.297491,17.129368220356874,1.0614735,16.327147,17.234228,49,2.2933142
-0.011051643,,-0.11007312,1.0895771,,15.769387,18.76021,0.9999584,1000,0.11,1.2273307,19.358282,15.779554,7.834733486175537,16.467543,17.25692,16.467543,16.360409,17.454759059984713,1.0553688,16.388433,17.25692,50,2.3455434
-0.011079594,,-0.11034925,1.0982488,,15.872428,18.761295,0.9999584,1020,0.11,1.6296545,9.442868,15.781375,8.028842687606812,16.467543,17.397194,16.467543,16.226467,17.58556283928213,1.049273,16.25843,17.397194,51,2.3865418
-0.011110194,,-0.11065157,1.0985304,,15.784186,18.762241,0.9999584,1040,0.11,1.2003571,12.232449,15.781428,8.234262228012085,16.467543,17.40244,16.467543,16.151485,17.485843577912778,1.0422322,16.180828,17.40244,52,2.436738
-0.0111464,,-0.11100922,1.0962508,,15.351178,18.763039,0.9999584,1060,0.11,1.0606731,14.526812,15.773311,8.429234266281128,16.467543,17.35917,16.467543,16.12263,17.008089346843526,1.0334135,16.145895,17.35917,53,2.5072956
-0.011181259,,-0.11135355,1.1030532,,16.12376,18.763657,0.9999584,1080,0.11,1.5858531,19.80222,15.779801,8.619299173355103,16.467543,17.477844,16.467543,16.192493,17.848974305907177,1.0242534,16.216831,17.477844,54,2.571331
-0.011228103,,-0.11181621,1.0948566,,15.861436,18.7641,0.9999584,1100,0.11,0.74275005,14.087691,15.781285,8.813090085983276,16.467543,17.35206,16.467543,16.156036,17.56965207618728,1.0111047,16.165197,17.35206,55,2.6815445
-0.011289128,,-0.11241889,1.0948111,,15.700932,18.764296,0.9999584,1120,0.11,1.2180036,14.935006,15.779851,9.006638050079346,16.467543,17.353474,16.467543,16.135866,17.38617699056174,0.99231446,16.13475,17.353474,56,2.8487973
-0.011328102,,-0.112803705,1.1138368,,16.057142,18.764162,0.9999584,1140,0.11,2.4119625,14.53011,15.784715,9.204931735992432,16.467543,17.666508,16.467543,16.109295,17.78158892279409,0.979417,16.11354,17.666508,57,2.9204934
-0.011367189,,-0.113189645,1.119571,,16.147932,18.763807,0.9999584,1160,0.11,1.6667819,14.55139,15.7909775,9.40809965133667,16.467543,17.76855,16.467543,16.084328,17.864452713934174,0.9658321,16.086983,17.76855,58,2.9907603
-0.0114083225,,-0.11359573,1.1247507,,15.468437,18.763227,0.9999584,1180,0.11,1.6597803,15.702238,15.78551,9.622327089309692,16.467543,17.84253,16.467543,16.079807,17.145211201638453,0.95084924,16.079815,17.84253,59,3.067942
-0.0114396475,,-0.11390498,1.141068,,16.035759,18.762407,0.9999584,1200,0.11,2.3986192,15.552521,15.789681,9.897937774658203,16.467543,18.110064,16.467543,16.073025,17.76295361227256,0.939207,16.078312,18.110064,60,3.0998666
-0.011479884,,-0.114302166,1.1232601,,15.521652,18.761412,0.9999584,1220,0.11,0.30926424,17.501534,15.785288,10.187282800674438,16.467543,17.828548,16.467543,16.098675,17.180114781964406,0.92349154,16.073086,17.828548,61,3.1701565
-0.011537376,,-0.1148696,1.1106749,,15.385951,18.760176,0.9999584,1240,0.11,0.59372705,14.1017065,15.778847,10.437268495559692,16.467543,17.629099,16.467543,16.068378,17.063574451201784,0.89957136,16.016901,17.629099,62,3.315778
-0.011610738,,-0.11559357,1.1129947,,15.590407,18.758581,0.9999584,1260,0.11,1.5818865,19.758865,15.775856,10.671724319458008,16.467543,17.66578,16.467543,16.128641,17.28695249989932,0.86709005,16.060055,17.66578,63,3.5323484
-0.011714418,,-0.11661655,1.1167006,,15.916527,18.756502,0.9999584,1280,0.11,1.765754,15.605681,15.778053,10.946221590042114,16.467543,17.73616,16.467543,16.122158,17.62177376126691,0.81786704,16.024784,17.73616,64,3.896545
-0.011498175,,-0.11448269,1.1095523,,16.027164,18.753696,0.9999584,1300,0.11,1.5550969,17.195257,15.781887,11.264099359512329,16.467543,17.59887,16.467543,16.140377,17.73603042579399,0.9227731,16.118475,17.59887,65,2.7905679
-0.011589883,,-0.11538778,1.0997913,,15.928768,18.752525,0.9999584,1320,0.11,0.63373506,14.436025,15.784113,11.497598648071289,16.467543,17.453527,16.467543,16.116158,17.646398652850348,0.88225794,16.060589,17.453527,66,3.0794501
-0.0117160175,,-0.11663233,1.1067779,,16.11255,18.750767,0.9999584,1340,0.11,1.9577537,10.885353,15.789015,11.719818115234375,16.467543,17.583944,16.467543,16.039518,17.836404571124916,0.8217543,15.950483,17.583944,67,3.5297923
-0.010941481,,-0.10898459,1.0483993,,15.652095,18.748142,0.9999584,1360,0.11,1.0192147,11.035466,15.787002,11.94179630279541,16.467543,16.57213,16.467543,15.967432,17.311638268800387,1.082339,16.003633,16.57213,68,1.1904435
-0.010967493,,-0.109241635,1.0500822,,15.5653715,18.749334,0.9999584,1380,0.11,1.0214304,20.400608,15.783787,12.163431882858276,16.467543,16.597515,16.467543,16.03237,17.243504921927837,1.0785328,16.068401,16.597515,69,1.2145784
-0.010990791,,-0.10947186,1.0542862,,15.727114,18.750456,0.9999584,1400,0.11,1.2424922,12.322315,15.782978,12.386761665344238,16.467543,16.664627,16.467543,15.980071,17.434241897821263,1.0746354,16.01826,16.664627,70,1.2424922
-0.011015097,,-0.10971201,1.0567894,,15.693819,18.751507,0.9999584,1420,0.11,1.1027215,13.964444,15.781723,12.612889766693115,16.467543,16.704529,16.467543,15.952434,17.389191673448625,1.0702764,15.991099,16.704529,71,1.2749884
-0.011039215,,-0.10995032,1.060391,,16.160263,18.752481,0.9999584,1440,0.11,1.2017132,14.262051,15.786981,12.843085765838623,16.467543,16.769386,16.467543,15.929729,17.87594633424479,1.0655975,15.969733,16.769386,72,1.3070961
-0.011060486,,-0.11016049,1.065286,,16.104557,18.75338,0.9999584,1460,0.11,1.3311334,14.499515,15.79133,13.077949285507202,16.467543,16.853834,16.467543,15.910951,17.829192102182397,1.0610849,15.95348,16.853834,73,1.3346239
-0.01108339,,-0.110386744,1.0658793,,15.42473,18.754206,0.9999584,1480,0.11,0.98575723,17.26738,15.786377,13.310528039932251,16.467543,16.859936,16.467543,15.930148,17.106015876128676,1.0560192,15.971155,16.859936,74,1.366017
-0.011107566,,-0.11062561,1.0676194,,15.784795,18.754951,0.9999584,1500,0.11,1.0811794,17.98896,15.786354,13.544284343719482,16.467543,16.889114,16.467543,15.95846,17.469727853971314,1.0504065,15.99882,16.889114,75,1.4046464
-0.011134424,,-0.11089092,1.0669097,,15.707392,18.755615,0.9999584,1520,0.11,0.8919599,15.240004,15.785316,13.777852296829224,16.467543,16.878937,16.467543,15.949881,17.40570986144865,1.0438734,15.986652,16.878937,76,1.4558201
-0.011164799,,-0.11119096,1.0661205,,15.337147,18.756184,0.9999584,1540,0.11,0.88585967,19.194735,15.779495,14.014046430587769,16.467543,16.863586,16.467543,15.992875,17.00573900716616,1.0360918,16.02533,16.863586,77,1.5155799
-0.011198862,,-0.11152741,1.0665972,,15.646141,18.756647,0.9999584,1560,0.11,0.9940838,16.75202,15.777785,14.253316164016724,16.467543,16.872065,16.467543,16.003439,17.330075948455057,1.0268178,16.032196,16.872065,78,1.5848885
-0.011238425,,-0.11191814,1.0663987,,15.611997,18.756987,0.9999584,1580,0.11,0.94619066,21.324919,15.775687,14.506234645843506,16.467543,16.870113,16.467543,16.071627,17.310619603937756,1.0153158,16.094877,16.870113,79,1.6688894
-0.011285019,,-0.112378284,1.0670787,,15.575195,18.757177,0.9999584,1600,0.11,1.0318438,12.719174,15.773181,14.789085626602173,16.467543,16.8821,16.467543,16.030533,17.253862826796738,1.0007346,16.047615,16.8821,80,1.7728052
-0.011345201,,-0.11297255,1.0663861,,15.815868,18.757187,0.9999584,1620,0.11,0.9313934,12.446361,15.773708,15.103991985321045,16.467543,16.87686,16.467543,15.987095,17.52901026953848,0.98024124,15.993502,16.87686,81,1.9166694
-0.011439683,,-0.11390533,1.065062,,15.830061,18.756947,0.9999584,1640,0.11,0.90390044,19.909847,15.774396,15.461957216262817,16.467543,16.865278,16.467543,16.035725,17.535023681578497,0.9443354,16.022234,16.865278,82,2.1685326
-0.011253813,,-0.112070136,1.0578847,,15.640314,18.756275,0.9999584,1660,0.11,1.1474158,17.293304,15.77278,15.750423908233643,16.467543,16.729086,16.467543,16.05164,17.334548532502403,1.0114288,16.07022,16.729086,83,1.6356381
-0.011326475,,-0.11278765,1.0593542,,15.956147,18.75641,0.9999584,1680,0.11,1.0852289,11.647512,15.774963,16.0521080493927,16.467543,16.761015,16.467543,15.999886,17.678799502519613,0.9876034,16.008707,16.761015,84,1.8055567
-0.011631978,,-0.11580317,1.052425,,15.131195,18.756266,0.9999584,1700,0.11,0.54232293,16.578054,15.76739,16.36357045173645,16.467543,16.677795,16.467543,16.00737,16.7791213946786,0.85890764,15.937359,16.677795,85,2.735688
-0.011474956,,-0.11425353,1.0467983,,15.803961,18.754623,0.9999584,1720,0.11,0.606112,14.5520315,15.767816,16.70193314552307,16.467543,16.570404,16.467543,15.991034,17.497339232664768,0.93187493,15.959185,16.570404,86,2.1651208
-0.011113593,,-0.11068515,1.0387827,,15.6561365,18.75384,0.9999584,1740,0.11,0.92504376,15.775863,15.766531,17.040457010269165,16.467543,16.404463,16.467543,15.989084,17.329977966222557,1.0503082,16.011343,16.404463,87,1.2768002
-0.011198964,,-0.11152843,1.0414356,,16.18033,18.754412,0.9999584,1760,0.11,1.1288083,18.335796,15.771234,17.349533796310425,16.467543,16.459526,16.467543,16.016184,17.907868678086654,1.0290883,16.03181,16.459526,88,1.429283
-0.011318909,,-0.11271295,1.0454016,,15.983848,18.754738,0.9999584,1780,0.11,1.3689983,16.065868,15.773622,17.641465187072754,16.467543,16.536596,16.467543,16.0172,17.68751956960256,0.99187356,16.01931,16.536596,89,1.6979406
-0.011206181,,-0.1115997,1.0416533,,15.855469,18.754648,0.9999584,1800,0.11,0.996624,18.315863,15.77453,17.91298794746399,16.467543,16.46599,16.467543,16.043234,17.57121360695677,1.0268804,16.059551,16.46599,90,1.426818
-0.01135235,,-0.11304314,1.0448107,,15.764765,18.754944,0.9999584,1820,0.11,1.2971507,-1.707406,15.774425,18.17845630645752,16.467543,16.52943,16.467543,15.84862,17.467883760175404,0.97986734,15.84652,16.52943,91,1.7601099
-0.011717609,,-0.116648026,1.0421337,,16.25468,18.754725,0.9999584,1840,0.11,1.9390442,17.05654,15.779645,18.445103645324707,16.467543,16.532402,16.467543,15.862227,17.987538094539296,0.8177017,15.769025,16.532402,92,2.8789
-0.01162906,,-0.11577438,1.0438861,,15.816055,18.752762,0.9999584,1860,0.11,1.1772972,19.716944,15.780037,18.711822748184204,16.467543,16.549078,16.467543,15.904108,17.52672521462447,0.8633357,15.842282,16.549078,93,2.5113518
-0.0114406515,,-0.11391489,1.0477085,,16.155102,18.751307,0.9999584,1880,0.11,1.2371596,14.848037,15.784026,18.983906269073486,16.467543,16.593262,16.467543,15.893324,17.884392006700413,0.94928175,15.881934,16.593262,94,1.9094847
-0.012842738,,-0.12773289,0.9132284,,15.7710085,18.750774,0.9999584,1900,0.11,0.8754105,20.19668,15.783889,19.257660388946533,16.467543,14.601023,16.467543,15.939114,17.472461217782836,0.26739842,15.150676,14.601023,95,9.382755
-0.012821918,,-0.12752804,0.9173959,,16.136574,18.743113,0.9999584,1920,0.11,2.5575864,15.455149,15.787563,19.554779767990112,16.467543,14.66495,16.467543,15.933085,17.865005772240913,0.27718037,15.182072,14.66495,96,8.470932
-0.012802617,,-0.12733814,0.90248936,,15.592556,18.735634,0.9999584,1940,0.11,0.53744966,16.70099,15.785553,19.91215991973877,16.467543,14.418769,16.467543,15.940081,17.271091135808636,0.28660372,15.208051,14.418769,97,7.7302356
-0.01278439,,-0.12715878,0.88776344,,15.476929,18.728327,0.9999584,1960,0.11,0.33653596,16.092468,15.782403,20.27561616897583,16.467543,14.176716,16.467543,15.940581,17.167700026153973,0.29580587,15.221595,14.176716,98,7.1153507
-0.012767167,,-0.1269893,0.8836413,,15.593743,18.72119,0.9999584,1980,0.11,1.2087544,20.878992,15.780498,20.67943048477173,16.467543,14.101766,16.467543,15.989283,17.276802903565276,0.30478215,15.295329,14.101766,99,6.5972376
-0.012750113,,-0.12682152,0.8914651,,16.264273,18.714212,0.9999584,2000,0.11,2.2633195,13.726081,15.785336,21.10181498527527,16.467543,14.229348,16.467543,15.9654455,17.989634654280064,0.31385177,15.302123,14.229348,100,6.150762
-0.01273195,,-0.12664273,0.91048986,,16.500187,18.707396,0.9999584,2020,0.11,3.31245,10.105925,15.792413,21.639153003692627,16.500187,14.546643,16.500187,15.906321,18.234993003730523,0.3235447,15.27747,14.546643,101,5.755108
-0.012712078,,-0.12644716,0.9327147,,16.206919,18.70074,0.9999584,2040,0.11,3.6496387,13.97276,15.796477,22.0421462059021,16.500187,14.905599,16.500187,15.886448,17.9216700137054,0.33414125,15.293284,14.905599,102,5.3982005
-0.01269306,,-0.12625998,0.92556435,,16.077175,18.694256,0.9999584,2060,0.11,0.7198829,16.855051,15.799203,22.450595378875732,16.500187,14.787744,16.500187,15.895162,17.79275586674647,0.3445666,15.320078,14.787744,103,5.085815
-0.012674077,,-0.12607317,0.9345685,,15.727816,18.687933,0.9999584,2080,0.11,2.2905602,17.039396,15.798516,22.96863842010498,16.500187,14.922102,16.500187,15.9054165,17.42919368503144,0.35515937,15.359173,14.922102,104,4.806784
-0.01265573,,-0.12589258,0.9260161,,15.770646,18.681774,0.9999584,2100,0.11,0.4338573,7.3317723,15.798251,23.380722761154175,16.500187,14.781038,16.500187,15.823109,17.453994100872084,0.3656451,15.288563,14.781038,105,4.5585127
-0.0126380315,,-0.12571834,0.92196614,,15.56389,18.675772,0.9999649,2120,0.11,0.8294791,15.589913,15.796041,23.943296670913696,16.500187,14.7098,16.500187,15.820184,17.24833911360764,0.37599912,15.30284,14.7098,106,4.3364635
-0.012617609,,-0.12551732,0.94492245,,16.194946,18.669922,0.9999649,2140,0.11,3.5880945,14.665444,15.799768,24.519991874694824,16.500187,15.080466,16.500187,15.808639,17.931447154132336,0.38779628,15.323842,15.080466,107,4.1234684
-0.012592201,,-0.12526721,0.9684279,,16.489422,18.664238,0.9999649,2160,0.11,3.6878238,12.849037,15.806153,25.06876015663147,16.500187,15.469374,16.500187,15.780699,18.24301915665172,0.4021958,15.331078,15.469374,108,3.909916
-0.012566371,,-0.1250129,0.9761061,,16.132393,18.658737,0.9999649,2180,0.11,2.1107082,13.866886,15.809147,25.640246629714966,16.500187,15.590107,16.500187,15.762823,17.862099652761618,0.41709027,15.342174,15.590107,109,3.713035
-0.012538904,,-0.12474246,0.9864452,,16.500608,18.653425,0.9999649,2200,0.11,2.3603287,17.740543,15.815432,26.074583530426025,16.500608,15.761552,16.500608,15.78056,18.242817173042226,0.43309438,15.390003,15.761552,110,3.5264647
-0.012508294,,-0.12444107,0.9996577,,16.223234,18.648304,0.9999649,2220,0.11,2.6487927,18.813698,15.819106,26.556506872177124,16.500608,15.973018,16.500608,15.807738,17.949551509412565,0.45103374,15.44921,15.973018,111,3.3439934
-0.012479222,,-0.12415482,0.99501103,,15.722996,18.64339,0.9999649,2240,0.11,0.71484566,13.952285,15.818248,27.059405088424683,16.500608,15.891855,16.500608,15.791144,17.42567045520226,0.4685163,15.450731,15.891855,112,3.1805584
-0.012449062,,-0.1238578,1.0024586,,16.117067,18.638676,0.9999649,2260,0.11,1.9850765,13.981928,15.820892,27.469120502471924,16.500608,16.008059,16.500608,15.775068,17.84740035529459,0.48690116,15.461948,16.008059,113,3.0256307
