Iteration,IWMin,IWNorm1,ReturnAbsMax,ExplorationBonus,MISE,LQGsigma,LQGmu01,LQGmu1,IWNorm2,DenMISEMeanLog,ReturnMin,DenMISELogLast,IWMean,ReturnMax,ReturnLastEpisode,TimeElapsed,DenMISELogFirst,IWMax,Bound,URet,IWLastEpisode,ReturnStepMax,target_sum_log_mean,ReturnMean,SqrtESSClassic,TimestepsSoFar,IWFirstEpisode
1,,1.2230332,15.058442,30.116884,18.416975,0.11,-0.011110653,-0.110656105,1.2230332,18.60218,,18.60218,1.2230332,15.058442,15.058442,0.05147194862365723,18.60218,1.2230332,48.53386,16.687925283112612,1.2230332,0.9625284,18.803514,15.058442,1.0,20,1.2230332
2,,2.3739328,15.943526,22.607536,18.437489,0.11,-0.011110653,-0.110656105,1.6830899,19.834576,,20.961245,1.1869664,15.943526,15.943526,1.6924350261688232,18.707907,1.2736055,41.045025,17.65144763451032,1.2736055,0.99769473,20.003305,15.500984,1.4104612,40,1.1003274
