IWMax,URet,DenMISELogLast,LQGmu1,ReturnMax,IWNorm1,DenMISEMeanLog,IWFirstEpisode,DenMISELogFirst,SqrtESSClassic,ReturnMean,TimestepsSoFar,Bound,target_sum_log_mean,TimeElapsed,IWLastEpisode,ReturnLastEpisode,IWMean,MISE,IWMin,ReturnMin,ReturnAbsMax,IWNorm2,ExplorationBonus,LQGsigma,Iteration,LQGmu01,ReturnStepMax
2.1947817e-05,15.707606474889548,-12.506172,-0.008238804,15.98189,8.042555e-05,-12.506175,4.4503894e-09,-12.506177,2.7520404,13.032563,540,11.614614,-27.02888,4.071945428848267,4.1353883e-06,14.163002,2.978624e-06,3.951181e-05,,,15.98189,2.922397e-05,11.614574,0.9356265,27,-0.0008238804,0.99998564
2.32576e-05,18.077958735141635,-12.542543,-0.006792401,16.388582,8.501085e-05,-12.5425415,4.5804986e-09,-12.542545,2.7711942,13.15242,560,11.827852,-26.99296,4.258769750595093,1.361157e-06,16.388582,3.036002e-06,4.039369e-05,,,16.388582,3.0676612e-05,11.827812,0.93528587,28,-0.0006792401,0.99998564
2.4617853e-05,14.490959616961904,-12.577634,-0.005323481,16.388582,9.067725e-05,-12.577633,4.7055355e-09,-12.577637,2.8137918,13.147325,580,11.648795,-26.942183,4.417536497116089,2.3985042e-06,13.004617,3.1267018e-06,4.1541443e-05,,,16.388582,3.2226e-05,11.648753,0.9349207,29,-0.0005323481,0.99998564
2.6010539e-05,12.17836996779683,-12.611537,-0.003879839,16.388582,9.493806e-05,-12.611535,4.826993e-09,-12.611538,2.8149848,13.078746,600,11.643858,-26.929232,4.577358245849609,8.8652376e-07,11.08995,3.164502e-06,4.1945714e-05,,,16.388582,3.372596e-05,11.643816,0.9345515,30,-0.00038798392,0.99998564
2.7430611e-05,14.944962148799624,-12.644327,-0.002467242,16.388582,9.834231e-05,-12.644324,4.945469e-09,-12.644327,2.7910209,13.094706,620,11.743833,-27.136951,4.740334749221802,1.0170556e-09,13.573519,3.1722325e-06,4.201672e-05,,,16.388582,3.5235247e-05,11.743791,0.93418854,31,-0.0002467242,0.99998564
3.2591342e-05,13.796634465581723,-12.676051,-0.00074642425,16.388582,0.0001344322,-12.676073,5.0463775e-09,-12.676076,2.731361,13.071592,640,12.00036,-27.010445,4.9070634841918945,3.2591342e-05,12.355061,4.200906e-06,5.46976e-05,,,16.388582,4.9218026e-05,12.000305,0.9336713,32,-7.464243e-05,0.99998564
3.4148205e-05,12.181005160495712,-12.706844,0.0010827127,16.388582,0.00014484946,-12.706844,5.1356617e-09,-12.706848,2.7953074,13.011946,660,11.725839,-26.947765,5.07358193397522,5.3130034e-06,11.103268,4.389278e-06,5.679428e-05,,,16.388582,5.1818795e-05,11.725781,0.93307406,33,0.00010827127,0.99998564
3.571456e-05,16.99257391431983,-12.7367,0.002881176,16.388582,0.00015057548,-12.736697,5.22003e-09,-12.736701,2.778541,13.080764,680,11.796595,-26.968546,5.242867708206177,3.6427963e-07,15.351766,4.428591e-06,5.7280668e-05,,,16.388582,5.4192282e-05,11.796537,0.93248004,34,0.00028811762,0.99998564
3.7290476e-05,17.847388425654515,-12.765688,0.004655926,16.388582,0.00015617855,-12.765684,5.2993014e-09,-12.765689,2.759464,13.168542,700,11.878148,-27.002926,5.426634073257446,2.3575937e-07,16.152988,4.4621443e-06,5.768932e-05,,,16.388582,5.6597422e-05,11.878091,0.93188703,35,0.0004655926,0.99998564
3.888246e-05,12.227025946163073,-12.793859,0.0064240256,16.388582,0.00016234601,-12.793856,5.372107e-09,-12.7938595,2.7492547,13.10931,720,11.922257,-27.004564,5.656430959701538,7.788526e-07,11.036239,4.5095117e-06,5.8214555e-05,,,16.388582,5.9050915e-05,11.922199,0.9312778,36,0.00064240256,0.99998564
4.0482715e-05,17.118930615423732,-12.821259,0.008179207,16.388582,0.00016778185,-12.821255,5.4394143e-09,-12.821259,2.7266865,13.174524,740,12.020936,-27.109173,5.858306407928467,1.791948e-08,15.522197,4.534544e-06,5.8494683e-05,,,16.388582,6.153324e-05,12.020878,0.9306667,37,0.0008179207,0.99998564
4.2090105e-05,10.279831007413483,-12.847926,0.009924126,16.388582,0.0001732232,-12.847923,5.501077e-09,-12.847926,2.7045262,13.074107,760,12.119433,-27.203861,6.078652858734131,2.3230921e-08,9.358667,4.558405e-06,5.8757814e-05,,,16.388582,6.4049374e-05,12.119374,0.93005186,38,0.0009924126,0.99998564
0.00025860567,10.690869860984717,-12.873777,0.0105624525,16.388582,0.0004366436,-12.873895,5.6167915e-09,-12.873902,1.6359781,12.987957,780,20.035334,-27.05042,6.336446046829224,0.00025860567,9.714266,1.1195892e-05,0.00012324193,,,16.388582,0.00026690064,20.03521,0.9298822,39,0.0010562453,0.99998564
0.000269272,12.462516693859953,-12.8991995,0.011198566,16.388582,0.00047763519,-12.899213,5.73107e-09,-12.8992195,1.7125913,12.944452,800,19.139061,-26.962885,6.5752644538879395,2.5508156e-05,11.247743,1.19407805e-05,0.00013146109,,,16.388582,0.0002788962,19.13893,0.9297153,40,0.0011198566,0.99998564
0.00028019436,14.94366933357982,-12.923912,0.011837976,16.388582,0.00049406395,-12.923904,5.843414e-09,-12.923912,1.7037151,12.960824,820,19.238775,-27.08648,6.783321142196655,5.431162e-09,13.615723,1.2050239e-05,0.00013253128,,,16.388582,0.0002899921,19.238644,0.9295459,41,0.0011837976,0.99998564
0.00029148307,12.640569877017912,-12.947973,0.012500469,16.388582,0.0005583487,-12.948001,5.9532805e-09,-12.94801,1.8296503,12.924711,840,17.914589,-26.989141,7.0325539112091064,4.7490772e-05,11.44408,1.3293918e-05,0.00014657408,,,16.388582,0.0003051669,17.914442,0.9293763,42,0.0012500469,0.99998564
0.0003037478,12.0262957814247,-12.971503,0.013263076,16.388582,0.0006398855,-12.971531,6.055676e-09,-12.97154,1.9767119,12.876858,860,16.581823,-26.890877,7.23843240737915,6.243026e-05,10.867022,1.4880958e-05,0.0001636771,,,16.388582,0.00032371207,16.58166,0.92917126,43,0.0013263075,0.99998564
0.00031627304,14.24667875494201,-12.994525,0.014020719,16.388582,0.0006660409,-12.994521,6.1560272e-09,-12.99453,1.9784089,12.875904,880,16.567602,-26.856806,7.447942733764648,4.5800034e-06,12.834915,1.5137194e-05,0.00016652248,,,16.388582,0.00033665483,16.567436,0.928965,44,0.0014020719,0.99998564
0.00032911636,13.042971781837831,-13.017003,0.014781059,16.388582,0.00068813487,-13.016993,6.2539964e-09,-13.017003,1.9667697,12.854883,900,16.66565,-26.915277,7.666279315948486,7.8736825e-08,11.929872,1.5291786e-05,0.0001680572,,,16.388582,0.00034988075,16.665482,0.9287556,45,0.0014781059,0.99998564
0.0003422337,15.87160538677754,-13.038979,0.015538134,16.388582,0.0007126418,-13.038971,6.3499144e-09,-13.038981,1.9611249,12.888522,920,16.71362,-26.899303,7.894640684127808,2.1882222e-06,14.402333,1.5492113e-05,0.00017025445,,,16.388582,0.0003633842,16.71345,0.928545,46,0.0015538133,0.99998564
0.00035555227,14.610813914090704,-13.060464,0.016285446,16.388582,0.00076117873,-13.060476,6.4444388e-09,-13.060488,2.0138376,12.894675,940,16.276152,-26.832134,8.1340651512146,2.5993108e-05,13.1777315,1.619519e-05,0.00017902353,,,16.388582,0.00037797424,16.275972,0.9283398,47,0.0016285445,0.99998564
0.00036907964,16.119185758025324,-13.081517,0.017024191,16.388582,0.0008090829,-13.081531,6.537514e-09,-13.081541,2.0605612,12.929116,960,15.9071,-26.76943,8.326525449752808,2.464468e-05,14.54785,1.6855796e-05,0.00018794111,,,16.388582,0.0003926517,15.906912,0.9281387,48,0.0017024191,0.99998564
0.00038276924,14.113473627460188,-13.102095,0.017757753,16.388582,0.000895558,-13.102148,6.6299988e-09,-13.10216,2.1762762,12.925597,980,15.061329,-26.690804,8.508854389190674,6.2644795e-05,12.756687,1.827659e-05,0.00020564137,,,16.388582,0.00041150933,15.061123,0.92795455,49,0.0017757753,0.99998564
0.00039674673,13.261002002234815,-13.122363,0.018491698,16.388582,0.0009206468,-13.122351,6.7202657e-09,-13.122363,2.162004,12.90519,1000,15.160754,-26.767763,8.693652153015137,3.1634542e-08,11.905248,1.8412837e-05,0.00020695232,,,16.388582,0.0004258303,15.160547,0.92776835,50,0.0018491698,0.99998564
0.00041101663,10.192510246812997,-13.142166,0.019226262,16.388582,0.00094601634,-13.142152,6.8083197e-09,-13.142166,2.147903,12.833953,1020,15.260285,-26.845095,8.878503561019897,2.7250296e-08,9.272047,1.8549239e-05,0.00020826179,,,16.388582,0.00044043717,15.260077,0.92758,51,0.0019226263,0.99998564
0.0004255785,12.611153870498525,-13.161584,0.019961435,16.388582,0.00097177376,-13.161571,6.894134e-09,-13.161584,2.1342204,12.805871,1040,15.35812,-26.888885,9.071977376937866,1.3285263e-07,11.373681,1.8687857e-05,0.00020959576,,,16.388582,0.0004553296,15.35791,0.9273895,52,0.0019961435,0.99998564
0.00044044707,12.05583189835355,-13.180632,0.020698164,16.388582,0.0009984138,-13.180618,6.977582e-09,-13.180633,2.121924,12.771268,1060,15.44712,-26.89976,9.265973806381226,7.158402e-07,10.971981,1.8837896e-05,0.00021105203,,,16.388582,0.00047052288,15.446909,0.92719585,53,0.0020698165,0.99998564
0.0004556204,12.185407200801324,-13.199324,0.021436155,16.388582,0.0010251608,-13.19931,7.058674e-09,-13.199325,2.109322,12.738737,1080,15.539406,-26.916794,9.459510326385498,5.0843516e-07,11.014549,1.8984358e-05,0.00021246765,,,16.388582,0.00048601435,15.539193,0.92699933,54,0.0021436156,0.99998564
0.00047109043,13.55539576062156,-13.217672,0.022174442,16.388582,0.0010523607,-13.21766,7.137494e-09,-13.217673,2.0971851,12.729266,1100,15.629336,-26.928534,9.653642654418945,6.682171e-07,12.217799,1.913373e-05,0.00021392833,,,16.388582,0.0005017968,15.629123,0.92680043,55,0.0022174444,0.99998564
0.00048686977,11.41396464464502,-13.235692,0.02291406,16.388582,0.0010796355,-13.235679,7.2139468e-09,-13.235692,2.0847123,12.687792,1120,15.722848,-26.94775,9.872701644897461,4.440766e-07,10.406765,1.9279105e-05,0.00021532355,,,16.388582,0.00051788223,15.722632,0.9265987,56,0.002291406,0.99998564
0.0005030054,14.487464744088317,-13.253384,0.023658052,16.388582,0.0011170895,-13.253377,7.2874924e-09,-13.253391,2.0902998,12.693038,1140,15.680823,-26.911545,10.075806140899658,1.0263237e-05,12.986866,1.9597965e-05,0.00021898688,,,16.388582,0.00053441594,15.680604,0.9263904,57,0.0023658052,0.99998564
0.0005194523,12.245545887191248,-13.270766,0.024402501,16.388582,0.0011652256,-13.270769,7.358643e-09,-13.270783,2.1126902,12.66604,1160,15.514645,-26.865057,10.278327941894531,2.0429638e-05,11.1271305,2.0089998e-05,0.00022424197,,,16.388582,0.00055153645,15.5144205,0.92617863,58,0.0024402502,0.99998564
0.00053621246,15.030435663200931,-13.287878,0.02514813,16.388582,0.0011935902,-13.287864,7.4273854e-09,-13.287878,2.0992222,12.682339,1180,15.614182,-26.930325,10.485428094863892,3.1474386e-08,13.62765,2.0230242e-05,0.00022558223,,,16.388582,0.0005685869,15.613956,0.9259643,59,0.0025148129,0.99998564
0.0005531893,16.698181618631715,-13.304672,0.025886806,16.388582,0.0012307968,-13.304671,7.494453e-09,-13.304685,2.1006384,12.722186,1200,15.603659,-26.900257,10.690027952194214,8.695804e-06,15.073156,2.0513178e-05,0.00022908168,,,16.388582,0.0005859156,15.60343,0.9257507,60,0.0025886807,0.99998564
0.00057041756,13.375737248223896,-13.321206,0.02662149,16.388582,0.001265949,-13.321199,7.559502e-09,-13.321215,2.0978181,12.712018,1220,15.624639,-26.876804,10.908096551895142,6.375367e-06,12.101972,2.0753161e-05,0.00023162704,,,16.388582,0.00060345983,15.624407,0.9255361,61,0.002662149,0.99998564
0.00058795174,12.467494859391854,-13.337473,0.027356839,16.388582,0.0012967554,-13.33746,7.622179e-09,-13.337475,2.0872557,12.689611,1240,15.703708,-26.8758,11.121203899383545,1.7170672e-06,11.322778,2.0915308e-05,0.00023320747,,,16.388582,0.0006212729,15.703474,0.9253186,62,0.002735684,0.99998564
0.0006058435,11.808265145893767,-13.353474,0.028096389,16.388582,0.001328257,-13.35346,7.682034e-09,-13.353476,2.0772252,12.656843,1260,15.779537,-26.87233,11.365082502365112,2.068916e-06,10.625189,2.1083346e-05,0.00023482884,,,16.388582,0.00063943816,15.779303,0.9250957,63,0.0028096389,0.99998564
0.00062439824,11.235304296166051,-13.369173,0.02886678,16.388582,0.001428143,-13.369207,7.7368085e-09,-13.369224,2.1575334,12.619127,1280,15.192208,-26.814213,11.61575984954834,6.97572e-05,10.243038,2.2314634e-05,0.00024732278,,,16.388582,0.0006619332,15.191961,0.92485994,64,0.002886678,0.99998564
0.0006433537,9.656513107266898,-13.3847275,0.029642902,16.388582,0.0014618797,-13.384712,7.788333e-09,-13.3847275,2.1461167,12.560339,1300,15.273027,-26.81367,11.859418630599976,1.8982943e-06,8.797918,2.2490356e-05,0.00024896013,,,16.388582,0.0006811744,15.2727785,0.9246173,65,0.0029642903,0.99998564
0.0006647978,10.657209820068461,-13.399943,0.03057004,16.388582,0.0016124037,-13.399979,7.820068e-09,-13.399995,2.2635686,12.516131,1320,14.480574,-26.751251,12.077638149261475,0.00011585862,9.642654,2.4430256e-05,0.0002676327,,,16.388582,0.0007123282,14.480306,0.9242843,66,0.003057004,0.99998564
0.0006867169,12.303612759914117,-13.415032,0.03150173,16.388582,0.0016523667,-13.415016,7.848145e-09,-13.415033,2.248321,12.495813,1340,14.578776,-26.786436,12.313856363296509,1.9054667e-07,11.154745,2.466209e-05,0.00026983675,,,16.388582,0.0007349336,14.578506,0.9239442,67,0.003150173,0.99998564
0.00070912135,15.269793850150615,-13.429848,0.03243838,16.388582,0.0016927093,-13.4298315,7.872507e-09,-13.429848,2.233019,12.51332,1360,14.678679,-26.946325,12.540732860565186,3.8083734e-11,13.686293,2.4892686e-05,0.00027202195,,,16.388582,0.0007580362,14.678408,0.92359686,68,0.003243838,0.99998564
0.0007321456,9.889289310369225,-13.444446,0.033386342,16.388582,0.0017364541,-13.444428,7.891992e-09,-13.444447,2.2211628,12.462545,1380,14.757033,-26.940681,12.789333581924438,2.6399605e-06,9.009901,2.51659e-05,0.0002745921,,,16.388582,0.0007817771,14.756759,0.92323464,69,0.0033386343,0.99998564
0.00075570564,12.290495786513983,-13.458834,0.034340326,16.388582,0.0017814825,-13.458817,7.90736e-09,-13.458836,2.2100847,12.443875,1400,14.831005,-26.932587,13.055074214935303,3.1353984e-06,11.155625,2.5449646e-05,0.0002773526,,,16.388582,0.0008060698,14.830728,0.9228618,70,0.0034340327,0.99998564
0.00077954266,15.01338987506645,-13.473,0.035286024,16.388582,0.001839935,-13.473002,7.920689e-09,-13.473021,2.2146409,12.460444,1420,14.800499,-26.901848,13.377168655395508,1.6213708e-05,13.620198,2.5914476e-05,0.00028269718,,,16.388582,0.00083080516,14.800217,0.9224905,71,0.0035286024,0.99998564
0.00080386933,15.983285260622376,-13.487004,0.03623601,16.388582,0.0018839361,-13.486988,7.930228e-09,-13.487006,2.201158,12.487788,1440,14.891157,-26.909334,13.646608114242554,1.1459392e-06,14.4292555,2.6165677e-05,0.00028513678,,,16.388582,0.00085588405,14.890872,0.92211103,72,0.003623601,0.99998564
0.0008292224,10.703916675477805,-13.500793,0.037213888,16.388582,0.0019447622,-13.500782,7.931771e-09,-13.5008,2.2045286,12.450164,1460,14.868396,-26.880726,13.934399127960205,1.6639062e-05,9.741182,2.6640477e-05,0.00028967715,,,16.388582,0.00088216696,14.868106,0.92169607,73,0.0037213888,0.99998564
0.00085629325,10.503052647155789,-13.514377,0.03825162,16.388582,0.0020510124,-13.514387,7.92007e-09,-13.514405,2.2490065,12.410801,1480,14.574364,-26.836082,14.304322719573975,5.9060345e-05,9.537399,2.7716285e-05,0.0002999078,,,16.388582,0.00091196375,14.574064,0.9212155,74,0.003825162,0.99998564
0.00088403875,13.317481806502114,-13.527826,0.0392965,16.388582,0.0021036721,-13.527809,7.90353e-09,-13.527828,2.2364812,12.404744,1500,14.655989,-26.834322,14.559319019317627,2.627981e-06,11.956542,2.8048858e-05,0.0003031329,,,16.388582,0.00094061694,14.655685,0.92071915,75,0.00392965,0.99998564
0.0009128112,10.241638051693428,-13.54107,0.04036007,16.388582,0.0021654966,-13.541054,7.879388e-09,-13.541074,2.231597,12.363681,1520,14.688069,-26.815073,14.801294803619385,1.0309156e-05,9.283849,2.8493276e-05,0.00030730682,,,16.388582,0.0009703798,14.687762,0.92018795,76,0.004036007,0.99998564
0.00094230985,11.888903187866298,-13.554146,0.04143167,16.388582,0.0022183983,-13.554127,7.850196e-09,-13.554146,2.2165256,12.342711,1540,14.787942,-26.927233,15.051963329315186,4.3563583e-10,10.7490425,2.8810271e-05,0.0003102966,,,16.388582,0.0010008449,14.787632,0.91963995,77,0.004143167,0.99998564
0.0009725539,10.4098504638311,-13.567049,0.042511288,16.388582,0.0022727256,-13.567029,7.815878e-09,-13.567049,2.2020707,12.306225,1560,14.885015,-26.948906,15.347200870513916,4.2404363e-07,9.496805,2.9137405e-05,0.0003133808,,,16.388582,0.0010320856,14.884701,0.9190738,78,0.004251129,0.99998564
0.0010035706,11.24435104238302,-13.579787,0.043598432,16.388582,0.0023297337,-13.579769,7.776309e-09,-13.579788,2.1893268,12.27966,1580,14.971661,-26.950436,15.667410135269165,2.0573057e-06,10.207581,2.94902e-05,0.00031672558,,,16.388582,0.0010641324,14.971344,0.9184877,79,0.004359843,0.99998564
0.001035374,12.308838575263364,-13.592367,0.04469389,16.388582,0.0023857984,-13.592348,7.731483e-09,-13.592367,2.1748438,12.265042,1600,15.0713625,-27.008036,15.988358497619629,2.3948699e-08,11.110228,2.9822379e-05,0.00031985476,,,16.388582,0.0010969975,15.071043,0.917882,80,0.004469389,0.99998564
0.001072853,10.842794333928499,-13.604638,0.046034362,16.388582,0.0027664413,-13.604768,7.645768e-09,-13.60479,2.3465192,12.235138,1620,13.968781,-26.948908,16.30622911453247,0.00031656606,9.84285,3.4153494e-05,0.00036231655,,,16.388582,0.0011789553,13.968419,0.9170758,81,0.004603436,0.99998564
0.0011113208,14.347977134893332,-13.617051,0.047379363,16.388582,0.0028488133,-13.617039,7.554343e-09,-13.61706,2.334624,12.243141,1640,14.039958,-26.940617,16.639137029647827,5.6829067e-06,12.891331,3.4741523e-05,0.00036814236,,,16.388582,0.001220245,14.03959,0.91624296,82,0.0047379364,0.99998564
