ReturnLastEpisode,LQGmu1,SqrtESSClassic,URet,DenMISELogFirst,MISE,ReturnMean,IWLastEpisode,ReturnAbsMax,target_sum_log_mean,IWMean,ReturnMin,ExplorationBonus,Bound,DenMISEMeanLog,Iteration,IWMin,ReturnMax,LQGmu01,IWNorm1,IWFirstEpisode,LQGsigma,DenMISELogLast,TimestepsSoFar,ReturnStepMax,TimeElapsed,IWMax,IWNorm2
15.644508,-0.7615942,1.0,17.332240856619556,17.102016,,15.644508,,15.644508,-370.54578,,,1.5723323,1.5723323,17.102016,1,,15.644508,-0.09966799,1e-10,,0.11,17.102016,20,0.99262077,0.20420145988464355,,1e-10
16.855427,-0.7615942,1.0,18.624585257813106,16.408869,16.855427,16.249968,2.0,16.855427,-185.26215,1.0,,1.6940341,18.549461,7.8686028,2,,16.855427,-0.09966799,2.0,,0.11,-0.67166364,40,0.99991167,2.865549325942993,2.0,2.0
17.159382,-0.7615942,1.4142137,18.93979465947812,16.003405,17.007404,16.553106,1.5,17.159382,-119.96173,1.0,,1.2194641,18.226868,8.617683,3,,17.159382,-0.09966799,3.0,,0.11,10.233627,60,0.9999575,3.0730342864990234,1.5,2.1213202
