Iteration,DenMISEMeanLog,LQGmu1,IWFirstEpisode,IWLastEpisode,Bound,IWMean,ReturnMin,DenMISELogFirst,ReturnMean,DenMISELogLast,target_sum_log_mean,URet,SqrtESSClassic,TimeElapsed,ReturnMax,IWNorm2,IWMax,ReturnLastEpisode,ReturnAbsMax,ExplorationBonus,LQGmu01,MISE,TimestepsSoFar,LQGsigma,IWMin,IWNorm1,ReturnStepMax
92,15.649108,-0.1438833,0.016235441,8.21558,21.540787,0.8794403,,18.474894,15.889122,15.383729,13.9127865,18.29615245996134,4.5310163,23.697200059890747,16.543592,17.856592,8.21558,16.543592,16.543592,7.3023763,-0.014487859,14.238411,1840,0.11,,80.90851,0.999933
93,15.681478,-0.14451043,0.014092431,2.972641,21.272789,0.86995393,,18.46426,15.892112,18.792841,13.896836,17.902457388675934,4.6039815,24.103519916534424,16.543592,17.572989,7.97584,16.167234,16.543592,7.186646,-0.01455189,14.0861435,1860,0.11,,80.905716,0.999933
94,15.6605015,-0.14528745,0.011755694,3.60108,21.154997,0.86621135,,18.453716,15.897943,13.851489,13.80933,18.18766345633348,4.6493196,24.44481587409973,16.543592,17.513071,7.8375673,16.440147,16.543592,7.116565,-0.014631243,14.038431,1880,0.11,,81.42387,0.99996006
95,15.6953125,-0.14631984,0.009155413,3.6264484,21.05834,0.85988176,,18.443258,15.900923,19.11287,13.742503,17.912649888597567,4.6483808,24.78907036781311,16.543592,17.573597,7.832143,16.180979,16.543592,7.1180024,-0.0147367,13.940337,1900,0.11,,81.68877,0.99998283
96,15.686963,-0.1476224,0.0066001853,4.544614,21.124619,0.8590021,,18.432884,15.905721,15.045074,13.595348,18.104518122166397,4.6054235,25.143605709075928,16.543592,17.90589,7.9355145,16.361547,16.543592,7.184396,-0.0148698045,13.940224,1920,0.11,,82.4642,0.99998283
97,15.690293,-0.14950712,0.004019899,0.7240063,20.64516,0.8102093,,18.42259,15.905632,16.162596,13.353546,17.60202531229772,4.418239,25.50619912147522,16.543592,17.787697,8.2566595,15.897201,16.543592,7.488772,-0.015062486,13.156388,1940,0.11,,78.5903,0.99998283
98,15.686976,-0.15237404,0.0018078231,0.3810075,20.13776,0.7421485,,18.412374,15.9045315,15.565973,12.936848,17.511433267876324,4.098255,25.89195489883423,16.543592,17.746712,8.874862,15.797834,16.543592,8.073481,-0.015355796,12.06428,1960,0.11,,72.73055,0.99998283
99,15.729236,-0.14448212,0.0150982095,3.0566835,19.811255,0.86097187,,18.40224,15.905105,20.13933,14.117819,17.67405669962505,5.6194253,26.2591335773468,16.543592,15.168137,5.194182,15.961281,16.543592,5.8880014,-0.014549001,13.923253,1980,0.11,,85.23621,0.99998283
100,15.702217,-0.14249715,0.024476891,3.3953192,19.992893,0.90426177,,18.392342,15.910642,13.172638,14.3530655,18.198798955047046,6.1507077,26.637667179107666,16.543592,14.701752,4.31205,16.458868,16.543592,5.379411,-0.014346372,14.6134815,2000,0.11,,90.42618,0.99998283
101,15.644228,-0.14046878,0.03910792,3.3294,20.301655,0.94808406,,18.382637,15.917869,9.946784,14.538606,18.386173053273676,6.675199,27.01163673400879,16.640465,14.345114,3.585659,16.640465,16.640465,4.985759,-0.014139433,15.315897,2020,0.11,,95.75649,0.99998283
102,15.628207,-0.13838294,0.06163886,2.994876,20.556389,0.987695,,18.37317,15.922289,14.067063,14.7463255,18.096826754088188,7.204414,27.405469179153442,16.640465,13.983773,3.0663624,16.368664,16.640465,4.619519,-0.013926758,15.936871,2040,0.11,,100.74489,0.99998283
103,15.636192,-0.13710123,0.080703646,1.1517813,20.473259,0.99703044,,18.36402,15.925259,16.467375,14.876939,17.955529094661674,7.5612884,27.814030647277832,16.640465,13.581566,2.7712052,16.22823,16.640465,4.4014893,-0.013796131,16.07177,2060,0.11,,102.69414,0.99998283
104,15.64919,-0.13602422,0.10052949,2.4138424,20.6223,1.0178714,,18.35514,15.924894,16.994635,14.994355,17.601065142386418,7.860225,28.312782526016235,16.640465,13.467633,2.5638404,15.887249,16.640465,4.2340937,-0.013686403,16.388205,2080,0.11,,105.85863,0.99998283
105,15.567541,-0.13512015,0.12034214,0.63692814,20.513666,1.0195671,,18.346539,15.924889,7.061784,14.984083,17.621604936151567,8.095712,28.78308939933777,16.640465,13.223612,2.4554071,15.924392,16.640465,4.1109333,-0.013594323,16.402733,2100,0.11,,107.05455,0.99998283
106,15.565215,-0.13435021,0.13983464,1.1753532,20.490025,1.0257473,,18.338205,15.92292,15.304489,15.045104,17.412663862947955,8.316091,29.2623450756073,16.640465,13.074559,2.3571343,15.716415,16.640465,4.001992,-0.013515917,16.488033,2120,0.11,,108.72922,0.99998283
107,15.561818,-0.13347796,0.1647749,2.0321126,20.644217,1.0423459,,18.330133,15.926281,15.178646,15.113628,18.024369206839587,8.541002,29.639660835266113,16.640465,13.058305,2.2493608,16.282476,16.640465,3.896607,-0.013427118,16.74761,2140,0.11,,111.531006,0.99998283
108,15.543788,-0.1324509,0.19831228,1.6780821,20.757465,1.0564235,,18.322369,15.932059,13.575125,15.169854,18.307009243284035,8.782816,30.06758165359497,16.640465,12.990565,2.1348372,16.550156,16.640465,3.7893233,-0.013322579,16.968142,2160,0.11,,114.09374,0.99998283
109,15.5299635,-0.13143438,0.23655781,1.8993993,20.888842,1.0709549,,18.314987,15.934642,13.98305,15.223707,17.94872420385289,8.999227,30.454370737075806,16.640465,12.971569,2.0464535,16.213627,16.640465,3.698199,-0.013219147,17.190643,2180,0.11,,116.734085,0.99998283
110,15.552898,-0.13031594,0.2846675,1.774226,21.0187,1.0847349,,18.308023,15.940339,17.98427,15.312522,18.307854015414343,9.210775,30.849358320236206,16.640465,12.954484,1.94611,16.561312,16.640465,3.6132603,-0.013105374,17.40544,2200,0.11,,119.32085,0.99998283
111,15.586384,-0.12895547,0.35195082,1.6726737,21.13996,1.0983688,,18.301558,15.943493,19.187386,15.41434,18.02156762357843,9.428141,31.264540672302246,16.640465,12.931386,1.8361584,16.290356,16.640465,3.5299568,-0.012967024,17.610003,2220,0.11,,121.91893,0.99998283
112,15.570433,-0.12764809,0.42645144,1.0055889,21.133224,1.1033646,,18.295753,15.942164,13.703768,15.449716,17.502764274030454,9.612248,31.65077495574951,16.640465,12.856183,1.7696128,15.794825,16.640465,3.462346,-0.012834119,17.67088,2240,0.11,,123.57683,0.99998283
113,15.559024,-0.12593405,0.53781986,1.603878,21.244152,1.1156815,,18.290667,15.944092,14.179801,15.497362,17.893058151587116,9.800546,32.02673840522766,16.640465,12.863774,1.7085295,16.159952,16.640465,3.3958242,-0.012659945,17.848328,2260,0.11,,126.072014,0.99998283
114,15.523266,-0.12635046,0.51196337,1.5560211,21.218863,1.1142688,,18.286604,15.945969,11.369122,15.453226,17.888635574097464,9.829286,32.425042390823364,16.640465,12.923283,1.702794,16.15808,16.640465,3.385895,-0.012702253,17.832968,2280,0.11,,127.026634,0.99998283
115,15.524993,-0.12288786,0.7731868,1.4634538,21.308508,1.1270947,,18.28235,15.949174,15.609529,15.530335,18.0487158295562,10.058849,32.807950019836426,16.640465,12.885757,1.665344,16.314615,16.640465,3.3086221,-0.012350585,17.999886,2300,0.11,,129.61589,0.99998283
116,15.467245,-0.118240625,1.17807,1.1931441,21.019428,1.1144372,,18.280394,15.9468,8.701033,15.478519,17.357018930045047,10.1536,33.205915212631226,16.640465,12.731911,1.5697768,15.673777,16.640465,3.2777467,-0.011879073,17.741682,2320,0.11,,129.27472,0.99998283
117,15.49644,-0.11943459,1.0713221,0.37707782,20.96378,1.1108192,,18.281914,15.950403,18.7704,15.506121,18.1060568757664,10.194688,33.603697538375854,16.640465,12.748389,1.5913374,16.368263,16.640465,3.2645364,-0.012000162,17.699244,2340,0.11,,129.96585,0.9999989
118,15.44875,-0.121041544,0.9295229,1.5358806,21.053276,1.1162755,,18.282518,15.949522,9.759779,15.462564,17.550131820876775,10.242527,34.00885486602783,16.640465,12.860159,1.6232175,15.846468,16.640465,3.2492888,-0.012163191,17.803988,2360,0.11,,131.72052,0.9999989
119,15.491781,-0.12615347,0.52758247,1.3224671,21.038456,1.1081303,,18.281925,15.953546,20.45492,15.430824,18.166209197356583,10.093879,34.48383283615112,16.640465,13.064107,1.6639295,16.428387,16.640465,3.29714,-0.012682236,17.741316,2380,0.11,,131.86751,0.9999989
120,15.523549,-0.12750122,0.4429592,1.6197274,20.984776,1.1026207,,18.27798,15.954175,19.197678,15.425747,17.75211094216924,10.0401125,34.91069746017456,16.640465,13.178586,1.7055471,16.028961,16.640465,3.3147964,-0.012819193,17.66998,2400,0.11,,132.31448,0.9999989
121,15.538601,-0.12556423,0.57318693,1.1909636,21.011711,1.1101098,,18.273367,15.952129,17.243906,15.497155,17.390977199557064,10.243121,35.33463907241821,16.640465,13.113511,1.6381576,15.706719,16.640465,3.2491004,-0.012622376,17.762611,2420,0.11,,134.32329,0.9999989
122,15.53993,-0.12332428,0.7469852,1.0685182,21.001812,1.1143876,,18.269863,15.952241,15.592346,15.540559,17.682730801009924,10.405547,35.74348163604736,16.640465,13.065656,1.6078722,15.965646,16.640465,3.1983836,-0.012394891,17.803429,2440,0.11,,135.95529,0.9999989
123,15.534276,-0.12067904,0.9753847,0.80643284,20.886465,1.1109833,,18.267803,15.953368,14.7316885,15.552141,17.81214832572447,10.507193,36.16061186790466,16.640465,13.005466,1.577671,16.09089,16.640465,3.1674428,-0.012126409,17.719023,2460,0.11,,136.65094,0.9999989
124,15.4912615,-0.12414388,0.68307984,1.4867282,20.937248,1.1108423,,18.267605,15.955695,10.091071,15.481378,17.97326871734454,10.477794,36.584160804748535,16.640465,13.146321,1.5947101,16.24193,16.640465,3.1763299,-0.012478112,17.760918,2480,0.11,,137.74445,0.9999989
125,15.483068,-0.13103856,0.26509747,1.4554535,20.593958,1.0719026,,18.265066,15.955015,14.357858,15.2494135,17.557916368834388,9.863495,37.02268838882446,16.640465,13.584213,1.901478,15.870756,16.640465,3.3741517,-0.013178878,17.219807,2500,0.11,,133.98782,0.9999989
126,15.503765,-0.12922662,0.3527647,1.2338088,20.679688,1.0847659,,18.259216,15.95945,18.020914,15.353471,18.26624212768875,10.1717615,37.45114731788635,16.640465,13.437251,1.7558348,16.513792,16.640465,3.2718945,-0.012994594,17.407793,2520,0.11,,136.68051,0.9999989
127,15.47305,-0.12751256,0.45295796,1.1479564,20.709276,1.0928117,,18.254107,15.957481,11.519909,15.384585,17.405635754334064,10.408161,37.89313769340515,16.640465,13.334448,1.65185,15.709473,16.640465,3.19758,-0.0128203435,17.511696,2540,0.11,,138.78708,0.9999989
128,15.462018,-0.12391438,0.71374416,1.3469683,20.813358,1.1074237,,18.249825,15.956584,13.969571,15.45839,17.54689696290777,10.686203,38.378952741622925,16.640465,13.264789,1.5663762,15.842558,16.640465,3.114383,-0.012454806,17.698975,2560,0.11,,141.75023,0.9999989
129,15.460937,-0.13366136,0.17324477,2.0285459,20.467403,1.0560541,,18.247602,15.959425,15.216534,15.105925,18.057826559313103,9.600808,38.88934373855591,16.640465,14.189533,2.094041,16.32308,16.640465,3.4664717,-0.013445786,17.00093,2580,0.11,,136.23099,0.9999989
130,15.401076,-0.13150601,0.25170836,1.2641902,20.497934,1.0694443,,18.241222,15.961719,7.6253366,15.164301,17.979711255825592,10.059378,39.496917724609375,16.640465,13.820711,1.8876309,16.25772,16.640465,3.3084483,-0.013226434,17.189486,2600,0.11,,139.02776,0.9999989
131,15.425459,-0.12911075,0.36748743,1.6157993,20.621918,1.0866194,,18.235495,15.964771,18.527344,15.295451,18.102782557640896,10.45302,40.07711386680603,16.640465,13.6178,1.7341313,16.361546,16.640465,3.183858,-0.012982813,17.43806,2620,0.11,,142.34714,0.9999989
132,15.424313,-0.12645414,0.534165,1.5811868,20.70665,1.0999912,,18.230692,15.961073,15.189235,15.378542,17.146622343487852,10.753993,40.68848943710327,16.640465,13.501853,1.5811868,15.476513,16.640465,3.094751,-0.012712786,17.611898,2640,0.11,,145.19884,0.9999989
133,15.4353485,-0.122669734,0.8360414,1.206794,20.684074,1.1049744,,18.227182,15.962535,16.793577,15.447867,17.89333440635232,10.958451,41.276878118515015,16.640465,13.410799,1.5827029,16.155622,16.640465,3.0370104,-0.012328442,17.647064,2660,0.11,,146.9616,0.9999989
134,15.417142,-0.12482087,0.65792966,1.4713886,20.718376,1.1054298,,18.225958,15.961214,12.891858,15.408477,17.484735291167365,10.94661,41.866984605789185,16.640465,13.531823,1.5875797,15.7852955,16.640465,3.0402954,-0.012546866,17.678082,2680,0.11,,148.1276,0.9999989
135,15.449394,-0.12168448,0.9272563,1.0227287,20.593851,1.1019834,,18.223421,15.961026,19.667162,15.466553,17.645784792287635,11.063105,42.54484295845032,16.640465,13.447198,1.5492971,15.935971,16.640465,3.0082812,-0.012228438,17.58557,2700,0.11,,148.76776,0.9999989
136,15.478725,-0.12526347,0.62562406,1.3800013,20.632114,1.1006448,,18.222885,15.964966,19.33764,15.461739,18.241191311185883,11.019342,43.120094776153564,16.640465,13.584086,1.5713615,16.496786,16.640465,3.0202284,-0.012591823,17.611885,2720,0.11,,149.6877,0.9999989
137,15.498544,-0.1263136,0.5497575,0.7612476,20.529568,1.0931247,,18.22015,15.964405,18.094715,15.457213,17.59527974500871,10.998517,43.74366641044617,16.640465,13.616207,1.5506186,15.888294,16.640465,3.025947,-0.012698504,17.50362,2740,0.11,,149.75809,0.9999989
138,15.485337,-0.1319668,0.23904061,0.9756359,20.188166,1.0553538,,18.21688,15.9641075,13.584129,15.236165,17.638603295868297,10.333343,44.25674819946289,16.640465,14.094067,1.890279,15.923349,16.640465,3.2207322,-0.013273317,16.967434,2760,0.11,,145.63882,0.9999989
139,15.482478,-0.13039604,0.30965793,1.6104734,20.296036,1.0692075,,18.211391,15.965637,15.033937,15.310543,17.917061037773728,10.649661,44.72493934631348,16.640465,13.955359,1.7655132,16.176792,16.640465,3.1250694,-0.013113518,17.170967,2780,0.11,,148.61984,0.9999989
140,15.470909,-0.12888356,0.3911667,1.3764853,20.37001,1.0796582,,18.20645,15.965684,13.795343,15.360446,17.68119041515466,10.906949,45.18064785003662,16.640465,13.858335,1.6629729,15.972014,16.640465,3.051351,-0.012959714,17.318659,2800,0.11,,151.15215,0.9999989
141,15.480687,-0.12733574,0.48879284,1.0812598,20.41289,1.087137,,18.202122,15.966274,16.771173,15.419788,17.77010889639099,11.11778,45.65351939201355,16.640465,13.787494,1.5503051,16.048761,16.640465,2.9934871,-0.012802373,17.419403,2820,0.11,,153.28632,0.9999989
142,15.501949,-0.12558286,0.6163101,0.61829996,20.406103,1.0908701,,18.198515,15.964503,18.41383,15.479578,17.405679049658023,11.283911,46.258368730545044,16.640465,13.727826,1.536871,15.71502,16.640465,2.9494145,-0.012624267,17.456688,2840,0.11,,154.90356,0.9999989
143,15.47424,-0.12227823,0.8982786,1.4351946,20.485788,1.100824,,18.195827,15.963671,11.449842,15.496128,17.546482904155656,11.436654,46.9470317363739,16.640465,13.764326,1.5192862,15.845362,16.640465,2.9100232,-0.0122887,17.575766,2860,0.11,,157.41783,0.9999989
144,15.474893,-0.12565401,0.61294913,1.4825599,20.401016,1.0920554,,18.195122,15.963795,15.468393,15.454946,17.69538633214583,11.373731,47.75658082962036,16.640465,13.826244,1.5247859,15.981516,16.640465,2.9261227,-0.012631495,17.474894,2880,0.11,,157.25598,0.9999989
145,15.488554,-0.119286075,1.18592,0.6253783,20.290651,1.0911878,,18.19245,15.966095,17.364882,15.499862,18.021661646922023,11.476023,48.45939493179321,16.640465,13.787201,1.484457,16.297407,16.640465,2.9000404,-0.0119851,17.390612,2900,0.11,,158.22223,0.9999989
146,15.49402,-0.121128075,1.007624,1.3402219,20.382593,1.0969192,,18.193722,15.968801,16.196507,15.517687,18.09810002911613,11.5709305,49.08087635040283,16.640465,13.840736,1.477184,16.360987,16.640465,2.8762534,-0.012171974,17.50634,2920,0.11,,160.15019,0.9999989
147,15.513164,-0.1269048,0.5223259,0.16728961,20.187492,1.0777156,,18.193773,15.966103,18.212433,15.453647,17.261124502473727,11.390291,49.79423975944519,16.640465,13.908705,1.5185604,15.572421,16.640465,2.921868,-0.012758579,17.265625,2940,0.11,,158.4242,0.9999989
148,15.517628,-0.12469397,0.6920036,1.3285981,20.268208,1.0874332,,18.19054,15.966892,16.097216,15.507733,17.813054439697293,11.585033,50.52637529373169,16.640465,13.892072,1.5124295,16.082813,16.640465,2.8727522,-0.012533978,17.395454,2960,0.11,,160.94011,0.9999989
149,15.532276,-0.12055292,1.0680474,1.3563796,20.26279,1.0915298,,18.18847,15.967479,17.61347,15.5514,17.768252106169243,11.684436,51.27339553833008,16.640465,13.919195,1.4525292,16.054348,16.640465,2.8483129,-0.012113614,17.414478,2980,0.11,,162.63794,0.9999989
150,15.471458,-0.18057987,7.490527e-08,0.36101854,14.647329,0.24656057,,18.188925,15.970169,6.3192506,7.961262,18.10528901342143,3.1403801,52.05360698699951,16.640465,11.776945,8.372099,16.37092,16.640465,10.597739,-0.018256176,4.0495896,3000,0.11,,36.984085,0.9999989
151,15.424435,-0.17982538,1.0462377e-07,8.43666,15.431632,0.3091758,,18.18228,15.972608,9.124085,8.161246,18.085330801235564,3.21265,52.76814913749695,16.640465,14.531786,8.43666,16.338602,16.640465,10.359339,-0.018178219,5.0722933,3020,0.11,,46.685543,0.9999989
152,15.424583,-0.1791169,1.4289222e-07,0.7903427,15.175905,0.31900883,,18.17568,15.976499,16.138996,8.376883,18.30821308588773,3.3474455,53.48837065696716,16.640465,14.4854765,8.265656,16.564047,16.640465,9.942187,-0.018105038,5.2337184,3040,0.11,,48.48934,0.9999989
153,15.365104,-0.1792254,1.3728581e-07,44.70424,26.83543,0.6003832,,18.169123,15.979786,7.0063214,8.367742,18.22415836988946,1.961832,54.275022745132446,16.640465,46.822884,44.70424,16.479282,16.640465,16.96421,-0.018116247,9.871219,3060,0.11,,91.858635,0.9999989
154,15.334278,-0.17936587,1.3008712e-07,7.8115544,23.93118,0.5764311,,18.162607,15.98442,11.054321,8.366364,18.449027585839048,2.3115773,55.061408281326294,16.693226,38.402515,35.131638,16.693226,16.693226,14.443147,-0.018130753,9.488032,3080,0.11,,88.770386,0.9999989
155,15.329022,-0.17960598,1.1806696e-07,19.526085,23.357922,0.64831954,,18.156136,15.988012,14.967408,8.373285,18.290370968219946,2.6335866,55.84079122543335,16.693226,38.15691,29.226486,16.541218,16.693226,12.67718,-0.018155556,10.680741,3100,0.11,,100.48953,0.9999989
156,15.315442,-0.17998292,1.0096577e-07,12.790384,22.598824,0.6740586,,18.149704,15.990959,13.586642,8.337141,18.199264314953638,2.9039521,56.62182903289795,16.693226,36.210358,25.328598,16.447744,16.693226,11.4969015,-0.018194497,11.101921,3120,0.11,,105.153145,0.9999989
157,15.279418,-0.1804189,8.40937e-08,19.523197,23.20306,0.74563015,,18.143314,15.995065,10.007399,8.267388,18.39527579028407,3.0623593,57.394707679748535,16.693226,38.226715,22.51318,16.635506,16.693226,10.9022,-0.018239541,12.30086,3140,0.11,,117.063934,0.9999989
158,15.258241,-0.18094115,6.738675e-08,16.646875,23.435385,0.79335755,,18.136965,15.999104,12.212137,8.191233,18.391946807237403,3.2309275,58.180582761764526,16.693226,38.797062,20.431667,16.63335,16.693226,10.333396,-0.018293511,13.101989,3160,0.11,,125.350494,0.9999989
159,15.273373,-0.1815474,5.197104e-08,15.910651,23.661243,0.8344766,,18.130655,16.002228,17.896017,8.131478,18.24978906073748,3.3783677,58.979389667510986,16.693226,39.27393,18.845453,16.495863,16.693226,9.882421,-0.018356174,13.778824,3180,0.11,,132.68178,0.9999989
160,15.253777,-0.18236718,3.6398077e-08,14.226814,23.752052,0.862718,,18.124386,16.004784,12.329235,7.9868684,18.147014725499286,3.5086024,59.70914149284363,16.693226,39.341843,17.731375,16.411037,16.693226,9.515598,-0.01844093,14.236453,3200,0.11,,138.03488,0.9999989
161,15.239918,-0.18285118,2.9527436e-08,16.578543,24.306435,0.9069845,,18.118156,16.010149,13.185078,7.9256454,18.639028662158786,3.6269288,60.40330719947815,16.868723,40.2612,16.578543,16.868723,16.868723,9.301931,-0.018490981,15.004503,3220,0.11,,146.0245,0.9999989
162,15.204938,-0.18344846,2.2741695e-08,2.7307224,23.444014,0.86529934,,18.111963,16.01183,9.692783,7.8058925,18.0108213383097,3.693915,60.99810791015625,16.868723,37.94849,15.687659,16.282452,16.868723,9.133249,-0.018552763,14.310764,3240,0.11,,140.1785,0.9999989
163,15.218259,-0.18431294,1.549681e-08,7.466608,23.047497,0.85685796,,18.10581,16.014313,17.533934,7.678668,18.161754153415895,3.7990487,61.813777923583984,16.868723,36.7639,15.153408,16.416489,16.868723,8.880499,-0.018642204,14.166997,3260,0.11,,139.66785,0.9999989
164,15.210961,-0.18490624,1.190927e-08,14.186304,23.442677,0.8923481,,18.099693,16.0193,14.185757,7.597159,18.60060369363228,3.89458,62.56216835975647,16.868723,37.576607,14.439833,16.832397,16.868723,8.662666,-0.018703608,14.780011,3280,0.11,,146.3451,0.9999989
