ReturnMax,Iteration,LQGmu01,ReturnMean,DenMISELogLast,IWMax,LQGmu1,IWMin,URet,ReturnStepMax,ReturnMin,DenMISEMeanLog,DenMISELogFirst,TimestepsSoFar,LQGsigma,Bound,TimeElapsed,IWLastEpisode,target_sum_log_mean,ReturnAbsMax,ReturnLastEpisode,MISE,IWFirstEpisode,IWMean
14.387457,12,0.05646425,10.742536,-11.133329,2.667104,0.5646425,,7.09883912622737,0.99494565,,-11.5572,-11.695247,240,0.4559011,2.3421214,1.4926886558532715,1.7248454,-138.29205,14.387457,6.4757876,2.3421214,,0.3659958
14.387457,13,0.056460675,10.372277,-11.68987,2.3671253,0.5646067,,6.530236898637101,0.99494565,,-11.615523,-11.77529,260,0.45589945,2.092785,1.725365161895752,0.26566818,-128.6435,14.387457,5.9291735,2.092785,,0.32843667
14.387457,14,0.056456562,10.041061,-11.839823,2.1598744,0.5645656,,6.278775731937854,0.99494565,,-11.678494,-11.849398,280,0.455897,1.8349541,1.9585762023925781,0.026540266,-120.54724,14.387457,5.7352643,1.8349541,,0.28826213
14.387457,15,0.056450125,9.76494,-11.0302,2.0097694,0.5645012,,6.475311104710239,0.99494565,,-11.681574,-11.91839,300,0.45589048,2.2086828,2.201446771621704,1.4645861,-113.20402,14.387457,5.899238,2.2086828,,0.3542357
14.387457,16,0.056442436,9.531544,-11.493818,1.8960403,0.56442434,,6.632177789631818,0.99494565,,-11.709311,-11.982929,320,0.45588082,2.3304238,2.452561378479004,0.88265514,-106.83721,14.387457,6.030588,2.3304238,,0.37569898
14.387457,17,0.056436,9.336925,-10.410104,1.8055412,0.56435996,,6.849565635605545,0.99494565,,-11.66878,-12.043553,340,0.45587265,2.7691965,2.701742172241211,1.7180438,-101.1193,14.387457,6.223044,2.7691965,,0.44626763
14.387457,18,0.056428846,9.158536,-12.0878105,1.7329178,0.56428844,,6.73821151131725,0.99494565,,-11.722256,-12.100712,360,0.45586368,2.5618045,2.952289342880249,0.025722457,-96.36177,14.387457,6.125923,2.5618045,,0.41299576
14.387457,19,0.056422945,9.029482,-11.928265,1.6722606,0.5642294,,7.358686732587399,0.99494565,,-11.763388,-12.154779,380,0.455858,2.5181925,3.248806953430176,0.3965945,-91.954475,14.387457,6.706485,2.5181925,,0.40438634
14.387457,20,0.056416687,8.887657,-12.056387,1.6216764,0.56416684,,6.792108854546507,0.99494565,,-11.807215,-12.206073,400,0.45585227,2.4373226,3.591599941253662,0.25416395,-88.015465,14.387457,6.193002,2.4373226,,0.39148316
14.387457,21,0.056410965,8.762541,-11.41525,1.578413,0.5641096,,6.875093067924774,0.99494565,,-11.816931,-12.254863,420,0.45584738,2.596475,3.8834846019744873,1.00342,-84.356575,14.387457,6.2601986,2.596475,,0.41679597
14.387457,22,0.056404885,8.620016,-12.30044,1.5414507,0.5640488,,6.1784742224489,0.99494565,,-11.864884,-12.301383,440,0.4558425,2.4607275,4.2134997844696045,0.0015554149,-81.363785,14.387457,5.626998,2.4607275,,0.39501655
14.387457,23,0.05639666,8.499017,-11.11848,1.5106708,0.5639666,,6.420918330907364,0.99494565,,-11.858218,-12.345835,460,0.4558319,2.6302037,4.544423818588257,1.1407698,-78.29052,14.387457,5.837036,2.6302037,,0.42533866
14.387457,24,0.056386467,8.381065,-12.105838,1.4849116,0.56386465,,6.211855034290286,0.99494565,,-11.892028,-12.388394,480,0.45581642,2.5986204,4.873363018035889,0.3804338,-75.55799,14.387457,5.668185,2.5986204,,0.42151988
14.387457,25,0.056370553,8.276321,-11.144854,1.4660604,0.5637055,,6.331453403510551,0.99494565,,-11.884845,-12.429216,500,0.45575938,2.7410583,5.219635009765625,1.0928313,-72.964455,14.387457,5.7624702,2.7410583,,0.44743383
14.387457,26,0.056360897,8.20643,-10.645287,1.4454981,0.56360894,,7.084464262878365,0.99494565,,-11.858038,-12.468437,520,0.45574307,2.958121,5.536803960800171,1.3307946,-70.54423,14.387457,6.459147,2.958121,,0.4800644
14.387457,27,0.05635303,8.136019,-10.722545,1.4262044,0.56353027,,6.92785935973548,0.99494565,,-11.834913,-12.506177,540,0.45573166,3.1374745,5.815181493759155,1.2769073,-68.30929,14.387457,6.305332,3.1374745,,0.50807536
14.387457,28,0.056344982,8.0663395,-11.557754,1.409035,0.5634498,,6.752191470635623,0.99494565,,-11.842302,-12.542545,560,0.45571944,3.2209733,6.105010986328125,0.92872983,-66.27501,14.387457,6.184997,3.2209733,,0.52154845
14.387457,29,0.056337114,8.000048,-11.23572,1.3934854,0.5633711,,6.7818849576455555,0.99494565,,-11.837624,-12.577637,580,0.45570803,3.3315141,6.372848272323608,1.080867,-64.36478,14.387457,6.1438823,3.3315141,,0.539642
14.387457,30,0.056328353,7.9332104,-11.869468,1.3799329,0.5632835,,6.56646740008498,0.99494565,,-11.853799,-12.611538,600,0.45569336,3.3616288,6.638592004776001,0.7368336,-62.615135,14.387457,5.9949055,3.3616288,,0.54522246
14.387457,31,0.056319054,7.879711,-12.643057,1.3679268,0.5631905,,6.883080558615111,0.99494565,,-11.893706,-12.644327,620,0.45567787,3.2497756,6.909575462341309,0.001844837,-61.196014,14.387457,6.2747374,3.2497756,,0.52707106
14.387457,32,0.056310114,7.82576,-8.979608,1.3673503,0.5631011,,6.78037743408307,0.99494565,,-11.817201,-12.676076,640,0.45566076,3.408152,7.1782495975494385,1.3673503,-59.54535,14.387457,6.153275,3.408152,,0.5528358
14.387457,33,0.056299884,7.7691875,-10.679986,1.3534775,0.56299883,,6.540249013454002,0.99494565,,-11.796102,-12.706848,660,0.45563388,3.5109584,7.474689245223999,1.1652882,-58.051277,14.387457,5.9588757,3.5109584,,0.57067114
14.387457,34,0.05628969,7.7257214,-12.359364,1.3406374,0.5628969,,6.899852123814788,0.99494565,,-11.825127,-12.736701,680,0.45560944,3.4842641,7.759944200515747,0.44120616,-56.7227,14.387457,6.2913427,3.4842641,,0.5660112
14.387457,35,0.056279678,7.686453,-12.511178,1.3311868,0.5627968,,6.955083756786307,0.99494565,,-11.856961,-12.765689,700,0.45558745,3.4391263,8.069896459579468,0.3155899,-55.483658,14.387457,6.3513203,3.4391263,,0.55836
14.387457,36,0.05626876,7.6386957,-12.121623,1.3244324,0.5626876,,6.573563094606427,0.99494565,,-11.876417,-12.7938595,720,0.45556137,3.448906,8.447681903839111,0.63921916,-54.28254,14.387457,5.967206,3.448906,,0.560456
14.387457,37,0.056257416,7.6041093,-12.799187,1.3184551,0.56257415,,6.976982664308279,0.99494565,,-11.913079,-12.821259,740,0.4555345,3.361652,8.775307655334473,0.030446418,-53.24663,14.387457,6.3590026,3.361652,,0.5462057
14.387457,38,0.056245435,7.5485325,-12.818496,1.3133099,0.56245434,,6.057721662689628,0.99494565,,-11.948692,-12.847926,760,0.45550516,3.2794454,9.100774049758911,0.033788163,-52.26256,14.387457,5.4922123,3.2794454,,0.53289557
14.387457,39,0.056233454,7.5054355,-7.078685,1.3092794,0.56233454,,6.4367319068933835,0.99494565,,-11.835645,-12.873902,780,0.45543838,3.3817427,9.43916130065918,1.2221062,-51.09641,14.387457,5.8677096,3.3817427,,0.55092865
14.387457,40,0.0562238,7.469477,-9.417749,1.304833,0.562238,,6.6681040458749745,0.99494565,,-11.786287,-12.8992195,800,0.4553594,3.4861495,9.776107788085938,1.2388929,-50.05139,14.387457,6.0671096,3.4861495,,0.5682539
14.387457,41,0.056213833,7.445955,-12.917649,1.3009527,0.5621383,,7.108112552722658,0.99494565,,-11.824287,-12.923912,820,0.45527768,3.402812,10.194904327392578,0.008746277,-49.26365,14.387457,6.5050797,3.402812,,0.5546102
14.387457,42,0.05620671,7.4139123,-8.847493,1.2962725,0.5620671,,6.700868356826163,0.99494565,,-11.763893,-12.94801,840,0.4551914,3.5038369,10.587380409240723,1.2497497,-48.30202,14.387457,6.1001506,3.5038369,,0.5712224
14.387457,43,0.056207426,7.3792014,-8.574667,1.2887216,0.56207424,,6.525427451430593,0.99494565,,-11.699584,-12.97154,860,0.45509943,3.5878565,10.998560190200806,1.2041912,-47.38863,14.387457,5.9213295,3.5878565,,0.58592194
14.387457,44,0.056198485,7.3592944,-11.152401,1.2852603,0.56198484,,7.1561261488422145,0.99494565,,-11.696458,-12.99453,880,0.45503363,3.6771934,11.3235342502594,1.1653337,-46.562416,14.387457,6.5032883,3.6771934,,0.5988233
14.387457,45,0.056189556,7.3248754,-12.915755,1.2821605,0.56189555,,6.344698066255342,0.99494565,,-11.732376,-13.017003,900,0.45496285,3.6092625,11.664232730865479,0.11105824,-45.864975,14.387457,5.8104463,3.6092625,,0.5878464
14.387457,46,0.05617972,7.301624,-11.721078,1.2795624,0.5617972,,6.85524305275894,0.99494565,,-11.740997,-13.038981,920,0.45489955,3.6587849,11.998398303985596,0.9430404,-45.123558,14.387457,6.2552967,3.6587849,,0.5954751
14.387457,47,0.056170553,7.2773504,-9.5456505,1.2768989,0.5617055,,6.768285684432662,0.99494565,,-11.7028055,-13.060488,940,0.4548369,3.741211,12.306223630905151,1.2205932,-44.362423,14.387457,6.1607947,3.741211,,0.60877436
14.387457,48,0.056161612,7.25493,-9.622206,1.2743015,0.5616161,,6.807333523009399,0.99494565,,-11.66753,-13.081541,960,0.45477754,3.8212364,12.645793676376343,1.2245107,-43.63429,14.387457,6.2011538,3.8212364,,0.62152225
14.387457,49,0.05615267,7.23593,-8.760768,1.2900114,0.5615267,,6.957818224421187,0.99494565,,-11.615858,-13.10216,980,0.4547312,3.9087837,12.962120294570923,1.2900114,-42.915462,14.387457,6.3239393,3.9087837,,0.63496774
14.387457,50,0.056143552,7.2092137,-13.080564,1.2867186,0.5614355,,6.496349055281025,0.99494565,,-11.652387,-13.122363,1000,0.4546824,3.8351269,13.304002285003662,0.047222804,-42.378048,14.387457,5.9001255,3.8351269,,0.6230017
14.387457,51,0.056134254,7.1741004,-13.101864,1.2837781,0.56134254,,5.9548112103860795,0.99494565,,-11.688132,-13.142166,1020,0.45463037,3.7634816,13.689258098602295,0.039105907,-41.866154,14.387457,5.4184375,3.7634816,,0.611415
14.387457,52,0.056124777,7.152557,-13.000408,1.2811546,0.56124777,,6.655560188429973,0.99494565,,-11.720774,-13.161584,1040,0.45457593,3.711478,14.018049240112305,0.1773036,-41.343285,14.387457,6.0538273,3.711478,,0.60298294
14.387457,53,0.056116015,7.127469,-12.486611,1.2787817,0.56116015,,6.369656131096834,0.99494565,,-11.742648,-13.180633,1060,0.45450845,3.7022548,14.377811670303345,0.5486586,-40.811375,14.387457,5.8229218,3.7022548,,0.6020104
14.387457,54,0.056108326,7.1038966,-12.665478,1.2764934,0.56108326,,6.4179024917131375,0.99494565,,-11.76704,-13.199325,1080,0.45442986,3.6843991,14.81221866607666,0.4570647,-40.308147,14.387457,5.8545446,3.6843991,,0.5994911
14.387457,55,0.05609992,7.0875897,-12.600374,1.2745738,0.5609992,,6.823887111284607,0.99494565,,-11.78941,-13.217673,1100,0.4543524,3.6831398,15.14107060432434,0.5686499,-39.817455,14.387457,6.207013,3.6831398,,0.5991583
14.387457,56,0.05609263,7.066607,-12.757866,1.2726632,0.5609263,,6.492587170840768,0.99494565,,-11.813797,-13.235692,1120,0.4542656,3.6645458,15.474075317382812,0.42441958,-39.354256,14.387457,5.912559,3.6645458,,0.59640515
14.387457,57,0.056086015,7.05,-10.604182,1.2707034,0.56086016,,6.746806894016553,0.99494565,,-11.799595,-13.253391,1140,0.45417798,3.7231724,15.800187110900879,1.1196554,-38.85316,14.387457,6.120029,3.7231724,,0.6060138
14.387457,58,0.056080647,7.034087,-9.957921,1.2685168,0.56080645,,6.735004961475033,0.99494565,,-11.774576,-13.270783,1160,0.45408946,3.7835412,16.128912925720215,1.1553259,-38.35865,14.387457,6.1270294,3.7835412,,0.61589205
14.387457,59,0.056075282,7.0194197,-13.247151,1.2665282,0.5607528,,6.7652759241667795,0.99494565,,-11.80599,-13.287878,1180,0.45399854,3.7267628,16.488009452819824,0.047471873,-37.991024,14.387457,6.1686883,3.7267628,,0.6066437
14.387457,60,0.056065973,7.0093637,-10.86527,1.2654295,0.5606597,,7.046479651007525,0.99494565,,-11.796812,-13.304685,1200,0.45392817,3.7940247,16.88171648979187,1.1913283,-37.537247,14.387457,6.416065,3.7940247,,0.6166797
14.387457,61,0.056056138,6.9969854,-11.115347,1.2644476,0.56056136,,6.869054315765779,0.99494565,,-11.791874,-13.321215,1220,0.45386404,3.8465462,17.28977942466736,1.0995952,-37.102657,14.387457,6.2542887,3.8465462,,0.62488264
14.387457,62,0.056046125,6.9833865,-12.155792,1.2636447,0.5604612,,6.7543000119544025,0.99494565,,-11.803746,-13.337475,1240,0.45379847,3.8682077,17.723183155059814,0.82229364,-36.703575,14.387457,6.1538963,3.8682077,,0.6283694
14.387457,63,0.056038614,6.964374,-11.965231,1.2626088,0.5603861,,6.365099494197679,0.99494565,,-11.812161,-13.353476,1260,0.45371357,3.8813107,18.081544876098633,0.78211594,-36.31864,14.387457,5.7855716,3.8813107,,0.631227
14.387457,64,0.056032818,6.9512196,-8.842829,1.2611828,0.5603282,,6.730298498385034,0.99494565,,-11.771482,-13.369224,1280,0.453627,3.9352174,18.41941547393799,1.1703701,-35.892014,14.387457,6.1225038,3.9352174,,0.64006674
14.387457,65,0.056035142,6.929065,-11.99132,1.2575928,0.56035143,,6.0414651216210125,0.99494565,,-11.78036,-13.3847275,1300,0.4535321,3.9364443,18.79070281982422,0.7011136,-35.540882,14.387457,5.511183,3.9364443,,0.64143777
14.387457,66,0.05604254,6.9125977,-8.309107,1.252236,0.5604254,,6.435631449498496,0.99494565,,-11.733156,-13.399995,1320,0.45345426,3.974284,19.137001752853394,1.0750301,-35.139526,14.387457,5.8421826,3.974284,,0.6484877
14.387457,67,0.05605023,6.9005885,-13.187725,1.2470055,0.5605023,,6.714839217818371,0.99494565,,-11.760074,-13.415033,1340,0.4533748,3.9390304,19.47947669029236,0.23308808,-34.84606,14.387457,6.1079874,3.9390304,,0.6428509
14.387457,68,0.056058116,6.886557,-13.429792,1.2419058,0.56058115,,6.5460259736101225,0.99494565,,-11.789842,-13.429848,1360,0.45329455,3.8842127,19.83281373977661,5.8185356e-05,-34.687,14.387457,5.946484,3.8842127,,0.6340071
14.387457,69,0.056068845,6.8667364,-11.836192,1.2355585,0.56068844,,6.056965937351658,0.99494565,,-11.795778,-13.444447,1380,0.45323864,3.8926506,20.176747798919678,0.77734345,-34.37117,14.387457,5.518875,3.8926506,,0.6366255
14.387457,70,0.056079753,6.854331,-11.80176,1.2291967,0.5607975,,6.582719095014188,0.99494565,,-11.801017,-13.458836,1400,0.45318913,3.9178536,20.52277112007141,0.9051245,-34.06107,14.387457,5.99837,3.9178536,,0.6411292
14.387457,71,0.056087263,6.8506904,-10.47905,1.2288637,0.5608726,,7.242555192151685,0.99494565,,-11.7874155,-13.473021,1420,0.4531065,3.9809282,20.866387605667114,1.2288637,-33.737957,14.387457,6.5958657,3.9809282,,0.6501784
14.387457,72,0.05609352,6.8429747,-12.580732,1.2210299,0.5609352,,6.896291127818415,0.99494565,,-11.803258,-13.487006,1440,0.4530169,3.990709,21.218109846115112,0.70571077,-33.460728,14.387457,6.2951746,3.990709,,0.6515965
14.387457,73,0.056103356,6.8285937,-10.345389,1.2158462,0.56103355,,6.35579771575817,0.99494565,,-11.788026,-13.5008,1460,0.45294806,4.021268,21.574692487716675,1.0355376,-33.155365,14.387457,5.7931566,4.021268,,0.65748364
14.387457,74,0.056113727,6.816115,-9.162877,1.2103151,0.56113726,,6.491095695899227,0.99494565,,-11.757148,-13.514405,1480,0.4528938,4.0585456,21.927177906036377,1.1090198,-32.84027,14.387457,5.905143,4.0585456,,0.6642318
14.387457,75,0.056124277,6.806141,-12.050992,1.2048517,0.56124276,,6.6859224950576035,0.99494565,,-11.7655115,-13.527828,1500,0.45284036,4.0788083,22.28396439552307,0.8769547,-32.575195,14.387457,6.0680656,4.0788083,,0.6677645
14.387457,76,0.05613465,6.7924466,-10.876182,1.1992941,0.5613465,,6.362027489438294,0.99494565,,-11.758151,-13.541074,1520,0.45279986,4.1055546,22.649635076522827,1.0184015,-32.298454,14.387457,5.7653604,4.1055546,,0.6730263
14.387457,77,0.0561452,6.781589,-13.55354,1.1938144,0.561452,,6.558459343550583,0.99494565,,-11.785687,-13.554146,1540,0.4527594,4.0558996,23.035321474075317,0.00063195487,-32.15962,14.387457,5.956475,4.0558996,,0.6650196
14.387457,78,0.056155927,6.7702246,-13.12616,1.1883519,0.56155926,,6.461706345819582,0.99494565,,-11.807138,-13.567049,1560,0.45272133,4.036805,23.542675256729126,0.38836363,-31.936455,14.387457,5.8951435,4.036805,,0.66218704
14.387457,79,0.056166478,6.7601614,-12.302131,1.1829989,0.56166476,,6.5755280587580796,0.99494565,,-11.817652,-13.579788,1580,0.45268652,4.0503864,24.164846181869507,0.805897,-31.69888,14.387457,5.9751654,4.0503864,,0.664746
14.387457,80,0.056177206,6.7508516,-13.561797,1.1777229,0.56177205,,6.643841827840468,0.99494565,,-11.843617,-13.592367,1600,0.4526509,4.0062385,24.62987780570984,0.03259463,-31.523243,14.387457,6.015429,4.0062385,,0.65763366
14.387457,81,0.05618722,6.741515,-7.6971264,1.1726962,0.5618722,,6.596291713598216,0.99494565,,-11.796625,-13.60479,1620,0.45261934,4.04678,25.111626625061035,1.1650798,-31.234722,14.387457,5.9946375,4.04678,,0.6646364
14.387457,82,0.05619759,6.7359676,-11.548425,1.1677623,0.5619759,,6.907014172296871,0.99494565,,-11.797662,-13.61706,1640,0.45258293,4.0780644,25.602165937423706,0.9988239,-31.002626,14.387457,6.286583,4.0780644,,0.6694975
14.387457,83,0.056207605,6.728483,-7.4263887,1.1756144,0.56207603,,6.719416950285476,0.99494565,,-11.748953,-13.629181,1660,0.4525473,4.1192827,26.099915742874146,1.1756144,-30.72431,14.387457,6.1147738,4.1192827,,0.6763236
14.387457,84,0.056217976,6.7249494,-11.714217,1.1763046,0.56217974,,7.0669517587877015,0.99494565,,-11.752369,-13.641157,1680,0.4525016,4.1483636,26.58420443534851,0.9673522,-30.506958,14.387457,6.431657,4.1483636,,0.6805686
14.387457,85,0.056228526,6.716398,-13.090782,1.1811895,0.56228524,,6.5772073642703255,0.99494565,,-11.77185,-13.652991,1700,0.4524571,4.1368113,27.03735041618347,0.4760387,-30.319326,14.387457,5.9979963,4.1368113,,0.67888093
14.387457,86,0.056239076,6.7102833,-11.858217,1.1861598,0.56239074,,6.82168904302444,0.99494565,,-11.776566,-13.664688,1720,0.45240855,4.160268,27.53985095024109,0.93869305,-30.114143,14.387457,6.190538,4.160268,,0.68267256
14.387457,87,0.056249805,6.7000356,-13.6528015,1.1912005,0.56249803,,6.371568605488645,0.99494565,,-11.801757,-13.676249,1740,0.45235983,4.118027,28.066128969192505,0.024882033,-29.97617,14.387457,5.8187537,4.118027,,0.6758699
14.387457,88,0.056260176,6.6929507,-8.342407,1.1959198,0.56260175,,6.662941239790321,0.99494565,,-11.766108,-13.687677,1760,0.45231372,4.155328,28.544382095336914,1.1635381,-29.73691,14.387457,6.0766244,4.155328,,0.68213725
14.387457,89,0.05627001,6.6857986,-6.7172065,1.2001928,0.5627001,,6.659328976847235,0.99494565,,-11.712929,-13.6989765,1780,0.4522712,4.1930747,29.05348801612854,1.1887774,-29.484007,14.387457,6.056406,4.1930747,,0.6885136
14.387457,90,0.056279846,6.682472,-12.27138,1.2046921,0.56279844,,7.017907830700048,0.99494565,,-11.722575,-13.71015,1800,0.45222023,4.209175,29.604374647140503,0.8296279,-29.303043,14.387457,6.3864284,4.209175,,0.69080925
14.387457,91,0.05628968,6.673544,-10.116727,1.2089164,0.5628968,,6.461639359438454,0.99494565,,-11.708305,-13.7212,1820,0.45217735,4.239443,30.154269218444824,1.1343205,-29.098421,14.387457,5.869963,4.239443,,0.69633335
14.387457,92,0.056299157,6.662745,-11.378379,1.2126079,0.56299156,,6.232040746520756,0.99494565,,-11.708002,-13.732129,1840,0.4521442,4.2620764,30.717228651046753,1.0623637,-28.91177,14.387457,5.6800537,4.2620764,,0.70092076
14.387457,93,0.05630917,6.6608186,-12.981156,1.2167591,0.5630917,,7.094493508978994,0.99494565,,-11.724891,-13.74294,1860,0.4521054,4.258955,31.116065502166748,0.5588022,-28.753862,14.387457,6.4835844,4.258955,,0.70011264
14.387457,94,0.056319363,6.6554723,-13.251352,1.2210357,0.5631936,,6.768042393857693,0.99494565,,-11.744302,-13.753635,1880,0.452065,4.2452936,31.5344078540802,0.42618024,-28.60534,14.387457,6.158244,4.2452936,,0.6979151
14.387457,95,0.056329377,6.6498947,-8.932355,1.2251812,0.56329376,,6.738322766932193,0.99494565,,-11.717866,-13.764217,1900,0.45202458,4.27798,32.02908205986023,1.1417396,-28.404068,14.387457,6.1256466,4.27798,,0.70330423
14.387457,96,0.05633957,6.6499343,-13.665424,1.2294909,0.5633957,,7.3195352590489975,0.99494565,,-11.741226,-13.774689,1920,0.45198134,4.24408,32.7097110748291,0.09970114,-28.281973,14.387457,6.6536407,4.24408,,0.69773406
14.387457,97,0.056349225,6.647433,-8.8262,1.2337899,0.56349224,,7.047735028776895,0.99494565,,-11.714273,-13.785051,1940,0.45192778,4.2759447,33.479164838790894,1.0853251,-28.088491,14.387457,6.4073024,4.2759447,,0.7024689
14.387457,98,0.056358702,6.644035,-12.470465,1.2382096,0.563587,,6.944355859922306,0.99494565,,-11.725011,-13.795308,1960,0.45186636,4.2860236,34.33543276786804,0.7746083,-27.940096,14.387457,6.314453,4.2860236,,0.7039222
14.387457,99,0.056367643,6.6455336,-13.544121,1.2425283,0.5636764,,7.462151057142574,0.99494565,,-11.74636,-13.80546,1980,0.4517977,4.261127,35.050886154174805,0.21188813,-27.818943,14.387457,6.792399,4.261127,,0.6996722
14.387457,100,0.056374438,6.6446104,-12.647545,1.2460301,0.56374437,,7.16695571985856,0.99494565,,-11.758359,-13.815511,2000,0.4517153,4.2676163,35.65990352630615,0.6882528,-27.679556,14.387457,6.5532446,4.2676163,,0.70027703
14.387457,101,0.05638195,6.638018,-12.513237,1.2498558,0.56381947,,6.55659275494866,0.99494565,,-11.7687845,-13.82546,2020,0.45163533,4.2779603,36.32406401634216,0.8242604,-27.54003,14.387457,5.9788003,4.2779603,,0.70219994
14.387457,102,0.056390353,6.631909,-11.707391,1.2540777,0.5639035,,6.578644996414557,0.99494565,,-11.771087,-13.835313,2040,0.45155862,4.299015,36.96761918067932,1.0033454,-27.393599,14.387457,6.0148406,4.299015,,0.705861
14.387457,103,0.056397684,6.628584,-12.828938,1.2578716,0.5639768,,6.889585252403238,0.99494565,,-11.784199,-13.845069,2060,0.45147547,4.3018775,37.63943839073181,0.66537666,-27.264833,14.387457,6.2894135,4.3018775,,0.70618725
14.387457,104,0.056405373,6.623014,-9.37025,1.2617548,0.5640537,,6.6594198297042215,0.99494565,,-11.763799,-13.854732,2080,0.45139554,4.331092,38.376508712768555,1.1473807,-27.100039,14.387457,6.0493393,4.331092,,0.71113
14.387457,105,0.05641056,6.620346,-7.601529,1.264362,0.5641056,,6.955398996452061,0.99494565,,-11.726895,-13.864301,2100,0.45130998,4.3607635,39.42511749267578,1.1107705,-26.921104,14.387457,6.3429136,4.3607635,,0.7156056
14.387457,106,0.056415565,6.61557,-13.053064,1.2669208,0.56415564,,6.709322096409387,0.99494565,,-11.742077,-13.873779,2120,0.45122284,4.3580804,39.9601411819458,0.6016993,-26.802792,14.387457,6.114076,4.3580804,,0.71518683
14.387457,107,0.05641914,6.6118083,-10.165058,1.2687315,0.5641914,,6.827023733364408,0.99494565,,-11.729987,-13.883169,2140,0.45113328,4.38358,40.682167530059814,1.0750126,-26.65382,14.387457,6.213054,4.38358,,0.7191993
14.387457,108,0.05641914,6.6098285,-12.155264,1.2686195,0.5641914,,7.05214310690746,0.99494565,,-11.736512,-13.892471,2160,0.45103973,4.3959546,41.45170021057129,0.8305018,-26.527126,14.387457,6.397923,4.3959546,,0.72083384
14.387457,109,0.05642218,6.6019387,-12.864503,1.270266,0.5642218,,6.297848134782558,0.99494565,,-11.749411,-13.901689,2180,0.450947,4.3996696,42.26706647872925,0.76377094,-26.411308,14.387457,5.749889,4.3996696,,0.7218627
14.387457,110,0.056423612,6.600417,-13.524927,1.2710973,0.5642361,,7.065160114590389,0.99494565,,-11.768066,-13.910821,2200,0.45085105,4.381626,43.091453313827515,0.30867848,-26.311346,14.387457,6.4346633,4.381626,,0.71874833
