DenMISEMeanLog,ReturnStepMax,URet,SqrtESSClassic,Bound,DenMISELogLast,ReturnAbsMax,TimeElapsed,TimestepsSoFar,LQGsigma,IWLastEpisode,ReturnLastEpisode,IWNorm2,IWMean,ReturnMin,ReturnMean,LQGmu1,IWMax,IWMin,MISE,IWNorm1,LQGmu01,ExplorationBonus,Iteration,ReturnMax,target_sum_log_mean,IWFirstEpisode,DenMISELogFirst
12.597262,0.99999875,18.521126512808983,4.6238203,26.965559,13.5598955,17.257204,532.8583300113678,1880,0.11,6.3785057,16.756752,23.806982,1.1710554,,16.473671,-0.20237255,7.017153,,19.50108,110.07921,-0.02051764,7.464479,94,17.257204,-7.9215136,1.2658196e-11,16.345379
12.661431,0.99999875,18.3675543014566,3.3024802,26.915394,18.547598,17.257204,538.6761727333069,1900,0.11,,16.610079,27.729929,0.9639742,,16.475107,-0.7615942,9.128662,,16.464338,91.577545,-0.09966799,10.4510565,95,17.257204,-137.3851,,16.334797
12.629443,0.99999875,18.78790201360547,4.762964,26.875189,9.661701,17.257204,544.3882968425751,1920,0.11,1.0689369e-17,17.010136,23.77517,1.179586,,16.48068,-0.20045175,6.506023,,19.628775,113.240265,-0.020317521,7.246414,96,17.257204,-7.757174,3.5364205e-11,16.324326
12.645578,0.99999875,18.366682273032257,4.881433,26.815609,14.03928,17.257204,550.1534669399261,1940,0.11,6.314754,16.616423,23.580837,1.1866833,,16.48208,-0.20045175,6.314754,,19.74506,115.10828,-0.020317521,7.070548,97,17.257204,-7.513469,3.5732577e-11,16.313963
12.661723,0.99999875,18.01893342500287,3.455043,26.531052,14.064582,17.257204,555.9696519374847,1960,0.11,,16.276247,27.480461,0.9688385,,16.479979,-0.7615942,8.591374,,16.54148,94.946175,-0.09966799,9.9895735,98,17.257204,-136.04666,,16.303707
12.67679,0.99999875,18.731351915373114,2.967102,26.504808,14.216736,17.257204,561.7251787185669,1980,0.11,,16.95478,34.667393,1.0390071,,16.484774,-0.056995213,14.045961,,14.872445,102.861694,-0.0057056434,11.632363,99,17.257204,-35.18749,0.00050230214,16.293554
12.431642,0.99999875,17.46476218576666,3.3278282,27.207024,-11.825519,17.257204,567.4564237594604,2000,0.11,11.180255,15.81431,32.253147,1.0733293,,16.478071,-0.1027393,13.71938,,16.835573,107.33293,-0.010309943,10.371451,100,17.257204,-17.617165,11.600784,16.283508
12.405578,0.99999875,17.75156672995055,3.511868,26.928524,9.769346,17.257204,573.1778824329376,2020,0.11,10.889938,16.050325,31.277462,1.0875477,,16.473835,-0.1027393,12.184885,,17.10059,109.842316,-0.010309943,9.827934,101,17.257204,-17.322369,10.498842,16.383316
12.413702,0.99999875,17.518446080040253,3.7547092,26.463106,13.186763,17.257204,578.9909508228302,2040,0.11,9.363179,15.83746,29.767435,1.0957654,,16.467596,-0.10669941,10.531795,,17.270807,111.76807,-0.010710301,9.192299,102,17.257204,-15.955946,10.531795,16.472359
12.435296,0.99999875,17.43928298352513,5.0282865,26.216305,14.577546,17.257204,584.7260141372681,2060,0.11,3.487555e-11,15.750958,23.88392,1.1659728,,16.460638,-0.1946802,6.0663915,,19.352255,120.0952,-0.019717162,6.8640494,103,17.257204,-7.5412445,5.262133e-10,16.560865
12.436188,0.99999875,17.963618449895613,4.832872,26.262695,12.383202,17.257204,590.513833284378,2080,0.11,6.951823,16.22,24.949808,1.1594157,,16.458324,-0.18116133,7.147956,,19.121101,120.57923,-0.018316265,7.141594,104,17.257204,-6.9889812,2.9879843e-07,16.551203
12.37062,0.99999875,18.147772591022573,4.503588,26.148832,5.415074,17.257204,596.714676618576,2100,0.11,1.0099112e-27,16.41111,25.26285,1.0835569,,16.457876,-0.41317967,8.029385,,18.485075,113.773476,-0.043915678,7.6637573,105,17.257204,-50.046112,,16.541634
12.304319,0.99999875,18.563340862022738,3.6196911,26.900002,5.2825747,17.257204,602.4867234230042,2120,0.11,15.54813,16.794912,29.889334,1.0206618,,16.461056,-0.38285726,15.54813,,17.36482,108.190155,-0.04031847,9.53518,106,17.257204,-41.59503,,16.532154
12.325871,0.99999875,18.8167816662164,3.6081693,26.124962,14.622146,17.257204,608.2997605800629,2140,0.11,5.002129e-07,17.039307,28.778612,0.97044957,,16.46646,-0.75906026,8.32211,,16.559334,103.838104,-0.09907331,9.565628,107,17.257204,-143.7976,,16.522764
12.318593,0.99999875,18.914462571351546,3.7567172,26.118938,11.599179,17.257204,614.0819957256317,2160,0.11,,17.133854,30.989408,1.0779486,,16.47264,-0.09877596,11.631609,,16.931553,116.41844,-0.009909585,9.187385,108,17.257204,-18.401506,7.4723496,16.513462
12.274994,0.99999875,18.095142842674516,4.6123133,26.472448,7.5227857,17.257204,619.8364601135254,2180,0.11,4.1300783,16.363785,27.31824,1.1559658,,16.47164,-0.1714626,8.56357,,18.989347,126.000275,-0.017315583,7.4831014,109,17.257204,-7.24247,1.6495538e-05,16.571146
12.301773,0.99999875,18.447292467273382,4.7562523,26.34931,15.090272,17.257204,625.672511100769,2200,0.11,7.0582147,16.688267,26.853443,1.1611068,,16.47361,-0.1714626,8.012625,,19.09267,127.721756,-0.017315583,7.2566395,110,17.257204,-7.02168,1.664687e-05,16.562014
12.358275,0.99999875,18.389866572349238,4.2735033,25.910759,18.43648,17.257204,631.4842698574066,2220,0.11,2.5754233e-16,16.63558,27.201357,1.047253,,16.475069,-0.39644116,10.814821,,17.834385,116.24509,-0.041917358,8.076373,111,17.257204,-43.930504,,16.552963
12.2880535,0.99999875,18.560332663728392,2.503543,26.765442,4.4705534,17.257204,637.3148498535156,2240,0.11,27.191751,16.789785,34.338623,0.76757336,,16.477879,-0.33757344,27.191751,,12.979215,85.968216,-0.03512068,13.786226,112,17.257204,-29.082241,,16.543995
12.293561,0.99999875,18.794684000836874,3.457955,26.211582,13.179971,17.257204,643.0979661941528,2260,0.11,0.13782658,17.019032,31.53142,0.96490467,,16.482668,-0.26480734,12.091355,,16.230421,109.034225,-0.027120471,9.981162,113,17.257204,-14.116589,1.1492217e-28,16.535107
12.275934,0.99999875,18.69911366448555,3.6316438,26.034708,10.351705,17.257204,648.8980100154877,2280,0.11,10.100297,16.926672,30.83239,0.9822128,,16.48656,-0.26480734,11.019262,,16.53091,111.97226,-0.027120471,9.503798,114,17.257204,-13.881669,1.1593844e-28,16.526295
12.288553,0.99999875,18.75863152687932,3.7538607,25.974758,13.775238,17.257204,654.727566242218,2300,0.11,10.217485,16.984646,30.518335,0.9961876,,16.490894,-0.26666796,10.323143,,16.780382,114.56158,-0.027320523,9.194376,115,17.257204,-13.920611,3.1484678e-29,16.517561
12.242299,0.99999875,18.545695815391838,3.7392852,25.87831,6.9558735,17.257204,660.5809421539307,2320,0.11,,16.78161,30.255821,0.975303,,16.4934,-0.7615942,8.677771,,16.648094,113.13515,-0.09966799,9.230215,116,17.257204,-139.4547,,16.508904
12.280273,0.99999875,18.9346643068065,5.0419836,25.841076,16.738373,17.257204,666.419709444046,2340,0.11,2.9219408e-27,17.153202,26.758154,1.1531125,,16.499039,-0.17534617,7.3795137,,18.995672,134.91417,-0.017715862,6.8454027,117,17.257204,-6.6352806,3.7205168e-06,16.50032
12.162778,0.99999875,18.450705161333012,4.2814317,25.674469,-1.7164127,17.257204,672.1727936267853,2360,0.11,5.1421353e-11,16.695644,28.536926,1.0354143,,16.500706,-0.3862691,11.294462,,17.613052,122.178894,-0.040718213,8.061418,118,17.257204,-38.77703,,16.49181
12.178348,0.99999875,18.886769308453147,3.8733249,25.65702,14.003946,17.257204,677.9924442768097,2380,0.11,1.3981887e-09,17.107502,30.130653,0.9807211,,16.505804,-0.7615942,8.282591,,16.746225,116.70581,-0.09966799,8.910796,119,17.257204,-137.02686,,16.48337
12.219565,0.99999875,18.879966776686512,3.4739773,25.630703,17.17042,17.257204,684.1025574207306,2400,0.11,1.0540289e-30,17.099854,33.556984,0.9714683,,16.510754,-0.13628384,14.2107725,,15.695575,116.5762,-0.013712852,9.935127,120,17.257204,-10.268113,0.6266858,16.475002
12.189201,0.99999875,18.002469498684455,4.3806076,25.626204,8.606493,17.257204,690.4286749362946,2420,0.11,1.58804e-32,16.2854,28.808926,1.0429801,,16.508892,-0.3845645,10.8941145,,17.747295,126.20059,-0.04051834,7.8789086,121,17.257204,-37.77485,,16.471912
12.123571,0.99999875,18.581033412692022,4.080509,25.914616,4.1624107,17.257204,697.0625894069672,2440,0.11,6.4049973,16.809069,30.993664,1.0366387,,16.511353,-0.26480734,9.8652935,,17.456257,126.46993,-0.027120471,8.458358,122,17.257204,-12.977659,1.2342995e-28,16.463682
12.128793,0.99999875,18.729071918946936,3.303804,27.549225,12.756083,17.257204,704.6195600032806,2460,0.11,22.907272,16.955738,37.58266,1.0094776,,16.514967,-0.34111637,22.907272,,17.102356,124.16574,-0.035520583,10.446869,123,17.257204,-27.088764,,16.455519
12.092011,0.99999875,18.826354242882495,3.539256,28.277504,7.5974026,17.257204,710.866562128067,2480,0.11,18.738605,17.052248,38.26048,1.0920454,,16.519299,-0.34464958,18.738605,,18.525621,135.41364,-0.03592047,9.751882,124,17.257204,-27.551369,,16.44742
