IWMean,Bound,ReturnMin,target_sum_log_mean,ReturnLastEpisode,MISE,LQGmu1,SqrtESSClassic,TimestepsSoFar,LQGmu01,IWLastEpisode,URet,DenMISELogFirst,DenMISEMeanLog,IWFirstEpisode,ReturnAbsMax,IWMin,ReturnMax,DenMISELogLast,IWNorm1,IWMax,ReturnMean,IWNorm2,TimeElapsed,LQGsigma,ExplorationBonus,ReturnStepMax,Iteration
1.2551258,49.01712,,18.829416,15.058442,18.900238,-0.108678184,1.0,20,-0.0109104775,1.2551258,16.687925283112612,18.60218,18.60218,1.2551258,15.058442,,15.058442,18.60218,1.2551258,1.2551258,15.058442,1.2551258,0.0583491325378418,0.11,30.116884,0.9625284,1
1.1763588,40.840332,,20.039198,15.918728,18.259571,-0.110656105,1.4099373,40,-0.011110653,1.2680475,17.62443757124685,18.722239,19.879822,1.0846702,15.918728,,15.918728,21.037403,2.3527176,1.2680475,15.4885845,1.6686683,6.537669897079468,0.11,22.580761,0.99734735,2
1.0489453,34.889572,,20.472124,15.995777,16.4145,-0.10669941,1.7316064,60,-0.010710301,1.0218279,17.710786971628483,18.75007,20.424597,1.0797039,15.995777,,15.995777,21.400732,3.1468358,1.0797039,15.657649,1.8172928,12.679011583328247,0.11,18.475073,0.9980736,3
