LQGsigma,IWNorm2,DenMISELogFirst,TimestepsSoFar,LQGmu1,ReturnAbsMax,URet,LQGmu01,IWFirstEpisode,MISE,target_sum_log_mean,IWMax,SqrtESSClassic,DenMISEMeanLog,Bound,ReturnMin,ReturnMean,TimeElapsed,Iteration,ExplorationBonus,ReturnLastEpisode,DenMISELogLast,IWLastEpisode,ReturnStepMax,ReturnMax,IWNorm1,IWMin,IWMean
0.11,73.327484,9.369888,1960,-0.07070707,17.406273,18.8809241967394,-0.0070707067,5.723298e-37,25.690872,-419.98447,36.960754,2.2575476,0.6079701,59.299103,,13.543275,91.69180274009705,98,33.60823,17.10862,-59.847008,,0.999995,17.406273,165.54028,,1.6891866
0.11,70.53203,9.359736,1980,-0.09090909,17.406273,16.666338892119885,-0.00909091,,22.35111,-456.49646,52.912132,2.023468,0.72673583,59.84722,,13.558117,92.61327624320984,99,37.496113,15.012586,11.90021,52.912132,0.999995,17.406273,142.7193,,1.441609
0.11,55.72941,9.349686,2000,-0.83838385,17.406273,18.000300611275865,-0.08383839,,17.595062,-5565.888,46.1448,1.824709,0.8808776,59.17549,,13.585243,93.5111894607544,100,41.58043,16.27068,15.894595,,0.999995,17.406273,101.68996,,1.0168996
0.11,67.69762,9.339736,2020,-0.3131313,17.406273,18.703989733692115,-0.031313132,,30.02949,-1226.0386,33.18385,2.6180887,0.27829313,59.00948,,13.6183195,94.696209192276,101,28.97999,16.926037,-59.877163,,0.999995,17.406273,177.23837,,1.7548354
0.11,67.36338,9.329884,2040,-0.7777778,17.406273,19.0571679827645,-0.07777778,,26.540333,-4796.061,43.902695,2.3192368,0.17849731,59.254623,,13.654162,95.61255717277527,102,32.71429,17.274311,-10.471321,27.681454,0.999995,17.406273,156.23163,,1.5316826
0.11,30.361242,9.3201275,2060,-0.9191919,17.406273,19.04970057783327,-0.09191919,,7.491457,-6357.05,22.19089,1.4727625,-0.18442565,59.008377,,13.689223,96.64272713661194,103,51.51692,17.265352,-37.559578,,0.99999744,17.406273,44.714897,,0.4341252
0.11,12.971403,9.310465,2080,-0.21212122,17.406273,19.118789502091026,-0.021212121,,2.8264806,-779.573,12.373692,1.3517866,-0.030800892,58.95382,,13.724234,97.6206579208374,104,56.12734,17.330414,16.391832,,0.99999744,17.406273,17.534569,,0.16860162
0.11,39.047688,9.300896,2100,0.2929293,17.406273,19.07134952677481,0.02929293,,4.30522,-575.7583,34.07089,1.3900601,0.08120125,58.88717,,13.758117,98.68504595756531,105,54.581947,17.28201,12.563274,,0.99999744,17.406273,54.27863,,0.51693934
0.11,49.963165,9.291417,2120,0.3131313,17.406273,9.371751189063286,0.031313132,,5.5008016,-627.5718,35.327038,1.4279898,-0.48996115,58.63296,,13.709002,99.73030734062195,106,53.13216,8.551866,-59.92548,,0.99999744,17.406273,71.34689,,0.6730839
0.11,9.021711e-16,9.282027,2140,0.37373737,17.406273,9.034128002449972,0.037373737,,8.927755e-17,-817.6323,8.399862e-16,1.2959077,-0.35475123,58.54752,,13.657751,100.81904149055481,107,58.54752,8.225205,14.3910265,1.0300605e-22,0.99999744,17.406273,1.1691305e-15,,1.0926453e-17
0.11,159.41977,9.272725,2160,0.35353535,17.406273,8.674834925460484,0.035353538,,11.655782,-740.1793,159.41977,1.0000001,-0.27955875,87.52796,,13.604405,101.74917840957642,108,75.87218,7.896288,8.761372,159.41977,0.99999744,17.406273,159.41978,,1.4761091
0.11,92.675606,9.263508,2180,0.35353535,17.406273,8.676837283458095,0.035353538,,9.497738,-733.24426,66.07914,1.414164,-0.1718148,63.149357,,13.55209,102.6793463230133,109,53.65162,7.9020057,11.553268,66.07914,0.99999744,17.406273,131.0585,,1.2023716
0.11,27.074806,9.254375,2200,0.33333334,17.406273,8.802655107094246,0.033333335,,2.4805632,-663.07,26.564009,1.2521752,-0.08427464,63.072872,,13.501749,103.7496087551117,110,60.592308,8.014557,9.511607,26.564009,0.99999744,17.406273,33.9024,,0.30820364
0.11,103.25918,9.245326,2220,0.33333334,17.406273,8.854932888311351,0.033333335,,9.411343,-656.91345,100.84749,1.2551048,0.05153443,69.86222,,13.452746,104.82642269134521,111,60.45088,8.062572,15.704075,100.84749,0.99999744,17.406273,129.60109,,1.1675774
0.11,52.561455,9.236358,2240,0.01010101,17.406273,8.927273249494029,0.001010101,37.082985,6.4615793,-373.8259,37.173523,1.4762256,0.16397598,57.857643,,13.40521,106.00319719314575,112,51.396065,8.128528,12.752896,,0.99999744,17.406273,77.59257,,0.6927908
0.11,12.693437,9.513473,2260,-0.21212122,17.406273,10.35899632554685,-0.021212121,,2.591569,-968.4979,12.014973,1.3762419,-0.24412435,57.721546,,13.369852,107.08907175064087,113,55.12998,9.409901,-45.55798,,0.99999744,17.406273,17.46924,,0.15459505
0.11,75.12536,9.504662,2280,-0.15151516,17.406273,18.247551544168086,-0.015151516,,22.49616,-734.88214,43.959213,2.0881193,-0.2730978,58.831337,,13.397269,108.1815710067749,114,36.33518,16.495382,-2.7001548,41.57256,0.99999744,17.406273,156.87071,,1.3760589
0.11,43.978737,9.495929,2300,0.1919192,17.406273,18.223845389206478,0.019191919,,4.8095903,-361.05618,34.584927,1.4357977,-0.1774576,57.652817,,13.424131,109.6665267944336,115,52.843227,16.486439,10.522043,,0.99999744,17.406273,63.14457,,0.54908323
0.11,40.86653,9.48727,2320,0.37373737,17.406273,9.79285857454746,0.037373737,,3.935147,-783.3743,29.349941,1.4140779,-0.6964517,57.59003,,13.385372,110.75973653793335,116,53.654884,8.927951,-59.872166,,0.99999744,17.406273,57.788456,,0.49817634
0.11,78.1254,9.478686,2340,0.21212122,17.406273,8.65646285328183,0.021212121,,9.100892,-383.73657,55.94405,1.5683148,-0.75122464,57.479053,,13.338362,111.8203866481781,117,48.378162,7.885233,-6.5540333,,0.99999744,17.406273,122.525215,,1.047224
0.11,51.196354,9.470176,2360,-0.6969697,17.406273,9.513078759528403,-0.06969697,,12.841006,-4638.8477,38.742554,1.7030097,-0.82011116,57.39283,,13.298693,112.91317892074585,118,44.551823,8.657421,-8.758734,,0.99999744,17.406273,87.18789,,0.7388804
0.11,56.166397,9.461737,2380,0.23232323,17.406273,18.644712916696328,0.023232324,,5.981831,-412.4971,39.66509,1.4779356,-1.3205959,57.318428,,13.328673,114.0417275428772,119,51.336597,16.866554,-60.041164,,0.99999744,17.406273,83.010315,,0.6975657
0.11,48.06544,9.453369,2400,0.11111111,17.406273,11.500360957877868,0.011111111,,5.283195,-314.5579,38.94734,1.4607371,-1.8132522,57.22422,,13.3058,115.15153622627258,120,51.941025,10.583759,-60.049534,,0.99999744,17.406273,70.210976,,0.5850915
0.11,12.234052,9.44507,2420,-0.21212122,17.406273,9.865694480320384,-0.021212121,,2.3659594,-1006.83466,11.515546,1.3958594,-1.7283033,56.721138,,13.270058,116.22727274894714,121,54.35518,8.980917,8.943765,,0.99999744,17.406273,17.077015,,0.14113235
0.11,35.076477,9.436839,2440,0.1919192,17.406273,17.987484675659047,0.019191919,,3.6004903,-355.66278,28.206297,1.4295043,-1.8965884,56.67636,,13.294411,117.32777833938599,122,53.07587,16.241102,-21.399496,,0.99999744,17.406273,50.141975,,0.4109998
0.11,88.348175,9.428677,2460,0.27272728,17.406273,9.809119148166008,0.02727273,,9.853512,-485.2756,61.374176,1.6308392,-2.3746283,56.37691,,13.259075,118.28691911697388,123,46.5234,8.948107,-60.074226,,0.99999744,17.406273,144.08167,,1.1713957
0.11,34.15582,9.420579,2480,0.2929293,17.406273,9.262061583396607,0.02929293,,3.2151818,-527.60394,30.175205,1.402002,-2.321136,57.332214,,13.220149,119.3797960281372,124,54.11703,8.432275,4.281409,0.028266298,0.99999744,17.406273,47.886524,,0.38618165
0.11,72.908646,9.412547,2500,-0.47474748,17.406273,9.211521526440785,-0.04747475,,23.470562,-2683.019,44.25087,2.3236158,-2.2500885,56.1232,,13.181494,120.58787846565247,125,32.652637,8.3883705,7.2028522,,0.99999744,17.406273,169.41168,,1.3552935
0.11,31.478716,9.404578,2520,-0.1919192,17.406273,18.590579371248083,-0.019191919,,6.4002576,-948.2386,23.060135,1.5360464,-2.707487,55.79472,,13.2103195,121.80962204933167,126,49.394463,16.813486,-60.098324,,0.9999989,17.406273,48.352768,,0.38375214
0.11,30.21083,9.396673,2540,0.1919192,17.406273,18.78429586523142,0.019191919,,3.0012176,-349.55933,23.848526,1.440333,-2.8543859,55.67805,,13.240289,122.9492437839508,127,52.676834,17.016428,-20.723383,,0.9999989,17.406273,43.513657,,0.34262723
0.11,53.05485,9.38883,2560,-1.0,17.406273,9.813079229476509,-0.1,,12.546115,-8734.947,31.989702,1.7606606,-3.3070307,55.639137,,13.206772,124.08281517028809,128,43.09302,8.950005,-60.11407,,0.9999989,17.406273,93.41159,,0.72977805
0.11,122.57303,9.381048,2580,0.030303031,17.406273,18.438108377222143,0.0030303032,0.39302325,17.670631,-360.3699,62.227463,2.0054605,-3.7500958,55.50343,,13.233555,125.40319275856018,129,37.832798,16.661804,-60.121853,,0.9999989,17.406273,245.81537,,1.9055455
0.11,62.536755,9.3763685,2600,-0.8787879,17.406273,18.947154519961455,-0.087878786,,14.528485,-6901.7266,54.782993,1.7537675,-4.138179,57.790882,,13.26378,126.41117119789124,130,43.262398,17.162819,-54.7648,54.782993,0.9999989,17.406273,109.67493,,0.84365326
0.11,46.101402,9.368706,2620,0.01010101,17.406273,18.588032556008233,0.001010101,32.48603,4.897277,-388.91895,32.641056,1.4917756,-4.5675354,55.7576,,13.290836,127.53567838668823,131,50.86032,16.8082,-60.13724,,0.9999989,17.406273,68.77295,,0.52498436
0.11,14.8539,9.582631,2640,-0.23232323,17.406273,18.92437319130159,-0.023232324,,2.7492037,-1104.5348,13.983885,1.4394042,-4.992549,55.460026,,13.320111,128.89390206336975,132,52.710823,17.154964,-60.144844,,0.9999989,17.406273,21.380766,,0.1619755
0.11,47.123753,9.575084,2660,0.23232323,17.406273,18.403166577486953,0.023232324,,4.54848,-415.7221,33.248962,1.4968104,-4.9539857,55.23772,,13.345049,130.08780455589294,133,50.68924,16.636934,0.97653705,,0.9999989,17.406273,70.535324,,0.5303408
0.11,65.51551,9.567593,2680,-0.61616164,17.406273,9.733371825482036,-0.061616164,,16.757023,-3833.6528,37.637585,1.9741333,-5.36985,55.190186,,13.311744,131.10937786102295,134,38.433163,8.882237,-60.15988,,0.9999989,17.406273,129.33635,,0.9651966
0.11,27.417727,9.560158,2700,0.1919192,17.406273,18.64768132278514,0.019191919,,2.577847,-361.55655,21.342949,1.4491637,-5.7767425,54.93369,,13.3381,132.30709266662598,135,52.355843,16.869967,-60.167316,,0.9999989,17.406273,39.732773,,0.29431683
0.11,111.47136,9.552778,2720,0.17171717,17.406273,10.942707899682741,0.017171716,,13.168734,-343.54044,66.58115,1.8172693,-6.1820273,54.919388,,13.313902,133.41400623321533,136,41.750656,10.047076,-60.174698,,0.9999989,17.406273,202.57349,,1.4895109
0.11,38.999306,9.545452,2740,-0.37373737,17.406273,9.680610020605291,-0.037373737,,7.9114394,-1900.5922,29.869308,1.6159033,-6.0169983,54.864857,,13.281058,134.40252447128296,137,46.95342,8.814309,16.191525,,0.9999989,17.406273,63.019104,,0.45999345
0.11,79.98969,9.538179,2760,-0.2929293,17.406273,18.52080629524463,-0.02929293,,27.329304,-1410.1539,38.75593,2.7614498,-6.413698,54.804794,,13.306188,135.51159024238586,138,27.475489,16.748924,-60.189297,7.624378e-27,0.9999989,17.406273,220.88753,,1.6006342
0.11,13.483507,9.530959,2780,-0.23232323,17.406273,18.978895259967626,-0.023232324,,2.374117,-1100.5814,12.722555,1.4422703,-6.3293014,54.980194,,13.334201,136.51245093345642,139,52.60608,17.200033,4.8589525,0.00054436526,0.9999989,17.406273,19.446861,,0.13990548
0.11,124.29603,9.52379,2800,0.07070707,17.406273,18.779385607028647,0.0070707067,1.2252611e-18,16.15265,-327.79895,68.73923,1.9790639,-6.1970716,54.49006,,13.360439,137.7726924419403,140,38.33741,17.00755,13.043787,,0.9999989,17.406273,245.98978,,1.7570698
0.11,79.57988,9.516673,2820,-0.7979798,17.406273,10.254254528863052,-0.079797976,,27.230572,-5763.168,32.29904,2.7860956,-6.461425,54.463013,,13.332061,138.8575849533081,141,27.23244,9.358944,-43.927345,,0.9999989,17.406273,221.71716,,1.5724622
0.11,117.06396,9.509605,2840,0.13131313,17.406273,18.62724313057743,0.013131313,,13.813682,-319.51028,69.41227,1.8762778,-6.836921,54.25129,,13.356819,140.21423196792603,142,40.437607,16.847788,-60.21787,,0.9999989,17.406273,219.6445,,1.5467923
0.11,40.328182,9.502588,2860,0.01010101,17.406273,13.23212949335584,0.001010101,28.415298,3.9713507,-384.02103,28.523846,1.5096483,-7.2082458,54.229538,,13.348585,141.34272980690002,143,50.258186,12.179336,-60.224888,,0.9999989,17.406273,60.88137,,0.42574385
0.11,48.92095,9.676865,2880,-0.6969697,17.406273,10.274500147648277,-0.06969697,,10.197025,-4607.9937,35.46277,1.7272128,-7.0683565,54.12455,,13.320883,142.51566624641418,144,43.927525,9.359515,13.541855,,0.9999989,17.406273,84.496895,,0.586784
0.11,69.53751,9.669944,2900,-0.030303031,17.406273,18.649985951289214,-0.0030303032,3.840107e-09,10.195519,-443.87656,47.576935,1.7286909,-7.438224,54.085484,,13.345378,143.55009269714355,145,43.889965,16.872602,-60.238777,,0.9999989,17.406273,120.20886,,0.82902664
0.11,41.429375,9.663071,2920,0.23232323,17.406273,19.08320451795633,0.023232324,,3.6867242,-420.5256,29.199266,1.5146608,-7.7185245,53.77859,,13.372467,144.70800113677979,146,50.091866,17.300388,-48.098377,,0.9999989,17.406273,62.751453,,0.42980447
0.11,57.808857,9.656245,2940,0.15151516,17.406273,9.544513122705569,0.015151516,,5.5805917,-329.73782,47.152313,1.5945288,-7.950174,53.163418,,13.340666,145.9867799282074,147,47.582825,8.697636,-41.168636,1.7620433e-24,0.9999989,17.406273,92.17789,,0.6270605
0.11,49.467503,9.649466,2960,-1.0,17.406273,9.730473508276171,-0.1,,10.157931,-8473.689,29.592354,1.767752,-7.8450546,53.078083,,13.310385,147.0011568069458,148,42.92015,8.859081,8.042255,,0.9999989,17.406273,87.44628,,0.5908533
0.11,93.44459,9.642731,2980,0.33333334,17.406273,18.47483754935799,0.033333335,,8.675498,-650.73926,70.92963,1.7111012,-8.199929,53.016644,,13.333116,148.0483317375183,149,44.341145,16.697329,-60.265987,,0.9999989,17.406273,159.89314,,1.0731083
0.11,73.8243,9.636043,3000,-0.5151515,17.406273,14.36338715224787,-0.05151515,,19.295618,-2893.6975,42.38925,2.2618756,-8.547607,52.83954,,13.332405,149.20413756370544,150,33.543922,13.226463,-60.27268,,0.9999989,17.406273,166.98138,,1.1132092
0.11,74.15065,9.629397,3020,-0.05050505,17.406273,18.611154295722592,-0.005050505,7.825422e-21,12.872331,-490.99277,61.96973,1.902771,-8.8901205,52.746906,,13.355587,150.51461148262024,151,39.874577,16.832916,-60.279324,,0.9999989,17.406273,141.0917,,0.93438214
0.11,52.3198,9.622797,3040,0.09090909,17.406273,18.434327279248564,0.00909091,3.2579956e-34,4.9370494,-325.92807,37.080368,1.5889759,-9.229312,52.68616,,13.377632,151.7493450641632,152,47.74911,16.706429,-60.285923,,0.9999989,17.406273,83.1349,,0.54694015
0.11,82.99993,9.61624,3060,-0.15151516,17.406273,9.947486539361464,-0.015151516,,21.965073,-764.3201,42.24425,2.4730275,-9.138628,52.64495,,13.349408,152.93482971191406,153,30.67988,9.059421,5.1464396,,0.9999989,17.406273,205.26111,,1.3415759
0.11,54.617012,9.609725,3080,-0.8787879,17.406273,17.521786000864793,-0.087878786,,11.33464,-6686.591,45.33344,1.8552374,-9.200884,52.230854,,13.365333,154.19627237319946,154,40.896214,15.801907,-18.944105,,0.9999989,17.406273,101.32752,,0.6579709
0.11,43.569984,9.603252,3100,-0.6969697,17.406273,18.652874699378614,-0.06969697,,8.5380945,-4527.826,30.628832,1.7479576,-9.533126,51.944286,,13.387966,155.3694429397583,155,43.406193,16.873325,-60.305466,,0.9999989,17.406273,76.158485,,0.49134508
0.11,35.73928,9.596822,3120,0.2929293,17.406273,19.095094296925947,0.02929293,,2.9729052,-550.25806,30.532356,1.5572907,-9.398143,51.693535,,13.413089,156.53128170967102,156,48.72063,17.307274,12.065358,,0.9999989,17.406273,55.65645,,0.3567721
0.11,55.849876,9.590432,3140,-0.030303031,17.406273,11.049522110655632,-0.0030303032,4.157915e-09,7.510984,-450.49225,38.560333,1.7185261,-9.726701,51.66055,,13.392445,157.71593594551086,157,44.149567,10.171763,-60.318287,,0.9999989,17.406273,95.97947,,0.6113342
0.11,18.055075,9.584083,3160,0.25252524,17.406273,13.149587980938874,0.025252525,,1.4792125,-464.74277,15.409209,1.5127351,-10.00344,51.634846,,13.382961,158.8976855278015,158,50.155632,11.893973,-53.010532,,0.9999989,17.406273,27.312546,,0.17286421
0.11,81.34687,9.577773,3180,-0.3131313,17.406273,9.478908817703061,-0.031313132,,26.59069,-1489.9509,34.29654,3.0372856,-10.301835,51.570953,,13.35315,160.10511898994446,159,24.98026,8.643167,-56.61811,,0.9999989,17.406273,247.07367,,1.5539224
0.11,36.92474,9.571504,3200,-0.37373737,17.406273,18.362102725127414,-0.037373737,,6.686366,-1838.8627,27.93429,1.6845734,-10.611803,51.725773,,13.373416,161.28893446922302,160,45.039406,16.595871,-60.337215,,0.9999989,17.406273,62.202435,,0.38876522
0.11,45.098053,9.565273,3220,-1.0,17.406273,19.061020240697008,-0.1,,8.542471,-8287.703,26.827583,1.7738609,-10.508963,51.31481,,13.397675,162.48447179794312,161,42.772343,17.278856,6.577734,,0.9999989,17.406273,79.99767,,0.49687997
0.11,62.492172,9.559081,3240,-0.61616164,17.406273,18.951550542649475,-0.061616164,,13.43564,-3701.416,35.424267,2.0061939,-10.819926,51.25461,,13.420965,163.674574136734,162,37.81897,17.170664,-60.34964,4.1301493e-12,0.9999989,17.406273,125.37141,,0.7738976
0.11,83.89926,9.552927,3260,-0.09090909,17.406273,18.976409313824366,-0.00909091,,18.7753,-577.36456,56.75404,2.3413591,-10.6745205,51.18049,,13.444078,164.74611592292786,163,32.40519,17.188555,13.169978,,0.9999989,17.406273,196.43831,,1.205143
0.11,63.01281,9.546811,3280,-0.5555556,17.406273,18.969582360649827,-0.05555556,,13.52058,-3121.7756,43.320717,2.0285869,-10.97691,50.922077,,13.46698,165.87019181251526,164,37.401497,17.199825,-60.361877,5.2859e-15,0.9999989,17.406273,127.82696,,0.77943265
0.11,79.22365,9.540732,3300,-0.27272728,17.406273,18.72585541974252,-0.02727273,,20.325033,-1235.6718,46.842964,2.4871461,-11.277959,50.830753,,13.488069,166.95576190948486,165,30.50572,16.946575,-60.367954,6.813283e-05,0.9999989,17.406273,197.04079,,1.1941866
0.11,81.10005,9.53469,3320,-0.47474748,17.406273,19.08450939053955,-0.04747475,,21.531319,-2451.3403,41.163197,2.5450618,-11.266719,51.34285,,13.511049,168.21593165397644,166,29.81153,17.303066,-9.508875,39.954918,0.9999989,17.406273,206.40465,,1.2434015
0.11,31.721003,9.528684,3340,-0.3939394,17.406273,18.96249835284726,-0.039393943,,4.8569517,-1888.784,30.363142,1.4864872,-11.180626,55.898216,,13.533022,169.69035935401917,167,51.041264,17.18059,2.96916,30.363142,0.9999989,17.406273,47.152863,,0.28235248
0.11,27.336836,9.522714,3360,-0.3939394,17.406273,19.125961443221293,-0.039393943,,4.3274145,-1877.4932,25.845795,1.5458373,-11.04372,53.409027,,13.555687,171.0128357410431,168,49.08161,17.340809,12.550471,0.01180846,0.9999989,17.406273,42.2583,,0.2515375
0.11,4.3087154e-13,9.516779,3380,0.41414142,17.406273,18.99457445899311,0.04141414,,3.024165e-14,-931.7232,3.9046956e-13,1.5032425,-10.966802,50.47235,,13.577339,172.21296787261963,169,50.47235,17.214596,2.713194,,0.9999989,17.406273,6.477044e-13,,3.8325704e-15
0.11,4.334211e-13,9.5108795,3400,0.41414142,17.406273,8.622917031884883,0.04141414,,3.0241665e-14,-928.3699,3.927799e-13,1.5032431,-11.263436,50.472332,,13.543851,173.38596892356873,170,50.472332,7.8842764,-60.397842,,0.9999989,17.406273,6.5153726e-13,,3.832572e-15
0.11,85.499954,9.505014,3420,0.41414142,17.406273,8.301592034872792,0.04141414,,3.7769654,-922.8586,85.499954,1.0,-11.147156,79.64915,,13.508821,174.46520709991455,171,75.872185,7.553935,9.617701,85.499954,0.9999989,17.406273,85.499954,,0.49999973
0.11,4.7993496e-17,9.499183,3440,0.47474748,17.406273,8.242767472401978,0.04747475,,2.0943756e-18,-1172.3113,4.7993496e-17,1.0000104,-11.007255,75.8714,,13.47392,175.63717651367188,172,75.8714,7.505811,13.507495,4.7993496e-17,0.9999989,17.406273,4.7993992e-17,,2.7903384e-19
0.11,173.00002,9.493386,3460,0.47474748,17.406273,7.795038713099945,0.04747475,,7.0994077,-1165.4424,173.00002,1.0,-10.886722,82.971596,,13.437074,176.7085988521576,173,75.872185,7.099407,10.842142,173.00002,0.9999989,17.406273,173.00002,,1.0000001
0.11,1.087769e-18,9.487622,3480,0.53535354,17.406273,7.726627638355353,0.053535353,,4.3950494e-20,-1457.3678,1.0877679e-18,1.0001639,-10.728408,75.85975,,13.400253,177.89666318893433,174,75.85975,7.030312,16.963737,1.0877679e-18,0.9999989,17.406273,1.0879472e-18,,6.25157e-21
0.11,174.99997,9.481892,3500,0.53535354,17.406273,7.1659927027873085,0.053535353,,6.528786,-1448.9928,174.99997,1.0,-10.65512,82.40097,,13.360988,179.02220129966736,175,75.872185,6.528787,3.0939898,174.99997,0.9999989,17.406273,174.99997,,0.9999998
0.11,1.4275068e-17,9.476193,3520,0.5959596,17.406273,7.091651932372168,0.05959596,,5.2390813e-19,-1783.3157,1.4275066e-17,1.000018,-10.527026,75.87082,,13.321774,180.19497895240784,176,75.87082,6.459326,12.193468,1.4275066e-17,0.9999989,17.406273,1.4275324e-17,,8.110879e-20
0.11,176.99994,9.470528,3540,0.5959596,17.406273,6.437919553287276,0.05959596,,5.8592944,-1773.1481,176.99994,1.0,-10.410126,81.731476,,13.279613,181.2719533443451,177,75.872185,5.8592963,11.161505,176.99994,0.9999989,17.406273,176.99994,,0.99999964
0.11,1.1138322e-19,9.464894,3560,0.65656567,17.406273,6.506682696103429,0.065656565,,3.666965e-21,-2149.7666,1.1138222e-19,1.0017382,-10.262711,75.74053,,13.23828,182.4473044872284,178,75.74053,5.922382,16.133846,1.6604923e-23,0.9999989,17.406273,1.1157682e-19,,6.2583615e-22
0.11,178.99995,9.459291,3580,0.65656567,17.406273,5.5706421220636475,0.065656565,,5.0734844,-2137.6477,178.99995,1.0,-10.130992,80.94567,,13.192666,183.57196378707886,179,75.872185,5.073486,14.312191,178.99995,0.9999989,17.406273,178.99995,,0.99999976
0.11,41.875763,9.453721,3600,0.67676765,17.406273,5.6858589610757395,0.06767677,,1.1900383,-2263.823,41.87439,1.0080688,-10.016156,76.454926,,13.148158,184.79775953292847,180,75.264885,5.18114,10.843414,0.33926117,0.9999989,17.406273,42.21365,,0.23452027
0.11,0.49213347,9.44818,3620,0.6363636,17.406273,5.530588570213448,0.06363636,,0.014188445,-1981.9396,0.49212265,1.0073342,-9.884926,75.33396,,13.103327,186.04042434692383,181,75.31977,5.0337105,14.522941,0.0003795271,0.9999989,17.406273,0.49574292,,0.0027389112
0.11,162.81242,9.442671,3640,0.6363636,17.406273,5.882049895237483,0.06363636,,4.8014016,-1970.9608,162.81168,1.0030489,-9.775195,80.44296,,13.060734,187.38356757164001,182,75.64156,5.3514576,11.08036,162.81168,0.9999989,17.406273,163.30882,,0.8973012
0.11,9.841746,9.437191,3660,0.45454547,17.406273,5.9654503462042445,0.045454547,,0.3881395,-1034.1353,9.840342,1.0167518,-9.641314,75.01027,,13.01904,188.62407231330872,183,74.62213,5.4309835,15.080863,,0.9999989,17.406273,10.006613,,0.054680943
0.11,183.46016,9.431742,3680,0.45454547,17.406273,7.917937341794817,0.045454547,,7.5355415,-1028.5819,183.21967,1.050778,-9.68927,79.74126,,12.987403,189.9113872051239,184,72.20572,7.1974125,-17.521322,183.21967,0.9999989,17.406273,192.77591,,1.0476952
0.11,4.46375e-12,9.426322,3700,0.7171717,17.406273,8.005142926587085,0.07171717,,1.2323743e-13,-2498.2742,4.46327e-12,1.0145574,-9.559485,74.78353,,12.9565935,191.43378829956055,185,74.78353,7.2879095,14.576451,,0.9999989,17.406273,4.5287307e-12,,2.4479625e-14
0.11,365.8759,9.420931,3720,0.6969697,17.406273,4.983045585118045,0.06969697,,8.941724,-2338.7686,365.8759,1.0000137,-9.6635685,84.812874,,12.911374,192.69628834724426,186,75.87115,4.5456276,-27.921848,365.8759,0.9999989,17.406273,365.8809,,1.9671016
0.11,1.0549184,9.415569,3740,0.4949495,17.406273,4.9924183034785425,0.04949495,,0.040267453,-1182.1204,1.0547953,1.0151685,-9.538255,74.77878,,12.866654,193.97799372673035,187,74.73851,4.5488625,13.680193,,0.9999989,17.406273,1.07092,,0.005726845
0.11,522.9576,9.410235,3760,0.5151515,17.406273,7.392046559894766,0.05151515,,18.833315,-1264.5258,522.9417,1.0079051,-9.659675,94.11042,,12.833953,195.24343752861023,188,75.27711,6.718865,-31.373766,522.9417,0.9999989,17.406273,527.0916,,2.8036788
0.11,49.97483,9.40493,3780,0.4949495,17.406273,7.322200449084885,0.04949495,,1.8293741,-1169.7051,49.96218,1.0287733,-9.557063,75.57953,,12.801313,196.49933242797852,189,73.75015,6.6651044,9.37914,0.37420014,0.9999989,17.406273,51.412773,,0.27202526
0.11,2.5222435,9.399653,3800,0.5555556,17.406273,7.5820150692229165,0.05555556,,0.08724738,-1443.5023,2.5218592,1.0173064,-9.443453,74.66869,,12.770275,197.8727684020996,190,74.58144,6.903877,12.784056,1.531049e-22,0.9999989,17.406273,2.5658946,,0.013504708
0.11,1.5017765,9.394404,3820,0.3939394,17.406273,7.065366835700408,0.039393943,,0.060588308,-808.27716,1.5015056,1.0201616,-9.346592,74.4333,,12.737131,199.33179783821106,191,74.37271,6.4396715,10.040873,,0.9999989,17.406273,1.5320548,,0.008021229
0.11,179.79198,9.389182,3840,0.3939394,17.406273,8.401271405336603,0.039393943,,7.209662,-804.0952,179.78574,1.0084656,-9.357961,82.44493,,12.710559,204.52832531929016,192,75.23527,7.6352615,-10.54,179.78574,0.9999989,17.406273,181.31404,,0.944344
0.11,7.1325326,9.383987,3860,0.57575756,17.406273,8.42605288802035,0.05757576,,0.2300274,-1528.5939,7.122527,1.0515493,-9.259802,72.38278,,12.684465,205.66617631912231,193,72.152756,7.67457,9.915432,,0.9999989,17.406273,7.50021,,0.03886119
0.11,191.66537,9.378819,3880,0.57575756,17.406273,6.678482410370659,0.05757576,,6.2289157,-1520.6859,191.54059,1.03735,-9.215525,79.3693,,12.650441,206.88480138778687,194,73.14039,6.083817,0.28926042,191.54059,0.9999989,17.406273,198.8241,,1.0248665
0.11,39.263786,9.373678,3900,0.43434343,17.406273,6.694930556357395,0.043434344,,1.6143515,-914.3379,39.1391,1.0980877,-9.1374235,70.70918,,12.616818,208.16527724266052,195,69.09483,6.0940347,6.287857,,0.9999989,17.406273,43.11508,,0.22110298
0.11,1.1773864e-12,9.368563,3920,0.75757575,17.406273,8.017651892685578,0.07575758,,3.0537716e-14,-2696.2747,1.1680681e-12,1.1176492,-9.066728,67.885506,,12.589682,209.63174438476562,196,67.885506,7.2980556,5.5133276,,0.9999989,17.406273,1.315905e-12,,6.713801e-15
0.11,19989.03,9.363474,3940,0.7373737,17.406273,4.525910377433034,0.073737375,,419.88586,-2527.8455,19989.03,1.0000001,-9.269748,495.75806,,12.546781,210.97158241271973,197,75.87218,4.1381454,-48.06426,19989.03,0.9999989,17.406273,19989.031,,101.46716
