ReturnAbsMax,ReturnStepMax,URet,DenMISELogFirst,IWNorm2,IWMean,DenMISELogLast,Iteration,IWLastEpisode,LQGmu1,SqrtESSClassic,LQGsigma,TimeElapsed,TimestepsSoFar,ReturnMin,Bound,ExplorationBonus,IWFirstEpisode,ReturnLastEpisode,IWMax,DenMISEMeanLog,ReturnMean,ReturnMax,IWNorm1,target_sum_log_mean,LQGmu01,IWMin,MISE
9.553689,0.57715887,9.950903706066939,11.569054,13.962128,0.16242829,15.601313,11,0.9992989,0.07070707,1.4076525,0.11,9.539872407913208,220,,29.75481,13.573931,1.4407497e-20,9.059275,0.9992989,15.963632,9.210813,9.553689,19.653824,-4.1243196,0.0070707067,,16.18088
9.553689,0.57715887,9.955806686793586,11.482042,9.986399,0.12030047,16.054327,12,0.49996948,0.07070707,1.7346861,0.11,10.454272747039795,240,,24.092566,11.014891,1.4407525e-20,9.064808,0.49996948,15.997737,9.198646,9.553689,17.323267,-2.2934577,0.0070707067,,13.077675
9.553689,0.57715887,9.937735677900877,11.401999,6.431512,0.04179475,13.971222,13,0.007973088,0.09090909,1.0982351,0.11,11.293890237808228,260,,22.304543,17.398258,4.2296854e-36,9.047476,0.49284905,15.858697,9.187017,9.553689,7.063312,-20.699413,0.00909091,,4.9062834
9.553689,0.57715887,9.8952397040062,11.327891,9.00478,0.09199055,11.415019,14,3.9191767e-05,0.07070707,2.0022864,0.11,12.103938817977905,280,,21.205856,9.54278,1.4407543e-20,9.0102215,0.33331436,15.504639,9.174388,9.553689,18.030148,-0.5852125,0.0070707067,,11.663076
9.553689,0.57715887,9.935901863629896,11.258899,8.073624,0.08038044,17.103563,15,0.23062257,0.07070707,2.2400846,0.11,13.207216262817383,300,,19.446445,8.5297575,1.440754e-20,9.04628,0.24998917,15.621304,9.165849,9.553689,18.0856,0.6767777,0.0070707067,,10.916688
9.553689,0.57715887,9.941274582137519,11.194361,0.9313339,0.0036812993,15.659279,16,3.693951e-10,0.11111111,1.0118955,0.11,14.075908422470093,320,,19.413479,18.882757,,9.050968,0.058204204,15.630711,9.1586685,9.553689,0.9424126,-40.84713,0.011111111,,0.53072137
9.553689,0.57715887,9.88119824567813,11.133736,14.506116,0.053366173,15.216897,17,0.8515261,0.11111111,1.0631946,0.11,15.084388017654419,340,,26.134031,17.971664,,8.996196,0.8515261,15.552681,9.149111,9.553689,15.422825,-37.39204,0.011111111,,8.162367
9.553689,0.57715887,9.871077238190848,11.076577,12.137176,0.055726394,10.50813,18,0.49033895,0.11111111,1.4876074,0.11,16.10737133026123,360,,21.86441,12.844369,,8.986876,0.49033895,15.25568,9.140098,9.553689,18.055351,-34.609936,0.011111111,,9.020042
9.553689,0.57715887,9.900921849635916,11.022511,10.07466,0.05212945,16.141314,19,0.3033415,0.09090909,1.8679271,0.11,17.055209636688232,380,,19.16231,10.229188,4.2296703e-36,9.0147505,0.3273604,15.294696,9.133501,9.553689,18.818731,-9.817347,0.00909091,,8.933122
9.553689,0.57715887,9.912120638838479,10.971217,8.94522,0.033840466,13.742959,20,1.7607737e-37,0.01010101,1.5132313,0.11,18.199601411819458,400,,19.020458,12.626872,0.32711825,9.024832,0.32711825,15.212039,9.128068,9.553689,13.536186,-30.209082,0.001010101,,6.393585
9.688149,0.61800236,10.647141173893225,11.205437,9.509059,0.033310622,9.139693,21,,0.11111111,1.544841,0.11,19.15743613243103,420,,18.833576,12.542584,,9.688149,0.32759586,14.904692,9.154738,9.688149,14.689984,-33.89277,0.011111111,,6.290992
9.688149,0.61800236,9.884116043360915,11.158916,3.69288e-18,7.630291e-21,2.4340093,22,1.6785815e-19,0.17171717,1.0000548,0.11,20.109920978546143,440,,19.375237,19.375237,,9.002522,1.6785815e-19,14.321369,9.147819,9.688149,3.6930827e-18,-159.585,0.017171716,,1.5112209e-18
9.688149,0.61800236,9.687974211086196,11.114465,23.0,0.04347826,14.306591,23,1.0,0.17171717,1.0,0.11,21.119460344314575,460,,28.197144,19.376299,,8.820846,1.0,14.278206,9.133603,9.688149,23.0,-151.88818,0.017171716,,8.820846
9.688149,0.61800236,9.662553043072368,11.071905,12.049428,0.02142446,12.882797,24,0.5019093,0.1919192,1.0241556,0.11,22.065711736679077,480,,23.44354,18.919292,,8.7983,0.5019093,14.208159,9.119632,9.688149,12.340489,-203.58752,0.019191919,,4.524248
9.688149,0.61800236,9.59770736788452,11.031083,26.355997,0.053844344,13.806415,25,0.9997989,0.1919192,1.2768521,0.11,23.219407558441162,500,,26.959019,15.175053,,8.738514,0.9997989,14.169659,9.104387,9.688149,33.65271,-194.763,0.019191919,,11.783965
9.688149,0.61800236,9.655603542965455,10.991862,17.713959,0.044286232,15.748914,26,0.38903242,0.1919192,1.690051,0.11,24.118846654891968,520,,21.563532,11.46492,,8.791871,0.49994978,14.230896,9.092367,9.688149,29.937492,-186.57741,0.019191919,,10.098612
9.688149,0.61800236,9.642684120616488,10.954123,14.261297,0.02878319,15.781886,27,0.015443678,0.17171717,1.4713209,0.11,25.119400024414062,540,,20.016949,13.169322,,8.779177,0.4822377,14.287903,9.080768,9.688149,20.982944,-127.35272,0.017171716,,6.8476257
9.688149,0.61800236,9.698864795406575,10.917754,1.9040697,0.0024343259,15.525256,28,1.4927677e-10,0.21212122,1.0023328,0.11,26.080941677093506,560,,19.926838,19.331203,,8.832966,0.06800235,14.320872,9.071918,9.688149,1.9085114,-232.86783,0.021212121,,0.5956337
9.688149,0.61800236,9.559743096740585,10.882663,26.764526,0.033949893,15.922484,29,0.9207157,0.21212122,1.06678,0.11,27.174971342086792,580,,26.733171,18.163351,,8.701952,0.9207157,14.344493,9.05916,9.688149,28.55186,-224.1756,0.021212121,,8.56982
9.688149,0.61800236,9.530477688083336,10.848762,20.842035,0.034622196,13.547427,30,0.49928552,0.21212122,1.4950544,0.11,28.244584560394287,600,,21.98917,12.960264,,8.678488,0.49928552,14.308972,9.046472,9.688149,31.159977,-216.16129,0.021212121,,9.028906
9.688149,0.61800236,9.562032415144143,10.815971,17.301003,0.032827,7.2414193,31,0.30395022,0.21212122,1.8234056,0.11,29.313218593597412,620,,19.477528,10.626433,,8.706569,0.33301556,14.076833,9.035506,9.688149,31.546745,-208.88237,0.021212121,,8.851095
9.688149,0.61800236,9.54825164892118,10.784224,6.9104333e-19,6.770892e-22,17.684385,32,7.098645e-23,0.27272728,1.0033689,0.11,30.234696865081787,640,,19.311243,19.311243,,8.691519,2.1595073e-20,14.186581,9.024757,9.688149,6.9337133e-19,-423.69177,0.02727273,,1.8803649e-19
9.688149,0.61800236,9.243657008039602,10.753451,33.000004,0.030303033,12.710228,33,1.0000001,0.27272728,1.0,0.11,31.113837003707886,660,,27.794022,19.376299,,8.417721,1.0000001,14.112004,9.006363,9.688149,33.000004,-410.3615,0.02727273,,8.417722
9.688149,0.61800236,9.272345057693716,10.7235985,24.04163,0.029411765,12.409569,34,0.50000024,0.27272728,1.4142137,0.11,32.013625144958496,680,,22.131601,13.701112,,8.443258,0.50000024,14.053345,8.9897995,9.688149,34.0,-397.84375,0.02727273,,8.43049
9.688149,0.61800236,9.279049266992386,10.694611,20.207254,0.028571421,12.29864,35,0.33333325,0.27272728,1.7320509,0.11,32.934571981430054,700,,19.62415,11.186911,,8.450744,0.33333325,13.9982195,8.974399,9.688149,34.999992,-386.05518,0.02727273,,8.437239
9.688149,0.61800236,9.2334476296618,10.66644,18.550112,0.029089652,13.659614,36,,0.1919192,2.032343,0.11,34.073487997055054,720,,18.721672,9.533971,,8.404756,0.3179508,13.985399,8.958576,9.688149,37.700188,-140.09958,0.019191919,,9.1877
9.688149,0.61800236,9.633082496147725,10.639041,17.600021,0.03198893,11.068369,37,,0.030303031,2.488227,0.11,34.999818086624146,740,,18.691618,7.7871914,0.003019098,8.769869,0.19984367,13.905158,8.953475,9.688149,43.792847,-188.91153,0.0030303032,,10.904427
9.688149,0.61800236,10.034307084964846,10.615388,692.6114,0.48213622,-5.5118504,38,18.226444,0.05050505,1.0051881,0.11,35.94582986831665,760,,186.63069,19.27629,1.0629906e-09,9.134816,18.226444,13.396724,8.958247,9.688149,696.2047,-140.91495,0.005050505,,167.3544
9.688149,0.61800236,9.974633419696579,10.589412,43.689198,0.04177604,18.26741,39,0.5923376,0.05050505,1.4543952,0.11,37.03101944923401,780,,28.168087,13.322582,1.0629915e-09,9.081171,0.9479883,13.574458,8.961399,9.688149,63.54136,-136.75284,0.005050505,,14.845505
9.688149,0.61800236,9.984404738247354,10.564095,31.322582,0.035638787,16.251556,40,0.4829976,0.05050505,1.8204775,0.11,38.03634810447693,800,,23.619028,10.643526,1.0629897e-09,9.090753,0.4866499,13.647161,8.964633,9.688149,57.022057,-132.85371,0.005050505,,12.975502
9.688149,0.61800236,9.979243407947362,10.539402,22.622131,0.027319867,9.186814,41,0.11644116,0.05050505,2.0300784,0.11,39.1630859375,820,,19.73706,9.544606,1.0629896e-09,9.086826,0.32734668,13.543269,8.967612,9.688149,45.924698,-129.35118,0.005050505,,10.192454
9.688149,0.61800236,9.972367425143121,10.515304,20.657282,0.026948402,17.445663,42,0.24633694,0.05050505,2.3012214,0.11,40.220901012420654,840,,18.71344,8.420007,1.0629916e-09,9.079817,0.24661732,13.636294,8.970284,9.688149,47.53698,-125.80038,0.005050505,,10.293434
9.688149,0.61800236,9.995412595843193,10.491774,0.44267556,0.0002501551,17.932863,43,4.703573e-34,0.13131313,1.0448663,0.11,41.36008906364441,860,,18.641115,18.544285,,9.099955,0.01028721,13.737109,8.973301,9.688149,0.46253678,-74.45354,0.013131313,,0.09683059
9.688149,0.61800236,9.850563385925625,10.468784,21.458408,0.019816417,9.781155,44,1.553553e-17,0.17171717,1.7878578,0.11,42.38963985443115,880,,18.52717,10.837718,,8.968394,0.33126587,13.624978,8.973189,9.688149,38.364582,-112.826195,0.017171716,,7.6894526
9.688149,0.61800236,9.676703753534667,10.446311,21.883965,0.022870138,9.421609,45,4.5392046e-26,0.11111111,2.1162543,0.11,43.36490488052368,900,,18.408041,9.155941,,8.813294,0.2473266,13.526768,8.969636,9.688149,46.312035,-67.95181,0.011111111,,9.2521
9.688149,0.61800236,9.869476476512826,10.424333,8.2042125e-19,4.0859072e-22,14.83203,46,,0.33333334,1.053878,0.11,44.57177925109863,920,,18.385714,18.385714,,8.985894,1.7835224e-20,13.553793,8.969989,9.688149,8.6462387e-19,-693.348,0.033333335,,1.5798129e-19
9.688149,0.61800236,8.93751338915067,10.402826,91.96535,0.041632116,-13.907169,47,1.9567095,0.3131313,1.0,0.11,45.56222748756409,940,,35.30726,19.376299,,8.141709,1.9567095,12.948468,8.952366,9.688149,91.96535,-570.45044,0.031313132,,15.93096
9.688149,0.61800236,9.014587626806536,10.381773,57.385834,0.034530252,14.796091,48,0.99566585,0.3131313,1.3863648,0.11,46.52536177635193,960,,27.536293,13.976335,,8.20746,0.99566585,12.988931,8.936847,9.688149,79.5577,-558.17725,0.031313132,,13.559959
9.688149,0.61800236,9.0404051971918,10.361154,39.728664,0.028510658,16.67932,49,0.4998704,0.3131313,1.7230402,0.11,47.478543281555176,980,,22.696266,11.245413,,8.229533,0.4998704,13.068513,8.922412,9.688149,68.45409,-546.3802,0.031313132,,11.450853
9.688149,0.61800236,8.985549853803326,10.340951,32.07787,0.025610154,9.45271,50,0.3295671,0.3131313,1.9959365,0.11,48.466071367263794,1000,,20.196827,9.707873,,8.178964,0.33327582,12.999304,8.907543,9.688149,64.02539,-535.2075,0.031313132,,10.488955
9.688149,0.61800236,8.912533932394627,10.321148,41.764282,0.018313596,11.171,51,0.81098783,0.33333334,1.140536,0.11,49.500982999801636,1020,,24.571041,16.988766,,8.114056,0.81098783,12.965815,8.891985,9.688149,47.633667,-624.60297,0.033333335,,7.5822763
9.688149,0.61800236,8.880655551651719,10.30173,35.11273,0.020272754,9.723108,52,0.49496397,0.33333334,1.5611868,0.11,50.54727530479431,1040,,20.954044,12.4112625,,8.084966,0.49496397,12.898081,8.876465,9.688149,54.817528,-612.3419,0.033333335,,8.542781
9.688149,0.61800236,8.831378441557074,10.282681,4.2601833,0.0015437006,12.423551,53,0.08036963,0.35353535,1.0178564,0.11,51.52030682563782,1060,,19.694557,19.036379,,8.043841,0.08036963,12.887017,8.860755,9.688149,4.3362546,-707.314,0.035353538,,0.6581787
9.688149,0.61800236,8.70475634093136,10.263989,54.1064,0.019908141,11.436674,54,0.9992041,0.35353535,1.0729256,0.11,52.47672247886658,1080,,26.590446,18.059313,,7.9273705,0.9992041,12.843272,8.843471,9.688149,58.05214,-693.93005,0.035353538,,8.531134
9.688149,0.61800236,8.758670141667011,10.245641,38.623707,0.019252853,11.914148,55,0.48842317,0.35353535,1.5078791,0.11,53.44940114021301,1100,,21.27533,12.850035,,7.973749,0.49980077,12.8222885,8.827657,9.688149,58.23988,-681.0366,0.035353538,,8.425295
9.688149,0.61800236,8.708526133950201,10.227622,32.361897,0.018942883,11.82943,56,0.3332111,0.35353535,1.8356426,0.11,54.40538835525513,1120,,18.988632,10.555594,,7.9294114,0.33324477,12.8024235,8.811617,9.688149,59.404877,-668.61176,0.035353538,,8.433038
9.688149,0.61800236,8.743404562383693,10.209923,29.960106,0.01750478,15.219486,57,0.0010668237,0.33333334,1.8982918,0.11,55.62415051460266,1140,,18.278389,10.207229,,7.957102,0.32932702,12.8436365,8.796625,9.688149,56.873024,-557.70123,0.033333335,,8.071159
9.688149,0.61800236,8.872455784715719,10.192531,28.23057,0.017446226,15.269623,58,,0.21212122,2.0789201,0.11,56.600701570510864,1160,,18.11988,9.320367,,8.076593,0.24976169,12.883577,8.784211,9.688149,58.689102,-190.03047,0.021212121,,8.799515
9.688149,0.61800236,9.517047861868075,10.175436,29.500002,0.016949154,3.1295297,59,1.314578e-19,0.27272728,2.0,0.11,57.57037711143494,1180,,18.11727,9.688149,,8.663124,0.25000003,12.716867,8.782158,9.688149,59.000004,-315.72122,0.02727273,,8.42912
9.688149,0.61800236,9.300761966007355,10.158629,27.768677,0.016455216,14.319793,60,,0.09090909,2.1332953,0.11,58.56055188179016,1200,,17.98946,9.082802,3.1775247e-36,8.469434,0.24636729,12.741931,8.776947,9.688149,59.238785,-221.51009,0.00909091,,8.906658
9.688149,0.61800236,9.881230243141685,10.142099,25.484064,0.012463454,-8.809489,61,,0.01010101,1.8198242,0.11,59.53769087791443,1220,,17.888245,10.6473465,0.24574587,8.993449,0.24673451,12.387031,8.780496,9.688149,46.37652,-455.7594,0.001010101,,7.240897
9.688149,0.61800236,10.341410785550957,10.345573,27.551353,0.01819689,12.413314,62,2.6276325e-19,0.07070707,2.5388536,0.11,60.697582483291626,1240,,17.847147,7.6319084,8.68841e-21,9.399364,0.1976929,12.3825035,8.790478,9.688149,69.94885,-257.5121,0.0070707067,,10.215239
9.688149,0.61800236,9.96175748003765,10.329574,27.560917,0.017537784,9.871829,63,5.1282474e-05,0.05050505,2.5255854,0.11,61.691776275634766,1260,,17.721252,7.672003,8.532967e-10,9.068198,0.19754419,12.343415,8.794885,9.688149,69.60745,-305.32837,0.005050505,,10.049249
9.688149,0.61800236,9.96868237658043,10.313825,29.37035,0.016426459,18.546299,64,,0.1919192,2.2908401,0.11,62.668458700180054,1280,,17.681152,8.458163,,9.075938,0.24466845,12.440762,8.799277,9.688149,67.282776,-167.37228,0.019191919,,9.222989
9.688149,0.61800236,9.58514950826967,10.298321,9.106839,0.002584791,2.1855278,65,4.0375347e-17,0.25252524,1.1991805,0.11,63.64331603050232,1300,,17.580261,16.157951,,8.729409,0.1384474,12.282478,8.7982025,9.688149,10.920744,-267.91882,0.025252525,,1.42231
9.688149,0.61800236,9.333204420212933,10.283053,52.960716,0.014297058,13.882571,66,0.79288507,0.25252524,1.175928,0.11,64.61528873443604,1320,,24.490456,16.477453,,8.496975,0.79288507,12.294093,8.793638,9.688149,62.27799,-263.58914,0.025252525,,8.013001
9.688149,0.61800236,9.354357160230588,10.268015,45.086544,0.016035635,10.183303,67,0.4950516,0.25252524,1.5965731,0.11,65.82166481018066,1340,,21.27031,12.13618,,8.516158,0.4950516,12.258635,8.789497,9.688149,71.98396,-259.45074,0.025252525,,9.1341305
9.688149,0.61800236,9.341529047061758,10.253201,38.581676,0.016071446,2.0380647,68,0.3290317,0.25252524,1.9261569,0.11,66.82315421104431,1360,,19.350115,10.059565,,8.503983,0.33112687,12.106966,8.785298,9.688149,74.31436,-255.5596,0.025252525,,9.29055
9.688149,0.61800236,9.280977594187823,10.238602,34.488033,0.015175902,16.10858,69,,0.35353535,2.0950012,0.11,67.8186707496643,1380,,17.575413,9.248825,,8.450363,0.24993363,12.164476,8.780443,9.688149,72.25247,-623.1444,0.035353538,,8.326588
9.688149,0.61800236,8.745885256769364,10.224213,30.707975,0.014995515,1.3816395,70,,0.11111111,2.3927994,0.11,68.89078211784363,1400,,17.533657,8.097754,,7.966057,0.19899295,12.009675,8.768809,9.688149,73.47803,-191.2151,0.011111111,,9.435903
9.688149,0.61800236,9.836466711831651,10.210028,30.758095,0.012547187,-25.014896,71,1.7191879e-21,0.17171717,2.0563812,0.11,69.95457625389099,1420,,17.27742,9.422523,,8.950679,0.24854587,11.4878,8.771371,9.688149,63.25037,-150.6657,0.017171716,,7.8548975
9.688149,0.61800236,9.717645468365772,10.196042,2.4990833,0.00049708097,8.662534,72,0.034698077,0.15151516,1.0311252,0.11,71.15170645713806,1440,,19.10811,18.791412,,8.849408,0.034698077,11.446007,8.772456,9.688149,2.5768678,-150.3871,0.015151516,,0.31669784
9.688149,0.61800236,9.735196301972907,10.182248,15.165102,0.0032827416,15.037043,73,0.20501469,0.15151516,1.1535518,0.11,72.19469094276428,1460,,18.920658,16.797077,,8.8636875,0.20501469,11.482078,8.7737055,9.688149,17.49373,-148.08394,0.015151516,,2.12358
9.688149,0.61800236,9.747283460163773,10.168643,31.59671,0.008026304,15.87814,74,0.39027524,0.15151516,1.3910321,0.11,73.2180802822113,1480,,19.197617,13.9294405,,8.874244,0.39027524,11.531042,8.775064,9.688149,43.952038,-145.8228,0.015151516,,5.2681756
9.688149,0.61800236,9.76040014196161,10.15522,34.301575,0.010501765,12.914515,75,0.32900092,0.15151516,1.7221491,0.11,74.24119281768799,1500,,18.242134,11.251232,,8.885258,0.32900092,11.543174,8.776533,9.688149,59.072426,-143.66354,0.015151516,,6.990902
9.688149,0.61800236,9.739124893497484,10.141974,33.461918,0.013908634,14.874172,76,7.631931e-17,0.21212122,2.400827,0.11,75.28871035575867,1520,,17.258015,8.070677,,8.865358,0.19990307,11.583137,8.777702,9.688149,80.33627,-168.52942,0.021212121,,9.187338
9.688149,0.61800236,9.54380520807711,10.128902,34.696674,0.0143980775,4.6350355,77,6.936407e-24,0.27272728,2.4603567,0.11,76.49177646636963,1540,,17.230183,7.8754025,,8.68908,0.19983734,11.49261,8.776551,9.688149,85.366196,-289.07202,0.02727273,,9.354781
9.688149,0.61800236,9.234014310624204,10.115999,1.0892639e-19,1.8755425e-23,9.178646,78,,-0.05050505,1.0482856,0.11,77.51207304000854,1560,,18.483797,18.483797,6.1671694e-23,8.410156,1.3964794e-21,11.463262,8.771853,9.688149,1.1418596e-19,-760.52374,-0.005050505,,1.4153e-20
13.439399,0.9325218,14.929509862532363,10.10326,12.6484995,0.002047402,-59.602432,79,0.16010422,-0.01010101,1.0102254,0.11,78.53317642211914,1580,,28.774128,26.606733,0.00046435837,13.439399,0.16010422,10.551117,8.830936,13.439399,12.777836,-544.30695,-0.001010101,,2.1673954
13.439399,0.9325218,11.258922128080318,10.0911455,79.08436,0.013981511,6.5189548,80,0.97887313,-0.01010101,1.1314712,0.11,79.57909607887268,1600,,35.62819,23.75562,0.00046414285,10.218017,0.97887313,10.4901705,8.848275,13.439399,89.481674,-537.3671,-0.001010101,,11.87257
13.439399,0.9325218,11.587772097625118,10.079187,53.590683,0.012837878,17.212612,81,0.4222959,-0.01010101,1.5717158,0.11,80.57725596427917,1620,,28.24017,17.101562,0.00046392734,10.510758,0.49466196,10.570936,8.868799,13.439399,84.229324,-530.47687,-0.001010101,,11.138606
13.439399,0.9325218,12.411830943985994,10.067381,1.8812026e-17,2.7977433e-21,13.440999,82,3.7772953e-26,-0.09090909,1.0000045,0.11,81.64600086212158,1640,,26.878675,26.878675,,11.212839,2.2941492e-19,10.60443,8.897385,13.439399,1.881211e-17,-967.23535,-0.00909091,,3.083199e-18
14.856923,0.978964,16.483021253584337,10.05526,163.78656,0.023775086,12.25425,83,1.973332,-0.07070707,1.0,0.11,82.76701188087463,1660,,59.031487,29.713846,,14.856923,1.973332,10.612332,8.969187,14.856923,163.78656,-830.11127,-0.0070707067,,29.317642
15.723389,0.98259157,17.40534462025409,10.043283,67.28623,0.012432377,12.371296,84,0.74163866,-0.09090909,1.3037266,0.11,83.80931377410889,1680,,40.278664,24.120686,,15.723389,0.74163866,10.634411,9.049594,15.723389,87.72285,-943.81213,-0.00909091,,16.15798
15.723389,0.98259157,16.465658892642622,10.031448,54.61381,0.012699983,10.40863,85,0.4213178,-0.09090909,1.680113,0.11,84.87096500396729,1700,,35.11745,18.717062,,14.841251,0.42582825,10.629698,9.117731,15.723389,91.75737,-932.54395,-0.00909091,,16.400389
15.723389,0.998701,17.080921519284622,10.0197525,47.51766,0.012651815,13.098465,86,0.30443132,-0.09090909,1.9692223,0.11,85.96396040916443,1720,,32.55497,15.969135,,15.403975,0.30443132,10.657488,9.190827,15.723389,93.57283,-921.5102,-0.00909091,,16.585833
15.723389,0.998701,16.643689522419066,10.008192,3.840708e-15,5.1476644e-19,8.011947,87,6.5720574e-24,-0.1919192,1.014466,0.11,87.19322466850281,1740,,30.998354,30.998354,,15.016737,4.414138e-17,10.626678,9.2577915,15.723389,3.8962677e-15,-1661.2238,-0.019191919,,7.039615e-16
16.6492,0.9994803,18.409120680923557,9.996763,267.54703,0.034548942,9.835113,88,3.040307,-0.17171717,1.0,0.11,88.19763159751892,1760,,83.91708,33.2984,,16.6492,3.040307,10.606385,9.3417845,16.6492,267.54703,-1473.6102,-0.017171716,,50.618683
16.6492,0.9994803,18.359674930719287,9.985464,93.47948,0.016688332,17.301542,89,0.7327675,-0.17171717,1.4140887,0.11,89.23476696014404,1780,,48.249817,23.547604,,16.61344,0.75249404,10.686129,9.423489,16.6492,132.18828,-1456.8115,-0.017171716,,24.702213
16.888142,0.9994862,18.655940727498646,9.97429,58.89801,0.012303853,12.689773,90,0.25507322,-0.17171717,1.692098,0.11,90.32568573951721,1800,,38.443447,19.961185,,16.888142,0.42938465,10.709682,9.506429,16.888142,99.66121,-1440.4489,-0.017171716,,18.482262
16.888142,0.9997088,18.159347120533752,9.963241,51.815205,0.012350044,14.898579,91,0.3230178,-0.17171717,1.9737589,0.11,91.41191339492798,1820,,35.785416,17.112669,,16.412498,0.3230178,10.755084,9.58232,16.888142,102.27072,-1424.4188,-0.017171716,,18.672745
16.888142,0.9997088,18.266697387624895,9.9523115,50.539856,0.010912203,13.837978,92,0.36644346,-0.15151516,1.8274862,0.11,92.70328283309937,1840,,35.06196,18.482374,,16.51643,0.36948806,10.788521,9.657691,16.888142,92.360886,-1257.1982,-0.015151516,,16.579586
16.888142,0.9997088,18.601483663653667,9.941501,56.146477,0.008016715,13.701169,93,0.5843683,-0.21212122,1.2349229,0.11,93.77120590209961,1860,,39.91079,27.350925,,16.839237,0.5843683,10.81861,9.734912,16.888142,69.33657,-1722.1794,-0.021212121,,12.559864
16.888142,0.9998819,18.51069649914338,9.930805,48.088444,0.011045914,9.292539,94,0.2480848,-0.1919192,2.029629,0.11,94.81983852386475,1880,,34.073666,16.641605,,16.74715,0.33686286,10.798293,9.80951,16.888142,97.6017,-1536.3248,-0.019191919,,17.43206
16.888142,0.99992704,18.40866607979716,9.920223,1.3892353e-16,1.5465243e-20,15.844377,95,1.6361361e-24,-0.35353535,1.0046816,0.11,95.88730478286743,1900,,33.618893,33.618893,,16.65017,1.4623369e-18,10.850708,9.881517,16.888142,1.3957392e-16,-3110.8171,-0.035353538,,2.4740509e-17
17.089422,0.99992704,18.867099074061034,9.909752,34351.1,3.7273338,-6.3450866,96,357.82397,-0.27272728,1.0000002,0.11,96.9607744216919,1920,,6149.1846,34.178837,,17.089422,357.82397,10.661223,9.956599,17.089422,34351.11,-2216.1343,-0.02727273,,6115.006
