IWMin,LQGsigma,ReturnStepMax,IWMax,IWMean,ReturnLastEpisode,TimestepsSoFar,IWLastEpisode,DenMISEMeanLog,ReturnMean,ReturnMin,MISE,URet,Iteration,ReturnAbsMax,DenMISELogFirst,Bound,DenMISELogLast,LQGmu1,target_sum_log_mean,ReturnMax,IWFirstEpisode,LQGmu01,TimeElapsed
,0.11,0.9999649,2.881886,1.0058995,16.129808,2280,1.5262349,15.736055,15.823602,,16.059986,17.85847024038141,114,16.500608,18.634165,16.059986,11.3274,-0.12356168,15.446822,16.500608,0.5055521,-0.012418995,26.54758334159851
,0.11,0.9999649,2.7454288,1.0114877,16.286064,2300,1.7304571,15.734171,15.827624,,16.148876,18.017944962251047,115,16.500608,18.629856,16.148876,15.515675,-0.12325722,15.4695015,16.500608,0.52497464,-0.012388082,26.90924620628357
,0.11,0.9999649,2.6210985,1.0072883,15.669864,2320,0.5999408,15.677242,15.826264,,16.075375,17.353159755209877,116,16.500608,18.625753,16.075375,9.120797,-0.122964054,15.426415,16.500608,0.54403496,-0.012358318,27.268121480941772
,0.11,0.9999649,2.5731905,1.0220866,16.405413,2340,2.5731905,15.686958,15.831213,,16.314676,18.146110370048422,117,16.500608,18.621847,16.314676,16.80855,-0.12252856,15.4694805,16.500608,0.57175875,-0.012314111,27.63141655921936
,0.11,0.9999649,2.3693364,1.0299371,15.898892,2360,1.9025538,15.633877,15.831787,,16.431145,17.60647293049487,118,16.500608,18.618212,16.431145,9.403159,-0.1220537,15.446922,16.500608,0.60233885,-0.01226591,27.972816944122314
,0.11,0.9999649,2.181041,1.0331573,16.444452,2380,1.3653631,15.674915,15.836937,,16.480461,18.183297375779667,119,16.500608,18.614864,16.480461,20.489317,-0.121571176,15.514187,16.500608,0.6338662,-0.012216938,28.31523036956787
,0.11,0.9999649,2.0239258,1.0382618,15.985638,2400,1.5440078,15.705656,15.838176,,16.554407,17.705082073189573,120,16.500608,18.611809,16.554407,19.332155,-0.12106027,15.571735,16.500608,0.66755927,-0.012165094,28.656793117523193
,0.11,0.9999649,1.9072298,1.037722,15.598337,2420,0.87610036,15.720901,15.836194,,16.53577,17.272727664903826,121,16.500608,18.609058,16.53577,17.5133,-0.12056413,15.60667,16.500608,0.7006363,-0.012114752,29.003015518188477
,0.11,0.9999649,1.8101963,1.0365235,15.89018,2440,0.7573749,15.721915,15.836636,,16.50912,17.601728864618643,122,16.500608,18.606602,16.50912,15.808342,-0.120078824,15.624477,16.500608,0.7332026,-0.012065515,29.34719967842102
,0.11,0.9999649,1.7026657,1.0445299,16.04273,2460,1.7026657,15.70971,15.838311,,16.628765,17.760379039124384,123,16.500608,18.60443,16.628765,14.185189,-0.119415976,15.640531,16.500608,0.7771729,-0.011998277,29.69908857345581
,0.11,0.9999649,1.5969716,1.0495063,16.222048,2480,1.3891253,15.665033,15.841405,,16.700243,17.95220248555802,124,16.500608,18.60263,16.700243,10.126459,-0.11861866,15.623133,16.500608,0.82954156,-0.01191741,30.097625255584717
,0.11,0.9999649,1.4665877,1.054417,15.794383,2500,1.3438427,15.655827,15.841029,,16.762709,17.473673004300043,125,16.500608,18.601267,16.762709,14.465669,-0.117553994,15.643377,16.500608,0.8978589,-0.011809453,30.4546639919281
,0.11,0.9999649,1.2906033,1.0564902,16.418541,2520,1.0060953,15.674284,15.8456135,,16.767782,18.165248449768246,126,16.500608,18.600456,16.767782,17.927898,-0.115042955,15.701909,16.500608,1.0460619,-0.011554942,30.811177730560303
,0.11,0.9999649,1.3267293,1.055189,15.461562,2540,0.92490965,15.642446,15.842588,,16.755709,17.13825985246631,127,16.500608,18.600819,16.755709,11.574903,-0.115950115,15.658895,16.500608,0.9949051,-0.011646871,31.173385620117188
,0.11,0.9999649,1.3679307,1.0562056,15.645612,2560,1.3671587,15.63126,15.84105,,16.776682,17.333890241016526,128,16.500608,18.600779,16.776682,14.156229,-0.116522424,15.640953,16.500608,0.96131283,-0.011704878,31.534072160720825
,0.11,0.9999649,3.6407392,1.0221564,16.226955,2580,2.8053799,15.627729,15.844042,,16.36266,17.955108748470582,129,16.500608,18.60048,16.36266,15.120255,-0.1254525,15.2994995,16.500608,0.4190287,-0.012611026,31.89439034461975
,0.11,0.9999649,3.3368862,1.0202811,16.15631,2600,0.9564538,15.56803,15.846443,,16.3252,17.869917294938965,130,16.500608,18.595999,16.3252,7.8473,-0.124952175,15.271163,16.500608,0.44735223,-0.012560203,32.25747895240784
,0.11,0.9999649,3.04637,1.0273166,16.290573,2620,1.9803003,15.590154,15.8498335,,16.43331,18.027032782590496,131,16.500608,18.591772,16.43331,18.44804,-0.12441287,15.330816,16.500608,0.4788389,-0.012505429,32.629005670547485
,0.11,0.9999649,2.7948132,1.0289665,15.378291,2640,1.2901087,15.588029,15.846262,,16.44529,17.039856494024505,132,16.500608,18.587816,16.44529,15.284451,-0.12390077,15.359379,16.500608,0.5098273,-0.012453425,33.01430082321167
,0.11,0.9999649,2.542402,1.0363121,16.122068,2660,1.917547,15.594747,15.848335,,16.555513,17.85783709313477,133,16.500608,18.584124,16.555513,16.454035,-0.12332244,15.4013195,16.500608,0.54565406,-0.012394704,33.41009783744812
,0.11,0.9999649,2.3099215,1.040002,15.785422,2680,1.4480093,15.5755415,15.847866,,16.603172,17.48520861844145,134,16.500608,18.580727,16.603172,12.986779,-0.12273143,15.41339,16.500608,0.5832782,-0.012334704,33.8060188293457
,0.11,0.9999649,2.105186,1.0379304,15.913514,2700,0.6603447,15.607362,15.848351,,16.56109,17.621318316518977,135,16.500608,18.577635,16.56109,19.832806,-0.122159086,15.467672,16.500608,0.6206536,-0.0122766085,34.179363489151
,0.11,0.9999799,1.9046323,1.0421807,16.494806,2720,1.4180994,15.634145,15.8531065,,16.625254,18.239250023585313,136,16.500608,18.574842,16.625254,19.213064,-0.1215363,15.5229025,16.500608,0.6619841,-0.012213399,34.56107020378113
,0.11,0.9999799,1.7770658,1.041268,15.845037,2740,0.72831035,15.654678,15.853047,,16.601013,17.54809524620768,137,16.500608,18.572372,16.601013,18.406334,-0.120917164,15.564437,16.500608,0.7037301,-0.012150572,35.028823137283325
,0.11,0.9999799,1.6676309,1.043328,15.8524475,2760,1.0834223,15.641177,15.853044,,16.623913,17.56236049495078,138,16.500608,18.570223,16.623913,13.751107,-0.12027673,15.573631,16.500608,0.747303,-0.012085591,35.42983412742615
,0.11,0.9999799,1.5586648,1.0481468,16.073011,2780,1.3781824,15.639684,15.854626,,16.69141,17.806931667823505,139,16.500608,18.568403,16.69141,15.391147,-0.119514324,15.59783,16.500608,0.7991604,-0.012008251,35.80497860908508
,0.11,0.9999799,1.4594914,1.0509104,15.804124,2800,1.1102992,15.628222,15.854263,,16.722483,17.499779044275176,140,16.500608,18.566967,16.722483,13.988012,-0.1186356,15.609863,16.500608,0.8585424,-0.011919129,36.17983818054199
,0.11,0.9999799,1.3592465,1.0525628,15.904974,2820,0.9350834,15.637307,15.854624,,16.734215,17.615575268396263,141,16.500608,18.565964,16.734215,16.859135,-0.1175374,15.641257,16.500608,0.9311891,-0.011807771,36.55872464179993
,0.11,0.9999799,1.2594712,1.0525601,15.535643,2840,0.7281909,15.656655,15.852378,,16.702265,17.210913003683388,142,16.500608,18.56548,16.702265,18.33277,-0.115145236,15.6874275,16.500608,1.0775499,-0.011565304,36.94078302383423
,0.11,0.9999799,1.260757,1.0525161,15.672936,2860,1.1368612,15.62871,15.851122,,16.70123,17.35960408802909,143,16.500608,18.566021,16.70123,11.60818,-0.115248784,15.659054,16.500608,1.0710973,-0.011575798,37.32990097999573
,0.11,0.9999799,1.4396403,1.0074024,15.867586,2880,0.7762048,15.628939,15.851237,,15.902096,17.572574969879636,144,16.500608,18.566515,15.902096,15.609601,-0.10771582,15.566182,16.500608,1.3036838,-0.010813113,37.73000144958496
,0.11,0.9999799,1.4156591,1.0070022,16.091871,2900,0.63853437,15.644558,15.852896,,15.899916,17.79699907376649,145,16.500608,18.568607,15.899916,17.886835,-0.10794888,15.586463,16.500608,1.3010457,-0.01083669,38.11827611923218
,0.11,0.9999799,1.3929486,1.0106918,16.205467,2920,1.2092041,15.651026,15.855311,,15.964496,17.931460927324004,146,16.500608,18.570667,15.964496,16.582014,-0.108189635,15.602007,16.500608,1.2979152,-0.010861047,38.576685190200806
,0.11,0.9999799,1.3674116,1.014214,15.320772,2940,1.1380001,15.66228,15.851675,,16.019678,16.987952409462434,147,16.500608,18.572691,16.019678,17.295366,-0.10846683,15.622507,16.500608,1.2940887,-0.0108890915,39.007540464401245
,0.11,0.9999799,1.3405977,1.0182383,15.852636,2960,1.2592958,15.66609,15.851682,,16.08729,17.566660725899812,148,16.500608,18.574677,16.08729,16.212229,-0.10876009,15.635787,16.500608,1.289469,-0.010918765,39.4043071269989
,0.11,0.9999799,1.3125436,1.0220064,15.799825,2980,1.2295471,15.680153,15.851333,,16.150524,17.49254291651961,149,16.500608,18.576618,16.150524,17.743546,-0.109068826,15.658869,16.500608,1.2839422,-0.010950006,39.821211099624634
,0.11,0.9999799,1.2849736,1.0217772,16.22387,3000,0.65649277,15.620131,15.853818,,16.152422,17.94760270284521,150,16.500608,18.578508,16.152422,6.6551204,-0.10937819,15.603029,16.500608,1.2776102,-0.010981312,40.267443895339966
,0.11,0.9999799,1.2701243,1.0256057,15.700771,3020,1.2322389,15.592106,15.852804,,16.216022,17.399848150674053,151,16.500608,18.580345,16.216022,11.3670225,-0.10970922,15.583464,16.500608,1.2701243,-0.011014813,40.66688275337219
,0.11,0.9999799,1.260495,1.0280567,15.714813,3040,0.98490775,15.593585,15.851896,,16.258793,17.387497550818484,152,16.500608,18.58212,16.258793,15.791606,-0.110102475,15.592313,16.500608,1.260495,-0.011054615,41.064985275268555
,0.11,0.9999799,1.2493744,1.030242,15.656255,3060,1.0226029,15.562538,15.850617,,16.297075,17.335945817610725,153,16.500608,18.583822,16.297075,10.81606,-0.11050659,15.567757,16.500608,1.2493744,-0.011095517,41.46115446090698
,0.11,0.9999799,1.2354006,1.0335902,16.060808,3080,1.1595082,15.545824,15.851983,,16.357254,17.77217635685227,154,16.500608,18.58544,16.357254,12.958481,-0.11096825,15.558287,16.500608,1.2354006,-0.011142253,41.86797618865967
,0.11,0.9999799,1.2180048,1.0368568,15.77906,3100,1.1771737,15.560508,15.851512,,16.414577,17.47099845906423,155,16.500608,18.586958,16.414577,17.788418,-0.11148726,15.57952,16.500608,1.2180048,-0.011194798,42.30449104309082
,0.11,0.9999799,1.1980058,1.0399407,15.74763,3120,1.1485696,15.5633745,15.850845,,16.469994,17.449062033064227,156,16.500608,18.588354,16.469994,15.971273,-0.11211515,15.587984,16.500608,1.1947131,-0.011258371,42.71269345283508
,0.11,0.9999799,1.2011037,1.042477,16.057322,3140,1.1281539,15.54653,15.8521595,,16.520346,17.78237742033301,157,16.500608,18.589594,16.520346,12.879058,-0.11286326,15.574682,16.500608,1.1637278,-0.011334133,43.122796058654785
,0.11,0.9999799,1.2088985,1.0449814,16.038746,3160,1.1622982,15.542543,15.853343,,16.57366,17.75640905113731,158,16.500608,18.59063,16.57366,14.87467,-0.11391788,15.570937,16.500608,1.1146022,-0.011440954,43.53485155105591
,0.11,0.9999799,21.433329,0.21281587,15.869437,3180,0.0011202464,15.5741205,15.853443,,3.4914935,17.586614402421027,159,16.500608,18.59135,3.4914935,20.51876,-0.17830653,5.830449,16.500608,1.3329198e-07,-0.018021358,43.94245457649231
,0.11,0.9999799,70.56704,0.63791037,16.24757,3200,70.56704,15.539137,15.8559065,,10.395608,17.97631241374203,160,16.500608,18.585081,10.395608,10.769699,-0.17819063,5.9203296,16.500608,1.4090192e-07,-0.018009389,44.35473370552063
,0.11,0.9999799,79.93686,0.9789749,16.854479,3220,79.93686,15.5119295,15.862109,,16.235582,18.62413228985914,161,16.854479,18.57885,16.235582,11.600786,-0.17847852,5.9026856,16.854479,1.2544129e-07,-0.018039113,44.77076435089111
,0.11,0.9999799,49.155514,0.79562736,16.244133,3240,10.64429,15.467579,15.864468,,13.139597,17.969558933683537,162,16.854479,18.572659,13.139597,8.482918,-0.17710106,6.3111806,16.854479,2.2597096e-07,-0.017896917,45.232282876968384
,0.11,0.9999799,37.1507,0.8324729,16.375244,3260,27.348,15.471091,15.8676,,13.712505,18.117665601249207,163,16.854479,18.566504,13.712505,16.312666,-0.17678368,6.4786086,16.854479,2.5968205e-07,-0.017864166,45.65590143203735
,0.11,0.9999799,35.995163,0.9086851,16.80597,3280,35.36422,15.456928,15.8733225,,15.056405,18.573170624966153,164,16.854479,18.560389,15.056405,13.372114,-0.17939489,5.830363,16.854479,8.6309555e-08,-0.01813375,46.07685375213623
,0.11,0.9999799,28.431534,0.90932775,16.347734,3300,20.046268,15.435026,15.876197,,15.02368,18.096007241345173,165,16.854479,18.554308,15.02368,11.995788,-0.17869398,6.0779,16.854479,1.1726988e-07,-0.018061366,46.50067114830017
,0.11,0.9999799,23.830065,0.90789044,16.679466,3320,16.092367,15.412671,15.881036,,15.005954,18.43643321622933,166,16.854479,18.548267,15.005954,11.864616,-0.17832078,6.230501,16.854479,1.3831955e-07,-0.018022826,46.92803597450256
,0.11,0.9999799,20.311216,0.9478827,16.557333,3340,20.311216,15.3969755,15.885087,,15.662227,18.31027218603017,167,16.854479,18.542261,15.662227,12.92505,-0.1777779,6.4339066,16.854479,1.7517141e-07,-0.017966777,47.38578724861145
,0.11,0.9999799,18.02337,0.8815974,16.117472,3360,2.3746068,15.389051,15.886469,,14.555484,17.8342189030097,168,16.854479,18.536291,14.555484,14.157928,-0.1773718,6.5923433,16.854479,2.091411e-07,-0.01792486,47.82067322731018
,0.11,0.9999799,16.212675,0.9059383,16.522074,3380,15.191869,15.394472,15.89023,,14.953389,18.27837970173638,169,16.854479,18.530355,14.953389,16.455853,-0.17701036,6.761508,16.854479,2.448715e-07,-0.017887559,48.25768804550171
,0.11,0.9999799,14.767017,0.91086274,16.328953,3400,11.480314,15.39953,15.892811,,15.018995,18.073649326570578,170,16.854479,18.524456,15.018995,16.378977,-0.17673835,6.9030085,16.854479,2.7601624e-07,-0.017859487,48.694923639297485
,0.11,0.9999799,13.571502,0.87353176,16.459394,3420,3.3778176,15.405282,15.896125,,14.399708,18.196190944518555,171,16.854479,18.51859,14.399708,16.49993,-0.17649716,7.028299,16.854479,3.0703106e-07,-0.017834598,49.13602805137634
,0.11,0.9999799,12.558041,0.8965926,16.596933,3440,12.442145,15.424528,15.900199,,14.785171,18.348565938021412,172,16.854479,18.51276,14.785171,18.865837,-0.1762587,7.1726913,16.854479,3.4104266e-07,-0.017809993,49.57772135734558
,0.11,0.99999166,11.86905,0.912671,16.697384,3460,10.630869,15.417627,15.904808,,15.059184,18.452234054794193,173,16.854479,18.506962,15.059184,14.357307,-0.17583114,7.335992,16.854479,4.0953856e-07,-0.017765885,50.01650929450989
,0.11,0.99999464,11.280039,0.93073195,16.631054,3480,10.99342,15.43318,15.90898,,15.361143,18.384506647045704,174,16.854479,18.5012,15.361143,18.232964,-0.1753661,7.528356,16.854479,4.989684e-07,-0.017717917,50.52915620803833
,0.11,0.99999464,10.7471695,0.9461417,16.507477,3500,10.384882,15.42445,15.912399,,15.611649,18.260270504250975,175,16.854479,18.495468,15.611649,13.995914,-0.17491733,7.6892343,16.854479,6.032614e-07,-0.017671634,51.233662128448486
,0.11,0.99999464,10.365786,0.9537213,16.470407,3520,8.041731,15.410842,15.915572,,15.727557,18.21603672370266,176,16.854479,18.48977,15.727557,13.1032715,-0.17386447,7.986998,16.854479,9.308143e-07,-0.017563079,51.78253698348999
,0.11,0.99999464,10.010739,0.96992826,16.387573,3540,10.010739,15.392774,15.918238,,15.983454,18.115342578600348,177,16.854479,18.484104,15.983454,12.278468,-0.17307673,8.211225,16.854479,1.2848936e-06,-0.017481888,52.36719608306885
,0.11,0.99999464,9.602312,0.9777239,16.314123,3560,8.430057,15.376559,15.920463,,16.1004,18.049898066652545,178,16.854479,18.478472,16.1004,12.5548525,-0.17253567,8.374097,16.854479,1.6033242e-06,-0.017426133,53.04106664657593
,0.11,0.99999464,9.224595,0.9416173,15.925804,3580,0.15425794,15.377466,15.920492,,15.501664,17.647691808043174,179,16.854479,18.472868,15.501664,15.578934,-0.17198698,8.530546,16.854479,2.0037787e-06,-0.017369602,53.71739721298218
,0.11,0.99999464,8.917843,0.9430139,16.678877,3600,5.7091503,15.374262,15.924705,,15.524238,18.44172120484059,180,16.854479,18.467297,15.524238,14.874793,-0.1708417,8.835863,16.854479,3.1565442e-06,-0.01725164,54.186646461486816
,0.11,0.99999464,8.602475,0.95593023,16.42984,3620,7.9625096,15.374687,15.927494,,15.726819,18.177551726673382,181,16.854479,18.461758,15.726819,15.523295,-0.16953874,9.172658,16.854479,5.247345e-06,-0.0171175,54.660972356796265
,0.11,0.99999464,8.283689,0.9696936,16.35667,3640,8.076308,15.357561,15.929853,,15.940199,18.10155558225452,182,16.854479,18.456247,15.940199,12.315953,-0.16815566,9.499187,16.854479,8.913072e-06,-0.016975174,55.244808197021484
,0.11,0.99999464,9.697571,0.9632138,16.564842,3660,4.3295255,15.359742,15.933324,,15.776873,18.30822270076316,183,16.854479,18.450768,15.776873,15.801064,-0.15877408,11.36485,16.854479,0.00024159564,-0.016011516,56.26561737060547
,0.11,0.99999464,9.204533,0.9681625,16.660141,3680,5.7825823,15.345324,15.937274,,15.8718815,18.42053382605666,184,16.854479,18.44532,15.8718815,12.755165,-0.15953575,11.247283,16.854479,0.00018918261,-0.01608964,56.834415912628174
,0.11,0.99999464,8.752882,0.9755274,16.39178,3700,6.146335,15.3479805,15.939731,,15.996991,18.12793088322628,185,16.854479,18.439901,15.996991,15.880227,-0.160192,11.165073,16.854479,0.00015296518,-0.016156968,57.38698172569275
,0.11,0.99999464,8.277473,0.98630697,16.256697,3720,6.385542,15.344315,15.941435,,16.176104,17.986824048483616,186,16.854479,18.434511,16.176104,14.7015705,-0.16127737,10.998084,16.854479,0.00010670689,-0.016268354,57.99513268470764
,0.11,0.99999464,7.8451424,0.9820471,16.703522,3740,4.05318,15.359803,15.945511,,16.118671,18.46457094488103,187,16.854479,18.42915,16.118671,18.265507,-0.16216046,10.882382,16.854479,7.931318e-05,-0.016359009,58.66154885292053
,0.11,0.99999464,7.3732743,0.99399066,16.437647,3760,6.6954308,15.35086,15.948128,,16.32399,18.183832691212114,188,16.854479,18.423817,16.32399,13.707546,-0.16338588,10.679403,16.854479,5.2078336e-05,-0.016484855,59.44362998008728
,0.11,0.99999464,6.818078,1.0035937,16.41024,3780,6.497429,15.35029,15.950573,,16.492447,18.15232622717607,189,16.854479,18.418512,16.492447,15.259821,-0.1650686,10.392781,16.854479,2.879516e-05,-0.016657744,60.15440583229065
,0.11,0.99999464,7.177431,0.9597245,16.205795,3800,6.297704,15.341201,15.951916,,15.655954,17.945959888458535,190,16.854479,18.413235,15.655954,13.630727,-0.15031305,12.848854,16.854479,0.003247466,-0.015144912,60.79180145263672
,0.11,0.99999464,6.9357314,0.97315973,16.516676,3820,5.761879,15.334126,15.954872,,15.886809,18.26443423763588,191,16.854479,18.408003,15.886809,14.03711,-0.15097126,12.774566,16.854479,0.002713957,-0.015212249,61.36720657348633
,0.11,0.99999464,6.702586,0.9623448,16.490393,3840,1.2312675,15.345614,15.957662,,15.716199,18.239905002436547,192,16.854479,18.402794,15.716199,17.573988,-0.15157337,12.717541,16.854479,0.0022990305,-0.015273853,61.96267890930176
,0.11,0.99999464,6.5110197,0.976254,16.173004,3860,5.8940587,15.358968,15.958778,,15.942837,17.907099877360633,193,16.854479,18.397612,15.942837,17.96721,-0.15211254,12.678975,16.854479,0.0019791457,-0.015329031,62.594802141189575
,0.11,0.99999464,6.3887396,0.9891918,16.286783,3880,5.778426,15.353957,15.960469,,16.156647,18.021222792202394,194,16.854479,18.392454,16.156647,14.418137,-0.15260532,12.627879,16.854479,0.0017240945,-0.015379469,63.23355722427368
,0.11,0.99999464,6.2735047,0.9765045,16.060623,3900,0.7423223,15.375113,15.960982,,15.952653,17.787174292519474,195,16.854479,18.387321,15.952653,19.49728,-0.15316102,12.582968,16.854479,0.001472244,-0.015436354,63.83237361907959
,0.11,0.99999464,6.1524634,0.9770156,16.61407,3920,3.3475637,15.3785305,15.964314,,15.96949,18.368361039807677,196,16.854479,18.382214,15.96949,16.075352,-0.15365691,12.535889,16.854479,0.0012775181,-0.015487126,64.45013165473938
,0.11,0.99999464,6.0297594,0.9841318,16.357105,3940,4.5798163,15.353805,15.966309,,16.08958,18.100248799732938,197,16.854479,18.377132,16.08958,10.537291,-0.15411475,12.467463,16.854479,0.0011197145,-0.015534007,65.08186388015747
,0.11,0.99999464,5.9135284,0.98800075,16.195387,3960,3.8116577,15.348798,15.967465,,16.153946,17.93387318683547,198,16.854479,18.372074,16.153946,14.38505,-0.15465291,12.405754,16.854479,0.0009566462,-0.015589124,65.70987510681152
,0.11,0.99999464,5.7952414,0.9803036,16.698338,3980,1.6459657,15.332728,15.971137,,16.034695,18.453589962124827,199,16.854479,18.36704,16.034695,12.169817,-0.1551487,12.334341,16.854479,0.00082662783,-0.015639912,66.31081581115723
,0.11,0.99999464,5.6763644,0.9837369,16.269247,4000,3.7837484,15.328484,15.972629,,16.092632,18.0131041424814,200,16.854479,18.362032,16.092632,14.510057,-0.15559767,12.285742,16.854479,0.00072367734,-0.015685908,66.91016888618469
,0.11,0.99999464,5.558648,0.9887023,16.299618,4020,4.0586343,15.3320055,15.974255,,16.175734,18.042151107176693,201,16.854479,18.357048,16.175734,16.059292,-0.15601058,12.250377,16.854479,0.00063995627,-0.015728217,67.63268637657166
,0.11,0.99999464,5.443461,0.9980821,16.385715,4040,4.900211,15.325375,15.976292,,16.332779,18.12224195861293,202,16.854479,18.352089,16.332779,14.010129,-0.15642035,12.206051,16.854479,0.00056592666,-0.015770208,68.57416987419128
,0.11,0.99999464,5.331073,1.0028621,16.193901,4060,3.915823,15.316272,15.977364,,16.411121,17.92814418381777,203,16.854479,18.347153,16.411121,13.485935,-0.15689506,12.148098,16.854479,0.0004898444,-0.01581886,69.46062183380127
,0.11,0.99999464,5.219213,1.0022572,16.29983,4080,2.8093102,15.303237,15.978944,,16.404457,18.036311478037767,204,16.854479,18.342241,16.404457,12.660588,-0.1574638,12.06981,16.854479,0.00041094684,-0.015877161,70.31428599357605
,0.11,0.99999464,5.1075516,1.0024835,16.769812,4100,3.1128986,15.298737,15.982803,,16.417965,18.528048199026568,205,16.854479,18.337355,16.417965,14.384608,-0.15798217,12.007562,16.854479,0.00034976532,-0.015930306,71.10089421272278
,0.11,0.99999464,4.9938765,1.0047861,16.46661,4120,3.364065,15.302597,15.98515,,16.461605,18.215352563522245,206,16.854479,18.332489,16.461605,16.097431,-0.15858819,11.94017,16.854479,0.00028890182,-0.015992448,71.77730441093445
,0.11,0.99999464,4.873065,0.9980354,16.27454,4140,1.4642804,15.296849,15.986548,,16.35567,18.000459018699683,207,16.854479,18.327648,16.35567,14.114231,-0.15934071,11.835381,16.854479,0.00022694338,-0.016069632,72.58244967460632
,0.11,0.99999464,4.7335215,1.0032489,16.170895,4160,3.8897386,15.233098,15.987435,,16.444302,17.905597441128904,208,16.854479,18.32283,16.444302,2.0444057,-0.1603527,11.634329,16.854479,0.00016296838,-0.01617346,73.26021552085876
,0.11,0.99999464,4.6197834,1.0107794,16.211264,4180,4.4684634,15.222189,15.988505,,16.574757,17.939547632613095,209,16.854479,18.318035,16.574757,12.956113,-0.16186723,11.401365,16.854479,9.802953e-05,-0.016328907,73.88614392280579
,0.11,0.99999464,4.7627597,0.99470824,16.146986,4200,0.31980032,15.224147,15.98926,,16.346184,17.86849665167569,210,16.854479,18.313261,16.346184,15.628756,-0.16685629,10.547998,16.854479,1.6679543e-05,-0.016841525,74.50403761863708
,0.11,0.99999464,4.5689626,0.98921543,16.267406,4220,2.0536795,15.229337,15.99058,,16.237953,18.010902581310155,211,16.854479,18.308512,16.237953,16.330908,-0.16458935,10.983917,16.854479,3.816733e-05,-0.016608497,75.12465214729309
,0.11,0.99999464,4.418397,0.9850998,16.635498,4240,2.1317124,15.239705,15.993621,,16.1492,18.394171216902716,212,16.854479,18.303783,16.1492,17.444105,-0.16135815,11.561287,16.854479,0.00011831556,-0.016276646,75.77717733383179
,0.11,0.99999464,4.4253635,0.9796717,16.152946,4260,4.1338935,15.18609,15.9943695,,16.005821,17.882482271578304,213,16.854479,18.299078,16.005821,3.8402793,-0.15485172,12.49899,16.854479,0.0009687411,-0.01560949,76.35069990158081
,0.11,0.99999464,4.3864756,0.9866522,16.495193,4280,3.8477347,15.19628,15.99671,,16.132126,18.236376641189167,214,16.854479,18.2944,16.132126,17.391663,-0.15607013,12.36022,16.854479,0.0006688244,-0.015734317,77.07116675376892
,0.11,0.99999464,4.317391,0.98980147,16.232775,4300,2.9623032,15.185888,15.997808,,16.197798,17.966724106900042,215,16.854479,18.28974,16.197798,12.98021,-0.15817398,12.06602,16.854479,0.0003448258,-0.015949974,77.7866485118866
,0.11,0.99999464,4.2170486,0.9834979,16.131094,4320,1.7607261,15.176774,15.998425,,16.125414,17.851476373923905,216,16.854479,18.2851,16.125414,13.231607,-0.16262968,11.38113,16.854479,7.7887715e-05,-0.016407192,78.47018361091614
,0.11,0.99999464,4.1660132,0.972517,15.539633,4340,0.07274152,15.177051,15.99631,,15.922757,17.221050180084895,217,16.854479,18.280483,15.922757,15.258849,-0.15965201,11.857074,16.854479,0.00021467233,-0.016101567,79.1707603931427
,0.11,0.99999464,4.176525,0.97418463,16.394234,4360,3.002901,15.178961,15.998136,,15.8979225,18.139820421192223,218,16.854479,18.275887,15.8979225,15.6253395,-0.15291728,12.819624,16.854479,0.0017681896,-0.015411401,79.80554699897766
,0.11,0.99999464,4.057717,0.9710285,15.792524,4380,1.5555923,15.1778345,15.997196,,15.890157,17.486412389899133,219,16.854479,18.271317,15.890157,14.9623165,-0.15903582,11.989254,16.854479,0.00026537987,-0.016038358,80.4768476486206
,0.11,0.99999464,4.0455685,0.97764516,16.220098,4400,3.5821283,15.172465,15.99821,,15.949909,17.962062155613943,220,16.854479,18.266762,15.949909,14.029732,-0.15335548,12.789554,16.854479,0.001568133,-0.015456261,81.2324812412262
,0.11,0.99999464,4.09549,0.9744162,16.55943,4420,1.6109726,15.173768,16.00075,,15.871839,18.31567131224606,221,16.854479,18.262234,15.871839,15.486351,-0.15023293,13.180337,16.854479,0.0038620038,-0.015136719,81.88363742828369
,0.11,0.99999464,3.9722948,0.97802913,16.251732,4440,3.248496,15.183513,16.00188,,15.951418,17.97887265240125,222,16.854479,18.257738,15.951418,17.366003,-0.15265192,12.918393,16.854479,0.0019460792,-0.015384236,82.58143043518066
,0.11,0.99999464,3.8531032,0.98059005,16.34813,4460,2.8918195,15.206752,16.003433,,16.013342,18.08532277829809,223,16.854479,18.253252,16.013342,20.391336,-0.15500651,12.657761,16.854479,0.000967407,-0.015625345,83.27946496009827
,0.11,0.99999464,3.8320484,0.9807278,16.51678,4480,3.3346274,15.215905,16.005724,,16.056337,18.270629898771382,224,16.854479,18.248781,16.056337,17.280064,-0.15982486,12.007578,16.854479,0.00020924996,-0.016119301,84.00043606758118
,0.11,0.99999464,5.5486856,0.96297663,16.5834,4500,5.1230354,15.223128,16.008291,,15.861508,18.343639298680525,225,16.854479,18.244328,15.861508,16.86448,-0.17233734,9.891799,16.854479,2.1923204e-06,-0.0174057,84.7149715423584
,0.11,0.99999464,4.763377,0.971411,16.390749,4520,4.48956,15.208703,16.009983,,15.986193,18.14280856468875,226,16.854479,18.239895,15.986193,12.005946,-0.17069645,10.218946,16.854479,4.192675e-06,-0.017236684,85.4095299243927
