IWMin,ReturnLastEpisode,IWMax,DenMISEMeanLog,DenMISELogLast,ReturnStepMax,LQGmu01,LQGmu1,ExplorationBonus,IWMean,ReturnAbsMax,IWNorm2,URet,ReturnMin,SqrtESSClassic,MISE,target_sum_log_mean,ReturnMax,DenMISELogFirst,LQGsigma,Bound,IWFirstEpisode,Iteration,ReturnMean,TimestepsSoFar,IWLastEpisode,IWNorm1,TimeElapsed
,9.380901,1.0042634,12.845262,12.845262,0.55877954,0.001010101,0.01010101,18.761803,1.0042634,9.380901,1.0042634,10.303278693899255,,1.0,9.420896,12.849516,9.380901,12.845262,0.11,28.182697,1.0042634,1,9.380901,20,1.0042634,1.0042634,0.051282405853271484
,9.249708,26.680061,13.801557,14.755722,0.55877954,0.0030303032,0.030303031,18.753178,13.346168,9.380901,26.680063,10.166394052361602,,1.0004599,123.44896,13.243401,9.380901,12.847391,0.11,142.20213,0.012274523,2,9.315305,40,26.680061,26.692335,1.6270170211791992
