TimestepsSoFar,ReturnMin,SqrtESSClassic,MISE,IWFirstEpisode,DenMISEMeanLog,ReturnStepMax,ReturnAbsMax,IWLastEpisode,ExplorationBonus,DenMISELogFirst,Iteration,IWMin,ReturnMax,ReturnMean,ReturnLastEpisode,LQGmu01,TimeElapsed,LQGmu1,URet,DenMISELogLast,Bound,IWMax,LQGsigma,target_sum_log_mean,IWMean,IWNorm1,IWNorm2
1800,,9.486573,15.847952,1.0020314,16.05749,0.9999598,16.503777,0.9997654,3.4793968,18.801485,90,,16.503777,15.816885,15.8283825,-0.011110653,13.070773363113403,-0.110656105,17.542071210467952,18.321274,19.327349,1.0097277,0.11,16.059347,1.0018873,90.16986,9.504998
1820,,9.539139,15.847487,1.0020086,15.865205,0.9999598,16.503777,1.005837,3.4602234,18.801508,91,,16.503777,15.8161,15.745462,-0.011110653,13.307658433914185,-0.110656105,17.44722958588766,-1.4424424,19.30771,1.00962,0.11,15.867085,1.0019096,91.173775,9.557862
1840,,9.591414,15.852611,1.0019876,15.882277,0.9999598,16.503777,1.0074319,3.4413645,18.801529,92,,16.503777,15.8206,16.230034,-0.011110653,13.541768550872803,-0.110656105,17.960919800729005,17.43401,19.293976,1.0095149,0.11,15.884198,1.0019486,92.17927,9.610602
1860,,9.643409,15.851392,1.0019665,15.925362,0.9999598,16.503777,1.0025017,3.4228096,18.80155,93,,16.503777,15.819651,15.732301,-0.011110653,13.789007663726807,-0.110656105,17.436127449330467,19.88727,19.2742,1.009411,0.11,15.927267,1.0019331,93.17978,9.662536
1880,,9.695125,15.854127,1.0019455,15.916701,0.9999598,16.503777,1.0033817,3.4045517,18.80157,94,,16.503777,15.822489,16.086464,-0.011110653,14.027364730834961,-0.110656105,17.811018737316232,15.109378,19.258678,1.0093099,0.11,15.918603,1.0019276,94.1812,9.714285
1900,,9.746565,15.852891,1.0019245,15.963885,0.9999598,16.503777,1.0038334,3.3865833,18.801592,95,,16.503777,15.821288,15.708435,-0.011110653,14.26512885093689,-0.110656105,17.405121835339735,20.397371,19.239475,1.0092118,0.11,15.965787,1.0019271,95.18308,9.765808
1920,,9.797734,15.854285,1.0019034,15.969903,0.9999598,16.503777,1.0042912,3.3688967,18.801613,96,,16.503777,15.822635,15.950452,-0.011110653,14.504542589187622,-0.110656105,17.663384625180683,16.539648,19.223183,1.0091145,0.11,15.971809,1.0019313,96.18541,9.817107
1940,,9.848632,15.846209,1.0018843,15.970895,0.9999598,16.503777,0.99049914,3.3514862,18.801632,97,,16.503777,15.816709,15.247841,-0.011110653,14.748303651809692,-0.110656105,16.894585393892708,16.0642,19.197695,1.0090202,0.11,15.972664,1.0017933,97.17394,9.866745
1960,,9.899258,15.836205,1.0018653,15.9609375,0.9999598,16.503777,0.98325694,3.3343463,18.801651,98,,16.503777,15.809899,15.149459,-0.011110653,14.991190195083618,-0.110656105,16.814832598923964,14.993264,19.170551,1.0089269,0.11,15.962497,1.0015855,98.15537,9.915427
1980,,9.949642,15.829892,1.0018461,16.012476,0.9999598,16.503777,0.9986924,3.3174613,18.80167,99,,16.503777,15.804325,15.258007,-0.011110653,15.238220453262329,-0.110656105,16.911749042904724,21.06162,19.147354,1.0088365,0.11,16.01399,1.00154,99.15245,9.965428
2000,,9.999774,15.832259,1.0018289,15.997803,0.9999598,16.503777,1.0028346,3.30083,18.801687,100,,16.503777,15.806755,16.047361,-0.011110653,15.49311089515686,-0.110656105,17.75437529486432,14.54364,19.13309,1.008747,0.11,15.999315,1.001537,100.1537,10.015596
2020,,10.049654,15.83762,1.0018098,15.95143,0.9999598,16.503777,1.0049849,3.2844467,18.801706,101,,16.503777,15.811819,16.318243,-0.011110653,15.751015424728394,-0.110656105,18.037615063367365,11.3126135,19.122066,1.0086595,0.11,15.952962,1.0015557,101.15713,10.065732
2040,,10.099289,15.839585,1.0017926,15.944778,0.9999598,16.503777,1.0055121,3.2683048,18.801723,102,,16.503777,15.81343,15.9760895,-0.011110653,16.004913568496704,-0.110656105,17.670162197366373,15.27148,19.107891,1.0085739,0.11,15.946335,1.0015792,102.16107,10.11567
2060,,10.148678,15.838317,1.0017754,15.9503565,0.9999598,16.503777,0.9936573,3.2523992,18.80174,103,,16.503777,15.813649,15.8361,-0.011110653,16.257383584976196,-0.110656105,17.531399177389837,16.517714,19.090715,1.0084902,0.11,15.95182,1.0014864,103.15311,10.164191
2080,,10.197829,15.834895,1.0017582,15.968761,0.9999598,16.503777,1.0036918,3.2367234,18.801758,104,,16.503777,15.810157,15.450495,-0.011110653,16.5141658782959,-0.110656105,17.128631099475815,17.863106,19.071619,1.0084084,0.11,15.970234,1.0014931,104.15528,10.213475
2100,,10.246737,15.829414,1.001741,15.878411,0.9999598,16.503777,0.98717165,3.2212746,18.801775,105,,16.503777,15.807043,15.483158,-0.011110653,16.776954412460327,-0.110656105,17.13910439333531,6.480476,19.05069,1.0083276,0.11,15.879732,1.0013422,105.14093,10.260919
2120,,10.29542,15.823303,1.0017238,15.873801,0.9999598,16.503777,0.9961147,3.2060425,18.801792,106,,16.503777,15.801918,15.263757,-0.011110653,17.04188823699951,-0.110656105,16.923501781680674,15.388402,19.029346,1.0082479,0.11,15.87506,1.00128,106.13567,10.309019
2140,,10.343872,15.825854,1.0017085,15.874564,0.9999598,16.503777,1.0064734,3.191025,18.801807,107,,16.503777,15.803905,16.014463,-0.011110653,17.30421018600464,-0.110656105,17.7389358987427,15.954119,19.01688,1.0081699,0.11,15.875859,1.0013162,107.14084,10.357904
2160,,10.3921,15.83157,1.0016932,15.858769,0.99996674,16.503777,1.0066097,3.176216,18.801823,108,,16.503777,15.809028,16.357258,-0.011110653,17.56977128982544,-0.110656105,18.103102004177817,14.16743,19.007786,1.008094,0.11,15.860101,1.0013528,108.1461,10.406569
2180,,10.440106,15.832965,1.001678,15.847294,0.99996674,16.503777,1.0041437,3.1616108,18.801838,109,,16.503777,15.810238,15.940937,-0.011110653,17.842354774475098,-0.110656105,17.6569367849341,14.6065855,18.994576,1.008019,0.11,15.848639,1.0013655,109.14885,10.454764
2200,,10.487892,15.838079,1.0016627,15.872398,0.99996674,16.503777,1.0045402,3.1472056,18.801853,110,,16.503777,15.815092,16.344181,-0.011110653,18.11443042755127,-0.110656105,18.07442985433938,18.607584,18.985285,1.0079459,0.11,15.873761,1.0013819,110.15201,10.502778
2220,,10.535461,15.840365,1.0016474,15.90786,0.99996674,16.503777,1.0052686,3.1329956,18.801868,111,,16.503777,15.817037,16.030846,-0.011110653,18.386096954345703,-0.110656105,17.742205217291456,19.807117,18.973362,1.0078739,0.11,15.909245,1.0014042,111.15587,10.550641
2240,,10.582814,15.836199,1.0016321,15.887212,0.99996674,16.503777,0.99463004,3.1189768,18.801884,112,,16.503777,15.814033,15.480541,-0.011110653,18.65820002555847,-0.110656105,17.1642467889494,13.593827,18.955175,1.0078027,0.11,15.888522,1.001331,112.14906,10.597281
2260,,10.62996,15.837466,1.0016187,15.876392,0.99996674,16.503777,1.0039091,3.1051435,18.801897,113,,16.503777,15.815143,15.939562,-0.011110653,18.93564200401306,-0.110656105,17.657493994592613,14.663451,18.94261,1.0077336,0.11,15.877716,1.0013418,113.15163,10.644596
2280,,10.676895,15.838607,1.0016035,15.8400755,0.99996674,16.503777,1.0022255,3.0914936,18.801912,114,,16.503777,15.816368,15.954821,-0.011110653,19.213620901107788,-0.110656105,17.670429879134602,11.734841,18.9301,1.0076653,0.11,15.841394,1.0013375,114.15247,10.691542
2300,,10.723627,15.841349,1.0015901,15.842066,0.99996674,16.503777,1.0031826,3.0780215,18.801926,115,,16.503777,15.819054,16.125158,-0.011110653,19.492274284362793,-0.110656105,17.844351889466193,16.067688,18.91937,1.007598,0.11,15.8433895,1.0013417,115.1543,10.738372
2320,,10.77015,15.836396,1.0015767,15.77962,0.99996674,16.503777,0.9913686,3.0647254,18.801939,116,,16.503777,15.815634,15.422459,-0.011110653,19.774275064468384,-0.110656105,17.08342977975109,8.596971,18.901121,1.0075318,0.11,15.780846,1.0012441,116.14431,10.783908
2340,,10.816477,15.840925,1.0015633,15.797084,0.99996674,16.503777,1.0072743,3.0515993,18.801952,117,,16.503777,15.819511,16.269178,-0.011110653,20.05701231956482,-0.110656105,18.000146365501294,17.821705,18.892525,1.0074674,0.11,15.798351,1.0012848,117.15032,10.830729
