IWMean,target_sum_log_mean,IWMax,IWMin,ReturnLastEpisode,Iteration,IWFirstEpisode,IWLastEpisode,DenMISEMeanLog,TimestepsSoFar,MISE,SqrtESSClassic,DenMISELogFirst,ReturnMax,DenMISELogLast,ReturnMin,ReturnMean,TimeElapsed,Bound,LQGmu01,ReturnStepMax,IWNorm2,URet,IWNorm1,LQGmu1,ReturnAbsMax,LQGsigma,ExplorationBonus
,-201.65358,,,2.8826046,104,,,-13.854717,2080,,10.198039,-13.854732,16.711102,-13.854732,,3.3897424,15.455358743667603,0.16469134,-0.8310199,0.999975,1.0198039e-09,3.1353373388649737,1.04e-08,-8.310199,16.711102,6088.3438,0.16469134
,-201.61581,,,3.2955754,105,,,-13.864289,2100,,10.24695,-13.864301,16.711102,-13.864301,,3.3888457,15.72676157951355,0.16390525,-0.8310199,0.999975,1.0246951e-09,3.614658560855581,1.05e-08,-8.310199,16.711102,6088.3438,0.16390525
,-201.63599,,,3.8489122,106,,,-13.873766,2120,,10.2956295,-13.873779,16.711102,-13.873779,,3.3931856,15.975984811782837,0.16313028,-0.8310199,0.999975,1.0295631e-09,4.26377999871286,1.06e-08,-8.310199,16.711102,6088.3438,0.16313028
,-201.62343,,,3.9477723,107,,,-13.883155,2140,,10.34408,-13.883169,16.711102,-13.883169,,3.3983688,16.216800689697266,0.1623662,-0.8310199,0.999975,1.0344081e-09,4.325023950686377,1.07e-08,-8.310199,16.711102,6088.3438,0.1623662
,-201.63194,,,2.8638449,108,,,-13.892458,2160,,10.392305,-13.892471,16.711102,-13.892471,,3.3934195,16.457014560699463,0.16161273,-0.8310199,0.999975,1.0392305e-09,3.098757827569545,1.08e-08,-8.310199,16.711102,6088.3438,0.16161273
,-201.64763,,,3.2187724,109,,,-13.901675,2180,,10.440307,-13.901689,16.711102,-13.901689,,3.391817,16.700807809829712,0.16086969,-0.8310199,0.999975,1.0440306e-09,3.5385137759958125,1.09e-08,-8.310199,16.711102,6088.3438,0.16086969
,-201.67728,,,3.2159805,110,,,-13.9108095,2200,,10.488088,-13.910821,16.711102,-13.910821,,3.3902187,16.944955110549927,0.1601368,-0.8310199,0.999975,1.0488089e-09,3.5246306537963834,1.1e-08,-8.310199,16.711102,6088.3438,0.1601368
,-201.63599,,,2.755401,111,,,-13.919858,2220,,10.535653,-13.91987,16.711102,-13.91987,,3.3844998,17.200718641281128,0.15941384,-0.8310199,0.999975,1.0535655e-09,3.0430595476510427,1.11e-08,-8.310199,16.711102,6088.3438,0.15941384
,-201.63875,,,2.7380147,112,,,-13.928824,2240,,10.583005,-13.92884,16.711102,-13.92884,,3.3787274,17.46351170539856,0.15870057,-0.8310199,0.999975,1.0583006e-09,3.052111401322853,1.12e-08,-8.310199,16.711102,6088.3438,0.15870057
,-201.61209,,,3.8398366,113,,,-13.937715,2260,,10.630145,-13.937728,16.711102,-13.937728,,3.3828082,17.716671466827393,0.15799679,-0.8310199,0.999975,1.0630147e-09,4.18890018761537,1.13e-08,-8.310199,16.711102,6088.3438,0.15799679
,-201.60397,,,3.2560961,114,,,-13.946525,2280,,10.677077,-13.946539,16.711102,-13.946539,,3.3816967,17.98442029953003,0.1573023,-0.8310199,0.999975,1.0677079e-09,3.5546920571446576,1.14e-08,-8.310199,16.711102,6088.3438,0.1573023
,-201.62007,,,3.5903692,115,,,-13.955263,2300,,10.723804,-13.955273,16.711102,-13.955273,,3.383511,18.265409231185913,0.1566169,-0.8310199,0.999975,1.0723806e-09,4.0379747208915,1.15e-08,-8.310199,16.711102,6088.3438,0.1566169
,-201.61607,,,2.4036481,116,,,-13.963917,2320,,10.770328,-13.96393,16.711102,-13.96393,,3.3750641,18.54676079750061,0.15594038,-0.8310199,0.999975,1.0770331e-09,2.6145479493375823,1.16e-08,-8.310199,16.711102,6088.3438,0.15594038
,-201.67085,,,3.695235,117,,,-13.972503,2340,,10.816652,-13.972514,16.711102,-13.972514,,3.3778005,18.85174322128296,0.15527251,-0.8310199,0.999975,1.0816655e-09,4.072243577605862,1.17e-08,-8.310199,16.711102,6088.3438,0.15527251
,-201.69489,,,1.8387954,118,,,-13.98101,2360,,10.86278,-13.981025,16.711102,-13.981025,,3.364758,19.11348533630371,0.15461318,-0.8310199,0.999975,1.0862782e-09,2.034735010847312,1.18e-08,-8.310199,16.711102,6088.3438,0.15461318
,-201.73108,,,3.3273473,119,,,-13.989452,2380,,10.908711,-13.989464,16.711102,-13.989464,,3.3644438,19.406740188598633,0.15396218,-0.8310199,0.999975,1.0908713e-09,3.632255458508525,1.19e-08,-8.310199,16.711102,6088.3438,0.15396218
,-201.73286,,,2.7468762,120,,,-13.997821,2400,,10.954451,-13.997832,16.711102,-13.997832,,3.3592973,19.673932552337646,0.15331931,-0.8310199,0.999975,1.0954452e-09,3.0590252392162824,1.2e-08,-8.310199,16.711102,6088.3438,0.15331931
,-201.73517,,,2.708211,121,,,-14.006121,2420,,10.999999,-14.006131,16.711102,-14.006131,,3.3539164,19.95564556121826,0.15268447,-0.8310199,0.999975,1.1000001e-09,3.0177359728936413,1.21e-08,-8.310199,16.711102,6088.3438,0.15268447
,-201.7817,,,3.3834615,122,,,-14.014348,2440,,11.04536,-14.014361,16.711102,-14.014361,,3.3541584,20.24465012550354,0.15205741,-0.8310199,0.999975,1.1045362e-09,3.6802606067517685,1.22e-08,-8.310199,16.711102,6088.3438,0.15205741
,-201.77127,,,2.3393044,123,,,-14.0225115,2460,,11.090536,-14.022525,16.711102,-14.022525,,3.345908,20.54735827445984,0.15143801,-0.8310199,0.999975,1.1090537e-09,2.517320603537848,1.23e-08,-8.310199,16.711102,6088.3438,0.15143801
,-201.79788,,,3.7934027,124,,,-14.030612,2480,,11.135529,-14.030622,16.711102,-14.030622,,3.3495166,20.846633672714233,0.15082614,-0.8310199,0.999975,1.1135529e-09,4.165984718993073,1.24e-08,-8.310199,16.711102,6088.3438,0.15082614
,-201.8572,,,3.3435273,125,,,-14.03864,2500,,11.180339,-14.038654,16.711102,-14.038654,,3.3494687,21.14226460456848,0.15022165,-0.8310199,0.999975,1.1180341e-09,3.618886952551571,1.25e-08,-8.310199,16.711102,6088.3438,0.15022165
,-201.88171,,,3.2601426,126,,,-14.046608,2520,,11.224971,-14.046622,16.711102,-14.046622,,3.3487597,21.4802668094635,0.14962433,-0.8310199,0.999975,1.1224973e-09,3.596492049442804,1.26e-08,-8.310199,16.711102,6088.3438,0.14962433
,-201.87662,,,1.8474772,127,,,-14.054519,2540,,11.269426,-14.054527,16.711102,-14.054527,,3.3369386,21.849024534225464,0.14903411,-0.8310199,0.999975,1.1269429e-09,2.094222390095938,1.27e-08,-8.310199,16.711102,6088.3438,0.14903411
,-201.88033,,,3.237071,128,,,-14.062361,2560,,11.313707,-14.06237,16.711102,-14.06237,,3.3361585,22.193745851516724,0.14845079,-0.8310199,0.999975,1.131371e-09,3.57935465297788,1.28e-08,-8.310199,16.711102,6088.3438,0.14845079
,-201.90405,,,3.19667,129,,,-14.070144,2580,,11.357816,-14.070153,16.711102,-14.070153,,3.335077,22.47614312171936,0.1478743,-0.8310199,0.999975,1.1357818e-09,3.5605446328619514,1.29e-08,-8.310199,16.711102,6088.3438,0.1478743
,-201.90797,,,3.2493126,130,,,-14.077866,2600,,11.401752,-14.077875,16.711102,-14.077875,,3.3344173,22.830135822296143,0.14730445,-0.8310199,0.999975,1.1401756e-09,3.6376257492497457,1.3e-08,-8.310199,16.711102,6088.3438,0.14730445
,-201.9344,,,2.7970185,131,,,-14.085528,2620,,11.445522,-14.085538,16.711102,-14.085538,,3.330315,23.1800799369812,0.14674114,-0.8310199,0.999975,1.1445525e-09,3.0785573148083185,1.31e-08,-8.310199,16.711102,6088.3438,0.14674114
,-201.9565,,,2.8723445,132,,,-14.09313,2640,,11.489124,-14.0931425,16.711102,-14.0931425,,3.3268456,23.51898980140686,0.14618424,-0.8310199,0.999975,1.1489126e-09,3.1629535319910342,1.32e-08,-8.310199,16.711102,6088.3438,0.14618424
,-201.96059,,,3.2789142,133,,,-14.100681,2660,,11.532561,-14.10069,16.711102,-14.10069,,3.3264854,23.837554216384888,0.14563364,-0.8310199,0.999975,1.1532564e-09,3.5725374242297745,1.33e-08,-8.310199,16.711102,6088.3438,0.14563364
,-201.94165,,,3.8005009,134,,,-14.1081705,2680,,11.575836,-14.10818,16.711102,-14.10818,,3.3300226,24.141976356506348,0.1450892,-0.8310199,0.999975,1.1575838e-09,4.149207445301905,1.34e-08,-8.310199,16.711102,6088.3438,0.1450892
,-201.95287,,,3.3222733,135,,,-14.115605,2700,,11.618949,-14.115615,16.711102,-14.115615,,3.3299654,24.47007179260254,0.14455085,-0.8310199,0.999975,1.1618951e-09,3.6449048971312195,1.35e-08,-8.310199,16.711102,6088.3438,0.14455085
,-202.02135,,,1.8277632,136,,,-14.122987,2720,,11.661903,-14.122995,16.711102,-14.122995,,3.3189197,24.766261339187622,0.14401843,-0.8310199,0.999975,1.1661905e-09,2.0084355841647183,1.36e-08,-8.310199,16.711102,6088.3438,0.14401843
,-202.00066,,,3.257606,137,,,-14.130314,2740,,11.704699,-14.1303215,16.711102,-14.1303215,,3.3184721,25.06432032585144,0.14349185,-0.8310199,0.999975,1.1704702e-09,3.6025855259992534,1.37e-08,-8.310199,16.711102,6088.3438,0.14349185
,-202.02434,,,3.6557846,138,,,-14.137582,2760,,11.747339,-14.137594,16.711102,-14.137594,,3.3209164,25.36909246444702,0.14297101,-0.8310199,0.999975,1.1747341e-09,4.025963376072708,1.38e-08,-8.310199,16.711102,6088.3438,0.14297101
,-202.05817,,,3.3547482,139,,,-14.144807,2780,,11.789825,-14.1448145,16.711102,-14.1448145,,3.3211598,25.674289226531982,0.14245579,-0.8310199,0.999975,1.1789827e-09,3.7097703194673333,1.39e-08,-8.310199,16.711102,6088.3438,0.14245579
,-202.0582,,,2.3293219,140,,,-14.151971,2800,,11.832158,-14.151983,16.711102,-14.151983,,3.3140752,25.978817462921143,0.14194612,-0.8310199,0.999975,1.1832161e-09,2.526276421397811,1.4e-08,-8.310199,16.711102,6088.3438,0.14194612
,-202.06757,,,3.2777755,141,,,-14.159092,2820,,11.874341,-14.159101,16.711102,-14.159101,,3.3138177,26.289952278137207,0.14144187,-0.8310199,0.999975,1.1874344e-09,3.6417259265691984,1.41e-08,-8.310199,16.711102,6088.3438,0.14144187
,-202.02795,,,3.7055452,142,,,-14.166158,2840,,11.916374,-14.166167,16.711102,-14.166167,,3.3165765,26.602139472961426,0.14094295,-0.8310199,0.999975,1.1916377e-09,4.051230186586679,1.42e-08,-8.310199,16.711102,6088.3438,0.14094295
,-202.01828,,,3.7047887,143,,,-14.173177,2860,,11.95826,-14.173185,16.711102,-14.173185,,3.319291,26.915554523468018,0.14044927,-0.8310199,0.999975,1.1958262e-09,4.119277470995677,1.43e-08,-8.310199,16.711102,6088.3438,0.14044927
,-202.0014,,,3.703167,144,,,-14.180147,2880,,11.999999,-14.180154,16.711102,-14.180154,,3.321957,27.241415977478027,0.13996075,-0.8310199,0.999975,1.2000001e-09,4.077391601645386,1.44e-08,-8.310199,16.711102,6088.3438,0.13996075
,-202.00426,,,2.81968,145,,,-14.187064,2900,,12.041592,-14.187074,16.711102,-14.187074,,3.3184931,27.599616050720215,0.13947731,-0.8310199,0.999975,1.2041597e-09,3.12500086323939,1.4499999e-08,-8.310199,16.711102,6088.3438,0.13947731
,-202.01244,,,3.653357,146,,,-14.193934,2920,,12.083044,-14.193947,16.711102,-14.193947,,3.3207865,27.956316471099854,0.13899882,-0.8310199,0.999975,1.2083048e-09,4.056380972590974,1.4599999e-08,-8.310199,16.711102,6088.3438,0.13899882
,-201.99802,,,3.6827805,147,,,-14.200765,2940,,12.124353,-14.200773,16.711102,-14.200773,,3.3232493,28.304814100265503,0.13852523,-0.8310199,0.999975,1.2124357e-09,4.07893198893729,1.4699999e-08,-8.310199,16.711102,6088.3438,0.13852523
,-202.00574,,,3.2651112,148,,,-14.207542,2960,,12.165524,-14.207553,16.711102,-14.207553,,3.3228562,28.694868564605713,0.13805644,-0.8310199,0.999975,1.2165526e-09,3.5436449517899478,1.47999994e-08,-8.310199,16.711102,6088.3438,0.13805644
,-201.99931,,,3.202324,149,,,-14.21428,2980,,12.206553,-14.214287,16.711102,-14.214287,,3.3220472,29.0520339012146,0.13759239,-0.8310199,0.999975,1.2206557e-09,3.608550742203949,1.48999995e-08,-8.310199,16.711102,6088.3438,0.13759239
,-202.0113,,,2.6739779,150,,,-14.220966,3000,,12.247446,-14.220976,16.711102,-14.220976,,3.3177269,29.461230754852295,0.13713299,-0.8310199,0.999975,1.2247451e-09,3.0374857156545096,1.5e-08,-8.310199,16.711102,6088.3438,0.13713299
,-201.97337,,,2.2362247,151,,,-14.227611,3020,,12.288204,-14.22762,16.711102,-14.22762,,3.3105648,30.03653621673584,0.13667813,-0.8310199,0.999975,1.2288207e-09,2.502700440569183,1.51e-08,-8.310199,16.711102,6088.3438,0.13667813
,-201.99388,,,3.7534473,152,,,-14.234211,3040,,12.328825,-14.2342205,16.711102,-14.2342205,,3.3134782,30.503847360610962,0.13622782,-0.8310199,0.999975,1.232883e-09,4.143337405090637,1.52e-08,-8.310199,16.711102,6088.3438,0.13622782
,-201.96928,,,2.3068829,153,,,-14.24077,3060,,12.369314,-14.240778,16.711102,-14.240778,,3.306899,30.94178819656372,0.1357819,-0.8310199,0.999975,1.2369319e-09,2.5014172156442838,1.53e-08,-8.310199,16.711102,6088.3438,0.1357819
,-201.98601,,,2.7011395,154,,,-14.247286,3080,,12.409672,-14.247293,16.711102,-14.247293,,3.3029659,31.419713258743286,0.13534032,-0.8310199,0.999975,1.2409676e-09,3.0182179090322263,1.54e-08,-8.310199,16.711102,6088.3438,0.13534032
,-201.97865,,,3.252279,155,,,-14.2537565,3100,,12.449898,-14.253765,16.711102,-14.253765,,3.3026388,31.905373573303223,0.13490303,-0.8310199,0.999975,1.2449901e-09,3.5851041384868605,1.55e-08,-8.310199,16.711102,6088.3438,0.13490303
,-201.9787,,,3.3238552,156,,,-14.260185,3120,,12.489994,-14.260197,16.711102,-14.260197,,3.3027747,32.37871336936951,0.13446994,-0.8310199,0.999975,1.2489998e-09,3.6930984945628973,1.56e-08,-8.310199,16.711102,6088.3438,0.13446994
,-201.96512,,,3.3596947,157,,,-14.266577,3140,,12.529962,-14.266586,16.711102,-14.266586,,3.303137,32.92070174217224,0.13404103,-0.8310199,0.999975,1.2529966e-09,3.6856716286835614,1.57e-08,-8.310199,16.711102,6088.3438,0.13404103
,-201.98647,,,1.3898216,158,,,-14.272927,3160,,12.569803,-14.272936,16.711102,-14.272936,,3.2910275,33.614121437072754,0.13361616,-0.8310199,0.999975,1.2569806e-09,1.5361835667379147,1.58e-08,-8.310199,16.711102,6088.3438,0.13361616
,-201.99425,,,3.281099,159,,,-14.279239,3180,,12.609519,-14.279244,16.711102,-14.279244,,3.2909653,34.07450985908508,0.13319531,-0.8310199,0.999975,1.2609521e-09,3.5690719202171843,1.59e-08,-8.310199,16.711102,6088.3438,0.13319531
,-201.97534,,,3.3306293,160,,,-14.285504,3200,,12.649108,-14.285514,16.711102,-14.285514,,3.2912133,34.559096813201904,0.13277845,-0.8310199,0.999975,1.2649113e-09,3.6437669364315277,1.6e-08,-8.310199,16.711102,6088.3438,0.13277845
,-202.00961,,,2.7234008,161,,,-14.291738,3220,,12.688575,-14.291745,16.711102,-14.291745,,3.2876863,35.009384870529175,0.13236545,-0.8310199,0.999975,1.268858e-09,3.031711173852218,1.61e-08,-8.310199,16.711102,6088.3438,0.13236545
,-202.03311,,,2.265524,162,,,-14.297932,3240,,12.72792,-14.297936,16.711102,-14.297936,,3.2813766,35.477649211883545,0.13195628,-0.8310199,0.999975,1.2727924e-09,2.5113821747702305,1.62e-08,-8.310199,16.711102,6088.3438,0.13195628
,-202.0268,,,3.3132486,163,,,-14.304079,3260,,12.767143,-14.3040905,16.711102,-14.3040905,,3.2815723,36.01494550704956,0.13155086,-0.8310199,0.999975,1.2767147e-09,3.587262150697231,1.63e-08,-8.310199,16.711102,6088.3438,0.13155086
,-202.01572,,,1.9392164,164,,,-14.310199,3280,,12.806246,-14.310206,16.711102,-14.310206,,3.2733872,36.53502321243286,0.13114919,-0.8310199,0.999975,1.280625e-09,2.095664489906536,1.64e-08,-8.310199,16.711102,6088.3438,0.13114919
,-201.9969,,,1.8646528,165,,,-14.316276,3300,,12.84523,-14.316286,16.711102,-14.316286,,3.2648497,37.062968015670776,0.13075118,-0.8310199,0.999975,1.2845235e-09,2.096538689825791,1.65e-08,-8.310199,16.711102,6088.3438,0.13075118
,-201.99226,,,3.7541702,166,,,-14.322319,3320,,12.884097,-14.322329,16.711102,-14.322329,,3.2677972,37.5296745300293,0.13035673,-0.8310199,0.999975,1.28841e-09,4.176742465237268,1.66e-08,-8.310199,16.711102,6088.3438,0.13035673
,-201.9777,,,3.2360215,167,,,-14.328328,3340,,12.922846,-14.328334,16.711102,-14.328334,,3.267607,37.95317816734314,0.12996587,-0.8310199,0.999975,1.292285e-09,3.589099679384661,1.67e-08,-8.310199,16.711102,6088.3438,0.12996587
,-201.98962,,,2.817302,168,,,-14.334295,3360,,12.961479,-14.334305,16.711102,-14.334305,,3.2649267,38.33323121070862,0.12957849,-0.8310199,0.999975,1.2961483e-09,3.0833337091786936,1.68e-08,-8.310199,16.711102,6088.3438,0.12957849
,-202.05557,,,1.8309292,169,,,-14.340231,3380,,12.999997,-14.34024,16.711102,-14.34024,,3.2564416,38.716787338256836,0.12919456,-0.8310199,0.999975,1.3000002e-09,2.0821411143725452,1.69e-08,-8.310199,16.711102,6088.3438,0.12919456
,-202.07486,,,3.2777262,170,,,-14.346131,3400,,13.038403,-14.346139,16.711102,-14.346139,,3.2565668,39.08031463623047,0.128814,-0.8310199,0.999975,1.3038407e-09,3.617271195458992,1.7e-08,-8.310199,16.711102,6088.3438,0.128814
,-202.08823,,,3.278931,171,,,-14.351994,3420,,13.0766945,-14.352004,16.711102,-14.352004,,3.2566974,39.447646141052246,0.1284368,-0.8310199,0.999975,1.3076699e-09,3.577498385210481,1.71e-08,-8.310199,16.711102,6088.3438,0.1284368
,-202.08116,,,3.2275035,172,,,-14.357828,3440,,13.114875,-14.357835,16.711102,-14.357835,,3.2565277,39.83826160430908,0.1280629,-0.8310199,0.999975,1.3114879e-09,3.580404816624946,1.72e-08,-8.310199,16.711102,6088.3438,0.1280629
,-202.07837,,,2.9730346,173,,,-14.363626,3460,,13.152944,-14.363632,16.711102,-14.363632,,3.2548888,40.20965337753296,0.12769225,-0.8310199,0.999975,1.3152949e-09,3.292793262510741,1.73e-08,-8.310199,16.711102,6088.3438,0.12769225
,-202.04916,,,2.2405443,174,,,-14.369388,3480,,13.190905,-14.369396,16.711102,-14.369396,,3.2490592,40.580446004867554,0.12732477,-0.8310199,0.999975,1.3190907e-09,2.5390337471647557,1.74e-08,-8.310199,16.711102,6088.3438,0.12732477
,-202.07254,,,2.7409742,175,,,-14.375117,3500,,13.228755,-14.375127,16.711102,-14.375127,,3.2461557,40.95723247528076,0.12696046,-0.8310199,0.999975,1.3228758e-09,3.032877721393236,1.75e-08,-8.310199,16.711102,6088.3438,0.12696046
,-202.07076,,,3.2542684,176,,,-14.380817,3520,,13.266497,-14.380824,16.711102,-14.380824,,3.246202,41.33302640914917,0.12659927,-0.8310199,0.999975,1.3266501e-09,3.576111790368377,1.76e-08,-8.310199,16.711102,6088.3438,0.12659927
,-202.06352,,,2.2364588,177,,,-14.38648,3540,,13.304132,-14.38649,16.711102,-14.38649,,3.240497,41.712931632995605,0.12624115,-0.8310199,0.999975,1.3304137e-09,2.4983527892095045,1.77e-08,-8.310199,16.711102,6088.3438,0.12624115
,-202.0396,,,2.824028,178,,,-14.392115,3560,,13.341662,-14.392124,16.711102,-14.392124,,3.2381577,42.099464416503906,0.12588602,-0.8310199,0.999975,1.3341666e-09,3.0830374294187157,1.78e-08,-8.310199,16.711102,6088.3438,0.12588602
,-202.01698,,,2.827505,179,,,-14.397718,3580,,13.3790865,-14.397726,16.711102,-14.397726,,3.2358637,42.55488324165344,0.1255339,-0.8310199,0.999975,1.337909e-09,3.2335310249845812,1.79e-08,-8.310199,16.711102,6088.3438,0.1255339
,-202.02292,,,2.819899,180,,,-14.403285,3600,,13.416407,-14.403297,16.711102,-14.403297,,3.2335527,43.03713512420654,0.1251847,-0.8310199,0.999975,1.3416409e-09,3.1124071796566692,1.8e-08,-8.310199,16.711102,6088.3438,0.1251847
,-202.0114,,,2.2344298,181,,,-14.4088335,3620,,13.453622,-14.408837,16.711102,-14.408837,,3.2280328,43.57101011276245,0.12483842,-0.8310199,0.999975,1.3453626e-09,2.501577052124872,1.81e-08,-8.310199,16.711102,6088.3438,0.12483842
,-202.00494,,,3.394871,182,,,-14.414339,3640,,13.490735,-14.414347,16.711102,-14.414347,,3.2289493,44.2919385433197,0.12449499,-0.8310199,0.999975,1.349074e-09,3.701131970370914,1.82e-08,-8.310199,16.711102,6088.3438,0.12449499
,-201.98763,,,2.7900095,183,,,-14.419821,3660,,13.527747,-14.4198265,16.711102,-14.4198265,,3.2265508,44.86144208908081,0.12415437,-0.8310199,0.999975,1.3527751e-09,3.1376333589168826,1.83e-08,-8.310199,16.711102,6088.3438,0.12415437
,-202.00548,,,3.7127786,184,,,-14.425266,3680,,13.564658,-14.425276,16.711102,-14.425276,,3.2291932,45.452783823013306,0.12381653,-0.8310199,0.999975,1.3564662e-09,4.1096540441139,1.84e-08,-8.310199,16.711102,6088.3438,0.12381653
,-201.99101,,,3.7227917,185,,,-14.430688,3700,,13.601469,-14.4306965,16.711102,-14.4306965,,3.2318614,46.085503339767456,0.12348143,-0.8310199,0.999975,1.3601472e-09,4.078913305823544,1.85e-08,-8.310199,16.711102,6088.3438,0.12348143
,-201.97601,,,2.8411722,186,,,-14.43608,3720,,13.638181,-14.436087,16.711102,-14.436087,,3.229761,46.71021318435669,0.12314904,-0.8310199,0.999975,1.3638183e-09,3.1551160539200165,1.86e-08,-8.310199,16.711102,6088.3438,0.12314904
,-201.96622,,,2.3336048,187,,,-14.441441,3740,,13.674792,-14.441449,16.711102,-14.441449,,3.2249684,47.52501702308655,0.12281933,-0.8310199,0.999975,1.3674796e-09,2.5105450958751634,1.87e-08,-8.310199,16.711102,6088.3438,0.12281933
,-201.96019,,,3.1910353,188,,,-14.446773,3760,,13.711308,-14.446782,16.711102,-14.446782,,3.224788,48.09663724899292,0.12249225,-0.8310199,0.999975,1.3711311e-09,3.5147492032345973,1.88e-08,-8.310199,16.711102,6088.3438,0.12249225
,-201.96867,,,3.2894258,189,,,-14.45208,3780,,13.7477255,-14.452087,16.711102,-14.452087,,3.2251298,48.69513821601868,0.122167766,-0.8310199,0.999975,1.3747729e-09,3.6602300512038597,1.89e-08,-8.310199,16.711102,6088.3438,0.122167766
,-201.9597,,,2.2685542,190,,,-14.457357,3800,,13.784047,-14.457364,16.711102,-14.457364,,3.2200954,49.19777727127075,0.12184584,-0.8310199,0.999975,1.3784051e-09,2.4988066948967598,1.9e-08,-8.310199,16.711102,6088.3438,0.12184584
,-201.96663,,,3.663474,191,,,-14.462608,3820,,13.820273,-14.462614,16.711102,-14.462614,,3.2224169,49.739699602127075,0.12152646,-0.8310199,0.999975,1.3820276e-09,4.068398754572744,1.91e-08,-8.310199,16.711102,6088.3438,0.12152646
,-201.96837,,,2.3494213,192,,,-14.467827,3840,,13.856404,-14.467835,16.711102,-14.467835,,3.21787,50.25144958496094,0.12120958,-0.8310199,0.999975,1.3856408e-09,2.580346303313105,1.92e-08,-8.310199,16.711102,6088.3438,0.12120958
,-201.97868,,,2.3202174,193,,,-14.473023,3860,,13.892443,-14.473031,16.711102,-14.473031,,3.213219,50.776973485946655,0.12089515,-0.8310199,0.999975,1.3892445e-09,2.542338133901296,1.93e-08,-8.310199,16.711102,6088.3438,0.12089515
