ReturnMean,MISE,IWMean,DenMISEMeanLog,IWMin,ReturnStepMax,ReturnAbsMax,LQGmu1,IWNorm1,DenMISELogFirst,TimestepsSoFar,ReturnMin,ReturnMax,URet,ExplorationBonus,Bound,TimeElapsed,LQGsigma,ReturnLastEpisode,IWMax,LQGmu01,IWLastEpisode,IWFirstEpisode,DenMISELogLast,IWNorm2,Iteration,SqrtESSClassic,target_sum_log_mean
9.657691,16.579588,1.0039227,10.788521,,0.9997088,16.888142,-0.15151516,92.360886,9.9523115,1840,,16.888142,18.266697387624895,18.482374,35.061962,93.93204855918884,0.11,16.51643,33.9929,-0.015151516,33.7128,,13.837978,50.539856,92,1.8274862,-1257.1982
9.734912,12.559864,0.7455545,10.81861,,0.9997088,16.888142,-0.21212122,69.33657,9.941501,1860,,16.888142,18.601483663653667,27.350925,39.91079,94.98628234863281,0.11,16.839237,54.346252,-0.021212121,54.346252,,13.701169,56.146477,93,1.2349229,-1722.1794
9.80951,17.432062,1.038316,10.798293,,0.9998819,16.888142,-0.1919192,97.6017,9.930805,1880,,16.888142,18.51069649914338,16.641605,34.07367,96.22222542762756,0.11,16.74715,31.66511,-0.019191919,23.319971,,9.292539,48.088444,94,2.029629,-1536.3248
9.881517,2.4740509e-17,1.4691982e-18,10.850708,,0.99992704,16.888142,-0.35353535,1.3957392e-16,9.920223,1900,,16.888142,18.40866607979716,33.618893,33.618893,97.29964566230774,0.11,16.65017,1.38922e-16,-0.035353538,1.5543292e-22,,15.844377,1.3892353e-16,95,1.0046816,-3110.8171
9.956599,6115.0063,357.82407,10.661223,,0.99992704,17.089422,-0.27272728,34351.11,9.909752,1920,,17.089422,18.867099074061034,34.178837,6149.185,98.41240382194519,0.11,17.089422,34351.1,-0.02727273,34351.1,,-6.3450866,34351.1,96,1.0000002,-2216.1343
10.0308275,41.129833,2.3973877,10.743635,,0.99992704,17.156656,-0.33333334,232.54662,9.899389,1940,,17.156656,18.933699584124014,34.032722,75.16255,99.50917315483093,0.11,17.156656,230.6371,-0.033333335,230.6371,,13.767117,230.645,97,1.0082448,-2819.2058
10.102696,44.25762,2.5903482,10.721525,,0.99992704,17.156656,-0.2929293,253.85413,9.8891325,1960,,17.156656,18.849822917803852,23.568573,67.826195,100.76698160171509,0.11,17.074062,153.9444,-0.02929293,153.9444,,8.335088,174.36322,98,1.4558927,-2367.9565
10.173829,21.345676,1.2450143,10.703726,,0.9999872,17.156656,-0.33333334,123.25642,9.87898,1980,,17.156656,18.92381693475912,22.481367,43.82704,101.8611171245575,0.11,17.144894,57.541008,-0.033333335,55.98226,,8.2260275,80.755035,99,1.5263001,-2762.0132
10.244842,11.655739,0.67527235,10.736541,,0.9999872,17.27492,-0.37373737,67.52724,9.86893,2000,,17.27492,19.05788599852675,30.857836,42.513573,102.83328199386597,0.11,17.27492,60.02407,-0.037373737,60.02407,,13.979309,60.31126,100,1.1196456,-3184.3232
10.31411,19.717968,1.1537194,10.730287,,0.9999872,17.27492,-0.2929293,116.52566,9.858979,2020,,17.27492,19.022263748416087,21.680353,41.398323,103.76648998260498,0.11,17.240925,56.7338,-0.02929293,0.46483478,,10.556254,73.12096,101,1.5936013,-2297.3018
10.381487,23.839058,1.3849398,10.733132,,0.9999872,17.27492,-0.35353535,141.26385,9.849127,2040,,17.27492,18.96131601316688,16.214254,40.053314,104.85665464401245,0.11,17.186562,35.88117,-0.035353538,34.66239,,11.060123,66.29519,102,2.1308312,-2896.5232
10.447791,22.76737,1.3248633,10.731646,,0.9999872,17.27492,-0.33333334,136.46092,9.839371,2060,,17.27492,18.991777597626985,14.30971,37.07708,106.09828305244446,0.11,17.210812,29.776222,-0.033333335,28.650564,,10.364747,56.51882,103,2.4144332,-2654.1814
10.512863,22.156797,1.28892,10.778312,,0.9999872,17.27492,-0.33333334,134.04768,9.829709,2080,,17.27492,18.996262927645102,13.013457,35.170254,107.20919346809387,0.11,17.215408,23.32293,-0.033333335,21.341015,,15.384682,50.49007,104,2.6549315,-2628.4832
10.577299,9.149007,0.5354346,10.848827,,0.9999872,17.27866,-0.27272728,56.22063,9.82014,2100,,17.27866,19.06217249800496,25.68282,34.831825,108.41766571998596,0.11,17.27866,38.38473,-0.02727273,0.05671586,,17.993193,41.78288,105,1.3455423,-2025.2595
10.638809,23.643347,1.3753463,10.851256,,0.9999872,17.27866,-0.33333334,145.78671,9.810661,2120,,17.27866,18.871574113583133,11.429374,35.07272,109.55907607078552,0.11,17.09731,19.294312,-0.033333335,15.427104,,11.631164,48.21702,106,3.0235531,-2578.5579
10.700086,2.4180614e-17,1.3997566e-18,10.884132,,0.9999872,17.27866,-0.5555556,1.4977406e-16,9.801271,2140,,17.27866,18.9764663180867,34.507267,34.507267,110.65017628669739,0.11,17.195372,1.4955698e-16,-0.05555556,9.283401e-33,,14.082819,1.4955713e-16,107,1.0014505,-5291.0645
10.7611475,20.37896,1.1786932,10.820656,,0.9999872,17.294853,-0.3939394,127.29886,9.791968,2160,,17.294853,19.076951051895385,30.062279,50.44124,111.97241711616516,0.11,17.294853,110.10664,-0.039393943,110.10664,,5.024049,110.63678,108,1.1506016,-3168.5813
10.821614,18.529575,1.0678684,10.766671,,0.999998,17.351929,-0.53535354,116.39765,9.782752,2180,,17.351929,19.135227041928207,34.703857,53.233433,113.06960916519165,0.11,17.351929,116.39765,-0.053535353,116.39765,,5.0743265,116.39765,109,1.0,-4907.867
10.881098,289.56674,16.6755,10.679368,,0.999998,17.36486,-0.45454547,1834.3052,9.77362,2200,,17.36486,19.149925080546847,34.698097,324.26483,114.22638964653015,0.11,17.36486,1832.6344,-0.045454547,1832.6344,,1.432334,1832.635,110,1.0009114,-3812.0222
10.939231,40.046646,2.3099568,10.74614,,0.999998,17.36486,-0.4949495,256.4052,9.76457,2220,,17.36486,19.119640765672237,31.45711,71.50375,115.35080242156982,0.11,17.333918,231.47841,-0.04949495,231.47841,,16.200167,232.24393,111,1.1040341,-4281.858
10.996241,29.234142,1.6855038,10.759345,,0.999998,17.36486,-0.45454547,188.77643,9.755601,2240,,17.36486,19.108526208758683,22.625427,51.85957,116.65907263755798,0.11,17.32426,91.5023,-0.045454547,80.81305,,11.882535,122.98248,112,1.5349863,-3743.6267
11.05227,24.177399,1.3948783,10.799561,,0.999998,17.36486,-0.4949495,157.62125,9.746712,2260,,17.36486,19.112892924963692,19.994015,44.171413,117.79426741600037,0.11,17.327427,67.46796,-0.04949495,57.066055,,15.020038,90.74307,113,1.7370058,-4205.769
11.107789,25.504183,1.4703126,10.833401,,0.999998,17.381577,-0.47474748,167.61563,9.737902,2280,,17.381577,19.1670917703062,15.596406,41.10059,118.9415295124054,0.11,17.381577,37.175083,-0.04747475,36.858532,,14.498483,75.200356,114,2.2289207,-3919.1487
11.162347,7.6081257,0.43847042,10.844124,,0.999998,17.381905,-0.5555556,50.4241,9.729168,2300,,17.381905,19.167860133519874,33.362766,40.970894,120.13910126686096,0.11,17.381905,48.370796,-0.05555556,0.018902987,,11.773824,48.39192,115,1.0419942,-4922.5186
11.215562,24.933733,1.4369396,10.847684,,0.999998,17.381905,-0.47474748,166.685,9.72051,2320,,17.381905,19.12166607970193,13.716702,38.650436,121.33559918403625,0.11,17.335289,29.055267,-0.04747475,6.554737,,11.883753,65.76864,116,2.5344145,-3851.3276
11.268229,11.412567,0.6601569,10.826412,,0.999998,17.381905,-0.3939394,77.23836,9.711926,2340,,17.381905,19.16199171596422,26.25658,37.669147,122.70765709877014,0.11,17.377504,57.295662,-0.039393943,2.7182334e-05,,8.057234,58.336967,117,1.3240037,-2924.4016
11.319667,21.412651,1.2340207,10.806282,,0.999998,17.381905,-0.5151515,145.61444,9.703416,2360,,17.381905,19.121671051537636,15.209009,36.62166,124.06089043617249,0.11,17.338062,39.427227,-0.05151515,0.22727142,,8.881915,63.705658,118,2.285738,-4275.894
11.37022,25.489313,1.4692777,10.77155,,0.999998,17.381905,-0.45454547,174.84406,9.694977,2380,,17.381905,19.119610226793245,13.628398,39.11771,125.28041005134583,0.11,17.33551,36.57644,-0.045454547,29.387123,,6.5585437,68.54382,119,2.550836,-3522.6345
11.420074,24.23112,1.39661,10.808393,,0.999998,17.381905,-0.47474748,167.5932,9.686608,2400,,17.381905,19.138585578508692,11.132262,35.36338,126.68296599388123,0.11,17.35268,19.857365,-0.04747475,19.764467,,14.861714,53.667637,120,3.1227982,-3722.5435
11.469071,2.4227837e-17,1.3962612e-18,10.842068,,0.999998,17.381905,-0.75757575,1.6894771e-16,9.678309,2420,,17.381905,19.133792731202508,34.75009,34.75009,128.1589982509613,0.11,17.34883,1.6888106e-16,-0.07575758,2.0973521e-25,,14.5733185,1.6888106e-16,121,1.0003947,-7678.215
11.517579,22.059086,1.271049,10.807679,,0.999998,17.386925,-0.5151515,155.06798,9.670079,2440,,17.386925,19.173030946397095,12.327048,34.386135,129.40878248214722,0.11,17.386925,29.228298,-0.05151515,15.284133,,7.6425886,54.970345,122,2.8209388,-4135.2773
11.564941,35.785995,2.063411,10.781139,,0.999998,17.386925,-0.7171717,253.79956,9.661916,2460,,17.386925,19.13010686534849,34.77385,70.559845,130.70077061653137,0.11,17.343124,253.79956,-0.07171717,253.79956,,7.358737,253.79956,123,1.0,-6902.9956
11.611684,11.681744,0.6735663,10.756341,,0.999998,17.386925,-0.7171717,83.52222,9.653818,2480,,17.386925,19.146294621037576,34.77385,46.455593,131.91778421401978,0.11,17.360958,83.52222,-0.07171717,8.286447e-09,,7.582408,83.52222,124,1.0,-6847.415
11.657528,14.803541,0.8535918,10.711861,,0.999998,17.386925,-0.7373737,106.698975,9.645786,2500,,17.386925,19.128612952290382,24.737476,39.541016,133.4307599067688,0.11,17.342266,59.22463,-0.073737375,59.22463,,5.677467,75.90369,125,1.4057153,-7108.9404
11.702732,33.44068,1.9271011,10.700725,,0.999998,17.386925,-0.67676765,242.81474,9.637818,2520,,17.386925,19.14034075038235,33.643917,67.084595,134.74696397781372,0.11,17.353178,234.82675,-0.06767677,234.82675,,9.594881,234.92477,126,1.0335851,-6132.851
11.74723,13.473228,0.77644527,10.720656,,0.999998,17.386925,-0.67676765,98.60855,9.629913,2540,,17.386925,19.14204825254265,29.381573,42.8548,135.94554162025452,0.11,17.353989,82.6518,-0.06767677,8.255825,,13.11384,83.31762,127,1.1835258,-6084.441
11.790928,6.489369,0.37399426,10.736689,,0.999998,17.386925,-0.65656567,47.871265,9.622069,2560,,17.386925,19.12759819628665,29.144075,35.633446,137.1992723941803,0.11,17.340645,39.701797,-0.065656565,5.4871383,,13.145383,40.121063,128,1.1931704,-5749.552
11.834081,19.43348,1.1202961,10.72753,,0.999998,17.386925,-0.7171717,144.5182,9.614287,2580,,17.386925,19.14431442300129,15.508253,34.941734,138.60102772712708,0.11,17.357645,34.481384,-0.07171717,10.578632,,10.218241,64.45145,129,2.2422802,-6581.4775
11.876646,12.683847,0.7304509,10.736371,,0.999998,17.386925,-0.6363636,94.95862,9.606565,2600,,17.386925,19.154216261796634,26.757076,39.440926,139.687260389328,0.11,17.367565,71.290955,-0.06363636,71.290955,,11.860672,73.066826,130,1.2996132,-5385.2046
11.918638,1.9674703e-17,1.1344942e-18,10.721191,,0.999998,17.386925,-0.97979796,1.4861888e-16,9.598903,2620,,17.386925,19.16553370807649,34.7637,34.7637,141.14919066429138,0.11,17.377583,1.4857551e-16,-0.0979798,1.0711654e-25,,9.131845,1.4857551e-16,131,1.000292,-10959.895
11.959846,23.462599,1.3518457,10.596628,,0.999998,17.386925,-0.6969697,178.44363,9.591298,2640,,17.386925,19.144808607417318,12.659674,36.122272,142.41022729873657,0.11,17.357979,29.980953,-0.06969697,29.134373,,-4.724903,64.96371,132,2.7468204,-6139.1123
11.999113,48.728523,2.8359237,10.569074,,0.999998,17.386925,-1.0,377.17786,9.583751,2660,,17.386925,18.970827910303488,34.77385,83.50237,143.89456915855408,0.11,17.182592,377.17786,-0.1,377.17786,,6.6838374,377.17786,133,1.0,-11183.8125
12.038633,12.703207,0.73930675,10.500196,,0.999998,17.386925,-1.0,99.06711,9.576261,2680,,17.386925,19.081176600238532,34.77385,47.47706,145.08665776252747,0.11,17.29475,99.06711,-0.1,8.651275e-16,,0.9913789,99.06711,134,1.0,-11100.603
12.076675,13.359429,0.7719555,10.500081,,0.999998,17.386925,-0.7777778,104.21399,9.568825,2700,,17.386925,18.96036854545745,27.478048,40.83748,146.29679107666016,0.11,17.17429,80.48494,-0.07777778,4.191468e-17,,10.927514,82.34915,135,1.2655138,-7188.8823
12.114207,20.341913,1.1841033,10.445675,,0.999998,17.386925,-1.0,161.03804,9.561445,2720,,17.386925,18.968366055544887,20.188627,40.53054,147.5060338973999,0.11,17.181,57.807934,-0.1,45.65292,,3.4614213,93.49374,136,1.7224474,-10937.195
12.152282,33.76145,1.9482586,10.47383,,0.999998,17.386925,-0.8181818,266.91144,9.554119,2740,,17.386925,19.117556773348312,33.35721,67.11866,149.03864097595215,0.11,17.330381,255.82892,-0.081818186,255.82892,,14.302779,256.0378,137,1.0424688,-7708.7207
12.18871,12.594025,0.72684216,10.461671,,0.999998,17.386925,-0.8181818,100.30422,9.546846,2760,,17.386925,18.966741902522045,31.337795,43.93182,150.29167675971985,0.11,17.179388,89.87216,-0.081818186,1.0300467e-11,,8.660522,90.39301,138,1.1096457,-7652.981
12.225621,14.963502,0.86381084,10.438683,,0.999998,17.386925,-0.8181818,120.06971,9.539626,2780,,17.386925,19.107049891624268,22.722658,37.68616,151.54090929031372,0.11,17.319323,55.38147,-0.081818186,55.38147,,7.6880093,78.458466,139,1.5303601,-7597.84
12.262029,19.652807,1.143985,10.453629,,0.999998,17.386925,-1.0,160.1579,9.532457,2800,,17.386925,19.11025051988772,17.429499,37.082306,152.75795602798462,0.11,17.322666,41.758423,-0.1,9.7213876e-11,,12.79063,80.27503,140,1.9951147,-10624.808
12.297917,20.404156,1.1779159,10.454209,,0.999998,17.386925,-0.8181818,166.08615,9.52534,2820,,17.386925,19.10962302722661,16.517714,36.921867,154.06888222694397,0.11,17.322262,40.610367,-0.081818186,40.610367,,10.526434,78.89156,141,2.105246,-7489.852
12.332369,18.976604,1.1044858,10.515424,,0.999998,17.386925,-1.0,156.83698,9.518273,2840,,17.386925,18.978396994745527,15.571801,34.548405,156.1228370666504,0.11,17.190168,32.624035,-0.1,30.62702,,19.097723,70.23192,142,2.2331295,-10475.07
12.367252,20.377466,1.1764121,10.54748,,0.999998,17.386925,-0.8181818,168.22693,9.511255,2860,,17.386925,19.109846866033315,14.838133,35.2156,159.10561513900757,0.11,17.320644,34.878426,-0.081818186,34.878426,,15.098244,71.783066,143,2.3435462,-7384.977
12.4007845,19.966587,1.1500554,10.579258,,0.9999988,17.386925,-0.53535354,165.60797,9.504287,2880,,17.386925,18.985641044774546,13.963338,33.929924,161.27940678596497,0.11,17.195948,33.895927,-0.053535353,,,15.053767,66.4994,144,2.490368,-3721.984
12.434775,18.822744,1.0953679,10.591872,,0.9999988,17.386925,-1.0,158.82834,9.497366,2900,,17.386925,19.115077460890827,14.20988,33.032623,163.47392654418945,0.11,17.329433,27.705593,-0.1,1.484571e-16,,12.348667,64.90313,145,2.44716,-10258.371
12.468269,18.131824,1.0454166,10.375294,,0.9999988,17.386925,-0.6363636,152.63083,9.490494,2920,,17.386925,19.110579732512807,21.335382,39.46721,165.1169877052307,0.11,17.32487,78.00786,-0.06363636,78.00786,,-21.038025,93.64615,146,1.6298677,-4798.882
12.500449,9.31265,0.53706783,10.412018,,0.9999988,17.386925,-0.61616164,78.948975,9.483667,2940,,17.386925,18.988089559811268,24.090206,33.402855,166.19747281074524,0.11,17.1987,50.075806,-0.061616164,,,15.8834715,54.693314,147,1.4434849,-4530.1465
12.5332575,17.867613,1.0665588,10.415011,,0.9999988,17.386925,-0.1919192,157.85071,9.476888,2960,,17.386925,19.14272444679405,15.0444145,32.912025,167.42578268051147,0.11,17.356148,37.28835,-0.019191919,,,11.372245,68.29188,148,2.3114126,-1029.8206
12.564861,22.673422,1.3081177,10.170589,,0.9999988,17.386925,-0.45454547,194.90955,9.470154,2980,,17.386925,19.022817698076324,11.971376,34.6448,168.6719629764557,0.11,17.242107,31.94891,-0.045454547,28.43026,,-25.9807,67.100296,149,2.9047494,-2828.4895
12.595621,23.924566,1.3944933,10.048732,,0.9999988,17.386925,-0.3131313,209.174,9.463465,3000,,17.386925,18.95935284592554,11.734206,35.65877,170.14997172355652,0.11,17.178883,33.684647,-0.031313132,30.047747,,-8.328401,70.58438,150,2.96346,-1712.543
12.626871,15.697961,0.90671605,10.083163,,0.9999988,17.386925,-0.41414142,136.91412,9.4568205,3020,,17.386925,19.097877851037218,18.686575,34.384537,171.8754758834839,0.11,17.314453,61.95998,-0.04141414,61.95998,,14.948787,73.574135,151,1.8609002,-2448.5005
12.657286,15.600365,0.8991466,10.069752,,0.9999988,17.386925,-0.6363636,136.67029,9.450219,3040,,17.386925,19.032248826900016,16.933836,32.534203,173.18479108810425,0.11,17.249939,39.48235,-0.06363636,1.4939246e-35,,8.231579,66.55439,152,2.0535128,-4611.9185
12.687725,22.780752,1.3138449,10.015969,,0.9999994,17.386925,-0.47474748,201.01828,9.443662,3060,,17.386925,19.100596219600195,9.715773,32.496525,175.87074446678162,0.11,17.31436,18.875202,-0.04747475,16.97831,,2.0214555,56.164272,153,3.579113,-2932.9543
12.718276,17.614683,1.0140054,9.986363,,0.9999994,17.392555,-0.5555556,156.15683,9.437147,3080,,17.392555,19.178517547318958,15.349828,32.96451,177.53248739242554,0.11,17.392555,38.842346,-0.05555556,38.842346,,5.202311,68.90823,154,2.2661564,-3683.905
12.747745,17.571657,1.0141021,9.998971,,0.9999994,17.392555,-0.75757575,157.18582,9.430675,3100,,17.392555,19.07073653336531,14.784832,32.35649,179.2994372844696,0.11,17.28603,40.455204,-0.07575758,2.7006605e-29,,12.011135,66.80922,155,2.3527565,-5999.8394
12.777342,18.612253,1.0715529,9.962041,,0.9999994,17.392555,-0.5555556,167.16225,9.424244,3120,,17.392555,19.151145759792072,13.881119,32.49337,180.9234881401062,0.11,17.364962,34.16551,-0.05555556,34.16551,,4.301467,66.70667,156,2.50593,-3636.5537
12.8064785,20.908714,1.2185589,9.983983,,0.9999994,17.392555,-0.3131313,191.31375,9.417854,3140,,17.392555,19.13930993122373,11.366546,32.27526,182.85545444488525,0.11,17.351677,28.79113,-0.031313132,,,13.413521,62.514576,157,3.0603063,-1637.7266
12.83495,19.62021,1.1328158,9.87106,,0.9999994,17.392555,-0.43434343,178.9849,9.411505,3160,,17.392555,19.084975930421308,12.617704,32.237915,184.49084091186523,0.11,17.304892,37.532112,-0.043434344,37.532112,,-8.007409,64.92371,158,2.7568493,-2501.1296
12.863177,17.643726,1.0190965,9.871312,,0.9999994,17.392555,-0.41414142,162.03635,9.405196,3180,,17.392555,19.107911650602023,14.219645,31.86337,186.45722436904907,0.11,17.323116,37.84364,-0.04141414,36.51562,,9.8505535,66.23809,159,2.4462714,-2325.7195
12.890821,16.164196,1.0639296,9.908867,,0.9999994,17.392555,-0.09090909,170.22873,9.398926,3200,,17.392555,19.06997347891699,15.689554,31.85375,188.01808261871338,0.11,17.286375,37.341194,-0.00909091,,,15.93448,76.78035,160,2.2170873,-580.4645
12.914554,20.157259,1.2117676,9.559614,,0.9999994,17.392555,-0.17171717,195.09457,9.392695,3220,,17.392555,18.435978329722182,12.340728,32.497986,190.32057118415833,0.11,16.71171,28.830147,-0.017171716,28.827011,,-46.28721,69.21378,161,2.8187244,-865.5572
12.933747,45.702225,2.8479261,9.497851,,0.9999994,17.392555,-0.13131313,461.36404,9.386503,3240,,17.392555,17.745847598392924,33.12639,78.82861,192.61045622825623,0.11,16.023964,439.19427,-0.013131313,439.19427,,-0.5774865,439.36395,162,1.0500726,-705.1469
12.954239,15.444076,0.9582735,9.527325,,0.9999994,17.392555,-0.13131313,156.19858,9.38035,3260,,17.392555,18.002770286142812,26.874664,42.31874,193.9015190601349,0.11,16.274023,119.07746,-0.013131313,15.697342,,13.853648,120.67762,163,1.2943459,-700.71893
12.975082,16.763243,1.0322688,9.553477,,0.9999994,17.392555,-0.13131313,169.29208,9.374233,3280,,17.392555,18.106744560932412,19.858456,36.621696,195.15645909309387,0.11,16.37231,69.23169,-0.013131313,64.908676,,14.043983,96.64708,164,1.7516524,-696.3352
12.991986,12.22619,0.7682877,9.598993,,0.9999994,17.392555,-0.11111111,126.76747,9.368155,3300,,17.392555,17.46364409124952,20.257822,32.484013,196.58606243133545,0.11,15.764106,64.55667,-0.011111111,64.55667,,17.166506,73.82564,165,1.7171199,-624.55304
13.010175,18.53435,1.0693337,9.614391,,0.9999994,17.392555,-0.75757575,177.50938,9.362112,3320,,17.392555,17.72879020292967,13.304433,31.838783,197.87486052513123,0.11,16.011375,34.375168,-0.07575758,,,12.4660635,67.89289,166,2.6145504,-5642.406
13.03401,18.644827,1.0848783,9.19525,,0.9999994,17.392555,-1.0,181.17468,9.356106,3340,,17.392555,18.771329154372737,13.155929,31.800755,199.43292331695557,0.11,16.990824,26.790308,-0.1,,,-60.380035,68.52131,167,2.6440635,-9005.346
13.059504,19.279364,1.1130027,9.1750765,,0.9999994,17.392555,-0.8181818,186.98445,9.350136,3360,,17.392555,19.104256152461275,13.257954,32.537315,201.5666859149933,0.11,17.31687,32.796856,-0.081818186,25.305275,,5.794722,71.26702,168,2.6237164,-6342.9673
13.083794,14.519869,0.91045177,9.141657,,0.9999994,17.392555,-0.11111111,153.86635,9.344201,3380,,17.392555,18.948789686118584,17.08257,31.602438,204.4102110862732,0.11,17.164322,49.485325,-0.011111111,,,3.4919229,75.562,169,2.0362928,-616.21674
13.108606,19.3866,1.1174768,8.954536,,0.9999994,17.392555,-0.67676765,189.97105,9.338302,3400,,17.392555,19.08873694742688,12.306855,31.693455,206.04975962638855,0.11,17.302128,32.003677,-0.06767677,30.55228,,-22.496572,67.21112,170,2.8264825,-4581.209
13.131796,21.414173,1.2350756,8.549223,,0.9999994,17.392555,-0.4949495,211.19792,9.332437,3420,,17.392555,18.856063994518376,9.930577,31.34475,207.39515233039856,0.11,17.07412,22.825844,-0.04949495,8.343345e-14,,-60.403706,60.293537,171,3.5028286,-2804.5615
13.156378,19.61178,1.1303529,8.551086,,0.9999994,17.392555,-0.67676765,194.42068,9.326606,3440,,17.392555,19.14646053539632,11.435736,31.047516,208.61982679367065,0.11,17.35975,27.25016,-0.06767677,25.390255,,8.689471,63.91653,172,3.0417902,-4528.9404
13.180641,19.530981,1.133602,8.5539,,0.9999994,17.392555,-0.35353535,196.11316,9.320808,3460,,17.392555,19.139707515239753,11.494927,31.02591,209.96891045570374,0.11,17.35398,28.521643,-0.035353538,6.3302485e-10,,8.967976,64.80665,173,3.026127,-1739.3237
13.204753,15.980621,0.9202397,8.509167,,0.9999994,17.392555,-0.5959596,160.1217,9.315044,3480,,17.392555,19.1627539853174,16.761923,32.742546,211.20039129257202,0.11,17.375923,62.07963,-0.05959596,62.07963,,0.69790375,77.15794,174,2.0752459,-3656.5188
13.227971,22.223848,1.2820102,8.407244,,0.9999994,17.392555,-0.4949495,224.35179,9.309314,3500,,17.392555,19.052021142700386,9.116861,31.34071,212.83765959739685,0.11,17.268082,20.608574,-0.04949495,13.977132,,-9.167503,58.800564,175,3.81547,-2740.5083
13.251447,19.200096,1.1054927,8.431586,,0.9999994,17.392555,-0.5555556,194.56673,9.303616,3520,,17.392555,19.14529198977254,11.798304,30.9984,215.02623987197876,0.11,17.359728,28.016489,-0.05555556,28.016489,,12.459574,65.99252,176,2.9483147,-3242.4126
13.2745695,17.215746,1.046885,8.468009,,0.9999994,17.392555,-0.15151516,185.29865,9.297951,3540,,17.392555,19.12755114353133,13.610157,30.825903,216.63268208503723,0.11,17.344313,44.704903,-0.015151516,,,14.83449,72.50066,177,2.55582,-725.39374
13.296897,22.638802,1.3080933,8.307023,,0.9999994,17.392555,-0.43434343,232.8406,9.292316,3560,,17.392555,19.028589096865073,10.48783,33.126633,218.15144658088684,0.11,17.248844,30.137503,-0.043434344,29.26746,,-20.162724,70.20224,178,3.316712,-2231.5737
13.317569,18.747952,1.0961443,8.197443,,0.9999994,17.392555,-0.2929293,196.20982,9.286715,3580,,17.392555,18.77589535349539,13.544996,32.292946,219.46254205703735,0.11,16.996988,39.23118,-0.02929293,39.23118,,-11.54745,76.40227,179,2.5681152,-1335.5227
13.339922,20.700941,1.1961766,8.21206,,0.9999994,17.392555,-0.41414142,215.3118,9.281143,3600,,17.392555,19.124227337321557,11.441722,32.142662,220.87298035621643,0.11,17.341063,30.544123,-0.04141414,27.522934,,10.810745,70.82162,180,3.0401988,-2065.15
13.361334,18.35724,1.068309,8.21162,,0.9999994,17.392555,-1.0,193.36392,9.275603,3620,,17.392555,18.997971400387808,12.304605,30.661846,222.21591186523438,0.11,17.215546,25.022114,-0.1,,,8.004289,68.398994,181,2.8269994,-8329.161
