TimeElapsed,target_sum_log_mean,MISE,ReturnStepMax,ReturnLastEpisode,IWMax,ReturnMin,IWLastEpisode,Iteration,IWMean,LQGsigma,IWFirstEpisode,ReturnMax,TimestepsSoFar,ExplorationBonus,ReturnAbsMax,LQGmu1,DenMISEMeanLog,IWNorm2,IWMin,DenMISELogLast,ReturnMean,Bound,IWNorm1,SqrtESSClassic,URet,LQGmu01,DenMISELogFirst
0.04574704170227051,-31.300238,3.6236807e-09,0.99494565,14.212496,2.549644e-10,,2.549644e-10,1,2.549644e-10,1.0,2.549644e-10,14.212496,20,28.424992,14.212496,0.01,-9.2103405,3.5496442e-10,,-9.2103405,14.212496,28.424992,3.5496442e-10,1.0,15.593418754668832,0.001,-9.2103405
0.6551241874694824,-30.333458,1.9681563e-08,0.99494565,9.109096,3.525682e-09,,3.525682e-09,2,2.017805e-09,1.0,5.099281e-10,14.212496,40,24.67368,14.212496,0.01,-9.903487,3.6766266e-09,,-9.903487,11.660795,24.67368,4.23561e-09,1.152037,10.0238642864365,0.001,-9.903487
0.6755411624908447,-28.090744,7.582102e-06,0.99494565,13.499597,1.6805882e-06,,1.6805882e-06,3,5.6221387e-07,1.0,7.6489287e-10,14.212496,60,28.319769,14.212496,0.01,-10.308952,1.6806971e-06,,-10.308951,12.27373,28.319777,1.6869417e-06,1.0037155,15.015132329977508,0.001,-10.308952
0.6970534324645996,-27.677124,8.057282e-06,0.99494565,14.387457,2.2407833e-06,,1.3211023e-07,4,5.9524115e-07,1.0,1.0198586e-09,14.387457,80,27.12465,14.387457,0.01,-10.596634,2.2447916e-06,,-10.596635,12.802161,27.124657,2.3813648e-06,1.06084,15.84123010160815,0.001,-10.596635
0.7215659618377686,-27.45824,8.40686e-06,0.99494565,12.253919,2.8009763e-06,,1.4264225e-07,5,6.237691e-07,1.0,1.274822e-09,14.387457,100,25.91751,14.387457,0.01,-10.8197775,2.8095885e-06,,-10.819778,12.6925125,25.917517,3.1193456e-06,1.11025,13.545473914711895,0.001,-10.819778
0.7482199668884277,-28.725897,8.40691e-06,0.99494565,9.670804,3.3611684e-06,,3.5479196e-11,6,6.237745e-07,1.0,1.5297865e-09,14.387457,120,25.917093,14.387457,0.01,-11.002099,3.3714812e-06,,-11.0021,12.188895,25.9171,3.7432467e-06,1.1102678,10.635293469573131,0.001,-11.0021
0.7771553993225098,-28.77595,8.434678e-06,0.99494565,11.784708,3.9213605e-06,,1.6498156e-08,7,6.261309e-07,1.0,1.7847531e-09,14.387457,140,25.81966,14.387457,0.01,-11.15625,3.9334086e-06,,-11.156251,12.131154,25.819668,4.3836167e-06,1.1144575,13.030717354830307,0.001,-11.156251
0.8073649406433105,-28.565601,8.652444e-06,0.99494565,12.717458,4.4815556e-06,,1.3698553e-07,8,6.432542e-07,1.0,2.0397144e-09,14.387457,160,25.14405,14.387457,0.01,-11.289782,4.4973985e-06,,-11.289782,12.204442,25.14406,5.146834e-06,1.1444025,13.921750443504749,0.001,-11.289782
0.842587947845459,-28.1828,1.0060973e-05,0.99494565,11.439434,5.041748e-06,,1.1081653e-06,9,7.6638355e-07,1.0,2.2946776e-09,14.387457,180,21.605175,14.387457,0.01,-11.407564,5.1795146e-06,,-11.407564,12.119441,21.605185,6.898352e-06,1.3318529,12.735457078712699,0.001,-11.407565
0.8774726390838623,-28.207306,1.0123496e-05,0.99494565,13.873312,5.6019344e-06,,4.507578e-08,10,7.7089015e-07,1.0,2.5496454e-09,14.387457,200,21.47946,14.387457,0.01,-11.512924,5.7551706e-06,,-11.512925,12.294828,21.47947,7.709902e-06,1.3396479,15.18742952949956,0.001,-11.512925
0.9140129089355469,-27.945885,1.1393743e-05,0.99494565,12.744191,6.1621276e-06,,1.0964002e-06,11,8.705629e-07,1.0,2.8046099e-09,14.387457,220,19.303667,14.387457,0.01,-11.608234,6.424932e-06,,-11.608234,12.335679,19.303679,9.577292e-06,1.4906449,14.175280732318155,0.001,-11.608235
0.9552068710327148,-27.808685,1.19907045e-05,0.9979914,15.763994,6.7223145e-06,,4.5442812e-07,12,9.0843133e-07,1.0,3.0595686e-09,15.763994,240,20.311512,15.763994,0.01,-11.695247,7.0237193e-06,,-11.695247,12.621371,20.311523,1.0902377e-05,1.5522227,17.329145624716976,0.001,-11.695247
0.9954831600189209,-27.879097,1.2031372e-05,0.9979914,12.131697,7.2825082e-06,,4.3577504e-08,13,9.1178356e-07,1.0,3.3145362e-09,15.763994,260,20.237143,15.763994,0.01,-11.775289,7.6091424e-06,,-11.77529,12.583705,20.237154,1.1854487e-05,1.5579268,13.539792530475795,0.001,-11.77529
1.0370104312896729,-28.114614,1.2034531e-05,0.9979914,10.970573,7.842695e-06,,4.0401793e-09,14,9.1207164e-07,1.0,3.5695011e-09,15.763994,280,20.23071,15.763994,0.01,-11.849398,8.194444e-06,,-11.849398,12.468481,20.23072,1.2770403e-05,1.5584223,12.080379036090454,0.001,-11.849398
1.0883173942565918,-27.997427,1.2414466e-05,0.9979914,10.624855,8.402885e-06,,5.363891e-07,15,9.478307e-07,1.0,3.8244643e-09,15.763994,300,19.503822,15.763994,0.01,-11.91839,8.796123e-06,,-11.91839,12.345572,19.503836,1.421896e-05,1.616503,11.717805433887055,0.001,-11.91839
1.1567089557647705,-27.955635,1.2581037e-05,0.9995132,12.312882,8.963065e-06,,2.1646672e-07,16,9.61359e-07,1.0,4.0794306e-09,15.763994,320,19.234468,15.763994,0.01,-11.982928,9.3850085e-06,,-11.982929,12.343529,19.234482,1.5383344e-05,1.6391401,13.685924891301982,0.001,-11.982929
1.2042548656463623,-27.815918,1.3644008e-05,0.9995132,13.676218,9.523252e-06,,1.321311e-06,17,1.0390829e-06,1.0,4.334397e-09,15.763994,340,17.951408,15.763994,0.01,-12.043552,1.0058731e-05,,-12.043552,12.421923,17.951422,1.766611e-05,1.7562962,15.21144632581845,0.001,-12.043553
1.256697654724121,-28.018349,1.3646705e-05,0.9995132,12.415565,1.0083443e-05,,3.9130685e-09,18,1.0393003e-06,1.0,4.5893573e-09,15.763994,360,17.947638,15.763994,0.01,-12.100711,1.0650411e-05,,-12.100712,12.42157,17.94765,1.8709206e-05,1.7566651,13.834957919352007,0.001,-12.100712
1.3099172115325928,-28.047388,1.3699198e-05,0.9995132,13.426414,1.0643628e-05,,7.428848e-08,19,1.0432099e-06,1.0,4.8443236e-09,15.763994,380,17.88075,15.763994,0.01,-12.1547785,1.1242331e-05,,-12.154779,12.474457,17.880764,1.9822886e-05,1.7632363,14.649905136431528,0.001,-12.154779
1.3656880855560303,-28.101969,1.3731755e-05,0.9995132,14.712248,1.120381e-05,,4.427059e-08,20,1.0454229e-06,1.0,5.0992837e-09,15.763994,400,17.842999,15.763994,0.01,-12.206072,1.1834097e-05,,-12.206073,12.586347,17.843012,2.0910458e-05,1.7669669,16.171543943271875,0.001,-12.206073
1.4222142696380615,-28.055426,1.396886e-05,0.9995132,14.28879,1.17639975e-05,,3.484733e-07,21,1.0620165e-06,1.0,5.354247e-09,15.763994,420,17.571127,15.763994,0.01,-12.254863,1.2430679e-05,,-12.254863,12.667415,17.57114,2.2304448e-05,1.7943065,15.873485576176416,0.001,-12.254863
