SqrtESSClassic,DenMISELogFirst,DenMISELogLast,ReturnAbsMax,LQGmu01,IWFirstEpisode,ReturnStepMax,URet,TimeElapsed,ReturnMean,target_sum_log_mean,IWMean,IWNorm1,MISE,DenMISEMeanLog,Iteration,IWLastEpisode,Bound,LQGsigma,TimestepsSoFar,ReturnLastEpisode,IWMax,LQGmu1,ReturnMin,ExplorationBonus,ReturnMax,IWMin,IWNorm2
1.8365417,15.804104,-37.21339,17.204996,-0.011110653,20.073704,0.9999969,18.4304033730979,92.92596769332886,12.120656,-458.956,0.6261852,60.73996,9.807204,-3.4840207,97,3.4681543e-06,194.33833,0.11,1940,16.660961,21.145193,-0.110656105,,184.53113,17.204996,,33.07301
1.9570322,15.98194,4.9554625,17.204996,-0.0030302936,5.4627636e-10,0.9999969,17.480695530743073,94.04426956176758,12.158033,-251.7138,1.4560649,142.69437,19.723608,-3.40219,98,1.0895628e-09,193.78386,0.11,1960,15.783661,43.214916,-0.030293757,,174.06026,17.204996,,72.91365
1.8534172,15.971787,14.366165,17.204996,0.0050504617,,0.9999969,13.10527501785673,95.1601710319519,12.15499,-137.3893,0.89341074,88.44766,8.241879,-3.220255,99,1.410654e-26,192.96829,0.11,1980,11.856648,32.557117,0.050462145,,184.72641,17.204996,,47.7214
1.9243324,15.961738,5.8984838,17.204996,-0.09966799,,0.9999969,10.0799543794697,96.31699967384338,12.125291,-1184.8461,0.8075922,80.759224,13.799417,-3.1310523,100,,192.61464,0.11,2000,9.185109,24.880459,-0.7615942,,178.81522,17.204996,,41.9674
1.962507,15.951787,-36.65858,17.204996,-0.045423266,,0.9999969,18.554812464368233,97.4375491142273,12.171409,-1061.5444,0.91623783,92.54002,15.685195,-3.4656196,101,0.00048714658,191.8966,0.11,2020,16.783188,29.300861,-0.42562822,,176.21141,17.204996,,47.153984
1.8654801,15.941935,12.966676,17.204996,0.015150354,,0.9999969,18.96316171178165,98.57151246070862,12.220545,-144.27864,0.7093962,72.35841,6.336348,-3.3062043,102,,192.62827,0.11,2040,17.183342,27.093647,0.15036625,,186.29192,17.204996,,38.788094
1.8948227,15.9321785,-59.896744,17.204996,0.017170029,,0.9999969,10.175221846057422,99.7005364894867,12.192125,-157.39499,0.9474551,97.587875,8.422789,-3.8590088,103,9.2813286e-07,192.72672,0.11,2060,9.29339,30.146643,0.17004903,,184.30392,17.204996,,51.502377
1.9104682,15.922517,15.079294,17.204996,0.01918956,,0.9999969,9.783964572421203,100.82957339286804,12.160538,-171.53793,0.787874,81.938896,6.9780836,-3.6783843,104,0.6797902,190.65791,0.11,2080,8.906971,34.133007,0.18959707,,183.67982,17.204996,,42.88943
1.9111258,15.912947,4.9506354,17.204996,0.013130557,,0.9999969,9.697365691942629,102.0832793712616,12.128804,-130.2493,0.6516839,68.42681,5.839917,-3.5988681,105,1.8561396e-13,190.3372,0.11,2100,8.82852,24.199656,0.13056354,,184.49728,17.204996,,35.80445
1.9659984,15.903468,9.367757,17.204996,0.035338815,,0.9999969,9.835645307408187,103.20170021057129,12.098845,-302.07166,1.0440004,110.66405,9.028158,-3.4802678,106,,189.22797,0.11,2120,8.9529705,38.322643,0.3395071,,180.19981,17.204996,,56.288982
1.9201295,15.894078,7.221103,17.204996,0.09966799,,0.9999969,9.566084830459095,104.54990029335022,12.067173,-466.16443,0.546878,58.515945,4.6696115,-3.3808842,107,1.691685e-10,190.04237,0.11,2140,8.70998,19.78459,0.7615942,,185.37276,17.204996,,30.474998
2.2213159,15.884776,11.55441,17.204996,-0.02120894,5.611319e-13,0.9999969,9.395760258291567,105.77394890785217,12.034672,-753.98627,1.7465521,188.62762,29.122555,-3.2470858,108,,190.10782,0.11,2160,8.557069,56.13313,-0.20899595,,160.98526,17.204996,,84.91707
1.9515024,15.87556,-59.95339,17.204996,0.009090657,,0.9999969,17.977510215325147,107.02653479576111,12.073137,-123.58283,0.7531856,82.09723,6.813306,-3.762637,109,,190.9027,0.11,2180,16.22748,25.881233,0.09065947,,184.08939,17.204996,,42.06873
2.016661,15.866427,-28.798744,17.204996,-0.009090657,6.3778553,0.9999969,10.666970078797567,108.37349724769592,12.052103,-411.3301,0.7711465,84.82611,11.997037,-3.9930336,110,,190.95377,0.11,2200,9.759366,25.355871,-0.09065947,,178.95673,17.204996,,42.062653
2.1409428,15.913739,4.4573236,17.204996,-0.015150354,0.03895991,0.9999969,16.603886770838034,109.56069946289062,12.0783205,-579.8019,1.0808634,119.97583,17.83587,-3.9195046,111,8.737938e-09,187.16864,0.11,2220,14.962193,36.209347,-0.15036625,,169.33276,17.204996,,56.03878
2.0405476,15.905122,8.639412,17.204996,-0.073604025,,0.9999969,17.604689155853254,110.71997737884521,12.112307,-1182.3795,0.53712326,60.157806,9.0485,-3.8075716,112,,187.51096,0.11,2240,15.8849,18.748562,-0.62755585,,178.46245,17.204996,,29.481207
2.0441241,15.896233,-0.02358592,17.204996,0.011110653,,0.9999969,18.706606918665003,111.91327500343323,12.154957,-124.57919,0.9474571,107.06265,8.526185,-3.7784207,113,,187.46994,0.11,2260,16.931694,26.556282,0.110656105,,178.94376,17.204996,,52.375805
2.062808,15.887422,-49.83518,17.204996,0.023228144,,0.9999969,10.303565814373728,113.03192734718323,12.130889,-203.07169,1.0934088,124.648605,9.610876,-4.183668,114,,187.71672,0.11,2280,9.411258,36.28263,0.22823171,,178.10585,17.204996,,60.426662
2.0211763,15.878688,8.552895,17.204996,0.0010101006,2.3780815e-24,0.9999969,9.670155230352004,114.15694260597229,12.101976,-183.02588,0.56811523,65.33325,5.826142,-4.0730968,115,,188.3961,0.11,2300,8.805834,19.061861,0.010100666,,182.56996,17.204996,,32.32437
2.0955238,15.87003,-7.32844,17.204996,-0.027265966,8.609177e-29,0.9999969,10.120092046502874,115.31385469436646,12.077039,-870.0862,0.6918368,80.25307,11.663046,-4.1051545,116,,188.51952,0.11,2320,9.209296,24.767616,-0.26616073,,176.85648,17.204996,,38.29738
2.090743,15.861446,-2.915101,17.204996,0.043407045,,0.9999969,18.36883246521721,116.44663429260254,12.115732,-349.9798,1.2460074,145.78287,10.7215805,-4.0979953,117,,188.74487,0.11,2340,16.604126,40.73317,0.40894473,,178.0233,17.204996,,69.727776
2.1318164,15.852936,-60.032726,17.204996,-0.0010101006,2.330094e-16,0.9999969,9.641791557387828,117.56816029548645,12.087582,-217.77122,1.240901,146.42632,13.944001,-4.571138,118,,189.2819,0.11,2360,8.793925,37.4589,-0.010100666,,175.3379,17.204996,,68.68617
2.1505225,15.844497,-20.696383,17.204996,-0.057512216,,0.9999969,12.598137292188492,119.01416540145874,12.081859,-1152.614,0.87320906,103.91188,14.913637,-4.7057796,119,,189.46132,0.11,2380,11.406534,33.04721,-0.5195751,,174.54768,17.204996,,48.319366
2.0612402,15.836128,-22.949228,17.204996,0.011110653,,0.9999969,18.389333440173562,120.24342942237854,12.119677,-125.61247,0.7758047,93.096565,6.98261,-4.859422,120,,189.85435,0.11,2400,16.620045,22.834902,0.110656105,,182.87175,17.204996,,45.165314
2.0604897,15.827829,-54.835926,17.204996,0.035338815,,0.9999969,10.273565323973033,121.42728424072266,12.097051,-303.5085,0.7827863,94.71714,6.771302,-5.2747912,121,,190.47032,0.11,2420,9.382032,30.786737,0.3395071,,183.69902,17.204996,,45.968266
2.2363858,15.819599,5.725639,17.204996,-0.0050504617,4.623086e-05,0.9999969,9.48539278314879,122.82089447975159,12.068698,-304.88068,1.3453034,164.12701,19.37366,-5.186886,122,,189.32231,0.11,2440,8.637876,42.400574,-0.050462145,,169.94865,17.204996,,73.3894
2.1740513,15.811437,-35.0937,17.204996,0.0070705875,,0.9999969,15.346354796846647,124.05400156974792,12.08307,-129.35406,1.074219,132.12894,9.971044,-5.4284124,123,6.924883e-27,185.5075,0.11,2460,13.83655,37.52952,0.07058947,,175.53647,17.204996,,60.775444
2.1569395,15.803339,-4.3267713,17.204996,0.0050504617,,0.9999969,10.126527678115133,125.35938477516174,12.060063,-139.56187,0.94673043,117.39458,8.727747,-5.4197426,124,1.7124748,186.37459,0.11,2480,9.230333,30.657778,0.050462145,,177.64684,17.204996,,54.42646
2.1664479,15.795307,11.719602,17.204996,0.027265966,,0.9999969,10.00729105625155,126.50953364372253,12.036489,-239.92319,1.0532033,131.65042,9.191944,-5.28369,125,,186.77083,0.11,2500,9.11312,38.331524,0.26616073,,177.57889,17.204996,,60.76787
2.1887846,15.787338,-1.5617751,17.204996,-0.013130557,3.4059143,0.9999969,9.661092605014085,127.63711524009705,12.0108,-525.2515,0.67506003,85.05756,10.80023,-5.254499,126,,187.26857,0.11,2520,8.799787,30.11535,-0.13056354,,176.46834,17.204996,,38.860638
2.1459665,15.806106,-42.013012,17.204996,0.011110653,,0.9999969,16.825536893219752,128.77276301383972,12.0355425,-123.89163,0.6821972,86.639046,6.1500506,-5.5467978,127,,186.85228,0.11,2540,15.153105,20.303392,0.110656105,,180.70222,17.204996,,40.37297
2.1501637,15.798263,-18.248272,17.204996,0.013130557,,0.9999969,9.974200110140302,129.92851305007935,12.012525,-129.21848,0.702432,89.91129,6.2927113,-5.648838,128,0.0029309576,187.35085,0.11,2560,9.08918,23.35284,0.13056354,,181.05814,17.204996,,41.816025
2.1229331,15.790481,12.246424,17.204996,0.015150354,,0.9999969,9.871996401426516,131.1378366947174,11.98908,-138.2999,0.61360604,79.15518,5.4796124,-5.512765,129,0.0032645753,189.57509,0.11,2580,8.988279,25.134281,0.15036625,,184.09547,17.204996,,37.285763
2.136423,15.782759,5.1095,17.204996,0.09966799,,0.9999969,9.781015069177657,132.3604621887207,11.965369,-466.40744,0.5631754,73.2128,4.8102903,-5.434287,130,,188.45102,0.11,2600,8.906654,20.262346,0.7615942,,183.64073,17.204996,,34.268867
2.2148874,15.775095,4.0694532,17.204996,-0.0010101006,2.5187213e-16,0.9999969,9.395915902295847,133.51746201515198,11.93935,-220.56668,0.99804294,130.74362,11.286023,-5.3652887,131,,189.1011,0.11,2620,8.556744,31.565342,-0.010100666,,177.81508,17.204996,,59.02947
2.452312,15.76749,-42.136852,17.204996,0.0030302936,8.926835e-34,0.9999969,10.48148978629949,134.66458916664124,11.921047,-158.27103,2.7831688,367.3783,25.838934,-5.6445174,132,0.010725559,187.05035,0.11,2640,9.5234375,63.916557,0.030293757,,161.21143,17.204996,,149.80896
2.517346,15.759944,13.525566,17.204996,-0.017170029,6.43073e-05,0.9999969,10.152598697325464,136.21612095832825,11.900923,-648.9061,1.8164767,241.5914,29.998413,-5.4906707,133,,187.63881,0.11,2660,9.244417,44.61167,-0.17004903,,157.6404,17.204996,,95.97068
2.210948,15.752454,-3.1881223,17.204996,0.01918956,,0.9999969,17.446485288164965,137.31347155570984,11.929496,-167.72102,0.74692374,100.08778,6.6135654,-5.4689894,134,,186.7736,0.11,2680,15.729708,32.91247,0.18959707,,180.16003,17.204996,,45.269173
2.3311272,15.745019,-57.40169,17.204996,-0.045423266,,0.9999969,9.866975237314756,138.3656394481659,11.907757,-1123.8644,0.8705109,117.51897,14.84792,-5.8558993,135,,186.35635,0.11,2700,8.994739,28.882763,-0.42562822,,171.50844,17.204996,,50.412937
2.2614102,15.737638,-60.174698,17.204996,-0.07159447,,0.9999969,18.518925374284578,139.52607321739197,11.94333,-1205.7529,0.5246717,71.35535,8.852564,-6.2566853,136,3.5729142e-20,186.30202,0.11,2720,16.745737,20.617697,-0.6151544,,177.44945,17.204996,,31.553474
2.3413815,15.730312,15.040004,17.204996,-0.09966799,,0.9999969,18.879018554636218,140.69224905967712,11.980973,-1220.2229,0.91265243,125.03339,15.52975,-6.1048594,137,0.09391457,187.54726,0.11,2740,17.100473,27.269268,-0.7615942,,172.0175,17.204996,,53.401543
2.3114276,15.72304,12.039858,17.204996,-0.013130557,3.632104,0.9999969,18.887005267276145,141.99973917007446,12.018121,-520.8885,0.7808954,107.763565,12.420395,-5.974475,138,2.2246406e-29,187.30188,0.11,2760,17.107294,30.583647,-0.13056354,,174.88148,17.204996,,46.62208
2.4290237,15.741798,8.803362,17.204996,-0.0030302936,6.945525e-10,0.9999969,18.335257996601033,143.1672396659851,12.050943,-253.3953,1.5515801,215.66963,20.609755,-5.8700776,139,1.4955592e-15,187.62659,0.11,2780,16.580524,42.230637,-0.030293757,,167.01683,17.204996,,88.788605
2.2572064,15.73463,6.713792,17.204996,-0.0010101006,2.6227248e-16,0.9999969,14.409203496821451,144.33642768859863,12.057979,-212.46281,0.82721007,115.80941,9.338974,-5.7774587,140,0.1859543,189.71439,0.11,2800,13.03585,27.150137,-0.010100666,,180.37541,17.204996,,51.30652
2.307065,15.727512,14.961218,17.204996,-0.009090657,7.3283243,0.9999969,11.996367485342919,145.51465034484863,12.049526,-397.80768,0.7310845,103.08292,11.330033,-5.6320024,141,1.8025588e-29,188.43645,0.11,2820,10.866234,26.039558,-0.09065947,,177.10641,17.204996,,44.681408
2.260136,15.771113,12.816782,17.204996,0.027265966,,0.9999969,16.00367811541775,146.70948886871338,12.066201,-244.79225,0.87427574,124.147156,7.63084,-5.504269,142,,189.05463,0.11,2840,14.417489,33.32534,0.26616073,,181.42378,17.204996,,54.929066
2.3554444,15.764096,-55.052197,17.204996,-0.025247157,4.065521e-23,0.9999969,9.682321278946963,147.75080394744873,12.043518,-823.9425,0.8462785,121.01782,14.201759,-5.8520756,143,,188.89645,0.11,2860,8.822438,29.646208,-0.24729091,,174.69469,17.204996,,51.377914
2.2670476,15.757128,-60.229305,17.204996,0.013130557,,0.9999969,18.0109670159357,148.78714537620544,12.072789,-131.64111,0.620615,89.36856,5.5609455,-6.2311397,144,,187.70088,0.11,2880,16.258528,22.091183,0.13056354,,182.13994,17.204996,,39.42068
2.2942643,15.750207,-45.005356,17.204996,0.0313029,,0.9999969,10.301883304970453,149.91349244117737,12.05443,-277.96497,0.88865685,128.85524,7.7204323,-6.501378,145,,188.32349,0.11,2900,9.410685,34.400978,0.30328307,,180.60306,17.204996,,56.164078
2.3176558,15.743334,3.3168004,17.204996,-0.033320993,,0.9999969,9.546640377103753,151.17183232307434,12.0314045,-972.02527,0.48008978,70.09311,8.101017,-6.4353228,146,,187.49673,0.11,2920,8.692666,18.31899,-0.32151273,,179.39572,17.204996,,30.243105
2.2964973,15.736508,-60.252476,17.204996,0.013130557,,0.9999969,18.22257051466456,152.42060351371765,12.061538,-131.19978,0.5546114,81.52787,4.9696183,-6.805076,147,,186.63715,0.11,2940,16.460962,19.55193,0.13056354,,181.66753,17.204996,,35.500965
2.349801,15.729729,-51.544544,17.204996,0.043407045,,0.9999969,10.119544382060012,153.5493197441101,12.042436,-355.2222,1.0261849,151.87537,8.826983,-7.110539,148,,186.97638,0.11,2960,9.234461,36.43756,0.40894473,,178.1494,17.204996,,64.633286
2.4011843,15.722995,6.077308,17.204996,-0.025247157,4.236093e-23,0.9999969,9.442864562105378,154.72070503234863,12.019337,-837.5129,0.72480065,107.9953,12.162963,-7.022389,149,,187.08809,0.11,2980,8.600586,25.414093,-0.24729091,,174.92513,17.204996,,44.97585
2.3335323,15.716306,-60.27268,17.204996,-0.033320993,,0.9999969,18.188203190502566,155.96764993667603,12.04875,-974.8252,0.43090066,64.6351,7.270621,-7.379481,150,1.4084275e-19,187.87006,0.11,3000,16.431477,16.65742,-0.32151273,,180.59944,17.204996,,27.698397
2.3797998,15.709661,9.243545,17.204996,-0.043407045,,0.9999969,18.65055557294769,157.19136023521423,12.080739,-1075.6044,0.63072395,95.23932,10.743651,-7.273247,151,0.11176161,188.42123,0.11,3020,16.879032,21.25901,-0.40894473,,177.67758,17.204996,,40.019886
2.3957288,15.70306,14.310447,17.204996,-0.009090657,7.509727,0.9999969,18.91023830031331,158.5529270172119,12.11397,-400.5455,0.65295583,99.24928,10.10831,-7.13387,152,1.3697185e-16,187.18797,0.11,3040,17.13181,23.695068,-0.09065947,,177.07967,17.204996,,41.427593
2.3970187,15.744727,-6.011761,17.204996,0.0050504617,,0.9999969,17.583301940754783,159.80116748809814,12.138739,-138.86272,0.95137894,145.56097,8.747722,-7.129005,153,,186.31335,0.11,3060,15.903711,30.284887,0.050462145,,177.56563,17.204996,,60.72584
2.4778695,15.738213,-8.610197,17.204996,-0.09966799,,0.9999969,10.437189871764375,161.13068413734436,12.12179,-1189.1505,0.8267032,127.312294,14.067134,-7.1393743,154,,186.39937,0.11,3080,9.528487,25.564539,-0.7615942,,172.33223,17.204996,,51.37974
2.351823,15.73174,-29.311321,17.204996,0.013130557,,0.9999969,18.36209633486711,162.56492590904236,12.150646,-133.26788,0.5088738,78.87544,4.5616126,-7.2838426,155,,186.71857,0.11,3100,16.594664,18.195816,0.13056354,,182.15695,17.204996,,33.538
2.3428097,15.725309,-57.81819,17.204996,0.015150354,,0.9999969,10.087023357217136,163.8242027759552,12.131755,-143.51184,0.58055246,90.566185,5.1819644,-7.6110497,156,0.00037034717,188.62865,0.11,3120,9.203403,24.023735,0.15036625,,183.44669,17.204996,,38.65708
2.5295968,15.71892,9.268982,17.204996,-0.02120894,6.6236274e-13,0.9999969,9.811380775045738,165.09686136245728,12.11138,-725.4107,1.0400075,163.28117,17.326103,-7.506365,157,,187.77066,0.11,3140,8.932965,41.648415,-0.20899595,,170.44455,17.204996,,64.5483
2.3606334,15.71257,-44.649612,17.204996,0.09966799,,0.9999969,18.060527707902693,166.39027547836304,12.137941,-478.33298,0.57126224,90.25943,4.8807697,-7.7416434,158,,188.1057,0.11,3160,16.308022,21.283962,0.7615942,,183.22493,17.204996,,38.23526
2.455943,15.706261,-60.330948,17.204996,0.0070705875,,0.9999969,9.543202865676777,167.69991087913513,12.116335,-129.21138,1.0848503,172.4912,10.051896,-8.075243,159,,186.72272,0.11,3180,8.702565,37.112457,0.07058947,,176.67082,17.204996,,70.2342
2.381074,15.699991,-2.8185031,17.204996,0.09966799,,0.9999969,9.916547288822148,168.9789595603943,12.097025,-475.4253,0.51856786,82.970856,4.4309115,-8.0423765,160,,187.229,0.11,3200,9.026787,18.994637,0.7615942,,182.7981,17.204996,,34.84598
2.513069,15.693761,-7.722179,17.204996,-0.057512216,,0.9999969,9.395579169664261,170.24005484580994,12.075056,-1154.9017,0.7933011,127.72148,13.536027,-8.043497,161,,187.27335,0.11,3220,8.56008,30.985943,-0.5195751,,173.73732,17.204996,,50.82291
2.4571764,15.687569,-60.34964,17.204996,-0.045423266,,0.9999969,18.381001884770498,171.5510959625244,12.103069,-1091.4229,0.6466492,104.75717,11.02944,-8.367911,162,,189.26967,0.11,3240,16.613161,24.15124,-0.42562822,,178.24023,17.204996,,42.63315
2.424651,15.681415,16.937025,17.204996,0.035338815,,0.9999969,18.792961028484836,172.7820999622345,12.133211,-305.35138,0.82322496,134.18567,7.117565,-8.21501,163,,188.30545,0.11,3260,17.016138,30.743725,0.3395071,,181.18788,17.204996,,55.342262
2.4763432,15.675299,-60.361908,17.204996,-0.025247157,4.443047e-23,0.9999969,9.89517834856652,174.00694108009338,12.114344,-831.1854,0.6133691,100.59253,10.297085,-8.534354,164,,188.24614,0.11,3280,9.038954,22.984081,-0.24729091,,177.94905,17.204996,,40.621403
2.691332,15.66922,-60.36799,17.204996,-0.017170029,7.041436e-05,0.9999969,17.994159644430617,175.253888130188,12.1393585,-631.06647,1.4873929,245.41983,24.569351,-8.850994,165,2.1528719e-17,188.80191,0.11,3300,16.241806,39.512825,-0.17004903,,164.23256,17.204996,,91.18898
2.4475164,15.6631775,10.19664,17.204996,0.0010101006,2.9500008e-24,0.9999969,18.49061575646595,176.62796187400818,12.16703,-185.48308,0.7383918,122.573044,7.592757,-8.7341,166,1.023405e-24,188.7322,0.11,3320,16.73287,23.52967,0.010100666,,181.13943,17.204996,,50.08058
2.4339957,15.657171,-1.8320854,17.204996,0.01918956,,0.9999969,11.676910196255275,178.1632595062256,12.158013,-173.97023,0.7082055,118.27032,6.2793818,-8.69457,167,,188.97284,0.11,3340,10.6612215,32.929676,0.18959707,,182.69345,17.204996,,48.591015
2.6643376,15.651201,-0.75612897,17.204996,0.0030302936,1.0027679e-33,0.9999969,9.724228432267001,179.527277469635,12.138342,-159.91718,2.2158573,372.26404,20.565378,-8.649266,168,,187.96326,0.11,3360,8.853182,54.604347,0.030293757,,167.39787,17.204996,,139.72104
2.5052037,15.645267,1.7287834,17.204996,-0.025247157,4.578492e-23,0.9999969,10.139025429992483,180.70050406455994,12.121119,-823.4273,0.5515966,93.219826,9.260414,-8.582344,169,,187.82071,0.11,3380,9.227589,20.767021,-0.24729091,,178.56029,17.204996,,37.210476
2.6635368,15.639367,-17.080614,17.204996,-0.0030302936,7.6946854e-10,0.9999969,17.919335974732707,181.86372828483582,12.144942,-253.78769,1.4146158,240.48468,18.784071,-8.635087,170,1.5839321e-13,187.22604,0.11,3400,16.171387,39.536533,-0.030293757,,168.44197,17.204996,,90.28773
2.668544,15.633502,-2.438565,17.204996,-0.0070705875,0.11540138,0.9999969,14.809331618554872,183.06524300575256,12.152499,-345.58044,1.2138047,207.56061,18.116861,-8.597133,171,0.004202084,186.73654,0.11,3420,13.437139,40.10881,-0.07058947,,168.61967,17.204996,,77.78047
2.50232,15.6283455,17.619917,17.204996,0.0010101006,3.0545657e-24,0.9999969,16.268552830497796,184.27228355407715,12.167202,-181.29526,0.6663025,114.604034,6.8674755,-8.443983,172,8.358255e-10,187.21324,0.11,3440,14.681214,21.32413,0.010100666,,180.34576,17.204996,,45.79911
2.4988306,15.622548,6.209615,17.204996,0.035338815,,0.9999969,11.208576674254362,185.5132658481598,12.156054,-311.67844,0.7248129,125.39264,6.2668824,-8.361382,173,,187.38872,0.11,3460,10.238647,27.452051,0.3395071,,181.12184,17.204996,,50.180527
2.5456603,15.616785,-12.099075,17.204996,-0.025247157,4.7107643e-23,0.9999969,9.538299438178063,186.70437145233154,12.136111,-816.47815,0.5077328,88.345505,8.523905,-8.384649,174,,186.82695,0.11,3480,8.686025,19.041567,-0.24729091,,178.30304,17.204996,,34.704357
2.4870744,15.611054,-60.426826,17.204996,0.013130557,,0.9999969,18.091328451214576,187.96821808815002,12.160109,-134.8638,0.47814545,83.67545,4.288408,-8.684936,175,,187.31526,0.11,3500,16.335629,18.313606,0.13056354,,183.02686,17.204996,,33.64413
2.568265,15.605356,-60.376495,17.204996,0.025247157,,0.9999969,10.134709719376536,189.23572754859924,12.143567,-227.8815,0.97400165,171.42429,8.554083,-8.981687,176,,186.3006,0.11,3520,9.24875,42.800133,0.24729091,,177.74652,17.204996,,66.747116
2.5388343,15.59969,6.7785764,17.204996,0.015150354,,0.9999969,9.61034912582559,190.42290425300598,12.124409,-144.54782,0.65144616,115.30597,5.8155813,-8.89314,177,3.0268395e-19,186.13264,0.11,3540,8.752389,24.47707,0.15036625,,180.31706,17.204996,,45.416893
2.5074227,15.594057,11.781266,17.204996,0.013130557,,0.9999969,9.771530738822872,191.85273098945618,12.106276,-133.28127,0.43263862,77.009674,3.8808124,-8.779105,178,0.0010256056,186.97183,0.11,3560,8.896866,16.803457,0.13056354,,183.09102,17.204996,,30.71268
2.6294544,15.588454,13.032996,17.204996,-0.057512216,,0.9999969,9.80716183401645,193.0641005039215,12.088521,-1149.1373,0.6875368,123.069084,11.725598,-8.660483,179,,186.8092,0.11,3580,8.928042,27.501053,-0.5195751,,175.0836,17.204996,,46.80404
2.5813074,15.582883,-60.454998,17.204996,-0.025247157,4.8732217e-23,0.9999969,18.498255501658953,194.5946753025055,12.114277,-823.7896,0.471286,84.83148,7.9119844,-8.950125,180,1.6746099e-13,186.75876,0.11,3600,16.724834,17.75515,-0.24729091,,178.84677,17.204996,,32.863766
2.6873677,15.577343,17.11874,17.204996,-0.09966799,,0.9999969,18.665641927080376,195.8120837211609,12.140688,-1191.5055,0.8446495,152.88156,14.320144,-8.809092,181,3.2503447e-29,186.58504,0.11,3620,16.894669,25.768877,-0.7615942,,172.2649,17.204996,,56.88896
2.607614,15.571834,7.250146,17.204996,0.0070705875,,0.9999969,18.80366578621558,197.1078987121582,12.167534,-129.9765,0.9691587,176.38689,8.961497,-8.721943,182,,186.98485,0.11,3640,17.02652,34.44185,0.07058947,,178.02335,17.204996,,67.64302
2.6595738,15.566354,-60.4497,17.204996,-0.045423266,,0.9999969,10.873150298393998,198.39828491210938,12.155452,-1074.2212,0.6665325,121.97545,11.361675,-9.005103,183,,186.38586,0.11,3660,9.956745,23.063786,-0.42562822,,175.02419,17.204996,,45.86278
2.6341736,15.5609045,-49.991203,17.204996,-0.009090657,8.656883,0.9999969,18.38894279772556,199.68712759017944,12.179715,-396.15094,0.5747767,105.75892,8.932747,-9.229812,184,2.5857307e-08,186.12677,0.11,3680,16.61975,21.788301,-0.09065947,,177.19403,17.204996,,40.148804
2.5735984,15.6014595,-3.9596927,17.204996,0.09966799,,0.9999969,17.728925106839107,201.02263808250427,12.200604,-480.7782,0.529477,97.95325,4.5251813,-9.203727,185,,186.38203,0.11,3700,16.044062,19.631916,0.7615942,,181.85686,17.204996,,38.060814
2.56645,15.596068,-60.481865,17.204996,0.013130557,,0.9999969,9.465362322731247,202.43411684036255,12.181399,-135.43102,0.4098428,76.23076,3.6763792,-9.482039,186,,186.53197,0.11,3720,8.628637,16.044098,0.13056354,,182.85559,17.204996,,29.7028
2.643889,15.590707,7.908111,17.204996,0.02120894,,0.9999969,9.840012933603102,203.83777141571045,12.164162,-190.7233,0.944262,176.577,8.3288145,-9.392251,187,2.6184889e-14,186.3051,0.11,3740,8.957838,37.264282,0.20899595,,177.97629,17.204996,,66.78684
2.5929883,15.585373,11.386734,17.204996,0.09966799,,0.9999969,9.701869700126554,205.2556610107422,12.146445,-474.90594,0.4907665,92.2641,4.1946144,-9.282313,188,1.5000806e-35,186.14919,0.11,3760,8.833441,18.036283,0.7615942,,181.95457,17.204996,,35.58215
2.6220186,15.580069,11.82888,17.204996,0.035338815,,0.9999969,9.39983795046216,206.68427562713623,12.127462,-303.9817,0.6672557,126.11133,5.7701035,-9.173384,189,0.05598789,186.18805,0.11,3780,8.558623,25.88306,0.3395071,,180.41794,17.204996,,48.09704
2.6558485,15.574791,11.4498005,17.204996,0.0070705875,,0.9999969,9.492335572713438,208.38348650932312,12.109108,-133.07033,0.8507947,161.65099,7.861842,-9.066736,190,,186.45224,0.11,3800,8.640375,30.2342,0.07058947,,178.5904,17.204996,,60.86604
2.701594,15.569542,-2.153331,17.204996,-0.057512216,,0.9999969,9.964898853657012,209.94183659553528,12.093218,-1161.8821,0.6050304,115.560814,10.314848,-9.031555,191,,186.34262,0.11,3820,9.074127,24.418991,-0.5195751,,176.02777,17.204996,,42.775047
2.6875873,15.56432,-32.272713,17.204996,0.0050504617,,0.9999969,18.416450423948955,211.27594637870789,12.116931,-144.20576,0.9844847,189.02106,9.111711,-9.154767,192,,186.51947,0.11,3840,16.64608,31.56948,0.050462145,,177.40776,17.204996,,70.33113
2.684959,15.559125,-32.629875,17.204996,0.0010101006,3.2734972e-24,0.9999969,10.533713998230159,212.61913013458252,12.104009,-187.75786,0.6544799,126.31463,6.746799,-9.276783,193,0.14196603,184.79007,0.11,3860,9.623018,21.288378,0.010100666,,178.04327,17.204996,,47.045273
2.8719418,15.553957,12.725236,17.204996,-0.0030302936,8.380764e-10,0.9999969,10.423073639920625,214.0730755329132,12.090423,-258.84857,1.3572053,263.29782,18.07739,-9.165283,194,3.730922e-09,184.95952,0.11,3880,9.468116,36.604984,-0.030293757,,166.88213,17.204996,,91.679375
2.7197335,15.548816,15.368909,17.204996,-0.009090657,8.76217,0.9999969,13.228825505888665,215.5864794254303,12.089601,-406.47684,0.53819364,104.94776,8.366438,-9.038135,195,4.4808466e-17,185.04163,0.11,3900,11.930034,20.646069,-0.09065947,,176.67519,17.204996,,38.587517
