LQGsigma,IWNorm1,IWMean,ReturnMax,DenMISELogLast,MISE,IWNorm2,DenMISELogFirst,IWMax,IWMin,ReturnStepMax,Iteration,IWLastEpisode,TimestepsSoFar,URet,ExplorationBonus,ReturnMean,ReturnMin,ReturnLastEpisode,IWFirstEpisode,TimeElapsed,ReturnAbsMax,Bound,SqrtESSClassic,LQGmu01,target_sum_log_mean,LQGmu1,DenMISEMeanLog
0.11,1.2230332,1.2230332,15.058442,18.60218,18.416975,1.2230332,18.60218,1.2230332,,0.9625284,1,1.2230332,20,16.687925283112612,30.116884,15.058442,,15.058442,1.2230332,0.04306340217590332,15.058442,48.53386,1.0,-0.011110653,18.803514,-0.110656105,18.60218
0.11,2.3739328,1.1869664,15.943526,20.961245,18.437489,1.6830899,18.707907,1.2736055,,0.99769473,2,1.2736055,40,17.65144763451032,22.607536,15.500984,,15.943526,1.1003274,1.599926233291626,15.943526,41.045025,1.4104612,-0.011110653,20.003305,-0.110656105,19.834576
0.11,3.0761447,1.0253816,16.002333,21.337915,16.050625,1.791277,18.7408,1.1671578,,0.9980863,3,0.84426516,60,17.717651583033557,18.636711,15.668101,,16.002333,1.0647218,2.2678749561309814,16.002333,34.687336,1.7172914,-0.011110653,20.391747,-0.110656105,20.375748
0.11,4.1938095,1.0484524,16.268705,18.614805,16.590366,2.1073277,18.756853,1.1472341,,0.9999598,4,1.1472341,80,18.004091041313032,16.349571,15.818252,,16.268705,1.0477672,2.9382195472717285,16.268705,32.939938,1.9901079,-0.011110653,19.98185,-0.110656105,19.93983
0.11,5.3320236e-06,1.0663047e-06,16.268705,13.750049,1.7063558e-05,5.3226513e-06,18.766361,5.3225476e-06,,0.9999598,5,1.1489917e-09,100,17.269297167530585,32.480217,15.774042,,15.597202,3.3740705e-11,3.6102590560913086,16.268705,32.480232,1.0017608,-0.0030302936,-0.4696168,-0.030293757,18.709415
0.11,335.33014,55.888355,16.268705,9.354268,764.2141,335.3258,18.58404,335.3258,,0.9999598,6,335.3258,120,15.12674476859808,32.53699,15.424019,,13.673911,2.9130686e-06,4.272875070571899,16.268705,796.7511,1.0000129,-0.0050504617,9.407628,-0.050462145,16.998291
0.11,13.253082,1.8932974,16.268705,16.17767,26.024807,9.374589,18.42989,6.8769484,,0.9999598,7,6.3710647,140,15.324201401872221,23.01539,15.19509,,13.821512,3.3985777e-06,4.937401294708252,16.268705,49.0402,1.4137241,-0.0050504617,10.639315,-0.050462145,17.32633
0.11,11.724054,1.4655068,16.268705,12.670445,20.091732,6.7665496,18.296358,3.9645329,,0.9999598,8,3.9418786,160,15.137775890852879,18.779,14.999998,,13.634356,3.8840894e-06,5.599694013595581,16.268705,38.87073,1.7326488,-0.0050504617,11.064663,-0.050462145,16.794033
0.11,11.705845,1.3006494,16.268705,18.99268,17.758587,5.8507576,18.178576,2.982213,,0.9999598,9,2.841897,180,14.9439412172901,16.262688,14.830614,,13.475548,4.3695986e-06,6.293919086456299,16.268705,34.021275,2.00074,-0.0050504617,12.061606,-0.050462145,17.066242
0.11,7.1859736,0.71859735,16.268705,12.999075,10.809898,5.0506396,18.073215,4.90833,,0.9999598,10,4.90833,200,17.11576258226002,22.86882,14.893387,,15.458333,0.010061365,6.984914302825928,16.268705,33.67872,1.4227849,-0.0070705875,14.502035,-0.07058947,16.677328
0.11,5.064721e-06,4.6032918e-07,16.268705,14.709362,7.4881104e-06,5.035112e-06,17.97891,5.03493e-06,,0.9999598,11,8.571457e-37,220,15.791584369829929,32.347195,14.833253,,14.23192,6.911852e-14,7.6641905307769775,16.268705,32.347202,1.0058805,-0.02120894,-48.327206,-0.20899595,16.46817
0.11,53.949608,4.4958005,16.517578,7.1322064,74.25879,53.908455,17.8919,53.90844,,0.9999598,12,53.90844,240,18.27630016263345,33.009956,14.973614,,16.517578,7.627179e-06,8.396982431411743,16.517578,107.268745,1.0007634,-0.017170029,-17.621998,-0.17004903,15.610413
0.11,16.74348,1.28796,16.7187,8.8225155,21.424513,11.994027,17.811857,9.731135,,0.9999598,13,9.731135,260,18.47854591683659,23.952553,15.107851,,16.7187,1.7869536e-09,9.086700916290283,16.7187,45.377068,1.3959849,-0.01918956,-26.800749,-0.18959707,15.145674
0.11,16.861668,1.2044048,16.730412,15.067003,20.070574,9.773923,17.73775,5.9933605,,0.9999598,14,5.962194,280,18.493701701358226,19.395681,15.223748,,16.730412,1.9244117e-09,9.844079732894897,16.730412,39.466255,1.7251688,-0.01918956,-23.682663,-0.18959707,15.141969
0.11,15.340614,1.0227076,16.730412,16.99171,17.033287,8.630802,17.668756,6.735259,,0.9999598,15,6.735259,300,18.35429747301737,18.825434,15.315696,,16.602962,9.425243e-14,10.541292667388916,16.730412,35.85872,1.7774262,-0.02120894,-31.708471,-0.20899595,15.268329
0.11,17.930723,1.1206702,16.730412,14.624282,18.652277,8.073144,17.604218,3.886925,,0.9999812,16,3.640583,320,18.399087631911414,15.065429,15.3983555,,16.638233,2.199328e-09,11.240349531173706,16.730412,33.717705,2.2210336,-0.01918956,-18.582893,-0.18959707,15.223113
0.11,18.148657,1.0675681,16.774405,16.976547,17.806543,7.9123816,17.543592,4.4920273,,0.9999812,17,4.1181707,340,18.53657106401173,14.626481,15.479299,,16.774405,1.0681952e-13,11.941379308700562,16.774405,32.433025,2.2937033,-0.02120894,-25.960829,-0.20899595,15.328609
