ReturnAbsMax,IWMax,IWMean,IWNorm1,ReturnStepMax,DenMISELogLast,MISE,IWNorm2,ReturnMin,DenMISEMeanLog,IWMin,LQGmu01,ReturnLastEpisode,LQGsigma,URet,target_sum_log_mean,Iteration,ExplorationBonus,TimestepsSoFar,IWFirstEpisode,LQGmu1,IWLastEpisode,SqrtESSClassic,DenMISELogFirst,Bound,ReturnMax,TimeElapsed,ReturnMean
15.058442,,,1e-10,0.9625284,18.60218,,1e-10,,18.60218,,-0.09966799,15.058442,0.11,16.687925283112612,-404.23984,1,1.5134304,20,,-0.7615942,,1.0,18.60218,1.5134304,15.058442,0.17108535766601562,15.058442
16.964043,2.0,1.0,2.0,0.9998483,3.8793092,16.964043,2.0,,10.894171,,-0.09966799,16.964043,0.11,18.74084447733709,-199.8337,2,1.7049505,40,,-0.7615942,2.0,1.0,17.909033,18.668993,16.964043,2.7639424800872803,16.011242
17.223606,1.5,0.9999995,2.9999986,0.99995756,20.763163,17.093817,2.1213193,,14.144574,,-0.09966799,17.223606,0.11,19.006922892126155,-126.16625,3,1.2240285,60,,-0.7615942,1.4999986,1.4142135,17.503569,18.317844,17.223606,2.8797597885131836,16.415363
17.223606,1.3333333,0.99999964,3.9999986,0.99995756,18.464476,17.125574,2.3094,,15.211521,,-0.09966799,17.189089,0.11,18.97020634551885,-89.936646,4,0.9994149,80,,-0.7615942,1.3333327,1.7320509,17.215887,18.124989,17.223606,2.968536615371704,16.608795
17.223606,1.25,0.9999995,4.9999976,0.99995756,13.575823,17.129751,2.4999988,,14.878476,,-0.09966799,17.142303,0.11,18.922565823776246,-69.18952,5,0.86551875,100,,-0.7615942,1.25,2.0,16.992743,17.99527,17.223606,3.0562357902526855,16.715496
17.223606,1.2,1.0,6.0,0.9999636,16.691051,17.128098,2.6832817,,15.177399,,-0.09966799,17.121447,0.11,18.901532102460255,-54.845703,6,0.7741435,120,,-0.7615942,1.2,2.236068,16.810421,17.90224,17.223606,3.157052516937256,16.783155
17.223606,1.166667,0.9999996,6.999997,0.9999636,18.944603,17.124949,2.8577368,,15.713671,,-0.09966799,17.109241,0.11,18.889860282319884,-44.282207,7,0.7066931,140,,-0.7615942,1.1666659,2.4494898,16.656271,17.831642,17.223606,3.31375789642334,16.829739
