MISE,IWMin,ReturnLastEpisode,TimestepsSoFar,URet,TimeElapsed,ReturnMin,ExplorationBonus,IWFirstEpisode,Bound,DenMISELogFirst,IWLastEpisode,ReturnMean,LQGsigma,Iteration,IWNorm2,DenMISEMeanLog,IWMean,ReturnAbsMax,DenMISELogLast,LQGmu01,IWNorm1,IWMax,ReturnStepMax,LQGmu1,target_sum_log_mean,SqrtESSClassic,ReturnMax
17.22452,,17.22452,20,19.007575737046594,0.04800057411193848,,34.44904,1.0,51.67356,18.60218,1.0,17.22452,0.11,1,1.0,18.60218,1.0,17.22452,18.60218,-0.06350934,1.0,1.0,0.9999795,-0.59999996,18.60218,1.0,17.22452
17.278606,,17.332691,40,19.117463343516228,0.7411000728607178,,24.512127,1.0,41.790733,18.60218,1.0,17.278606,0.11,2,1.4142135,19.95748,1.0,17.332691,21.312778,-0.06350934,2.0,1.0,0.9999985,-0.59999996,19.95748,1.4142135,17.332691
17.29819,,17.337358,60,19.12322130279088,0.763347864151001,,20.019457,1.0,37.317646,18.60218,1.0,17.29819,0.11,3,1.7320508,20.361195,1.0,17.337358,21.168627,-0.06350934,3.0,1.0,0.9999985,-0.59999996,20.361195,1.7320509,17.337358
17.301857,,17.312857,80,19.097251313774027,0.7919528484344482,,17.337358,1.0,34.639214,18.60218,1.0,17.301857,0.11,4,2.0,19.958935,1.0,17.337358,18.752157,-0.06350934,4.0,1.0,0.9999985,-0.59999996,19.958935,2.0,17.337358
17.297352,,17.279331,100,19.06269149044582,0.8213353157043457,,15.507005,1.0,32.804356,18.60218,1.0,17.297352,0.11,5,2.236068,18.72694,1.0,17.337358,13.798965,-0.06350934,5.0,1.0,0.9999985,-0.59999996,18.72694,2.236068,17.337358
17.291874,,17.264488,120,19.048626527480597,0.8505945205688477,,14.155894,1.0,31.44777,18.60218,1.0,17.291874,0.11,6,2.4494898,18.418013,1.0,17.337358,16.873373,-0.06350934,6.0,1.0,0.9999985,-0.59999996,18.418013,2.4494896,17.337358
17.287832,,17.263582,140,19.048062293369657,0.8791561126708984,,13.10581,1.0,30.393642,18.60218,1.0,17.287832,0.11,7,2.6457512,18.515263,1.0,17.337358,19.098753,-0.06350934,7.0,1.0,0.9999985,-0.59999996,18.515263,2.6457515,17.337358
17.28948,,17.301003,160,19.08423216164275,0.9105095863342285,,12.259363,1.0,29.548843,18.60218,1.0,17.28948,0.11,8,2.828427,17.956116,1.0,17.337358,14.042102,-0.06350934,8.0,1.0,0.9999985,-0.59999996,17.956116,2.828427,17.337358
17.286478,,17.26248,180,19.045834125563793,0.9443323612213135,,11.558239,1.0,28.844717,18.60218,1.0,17.286478,0.11,9,3.0,18.187342,1.0,17.337358,20.037151,-0.06350934,9.0,1.0,0.9999985,-0.59999996,18.187342,3.0,17.337358
17.29167,,17.33839,200,19.12328552944688,0.9788389205932617,,10.965761,1.0,28.257431,18.60218,1.0,17.29167,0.11,10,3.1622777,17.758484,1.0,17.33839,13.898762,-0.06350934,10.0,1.0,0.9999985,-0.59999996,17.758484,3.1622777,17.33839
17.288502,,17.256823,220,19.04015938604927,1.0159907341003418,,10.455442,1.0,27.743944,18.60218,1.0,17.288502,0.11,11,3.3166249,17.704332,1.0,17.33839,17.162806,-0.06350934,11.0,1.0,0.9999985,-0.59999996,17.704332,3.3166246,17.33839
17.290312,,17.31021,240,19.094950467099373,1.054905652999878,,10.0103245,1.0,27.300636,18.60218,1.0,17.290312,0.11,12,3.4641016,17.749504,1.0,17.33839,18.246395,-0.06350934,12.0,1.0,0.9999985,-0.59999996,17.749504,3.4641018,17.33839
17.290956,,17.298712,260,19.08152760009307,1.095794439315796,,9.617608,1.0,26.908566,18.60218,1.0,17.290956,0.11,13,3.6055512,17.249323,1.0,17.33839,11.24715,-0.06350934,13.0,1.0,0.9999985,-0.59999996,17.249323,3.6055512,17.33839
17.29161,,17.30011,280,19.083480268067177,1.1389076709747314,,9.267759,1.0,26.55937,18.60218,1.0,17.29161,0.11,14,3.7416575,17.261106,1.0,17.33839,17.414305,-0.06350934,14.0,1.0,0.9999985,-0.59999996,17.261106,3.7416573,17.33839
17.290215,,17.27065,300,19.05438648578188,1.1858303546905518,,8.953506,1.0,26.243721,18.60218,1.0,17.290215,0.11,15,3.8729835,17.331339,1.0,17.33839,18.314592,-0.06350934,15.0,1.0,0.9999985,-0.59999996,17.331339,3.8729832,17.33839
17.288475,,17.262386,320,19.045616693079356,1.2351703643798828,,8.669195,1.0,25.95767,18.60218,1.0,17.288475,0.11,16,4.0,17.285133,1.0,17.33839,16.59203,-0.06350934,16.0,1.0,0.9999985,-0.59999996,17.285133,4.0,17.33839
17.28962,,17.307909,340,19.09121319146669,1.2864704132080078,,8.410355,1.0,25.699974,18.60218,1.0,17.28962,0.11,17,4.1231055,17.328156,1.0,17.33839,18.01651,-0.06350934,17.0,1.0,0.9999985,-0.59999996,17.328156,4.1231055,17.33839
17.287243,,17.246874,360,19.03035484272326,1.3378465175628662,,8.173395,1.0,25.460638,18.60218,1.0,17.287243,0.11,18,4.2426405,17.379482,1.0,17.33839,18.252035,-0.06350934,18.0,1.0,0.9999985,-0.59999996,17.379482,4.242641,17.33839
17.287155,,17.285555,380,19.06966257096148,1.3968257904052734,,7.9553995,1.0,25.242554,18.60218,1.0,17.287155,0.11,19,4.358899,17.410105,1.0,17.33839,17.961306,-0.06350934,19.0,1.0,0.9999985,-0.59999996,17.410105,4.3588986,17.33839
17.289036,,17.3248,400,19.109524032387736,1.454941749572754,,7.753964,1.0,25.043,18.60218,1.0,17.289036,0.11,20,4.472136,17.387753,1.0,17.33839,16.963097,-0.06350934,20.0,1.0,0.9999985,-0.59999996,17.387753,4.472136,17.33839
17.289629,,17.301493,420,19.085787347069836,1.5133607387542725,,7.5670934,1.0,24.856722,18.60218,1.0,17.289629,0.11,21,4.582576,17.367609,1.0,17.33839,16.96472,-0.06350934,21.0,1.0,0.9999985,-0.59999996,17.367609,4.582576,17.33839
17.289259,,17.281471,440,19.064943868546923,1.5735604763031006,,7.3931146,1.0,24.682373,18.60218,1.0,17.289259,0.11,22,4.690416,17.191362,1.0,17.33839,13.490177,-0.06350934,22.0,1.0,0.9999985,-0.59999996,17.191362,4.690416,17.33839
17.289526,,17.295406,460,19.078353594375404,1.6362590789794922,,7.230609,1.0,24.520134,18.60218,1.0,17.289526,0.11,23,4.7958317,16.793316,1.0,17.33839,8.036285,-0.06350934,23.0,1.0,0.9999985,-0.59999996,16.793316,4.795831,17.33839
