IWMean,LQGmu01,TimestepsSoFar,ReturnLastEpisode,MISE,Bound,IWFirstEpisode,URet,DenMISELogLast,SqrtESSClassic,IWNorm2,LQGsigma,TimeElapsed,IWMin,DenMISELogFirst,ReturnMean,ReturnMax,ExplorationBonus,ReturnMin,IWMax,target_sum_log_mean,ReturnStepMax,LQGmu1,DenMISEMeanLog,Iteration,ReturnAbsMax,IWNorm1,IWLastEpisode
1.1979672,-0.001010101,1960,16.818079,13.193838,52.363792,0.05696736,18.59664490168069,-59.847008,1.761767,66.638084,0.11,138.23759579658508,,9.663131,15.015712,17.393932,39.169956,,47.656242,-213.68471,0.9999993,-0.01010101,-4.6764326,98,17.393932,117.40078,
1.422,0.0070707067,1980,17.212517,12.8828745,52.086884,1.0761454e-18,18.996730105580003,-59.85407,1.7581675,80.07087,0.11,139.60410070419312,,9.65356,15.037901,17.393932,39.20401,,48.49858,-256.1748,0.9999993,0.07070707,-5.233555,99,17.393932,140.778,
0.64969194,-0.037373737,2000,9.21257,11.175139,51.404102,,10.106047707711996,4.0154533,1.7113831,37.962975,0.11,140.71296644210815,,9.64351,14.979649,17.393932,40.228962,,35.491085,-741.65424,0.9999993,-0.37373737,-5.1393056,100,17.393932,64.96919,
0.50585747,0.001010101,2020,16.8142,5.026868,51.29883,24.927128,18.588011417922537,-59.877163,1.4861735,34.377956,0.11,142.01324033737183,,9.633559,14.997812,17.393932,46.27196,,24.927128,-218.32014,0.9999993,0.01010101,-5.685276,101,17.393932,51.091606,
0.8362162,-0.005050505,2040,12.923847,11.968238,50.837902,6.3122e-21,14.118168436999229,-59.887016,1.7671928,48.265278,0.11,143.3241364955902,,9.84429,14.977479,17.393932,38.869663,,33.51354,-214.07767,0.9999993,-0.05050505,-6.221953,102,17.393932,85.29405,7.6399756e-14
1.010128,-0.0959596,2060,14.412323,17.384823,50.59803,,15.995429437625294,9.829191,2.0658414,50.363586,0.11,144.707834482193,,9.834534,14.9719925,17.393932,33.213207,,32.316387,-4011.8774,0.9999993,-0.959596,-6.068574,103,17.393932,104.04318,
1.7108814,0.00909091,2080,16.834776,15.537318,50.424046,2.6618794e-34,18.61497586687168,-59.906433,1.9645643,90.57054,0.11,146.06671524047852,,9.824872,14.989903,17.393932,34.886726,,51.163536,-272.65656,0.9999993,0.09090909,-6.5870824,104,17.393932,177.93166,
0.87139255,-0.0030303032,2100,17.046703,10.701688,50.150467,3.3205918e-09,18.803821586221687,-59.916004,1.73547,52.721287,0.11,147.42535734176636,,9.815302,15.009493,17.393932,39.44878,,39.48427,-215.10011,0.9999993,-0.030303031,-7.090952,105,17.393932,91.496216,
0.5055194,-0.087878786,2120,12.079272,8.732836,50.01882,,13.394276314792503,0.70605963,1.6564474,32.349384,0.11,148.78428602218628,,9.805823,14.981849,17.393932,41.285988,,24.30531,-3353.1191,0.9999993,-0.8787879,-7.0195475,106,17.393932,53.585052,
0.4123659,0.001010101,2140,16.890068,4.1040363,49.605217,21.180532,18.67025537415214,-59.93487,1.5013868,29.388266,0.11,150.0885808467865,,9.796433,14.999682,17.393932,45.501183,,21.180532,-221.77509,0.9999993,0.01010101,-7.519044,107,17.393932,44.123154,
0.56409943,-0.079797976,2160,17.14741,9.762602,49.553406,,18.907900716181828,-59.94417,1.7150335,35.522766,0.11,151.5229959487915,,9.967742,15.019569,17.393932,39.790806,,24.620464,-2738.1511,0.9999993,-0.7979798,-8.010169,108,17.393932,60.922737,
1.4229834,-0.061616164,2180,16.881006,24.674616,49.30819,,18.65956931092021,-59.95339,2.7674077,56.047108,0.11,152.94922733306885,,9.958526,15.036647,17.393932,24.633574,,27.752426,-1671.4894,0.9999993,-0.61616164,-8.491109,109,17.393932,155.1052,
1.3806086,-0.043434344,2200,17.341427,23.861616,49.191727,,19.129135760164377,11.128992,2.6885223,56.48714,0.11,154.3761396408081,,9.949393,15.057599,17.393932,25.330112,,28.190887,-900.41705,0.9999993,-0.43434343,-8.309916,110,17.393932,151.86694,
1.1930553,-0.02727273,2220,17.353136,20.31847,49.08358,,19.13972019687625,15.878429,2.3650467,55.9943,0.11,155.8155858516693,,9.940343,15.07828,17.393932,28.76511,,26.032904,-459.21283,0.9999993,-0.27272728,-8.089578,111,17.393932,132.42914,1.5315985e-29
1.4568479,0.013131313,2240,17.218073,13.0273,48.732018,,18.997823861968484,5.9980597,1.9034437,85.72198,0.11,157.1999921798706,,9.931375,15.097386,17.393932,35.70472,,53.79594,-334.7067,0.9999993,0.13131313,-7.9630213,112,17.393932,163.16696,
8.4446843e-19,0.021212121,2260,9.287932,7.495182e-18,48.493378,,10.173432934134233,-59.98943,1.4000635,6.815763e-17,0.11,158.4552755355835,,9.922485,15.045974,17.393932,48.493378,,5.4513363e-17,-471.63757,0.9999993,0.21212122,-8.421386,113,17.393932,9.542501e-17,
1.0,0.021212121,2280,8.688896,8.688896,76.51537,,9.54136501191446,5.806244,1.0,114.0,0.11,159.88867259025574,,9.913675,14.990211,17.393932,67.82648,,114.0,-467.40793,0.9999993,0.21212122,-8.305316,114,17.393932,114.0,114.0
3.799263e-18,0.02727273,2300,8.66268,3.2911796e-17,67.75743,,9.517660999382686,10.92127,1.0000367,4.368993e-16,0.11,161.2490587234497,,9.904942,14.935188,17.393932,67.75743,,4.368993e-16,-602.208,0.9999993,0.27272728,-8.140758,115,17.393932,4.3691534e-16,4.368993e-16
4.4470725,0.025252525,2320,8.486677,37.74087,105.43498,,9.317409783047797,8.953798,1.0,515.8604,0.11,162.64562010765076,,9.896283,14.879598,17.393932,67.694115,,515.8604,-547.3935,0.9999993,0.25252524,-8.001974,116,17.393932,515.8604,515.8604
8.040634e-17,0.031313132,2340,8.510996,6.8238266e-16,67.62831,,9.349544824664548,4.4545045,1.0000108,9.40744e-15,0.11,164.0433657169342,,9.887699,14.825166,17.393932,67.62831,,9.40744e-15,-701.161,0.9999993,0.3131313,-7.8895316,117,17.393932,9.407542e-15,1.0148897e-19
0.9999982,0.031313132,2360,8.249747,8.249733,75.81443,,9.058682174610901,7.386004,1.0,117.99979,0.11,165.44960975646973,,9.879189,14.769443,17.393932,67.5647,,117.99979,-695.1159,0.9999993,0.3131313,-7.7685165,118,17.393932,117.99979,117.99979
0.15738499,0.02929293,2380,8.205561,1.2982558,67.54257,,9.012522229199162,8.340094,1.0189713,18.380117,0.11,166.82340335845947,,9.870749,14.714284,17.393932,66.244316,,18.376747,-633.61816,0.9999993,0.2929293,-7.635693,119,17.393932,18.728813,0.35196507
1.1214397,0.02929293,2400,8.326485,9.327028,69.08767,,9.14473406067648,10.434183,1.1284705,119.25236,0.11,168.2114815711975,,9.862382,14.661052,17.393932,59.760643,,118.16651,-628.2113,0.9999993,0.2929293,-7.4921875,120,17.393932,134.57277,118.16651
1.2307055e-10,0.035353538,2420,8.347404,1.0098644e-09,67.35687,,9.168514672952917,12.36179,1.0002819,1.4887339e-08,0.11,169.64640974998474,,9.854083,14.608872,17.393932,67.35687,,1.4887339e-08,-798.9973,0.9999993,0.35353535,-7.329609,121,17.393932,1.4891537e-08,4.6544592e-24
0.9999994,0.035353538,2440,7.9871445,7.9871397,75.30141,,8.775708737942777,0.31355268,1.0,121.99992,0.11,171.18846368789673,,9.845852,14.554595,17.393932,67.31427,,121.99992,-792.4061,0.9999993,0.35353535,-7.2751236,122,17.393932,121.99992,121.99992
0.11778385,0.037373737,2460,7.915059,0.9322734,68.1281,,8.691921674391134,13.80686,1.0008559,14.475023,0.11,172.5231420993805,,9.837689,14.500615,17.393932,67.19582,,14.4750185,-851.41644,0.9999993,0.37373737,-7.1061864,123,17.393932,14.487413,14.4750185
1.0936458,0.037373737,2480,7.825178,8.567452,69.62887,,8.597214042682909,8.0206585,1.1004175,123.23694,0.11,173.94679188728333,,9.829592,14.446781,17.393932,61.061413,,122.54337,-844.4467,0.9999993,0.37373737,-6.991329,124,17.393932,135.61208,122.54337
1.218671e-10,0.04141414,2500,7.9120216,9.536318e-10,67.13335,,8.688479306441169,6.8602214,1.0000006,1.5233379e-08,0.11,175.40895700454712,,9.82156,14.394504,17.393932,67.13335,,1.5233379e-08,-979.1596,0.9999993,0.41414142,-6.8821845,125,17.393932,1.5233388e-08,3.779709e-15
0.9999989,0.04141414,2520,7.5826583,7.5826497,74.657,,8.330958574504132,10.021502,1.0,125.99986,0.11,176.90352272987366,,9.813591,14.340442,17.393932,67.07435,,125.99986,-971.27057,0.9999993,0.41414142,-6.7559333,126,17.393932,125.99986,125.99986
0.16342552,0.043434344,2540,7.47357,1.2213794,68.20938,,8.212064120636194,13.043511,1.0004166,20.746397,0.11,178.35164523124695,,9.805686,14.286371,17.393932,66.988,,20.746395,-1039.375,0.9999993,0.43434343,-6.602418,127,17.393932,20.755041,20.746395
1.1375213,0.043434344,2560,7.363936,8.392043,67.65979,,8.087146143169292,10.080915,1.1297556,128.87984,0.11,179.7828986644745,,9.797843,14.23229,17.393932,59.267746,,127.62038,-1031.1382,0.9999993,0.43434343,-6.478678,128,17.393932,145.60272,127.62038
1.1388236e-20,0.04949495,2580,7.409296,8.386231e-20,66.88608,,8.134266502201204,9.348252,1.0002204,1.4688876e-18,0.11,181.24665713310242,,9.790061,14.179398,17.393932,66.88608,,1.4688865e-18,-1273.1744,0.9999993,0.4949495,-6.3573303,129,17.393932,1.4692114e-18,1.9588243e-22
1.0000002,0.04949495,2600,6.8893623,6.889364,73.7335,,7.565435781575635,10.409643,1.0,130.00003,0.11,182.71079659461975,,9.782339,14.123322,17.393932,66.84413,,130.00003,-1263.2632,0.9999993,0.4949495,-6.2360163,130,17.393932,130.00003,130.00003
0.6377271,0.05151515,2620,6.7745247,4.3203726,71.04029,,7.436160390390757,8.876154,1.0010208,83.457054,0.11,184.16195607185364,,9.774676,14.0672245,17.393932,66.71992,,83.45701,-1344.2858,0.9999993,0.5151515,-6.1229696,131,17.393932,83.542244,83.45701
0.007890858,0.04747475,2640,6.738988,0.05436239,66.74402,,7.393945409117411,8.282997,1.0006418,1.0409251,0.11,185.6221673488617,,9.767072,14.011706,17.393932,66.68966,,1.0409249,-1158.4027,0.9999993,0.47474748,-6.0176406,132,17.393932,1.0415932,1.8210048e-05
1.0077473,0.04747475,2660,7.127914,7.181268,73.34272,,7.828309297954,13.514932,1.007799,132.99318,0.11,187.0969259738922,,9.759524,13.959949,17.393932,66.16145,,132.98912,-1149.5546,0.9999993,0.47474748,-5.8782105,133,17.393932,134.0304,132.98912
9.347538e-13,0.05555556,2680,7.106203,6.2994896e-12,66.23413,,7.8018986052613215,14.798465,1.0058707,1.2452596e-10,0.11,188.60117053985596,,9.752033,13.908801,17.393932,66.23413,,1.245238e-10,-1506.1355,0.9999993,0.5555556,-5.726111,134,17.393932,1.2525701e-10,
1.0000001,0.05555556,2700,6.26431,6.264311,72.83333,,6.875500462617044,2.9602876,1.0,135.00002,0.11,190.0405056476593,,9.744598,13.852176,17.393932,66.569016,,135.00002,-1494.9208,0.9999993,0.5555556,-5.669148,135,17.393932,135.00002,135.00002
1.4063814,0.05757576,2720,6.155223,8.657395,74.82511,,6.765879049252707,2.9428535,1.0052572,190.26758,0.11,191.57703495025635,,9.737219,13.795581,17.393932,66.16772,,190.26492,-1585.2421,0.9999993,0.57575756,-5.608053,136,17.393932,191.26787,190.26492
0.034616675,0.05959596,2740,6.0446644,0.20924987,66.60759,,6.635439197790296,13.223788,1.0009686,4.7378955,0.11,192.9884684085846,,9.729893,13.739004,17.393932,66.39834,,4.737893,-1678.8584,0.9999993,0.5959596,-5.4714255,137,17.393932,4.7424846,4.737893
0.8456715,0.05959596,2760,5.943578,5.0297003,68.86626,,6.525639178128369,7.285575,1.0403163,112.17998,0.11,194.43988299369812,,9.72262,13.682514,17.393932,63.83656,,112.08509,-1666.6057,0.9999993,0.5959596,-5.385958,138,17.393932,116.70266,112.08509
0.045034666,0.061616164,2780,5.796804,0.26106298,66.56067,,6.3710089675453325,7.4610434,1.0008849,6.254284,0.11,196.0006935596466,,9.7154,13.625783,17.393932,66.29961,,6.2542815,-1763.0994,0.9999993,0.61616164,-5.296188,139,17.393932,6.2598186,6.2542815
0.9567436,0.061616164,2800,5.691737,5.4500675,68.840324,,6.250464772613277,11.578158,1.0460097,128.05246,0.11,197.47680568695068,,9.708231,13.569112,17.393932,63.39026,,127.91049,-1750.3884,0.9999993,0.61616164,-5.182459,140,17.393932,133.9441,127.91049
5.743679e-19,0.06767677,2820,5.585373,3.208059e-18,66.25568,,6.139505344870695,10.792194,1.0000024,8.0985826e-17,0.11,198.98424077033997,,9.701114,13.512489,17.393932,66.25568,,8.0985826e-17,-2088.2332,0.9999993,0.67676765,-5.071329,141,17.393932,8.098602e-17,8.0985826e-17
0.9999997,0.06767677,2840,4.975181,4.975179,71.1805,,5.459745823445612,14.114755,1.0,141.99995,0.11,200.45810770988464,,9.694046,13.452368,17.393932,66.205315,,141.99995,-2073.393,0.9999993,0.67676765,-4.9432325,142,17.393932,141.99995,141.99995
8.665539e-18,0.073737375,2860,4.849345,4.2022188e-17,66.15524,,5.329574377727724,13.51367,1.0000002,1.2391717e-15,0.11,201.88840675354004,,9.687029,13.392207,17.393932,66.15524,,1.2391717e-15,-2448.5327,0.9999993,0.7373737,-4.8162847,143,17.393932,1.239172e-15,1.2391717e-15
1.0,0.073737375,2880,4.2502275,4.2502275,70.35588,,4.654015857616857,7.646106,1.0,144.0,0.11,203.36808013916016,,9.68006,13.328721,17.393932,66.10565,,144.0,-2431.4414,0.9999993,0.7373737,-4.736661,144,17.393932,144.0,144.0
0.088843845,0.07171717,2900,4.1037583,0.37755382,66.166336,,4.50469526419649,11.731283,1.0040693,12.830147,0.11,204.80618524551392,,9.67314,13.2651005,17.393932,65.78878,,12.83004,-2281.5635,0.9999993,0.7171717,-4.625181,145,17.393932,12.882358,0.052293964
9.992675e-20,0.079797976,2920,4.4313,4.1007523e-19,66.007095,,4.864897514600003,9.877191,1.0000101,1.4589305e-17,0.11,206.25955438613892,,9.666266,13.204595,17.393932,66.007095,,1.4589304e-17,-2825.0737,0.9999993,0.7979798,-4.5320926,146,17.393932,1.4589453e-17,3.933021e-37
1.0000002,0.079797976,2940,3.3709216,3.3709223,69.3304,,3.6945477711755967,5.3968067,1.0,147.00003,0.11,207.74968218803406,,9.659441,13.137698,17.393932,65.95947,,147.00003,-2805.7847,0.9999993,0.7979798,-4.4713283,147,17.393932,147.00003,147.00003
2.7709055e-18,0.08585858,2960,3.2252364,8.9368254e-18,65.91157,,3.5363793997573456,10.984109,1.0000005,4.10094e-16,0.11,209.18754506111145,,9.652661,13.070724,17.393932,65.91157,,4.10094e-16,-3254.166,0.9999993,0.85858583,-4.3689494,148,17.393932,4.1009418e-16,4.10094e-16
1.0,0.08585858,2980,2.377427,2.377427,68.24158,,2.6028900181107026,11.200312,1.0,149.0,0.11,210.66930055618286,,9.645927,12.998957,17.393932,65.86415,,149.0,-3232.2173,0.9999993,0.85858583,-4.271147,149,17.393932,149.0,149.0
1.0767735,0.07171717,3000,2.3224928,4.7566686,65.78551,,2.550230165666284,10.312077,1.0784589,149.76558,0.11,212.15464854240417,,9.639238,12.92778,17.393932,61.028835,,149.26837,-2209.8525,0.9999993,0.7171717,-4.175949,150,17.393932,161.51602,
0.043275453,0.081818186,3020,4.405435,0.13960138,65.62052,,4.846937709526452,5.265805,1.0044218,6.505826,0.11,213.63604617118835,,9.632593,12.871341,17.393932,65.48092,,6.505762,-2879.934,0.9999993,0.8181818,-4.114928,151,17.393932,6.5345936,
0.014275232,0.07575758,3040,3.1116986,0.058589302,65.55608,,3.4088524185931206,-0.1337049,1.0034615,2.1623504,0.11,215.1702539920807,,9.625993,12.807132,17.393932,65.4975,,2.1623373,-2437.2163,0.9999993,0.75757575,-4.0950136,152,17.393932,2.1698353,9.923623e-15
1.0111517,0.07575758,3060,3.8393595,3.885904,68.6564,,4.22228574614671,12.134626,1.0140165,152.56773,0.11,216.7269468307495,,9.619435,12.748519,17.393932,64.7705,,152.55264,-2421.1743,0.9999993,0.75757575,-3.9953594,153,17.393932,154.7062,152.55264
0.013443501,0.065656565,3080,3.7721734,0.06687361,65.30301,,4.155582412725895,9.540987,1.0060819,2.0577838,0.11,218.30192804336548,,9.612921,12.690231,17.393932,65.23614,,2.0577457,-1815.6909,0.9999993,0.65656567,-3.9093516,154,17.393932,2.0702991,
1.007617,0.065656565,3100,5.16953,5.2063174,69.93621,,5.687406940897283,3.164796,1.0132536,154.13776,0.11,219.88540697097778,,9.606448,12.64171,17.393932,64.7299,,154.1242,-1803.9238,0.9999993,0.65656567,-3.8700557,155,17.393932,156.18063,154.1242
2.706061e-19,0.09191919,3120,5.1578856,6.286016e-19,65.01221,,5.664568572363431,12.093158,1.0081658,4.187278e-17,0.11,221.4125053882599,,9.600018,12.593738,17.393932,65.01221,,4.1871373e-17,-3595.3777,0.9999993,0.9191919,-3.769608,156,17.393932,4.2214706e-17,
1.6232066,0.089898996,3140,1.57171,2.5512102,68.04994,,1.7080955806754075,-38.965668,1.0,254.84344,0.11,223.00640964508057,,9.593628,12.523533,17.393932,65.49873,,254.84344,-3402.1794,0.9999993,0.8989899,-4.000136,157,17.393932,254.84344,254.84344
1.788288e-11,0.0959596,3160,1.4542997,2.6007214e-11,65.45017,,1.5974772907175776,10.951279,1.0000701,2.8252969e-09,0.11,224.50783252716064,,9.587278,12.453475,17.393932,65.45017,,2.8252969e-09,-3905.4558,0.9999993,0.959596,-3.9057124,158,17.393932,2.825495e-09,2.8252969e-09
0.9999997,0.0959596,3180,0.7550334,0.75503314,66.16616,,0.8145980730927801,4.11098,1.0,158.99995,0.11,225.99845838546753,,9.580969,12.3799,17.393932,65.411125,,158.99995,-3880.8357,0.9999993,0.959596,-3.8615615,159,17.393932,158.99995,158.99995
0.0771489,0.039393943,3200,0.76061547,0.5854079,64.49392,,0.8407606540507458,15.077414,1.022835,12.068245,0.11,227.5768804550171,,9.574699,12.30728,17.393932,63.90851,,12.065116,-989.85156,0.9999993,0.3939394,-3.7450917,160,17.393932,12.343823,
0.07185842,0.039393943,3220,7.161289,0.5452913,64.30841,,7.901460485781977,-60.343445,1.0244939,11.292604,0.11,229.10395431518555,,9.568469,12.275316,17.393932,63.76312,,11.289229,-984.99774,0.9999993,0.3939394,-4.102363,161,17.393932,11.569205,
0.6400951,0.089898996,3240,7.650234,1.0035421,64.15004,,8.40867813239898,8.25127,1.0338236,100.30281,0.11,230.64262175559998,,9.562277,12.246767,17.393932,63.1465,,100.24339,-3336.157,0.9999993,0.8989899,-4.031831,162,17.393932,103.69541,
0.7344281,0.081818186,3260,2.1810555,2.290058,63.9533,,2.366130128797886,-60.355793,1.0580063,113.14846,0.11,232.16607117652893,,9.556123,12.185014,17.393932,61.663242,,112.94797,-2704.7336,0.9999993,0.8181818,-4.3804083,163,17.393932,119.711784,
3.0812914,0.08383839,3280,2.803396,8.63742,73.802086,,3.0765559243285385,10.472092,1.0005143,505.07202,0.11,233.52204728126526,,9.550007,12.12781,17.393932,65.164665,,505.07196,-2831.6575,0.9999993,0.83838385,-4.292465,164,17.393932,505.3318,505.07196
0.052768312,0.033333335,3300,2.5658503,0.421846,63.356983,,2.823787457507583,15.958554,1.0352975,8.409923,0.11,235.0907256603241,,9.543928,12.069858,17.393932,62.93514,,8.405095,-981.9737,0.9999993,0.33333334,-4.1672435,165,17.393932,8.706772,
0.050296225,0.033333335,3320,7.7726173,0.40210044,63.19391,,8.564127344897068,-60.37403,1.0370036,8.051249,0.11,236.60070300102234,,9.537886,12.04397,17.393932,62.79181,,8.046163,-976.88293,0.9999993,0.33333334,-4.511534,166,17.393932,8.349174,5.851727e-34
0.514969,0.033333335,3340,8.121662,4.176317,63.467422,,8.917928280643517,14.510064,1.0975405,78.35686,0.11,238.20701956748962,,9.531879,12.020484,17.393932,59.291103,,77.97506,-970.9203,0.9999993,0.33333334,-4.4033074,167,17.393932,85.999825,77.97506
0.0033443538,0.019191919,3360,8.157596,0.029055936,63.01089,,8.957315173874584,11.31362,1.0325795,0.5441241,0.11,239.75490069389343,,9.525909,11.99749,17.393932,62.981834,,0.5438256,-1101.242,0.9999993,0.1919192,-4.3131285,168,17.393932,0.56185144,
0.2869252,0.019191919,3380,8.702523,2.4969249,66.73934,,9.565540889127229,-12.059604,1.0116904,47.930035,0.11,241.24305868148804,,9.519975,11.977993,17.393932,64.24242,,47.92693,-1094.7742,0.9999993,0.1919192,-4.3648458,169,17.393932,48.490356,47.92693
0.40311715,0.089898996,3400,8.750116,0.63113356,62.314423,,9.608933991192124,8.680389,1.0530148,65.07973,0.11,242.8175826072693,,9.514075,11.959006,17.393932,61.68329,,64.983,-3330.6567,0.9999993,0.8989899,-4.2924857,170,17.393932,68.529915,
0.55077624,0.039393943,3420,2.1525238,4.209435,61.717113,,2.337904337728675,-60.403706,1.1287831,83.43741,0.11,244.38958048820496,,9.50821,11.901658,17.393932,57.50768,,82.68113,-1001.70184,0.9999993,0.3939394,-4.624439,171,17.393932,94.18274,
1.8117843,0.025252525,3440,7.342987,15.400233,61.496506,,8.094770428833545,-60.40954,1.4073651,221.42577,0.11,245.9265959262848,,9.502378,11.875154,17.393932,46.09627,,171.20372,-1017.8694,0.9999993,0.25252524,-4.9518957,172,17.393932,311.6269,
0.2969813,0.089898996,3460,8.482579,0.46436888,61.002323,,9.321657449520764,-4.554917,1.0709835,47.972507,0.11,247.49426174163818,,9.496582,11.855543,17.393932,60.537952,,47.842033,-3324.3389,0.9999993,0.8989899,-4.947921,173,17.393932,51.377766,
0.051919553,0.023232324,3480,2.0876474,0.4494198,60.268364,,2.264795546573648,-60.421097,1.0832075,8.340048,0.11,249.07529473304749,,9.490818,11.799406,17.393932,59.818943,,8.326617,-1064.9205,0.9999993,0.23232323,-5.2709436,174,17.393932,9.034002,
0.049726736,0.023232324,3500,8.24596,0.43042475,60.00841,,9.091882072400544,-60.426826,1.0869411,8.006118,0.11,250.66857743263245,,9.485087,11.779101,17.393932,59.577988,,7.9920197,-1060.3433,0.9999993,0.23232323,-5.5915275,175,17.393932,8.702179,
0.5344234,0.023232324,3520,8.594132,4.5958357,63.77353,,9.438002891000213,12.220431,1.093647,86.004456,0.11,252.216876745224,,9.479389,11.761005,17.393932,59.177692,,85.65894,-1054.2238,0.9999993,0.23232323,-5.495712,176,17.393932,94.05852,85.65894
0.236663,0.089898996,3540,8.591647,0.36961406,59.82973,,9.438755393160768,13.577156,1.0878134,38.507847,0.11,253.77086234092712,,9.473723,11.743098,17.393932,59.460117,,38.344322,-3347.636,0.9999993,0.8989899,-5.391084,177,17.393932,41.88935,
1.0115218,0.09191919,3560,2.1943088,1.4839354,59.542076,,2.3767347574825077,-60.443825,1.1134322,161.708,0.11,255.35808539390564,,9.46809,11.689453,17.393932,58.05814,,160.52478,-3503.2122,0.9999993,0.9191919,-5.704758,178,17.393932,180.05089,
0.6984203,0.093939394,3580,1.2286061,0.85186404,64.17894,,1.3504952693402346,16.16691,1.0202012,122.54175,0.11,256.8831434249878,,9.462487,11.631015,17.393932,63.327072,,122.52806,-3661.4495,0.9999993,0.93939394,-5.5839696,179,17.393932,125.017235,122.52806
0.17078249,0.089898996,3600,1.0939512,0.26720738,61.058353,,1.1928558834139324,10.033378,1.0621477,28.94216,0.11,258.50306129455566,,9.456917,11.5724745,17.393932,60.791145,,28.882488,-3293.3972,0.9999993,0.8989899,-5.499772,180,17.393932,30.740849,3.1560248e-07
0.07002848,0.06969697,3620,1.8225111,0.3367914,58.56136,,2.0098473966460078,12.261076,1.108334,11.436222,0.11,260.16611552238464,,9.451376,11.518607,17.393932,58.224567,,11.402147,-1918.8553,0.9999993,0.6969697,-5.406277,181,17.393932,12.675154,
0.38915396,0.039393943,3640,4.476804,2.9732583,57.943638,,4.93488944816956,-14.008483,1.1732793,60.365864,0.11,261.7530257701874,,9.445867,11.479916,17.393932,54.97038,,59.31843,-1051.7083,0.9999993,0.3939394,-5.458647,182,17.393932,70.82602,
1.2387565,0.05151515,3660,7.525691,8.361891,56.9581,,8.283036016889659,-53.176067,1.3264248,170.90486,0.11,263.3679986000061,,9.440387,11.458308,17.393932,48.596207,,155.36066,-1220.2351,0.9999993,0.5151515,-5.7229695,183,17.393932,226.69244,
0.0008059767,0.053535353,3680,6.832406,0.005102785,55.89524,,7.5017934025577375,4.809704,1.1526732,0.12865719,0.11,264.9178066253662,,9.4349375,11.4331665,17.393932,55.890137,,0.12716259,-1264.3068,0.9999993,0.53535354,-5.666017,184,17.393932,0.14829971,1.8317453e-06
0.4214334,0.053535353,3700,6.5820785,2.7737057,67.0379,,7.229003446560606,13.955286,1.0019137,77.81627,0.11,266.52155447006226,,9.429518,11.406944,17.393932,64.2642,,77.81616,-1257.3737,0.9999993,0.53535354,-5.565342,185,17.393932,77.96518,77.81616
0.3923661,0.045454547,3720,6.469576,2.7969658,55.80321,,7.110132153773641,14.704518,1.2140368,60.113575,0.11,268.12660574913025,,9.424127,11.3804,17.393932,53.006245,,58.689445,-1087.9376,0.9999993,0.45454547,-5.4598346,186,17.393932,72.980095,6.697109e-38
7.663003e-11,0.1,3740,7.104643,5.7926493e-11,55.01843,,7.803816384589529,11.813432,1.1689925,1.2258261e-08,0.11,269.7368714809418,,9.418765,11.357535,17.393932,55.01843,,1.2043081e-08,-4151.6353,0.9999993,1.0,-5.3709326,187,17.393932,1.4329816e-08,
7.663e-11,0.1,3760,0.5370997,5.7926466e-11,54.98835,,0.5504932912734175,-60.498486,1.1689925,1.2323808e-08,0.11,271.39985752105713,,9.413431,11.29998,17.393932,54.98835,,1.2107478e-08,-4130.264,0.9999993,1.0,-5.6694694,188,17.393932,1.440644e-08,1.3397247e-32
0.5000002,0.1,3780,0.19805837,0.09902922,64.345085,,0.2175322841109235,10.314845,1.0,94.50003,0.11,272.9602472782135,,9.408126,11.24124,17.393932,64.246056,,94.50003,-4108.332,0.9999993,1.0,-5.5901723,189,17.393932,94.50003,94.50003
0.022515038,0.0979798,3800,0.22663328,0.0060417405,58.123837,,0.24662725523105256,14.011842,1.1048486,3.8718944,0.11,274.56071758270264,,9.402849,11.183268,17.393932,58.117794,,3.8625069,-3893.302,0.9999993,0.97979796,-5.4901195,190,17.393932,4.2778573,3.8625069
0.3047769,0.0979798,3820,0.57371,0.16811848,59.83817,,0.6258904828398539,11.076555,1.0755298,54.124382,0.11,276.22153067588806,,9.3976,11.12772,17.393932,59.67005,,53.989758,-3872.839,0.9999993,0.97979796,-5.4084883,191,17.393932,58.212387,53.989758
0.030399969,0.06363636,3840,0.45932835,0.16784956,54.539413,,0.52159322196493,11.633866,1.1797103,4.9476504,0.11,277.8476176261902,,9.392378,11.072156,17.393932,54.371563,,4.8943353,-1590.1595,0.9999993,0.6363636,-5.32351,192,17.393932,5.836794,
0.7104777,0.019191919,3860,5.1301146,6.2060432,54.399498,,5.655451365013816,-46.266888,1.3302366,103.08106,0.11,279.51269698143005,,9.387183,11.0413685,17.393932,48.193455,,93.84657,-1449.3922,0.9999993,0.1919192,-5.540664,193,17.393932,137.1222,
0.6736074,0.037373737,3880,8.531653,5.286982,53.780746,,9.392512509813058,-60.5299,1.3213024,98.9023,0.11,281.09451842308044,,9.382015,11.028431,17.393932,48.493763,,95.76901,-1119.7628,0.9999993,0.37373737,-5.8261666,194,17.393932,130.67984,
1.6283504,0.05757576,3900,7.8900113,9.898406,53.40183,,8.661435384370892,-8.721947,1.4720999,215.69754,0.11,282.8950319290161,,9.376874,11.012338,17.393932,43.50342,,182.16904,-1376.806,0.9999993,0.57575756,-5.8431897,195,17.393932,317.52832,
