MountainCar_std0_higher,MountainCar_mu0_higher,ActionIn1,AvgEpLen,TimeElapsed,MountainCar_mu1_higher,NumTrajectories,MountainCar_std1_higher,MinEpLen,Iteration,Regret/t,ReturnMean,ReturnLastEpisode,GridSize,Regret
0.14999999,1.0,-2.594305,918.1875,7.1708900928497314,-2.631579,16,1.5,538,16,8.120200600841427,-3.1202006008414256,-3.444033424512062,400,129.92320961346283
0.14999999,1.0,9.666654,922.9411764705883,7.758383512496948,7.894737,17,1.5,538,17,8.10169876270605,-3.1016987627060497,-2.8056693525400362,400,137.72887896600287
0.14999999,-1.0,-3.4445586,927.1666666666666,8.375465154647827,-5.7894735,18,1.5,538,18,8.0411264801215,-3.041126480121499,-2.011397676184136,400,144.740276642187
0.14999999,-1.0,2.41942,929.0,8.871846437454224,4.736842,19,1.5,538,19,7.974305199106624,-2.9743051991066216,-1.7715221408388295,400,151.51179878302585
0.14999999,-1.0,0.8530886,932.5,9.44965934753418,2.631579,20,1.5,538,20,7.92452013947061,-2.9245201394706077,-1.9786040063863497,400,158.4904027894122
0.14999999,-1.0,8.592687,903.6190476190476,9.623490571975708,10.0,21,1.5,326,21,7.712500700416849,-2.712500700416848,1.5278880806583506,400,161.96251470875384
0.14999999,-0.47368422,9.772455,877.8181818181819,9.83958649635315,10.0,22,1.5,326,22,7.452843241104224,-2.452843241104222,2.9999634044609205,400,163.96255130429293
0.14999999,-0.2631579,12.777704,851.0869565217391,10.06083631515503,10.0,23,1.5,263,23,7.054774316823773,-2.05477431682377,6.702742017346175,400,162.25980928694676
0.14999999,0.2631579,10.148459,829.9166666666666,10.375755071640015,10.0,24,1.5,263,24,6.862972457796165,-1.8629724577961626,2.54847029983881,400,164.71133898710795
0.14999999,-0.05263158,9.336496,819.72,10.705107927322388,10.0,25,1.5,263,25,6.776703594429152,-1.7767035944291496,0.2937491263791631,400,169.41758986072878
0.14999999,0.68421054,12.071473,826.6153846153846,11.337772130966187,10.0,26,1.5,263,26,6.7833533436423235,-1.7833533436423221,-1.949597073971637,400,176.3671869347004
