Regret,Regret/t,ReturnMean,MountainCar_std1_higher,GridSize,MountainCar_mu1_higher,ReturnLastEpisode,NumTrajectories,ActionIn1,MountainCar_std0_higher,Iteration,MountainCar_mu0_higher,MinEpLen,TimeElapsed,AvgEpLen
6.529887815823209,6.529887815823209,-1.5298878158232092,1.5,400,-10.0,-1.5298878158232092,1,-11.986649,0.14999999,1,-1.0,999,0.48226141929626465,999.0
11.898824397115192,5.949412198557596,-0.9494121985575958,1.5,400,-1.5789474,-0.3689365812919825,2,-5.228436,0.14999999,2,0.47368422,999,0.9512391090393066,999.0
18.59400604739325,6.1980020157977505,-1.1980020157977502,1.5,400,6.8421054,-1.6951816502780588,3,4.881694,0.14999999,3,-1.0,753,1.3015577793121338,917.0
27.1935198810585,6.798379970264625,-1.7983799702646253,1.5,400,-5.7894735,-3.59951383366525,4,-3.5239928,0.14999999,4,1.0,753,1.7458033561706543,937.5
39.948734280134104,7.989746856026821,-2.9897468560268208,1.5,400,2.631579,-7.755214399075603,5,4.0594573,0.14999999,5,1.0,753,2.1614086627960205,949.8
51.02610728343063,8.504351213905105,-3.5043512139051063,1.5,400,10.0,-6.0773730032965325,6,11.586232,0.14999999,6,1.0,753,2.59060001373291,958.0
58.41019691657624,8.344313845225177,-3.3443138452251775,1.5,400,-3.6842105,-2.384089633145607,7,-6.451399,0.14999999,7,-1.0,753,3.0595314502716064,963.8571428571429
64.98551847394272,8.12318980924284,-3.12318980924284,1.5,400,0.5263158,-1.5753215573664738,8,0.038457453,0.14999999,8,-1.0,753,3.5409271717071533,968.25
73.90232544762947,8.211369494181051,-3.2113694941810524,1.5,400,-8.947369,-3.9168069736867546,9,-8.098459,0.14999999,9,1.0,753,4.014158248901367,971.6666666666666
88.5650557908863,8.85650557908863,-3.856505579088632,1.5,400,5.7894735,-9.662730343256843,10,9.332281,0.14999999,10,1.0,753,4.477501392364502,974.4
95.10703746478589,8.646094314980536,-3.646094314980536,1.5,400,-6.8421054,-1.5419816738995793,11,-8.224605,0.14999999,11,-1.0,753,4.985958099365234,976.6363636363636
100.47192299302603,8.372660249418836,-3.372660249418836,1.5,400,8.947369,-0.3648855282401384,12,9.099733,0.14999999,12,-1.0,424,5.24257755279541,930.5833333333334
107.38528657797892,8.260406659844532,-3.2604066598445334,1.5,400,3.6842105,-1.913363584952896,13,3.9272954,0.14999999,13,-1.0,424,5.55136775970459,905.6153846153846
114.01894157062084,8.144210112187203,-3.1442101121872037,1.5,400,-1.5789474,-1.6336549926419226,14,-2.182747,0.14999999,14,-1.0,424,6.125544309616089,912.2857142857143
123.27626647219233,8.218417764812822,-3.2184177648128225,1.5,400,-3.6842105,-4.257324901571489,15,-1.4684515,0.14999999,15,1.0,424,6.592298746109009,918.0666666666667
138.84398385411106,8.677748990881941,-3.6777489908819416,1.5,400,-0.5263158,-10.567717381918728,16,-1.0805457,0.14999999,16,1.0,424,7.091439723968506,923.125
144.22512516942263,8.483830892318977,-3.483830892318978,1.5,400,-2.631579,-0.3811413153115595,17,-0.37685382,0.14999999,17,0.15789473,424,7.618987321853638,927.5882352941177
151.5410157730129,8.418945320722939,-3.4189453207229388,1.5,400,10.0,-2.3158906035902778,18,9.477391,0.14999999,18,-1.0,424,8.072720050811768,914.9444444444445
157.38070933984127,8.2831952284127,-3.2831952284126977,1.5,400,7.894737,-0.8396935668283598,19,11.266785,0.14999999,19,0.15789473,424,8.690120220184326,919.3684210526316
164.13895888771054,8.206947944385528,-3.206947944385527,1.5,400,1.5789474,-1.7582495478692808,20,-2.627329,0.14999999,20,-1.0,424,9.238830804824829,923.35
170.96285117503254,8.141088151192026,-3.141088151192026,1.5,400,-7.894737,-1.8238922873220031,21,-8.797275,0.14999999,21,-1.0,424,9.909833908081055,926.952380952381
174.85590262182453,7.947995573719297,-2.947995573719296,1.5,400,7.894737,1.1069485532080248,22,6.2628756,0.14999999,22,-1.0,341,10.16238522529602,900.3181818181819
182.41879895378233,7.931252128425319,-2.9312521284253186,1.5,400,-5.7894735,-2.562896331957812,23,-8.049854,0.14999999,23,-1.0,341,10.977753162384033,904.6086956521739
194.1426227286503,8.089275947027096,-3.0892759470270956,1.5,400,-2.631579,-6.72382377486797,24,-0.4029702,0.14999999,24,1.0,341,11.647464990615845,908.5416666666666
199.57328339438178,7.982931335775271,-2.982931335775271,1.5,400,-1.5789474,-0.43066066573147904,25,1.5441681,0.14999999,25,-0.15789473,341,12.595920085906982,912.16
205.38186960171294,7.899302676988959,-2.899302676988959,1.5,400,-2.631579,-0.8085862073311632,26,-2.4837484,0.14999999,26,-0.68421054,341,13.29755425453186,915.5
212.27529617602636,7.862048006519495,-2.862048006519495,1.5,400,4.736842,-1.893426574313427,27,1.5909877,0.14999999,27,-1.0,341,14.163944005966187,918.5925925925926
217.6366292552277,7.772736759115275,-2.7727367591152747,1.5,400,-4.736842,-0.36133307920133395,28,-5.5284348,0.14999999,28,0.15789473,341,15.034538984298706,921.4642857142857
223.72631984092718,7.714700684169903,-2.714700684169902,1.5,400,-10.0,-1.0896905856994772,29,-10.530902,0.14999999,29,0.36842105,341,15.999653100967407,924.1379310344828
228.56530714067006,7.618843571355669,-2.6188435713556686,1.5,400,7.894737,0.16101270025710857,30,6.5822735,0.14999999,30,-0.68421054,341,16.70886778831482,909.4666666666667
243.4914965859554,7.854564405998561,-2.854564405998561,1.5,400,7.894737,-9.926189445285326,31,8.338338,0.14999999,31,1.0,341,17.68336796760559,912.3548387096774
248.5075552598829,7.765861101871341,-2.7658611018713404,1.5,400,-3.6842105,-0.016058673927505786,32,-1.595286,0.14999999,32,-0.05263158,341,18.8832426071167,915.0625
