GridSize,Regret/t,ReturnLastEpisode,Iteration,AvgEpLen,ActionIn1,MinEpLen,MountainCar_std1_higher,MountainCar_mu1_higher,ReturnMean,NumTrajectories,MountainCar_mu0_higher,Regret,MountainCar_std0_higher,TimeElapsed
400,7.997479252095398,-2.5205483745270483,12,966.75,-3.2872117,612,1.5,-2.631579,-2.997479252095396,12,-1.0,95.96975102514477,0.14999999,5.863735675811768
400,8.007651666126185,-3.129720634495622,13,969.2307692307693,4.377464,612,1.5,0.5263158,-3.0076516661261823,13,1.0,104.0994716596404,0.14999999,6.430459260940552
400,8.054827524659451,-3.6681136855919134,14,971.3571428571429,-8.240778,612,1.5,-10.0,-3.0548275246594487,14,1.0,112.76758534523232,0.14999999,6.910874605178833
400,7.982770173079108,-1.9739672509543016,15,959.9333333333333,6.8678055,612,1.5,10.0,-2.9827701730791056,15,-1.0,119.74155259618662,0.14999999,7.348129510879517
400,7.931073328693284,-2.15562066290592,16,962.375,-12.236586,612,1.5,-7.894737,-2.9310733286932815,16,-1.0,126.89717325909254,0.14999999,8.046313762664795
400,7.837683171396945,-1.3434406546555284,17,964.5294117647059,-0.73782694,612,1.5,-0.5263158,-2.837683171396943,17,-1.0,133.24061391374806,0.14999999,8.627362966537476
400,7.787529356995915,-1.9349145121783955,18,966.4444444444445,0.2509269,612,1.5,2.631579,-2.787529356995913,18,-1.0,140.17552842592647,0.14999999,9.209357500076294
400,7.723548520198,-1.5718934578355228,19,951.578947368421,5.792947,612,1.5,6.8421054,-2.7235485201979976,19,-1.0,146.747421883762,0.14999999,9.774361371994019
400,7.708647462018417,-2.425527356606354,20,953.95,-5.1281013,612,1.5,-3.6842105,-2.708647462018415,20,-1.0,154.17294924036835,0.14999999,10.64451551437378
400,7.646494700992892,-1.4034394804823618,21,956.0952380952381,-6.2546935,612,1.5,-6.8421054,-2.6464947009928887,21,0.2631579,160.57638872085073,0.14999999,11.448275089263916
400,7.540832517725469,-0.32192666910957746,22,958.0454545454545,3.021354,612,1.5,1.5789474,-2.5408325177254656,22,0.36842105,165.89831538996032,0.14999999,12.134116649627686
400,7.440567263894082,-0.2347316796035882,23,959.8260869565217,7.4744864,612,1.5,5.7894735,-2.44056726389408,23,0.05263158,171.1330470695639,0.14999999,13.18112826347351
400,7.491789584511516,-3.669902958712504,24,961.4583333333334,7.489778,612,1.5,5.7894735,-2.491789584511514,24,1.0,179.8029500282764,0.14999999,13.911312580108643
400,7.329105515018405,1.5753121528162792,25,939.08,10.080078,402,1.5,7.894737,-2.3291055150184024,25,0.2631579,183.22763787546012,0.14999999,14.556331872940063
400,7.494213529338134,-6.6219138873313526,26,941.3846153846154,9.783915,402,1.5,7.894737,-2.494213529338131,26,1.0,194.84955176279146,0.14999999,15.610279083251953
400,7.394476409732881,0.19868870000369232,27,927.925925925926,4.824823,402,1.5,6.8421054,-2.3944764097328783,27,-0.05263158,199.65086306278778,0.14999999,16.305251836776733
400,7.275423870181006,0.9389946977196189,28,911.25,8.659334,402,1.5,8.947369,-2.2754238701810037,28,-0.15789473,203.71186836506817,0.14999999,17.089410305023193
400,7.1254732044518825,2.073145435963569,29,892.9655172413793,10.338793,381,1.5,7.894737,-2.1254732044518803,29,-0.15789473,206.6387229291046,0.14999999,17.476762294769287
400,7.010529833366462,1.322827928110732,30,877.4,9.020758,381,1.5,7.894737,-2.01052983336646,30,0.05263158,210.31589500099386,0.14999999,17.936176776885986
400,6.922733516138101,0.7111560007127257,31,862.1935483870968,7.5093355,381,1.5,7.894737,-1.9227335161380992,31,-0.57894737,214.60473900028114,0.14999999,18.430584192276
400,6.9427979736170515,-2.5647961554644985,32,866.46875,8.520607,381,1.5,7.894737,-1.942797973617049,32,0.57894737,222.16953515574565,0.14999999,19.47003149986267
400,6.795963588031409,2.9027367507091655,33,850.5757575757576,8.368796,342,1.5,7.894737,-1.7959635880314062,33,-0.36842105,224.2667984050365,0.14999999,19.82853937149048
400,6.739400716141561,0.1271740562234146,34,843.8235294117648,5.8567343,342,1.5,7.894737,-1.7394007161415583,34,-0.36842105,229.13962434881307,0.14999999,20.597846746444702
400,6.527875162275345,5.6639936691760004,35,827.0285714285715,9.29115,256,1.5,8.947369,-1.5278751622753424,35,-0.8947368,228.47563067963708,0.14999999,20.796726942062378
400,6.444419987974066,1.4765111125706993,36,813.1944444444445,8.151681,256,1.5,8.947369,-1.4444199879740636,36,-0.8947368,231.99911956706637,0.14999999,21.414033889770508
400,6.26085161919157,5.347609656978289,37,798.0540540540541,7.514951,253,1.5,8.947369,-1.2608516191915675,37,-0.8947368,231.6515099100881,0.14999999,21.88895535469055
400,6.273163000940149,-1.72868412563757,38,791.2105263157895,5.8022423,253,1.5,8.947369,-1.2731630009401464,38,-0.8947368,238.38019403572565,0.14999999,22.802637338638306
400,6.247698584636556,-0.2800507651000017,39,781.0,5.9596853,253,1.5,7.894737,-1.247698584636553,39,-0.8947368,243.66024480082567,0.14999999,23.345940113067627
400,6.1786548879284755,1.514049283686643,40,769.725,8.153234,253,1.5,8.947369,-1.178654887928473,40,-0.7894737,247.14619551713903,0.14999999,23.78332209587097
400,6.1705785307166,-0.8475242422415871,41,775.3170731707318,10.0266695,253,1.5,8.947369,-1.170578530716598,41,0.47368422,252.9937197593806,0.14999999,25.03911280632019
400,6.0847759083965745,2.433131606724496,42,764.6190476190476,8.620704,253,1.5,8.947369,-1.0847759083965718,42,-1.0,255.56058815265612,0.14999999,25.62499475479126
400,6.0093817011210655,2.1571750044502997,43,754.9069767441861,12.144961,253,1.5,10.0,-1.009381701121063,43,0.36842105,258.4034131482058,0.14999999,26.181960821151733
400,5.9754841675277905,0.48210977698300084,44,749.25,10.282268,253,1.5,8.947369,-0.9754841675277889,44,0.15789473,262.9213033712228,0.14999999,26.81614112854004
400,6.070021019397969,-5.229642501685808,45,754.8,9.816532,253,1.5,8.947369,-1.0700210193979671,45,1.0,273.1509458729086,0.14999999,28.029613494873047
400,6.034044251355126,0.5849103105727904,46,749.1521739130435,8.579895,253,1.5,10.0,-1.0340442513551247,46,0.05263158,277.5660355623358,0.14999999,28.811493396759033
400,6.038115698350064,-1.2254022601172425,47,746.1702127659574,5.1945095,253,1.5,5.7894735,-1.0381156983500632,47,-1.0,283.791437822453,0.14999999,29.60010266304016
400,5.903990286002878,5.399904094314888,48,735.9166666666666,7.722011,253,1.5,8.947369,-0.9039902860028768,48,-0.8947368,283.39153372813814,0.14999999,29.999171018600464
400,5.910731482425035,-1.234308910688608,49,734.5510204081633,9.557107,253,1.5,8.947369,-0.9107314824250347,49,-0.8947368,289.6258426388267,0.14999999,31.156814336776733
400,5.877920797933525,0.7298027421504738,50,727.86,9.275518,253,1.5,8.947369,-0.8779207979335244,50,-0.8947368,293.89603989667626,0.14999999,31.777611017227173
400,5.9125408037166105,-2.6435410928708585,51,732.3529411764706,5.790788,253,1.5,8.947369,-0.9125408037166093,51,-1.0,301.5395809895471,0.14999999,32.851192474365234
400,5.946108937314814,-2.658083750823223,52,737.4807692307693,8.806214,253,1.5,10.0,-0.9461089373148135,52,0.57894737,309.1976647403703,0.14999999,34.06994915008545
400,5.9231772270297345,0.26927170779440723,53,732.7547169811321,10.327526,253,1.5,10.0,-0.9231772270297338,53,0.2631579,313.9283930325759,0.14999999,34.84844422340393
400,5.934304006039078,-1.524023293534299,54,735.425925925926,5.396154,253,1.5,10.0,-0.9343040060390776,54,-0.68421054,320.4524163261102,0.14999999,36.12540626525879
400,5.922844621454033,-0.30403785386161086,55,734.0727272727273,7.107132,253,1.5,10.0,-0.9228446214540327,55,-0.36842105,325.7564541799718,0.14999999,36.95092248916626
400,5.795065542309216,6.2327838106556985,56,725.4464285714286,11.723364,251,1.5,10.0,-0.7950655423092161,56,-0.8947368,324.5236703693161,0.14999999,37.37060856819153
400,5.788007772088358,-0.3927726397203055,57,720.1929824561404,10.352293,251,1.5,10.0,-0.788007772088358,57,-0.8947368,329.9164430090364,0.14999999,38.0255401134491
400,5.78950828191556,-0.8750373420660644,58,715.6724137931035,10.014067,251,1.5,10.0,-0.7895082819155599,58,-0.8947368,335.79148035110245,0.14999999,38.81669044494629
400,5.7082188749951355,4.006566726389425,59,708.9322033898305,9.376181,251,1.5,10.0,-0.7082188749951365,59,-0.15789473,336.784913624713,0.14999999,39.403971433639526
400,5.647663214676466,2.9251207441250964,60,702.7833333333333,8.831199,251,1.5,10.0,-0.6476632146764659,60,-0.15789473,338.8597928805879,0.14999999,40.294429540634155
400,5.588298308285421,2.973596075177253,61,696.9344262295082,10.034481,251,1.5,10.0,-0.5882983082854213,61,-0.15789473,340.8861968054107,0.14999999,41.15290975570679
400,5.579352686621738,-0.033669765137062366,62,697.016129032258,8.257877,251,1.5,10.0,-0.5793526866217381,62,-0.15789473,345.91986657054775,0.14999999,42.278340101242065
400,5.496695687782813,4.628038240230548,63,690.7301587301587,12.333523,251,1.5,10.0,-0.4966956877828129,63,-0.15789473,346.29182833031723,0.14999999,42.69950747489929
400,5.485693673041976,0.20743325563076453,64,689.328125,8.794673,251,1.5,10.0,-0.48569367304197575,64,-0.15789473,351.0843950746865,0.14999999,43.957329988479614
400,5.4756093166131,0.16978949483504116,65,688.3230769230769,8.558796,251,1.5,10.0,-0.4756093166130986,65,-0.15789473,355.91460557985147,0.14999999,44.6498601436615
400,5.394994050121396,4.844998271839328,66,681.7424242424242,6.917021,251,1.5,8.947369,-0.39499405012139516,66,-0.8947368,356.06960730801217,0.14999999,45.35534644126892
400,5.301579940427121,5.863751299395042,67,675.3432835820895,8.643943,251,1.5,8.947369,-0.30157994042712,67,-0.8947368,355.2058560086171,0.14999999,45.78559136390686
400,5.263627102336451,2.2792130497384138,68,670.2647058823529,8.936222,251,1.5,8.947369,-0.2636271023364504,68,-0.8947368,357.9266429588787,0.14999999,46.15336036682129
400,5.244239364445823,1.0741268121169079,69,665.695652173913,10.137645,251,1.5,8.947369,-0.244239364445822,69,-0.8947368,361.8525161467618,0.14999999,46.99162030220032
400,5.2088927624446235,2.230022775638156,70,660.7428571428571,11.601607,251,1.5,8.947369,-0.20889276244462232,70,-0.8947368,364.62249337112365,0.14999999,47.60805630683899
400,5.181790852089206,1.7153428727900715,71,655.9718309859155,7.141901,251,1.5,8.947369,-0.18179085208920412,71,-0.8947368,367.9071504983336,0.14999999,48.215845584869385
400,5.153475353999444,1.8569250103735806,72,651.3611111111111,7.1462226,251,1.5,8.947369,-0.1534753539994432,72,-0.8947368,371.05022548796,0.14999999,48.75777316093445
400,5.132990046264141,1.3419521106777133,73,646.8904109589041,7.012374,251,1.5,8.947369,-0.13299004626413968,73,-0.8947368,374.7082733772823,0.14999999,49.50787115097046
400,5.151872746653863,-1.5303098751035518,74,645.8243243243244,7.6780505,251,1.5,8.947369,-0.15187274665386147,74,-0.8947368,381.23858325238587,0.14999999,50.24257779121399
400,5.166180937257336,-1.2249870419143427,75,643.2933333333333,7.1278496,251,1.5,8.947369,-0.16618093725733454,75,-0.8947368,387.4635702943002,0.14999999,51.08727431297302
400,5.156079208251667,0.6015504671735526,76,641.1842105263158,10.104556,251,1.5,10.0,-0.15607920825166496,76,-0.15789473,391.8620198271267,0.14999999,52.03336715698242
400,5.164820563265429,-0.8291635443113308,77,641.3116883116883,5.004457,251,1.5,8.947369,-0.16482056326542688,77,-0.8947368,397.691183371438,0.14999999,52.893333196640015
400,5.159493241274721,0.25071055200971937,78,640.2564102564103,9.19234,251,1.5,7.894737,-0.15949324127471987,78,-0.15789473,402.4404728194283,0.14999999,53.87773132324219
400,5.104066605500101,4.219210984920337,79,636.0632911392405,11.595599,251,1.5,10.0,-0.10406660550009891,79,-0.15789473,403.22126183450797,0.14999999,54.61471438407898
400,5.095409520178111,0.5885002202590446,80,634.425,8.173274,251,1.5,10.0,-0.09540952017810962,80,-0.15789473,407.6327616142489,0.14999999,55.404664754867554
400,5.092911125317855,0.106960463502695,81,633.4197530864197,8.338773,251,1.5,10.0,-0.09291112531785277,81,-0.15789473,412.52580115074625,0.14999999,56.449625730514526
400,5.126864845217469,-2.8771161570861556,82,637.8780487804878,2.3284814,251,1.5,2.631579,-0.12686484521746622,82,1.0,420.4029173078324,0.14999999,57.846187353134155
400,5.133622288655296,-0.6877326505571811,83,642.2289156626506,-0.37255207,251,1.5,0.5263158,-0.1336222886552941,83,-0.36842105,426.0906499583896,0.14999999,59.22927117347717
400,5.103881474526442,2.3646060981685157,84,638.9166666666666,10.847508,251,1.5,10.0,-0.10388147452643924,84,0.36842105,428.72604386022107,0.14999999,59.978100299835205
400,5.103097482112917,-0.03724211937685501,85,638.035294117647,10.250516,251,1.5,10.0,-0.10309748211291471,85,0.36842105,433.7632859795979,0.14999999,60.56969618797302
400,5.078631671526193,2.000962228345342,86,634.4767441860465,5.6788263,251,1.5,8.947369,-0.07863167152619079,86,-0.8947368,436.7623237512526,0.14999999,61.36196780204773
400,5.093594930061493,-1.380435164097289,87,632.4137931034483,7.3176885,251,1.5,8.947369,-0.09359493006149078,87,-0.8947368,443.1427589153499,0.14999999,62.32229518890381
400,5.20250775242745,-9.67792329826572,88,636.5795454545455,1.7034487,251,1.5,-2.631579,-0.20250775242744792,88,1.0,457.8206822136156,0.14999999,63.31771516799927
400,5.227288007232056,-2.4079504300373977,89,640.6516853932584,-6.7274528,251,1.5,-5.7894735,-0.2272880072320541,89,1.0,465.228632643653,0.14999999,64.8953185081482
400,5.224950519303803,-0.01691409368931236,90,644.6333333333333,1.6795465,251,1.5,-0.5263158,-0.22495051930380142,90,0.05263158,470.2455467373423,0.14999999,66.25108528137207
400,5.218088062462651,0.39953305324105554,91,643.1538461538462,10.482702,251,1.5,10.0,-0.21808806246264917,91,-0.15789473,474.84601368410125,0.14999999,67.17638397216797
400,5.210712595558806,0.4604548926911119,92,641.4565217391304,9.661002,251,1.5,10.0,-0.21071259555880395,92,-0.15789473,479.3855587914101,0.14999999,68.29754972457886
400,5.222139723771562,-1.273435519345107,93,641.9569892473119,6.643289,251,1.5,8.947369,-0.22213972377155988,93,-0.8947368,485.65899431075525,0.14999999,69.14600563049316
400,5.19861179505769,1.9894855753322944,94,639.1170212765958,9.127297,251,1.5,8.947369,-0.19861179505768908,94,-0.36842105,488.66950873542294,0.14999999,69.8461184501648
400,5.169458418701457,2.570958958784514,95,635.8842105263158,8.679412,251,1.5,8.947369,-0.16945841870145534,95,-0.36842105,491.09854977663844,0.14999999,70.51272225379944
400,5.153389359399006,1.373171274333774,96,633.5,9.908184,251,1.5,8.947369,-0.15338935939900503,96,-0.36842105,494.72537850230464,0.14999999,71.12883830070496
400,5.130135808136975,2.1022051130180337,97,630.3092783505155,8.196975,251,1.5,8.947369,-0.1301358081369737,97,-0.36842105,497.6231733892866,0.14999999,71.75615572929382
400,5.101032720086938,2.7219668207666894,98,627.3061224489796,8.063578,251,1.5,8.947369,-0.10103272008693634,98,-0.36842105,499.9012065685199,0.14999999,72.56896471977234
400,5.094751063317295,0.5208513001076609,99,625.969696969697,7.9680886,251,1.5,8.947369,-0.09475106331729394,99,-0.36842105,504.38035526841225,0.14999999,73.4333426952362
400,5.07375596565969,2.0047587024431857,100,623.42,9.19609,251,1.5,8.947369,-0.07375596565968914,100,-0.36842105,507.37559656596903,0.14999999,74.1769380569458
400,5.071507167527149,0.1533726457270099,101,622.8118811881188,6.627781,251,1.5,8.947369,-0.07150716752714757,101,-0.36842105,512.2222239202421,0.14999999,74.85471749305725
400,5.052584959026281,1.8585580995613296,102,620.4019607843137,8.265722,251,1.5,8.947369,-0.05258495902628015,102,-0.36842105,515.3636658206807,0.14999999,75.69932746887207
400,5.037964092642841,1.4533642784681693,103,618.4271844660194,11.644156,251,1.5,8.947369,-0.03796409264283889,103,-0.36842105,518.9103015422126,0.14999999,76.52705717086792
400,5.0388860625378005,-0.13384896171871608,104,617.4615384615385,7.388265,251,1.5,8.947369,-0.03888606253779925,104,-0.36842105,524.0441505039313,0.14999999,77.52126049995422
400,5.026553154024332,1.2560693313765103,105,614.7238095238096,5.469879,251,1.5,10.0,-0.026553154024329634,105,-0.8947368,527.7880811725548,0.14999999,78.31520366668701
400,4.988250194849935,4.03356051846169,106,611.9150943396227,9.14831,251,1.5,10.0,0.011749805150066779,106,-0.15789473,528.7545206540931,0.14999999,78.97465419769287
400,4.986287093063883,0.22180169625767862,107,611.4953271028037,6.5570445,251,1.5,10.0,0.013712906936119224,107,-0.15789473,533.5327189578354,0.14999999,80.14426946640015
400,4.967870793448993,2.002673265344178,108,609.3981481481482,9.996236,251,1.5,10.0,0.032129206551008656,108,-0.15789473,536.5300456924913,0.14999999,80.80914378166199
400,4.879731797662219,9.639279747309434,109,605.8807339449542,13.6331005,226,1.5,10.0,0.12026820233778321,109,-0.15789473,531.8907659451819,0.14999999,81.42908120155334
400,4.85431152008392,2.9164987359506784,110,603.4818181818182,8.664417,226,1.5,10.0,0.14568847991608225,110,-0.15789473,533.9742672092312,0.14999999,82.2404055595398
400,4.836115892377178,2.165403155364529,111,601.2882882882883,11.929895,226,1.5,10.0,0.16388410762282501,111,-0.15789473,536.8088640538667,0.14999999,83.14989376068115
400,4.781176058234075,6.3171455316502945,112,598.3482142857143,10.783738,226,1.5,10.0,0.21882394176592743,112,-0.15789473,535.4917185222164,0.14999999,83.64849281311035
400,4.7827166578669695,0.04473618324881709,113,599.70796460177,8.455687,226,1.5,10.0,0.21728334213303263,113,-0.15789473,540.4469823389676,0.14999999,84.82116270065308
400,4.784772270208734,-0.017056464828149986,114,599.9561403508771,9.1915,226,1.5,10.0,0.21522772979126786,114,-0.15789473,545.4640388037957,0.14999999,85.62806868553162
400,4.729234544805076,6.602066151211918,115,597.0,12.090401,226,1.5,10.0,0.2707654551949257,115,-0.15789473,543.8619726525837,0.14999999,86.3326563835144
400,4.726649829949989,0.570592378385024,116,596.2241379310345,8.103952,226,1.5,10.0,0.2733501700500127,116,-0.15789473,548.2913802741987,0.14999999,87.20232224464417
400,4.718418722639332,1.2363897253968825,117,594.8119658119658,8.839214,226,1.5,10.0,0.28158127736066974,117,-0.15789473,552.0549905488018,0.14999999,87.91044044494629
400,4.708880730361025,1.4070643662009203,118,593.2796610169491,9.734442,226,1.5,10.0,0.29111926963897694,118,-0.15789473,555.6479261826009,0.14999999,88.51676893234253
400,4.636614053129795,8.89085386015543,119,590.2689075630252,12.923909,226,1.5,10.0,0.36338594687020764,119,-0.15789473,551.7570723224455,0.14999999,89.26529455184937
400,4.622652490690709,2.0387734395604338,120,588.4916666666667,8.840312,226,1.5,10.0,0.3773475093092929,120,-0.15789473,554.718298882885,0.14999999,89.8562068939209
400,4.595407882523936,3.673945097488785,121,586.2809917355372,10.697337,226,1.5,10.0,0.40459211747606555,121,-0.15789473,556.0443537853963,0.14999999,90.56882667541504
400,4.59640247584536,0.2832517322624554,122,585.516393442623,10.411094,226,1.5,10.0,0.4035975241546425,122,-0.15789473,560.7611020531339,0.14999999,91.4476010799408
400,4.592042572658178,0.939865616177903,123,584.4959349593496,8.801112,226,1.5,10.0,0.4079574273418235,123,-0.15789473,564.8212364369559,0.14999999,92.01842546463013
400,4.595305637544844,0.003337381395253858,124,584.8709677419355,7.2383866,226,1.5,10.0,0.40469436245515766,124,-0.15789473,569.8178990555607,0.14999999,92.95531105995178
400,4.576221158004252,2.790254305029236,125,582.96,8.633915,226,1.5,10.0,0.4237788419957503,125,-0.15789473,572.0276447505315,0.14999999,93.47194480895996
400,4.5816843674194745,-0.264585544322222,126,583.9047619047619,9.340607,226,1.5,10.0,0.4183156325805283,126,-0.15789473,577.2922302948538,0.14999999,94.58331274986267
400,4.570832397717892,1.7965157846816107,127,582.4251968503937,8.880029,226,1.5,10.0,0.4291676022821116,127,-0.15789473,580.4957145101722,0.14999999,95.50614857673645
400,4.574235066040342,-0.006373942991576648,128,583.65625,10.21658,226,1.5,10.0,0.42576493395966086,128,-0.15789473,585.5020884531638,0.14999999,97.17885422706604
400,4.553906900864987,3.0480982415805435,129,581.7829457364342,11.7102,226,1.5,10.0,0.44609309913501655,129,-0.15789473,587.4539902115832,0.14999999,97.65644788742065
400,4.507991100424702,6.415147156371937,130,579.376923076923,10.66633,226,1.5,10.0,0.4920088995753006,130,-0.15789473,586.0388430552113,0.14999999,98.20212697982788
400,4.50518370510072,0.8597776870169362,131,578.5114503816794,9.575485,226,1.5,10.0,0.4948162948992825,131,-0.15789473,590.1790653681943,0.14999999,98.9349889755249
400,4.51004503309498,-0.1468790003429654,132,580.810606060606,10.37481,226,1.5,10.0,0.4899549669050231,132,-0.15789473,595.3259443685373,0.14999999,100.13807678222656
400,4.4921835490249205,2.86553234822293,133,579.0526315789474,10.46404,226,1.5,10.0,0.5078164509750825,133,-0.15789473,597.4604120203144,0.14999999,100.84454083442688
400,4.481913184854356,1.8840452498305602,134,577.4925373134329,8.909271,226,1.5,10.0,0.5180868151456458,134,-0.15789473,600.5763667704838,0.14999999,101.89312267303467
400,4.485682948508637,0.009168721817765037,135,579.9111111111112,7.8458266,226,1.5,10.0,0.5143170514913652,135,-0.15789473,605.567198048666,0.14999999,103.29389500617981
400,4.488725544674578,0.10052397292339697,136,580.3308823529412,9.644492,226,1.5,10.0,0.5112744553254243,136,-0.15789473,610.4666740757426,0.14999999,104.67879939079285
400,4.491447453297218,0.13837297402366971,137,580.1532846715329,11.273748,226,1.5,10.0,0.5085525467027837,137,-0.15789473,615.3283011017189,0.14999999,105.67701077461243
400,4.490310012621766,0.6655193599152471,138,579.5,11.122721,226,1.5,10.0,0.5096899873782363,138,-0.15789473,619.6627817418037,0.14999999,106.74543523788452
400,4.483715576658763,1.4263165862356142,139,578.3453237410072,9.951165,226,1.5,10.0,0.516284423341239,139,-0.15789473,623.236465155568,0.14999999,107.69447183609009
400,4.486176850894841,0.17170603029019804,140,578.4428571428572,10.026215,226,1.5,10.0,0.5138231491051601,140,-0.15789473,628.0647591252778,0.14999999,108.55192613601685
400,4.4707906219699,2.6832814275219716,141,576.822695035461,10.293925,226,1.5,10.0,0.5292093780301022,141,-0.15789473,630.3814776977558,0.14999999,109.13742280006409
400,4.4643026024457155,1.4505081504641562,142,575.6478873239437,12.094189,226,1.5,10.0,0.5356973975542856,142,-0.15789473,633.9309695472916,0.14999999,110.16035413742065
400,4.454989419126299,1.8674826122307997,143,574.3076923076923,9.1661625,226,1.5,10.0,0.5450105808737018,143,-0.15789473,637.0634869350608,0.14999999,110.94027709960938
400,4.445718835555617,1.87997461505203,144,573.0486111111111,10.502594,226,1.5,10.0,0.5542811644443847,144,-0.15789473,640.1835123200088,0.14999999,111.89837312698364
400,4.4406139647897716,1.2944874254919831,145,571.9586206896552,8.580737,226,1.5,10.0,0.5593860352102302,145,-0.15789473,643.8890248945169,0.14999999,112.83169746398926
400,4.413958759544169,4.451046001068233,146,570.1164383561644,9.734739,226,1.5,10.0,0.586041240455833,146,-0.15789473,644.4379788934486,0.14999999,113.36843466758728
400,4.418813410823703,-0.1275924976357579,147,570.7823129251701,7.84088,226,1.5,10.0,0.5811865891762983,147,-0.15789473,649.5655713910844,0.14999999,114.39169979095459
400,4.422616414177131,0.018342092868946003,148,571.9121621621622,10.681975,226,1.5,10.0,0.5773835858228703,148,-0.15789473,654.5472292982155,0.14999999,115.4969527721405
400,4.397102444189264,4.378965114014999,149,570.1275167785235,12.140334,226,1.5,10.0,0.6028975558107369,149,-0.15789473,655.1682641842004,0.14999999,116.23439717292786
400,4.396801936316346,0.6479737367485681,150,569.5666666666667,6.874167,226,1.5,10.0,0.6031980636836558,150,-0.15789473,659.5202904474519,0.14999999,117.42882752418518
400,4.398864853924893,0.2916975047929272,151,569.2185430463576,9.985854,226,1.5,10.0,0.6011351460751079,151,-0.15789473,664.2285929426589,0.14999999,118.35950684547424
400,4.383201900927861,2.981904001624154,152,567.75,10.217612,226,1.5,10.0,0.6167980990721411,152,-0.15789473,666.2466889410348,0.14999999,118.96254992485046
400,4.368003989210292,2.9420785918601027,153,566.2745098039215,8.9411,226,1.5,10.0,0.6319960107897095,153,-0.15789473,668.3046103491747,0.14999999,119.67377495765686
400,4.373151234458102,-0.1606797573729506,154,567.0844155844156,6.348628,226,1.5,10.0,0.6268487655419,154,-0.15789473,673.4652901065476,0.14999999,120.90225863456726
400,4.375030477800763,0.3355660474293325,155,566.7935483870967,9.912381,226,1.5,10.0,0.6249695221992383,155,-0.15789473,678.1297240591183,0.14999999,121.81284070014954
400,4.337421961758063,6.491898024860323,156,564.8717948717949,11.279312,226,1.5,10.0,0.6625780382419375,156,-0.15789473,676.637826034258,0.14999999,122.4151566028595
400,4.335566811214604,0.9538366735650836,157,564.1656050955414,9.081665,226,1.5,10.0,0.664433188785397,157,-0.15789473,680.6839893606929,0.14999999,123.16722750663757
400,4.310330353459974,4.651793514017128,158,562.4873417721519,11.945643,226,1.5,10.0,0.6896696465400283,158,-0.15789473,681.0321958466758,0.14999999,123.83964395523071
400,4.3083672766674574,1.0017988565500902,159,561.7547169811321,11.48562,226,1.5,10.0,0.6916327233325444,159,-0.15789473,685.0303969901257,0.14999999,124.41553401947021
400,4.296522707029545,2.586763865398569,160,560.3875,9.254289,226,1.5,10.0,0.703477292970457,160,-0.15789473,687.4436331247272,0.14999999,125.18384122848511
400,4.272466789584333,4.576480001649535,161,558.7391304347826,10.913068,226,1.5,10.0,0.7275332104156687,161,-0.15789473,687.8671531230776,0.14999999,125.86444067955017
400,4.2733398864921694,0.5860915113462146,162,558.3703703703703,12.129163,226,1.5,10.0,0.7266601135078326,162,-0.15789473,692.2810616117314,0.14999999,126.5617823600769
400,4.270810521682965,1.1389465774080696,163,557.398773006135,12.153876,226,1.5,10.0,0.7291894783170364,163,-0.15789473,696.1421150343233,0.14999999,127.11166501045227
