TimeElapsed,Regret/t,LQGsigma_higher,ReturnLastEpisode,Iteration,LQGmu1_higher,Regret,LQGmu1_actor,ReturnMean
0.06082963943481445,0.010325156559335746,0.14999999,0.9547948434406642,1,-1.0,0.010325156559335746,-1.221085,0.9547948434406642
0.0870516300201416,0.3174484978896784,0.14999999,0.340548160779979,2,0.57575756,0.6348969957793568,0.7521277,0.6476715021103217
0.10424995422363281,0.2146944354674233,0.14999999,0.9559336893770868,3,-0.3131313,0.64408330640227,-0.23515475,0.7504255645325767
0.12457728385925293,0.16334387608809703,0.14999999,0.9558278020498818,4,-0.67676765,0.6533755043523881,-0.7046105,0.801776123911903
0.14328718185424805,0.1324940832102157,0.14999999,0.9560250883013096,5,-0.47474748,0.6624704160510785,-0.4398513,0.8326259167897844
0.16121268272399902,0.11199097475926982,0.14999999,0.9556445674954596,6,-0.8787879,0.6719458485556189,-0.8117001,0.8531290252407303
0.17988109588623047,0.09730604159326374,0.14999999,0.9559235574027727,7,-0.35353535,0.6811422911528462,-0.23439708,0.8678139584067363
0.19829463958740234,0.08635374553914926,0.14999999,0.9554323268396521,8,-0.65656567,0.6908299643131941,-0.6241629,0.8787662544608508
0.2218015193939209,0.07789702653506989,0.14999999,0.9548767254975651,9,-0.2929293,0.701073238815629,-0.21610361,0.8872229734649301
0.23986387252807617,0.07101537680481113,0.14999999,0.9560394707675177,10,-0.3939394,0.7101537680481113,-0.47219655,0.8941046231951889
0.2585890293121338,0.06539775296113504,0.14999999,0.9558984854756258,11,-0.43434343,0.7193752825724854,-0.41408348,0.8997222470388649
0.27575063705444336,0.060711458704591575,0.14999999,0.9559577781173865,12,-0.3939394,0.7285375044550989,-0.42037156,0.9044085412954085
0.2945556640625,0.05676074644034643,0.14999999,0.9557678007305953,13,-0.8181818,0.7378897037245036,-0.62775326,0.9083592535596535
0.31399083137512207,0.05338874067661222,0.14999999,0.9555673342519324,14,-0.8989899,0.7474423694725711,-1.1096832,0.9117312593233878
0.3362250328063965,0.05048180210000386,0.14999999,0.9553353379725132,15,-0.3939394,0.7572270315000579,-0.45986408,0.9146381978999962
0.3585686683654785,0.04789825876604638,0.14999999,0.9559748912433158,16,-0.53535354,0.766372140256742,-0.59933317,0.9172217412339536
0.3746018409729004,0.045620095990403016,0.14999999,0.9559505084198907,17,-0.6363636,0.7755416318368513,-0.72542346,0.919499904009597
0.3951396942138672,0.043609490919824016,0.14999999,0.955690795280019,18,-0.5555556,0.7849708365568323,-0.43720374,0.921510509080176
0.4150509834289551,0.04181023298026437,0.14999999,0.9556964099318092,19,-0.7979798,0.7943944266250231,-0.9834884,0.9233097670197357
0.43340182304382324,0.040209270405212674,0.14999999,0.9553290185207697,20,-0.41414142,0.8041854081042534,-0.41563752,0.9249107295947873
0.4530818462371826,0.038720727050563,0.14999999,0.9561701400424304,21,-0.43434343,0.813135268061823,-0.51929283,0.926399272949437
