Iteration,TimeElapsed,LQGmu1_higher,ReturnLastEpisode,LQGsigma_higher,Regret,Regret/t,ReturnMean,LQGmu1_actor
1,0.11638689041137695,-1.0,0.9118156562937104,0.14999999,0.05330434370628956,0.05330434370628956,0.9118156562937104,-0.8556012
2,0.13244104385375977,0.5959596,0.35613814414550066,0.14999999,0.6622861995607888,0.3311430997803944,0.6339769002196055,0.5084966
3,0.1521129608154297,-0.2929293,0.4676660468542442,0.14999999,1.1597401527065445,0.3865800509021815,0.5785399490978184,0.15800998
4,0.17057538032531738,1.0,0.0010791418292190277,0.14999999,2.1237810108773254,0.5309452527193314,0.43417474728066857,1.0891682
5,0.18868303298950195,-0.93939394,0.9050394249817052,0.14999999,2.1838615858956203,0.43677231717912407,0.5283476828208759,-1.0913116
6,0.20855093002319336,-1.0,0.9049104862226596,0.14999999,2.2440710996729605,0.3740118499454934,0.5911081500545065,-1.2565589
7,0.22536706924438477,-1.0,0.9045035881783858,0.14999999,2.3046875114945746,0.32924107307065353,0.6358789269293464,-1.0731009
8,0.24858832359313965,-0.959596,0.9089406646385453,0.14999999,2.3608668468560294,0.2951083558570037,0.6700116441429963,-0.94115114
9,0.2675912380218506,-0.959596,0.9047798357962208,0.14999999,2.4212070110598085,0.26902300122886763,0.6960969987711324,-1.0475065
10,0.28559064865112305,-0.97979796,0.904937531740475,0.14999999,2.4813894793193336,0.24813894793193336,0.7169810520680666,-1.1964877
11,0.3033585548400879,-1.0,0.9144036968618018,0.14999999,2.5321057824575317,0.23019143476886653,0.7349285652311335,-0.59842694
12,0.32712817192077637,-1.0,0.9109264121772573,0.14999999,2.5862993702802743,0.2155249475233562,0.7495950524766438,-0.87306297
13,0.34745168685913086,-0.7979798,0.9142821057418391,0.14999999,2.637137264538435,0.20285671265680272,0.7622632873431973,-0.7638359
14,0.36765360832214355,-0.7979798,0.9123254370389656,0.14999999,2.6899318274994695,0.19213798767853354,0.7729820123214665,-0.8436449
15,0.38786888122558594,-0.7979798,0.9121843669125843,0.14999999,2.742867460586885,0.18285783070579234,0.7822621692942077,-0.8605537
16,0.4075918197631836,-0.83838385,0.9119215410759431,0.14999999,2.7960659195109416,0.17475411996943385,0.7903658800305661,-0.8592112
17,0.43090176582336426,-0.75757575,0.9050770074701232,0.14999999,2.8561089120408183,0.16800640659063637,0.7971135934093635,-1.0171871
18,0.45046329498291016,-0.8787879,0.9155161486201182,0.14999999,2.9057127634207003,0.16142848685670558,0.8036915131432943,-0.59881926
19,0.4683036804199219,-0.83838385,0.9050733832654672,0.14999999,2.965759380155233,0.15609259895553856,0.8090274010444614,-1.140033
20,0.4868474006652832,-0.8181818,0.9150735746970908,0.14999999,3.0158058054581423,0.1507902902729071,0.8143297097270927,-0.71069956
21,0.5123755931854248,-0.83838385,0.9098330969211835,0.14999999,3.0710927085369586,0.14624250993033136,0.8188774900696685,-0.91929793
22,0.5334279537200928,-0.8787879,0.9051372662525822,0.14999999,3.1310754422843763,0.1423216110129262,0.8227983889870736,-1.0990677
23,0.5622062683105469,-0.8181818,0.9047719664934805,0.14999999,3.191423475790896,0.13875754242569113,0.8263624575743087,-1.0243868
24,0.5834009647369385,-0.7777778,0.9119375932297746,0.14999999,3.244605882561121,0.13519191177338005,0.8299280882266199,-0.8543725
