Regret/t,LQGsigma_higher,LQGmu1_actor,ReturnLastEpisode,ReturnMean,Iteration,Regret,TimeElapsed,LQGmu1_higher
0.05797458282891044,0.14999999,-1.270925,0.9071454171710895,0.9071454171710895,1,0.05797458282891044,0.05117940902709961,-1.0
0.4022565068644612,0.14999999,0.744369,0.21858156909998805,0.5628634931355387,2,0.8045130137289224,0.06503415107727051,0.5959596
0.28823139337334486,0.14999999,-0.26882243,0.9049388336088878,0.6768886066266551,3,0.8646941801200345,0.0825800895690918,-0.3131313
0.22803450669396208,0.14999999,-0.7852963,0.9176761533441862,0.7370854933060378,4,0.9121380267758483,0.10254931449890137,-0.67676765
0.19159658923229367,0.14999999,-0.43689972,0.91927508061438,0.7735234107677063,5,0.9579829461614683,0.1211698055267334,-0.4949495
0.16746172190927958,0.14999999,-0.54525745,0.9183326147057908,0.7976582780907203,6,1.0047703314556775,0.15040993690490723,-0.5555556
0.2809341446522798,0.14999999,1.1209792,0.003351318889718927,0.68418585534772,7,1.9665390125659585,0.17450475692749023,1.0
0.2513769776521574,0.14999999,-0.5731063,0.9206431913486995,0.7137430223478425,8,2.011015821217259,0.19167828559875488,-0.8787879
0.22877390042275023,0.14999999,-0.7899081,0.9171707174125071,0.7363460995772496,9,2.058965103804752,0.21005725860595703,-0.8181818
0.2106471871522099,0.14999999,-0.7766386,0.9176132322826529,0.75447281284779,10,2.106471871522099,0.22826027870178223,-0.8787879
0.19571941031737525,0.14999999,-0.69390714,0.9186783580309714,0.7694005896826247,11,2.1529135134911277,0.24567818641662598,-0.5151515
0.18326493818360431,0.14999999,-0.70220363,0.9188542552878759,0.7818550618163956,12,2.1991792582032517,0.26669883728027344,-0.5151515
0.17266538882620885,0.14999999,-0.654202,0.9196492034625364,0.7924546111737911,13,2.244650054740715,0.28925514221191406,-0.5959596
0.16357919638622076,0.14999999,-0.63605565,0.9196613053336243,0.8015408036137792,14,2.2901087494070906,0.3066837787628174,-0.57575756
0.1558963850540486,0.14999999,-0.8242834,0.9167829735963616,0.8092236149459514,15,2.338445775810729,0.32419252395629883,-0.8989899
0.14906999053984676,0.14999999,-0.50988066,0.9184459271731809,0.8160500094601533,16,2.3851198486375482,0.34454917907714844,-0.4949495
0.14339242897293686,0.14999999,-0.41786057,0.912568556097622,0.8217275710270632,17,2.4376712925399264,0.36420249938964844,-0.5555556
0.13798658885445403,0.14999999,-0.73608476,0.9190326931597539,0.827133411145546,18,2.4837585993801725,0.3839752674102783,-0.85858583
0.13319709780286154,0.14999999,-0.7332181,0.918133741125803,0.8319229021971385,19,2.5307448582543692,0.4048607349395752,-0.53535354
0.12921963620782942,0.14999999,-0.9790197,0.9114721340977809,0.8359003637921706,20,2.5843927241565883,0.4319286346435547,-0.8181818
0.12527218895624664,0.14999999,-0.654523,0.9187967560754088,0.8398478110437534,21,2.6307159680811796,0.4607572555541992,-0.8787879
0.12171173356858941,0.14999999,-0.5316556,0.9181778295722124,0.8434082664314105,22,2.677658138508967,0.48392748832702637,-0.53535354
0.1189397124529858,0.14999999,-1.0947298,0.9071647520902936,0.8461802875470141,23,2.7356133864186734,0.5050449371337891,-0.7979798
0.1349335578070299,0.14999999,0.20273831,0.4623279990499555,0.83018644219297,24,3.2384053873687177,0.5277042388916016,0.17171717
0.13133194795295708,0.14999999,-0.5799798,0.9202266885447905,0.8337880520470428,25,3.283298698823927,0.5525031089782715,-0.5151515
0.1281170396231152,0.14999999,-0.5104389,0.917375668622932,0.8370029603768846,26,3.331043030200995,0.5764672756195068,-0.7979798
0.125067400930472,0.14999999,-0.612,0.9193432050782512,0.8400525990695279,27,3.3768198251227437,0.6048483848571777,-0.47474748
0.12263291166787409,0.14999999,-1.0506016,0.908218298422269,0.8424870883321258,28,3.4337215267004746,0.6357767581939697,-0.8989899
0.12003028481904136,0.14999999,-0.5372948,0.9179632669482752,0.8450897151809585,29,3.4808782597521994,0.6600334644317627,-0.47474748
0.11750518658870328,0.14999999,-0.6075211,0.9208426620911011,0.8476148134112965,30,3.525155597661098,0.6839187145233154,-0.5555556
0.11523877437969271,0.14999999,-0.7800832,0.9178735918906242,0.8498812256203072,31,3.572402005770474,0.7082877159118652,-0.47474748
0.11305930929673605,0.14999999,-0.6842025,0.9196241082749204,0.8520606907032638,32,3.6178978974955536,0.730950117111206,-0.5959596
0.11139536673595728,0.14999999,-0.3128923,0.9069707952089637,0.8537246332640426,33,3.67604710228659,0.7596924304962158,-0.5151515
0.10954431477938925,0.14999999,-0.8459822,0.916660399787355,0.8555756852206106,34,3.7245067024992347,0.7843649387359619,-0.57575756
0.107761343070848,0.14999999,-0.7498236,0.9179796950195545,0.8573586569291518,35,3.77164700747968,0.806929349899292,-0.7777778
0.10608725227507611,0.14999999,-0.41366568,0.9176259255769402,0.8590327477249237,36,3.81914108190274,0.8344790935516357,-0.3939394
0.10450663139492986,0.14999999,-0.7789485,0.9175157202903348,0.86061336860507,37,3.866745361612405,0.856391191482544,-0.75757575
0.10301291303158937,0.14999999,-0.56340075,0.9173746664120089,0.8621070869684105,38,3.9144906952003957,0.8806192874908447,-0.61616164
0.1016041698001169,0.14999999,-0.4070246,0.9170480729958366,0.8635158301998831,39,3.962562622204559,0.9079442024230957,-0.5555556
0.1002278747099526,0.14999999,-0.74000126,0.9185676338064551,0.8648921252900473,40,4.009114988398104,0.932192325592041,-0.7373737
0.09895461383014707,0.14999999,-0.41972086,0.9170958213620743,0.866165386169853,41,4.05713916703603,0.9584071636199951,-0.4949495
0.09770493723192555,0.14999999,-0.49278116,0.9186518032951565,0.8674150627680743,42,4.103607363740873,0.9799072742462158,-0.4949495
0.09653270881091475,0.14999999,-0.77929497,0.9178208848715392,0.8685872911890852,43,4.150906478869334,1.0064074993133545,-0.61616164
