TimeElapsed,LQGmu1_higher,ReturnLastEpisode,ReturnMean,LQGsigma_higher,Regret/t,LQGmu1_actor,Regret,Iteration
0.0504918098449707,-1.0,0.9276467930405394,0.9276467930405394,0.14999999,0.03747320695946055,-0.9603634,0.03747320695946055,1
0.07046866416931152,0.57575756,0.3227671299191509,0.6252069614798452,0.14999999,0.3399130385201548,0.598715,0.6798260770403096,2
0.0863046646118164,-0.2929293,0.8678794869670534,0.7060978033089146,0.14999999,0.2590221966910854,-0.07853851,0.7770665900732562,3
0.10558438301086426,-0.6969697,0.9312949200478172,0.7623970824936402,0.14999999,0.20272291750635973,-0.56931037,0.8108916700254389,4
0.12364840507507324,-0.85858583,0.9327653220890256,0.7964707304127173,0.14999999,0.16864926958728266,-0.7074101,0.8432463479364133,5
0.14560246467590332,-0.7979798,0.9288355975765854,0.8185315416066953,0.14999999,0.14658845839330464,-0.9319867,0.8795307503598279,6
0.1749255657196045,1.0,0.019439754524608513,0.7043755720235401,0.14999999,0.2607444279764599,1.1221838,1.8252109958352194,7
0.2010788917541504,-0.4949495,0.9322751181209581,0.7328630152857173,0.14999999,0.23225698471428266,-0.6291277,1.8580558777142613,8
0.2283329963684082,-0.6363636,0.9327361414056815,0.7550711404101578,0.14999999,0.21004885958984218,-0.686785,1.8904397363085796,9
0.25330114364624023,-0.5555556,0.9329902136566937,0.7728630477348113,0.14999999,0.1922569522651886,-0.6411333,1.922569522651886,10
0.27606940269470215,-0.5555556,0.9318008345037411,0.7873119374410776,0.14999999,0.17780806255892226,-0.4651085,1.955888688148145,11
0.2995474338531494,-0.5959596,0.9338875378373008,0.7995265708074295,0.14999999,0.16559342919257033,-0.5882255,1.9871211503108441,12
0.3207132816314697,-0.5555556,0.9320455225008167,0.8097203363223054,0.14999999,0.1553996636776944,-0.60063285,2.0201956278100273,13
0.34220457077026367,-0.93939394,0.930796450748306,0.8183686302098768,0.14999999,0.14675136979012296,-0.86693144,2.0545191770617213,14
0.3631718158721924,-0.5555556,0.9328473827465514,0.8260005470456552,0.14999999,0.13911945295434466,-0.5246096,2.08679179431517,15
0.3857748508453369,-0.65656567,0.9325370102782957,0.8326590759976952,0.14999999,0.13246092400230464,-0.6909983,2.119374784036874,16
0.40833449363708496,-0.8787879,0.9301827302298906,0.8383957615407656,0.14999999,0.12672423845923433,-0.87147605,2.1543120538069838,17
0.43011999130249023,-0.4949495,0.9277505555337414,0.8433599167625975,0.14999999,0.12176008323740234,-0.32910508,2.191681498273242,18
