LQGmu1_actor,TimeElapsed,LQGsigma_higher,ReturnMean,Regret,ReturnLastEpisode,Regret/t,Iteration,LQGmu1_higher
-0.14618692,116.21352887153625,0.14999999,0.9517083227698729,13.331207166747438,0.9521897873831358,0.013411677230128207,994,-0.5555556
-0.57004076,116.55204057693481,0.14999999,0.9517123281481792,13.340633492562791,0.9556936741846463,0.0134076718518219,995,-0.5555556
-0.9039732,116.8639771938324,0.14999999,0.9517157295298256,13.350653388294747,0.9551001042680435,0.013404270470175448,996,-0.7979798
-0.6665593,117.24601721763611,0.14999999,0.9517193768454298,13.360421285107558,0.95535210318719,0.013400623154571271,997,-0.67676765
-0.70178795,117.63450598716736,0.14999999,0.9517228151719159,13.37039045842907,0.9551508266784883,0.01339718482808524,998,-0.6363636
-1.1296954,118.08157753944397,0.14999999,0.9517259386895991,13.380667249091726,0.9548432093373429,0.013394061310402128,999,-0.8989899
-0.6143366,118.41766023635864,0.14999999,0.9517294254695275,13.390574530473632,0.9552127186180943,0.013390574530473633,1000,-0.47474748
-0.042333238,118.76562261581421,0.14999999,0.9517285744657231,13.404816959812281,0.9508775706613508,0.013391425534278004,1001,-0.13131313
-0.1123416,119.12986326217651,0.14999999,0.951731620253705,13.415156505788698,0.954780454023584,0.013388379746296105,1002,-0.27272728
-0.8345981,119.5792875289917,0.14999999,0.9517348923997989,13.425262923002828,0.9550135827858705,0.013385107600202222,1003,-0.7777778
-0.8496346,119.9560227394104,0.14999999,0.951738278889625,13.435247994817587,0.9551349281852417,0.013381721110376082,1004,-0.8181818
-0.30123055,120.29553532600403,0.14999999,0.9517412292289985,13.44566462485756,0.9547033699600275,0.013378770771002548,1005,-0.43434343
-0.6117774,120.73080205917358,0.14999999,0.951744719605933,13.455532076432537,0.9552525484250228,0.013375280394068129,1006,-0.57575756
-0.34574187,121.11857414245605,0.14999999,0.9517481425350245,13.465460467231432,0.9551916092011044,0.013371857464976596,1007,-0.65656567
-0.21734692,121.41614747047424,0.14999999,0.9517503337044966,13.47662362586853,0.9539568413629027,0.013369666295504495,1008,-0.35353535
-0.45974475,121.75006604194641,0.14999999,0.9517537341150933,13.486562277871927,0.9551813479966035,0.013366265884907757,1009,-0.3131313
-0.67878985,122.0760440826416,0.14999999,0.9517567079521649,13.496924968314554,0.9547573095573728,0.013363292047836192,1010,-0.6969697
-0.36389396,122.41219544410706,0.14999999,0.951760087006217,13.50687203671574,0.955172931598815,0.013359912993784114,1011,-0.35353535
-0.67249817,122.76676416397095,0.14999999,0.9517635879931636,13.516688950919484,0.955303085796256,0.013356412006837435,1012,-0.43434343
-0.87252784,123.17994236946106,0.14999999,0.9517668360824884,13.526755048440396,0.9550539024790873,0.01335316391751273,1013,-0.85858583
