Bound,IWMax,NumTrainableParams,MountainCar_mu0_higher,NumTrajectories,Iteration,TimeElapsed,IWFirstEpisode,MountainCar_std1_higher,ReturnMean,ReturnStepMax,TimestepsSoFar,ReturnMax,IWMean,AvgEpLen,DenMISELogFirst,IWLastEpisode,GridSize,IWMin,MountainCar_std0_higher,DenMISEMeanLog,MinEpLen,Regret/t,MountainCar_mu1_higher,DenMISELogLast,ReturnMin,ReturnLastEpisode,Regret,Delta,ReturnAbsMax,ActionIn1
46.85439,152.12405,,-0.4,1292,1292,1728.6331191062927,,0.14999999,-1.172042,144.15764,1188331,6.262785,0.76772946,919.7608359133127,-3.2194347,,121,,0.14999999,-3.6445653,254,6.172042,10.0,-3.1862016,-13.362642,-0.014294871,7974.2783,5.9703065e-10,13.362642,9.822929
46.59194,306.41467,,-1.0,1293,1293,1730.4194276332855,,0.14999999,-1.1711016,144.15764,1189042,6.262785,1.3428272,919.599381283836,-3.2202084,,121,,0.14999999,-3.6443431,254,6.1711016,4.0,-3.1002505,-13.362642,0.04399149,7979.2344,5.9610755e-10,13.362642,2.6595378
46.58621,155.95837,,,1294,1294,1732.215441942215,,0.14999999,-1.1717138,144.15764,1190041,6.262785,1.1130196,919.660741885626,-3.2209816,,121,,0.14999999,-3.6453173,254,6.171714,6.0,-5.1545753,-13.362642,-1.9632574,7986.1978,5.9518657e-10,13.362642,5.812954
46.523533,170.14102,,-0.8,1295,1295,1734.0169653892517,0.00050096505,0.14999999,-1.1708125,144.15764,1190803,6.262785,0.94526464,919.5389961389961,-3.221754,,121,,0.14999999,-3.6448665,254,6.1708126,,-3.134619,-13.362642,-0.0044657835,7991.202,5.942677e-10,13.362642,-1.0280888
46.441658,171.77269,,,1296,1296,1735.8893282413483,,0.14999999,-1.1717633,144.15764,1191802,6.262785,1.1692861,919.6003086419753,-3.2225256,,121,,0.14999999,-3.6451786,254,6.1717634,2.0,-3.9586048,-13.362642,-2.4030156,7998.6055,5.93351e-10,13.362642,1.9553909
46.44158,161.34174,,,1297,1297,1737.7498281002045,1.0071075e-33,0.14999999,-1.1708643,144.15764,1192801,6.262785,1.1134509,919.6615265998458,-3.2232969,,121,,0.14999999,-3.6446426,254,6.170864,-2.0,-3.0701468,-13.362642,-0.0058383336,8003.6113,5.924364e-10,13.362642,-2.568131
46.43328,171.92519,,,1298,1298,1739.5816218852997,,0.14999999,-1.170225,144.15764,1193800,6.262785,1.0601399,919.7226502311248,-3.2240677,,121,,0.14999999,-3.6447043,254,6.170225,-6.0,-3.7956758,-13.362642,-0.34102392,8008.952,5.915239e-10,13.362642,-5.8335347
46.325115,169.51529,,-0.4,1299,1299,1741.4637067317963,,0.14999999,-1.1693686,144.15764,1194799,6.262785,1.0151721,919.7836797536567,-3.2248378,,121,,0.14999999,-3.6442797,254,6.1693687,6.0,-3.1118803,-13.362642,-0.057919994,8014.01,5.906135e-10,13.362642,5.4100294
46.240665,225.62326,,1.0,1300,1300,1743.0912222862244,,0.14999999,-1.16841,144.15764,1195287,6.262785,0.94892484,919.4515384615385,-3.2256072,,121,,0.14999999,-3.6439567,254,6.16841,-6.0,-3.2042732,-13.362642,0.07700567,8018.9326,5.8970523e-10,13.362642,-5.0946746
46.18138,166.99857,,-0.4,1301,1301,1744.8949279785156,,0.14999999,-1.1707742,144.15764,1196286,6.262785,0.8618483,919.5126825518831,-3.226376,,121,,0.14999999,-3.643852,254,6.1707745,2.0,-3.4109278,-13.362642,-4.2443914,8028.1772,5.88799e-10,13.362642,1.1604942
46.17668,167.27655,,-0.4,1302,1302,1746.7853071689606,6.6642184e-35,0.14999999,-1.1705064,144.15764,1197285,6.262785,0.8347632,919.573732718894,-3.2271445,,121,,0.14999999,-3.6443715,254,6.1705065,-2.0,-4.149946,-13.362642,-0.822026,8033.999,5.878949e-10,13.362642,-2.464658
46.120747,163.28079,,-0.8,1303,1303,1748.6342775821686,,0.14999999,-1.1700538,144.15764,1198284,6.262785,0.77109766,919.6346891788181,-3.2279122,,121,,0.14999999,-3.6441257,254,6.170054,-10.0,-3.1280484,-13.362642,-0.580834,8039.58,5.8699284e-10,13.362642,-10.445659
46.079323,165.0329,,,1304,1304,1750.4915370941162,,0.14999999,-1.1698338,144.15764,1199283,6.262785,0.9415749,919.6955521472393,-3.2286794,,121,,0.14999999,-3.644505,254,6.1698337,4.0,-3.8835175,-13.362642,-0.88306576,8045.4634,5.86093e-10,13.362642,4.1170044
46.06229,161.40599,,0.4,1305,1305,1752.2019946575165,,0.14999999,-1.1689459,144.15764,1200282,6.262785,0.62668,919.7563218390804,-3.229446,,121,,0.14999999,-3.6440876,254,6.168946,2.0,-3.0094562,-13.362642,-0.011153661,8050.4746,5.851951e-10,13.362642,2.130502
46.063133,149.32562,,,1306,1306,1754.0094153881073,,0.14999999,-1.1685561,144.15764,1201281,6.262785,1.1917948,919.8169984686065,-3.230212,,121,,0.14999999,-3.6450722,254,6.168556,-4.0,-4.5355263,-13.362642,-0.65989256,8056.1343,5.842993e-10,13.362642,-3.8098104
46.04524,169.41444,,-0.4,1307,1307,1755.9652371406555,,0.14999999,-1.1676756,144.15764,1202280,6.262785,0.9859153,919.8775822494262,-3.2309773,,121,,0.14999999,-3.6447337,254,6.1676755,-6.0,-3.3523865,-13.362642,-0.017697884,8061.152,5.834055e-10,13.362642,-6.508706
45.92489,169.95624,,0.4,1308,1308,1757.8288764953613,,0.14999999,-1.1671466,144.15764,1203279,6.262785,0.98217046,919.9380733944954,-3.2317421,,121,,0.14999999,-3.6443856,254,6.1671467,6.0,-3.1358395,-13.362642,-0.4756949,8066.628,5.825138e-10,13.362642,6.180078
45.905857,162.52374,,0.4,1309,1309,1759.5441756248474,,0.14999999,-1.1657293,144.15764,1203765,6.262785,0.95931816,919.6065699006875,-3.2325065,,121,,0.14999999,-3.6441202,254,6.1657295,-6.0,-3.2401145,-13.362642,0.6879327,8070.9395,5.816241e-10,13.362642,-5.7646017
45.87944,123.48918,,-0.2,1310,1310,1761.500316143036,,0.14999999,-1.1649927,144.15764,1204764,6.262785,0.89059424,919.6671755725191,-3.2332702,,121,,0.14999999,-3.6437612,254,6.164993,10.0,-3.102567,-13.362642,-0.20070578,8076.1406,5.8073646e-10,13.362642,10.1191225
45.860188,140.344,,-0.2,1311,1311,1763.1513891220093,89.32841,0.14999999,-1.1616228,144.15764,1205093,6.262785,0.71946335,919.2166285278413,-3.234033,,121,,0.14999999,-3.6436222,254,6.161623,,-3.324102,-13.362642,3.2529647,8077.8877,5.798509e-10,13.362642,-0.2999404
45.860367,133.7681,,-0.8,1312,1312,1765.1412372589111,,0.14999999,-1.161,144.15764,1206092,6.262785,1.2594128,919.2774390243902,-3.168879,,121,,0.14999999,-3.643489,254,6.1610003,10.0,-3.167364,-13.362642,-0.3445548,8083.232,5.789673e-10,13.362642,9.309277
45.804554,149.88168,,-0.4,1313,1313,1766.7791376113892,,0.14999999,-1.159732,144.15764,1206482,6.262785,0.8994938,918.8743335872049,-3.169641,,121,,0.14999999,-3.6430857,254,6.159732,4.0,-3.3257349,-13.362642,0.50405914,8087.728,5.780857e-10,13.362642,3.4478252
45.797504,168.6329,,0.4,1314,1314,1768.8071208000183,1.18244996e-35,0.14999999,-1.1594123,144.15764,1207481,6.262785,0.9995617,918.9353120243532,-3.1704023,,121,,0.14999999,-3.642723,254,6.1594124,-2.0,-3.035286,-13.362642,-0.73965836,8093.468,5.772061e-10,13.362642,-1.3366483
45.77529,169.44336,,-0.4,1315,1315,1770.7804081439972,,0.14999999,-1.1589727,144.15764,1208480,6.262785,0.77500963,918.9961977186312,-3.171163,,121,,0.14999999,-3.6432004,254,6.1589727,-4.0,-4.233746,-13.362642,-0.58151996,8099.0493,5.7632865e-10,13.362642,-4.444371
45.70698,326.67917,,1.0,1316,1316,1772.7724068164825,,0.14999999,-1.1584569,144.15764,1209479,6.262785,0.7730683,919.056990881459,-3.1719232,,121,,0.14999999,-3.642909,254,6.158457,10.0,-3.0146532,-13.362642,-0.48010305,8104.5293,5.754531e-10,13.362642,10.644968
45.702404,196.33293,,-1.0,1317,1317,1774.6533567905426,,0.14999999,-1.1603179,144.15764,1210478,6.262785,0.8941666,919.1176917236143,-3.1726828,,121,,0.14999999,-3.643005,254,6.160318,-8.0,-3.4837193,-13.362642,-3.6094265,8113.1387,5.745795e-10,13.362642,-8.989379
45.59029,163.26942,,0.4,1318,1318,1776.5659692287445,,0.14999999,-1.1614475,144.15764,1211477,6.262785,0.933784,919.1783004552352,-3.173442,,121,,0.14999999,-3.6437688,254,6.1614475,-10.0,-4.506633,-13.362642,-2.6491091,8120.788,5.7370797e-10,13.362642,-9.473124
45.563988,162.55537,,-0.4,1319,1319,1778.6823766231537,,0.14999999,-1.1610843,144.15764,1212476,6.262785,1.2714151,919.2388172858226,-3.1742003,1.2798899e-05,121,,0.14999999,-3.6434689,254,6.161084,-10.0,-3.1412425,-13.362642,-0.68240696,8126.47,5.7283833e-10,13.362642,-10.1425495
45.56298,165.20486,,0.8,1320,1320,1780.7077450752258,,0.14999999,-1.1604254,144.15764,1213475,6.262785,1.0591389,919.2992424242424,-3.1749582,,121,,0.14999999,-3.6436124,254,6.160425,-8.0,-4.051151,-13.362642,-0.29141304,8131.7617,5.719707e-10,13.362642,-6.734779
45.55103,163.67468,,-0.6,1321,1321,1782.6877040863037,,0.14999999,-1.164841,144.15764,1214474,6.262785,0.9729032,919.3595760787282,-3.1757154,,121,,0.14999999,-3.6440837,254,6.164841,6.0,-4.2879744,-13.362642,-6.9933596,8143.755,5.7110516e-10,13.362642,5.553458
45.522896,168.16122,,0.8,1322,1322,1784.760641336441,,0.14999999,-1.1645912,144.15764,1215303,6.262785,0.85714644,919.2912254160364,-3.1764722,,121,,0.14999999,-3.6442146,254,6.1645913,8.0,-3.7527103,-13.362642,-0.83464503,8149.59,5.7024147e-10,13.362642,8.599693
45.47179,171.13524,,0.4,1323,1323,1786.78901720047,,0.14999999,-1.1653191,144.15764,1216302,6.262785,1.1671764,919.3514739229025,-3.1772282,,121,,0.14999999,-3.6437347,254,6.165319,-4.0,-2.8372946,-13.362642,-2.1275182,8156.7173,5.6937965e-10,13.362642,-3.5029366
45.46573,166.64403,,0.8,1324,1324,1788.858511209488,1.6910086e-05,0.14999999,-1.1651353,144.15764,1217301,6.262785,0.930788,919.4116314199396,-3.1779838,,121,,0.14999999,-3.6431677,254,6.1651354,,-3.0146227,-13.362642,-0.9219955,8162.639,5.6851995e-10,13.362642,0.80958056
45.411728,152.63922,,,1325,1325,1791.0059351921082,,0.14999999,-1.1662048,144.15764,1218300,6.262785,0.9583644,919.4716981132076,-3.1787388,,121,,0.14999999,-3.6428375,254,6.166205,8.0,-3.0972998,-13.362642,-2.58223,8170.2217,5.6766214e-10,13.362642,7.9271617
45.404816,143.7603,,0.2,1326,1326,1792.8203518390656,,0.14999999,-1.1652806,144.15764,1218893,6.262785,1.183925,919.2254901960785,-3.1794932,2.5671153e-31,121,,0.14999999,-3.643249,254,6.1652803,10.0,-4.115939,-13.362642,0.059210014,8175.162,5.668062e-10,13.362642,10.439156
45.290916,298.44324,,1.0,1327,1327,1794.6735906600952,,0.14999999,-1.1642456,144.15764,1219393,6.262785,0.953443,918.9095704596836,-3.180247,,121,,0.14999999,-3.6427915,254,6.1642456,-2.0,-3.180706,-13.362642,0.20834415,8179.954,5.659523e-10,13.362642,-1.0775603
45.272533,165.55185,,,1328,1328,1796.5454015731812,,0.14999999,-1.1663107,144.15764,1220392,6.262785,0.82823724,918.9698795180723,-3.1810005,,121,,0.14999999,-3.6425905,254,6.166311,-10.0,-3.2681916,-13.362642,-3.9068217,8188.8604,5.6510024e-10,13.362642,-10.050008
45.20098,158.29288,,-0.2,1329,1329,1798.7077486515045,,0.14999999,-1.1654359,144.15764,1221391,6.262785,1.181272,919.0300978179082,-3.1817532,,121,,0.14999999,-3.64242,254,6.165436,6.0,-3.2072837,-13.362642,-0.0037107167,8193.864,5.642502e-10,13.362642,5.6697674
45.200703,170.947,,0.4,1330,1330,1800.465202331543,,0.14999999,-1.1641812,144.15764,1221895,6.262785,1.3658557,918.718045112782,-3.1825054,2.862857e-35,121,,0.14999999,-3.6420553,254,6.164181,4.0,-3.2959988,-13.362642,0.5032957,8198.361,5.63402e-10,13.362642,4.36766
45.277657,165.64833,,-0.6,1331,1331,1802.5746521949768,,0.14999999,-1.163787,144.15764,1222894,6.262785,0.85078025,918.778362133734,-3.1832569,,121,,0.14999999,-3.641385,254,6.163787,2.0,-3.0635176,-13.362642,-0.6394916,8204.0,4.7332277e-10,13.362642,1.6941806
474.03705,1212.0994,,0.8181818,1332,1332,1804.5338361263275,,0.14999999,-1.1634705,144.15764,1223893,6.262785,1.594896,918.8385885885886,-3.184008,,144,,0.14999999,-3.641746,254,6.1634703,6.3636365,-3.941214,-13.362642,-0.7420962,8209.742,4.726123e-10,13.362642,7.006493
457.85043,629.91284,,-0.8181818,1333,1333,1968.9431941509247,,0.14999999,-1.164306,144.15764,1224892,6.262785,1.1762198,918.8987246811703,-3.1847584,,144,,0.14999999,-3.6420982,254,6.164306,-6.3636365,-4.394761,-13.362642,-2.2772632,8217.02,4.719035e-10,13.362642,-7.1611238
456.1287,752.6322,,0.8181818,1334,1334,1970.9357254505157,,0.14999999,-1.1641982,144.15764,1225891,6.262785,1.1521882,918.9587706146926,-3.1855083,2.3749044e-20,144,,0.14999999,-3.6425679,254,6.164198,-6.3636365,-4.3262463,-13.362642,-1.020385,8223.04,4.7119625e-10,13.362642,-5.7293854
434.50836,276.0928,,-0.8181818,1335,1335,1972.7683172225952,,0.14999999,-1.1643245,144.15764,1226890,6.262785,0.83303875,919.0187265917604,-3.1862576,,144,,0.14999999,-3.6435027,254,6.1643248,6.3636365,-4.890181,-13.362642,-1.3329575,8229.373,4.7049054e-10,13.362642,5.4790273
425.45248,280.52222,,0.45454547,1336,1336,1974.6622631549835,,0.14999999,-1.1647955,144.15764,1227828,6.262785,0.71172017,919.0329341317365,-3.1870065,1.6092496e-17,144,,0.14999999,-3.6442835,254,6.1647954,6.3636365,-4.466808,-13.362642,-1.7934996,8236.167,4.6978654e-10,13.362642,7.0412784
424.7435,584.92004,,0.45454547,1337,1337,1976.4154555797577,,0.14999999,-1.1647885,144.15764,1228827,6.262785,1.5076522,919.0927449513837,-3.1877546,,144,,0.14999999,-3.644746,254,6.1647882,-6.3636365,-3.9449031,-13.362642,-1.1553596,8242.322,4.6908405e-10,13.362642,-6.055956
399.28235,370.3946,,-0.45454547,1338,1338,1978.3154418468475,,0.14999999,-1.1641598,144.15764,1229826,6.262785,0.9121716,919.152466367713,-3.1885023,0.00088825746,144,,0.14999999,-3.6452327,254,6.16416,-6.3636365,-4.6391554,-13.362642,-0.32360777,8247.6455,4.683831e-10,13.362642,-7.0055256
390.4431,685.37317,,-0.45454547,1339,1339,1980.2903592586517,,0.14999999,-1.1637529,144.15764,1230825,6.262785,1.2782884,919.2120985810307,-3.1892495,,144,,0.14999999,-3.6456988,254,6.163753,6.3636365,-4.1227536,-13.362642,-0.6193217,8253.266,4.676838e-10,13.362642,5.774771
375.46942,405.57712,,0.09090909,1340,1340,1982.0472691059113,,0.14999999,-1.163429,144.15764,1231694,6.262785,1.1988814,919.1746268656716,-3.189996,,144,,0.14999999,-3.6462097,254,6.1634293,-6.3636365,-4.462319,-13.362642,-0.72974646,8258.995,4.66986e-10,13.362642,-6.401108
375.4618,1084.2126,,0.09090909,1341,1341,1983.8685224056244,,0.14999999,-1.1625621,144.15764,1232693,6.262785,1.3317053,919.2341536167039,-3.190742,,144,,0.14999999,-3.6467273,254,6.1625624,6.3636365,-4.4504237,-13.362642,-0.0009858365,8263.996,4.662898e-10,13.362642,6.62587
301.14542,390.9851,,0.8181818,1342,1342,1985.7571380138397,,0.14999999,-1.161757,144.15764,1233692,6.262785,0.55949086,919.2935916542474,-3.1914873,1.6064671e-37,144,,0.14999999,-3.6470766,254,6.161757,4.5454545,-4.2111273,-13.362642,-0.08212483,8269.078,4.6559515e-10,13.362642,5.417479
300.8892,1226.9966,,-0.8181818,1343,1343,1987.5489356517792,,0.14999999,-1.1622264,144.15764,1234691,6.262785,1.189347,919.3529411764706,-3.1922324,4.3486817e-20,144,,0.14999999,-3.648311,254,6.1622267,4.5454545,-4.822337,-13.362642,-1.7922461,8275.87,4.6490203e-10,13.362642,3.6972227
298.92953,732.7969,,0.8181818,1344,1344,1989.3581578731537,,0.14999999,-1.1621957,144.15764,1235321,6.262785,1.1055588,919.1376488095239,-3.1929767,,144,,0.14999999,-3.6487594,254,6.1621957,-4.5454545,-4.168263,-13.362642,-1.1208239,8281.991,4.6421045e-10,13.362642,-3.5397964
283.0296,1081.9469,,0.27272728,1345,1345,1991.1219708919525,,0.14999999,-1.1628501,144.15764,1236320,6.262785,2.4270642,919.1970260223048,-3.1937203,,144,,0.14999999,-3.648709,254,6.1628504,4.5454545,-3.5212317,-13.362642,-2.04254,8289.033,4.6352044e-10,13.362642,5.0627
272.71613,528.3297,,-1.0,1346,1346,1992.933834552765,,0.14999999,-1.1621479,144.15764,1237319,6.262785,0.9158491,919.2563150074294,-3.1944637,,144,,0.14999999,-3.6483545,254,6.162148,-4.5454545,-4.127416,-13.362642,-0.21757147,8294.251,4.6283197e-10,13.362642,-5.6501927
268.26974,294.01688,,-0.27272728,1347,1347,1994.9293630123138,,0.14999999,-1.1628242,144.15764,1238318,6.262785,0.5105695,919.3155159613957,-3.1952062,,144,,0.14999999,-3.6494546,254,6.162824,4.5454545,-4.941842,-13.362642,-2.0729332,8301.324,4.62145e-10,13.362642,4.2846284
268.25034,229.29294,,-0.27272728,1348,1348,1996.5851969718933,,0.14999999,-1.1622417,144.15764,1239034,6.262785,0.75444925,919.1646884272997,-3.1959484,,144,,0.14999999,-3.6507556,254,6.162242,-4.5454545,-4.886142,-13.362642,-0.37769055,8306.702,4.614596e-10,13.362642,-4.928097
268.23776,414.09875,,0.27272728,1349,1349,1998.4659960269928,,0.14999999,-1.1615278,144.15764,1240033,6.262785,0.556639,919.2238695329874,-3.1966898,0.65715265,144,,0.14999999,-3.6518283,254,6.1615276,-4.5454545,-4.819629,-13.362642,-0.19910656,8311.9,4.607757e-10,13.362642,-4.4458623
249.23264,213.67725,,-0.6363636,1350,1350,2000.2480652332306,,0.14999999,-1.160716,144.15764,1241032,6.262785,0.53317064,919.282962962963,-3.197431,0.00081880577,144,,0.14999999,-3.6530797,254,6.160716,-4.5454545,-4.854429,-13.362642,-0.065802746,8316.967,4.6009332e-10,13.362642,-5.3146286
193.07687,505.9537,,-0.09090909,1351,1351,2002.0414400100708,,0.14999999,-1.1605136,144.15764,1242031,6.262785,0.9390077,919.3419689119171,-3.1981714,2.2561003e-28,144,,0.14999999,-3.6543171,254,6.160514,-6.3636365,-4.8360825,-13.362642,-0.8873913,8322.854,4.5941245e-10,13.362642,-6.4087143
192.67416,255.01874,,-0.09090909,1352,1352,2003.9708693027496,,0.14999999,-1.1596566,144.15764,1243030,6.262785,0.917732,919.4008875739645,-3.1989114,,144,,0.14999999,-3.6547134,254,6.1596565,6.3636365,-4.0466847,-13.362642,-0.0016844933,8327.855,4.5873308e-10,13.362642,6.0412135
192.49503,783.98444,,1.0,1353,1353,2005.877239704132,,0.14999999,-1.1590482,144.15764,1243869,6.262785,1.227399,919.3414634146342,-3.1996508,1.260992e-16,144,,0.14999999,-3.655241,254,6.159048,6.3636365,-4.2413626,-13.362642,-0.33632642,8333.192,4.580552e-10,13.362642,7.6547422
192.39621,157.88686,,-1.0,1354,1354,2007.905702829361,,0.14999999,-1.1656666,144.15764,1244868,6.262785,0.5283616,919.4002954209749,-3.2003896,,144,,0.14999999,-3.6569946,254,6.1656666,-6.3636365,-6.0992026,-13.362642,-10.120362,8348.3125,4.5737888e-10,13.362642,-7.5778747
191.72768,899.1533,,-1.0,1355,1355,2009.7415127754211,,0.14999999,-1.1664623,144.15764,1245867,6.262785,1.482575,919.459040590406,-3.2011278,,144,,0.14999999,-3.6579812,254,6.1664624,6.3636365,-4.5034842,-13.362642,-2.2439818,8355.557,4.5670404e-10,13.362642,5.2362356
191.23901,488.3661,,1.0,1356,1356,2011.3791289329529,,0.14999999,-1.1660858,144.15764,1246268,6.262785,0.60446674,919.0766961651917,-3.2018657,,144,,0.14999999,-3.6584754,254,6.1660857,-6.3636365,-4.5799513,-13.362642,-0.6560029,8361.213,4.5603069e-10,13.362642,-5.142168
176.52649,399.34235,,0.6363636,1357,1357,2013.324918270111,,0.14999999,-1.1690991,144.15764,1247267,6.262785,0.868696,919.1355932203389,-3.2026029,,144,,0.14999999,-3.65934,254,6.169099,4.5454545,-4.3768983,-13.362642,-5.255136,8371.468,4.5535892e-10,13.362642,5.010232
175.65337,275.16687,,-0.6363636,1358,1358,2015.3462879657745,,0.14999999,-1.1688626,144.15764,1248266,6.262785,0.7768249,919.1944035346097,-3.2033393,1.5294919e-09,144,,0.14999999,-3.6601634,254,6.1688623,4.5454545,-4.574099,-13.362642,-0.84776175,8377.315,4.5468854e-10,13.362642,4.1109185
175.34416,306.7682,,0.6363636,1359,1359,2017.1595478057861,,0.14999999,-1.1682754,144.15764,1249265,6.262785,0.57046026,919.253127299485,-3.2040756,,144,,0.14999999,-3.66078,254,6.1682754,-4.5454545,-4.2340617,-13.362642,-0.37083206,8382.687,4.5401963e-10,13.362642,-4.0622187
171.75504,1065.2842,,-1.0,1360,1360,2018.9112148284912,,0.14999999,-1.1675808,144.15764,1250264,6.262785,1.2319072,919.3117647058823,-3.204811,,144,,0.14999999,-3.6609797,254,6.1675806,4.5454545,-3.4677553,-13.362642,-0.22369087,8387.91,4.533522e-10,13.362642,3.519146
171.22617,353.88696,,1.0,1361,1361,2020.9263832569122,,0.14999999,-1.1679728,144.15764,1251263,6.262785,0.56540364,919.3703159441587,-3.2055461,1.9721282e-34,144,,0.14999999,-3.6612315,254,6.1679726,4.5454545,-3.9946089,-13.362642,-1.7010927,8394.611,4.5268628e-10,13.362642,5.6897297
169.49904,286.87543,,-0.6363636,1362,1362,2022.9533891677856,,0.14999999,-1.1741908,144.15764,1252262,6.262785,0.6739662,919.4287812041116,-3.2062807,,144,,0.14999999,-3.6628063,254,6.1741905,2.7272727,-5.3248134,-13.362642,-9.636816,8409.248,4.5202173e-10,13.362642,2.2115207
169.338,320.60727,,0.6363636,1363,1363,2024.8028717041016,,0.14999999,-1.174007,144.15764,1253261,6.262785,0.659033,919.4871606749816,-3.2070146,,144,,0.14999999,-3.6642578,254,6.174007,-2.7272727,-5.27676,-13.362642,-0.9238291,8415.172,4.5135873e-10,13.362642,-1.6774389
168.88075,547.8485,,-0.6363636,1364,1364,2026.6839520931244,,0.14999999,-1.17764,144.15764,1254260,6.262785,1.304008,919.5454545454545,-3.207748,1.4421351e-27,144,,0.14999999,-3.666568,254,6.17764,-2.7272727,-6.439024,-13.362642,-6.1293187,8426.301,4.5069712e-10,13.362642,-3.5832465
167.93463,1622.8501,,0.6363636,1365,1365,2028.558611869812,,0.14999999,-1.1776992,144.15764,1255259,6.262785,1.83231,919.603663003663,-3.2084808,,144,,0.14999999,-3.6673574,254,6.177699,2.7272727,-4.9161525,-13.362642,-1.2585224,8432.56,4.5003698e-10,13.362642,3.5941875
165.80176,1986.4688,,1.0,1366,1366,2030.4195628166199,,0.14999999,-1.1785601,144.15764,1256258,6.262785,1.7048042,919.6617862371888,-3.2092133,,144,,0.14999999,-3.6683462,254,6.1785603,-4.5454545,-5.394685,-13.362642,-2.3537326,8439.913,4.493783e-10,13.362642,-3.5143385
165.2957,286.36606,,-0.09090909,1367,1367,2032.2232029438019,,0.14999999,-1.1795721,144.15764,1257257,6.262785,0.6921023,919.7198244330651,-3.209945,,144,,0.14999999,-3.6682045,254,6.179572,4.5454545,-3.615358,-13.362642,-2.5619926,8447.475,4.4872112e-10,13.362642,4.2059197
165.28918,788.62427,,0.09090909,1368,1368,2033.8825080394745,,0.14999999,-1.1788089,144.15764,1257940,6.262785,0.9461532,919.546783625731,-3.2106762,,144,,0.14999999,-3.668811,254,6.178809,-4.5454545,-4.152699,-13.362642,-0.1355206,8452.61,4.480653e-10,13.362642,-4.659766
163.76509,175.75403,,1.0,1369,1369,2035.9579718112946,,0.14999999,-1.1779499,144.15764,1258939,6.262785,0.41797286,919.6048210372535,-3.211407,,144,,0.14999999,-3.6697013,254,6.17795,2.7272727,-4.705278,-13.362642,-0.0027991754,8457.613,4.4741094e-10,13.362642,3.533813
161.93936,858.68536,,-1.0,1370,1370,2038.001502275467,,0.14999999,-1.1806725,144.15764,1259938,6.262785,1.4359423,919.6627737226278,-3.2121372,6.6447886e-38,144,,0.14999999,-3.6700985,254,6.1806726,2.7272727,-3.6168294,-13.362642,-4.9079804,8467.521,4.4675805e-10,13.362642,1.7682909
160.27351,449.64313,,-0.27272728,1371,1371,2039.8854994773865,,0.14999999,-1.1811198,144.15764,1260937,6.262785,1.4544971,919.7206418672502,-3.2128668,,144,,0.14999999,-3.670414,254,6.18112,-2.7272727,-4.309401,-13.362642,-1.7938539,8474.315,4.4610654e-10,13.362642,-2.9900491
160.17943,607.82056,,0.27272728,1372,1372,2041.765120267868,,0.14999999,-1.1802924,144.15764,1261936,6.262785,1.1478723,919.7784256559767,-3.2135959,31.71435,144,,0.14999999,-3.671477,254,6.180292,-2.7272727,-5.455003,-13.362642,-0.045878984,8479.361,4.4545648e-10,13.362642,-2.238304
160.17543,325.7987,,0.27272728,1373,1373,2043.6080493927002,,0.14999999,-1.1798941,144.15764,1262935,6.262785,0.6750389,919.8361252731246,-3.2143245,,144,,0.14999999,-3.6716168,254,6.179894,2.7272727,-3.8969557,-13.362642,-0.63354117,8484.994,4.4480783e-10,13.362642,3.0281134
153.57253,2438.469,,1.0,1374,1374,2045.4675989151,,0.14999999,-1.1790713,144.15764,1263934,6.262785,2.7199094,919.8937409024745,-3.2150526,,144,,0.14999999,-3.6733563,254,6.1790714,-2.7272727,-5.6859026,-13.362642,-0.04934381,8490.044,4.4416062e-10,13.362642,-1.8145343
150.61362,367.72742,,-0.09090909,1375,1375,2047.3023364543915,,0.14999999,-1.182191,144.15764,1264933,6.262785,0.5051909,919.9512727272727,-3.21578,,144,,0.14999999,-3.6740255,254,6.182191,2.7272727,-5.439443,-13.362642,-5.468557,8500.513,4.4351478e-10,13.362642,2.6749215
147.25859,340.5692,,0.27272728,1376,1376,2049.1596405506134,,0.14999999,-1.1813325,144.15764,1265932,6.262785,0.9458269,920.0087209302326,-3.2165072,,144,,0.14999999,-3.6745117,254,6.1813326,6.3636365,-3.813393,-13.362642,-0.00083221216,8505.514,4.428704e-10,13.362642,6.445203
147.07219,597.6871,,0.27272728,1377,1377,2051.0949125289917,,0.14999999,-1.1805878,144.15764,1266931,6.262785,1.4179001,920.0660856935367,-3.2172337,,144,,0.14999999,-3.674887,254,6.180588,-6.3636365,-4.0753856,-13.362642,-0.155959,8510.67,4.422274e-10,13.362642,-6.3641725
146.0857,495.0735,,-1.0,1378,1378,2052.934557199478,,0.14999999,-1.1797839,144.15764,1267930,6.262785,1.5167904,920.1233671988389,-3.2179596,,144,,0.14999999,-3.6747615,254,6.179784,-2.7272727,-3.8122845,-13.362642,-0.07292648,8515.742,4.4158577e-10,13.362642,-3.4439478
145.54962,651.2734,,-0.6363636,1379,1379,2054.644380092621,,0.14999999,-1.1801732,144.15764,1268929,6.262785,1.4562685,920.1805656272661,-3.218685,,144,,0.14999999,-3.6742675,254,6.180173,-6.3636365,-3.3478143,-13.362642,-1.7165207,8522.459,4.4094553e-10,13.362642,-6.7266803
