Delta,ReturnStepMax,ReturnMax,ReturnMin,Regret/t,DenMISELogFirst,Regret,TimeElapsed,IWMax,ReturnAbsMax,MountainCar_std0_higher,IWMean,AvgEpLen,DenMISEMeanLog,ActionIn1,IWLastEpisode,IWFirstEpisode,IWMin,MountainCar_std1_higher,NumTrajectories,NumTrainableParams,MountainCar_mu1_higher,ReturnLastEpisode,MountainCar_mu0_higher,TimestepsSoFar,Iteration,ReturnMean,GridSize,Bound,DenMISELogLast,MinEpLen
2.7567577e-08,111.92327,7.163643,-11.585449,6.287735,-2.8096502,1867.4573,194.25156450271606,80.63406,11.585449,0.14999999,1.1421535,913.1245791245791,-2.9801397,7.113167,,,,0.14999999,297,,6.6666665,-0.043837387,0.33333334,271198,297,-1.287735,49,48.11951,-2.5652962,253
2.738287e-08,111.92327,7.163643,-11.585449,6.286717,-2.8130116,1873.4417,195.00729751586914,81.715996,11.585449,0.14999999,0.9497695,913.4127516778524,-2.9779806,-3.9249935,,,,0.14999999,298,,-3.3333333,-0.9843695,-0.33333334,272197,298,-1.2867169,49,48.05334,-2.3714623,253
2.7200013e-08,111.92327,7.163643,-11.585449,6.283073,-2.8163617,1878.6388,195.79587149620056,68.239655,11.585449,0.14999999,1.0094731,913.6989966555184,-2.9829507,3.1120703,,,,0.14999999,299,,3.3333333,-0.19718677,-0.33333334,273196,299,-1.283073,49,48.058006,-4.325963,253
2.701898e-08,111.92327,7.163643,-11.585449,6.279169,-2.8197005,1883.7507,196.598628282547,81.96536,11.585449,0.14999999,1.0431509,913.9833333333333,-2.9807894,5.975591,,,,0.14999999,300,,6.6666665,-0.11189451,-0.6666667,274195,300,-1.279169,49,48.021706,-2.2739558,253
2.6839754e-08,111.92327,7.163643,-11.585449,6.2730207,-2.8230283,1888.1793,197.2394540309906,76.353134,11.585449,0.14999999,0.7856132,912.2990033222592,-2.9784768,3.3351443,,,,0.14999999,301,,3.3333333,0.571419,0.33333334,274602,301,-1.2730209,49,47.98554,-2.2408736,253
2.6662299e-08,111.92327,7.163643,-11.585449,6.2688985,-2.8263452,1893.2073,198.0063989162445,83.99907,11.585449,0.14999999,1.6064997,912.5860927152318,-2.977607,-6.9083796,,,,0.14999999,302,,-6.6666665,-0.028038979,-0.33333334,275601,302,-1.2688985,49,47.974827,-2.4426167,253
2.6486601e-08,111.92327,7.163643,-11.585449,6.265281,-2.8296509,1898.3802,198.90710949897766,77.22296,11.585449,0.14999999,1.2178257,912.8712871287129,-2.9737556,-6.711576,0.03143171,,,0.14999999,303,,-6.6666665,-0.17292634,0.33333334,276600,303,-1.2652813,49,47.968105,-2.2563043,253
2.6312636e-08,111.92327,7.163643,-11.585449,6.2619476,-2.8329458,1903.6321,199.65544748306274,62.790115,11.585449,0.14999999,0.49875697,913.1546052631579,-2.9790554,-6.117332,2.7804825,,,0.14999999,304,,-6.6666665,-0.25182295,0.6666667,277599,304,-1.2619475,49,47.918575,-4.7138863,253
2.6140375e-08,111.92327,7.163643,-11.585449,6.262937,-2.8362298,1910.1958,200.53895092010498,84.85798,11.585449,0.14999999,0.91172135,913.4360655737705,-2.9792356,-3.012618,,,,0.14999999,305,,-3.3333333,-1.5637352,0.33333334,278598,305,-1.2629371,49,47.867985,-2.5011618,253
2.59698e-08,111.92327,7.163643,-11.585449,6.2605653,-2.8395033,1915.7329,201.4616198539734,81.93613,11.585449,0.14999999,0.7944366,913.7156862745098,-2.9781191,2.737517,,,,0.14999999,306,,3.3333333,-0.5371556,-0.6666667,279597,306,-1.2605653,49,47.85061,-2.4841828,253
2.5800892e-08,111.92327,7.163643,-11.585449,6.258919,-2.8427658,1921.4882,202.25414943695068,84.02438,11.585449,0.14999999,0.77816904,913.9934853420195,-2.9767103,-4.29881,,,,0.14999999,307,,-3.3333333,-0.75517154,-0.6666667,280596,307,-1.258919,49,47.73032,-2.2698684,253
2.5633629e-08,111.92327,7.163643,-11.585449,6.259479,-2.8460178,1927.9196,203.09994101524353,83.13093,11.585449,0.14999999,0.9391969,914.2694805194806,-2.9770045,-7.201214,,,,0.14999999,308,,-6.6666665,-1.43143,-0.6666667,281595,308,-1.259479,49,47.576065,-2.7772481,253
2.5467983e-08,111.92327,7.163643,-11.585449,6.258785,-2.8492594,1933.9645,203.82170486450195,95.6095,11.585449,0.14999999,1.0624447,914.5436893203884,-2.9770975,5.5827484,,,,0.14999999,309,,6.6666665,-1.0448743,-1.0,282594,309,-1.2587847,49,47.517593,-2.8648324,253
2.5303939e-08,111.92327,7.163643,-11.585449,6.2512608,-2.8524904,1937.8909,204.2202754020691,89.46102,11.585449,0.14999999,0.8617718,912.658064516129,-2.975645,-7.977073,,,,0.14999999,310,,-6.6666665,1.0736331,-1.0,282924,310,-1.2512606,49,46.954567,-2.475717,253
2.5141473e-08,111.92327,7.163643,-11.585449,6.2555003,-2.855711,1945.4607,205.07526516914368,59.934895,11.585449,0.14999999,0.8262178,912.9356913183279,-2.9783466,0.4556316,,18.020826,,0.14999999,311,,,-2.5697994,0.33333334,283923,311,-1.2555004,49,46.872467,-3.592883,253
2.4980569e-08,111.92327,7.163643,-11.585449,6.2542367,-2.8025932,1951.3218,205.97819137573242,75.77239,11.585449,0.14999999,0.8730963,913.2115384615385,-2.9757228,-0.67839426,2.8504677e-12,0.00034802844,,0.14999999,312,,,-0.8612194,-0.6666667,284922,312,-1.2542367,49,46.604515,-1.934325,253
2.4821201e-08,111.92327,7.163643,-11.585449,6.2542176,-2.805792,1957.5701,206.7333493232727,56.152298,11.585449,0.14999999,1.1629337,913.4856230031949,-2.9750342,-0.28644794,1.0712732,1.7838794,,0.14999999,313,,,-1.2482691,-0.33333334,285921,313,-1.2542176,49,46.55281,-2.5729525,253
2.4663356e-08,111.92327,7.163643,-11.585449,6.2512403,-2.8032987,1962.8894,207.48297309875488,104.379684,11.585449,0.14999999,1.0764782,913.7579617834394,-2.971938,-11.009179,,,,0.14999999,314,,-10.0,-0.31936786,-1.0,286920,314,-1.2512404,49,46.51132,-2.0927582,253
2.4507013e-08,111.92327,7.163643,-11.585449,6.254473,-2.8064783,1970.159,208.11210298538208,77.96696,11.585449,0.14999999,1.0483447,914.0285714285715,-2.9722373,3.7010257,,,,0.14999999,315,,3.3333333,-2.2696164,0.6666667,287919,315,-1.2544733,49,46.393555,-3.0104878,253
2.435215e-08,111.92327,7.163643,-11.585449,6.2518153,-2.809648,1975.5736,208.80692291259766,104.77512,11.585449,0.14999999,0.9907368,914.2974683544304,-2.970205,2.0749936,5.620437e-16,,,0.14999999,316,,3.3333333,-0.41453674,-1.0,288918,316,-1.2518152,49,46.374935,-2.287679,253
2.4198751e-08,111.92327,7.163643,-11.585449,6.2579374,-2.8128076,1983.7661,209.30378603935242,104.97606,11.585449,0.14999999,1.1355722,913.1388012618296,-2.9791365,-1.2055624,,4.932024e-10,,0.14999999,317,,,-3.1925306,-1.0,289465,317,-1.2579373,49,46.282734,-5.664193,253
2.4046798e-08,111.92327,7.163643,-11.585449,6.261115,-2.815957,1991.0345,209.97838163375854,82.90936,11.585449,0.14999999,0.92037195,913.4088050314465,-2.9788742,7.270054,,,,0.14999999,318,,6.6666665,-2.2683723,0.6666667,290464,318,-1.2611148,49,46.142998,-2.8958583,253
2.389627e-08,111.92327,7.163643,-11.585449,6.2610745,-2.8190968,1997.2827,210.60491299629211,88.13707,11.585449,0.14999999,1.5083325,913.6771159874609,-2.9773443,-2.3858368,,,,0.14999999,319,,-3.3333333,-1.2482576,0.6666667,291463,319,-1.2610745,49,46.06374,-2.3420362,253
2.374715e-08,111.92327,7.163643,-11.585449,6.2634993,-2.8222268,2004.3198,211.30218482017517,105.16369,11.585449,0.14999999,0.67542994,913.94375,-2.9775894,-2.2844868,13.520884,,,0.14999999,320,,-3.3333333,-2.0369625,1.0,292462,320,-1.2634993,49,45.805874,-3.431777,253
2.3599425e-08,111.92327,7.163643,-11.585449,6.2754025,-2.825347,2014.4042,212.17687940597534,66.6124,11.585449,0.14999999,0.63516563,914.208722741433,-2.977111,0.29484433,,66.6124,,0.14999999,321,,,-5.0844436,,293461,321,-1.2754024,49,45.60151,-2.441728,253
2.3453074e-08,111.92327,7.163643,-11.585449,6.271487,-2.6398926,2019.419,212.9758903980255,106.97641,11.585449,0.14999999,1.464019,914.472049689441,-2.9797177,-4.4377265,,,,0.14999999,322,,-3.3333333,-0.014751379,-1.0,294460,322,-1.2714874,49,45.53535,-3.4106684,253
2.3308077e-08,111.92327,7.163643,-11.585449,6.2725525,-2.6429932,2026.0345,213.66028428077698,77.03312,11.585449,0.14999999,1.0910376,914.7337461300309,-2.9795308,0.83868283,,0.027400644,,0.14999999,323,,,-1.6155708,0.6666667,295459,323,-1.2725527,49,45.264305,-3.20918,253
2.3164423e-08,111.92327,7.163643,-11.585449,6.2720294,-2.6459997,2032.1375,214.30106115341187,70.614975,11.585449,0.14999999,1.1226443,914.9938271604939,-2.9815483,9.278874,,,,0.14999999,324,,10.0,-1.1029873,-0.6666667,296458,324,-1.2720294,49,44.869144,-3.6491039,253
2.3022093e-08,111.92327,7.163643,-11.585449,6.270336,-2.6490812,2037.8591,214.87799525260925,108.194435,11.585449,0.14999999,0.6891728,914.636923076923,-2.9791193,-5.731095,,,,0.14999999,325,,-6.6666665,-0.7217118,1.0,297257,325,-1.270336,49,43.89047,-2.2388375,253
2.2881071e-08,111.92327,7.163643,-11.585449,6.279804,-2.6521535,2047.2161,215.72457361221313,107.350876,11.585449,0.14999999,1.1640503,914.8957055214723,-2.9788268,-9.151452,,,,0.14999999,326,,-10.0,-4.356911,1.0,298256,326,-1.2798041,49,43.792427,-2.48619,253
2.274134e-08,111.92327,7.163643,-11.585449,6.283498,-2.6552162,2054.7039,216.5224757194519,108.50235,11.585449,0.14999999,1.0276709,915.1529051987768,-2.9773576,1.005039,,3.7391538e-07,,0.14999999,327,,,-2.487695,1.0,299255,327,-1.2834979,49,43.45986,-2.5264876,253
2.2602883e-08,111.92327,7.163643,-11.585449,6.2928944,-2.6582696,2064.0693,217.37050890922546,68.274216,11.585449,0.14999999,1.0838969,915.4085365853658,-2.9758353,-10.785814,,,,0.14999999,328,,-10.0,-4.365591,-0.6666667,300254,328,-1.2928945,49,42.964577,-2.39617,253
2.2465688e-08,111.92327,7.163643,-11.585449,6.291113,-2.6613138,2069.7761,218.1209318637848,70.3276,11.585449,0.14999999,0.99599874,915.6626139817629,-2.9754465,6.61332,,,,0.14999999,329,,6.6666665,-0.70667994,,301253,329,-1.2911127,49,42.835052,-2.8594012,253
2.2329736e-08,111.92327,7.163643,-11.585449,6.287175,-2.6643488,2074.7678,218.84072065353394,109.73796,11.585449,0.14999999,0.91530734,915.2424242424242,-2.9747832,7.441706,8.4388347e-07,,,0.14999999,330,,6.6666665,0.008224406,1.0,302030,330,-1.2871753,49,42.5418,-2.6783893,253
2.219502e-08,111.92327,7.163643,-11.585449,6.296446,-2.6673746,2084.1235,219.57709336280823,109.109535,11.585449,0.14999999,1.0460281,915.4954682779456,-2.9742086,11.108681,,,,0.14999999,331,,10.0,-4.3558316,1.0,303029,331,-1.2964461,49,42.5174,-2.6072845,253
2.2061514e-08,111.92327,7.163643,-11.585449,6.304978,-2.670391,2093.2527,220.3219838142395,68.35149,11.585449,0.14999999,0.86453825,915.7469879518072,-2.9747357,-9.127894,,,,0.14999999,332,,-10.0,-4.128938,0.6666667,304028,332,-1.3049778,49,42.227055,-3.0784469,253
2.1929212e-08,111.92327,7.163643,-11.585449,6.3095307,-2.6733987,2101.0737,221.10835456848145,56.155003,11.585449,0.14999999,0.90549594,915.996996996997,-2.9736023,10.037022,,,,0.14999999,333,,10.0,-2.821097,,305027,333,-1.3095307,49,42.219418,-2.4047143,253
2.1798098e-08,111.92327,7.163643,-11.585449,6.303713,-2.676397,2105.4402,221.7055959701538,62.235683,11.585449,0.14999999,0.84572613,914.7125748502993,-2.9713955,6.347821,,,,0.14999999,334,,6.6666665,0.633531,-0.33333334,305514,334,-1.3037131,49,42.19995,-2.0958302,253
2.1668152e-08,111.92327,7.163643,-11.585449,6.3006296,-2.6793866,2110.711,222.5428352355957,71.38681,11.585449,0.14999999,0.7760048,914.9641791044776,-2.969448,-2.9932728,,,,0.14999999,335,,-3.3333333,-0.27078298,,306513,335,-1.3006297,49,42.1784,-2.111417,253
2.1539364e-08,111.92327,7.163643,-11.585449,6.2970805,-2.6823673,2115.819,223.30815315246582,71.762375,11.585449,0.14999999,1.2679975,915.2142857142857,-2.969804,3.3955426,,,,0.14999999,336,,3.3333333,-0.108106814,,307512,336,-1.2970806,49,42.1535,-2.8104682,253
2.1411724e-08,111.92327,7.163643,-11.585449,6.293446,-2.685339,2120.8914,224.21193385124207,70.814224,11.585449,0.14999999,1.0941454,915.4629080118694,-2.9677854,-6.5930433,,,,0.14999999,337,,-6.6666665,-0.072223,,308511,337,-1.293446,49,42.13637,-2.4703977,253
2.1285215e-08,111.92327,7.163643,-11.585449,6.289832,-2.688302,2125.9631,225.27048659324646,70.93362,11.585449,0.14999999,1.0287713,915.7100591715977,-2.9689426,5.82789,,,,0.14999999,338,,6.6666665,-0.07191824,-0.6666667,309510,338,-1.289832,49,42.04987,-3.3935914,253
2.1159824e-08,111.92327,7.163643,-11.585449,6.2847366,-2.6912563,2130.526,226.01010298728943,70.27195,11.585449,0.14999999,0.91911274,914.2271386430679,-2.9685178,-3.7965157,,,,0.14999999,339,,-3.3333333,0.43746477,-0.33333334,309923,339,-1.2847368,49,41.93283,-2.782766,253
2.1035541e-08,111.92327,7.163643,-11.585449,6.281559,-2.6942017,2135.73,226.95655465126038,58.25216,11.585449,0.14999999,0.97611934,914.4764705882353,-2.9684148,2.8240962,,,,0.14999999,340,,3.3333333,-0.20426,-0.33333334,310922,340,-1.2815589,49,41.91908,-2.7838297,253
2.0912346e-08,111.92327,7.163643,-11.585449,6.2788396,-2.6971385,2141.0842,227.80635952949524,82.03613,11.585449,0.14999999,0.9979236,914.7243401759531,-2.9672315,9.221043,,,,0.14999999,341,,10.0,-0.35431015,-1.0,311921,341,-1.2788397,49,41.854996,-2.4884744,253
2.079023e-08,111.92327,7.163643,-11.585449,6.2760687,-2.7000668,2146.4155,228.37543320655823,71.77712,11.585449,0.14999999,1.5081992,913.2836257309941,-2.9671934,-7.013067,,,,0.14999999,342,,-6.6666665,-0.33125517,-0.33333334,312343,342,-1.2760689,49,41.856327,-2.8605409,253
1.5899369e-08,111.92327,7.163643,-11.585449,6.2727995,-2.7029865,2151.5703,229.2190079689026,114.09995,11.585449,0.14999999,1.067748,913.533527696793,-2.9642186,4.3899517,,,,0.14999999,343,,3.3333333,-0.1547468,1.0,313342,343,-1.2727997,49,42.16072,-2.3407073,253
1.5807066e-08,111.92327,7.163643,-11.585449,6.2831416,-2.7058978,2161.401,230.1711926460266,0.14703926,11.585449,0.14999999,0.00083474553,913.7819767441861,-2.9635804,-3.4754114,,,,0.14999999,344,,-4.285714,-4.830446,0.71428573,314341,344,-1.2831417,64,9303590.0,-2.6959507,253
1.5715564e-08,111.92327,7.163643,-11.585449,6.2874413,-2.7088006,2169.1672,253.352712392807,0.7066494,11.585449,0.14999999,0.0020672053,914.0289855072464,-2.970136,5.1174536,,,,0.14999999,345,,4.285714,-2.766502,0.71428573,315340,345,-1.2874415,64,9305093.0,-4.227546,253
1.5624853e-08,111.92327,7.163643,-11.585449,6.292371,-2.711695,2177.1602,254.44529676437378,1.1125096,11.585449,0.14999999,0.0034687629,914.2745664739884,-2.976131,-5.021078,,,,0.14999999,346,,-4.285714,-2.992941,-0.71428573,316339,346,-1.2923706,64,9106962.0,-4.047962,253
1.5534926e-08,111.92327,7.163643,-11.585449,6.2910223,-2.714581,2182.9849,255.66121745109558,1.157557,11.585449,0.14999999,0.0034122248,914.5187319884726,-2.9830952,3.383629,,,,0.14999999,347,,4.285714,-0.8245603,-0.71428573,317338,347,-1.2910224,64,9108423.0,-4.3975573,253
1.5445773e-08,111.92327,7.163643,-11.585449,6.2906976,-2.7174585,2189.1626,256.60785388946533,0.16806515,11.585449,0.14999999,0.0012639492,914.7614942528736,-2.990112,-4.0727744,,,,0.14999999,348,,-4.285714,-1.1779609,0.14285715,318337,348,-1.2906975,64,121632.93,-4.4297175,253
1.5357385e-08,111.92327,7.163643,-11.585449,6.2872534,-2.720328,2194.2515,257.7974808216095,0.07670125,11.585449,0.14999999,0.00046760048,915.0028653295129,-2.9957244,4.465041,,,,0.14999999,349,,4.285714,-0.0886793,0.14285715,319336,349,-1.2872533,64,121652.32,-3.9516606,253
1.5269755e-08,111.92327,7.163643,-11.585449,6.2839813,-2.7231894,2199.3936,258.7821991443634,1.0541773,11.585449,0.14999999,0.0035093639,915.2428571428571,-3.0016081,0.7872991,,5.508739e-25,,0.14999999,350,,1.4285715,-0.14203478,-0.42857143,320335,350,-1.2839813,64,110869.31,-4.056889,253
1.518287e-08,111.92327,7.163643,-11.585449,6.282658,-2.7260423,2205.2131,259.9214050769806,55.95803,11.585449,0.14999999,0.18508422,915.4814814814815,-3.009237,-0.7142559,,7.6121856e-16,,0.14999999,351,,-1.4285715,-0.81958526,0.42857143,321334,351,-1.2826582,64,110886.836,-4.684221,253
1.5096727e-08,111.92327,7.163643,-11.585449,6.284551,-2.7288873,2212.1619,260.78564190864563,92.51541,11.585449,0.14999999,0.27331808,915.71875,-3.0194635,-2.0674815,4.2092044e-10,4.161357e-17,,0.14999999,352,,-1.4285715,-1.9489083,-0.42857143,322333,352,-1.284551,64,110904.34,-5.7838316,253
1.5011317e-08,111.92327,7.163643,-11.585449,6.284728,-2.7317243,2218.5088,261.55871653556824,19.688456,11.585449,0.14999999,0.07677402,915.9546742209632,-3.0354664,1.7786369,,1.01921744e-23,,0.14999999,353,,1.4285715,-1.3469424,0.42857143,323332,353,-1.2847278,64,110921.74,-7.9136214,253
1.4926627e-08,111.92327,7.163643,-11.585449,6.282382,-2.734553,2223.9631,262.3687207698822,27.82003,11.585449,0.14999999,0.08115505,916.1892655367232,-3.0407667,0.24796736,2.0387191e-16,1.0599505e-33,,0.14999999,354,,1.4285715,-0.4542685,-1.0,324331,354,-1.2823818,64,60869.605,-3.9884343,253
1.4842651e-08,111.92327,7.163643,-11.585449,6.285071,-2.7373738,2231.2002,263.2596113681793,406.9217,11.585449,0.14999999,1.1604562,916.4225352112676,-3.046919,-0.556945,,7.086169e-23,,0.14999999,355,,-1.4285715,-2.2370548,1.0,325330,355,-1.285071,64,60876.94,-4.3044496,253
1.4759383e-08,111.92327,7.163643,-11.585449,6.2947006,-2.740187,2240.9136,263.96843791007996,417.59598,11.585449,0.14999999,1.1737155,916.6544943820224,-3.050681,2.4935503,,9.460733e-31,,0.14999999,356,,1.4285715,-4.713218,1.0,326329,356,-1.2947007,64,60884.277,-4.1653066,253
1.4676812e-08,111.92327,7.163643,-11.585449,6.3005056,-2.742992,2249.2805,264.73937940597534,9500.055,11.585449,0.14999999,39.467968,916.8851540616247,-3.0564785,-2.2860312,,8.029026e-26,,0.14999999,357,,-1.4285715,-3.3670378,-1.0,327328,357,-1.3005055,64,60799.68,-4.8988843,253
1.4594933e-08,111.92327,7.163643,-11.585449,6.3021383,-2.745789,2256.1655,265.4352948665619,8.27847,11.585449,0.14999999,0.049983323,917.1145251396648,-3.0461159,7.5001497,,,,0.14999999,358,,7.142857,-1.8849394,0.14285715,328327,358,-1.3021381,64,7908.241,-4.295486,253
1.4513737e-08,111.92327,7.163643,-11.585449,6.2987,-2.7485785,2261.2332,266.1154363155365,354.11517,11.585449,0.14999999,1.302147,917.1364902506964,-3.053627,-6.9743786,,,,0.14999999,359,,-7.142857,-0.06779557,0.14285715,329252,359,-1.2986997,64,7909.1523,-4.793492,253
1.4433216e-08,111.92327,7.163643,-11.585449,6.295433,-2.7513602,2266.356,267.1286633014679,20.631859,11.585449,0.14999999,0.11859718,917.3638888888889,-3.056385,-7.1419234,0.056739558,,,0.14999999,360,,-7.142857,-0.12277664,-0.42857143,330251,360,-1.2954333,64,6923.7744,-4.0127134,253
1.4353366e-08,111.92327,7.163643,-11.585449,6.2920556,-2.7541342,2271.4321,267.9309604167938,1.8948499,11.585449,0.14999999,0.0131078875,917.590027700831,-3.0615017,7.9352245,,,,0.14999999,361,,7.142857,-0.07609248,0.71428573,331250,361,-1.2920556,64,6864.8735,-4.0209208,253
1.4274175e-08,111.92327,7.163643,-11.585449,6.297888,-2.7569003,2279.8354,268.68648195266724,5.168115,11.585449,0.14999999,0.036493905,917.8149171270718,-3.066865,-6.5677443,,,,0.14999999,362,,-7.142857,-3.403402,0.71428573,332249,362,-1.297888,64,6865.9077,-4.0173388,253
1.4195636e-08,111.92327,7.163643,-11.585449,6.2986746,-2.759659,2286.419,269.54995679855347,2.862963,11.585449,0.14999999,0.013617375,918.038567493113,-3.0725555,6.695621,,,,0.14999999,363,,7.142857,-1.5833982,-0.42857143,333248,363,-1.2986746,64,6852.402,-4.17029,253
1.4117746e-08,111.92327,7.163643,-11.585449,6.2952447,-2.76241,2291.469,270.1501154899597,5.015701,11.585449,0.14999999,0.019037306,917.2582417582418,-3.0776649,-7.9887457,,,,0.14999999,364,,-7.142857,-0.050156936,-1.0,333882,364,-1.2952446,64,6608.502,-3.9473643,253
1.4040493e-08,111.92327,7.163643,-11.585449,6.2951403,-2.7651534,2297.726,271.1033387184143,1.8263348,11.585449,0.14999999,0.012991551,917.482191780822,-3.0851662,6.6066046,,,,0.14999999,365,,7.142857,-1.2570943,-1.0,334881,365,-1.2951401,64,6603.683,-4.8359933,253
1.39638745e-08,111.92327,7.163643,-11.585449,6.286674,-2.7678895,2300.9229,271.70576310157776,22.78487,11.585449,0.14999999,0.083084986,915.8852459016393,-3.0971212,3.8323534,,,,0.14999999,366,,4.285714,1.8034133,-0.14285715,335214,366,-1.2866741,64,528.25366,-6.475183,253
1.3887883e-08,111.92327,7.163643,-11.585449,6.283485,-2.770618,2306.039,272.5656969547272,38.820534,11.585449,0.14999999,0.11475074,916.0572207084468,-3.105418,-4.2074623,,,,0.14999999,367,,-4.285714,-0.11621542,-0.14285715,336193,367,-1.2834848,64,528.3318,-5.224288,253
1.3812508e-08,111.92327,7.163643,-11.585449,6.280099,-2.773339,2311.0764,273.53035044670105,5.250789,11.585449,0.14999999,0.019057946,916.2826086956521,-3.111723,1.1386619,,5.750059e-23,,0.14999999,368,,1.4285715,-0.037523936,-0.14285715,337192,368,-1.2800992,64,528.39655,-4.5364575,253
1.3737745e-08,111.92327,7.163643,-11.585449,6.2776036,-2.7760527,2316.4358,274.3808581829071,17.67025,11.585449,0.14999999,0.048503138,916.5067750677507,-3.116592,-5.506663,,,,0.14999999,369,,-4.285714,-0.35935944,-1.0,338191,369,-1.2776037,64,528.47095,-3.9287722,253
1.3663586e-08,111.92327,7.163643,-11.585449,6.279438,-2.7787592,2323.392,275.2812669277191,76.74684,11.585449,0.14999999,0.41812626,916.7297297297297,-3.1234884,-1.4338607,,4.34246e-15,,0.14999999,370,,-1.4285715,-1.9563572,-0.14285715,339190,370,-1.2794383,64,528.51624,-4.716865,253
1.3590027e-08,111.92327,7.163643,-11.585449,6.275996,-2.7814581,2328.3945,276.25672340393066,97.16868,11.585449,0.14999999,0.26216233,916.9514824797843,-3.1280632,3.1984138,,,,0.14999999,371,,4.285714,-0.0024710451,-1.0,340189,371,-1.2759963,64,528.36035,-4.202679,253
1.3517061e-08,111.92327,7.163643,-11.585449,6.27868,-2.78415,2335.669,277.09668493270874,111.97045,11.585449,0.14999999,0.30403972,917.1720430107526,-3.133121,5.170305,,,,0.14999999,372,,4.285714,-2.2743292,1.0,341188,372,-1.27868,64,527.836,-4.2436275,253
1.344468e-08,111.92327,7.163643,-11.585449,6.2832565,-2.7868345,2343.6545,278.1702663898468,33.477245,11.585449,0.14999999,0.109050155,917.3914209115281,-3.136796,-6.4173484,,,,0.14999999,373,,-7.142857,-2.9856267,1.0,342187,373,-1.2832563,64,526.9142,-3.771438,253
1.337288e-08,111.92327,7.163643,-11.585449,6.2854204,-2.789512,2350.7473,279.0200774669647,283.99817,11.585449,0.14999999,0.7772593,917.6096256684492,-3.1408694,-3.3157027,,,,0.14999999,374,,-4.285714,-2.092679,1.0,343186,374,-1.2854204,64,526.67554,-3.7668054,253
1.3301652e-08,111.92327,7.163643,-11.585449,6.2930636,-2.7921822,2359.899,279.7955114841461,143.37965,11.585449,0.14999999,0.38529652,917.8266666666667,-3.1437018,8.192689,,,,0.14999999,375,,7.142857,-4.151574,1.0,344185,375,-1.2930636,64,525.98334,-3.7870495,253
1.3230991e-08,111.92327,7.163643,-11.585449,6.3092484,-2.7948453,2372.2773,280.7518792152405,486.7343,11.585449,0.14999999,1.3157341,918.0425531914893,-3.1477232,6.5525403,7.803003e-29,,,0.14999999,376,,7.142857,-7.378525,-0.71428573,345184,376,-1.3092483,64,375.74396,-3.9838784,253
1.3160895e-08,111.92327,7.163643,-11.585449,6.303506,-2.7975013,2376.4216,281.36010694503784,322.77905,11.585449,0.14999999,1.5188957,916.684350132626,-3.1495488,-1.5833918,,1.1669313e-14,,0.14999999,377,,-1.4285715,0.85575473,0.14285715,345590,377,-1.3035057,64,374.1011,-3.6889327,253
1.3091352e-08,111.92327,7.163643,-11.585449,6.300091,-2.8001504,2381.4343,282.18187284469604,85.56554,11.585449,0.14999999,0.24936458,916.9021164021163,-3.1524284,-3.4001172,,,,0.14999999,378,,-4.285714,-0.012717657,0.42857143,346589,378,-1.3000909,64,374.12766,-4.373632,253
1.302236e-08,111.92327,7.163643,-11.585449,6.2994986,-2.8027923,2387.5098,282.9027156829834,120.3363,11.585449,0.14999999,0.33184272,917.1187335092349,-3.1621528,1.5732706,,1.56183e-22,,0.14999999,379,,1.4285715,-1.0754963,0.14285715,347588,379,-1.2994983,64,374.1092,-6.0660596,253
1.2953911e-08,111.92327,7.163643,-11.585449,6.296287,-2.8054273,2392.589,283.92069935798645,155.6054,11.585449,0.14999999,0.53990585,917.3342105263158,-3.1654592,3.6014326,,,,0.14999999,380,,4.285714,-0.07927964,-0.42857143,348587,380,-1.2962872,64,374.16138,-3.7100089,253
1.28860025e-08,111.92327,7.163643,-11.585449,6.2942786,-2.8080554,2398.12,284.82969427108765,151.5854,11.585449,0.14999999,0.4842977,917.5485564304462,-3.1706188,4.6069603,2.6706389e-06,,,0.14999999,381,,4.285714,-0.530978,0.42857143,349586,381,-1.2942785,64,374.0557,-4.6019554,253
1.2818624e-08,111.92327,7.163643,-11.585449,6.292002,-2.8106768,2403.545,285.61742901802063,135.7114,11.585449,0.14999999,0.5287418,917.761780104712,-3.173586,6.7614894,,,,0.14999999,382,,7.142857,-0.42471164,-0.14285715,350585,382,-1.2920021,64,374.0038,-3.7242448,253
1.2751775e-08,111.92327,7.163643,-11.585449,6.2890754,-2.813291,2408.7158,286.351845741272,198.82843,11.585449,0.14999999,0.60612524,917.0,-3.1762996,-4.6577406,,,,0.14999999,383,,-4.285714,-0.17110883,-0.42857143,351211,383,-1.2890754,64,374.04535,-3.68376,253
1.2685445e-08,111.92327,7.163643,-11.585449,6.2861986,-2.8158987,2413.9001,287.30477643013,204.05576,11.585449,0.14999999,0.7115626,917.2135416666666,-3.179641,-7.307969,,,,0.14999999,384,,-7.142857,-0.18426897,-0.14285715,352210,384,-1.2861984,64,374.0213,-3.9624918,253
1.26196325e-08,111.92327,7.163643,-11.585449,6.283022,-2.8184996,2418.9634,288.40100741386414,69.39513,11.585449,0.14999999,0.2743147,917.425974025974,-3.1820123,7.59477,,,,0.14999999,385,,7.142857,-0.06320519,0.42857143,353209,385,-1.2830218,64,373.94128,-3.6959853,253
