Delta,ReturnStepMax,ReturnMax,ReturnMin,Regret/t,DenMISELogFirst,Regret,TimeElapsed,IWMax,ReturnAbsMax,MountainCar_std0_higher,IWMean,AvgEpLen,DenMISEMeanLog,ActionIn1,IWLastEpisode,IWFirstEpisode,IWMin,MountainCar_std1_higher,NumTrajectories,NumTrainableParams,MountainCar_mu1_higher,ReturnLastEpisode,MountainCar_mu0_higher,TimestepsSoFar,Iteration,ReturnMean,GridSize,Bound,DenMISELogLast,MinEpLen
3.7526363e-05,97.12058,0.71924525,-8.032324,7.210072,-0.895482,129.7813,8.54638934135437,11.653915,8.032324,0.14999999,1.1846621,889.8888888888889,-1.142039,-0.12414439,2.4141333e-05,9.669978,,0.14999999,18,,,-2.5671017,,16018,18,-2.210072,9,37.66233,-1.6854633,403
3.368017e-05,97.12058,0.71924525,-8.032324,7.095891,-0.51957303,134.82193,9.178849458694458,9.5,8.032324,0.14999999,0.9999974,895.6315789473684,-1.0946773,9.937767,,,,0.14999999,19,,10.0,-0.040626224,,17017,19,-2.0958908,9,32.21709,-0.19815838,403
3.0396353e-05,97.61332,4.1861463,-8.032324,6.781789,-0.5708663,135.63577,9.361151218414307,10.0,8.032324,0.14999999,1.0,866.35,-1.0701123,-9.901025,,,,0.14999999,20,,-10.0,4.1861463,,17327,20,-1.7817891,9,31.990896,-0.43973142,310
2.7570388e-05,97.61332,4.1861463,-8.032324,6.6981926,-0.6196565,140.66205,9.807502508163452,10.500001,8.032324,0.14999999,1.0000017,872.6666666666666,-1.03548,9.093314,,,,0.14999999,21,,10.0,-0.026268482,-1.0,18326,21,-1.6981928,9,31.484875,-0.177962,310
2.5120953e-05,97.61332,4.1861463,-8.032324,6.661957,-0.6661765,146.56305,9.993759155273438,11.000001,8.032324,0.14999999,1.0000001,853.7272727272727,-1.0038345,-11.147289,,,,0.14999999,22,,-10.0,-0.9009994,-1.0,18782,22,-1.6619567,9,30.03955,-0.17328714,310
2.2984013e-05,97.61332,4.1861463,-8.032324,6.6837106,-0.7106283,153.72534,10.371695756912231,11.5,8.032324,0.14999999,1.0000001,860.0434782608696,-0.9820198,-1.1197248,,6.026438e-11,,0.14999999,23,,,-2.162297,-1.0,19781,23,-1.6837105,9,29.93583,-0.33508947,310
2.110858e-05,97.61332,4.1861463,-8.032324,6.698859,-0.7531879,160.77261,10.949818134307861,9.431937,8.032324,0.14999999,1.0636791,865.8333333333334,-0.96031994,-0.2763625,2.5086366e-10,8.387411,,0.14999999,24,,,-2.047275,,20780,24,-1.6988591,9,29.611738,-0.29328325,310
1.9453666e-05,97.61332,4.1861463,-8.032324,6.6354513,-0.4942939,165.88628,11.51395845413208,12.500001,8.032324,0.14999999,0.99999785,871.16,-0.95299983,1.5740261,8.6646266e-14,4.3082053e-08,,0.14999999,25,,,-0.11365806,1.0,21779,25,-1.6354511,9,29.099464,-0.7073072,310
1.7986009e-05,97.61332,4.1861463,-8.681222,6.906442,-0.5335146,179.5675,11.985982894897461,13.000002,8.681222,0.14999999,1.0,876.0769230769231,-1.0851173,-8.841478,,,,0.14999999,26,,-10.0,-8.681222,1.0,22778,26,-1.9064422,9,31.176273,-4.2184668,310
1.6678383e-05,97.61332,4.1861463,-8.681222,7.0494957,-0.57125497,190.33638,12.559157609939575,9.0,8.681222,0.14999999,0.99999833,880.6296296296297,-1.0723227,10.069163,,,,0.14999999,27,,10.0,-5.768881,,23777,27,-2.0494955,9,30.690208,-0.56934613,310
9.122555e-06,97.61332,4.1861463,-8.681222,6.861122,-0.6076226,192.11142,12.78456425666809,,8.681222,0.14999999,,861.1071428571429,-1.0402519,-4.52297,,,,0.14999999,28,,-3.3333333,3.2249696,-1.0,24111,28,-1.8611219,16,inf,-0.055457015,310
8.504261e-06,97.61332,4.1861463,-8.681222,6.8858323,-0.6427139,199.68913,13.703787565231323,,8.681222,0.14999999,,865.8620689655172,-1.1130855,-2.7605531,,,,0.14999999,29,,-3.3333333,-2.577726,1.0,25110,29,-1.8858322,16,inf,-2.1698704,310
7.94676e-06,97.61332,4.1861463,-8.681222,6.9142275,-0.6766155,207.42682,14.201263666152954,,8.681222,0.14999999,,870.3,-1.2269282,2.106699,,,,0.14999999,30,,3.3333333,-2.7376952,-1.0,26109,30,-1.9142276,16,inf,-3.5452168,310
7.4423347e-06,97.61332,4.1861463,-8.681222,6.935725,-0.7094053,215.00748,14.804522037506104,,8.681222,0.14999999,,874.4516129032259,-1.2974999,4.1613946,,,,0.14999999,31,,3.3333333,-2.5806487,1.0,27108,31,-1.9357251,16,inf,-2.43096,310
6.984457e-06,97.61332,4.1861463,-8.681222,7.0045013,-0.741154,224.14404,15.24072790145874,6.8962754e-06,8.681222,0.14999999,2.155088e-07,878.34375,-1.3451495,-4.0553894,,,,0.14999999,32,,-3.3333333,-4.1365676,-0.33333334,28107,32,-2.0045013,16,1017645.5,-1.8380802,310
6.5675695e-06,97.61332,4.1861463,-8.681222,6.9709525,-0.7719256,230.04143,15.857373476028442,3.776174e-06,8.681222,0.14999999,1.1442952e-07,882.0,-1.4374912,2.6774235,,,,0.14999999,33,,3.3333333,-0.89737344,-0.33333334,29106,33,-1.9709524,16,1020279.94,-3.4077296,310
6.186923e-06,97.61332,4.1861463,-8.681222,6.9324436,-0.8017786,235.70308,16.471369743347168,0.29611105,8.681222,0.14999999,0.008709152,885.4411764705883,-1.5070381,-2.9417171,,,,0.14999999,34,,-3.3333333,-0.66165966,0.33333334,30105,34,-1.9324435,16,723250.06,-2.816943,310
5.8384353e-06,97.61332,4.1861463,-8.681222,6.904148,-0.83076614,241.64517,17.05767297744751,0.024560954,8.681222,0.14999999,0.0007018324,888.6857142857143,-1.5727743,3.7000344,,,,0.14999999,35,,3.3333333,-0.9420998,0.33333334,31104,35,-1.904148,16,724996.0,-2.8308973,310
5.5185833e-06,97.61332,4.1861463,-8.681222,6.869443,-0.858937,247.29994,17.556777000427246,2.7512054,8.681222,0.14999999,0.11269731,891.75,-1.6070206,-10.328712,,,,0.14999999,36,,-10.0,-0.65476036,-0.33333334,32103,36,-1.8694428,16,360.00095,-1.8203604,310
5.224312e-06,97.61332,4.1861463,-8.681222,6.820461,-0.88633597,252.35706,18.101649284362793,4.038802,8.681222,0.14999999,0.14794354,894.6486486486486,-1.6284809,-9.945215,0.08605552,,,0.14999999,37,,-10.0,-0.057114925,0.33333334,33102,37,-1.8204609,16,360.81293,-1.5241655,310
4.9529667e-06,97.61332,4.1861463,-8.681222,6.7763367,-0.9130042,257.5008,18.517753839492798,23.017235,8.681222,0.14999999,0.77493536,897.3947368421053,-1.6512015,9.592681,,,,0.14999999,38,,10.0,-0.14374506,-0.33333334,34101,38,-1.7763369,16,314.2793,-1.6471268,310
4.7022245e-06,97.61332,4.1861463,-8.681222,6.7245255,-0.93897974,262.25647,18.846386909484863,7.384007,8.681222,0.14999999,0.21970382,887.5384615384615,-1.6583838,10.48659,0.00064853375,,,0.14999999,39,,10.0,0.2443191,0.33333334,34614,39,-1.7245252,16,313.92514,-1.576599,310
4.4700523e-06,97.61332,4.1861463,-8.681222,6.721078,-0.96429753,268.84314,19.548408031463623,32.987526,8.681222,0.14999999,1.3498745,890.325,-1.6974428,9.690162,9.116133e-06,,,0.14999999,40,,10.0,-1.5866456,-0.33333334,35613,40,-1.7210782,16,53.55567,-2.436751,310
4.2546603e-06,97.61332,4.1861463,-8.681222,6.6306386,-0.9889901,271.8562,19.8296959400177,40.9769,8.681222,0.14999999,1.0001379,877.8536585365854,-1.6756366,4.0780087,,,,0.14999999,41,,3.3333333,1.9869391,0.33333334,35992,41,-1.6306387,16,52.83297,-0.8772162,310
4.0544687e-06,97.61332,4.1861463,-8.681222,6.622935,-1.0130877,278.16327,20.33668804168701,40.84633,8.681222,0.14999999,0.97253406,880.7380952380952,-1.7155317,2.9644747,4.08031e-07,,,0.14999999,42,,3.3333333,-1.3070807,-0.33333334,36991,42,-1.6229349,16,52.934284,-3.0567963,310
3.868082e-06,98.45354,4.1861463,-8.681222,6.587738,-1.0366182,283.27274,20.777583360671997,9.111636,8.681222,0.14999999,0.31688905,880.8837209302326,-1.7304024,-10.633116,,,,0.14999999,43,,-10.0,-0.10946985,-0.33333334,37878,43,-1.587738,16,52.97599,-2.0460086,310
3.6942577e-06,98.45354,4.1861463,-8.681222,6.5640316,-1.0596077,288.81738,21.23274803161621,28.986256,8.681222,0.14999999,0.6587789,883.5681818181819,-1.7550621,-3.5349572,,,,0.14999999,44,,-3.3333333,-0.5446541,-0.33333334,38877,44,-1.5640316,16,53.064583,-2.121307,310
3.5318933e-06,98.45354,4.1861463,-8.681222,6.5347614,-1.0820806,294.06427,21.70142960548401,18.035944,8.681222,0.14999999,0.5348453,886.1333333333333,-1.7588124,-9.809169,,,,0.14999999,45,,-10.0,-0.24687162,0.33333334,39876,45,-1.5347614,16,53.122,-1.4411075,310
3.3800018e-06,98.45354,4.1861463,-8.681222,6.5068574,-1.1040595,299.31543,22.218939065933228,45.267395,8.681222,0.14999999,0.992755,888.5869565217391,-1.7587366,-2.8413944,,,,0.14999999,46,,-3.3333333,-0.25117773,0.33333334,40875,46,-1.5068575,16,53.079834,-1.2325146,310
3.2377015e-06,98.45354,4.1861463,-8.681222,6.4948025,-1.1255656,305.2557,22.641826152801514,44.966904,8.681222,0.14999999,1.1447989,890.936170212766,-1.7705858,10.106533,,,,0.14999999,47,,10.0,-0.9402677,0.33333334,41874,47,-1.4948022,16,52.042114,-2.0201552,310
3.1042032e-06,98.45354,4.1861463,-8.681222,6.424257,-1.1466191,308.36432,22.92265009880066,47.99999,8.681222,0.14999999,1.0139257,880.4791666666666,-1.7486926,2.4268916,,,,0.14999999,48,,3.3333333,1.8913878,-1.0,42263,48,-1.4242567,16,51.984295,-0.57778835,310
2.9787932e-06,98.45354,4.1861463,-8.681222,6.4354043,-1.1672384,315.3348,23.510833024978638,48.161118,8.681222,0.14999999,0.998065,882.8979591836735,-1.7500423,-2.3259344,,,,0.14999999,49,,-3.3333333,-1.9704952,1.0,43262,49,-1.4354044,16,51.943188,-1.5320711,310
2.8608335e-06,98.45354,4.1861463,-8.681222,6.535204,-1.1874411,326.7602,23.99691891670227,49.999977,8.681222,0.14999999,1.2057201,885.22,-1.7625018,-4.522892,,,,0.14999999,50,,-3.3333333,-6.425383,-1.0,44261,50,-1.535204,16,51.984833,-2.082771,310
2.7497433e-06,98.45354,4.1861463,-8.681222,6.558565,-1.2072437,334.48682,24.452821731567383,50.928528,8.681222,0.14999999,1.0588709,887.4509803921569,-1.7808701,4.3740997,,,,0.14999999,51,,3.3333333,-2.7266152,1.0,45260,51,-1.558565,16,50.9461,-2.5893717,310
2.6450014e-06,98.45354,4.1861463,-8.681222,6.6475697,-1.2266618,345.6736,24.96476674079895,23.501762,8.681222,0.14999999,1.1362058,889.5961538461538,-1.7771306,9.4462,,,,0.14999999,52,,10.0,-6.1867914,-0.33333334,46259,52,-1.6475694,16,39.56117,-1.3470846,310
2.5461316e-06,98.45354,4.4718914,-8.681222,6.532108,-1.24571,346.20172,25.209827184677124,21.451468,8.681222,0.14999999,0.81549704,878.4905660377359,-1.7762169,-9.722582,,,,0.14999999,53,,-10.0,4.4718914,0.33333334,46560,53,-1.5321078,16,38.149086,-1.726862,301
2.4527033e-06,98.45354,4.4718914,-8.681222,6.5058694,-1.2644022,351.31696,25.640007257461548,26.941576,8.681222,0.14999999,0.9852011,880.7222222222222,-1.766707,3.064526,,,,0.14999999,54,,3.3333333,-0.11522923,-0.33333334,47559,54,-1.5058693,16,38.18012,-0.98403823,301
2.3643252e-06,98.45354,4.4718914,-8.681222,6.4807673,-1.2827513,356.4422,26.207123517990112,27.496632,8.681222,0.14999999,0.8293282,882.8727272727273,-1.7619361,-3.8277395,,,,0.14999999,55,,-3.3333333,-0.1252695,-0.33333334,48558,55,-1.4807675,16,38.19223,-1.3144792,301
2.2806387e-06,98.45354,4.4718914,-8.681222,6.4632645,-1.3007698,361.9428,26.77758550643921,27.420542,8.681222,0.14999999,0.7602159,884.9464285714286,-1.7604116,-10.252066,,,,0.14999999,56,,-10.0,-0.50059366,-0.33333334,49557,56,-1.4632645,16,38.17993,-1.3756994,301
2.2013185e-06,98.45354,4.4718914,-8.681222,6.4474277,-1.3184694,367.5034,27.331666946411133,27.86995,8.681222,0.14999999,0.6855806,886.9473684210526,-1.7814243,10.467332,,,,0.14999999,57,,10.0,-0.5605779,0.33333334,50556,57,-1.4474279,16,37.81725,-2.620119,301
2.1260653e-06,98.45354,7.163643,-8.681222,6.298961,-1.3358611,365.33975,27.54935097694397,28.983587,8.681222,0.14999999,0.94474155,876.0172413793103,-1.781265,3.6612337,,,,0.14999999,58,,3.3333333,7.163643,0.33333334,50809,58,-1.2989612,16,37.8608,-1.3661585,253
2.0546058e-06,98.45354,7.163643,-8.681222,6.2794514,-1.3529556,370.4876,28.037734985351562,29.08066,8.681222,0.14999999,0.9892787,878.1016949152543,-1.7808824,-2.7527688,,,,0.14999999,59,,-3.3333333,-0.14788496,0.33333334,51808,59,-1.2794513,16,37.88108,-1.5411144,253
1.98669e-06,98.45354,7.163643,-8.681222,6.273294,-1.3697627,376.39764,28.507273197174072,29.999994,8.681222,0.14999999,1.0092195,880.1166666666667,-1.7853653,2.1223187,,,,0.14999999,60,,3.3333333,-0.91000557,-1.0,52807,60,-1.2732939,16,36.58806,-1.8634436,253
1.9220863e-06,98.45354,7.163643,-8.681222,6.2948904,-1.386292,383.98828,28.964275360107422,30.500002,8.681222,0.14999999,1.1292068,876.9016393442623,-1.7888968,-4.290207,,,,0.14999999,61,,-3.3333333,-2.590663,-1.0,53491,61,-1.2948902,16,36.150837,-1.8291323,253
1.8605837e-06,98.45354,7.163643,-8.681222,6.310353,-1.4025525,391.24188,29.45208978652954,30.999962,8.681222,0.14999999,1.0074048,878.8709677419355,-1.7905672,-2.6620605,,,,0.14999999,62,,-3.3333333,-2.2535682,1.0,54490,62,-1.3103527,16,34.389847,-1.833125,253
1.8019862e-06,98.45354,7.163643,-8.681222,6.3275304,-1.4185528,398.63443,30.07543921470642,19.610165,8.681222,0.14999999,1.1749133,880.7777777777778,-1.8024317,9.282735,,,,0.14999999,63,,10.0,-2.3925552,-0.33333334,55489,63,-1.3275305,16,34.228928,-2.3664541,253
1.7461142e-06,98.45354,7.163643,-8.681222,6.321249,-1.4343011,404.55994,30.522669792175293,31.999344,8.681222,0.14999999,1.0388621,878.09375,-1.8162973,4.7960987,,,,0.14999999,64,,3.3333333,-0.925517,1.0,56198,64,-1.321249,16,33.849487,-2.7479427,253
1.1068314e-06,111.92327,7.163643,-11.286609,6.474562,-1.4498054,420.84656,31.151225328445435,3.6029632e-24,11.286609,0.14999999,5.6201206e-26,879.9538461538461,-1.8454425,-6.2249565,,,,0.14999999,65,,-5.0,-11.286609,-1.0,57197,65,-1.4745622,25,inf,-3.5676994,253
1.073545e-06,111.92327,7.163643,-11.286609,6.489345,-1.4650729,428.29678,33.01100492477417,9.11948e-19,11.286609,0.14999999,1.3845811e-20,881.7575757575758,-1.877195,-4.319858,1.408305e-25,,,0.14999999,66,,-5.0,-2.45023,0.5,58196,66,-1.4893451,25,inf,-2.9487166,253
1.0417382e-06,111.92327,7.163643,-11.286609,6.4810057,-1.4801106,434.2274,33.55839681625366,1.4550417e-22,11.286609,0.14999999,2.1718909e-24,883.5074626865671,-1.9057343,4.0973635,,,,0.14999999,67,,5.0,-0.93060386,-1.0,59195,67,-1.4810057,25,inf,-2.7968206,253
1.011324e-06,111.92327,7.163643,-11.286609,6.4836407,-1.4949257,440.88757,33.9780478477478,6.488301e-19,11.286609,0.14999999,9.639133e-21,880.4705882352941,-1.9271996,5.429305,6.488301e-19,,,0.14999999,68,,5.0,-1.6602046,0.5,59872,68,-1.4836409,25,inf,-2.3727767,253
9.822227e-07,111.92327,7.163643,-11.286609,6.4650745,-1.5095246,446.09012,34.428831577301025,0.0059437538,11.286609,0.14999999,8.614143e-05,882.1884057971015,-1.9754674,-5.639288,,,,0.14999999,69,,-5.0,-0.2025436,-0.5,60871,69,-1.4650743,25,18976.014,-4.2649374,253
9.543596e-07,111.92327,7.163643,-11.286609,6.4603252,-1.5239134,452.22278,34.98234534263611,0.0012000789,11.286609,0.14999999,1.7143984e-05,883.8571428571429,-2.0073636,6.2057695,,,,0.14999999,70,,5.0,-1.1326394,1.0,61870,70,-1.4603252,25,18995.74,-3.2154841,253
9.276656e-07,111.92327,7.163643,-11.286609,6.5716534,-1.538098,466.5874,35.55058670043945,0.47888252,11.286609,0.14999999,0.0067448243,885.4788732394367,-2.0484216,-3.9197283,,,,0.14999999,71,,-5.0,-9.364631,1.0,62869,71,-1.5716536,25,19015.162,-3.9295619,253
9.020761e-07,111.92327,7.163643,-11.286609,6.612693,-1.5520842,476.1139,36.05754017829895,1.0218062,11.286609,0.14999999,0.014203112,887.0555555555555,-2.0671833,4.3439765,,,,0.14999999,72,,5.0,-4.5264764,-0.5,63868,72,-1.6126927,25,19034.281,-2.4129605,253
8.775309e-07,111.92327,7.163643,-11.286609,6.594059,-1.5658776,481.36633,36.50975966453552,0.16067122,11.286609,0.14999999,0.0022109568,885.1506849315068,-2.117686,-4.816411,,,,0.14999999,73,,-5.0,-0.25243974,,64616,73,-1.5940591,25,13472.616,-4.774884,253
8.539741e-07,111.92327,7.163643,-11.286609,6.57253,-1.5794832,486.3672,37.05136442184448,64.507866,11.286609,0.14999999,0.9644197,886.6891891891892,-2.1425104,5.002391,,,,0.14999999,74,,5.0,-0.00088236784,,65615,74,-1.5725298,25,13485.555,-2.963688,253
8.3135325e-07,111.92327,7.163643,-11.286609,6.5518527,-1.5929062,491.38895,37.67121434211731,10.591226,11.286609,0.14999999,0.14811754,888.1866666666666,-2.1514108,0.24801256,,0.40983862,,0.14999999,75,,,-0.021743571,0.5,66614,75,-1.5518526,25,7789.9775,-2.5322373,253
8.096195e-07,111.92327,7.163643,-11.286609,6.5370855,-1.6007018,496.8185,38.19473052024841,6.308558,11.286609,0.14999999,0.15024641,889.6447368421053,-2.172024,-0.6840297,5.2840187e-06,0.013864485,,0.14999999,76,,,-0.42956755,-0.5,67613,76,-1.5370857,25,2983.905,-2.8635879,253
7.88727e-07,111.92327,7.163643,-11.286609,6.5205226,-1.6135914,502.08026,38.71227955818176,8.793828,11.286609,0.14999999,0.21970348,891.0649350649351,-2.2131732,-9.271558,,,,0.14999999,77,,-10.0,-0.26173535,0.5,68612,77,-1.5205227,25,79.07426,-4.4926276,253
7.6863284e-07,111.92327,7.163643,-11.286609,6.5211716,-1.6264949,508.6514,39.23303580284119,52.944717,11.286609,0.14999999,0.8518167,892.4487179487179,-2.2260869,10.361441,,,,0.14999999,78,,10.0,-1.5711597,0.5,69611,78,-1.5211718,25,79.095436,-2.438446,253
7.49297e-07,111.92327,7.163643,-11.286609,6.5175786,-1.639234,514.8887,39.778666734695435,47.237785,11.286609,0.14999999,1.1543658,893.7974683544304,-2.2183533,-10.312618,,,,0.14999999,79,,-10.0,-1.2372998,-0.5,70610,79,-1.5175785,25,78.65517,-1.3031383,253
7.306816e-07,111.92327,7.163643,-11.286609,6.5107527,-1.6518127,520.8602,40.3577516078949,79.34308,11.286609,0.14999999,0.9939946,895.1125,-2.256918,-4.8051724,,,,0.14999999,80,,-5.0,-0.9715262,,71609,80,-1.5107529,25,74.136116,-5.2304034,253
7.1275144e-07,111.92327,7.163643,-11.286609,6.492122,-1.6642352,525.8619,40.94177532196045,21.18787,11.286609,0.14999999,0.40271887,896.395061728395,-2.2623644,-0.5390421,,0.014773926,,0.14999999,81,,,-0.0016710234,-0.5,72608,81,-1.4921222,25,74.09972,-2.3955116,253
6.954733e-07,111.92327,7.163643,-11.286609,6.4779797,-1.6763229,531.19434,41.48475432395935,43.80855,11.286609,0.14999999,0.5508551,897.6463414634146,-2.2722626,5.555378,,,,0.14999999,82,,5.0,-0.33243155,0.5,73607,82,-1.4779797,25,74.159645,-2.4495718,253
6.788158e-07,111.92327,7.163643,-11.286609,6.4703765,-1.6884443,537.04126,42.0164520740509,80.2195,11.286609,0.14999999,1.3577899,898.8674698795181,-2.2743247,5.1991262,0.24095154,,,0.14999999,83,,5.0,-0.8469309,,74606,83,-1.4703766,25,74.228745,-1.8939959,253
6.627497e-07,111.92327,7.163643,-11.286609,6.4535193,-1.7004205,542.09564,42.575618505477905,70.851715,11.286609,0.14999999,0.85800964,900.0595238095239,-2.272983,4.70678,0.008875974,,,0.14999999,84,,5.0,-0.054369174,-0.5,75605,84,-1.4535193,25,74.17165,-2.1932487,253
6.472474e-07,111.92327,7.163643,-11.286609,6.441969,-1.7122549,547.5674,42.9919068813324,46.654045,11.286609,0.14999999,0.5513864,898.9882352941177,-2.2798471,-5.8351865,,,,0.14999999,85,,-5.0,-0.47174153,-0.5,76414,85,-1.441969,25,73.833855,-2.4884534,253
6.3228265e-07,111.92327,7.163643,-11.286609,6.432392,-1.723951,553.18567,43.58718991279602,69.06969,11.286609,0.14999999,0.9337409,900.1511627906976,-2.3065853,0.5384285,,0.4672237,,0.14999999,86,,,-0.6183255,0.5,77413,86,-1.4323919,25,73.85254,-4.025199,253
6.1783095e-07,111.92327,7.163643,-11.286609,6.4328885,-1.7300936,559.66125,44.17173361778259,86.038376,11.286609,0.14999999,0.9977294,901.2873563218391,-2.309097,-4.7526765,,,,0.14999999,87,,-5.0,-1.4755939,0.5,78412,87,-1.4328884,25,73.831665,-2.2438977,253
6.0386907e-07,111.92327,7.163643,-11.286609,6.425823,-1.7415223,565.4724,44.65387320518494,85.57117,11.286609,0.14999999,0.97342247,902.3977272727273,-2.3217642,4.035144,,,,0.14999999,88,,5.0,-0.8111288,-1.0,79411,88,-1.425823,25,73.32821,-3.1258817,253
5.903753e-07,111.92327,7.163643,-11.286609,6.427712,-1.7528219,572.06635,45.179930448532104,88.984695,11.286609,0.14999999,1.2940295,901.943820224719,-2.322544,-5.908176,,,,0.14999999,89,,-5.0,-1.5939411,-1.0,80273,89,-1.427712,25,72.43311,-2.0770996,253
5.773287e-07,111.92327,7.163643,-11.286609,6.428928,-1.7639952,578.6035,45.72751832008362,89.52602,11.286609,0.14999999,0.99960387,903.0222222222222,-2.3207371,-3.729261,3.4564578e-33,,,0.14999999,90,,-5.0,-1.5371606,1.0,81272,90,-1.4289279,25,71.18206,-2.1171265,253
