DenMISELogFirst,MountainCar_std1_higher,ActionIn1,ReturnStepMax,Regret/t,DenMISEMeanLog,ReturnMax,MountainCar_mu1_higher,IWLastEpisode,AvgEpLen,NumTrainableParams,TimeElapsed,MountainCar_mu0_higher,IWFirstEpisode,IWMax,MinEpLen,Delta,ReturnAbsMax,MountainCar_std0_higher,DenMISELogLast,GridSize,TimestepsSoFar,NumTrajectories,Iteration,ReturnLastEpisode,ReturnMean,ReturnMin,IWMean,IWMin,Regret,Bound
-2.6568322,0.14999999,10.955267,156.16803,6.1831026,-3.001936,6.419518,10.0,,909.4512195121952,,226.7152841091156,1.0,,108.89669,258,2.2602883e-08,14.356425,0.14999999,-3.8522692,49,298300,328,328,-4.6424575,-1.1831028,-14.356425,0.8516428,,2028.0577,55.598316
-2.6598763,0.14999999,9.438871,156.16803,6.203676,-3.0021,6.419518,10.0,7.522192e-28,909.7234042553191,,227.66145253181458,-0.6666667,,57.63349,258,2.2465688e-08,14.356425,0.14999999,-2.8296485,49,299299,329,329,-7.9517026,-1.2036761,-14.356425,1.1058567,,2041.0094,55.194046
-2.6629112,0.14999999,7.8310404,156.16803,6.2023454,-2.9982758,6.419518,6.6666665,,909.9666666666667,,228.4199948310852,1.0,,107.83452,258,2.2329736e-08,14.356425,0.14999999,-1.7868108,49,300289,330,330,-0.7644899,-1.2023453,-14.356425,1.0436938,,2046.7739,54.993317
-2.665937,0.14999999,4.3722935,156.16803,6.2168627,-2.9976647,6.419518,3.3333333,,910.2356495468277,,229.10771250724792,1.0,,109.68904,258,2.219502e-08,14.356425,0.14999999,-2.7351067,49,301288,331,331,-6.007682,-1.2168628,-14.356425,0.9008742,,2057.7815,54.576324
-2.6689534,0.14999999,8.94185,156.16803,6.226892,-2.996555,6.419518,10.0,,910.5030120481928,,229.83183693885803,-1.0,,81.971535,258,2.2061514e-08,14.356425,0.14999999,-2.42298,49,302287,332,332,-4.546557,-1.226892,-14.356425,0.7719916,,2067.3281,53.5616
-2.671961,0.14999999,-10.836977,156.16803,6.2164993,-2.9977462,6.419518,-10.0,,908.7357357357357,,230.3830544948578,-0.6666667,,70.32602,258,2.1929212e-08,14.356425,0.14999999,-3.0889359,49,302609,333,333,2.233923,-1.2164992,-14.356425,1.193327,,2070.0942,53.292377
-2.6749594,0.14999999,-9.111598,156.16803,6.216501,-2.995568,6.419518,-10.0,4.187676e-19,909.0059880239521,,231.21535181999207,0.6666667,,68.74761,258,2.1798098e-08,14.356425,0.14999999,-2.3855202,49,303608,334,334,-1.2171674,-1.2165012,-14.356425,1.0193591,,2076.3115,52.611675
-2.677949,0.14999999,6.108126,156.16803,6.2185698,-2.995017,6.419518,6.6666665,,909.2746268656716,,232.04407787322998,-0.6666667,,71.60982,258,2.1668152e-08,14.356425,0.14999999,-2.768551,49,304607,335,335,-1.9095227,-1.2185699,-14.356425,1.2261655,,2083.221,52.570187
-2.6809297,0.14999999,6.751903,156.16803,6.216671,-2.9925065,6.419518,6.6666665,0.15659788,908.8422619047619,,232.85807752609253,,,71.71496,258,2.1539364e-08,14.356425,0.14999999,-2.2822342,49,305371,336,336,-0.58045435,-1.2166708,-14.356425,1.0305772,,2088.8013,52.465878
-2.6839015,0.14999999,6.4874926,156.16803,6.2107754,-2.9902492,6.419518,6.6666665,1.2601614,907.5608308605341,,233.52099347114563,-0.33333334,,63.003357,258,2.1411724e-08,14.356425,0.14999999,-2.1864827,49,305848,337,337,0.7701376,-1.2107753,-14.356425,0.83116853,,2093.0312,52.33914
-2.6868644,0.14999999,-3.35738,156.16803,6.2047114,-2.9893181,6.419518,-3.3333333,,906.2662721893491,,234.23425197601318,,,71.40118,258,2.1285215e-08,14.356425,0.14999999,-2.4625454,49,306318,338,338,0.8387525,-1.2047116,-14.356425,1.1596537,,2097.1924,52.287113
-2.6898186,0.14999999,3.338743,156.16803,6.201188,-2.9866886,6.419518,3.3333333,,906.5398230088496,,235.08674478530884,,,70.900345,258,2.1159824e-08,14.356425,0.14999999,-2.1742258,49,307317,339,339,-0.010293796,-1.2011881,-14.356425,1.2138133,,2102.2026,52.289833
-2.692764,0.14999999,-6.7749624,156.16803,6.1977444,-2.9849072,6.419518,-6.6666665,,906.8117647058823,,235.9645116329193,,,71.57216,258,2.1035541e-08,14.356425,0.14999999,-2.5062761,49,308316,340,340,-0.030371984,-1.1977446,-14.356425,1.1279926,,2107.2332,52.294502
-2.6957011,0.14999999,-3.4686306,156.16803,6.1942325,-2.9831295,6.419518,-3.3333333,,907.0821114369502,,236.83631229400635,-0.33333334,,71.45029,258,2.0912346e-08,14.356425,0.14999999,-2.431801,49,309315,341,341,-0.00011947502,-1.1942325,-14.356425,0.88738286,,2112.2334,52.088985
-2.6986294,0.14999999,-7.297978,156.16803,6.191454,-2.9831798,6.419518,-6.6666665,,907.3508771929825,,237.8641562461853,-0.33333334,,67.64758,258,2.079023e-08,14.356425,0.14999999,-2.8294642,49,310314,342,342,-0.24396397,-1.1914539,-14.356425,0.9029175,,2117.4773,52.09481
-2.701549,0.14999999,3.050064,156.16803,6.1895604,-2.9828422,6.419518,3.3333333,,907.6180758017492,,238.777596950531,-0.33333334,,68.99115,258,1.5899369e-08,14.356425,0.14999999,-2.7140946,49,311313,343,343,-0.54194355,-1.1895603,-14.356425,0.93464774,,2123.0193,52.45252
-2.7044601,0.14999999,-4.9121747,156.16803,6.186881,-2.9810572,6.419518,-4.285714,,907.0959302325581,,239.5956962108612,-0.71428573,,31.333576,258,1.5807066e-08,14.356425,0.14999999,-2.2494853,64,312041,344,344,-0.26785982,-1.186881,-14.356425,0.09118927,,2128.287,11528796.0
-2.707363,0.14999999,-3.4808197,156.16803,6.1850686,-2.9904025,6.419518,-4.285714,6.571183e-12,907.3623188405797,,261.51843547821045,0.71428573,,0.0020658337,258,1.5715564e-08,14.356425,0.14999999,-5.293822,64,313040,345,345,-0.56163806,-1.1850687,-14.356425,1.37718425e-05,,2133.8486,11530659.0
-2.7102573,0.14999999,5.0962443,156.16803,6.1955814,-3.0048423,6.419518,4.285714,,907.6271676300578,,262.4947953224182,0.71428573,,6.785926,258,1.5624853e-08,14.356425,0.14999999,-6.9881206,64,314039,346,346,-4.822575,-1.1955817,-14.356425,0.019872284,,2143.6714,11532516.0
-2.7131433,0.14999999,3.5722535,156.16803,6.197875,-3.0107098,6.419518,4.285714,3.8395764e-18,907.8904899135447,,263.2497057914734,-0.71428573,,0.4703279,258,1.5534926e-08,14.356425,0.14999999,-4.0620737,64,315038,347,347,-1.9914736,-1.1978753,-14.356425,0.0014978825,,2150.6626,11286950.0
-2.716021,0.14999999,-3.9584064,156.16803,6.1970224,-3.0163603,6.419518,-4.285714,,907.1293103448276,,264.0104715824127,0.14285715,,0.108410396,258,1.5445773e-08,14.356425,0.14999999,-3.9798822,64,315681,348,348,-0.9010372,-1.1970223,-14.356425,0.0003877252,,2156.5637,150724.77
-2.7188904,0.14999999,4.1185527,156.16803,6.1936946,-3.024712,6.419518,4.285714,,907.3925501432665,,265.0208339691162,-0.14285715,,0.75103086,258,1.5357385e-08,14.356425,0.14999999,-4.932992,64,316680,349,349,-0.035598982,-1.1936945,-14.356425,0.0031554478,,2161.5994,150748.78
-2.7217517,0.14999999,0.78943574,156.16803,6.1903086,-3.0325098,6.419518,1.4285715,,907.6542857142857,,266.02687335014343,-0.42857143,2.9749772e-23,0.3300891,258,1.5269755e-08,14.356425,0.14999999,-4.758451,64,317679,350,350,-0.008736265,-1.1903088,-14.356425,0.0016511573,,2166.6082,137386.72
-2.7246048,0.14999999,2.255568,156.16803,6.188158,-3.0405083,6.419518,1.4285715,2.3466719e-05,907.9145299145299,,267.08432173728943,0.42857143,3.6092717e-27,0.062224194,258,1.518287e-08,14.356425,0.14999999,-4.8431416,64,318678,351,351,-0.43534365,-1.1881579,-14.356425,0.00044777137,,2172.0435,137408.48
-2.7274497,0.14999999,-1.0715309,156.16803,6.1903124,-3.0504866,6.419518,-1.4285715,,908.1732954545455,,268.0799593925476,0.42857143,1.2858616e-18,5.288492,258,1.5096727e-08,14.356425,0.14999999,-5.554638,64,319677,352,352,-1.9466059,-1.1903126,-14.356425,0.017813487,,2178.99,137430.19
-2.7302866,0.14999999,-1.863092,156.16803,6.190224,-3.058185,6.419518,-1.4285715,6.705954e-08,908.4305949008499,,269.0517990589142,-0.42857143,1.0659253e-14,9.23337,258,1.5011317e-08,14.356425,0.14999999,-4.7873287,64,320676,353,353,-1.159131,-1.1902243,-14.356425,0.0433084,,2185.1492,124198.84
-2.7331154,0.14999999,0.3521427,156.16803,6.1874886,-3.065118,6.419518,1.4285715,,908.6864406779661,,270.0584626197815,-1.0,1.6277752e-28,2.2183146,258,1.4926627e-08,14.356425,0.14999999,-4.5565386,64,321675,354,354,-0.22175388,-1.1874884,-14.356425,0.0073325788,,2190.3708,75428.29
-2.7359364,0.14999999,-0.35922658,156.16803,6.189765,-3.0705113,6.419518,-1.4285715,,908.9408450704225,,270.9388883113861,1.0,4.1974746e-29,7.3432574,258,1.4842651e-08,14.356425,0.14999999,-3.988538,64,322674,355,355,-1.9956069,-1.1897649,-14.356425,0.035763167,,2197.3665,75439.99
-2.7387493,0.14999999,1.905466,156.16803,6.197398,-3.076694,6.419518,1.4285715,,909.193820224719,,271.74365854263306,1.0,1.18486e-37,136.20514,258,1.4759383e-08,14.356425,0.14999999,-4.3085284,64,323673,356,356,-3.9072344,-1.1973982,-14.356425,0.38577792,,2206.2737,75451.13
-2.7415543,0.14999999,-2.3729315,156.16803,6.1980762,-3.084465,6.419518,-1.4285715,,909.4453781512605,,272.61005115509033,-1.0,5.8317125e-20,66.78965,258,1.4676812e-08,14.356425,0.14999999,-5.1794367,64,324672,357,357,-1.4394224,-1.1980761,-14.356425,0.18740466,,2212.7131,75455.38
-2.7443516,0.14999999,7.2322474,156.16803,6.19996,-3.089211,6.419518,7.142857,,909.695530726257,,273.51661467552185,0.14285715,,15.224371,258,1.4594933e-08,14.356425,0.14999999,-3.9565723,64,325671,358,358,-1.8725601,-1.1999602,-14.356425,0.08220769,,2219.5857,9799.654
-2.747141,0.14999999,-7.314544,156.16803,6.19729,-3.0939581,6.419518,-7.142857,,909.9442896935933,,274.3981692790985,0.14285715,,224.32117,258,1.4513737e-08,14.356425,0.14999999,-3.8757126,64,326670,359,359,-0.24126486,-1.1972898,-14.356425,0.8302625,,2224.8271,9801.149
-2.7499225,0.14999999,-7.688638,156.16803,6.19418,-3.1025963,6.419518,-7.142857,633.704,910.1916666666667,,275.2901816368103,-0.42857143,,882.23193,258,1.4433216e-08,14.356425,0.14999999,-5.886577,64,327669,360,360,-0.077764414,-1.19418,-14.356425,4.430949,,2229.9048,8579.218
-2.7526965,0.14999999,7.7357063,156.16803,6.19134,-3.1072555,6.419518,7.142857,,910.437673130194,,276.39489483833313,0.71428573,,12.428626,258,1.4353366e-08,14.356425,0.14999999,-6.248075,64,328668,361,361,-0.16902344,-1.1913401,-14.356425,0.06327207,,2235.0737,8506.667
-2.7554626,0.14999999,-6.2682276,156.16803,6.1923337,-3.1137877,6.419518,-7.142857,,910.682320441989,,277.4948139190674,0.71428573,,54.49536,258,1.4274175e-08,14.356425,0.14999999,-4.5360756,64,329667,362,362,-1.5509348,-1.1923336,-14.356425,0.16879839,,2241.6248,8507.29
-2.7582214,0.14999999,6.5405955,156.16803,6.1935916,-3.1177976,6.419518,7.142857,,910.9256198347107,,278.4221942424774,-0.42857143,,0.6328859,258,1.4195636e-08,14.356425,0.14999999,-3.7290235,64,330666,363,363,-1.649,-1.1935916,-14.356425,0.004396289,,2248.2737,8491.332
-2.7609725,0.14999999,-8.082326,156.16803,6.1935096,-3.130842,6.419518,-7.142857,,910.7527472527472,,279.1953308582306,-1.0,,66.542206,258,1.4117746e-08,14.356425,0.14999999,-6.871884,64,331514,364,364,-1.1637422,-1.1935096,-14.356425,0.24134764,,2254.4375,8188.583
-2.763716,0.14999999,6.3736873,156.16803,6.1948347,-3.1353676,6.419518,7.142857,,910.9945205479452,,280.04522252082825,-1.0,,1085.3212,258,1.4040493e-08,14.356425,0.14999999,-4.0090265,64,332513,365,365,-1.6772811,-1.194835,-14.356425,2.9993093,,2261.1147,8179.652
-2.7664518,0.14999999,-5.3193607,156.16803,6.1962605,-3.1386576,6.419518,-4.285714,,910.5355191256831,,280.69637298583984,-1.0,,3.7680087,258,1.39638745e-08,14.356425,0.14999999,-4.7459726,64,333256,366,366,-1.7165531,-1.1962603,-14.356425,0.011322057,,2267.8313,654.6172
-2.7691803,0.14999999,-1.2710507,156.16803,6.200422,-3.1501956,6.419518,-1.4285715,,910.7765667574932,,281.61764764785767,0.14285715,1.0203653e-15,5.827986,258,1.3887883e-08,14.356425,0.14999999,-6.385946,64,334255,367,367,-2.7234383,-1.2004217,-14.356425,0.05865411,,2275.5547,654.67194
-2.7719014,0.14999999,1.919011,156.16803,6.197173,-3.1562662,6.419518,1.4285715,,911.0163043478261,,282.505601644516,0.14285715,2.8800377e-24,4.424781,258,1.3812508e-08,14.356425,0.14999999,-4.443794,64,335254,368,368,-0.004889515,-1.1971729,-14.356425,0.017399801,,2280.5596,654.76917
-2.7746153,0.14999999,4.4013505,156.16803,6.194215,-3.161079,6.419518,4.285714,,911.2547425474255,,283.4875075817108,0.14285715,,298.5262,258,1.3737745e-08,14.356425,0.14999999,-3.950661,64,336253,369,369,-0.10549407,-1.1942146,-14.356425,0.89661086,,2285.665,654.86725
-2.7773216,0.14999999,3.440678,156.16803,6.191446,-3.164597,6.419518,4.285714,3.7433403e-12,911.4918918918919,,284.4059228897095,-1.0,,34.461872,258,1.3663586e-08,14.356425,0.14999999,-4.141091,64,337252,370,370,-0.1697733,-1.1914457,-14.356425,0.093474165,,2290.835,654.9327
-2.7800207,0.14999999,-4.2331862,156.16803,6.1910086,-3.1701987,6.419518,-4.285714,,911.7277628032346,,285.19181752204895,-0.14285715,,87.71973,258,1.3590027e-08,14.356425,0.14999999,-4.3335066,64,338251,371,371,-1.0292226,-1.1910084,-14.356425,0.4185301,,2296.8643,654.9977
-2.7827125,0.14999999,5.1692247,156.16803,6.1879635,-3.1739554,6.419518,4.285714,,911.9623655913979,,285.8987329006195,1.0,,68.28304,258,1.3517061e-08,14.356425,0.14999999,-3.9502475,64,339250,372,372,-0.058377296,-1.1879637,-14.356425,0.18410166,,2301.9226,654.84314
-2.785397,0.14999999,8.229046,156.16803,6.1946683,-3.1778243,6.419518,7.142857,,912.1957104557641,,286.76975560188293,1.0,,6.799648,258,1.344468e-08,14.356425,0.14999999,-3.7874403,64,340249,373,373,-3.6887918,-1.1946684,-14.356425,0.042265423,,2310.6113,653.0935
-2.7880743,0.14999999,-6.3434334,156.16803,6.2099304,-3.1825042,6.419518,-7.142857,,912.427807486631,,287.69264101982117,1.0,,625.40137,258,1.337288e-08,14.356425,0.14999999,-3.9715154,64,341248,374,374,-6.902603,-1.2099303,-14.356425,1.7862859,,2322.514,644.3051
-2.7907445,0.14999999,-3.4045768,156.16803,6.213314,-3.1836767,6.419518,-4.285714,,912.6586666666667,,288.5106635093689,1.0,,2329.0435,258,1.3301652e-08,14.356425,0.14999999,-3.7171369,64,342247,375,375,-2.4788342,-1.2133139,-14.356425,6.21079,,2329.9927,632.1797
-2.7934077,0.14999999,-3.621624,156.16803,6.2202644,-3.1829357,6.419518,-4.285714,0.6588558,912.8882978723404,,289.35724425315857,0.42857143,,47.179222,258,1.3230991e-08,14.356425,0.14999999,-3.8818936,64,343246,376,376,-3.8267167,-1.2202646,-14.356425,0.21830928,,2338.8193,463.55557
-2.7960637,0.14999999,1.108793,156.16803,6.218278,-3.190982,6.419518,1.4285715,,913.1167108753316,,290.30786299705505,-0.14285715,5.9656735e-23,57.5141,258,1.3160895e-08,14.356425,0.14999999,-5.424949,64,344245,377,377,-0.47123957,-1.2182777,-14.356425,0.16656929,,2344.2908,463.56836
-2.7987127,0.14999999,-1.4997262,156.16803,6.2152495,-3.195894,6.419518,-1.4285715,,913.3439153439153,,291.49954652786255,-0.14285715,2.1249544e-14,273.08813,258,1.3091352e-08,14.356425,0.14999999,-4.2049713,64,345244,378,378,-0.07366295,-1.2152497,-14.356425,1.3488368,,2349.3643,463.5326
-2.8013546,0.14999999,0.4074698,156.16803,6.212069,-3.197951,6.419518,1.4285715,,913.5699208443272,,292.4701027870178,-0.71428573,4.597021e-25,57.0988,258,1.302236e-08,14.356425,0.14999999,-4.0264263,64,346243,379,379,-0.00983432,-1.2120692,-14.356425,0.27220902,,2354.3743,463.46967
-2.80399,0.14999999,3.9190485,156.16803,6.2134104,-3.201858,6.419518,4.285714,,913.7947368421053,,293.31110739707947,-0.42857143,,98.72437,258,1.2953911e-08,14.356425,0.14999999,-3.939077,64,347242,380,380,-1.7217897,-1.2134105,-14.356425,0.4588917,,2361.096,463.42395
-2.806618,0.14999999,-1.9298682,156.16803,6.2106824,-3.2053761,6.419518,-1.4285715,,914.0183727034121,,294.0713953971863,-0.71428573,1.6417289e-16,85.06711,258,1.28860025e-08,14.356425,0.14999999,-3.9588327,64,348241,381,381,-0.17403962,-1.2106825,-14.356425,0.2425244,,2366.27,463.4844
-2.8092391,0.14999999,4.6392055,156.16803,6.210558,-3.2122674,6.419518,4.285714,,914.2408376963351,,294.91115403175354,0.42857143,,126.120445,258,1.2818624e-08,14.356425,0.14999999,-5.0597415,64,349240,382,382,-1.1631589,-1.210558,-14.356425,0.71356577,,2372.433,463.49982
-2.8118534,0.14999999,7.5686026,156.16803,6.2102146,-3.2159345,6.419518,7.142857,,914.4621409921671,,295.9256453514099,-0.14285715,,3.365021,258,1.2751775e-08,14.356425,0.14999999,-4.2565813,64,350239,383,383,-1.0790719,-1.2102147,-14.356425,0.02254243,,2378.5122,463.49545
-2.814461,0.14999999,-6.705056,156.16803,6.207659,-3.2227097,6.419518,-7.142857,,914.6822916666666,,296.6623034477234,0.42857143,,31.971632,258,1.2685445e-08,14.356425,0.14999999,-4.8413887,64,351238,384,384,-0.22879428,-1.2076589,-14.356425,0.18515609,,2383.741,463.3117
-2.817062,0.14999999,-7.5497613,156.16803,6.208393,-3.228631,6.419518,-7.142857,0.00028947493,914.9012987012987,,297.50726866722107,-0.14285715,,958.03143,258,1.26196325e-08,14.356425,0.14999999,-4.683874,64,352237,385,385,-1.4903984,-1.2083933,-14.356425,5.433692,,2390.2314,463.04608
-2.819656,0.14999999,-4.4499965,156.16803,6.2057433,-3.224932,6.419518,-4.285714,,915.119170984456,,298.44794249534607,-0.42857143,,828.00085,258,1.255433e-08,14.356425,0.14999999,-4.1031604,64,353236,386,386,-0.18554585,-1.2057434,-14.356425,2.3337672,,2395.417,462.93118
-2.8222432,0.14999999,-7.6864767,156.16803,6.2028437,-3.225411,6.419518,-7.142857,,915.3359173126615,,299.3100666999817,-0.71428573,,141.08987,258,1.2489533e-08,14.356425,0.14999999,-3.7304509,64,354235,387,387,-0.08354571,-1.2028437,-14.356425,0.53958654,,2400.5005,462.853
-2.8248239,0.14999999,-0.73346215,156.16803,6.2012706,-3.2280526,6.419518,-1.4285715,,915.5515463917526,,300.3665111064911,0.71428573,4.9473396e-23,207.17212,258,1.2425237e-08,14.356425,0.14999999,-3.7322204,64,355234,388,388,-0.5924863,-1.2012707,-14.356425,0.8549386,,2406.093,462.5072
-2.8273978,0.14999999,7.283138,156.16803,6.2020407,-3.2302465,6.419518,7.142857,,915.7660668380463,,301.2922341823578,0.42857143,,486.7111,258,1.2361436e-08,14.356425,0.14999999,-3.7898753,64,356233,389,389,-1.5008944,-1.2020409,-14.356425,2.4387562,,2412.594,461.60583
-2.8299654,0.14999999,6.5394597,156.16803,6.199362,-3.229669,6.419518,7.142857,7.200991e-07,915.9794871794871,,302.2321968078613,-0.71428573,,1030.4106,258,1.2298124e-08,14.356425,0.14999999,-3.7676415,64,357232,390,390,-0.15710022,-1.1993616,-14.356425,2.962028,,2417.751,460.0587
-2.8325262,0.14999999,1.9050195,156.16803,6.1970243,-3.2294488,6.419518,1.4285715,,914.9565217391304,,303.1058690547943,0.71428573,1.4033938e-31,932.9332,258,1.22353e-08,14.356425,0.14999999,-3.7209034,64,357748,391,391,-0.28562048,-1.1970246,-14.356425,4.175858,,2423.0366,457.343
-2.8350804,0.14999999,3.3189783,156.16803,6.1972284,-3.2284029,6.419518,4.285714,,915.170918367347,,304.0492877960205,-1.0,,38.195442,258,1.2172954e-08,14.356425,0.14999999,-4.0700564,64,358747,392,392,-1.2769389,-1.1972284,-14.356425,0.1654087,,2429.3135,105.54541
-2.8376281,0.14999999,2.2245228,156.16803,6.1982007,-3.2311358,6.419518,1.4285715,,914.8117048346056,,304.8902516365051,1.0,1.308013e-37,32.010593,258,1.2111084e-08,14.356425,0.14999999,-3.4624507,64,359521,393,393,-1.5792677,-1.1982006,-14.356425,0.13930683,,2435.8928,105.4785
-2.8401694,0.14999999,6.8816266,156.16803,6.199638,-3.235089,6.419518,7.142857,,915.0253807106599,,305.76547265052795,-0.14285715,,12.455074,258,1.2049684e-08,14.356425,0.14999999,-3.925172,64,360520,394,394,-1.7644635,-1.1996378,-14.356425,0.07463095,,2442.6572,104.37663
-2.8427043,0.14999999,-0.80827457,156.16803,6.194523,-3.237728,6.419518,-1.4285715,,913.8556962025316,,306.5168881416321,0.14285715,1.0982139e-15,243.62503,258,1.1988752e-08,14.356425,0.14999999,-3.3526785,64,360973,395,395,0.82071537,-1.194523,-14.356425,1.2692147,,2446.8367,104.37998
-2.8452327,0.14999999,-7.1539245,156.16803,6.191915,-3.2462692,6.419518,-7.142857,,914.070707070707,,307.36053943634033,0.14285715,,87.78032,258,1.1928279e-08,14.356425,0.14999999,-6.6228466,64,361972,396,396,-0.1618173,-1.1919152,-14.356425,0.41341838,,2451.9985,104.385765
-2.8477547,0.14999999,1.5093286,156.16803,6.1889863,-3.2482536,6.419518,1.4285715,,914.2846347607053,,308.1985764503479,0.14285715,3.107003e-24,48.817654,258,1.1868263e-08,14.356425,0.14999999,-3.4237611,64,362971,397,397,-0.02915909,-1.1889863,-14.356425,0.22589146,,2457.0276,104.39861
-2.8502705,0.14999999,-4.509581,156.16803,6.186042,-3.250195,6.419518,-4.285714,,914.4974874371859,,309.3401689529419,-0.14285715,,289.86423,258,1.1808698e-08,14.356425,0.14999999,-3.2374945,64,363970,398,398,-0.017111205,-1.186042,-14.356425,1.0957298,,2462.0447,104.34499
-2.8527799,0.14999999,4.0593257,156.16803,6.1834874,-3.2507198,6.419518,4.285714,,914.7092731829574,,310.4605152606964,-0.14285715,,221.81444,258,1.1749581e-08,14.356425,0.14999999,-3.3521037,64,364969,399,399,-0.16687518,-1.1834875,-14.356425,1.1488773,,2467.2114,104.35384
-2.855283,0.14999999,-5.0373454,156.16803,6.181057,-3.25154,6.419518,-4.285714,,914.5825,,311.34268951416016,-0.71428573,,101.89961,258,1.1690906e-08,14.356425,0.14999999,-3.5062523,64,365833,400,400,-0.21122018,-1.1810569,-14.356425,0.33637047,,2472.4229,104.27867
-2.85778,0.14999999,-1.7055461,156.16803,6.180764,-3.2532032,6.419518,-1.4285715,,914.793017456359,,312.04253458976746,-0.42857143,1.21086875e-14,201.29979,258,1.163267e-08,14.356425,0.14999999,-3.22606,64,366832,401,401,-1.0637754,-1.1807644,-14.356425,0.629055,,2478.4866,104.28136
-2.8602707,0.14999999,5.8131347,156.16803,6.178809,-3.255192,6.419518,7.142857,,915.002487562189,,312.827152967453,-1.0,,309.84985,258,1.1574867e-08,14.356425,0.14999999,-3.5843394,64,367831,402,402,-0.39474368,-1.1788092,-14.356425,1.0271059,,2483.8813,104.24527
-2.862755,0.14999999,-8.098257,156.16803,6.1759276,-3.2587593,6.419518,-7.142857,,913.575682382134,,313.3903856277466,-1.0,,286.14096,258,1.15174945e-08,14.356425,0.14999999,-4.50286,64,368171,403,403,-0.017548542,-1.1759276,-14.356425,0.91973543,,2488.899,104.18052
-2.8652334,0.14999999,1.2035761,156.16803,6.1764994,-3.2607288,6.419518,1.4285715,,913.7871287128713,,314.13346314430237,-0.42857143,3.4339753e-23,304.0522,258,1.1460548e-08,14.356425,0.14999999,-3.79005,64,369170,404,404,-1.406997,-1.1764996,-14.356425,0.91397125,,2495.306,104.1925
-2.8677056,0.14999999,-3.622588,156.16803,6.1749687,-3.263797,6.419518,-4.285714,,913.9975308641975,,314.83564352989197,0.42857143,,292.94308,258,1.1404023e-08,14.356425,0.14999999,-4.2160373,64,370169,405,405,-0.55655843,-1.1749688,-14.356425,0.89439404,,2500.8623,104.195015
-2.8701718,0.14999999,5.0389724,156.16803,6.174487,-3.2655215,6.419518,4.285714,,914.2068965517242,,315.74311232566833,1.0,,166.42264,258,1.1347915e-08,14.356425,0.14999999,-3.6736994,64,371168,406,406,-0.979338,-1.174487,-14.356425,0.55225545,,2506.8418,104.11591
-2.8726318,0.14999999,-7.556814,156.16803,6.1797547,-3.2677128,6.419518,-7.142857,,914.4152334152334,,316.653767824173,-0.42857143,,253.35338,258,1.1292219e-08,14.356425,0.14999999,-3.6355581,64,372167,407,407,-3.3184843,-1.1797549,-14.356425,2.2076676,,2515.1602,103.872536
-2.8750858,0.14999999,-2.8630545,156.16803,6.1774173,-3.2663996,6.419518,-1.4285715,,914.6225490196078,,317.55368852615356,-1.0,6.664803e-20,332.3855,258,1.1236932e-08,14.356425,0.14999999,-3.5824947,64,373166,408,408,-0.22604455,-1.1774174,-14.356425,1.1432489,,2520.3862,103.810234
-2.8775337,0.14999999,4.8468165,156.16803,6.1812997,-3.271972,6.419518,4.285714,,914.8288508557457,,318.41494512557983,0.42857143,,268.60904,258,1.1182053e-08,14.356425,0.14999999,-5.446877,64,374165,409,409,-2.7652893,-1.1812997,-14.356425,1.2054226,,2528.1516,103.50282
-2.8799758,0.14999999,7.7051306,156.16803,6.1798067,-3.2735143,6.419518,7.142857,,915.0341463414634,,319.3662452697754,0.42857143,,227.86935,258,1.1127573e-08,14.356425,0.14999999,-3.9149811,64,375164,410,410,-0.569217,-1.1798067,-14.356425,1.5900352,,2533.7207,103.4659
-2.8824117,0.14999999,6.4716797,156.16803,6.180652,-3.2728393,6.419518,7.142857,1.1217408e-07,915.2384428223844,,320.41643381118774,-0.42857143,,141.91602,258,1.107349e-08,14.356425,0.14999999,-3.3491712,64,376163,411,411,-1.5273027,-1.1806523,-14.356425,0.72333664,,2540.248,103.42541
-2.884842,0.14999999,0.42118573,156.16803,6.179271,-3.2741857,6.419518,1.4285715,,915.0388349514564,,321.3736183643341,-1.0,1.8944716e-28,367.42053,258,1.1019801e-08,14.356425,0.14999999,-3.4600728,64,376996,412,412,-0.6116248,-1.1792711,-14.356425,1.6117713,,2545.8596,103.196144
-2.8872662,0.14999999,3.5430782,156.16803,6.1822357,-3.2762413,6.419518,4.285714,,915.2421307506054,,322.2009379863739,-0.42857143,,148.24539,258,1.09665e-08,14.356425,0.14999999,-4.3074822,64,377995,413,413,-2.4037688,-1.182236,-14.356425,0.97508836,,2553.2634,102.92051
-2.8896844,0.14999999,-0.10747534,156.16803,6.1814466,-3.2775695,6.419518,-1.4285715,,914.572463768116,,322.9330985546112,1.0,4.8950802e-29,313.3791,258,1.09135865e-08,14.356425,0.14999999,-3.6945074,64,378633,414,414,-0.85543483,-1.1814467,-14.356425,0.83218795,,2559.119,102.87052
-2.892097,0.14999999,-6.4510703,156.16803,6.1894655,-3.2851121,6.419518,-7.142857,,914.7759036144578,,323.78623056411743,0.42857143,,110.01071,258,1.0861053e-08,14.356425,0.14999999,-6.046441,64,379632,415,415,-4.5093637,-1.1894658,-14.356425,0.46859515,,2568.6284,102.754776
