DenMISELogFirst,MountainCar_std1_higher,ActionIn1,ReturnStepMax,Regret/t,DenMISEMeanLog,ReturnMax,MountainCar_mu1_higher,IWLastEpisode,AvgEpLen,NumTrainableParams,TimeElapsed,MountainCar_mu0_higher,IWFirstEpisode,IWMax,MinEpLen,Delta,ReturnAbsMax,MountainCar_std0_higher,DenMISELogLast,GridSize,TimestepsSoFar,NumTrajectories,Iteration,ReturnLastEpisode,ReturnMean,ReturnMin,IWMean,IWMin,Regret,Bound
-3.7212942,0.14999999,7.3536425,156.16803,6.205964,-3.68233,6.419518,8.181818,,923.2794292508918,,2594.379411458969,-0.6363636,,289.21313,258,2.9638858e-10,14.356425,0.14999999,-4.2167006,144,1552956,1682,1682,-1.5947514,-1.2059639,-14.356425,1.1125734,,10438.432,56.294533
-3.7218885,0.14999999,0.20388535,156.16803,6.205649,-3.6818538,6.419518,0.90909094,,923.0736779560309,,2596.1675107479095,-0.8181818,1.8836345e-12,209.15582,258,2.9603647e-10,14.356425,0.14999999,-2.950168,144,1553533,1683,1683,-0.6757968,-1.2056489,-14.356425,0.92159534,,10444.107,56.192966
-3.7224827,0.14999999,-2.1716528,156.16803,6.2052126,-3.682723,6.419518,-0.90909094,1.3279626e-22,923.1187648456057,,2598.3471581935883,-0.8181818,5.206036e-07,242.56046,258,2.95685e-10,14.356425,0.14999999,-5.036055,144,1554532,1684,1684,-0.47103673,-1.2052127,-14.356425,0.91238457,,10449.578,56.12687
-3.7230763,0.14999999,6.4896345,156.16803,6.205521,-3.6827407,6.419518,6.3636365,,923.1637982195846,,2600.255678653717,-0.09090909,,187.4909,258,2.9533412e-10,14.356425,0.14999999,-3.5951488,144,1555531,1685,1685,-1.7248206,-1.2055211,-14.356425,1.008275,,10456.303,55.866436
-3.7236695,0.14999999,9.449249,156.16803,6.204655,-3.6826077,6.419518,8.181818,3.9009297e-35,922.9626334519573,,2602.0321972370148,1.0,,415.9156,258,2.949839e-10,14.356425,0.14999999,-3.437295,144,1556115,1686,1686,0.25457948,-1.204655,-14.356425,1.3189378,,10461.049,55.79921
-3.7242625,0.14999999,-3.872532,156.16803,6.2095456,-3.683225,6.419518,-2.7272727,,923.0077059869591,,2604.0174610614777,-1.0,,241.5837,258,2.946343e-10,14.356425,0.14999999,-4.958295,144,1557114,1687,1687,-9.454974,-1.2095456,-14.356425,0.9526032,,10475.504,55.579372
-3.7248552,0.14999999,5.700416,156.16803,6.209974,-3.683527,6.419518,6.3636365,,923.0527251184834,,2606.035804748535,-0.45454547,,214.88477,258,2.942853e-10,14.356425,0.14999999,-4.1083784,144,1558113,1688,1688,-1.9326789,-1.2099739,-14.356425,0.82702017,,10482.436,55.571194
-3.7254474,0.14999999,-6.6891375,156.16803,6.208789,-3.6834946,6.419518,-6.3636365,,922.7501480165779,,2607.7141518592834,-0.09090909,,222.61592,258,2.9393699e-10,14.356425,0.14999999,-3.4353955,144,1558525,1689,1689,0.79190725,-1.2087888,-14.356425,0.82676566,,10486.645,55.465267
-3.7260392,0.14999999,-6.0496697,156.16803,6.2081304,-3.683478,6.419518,-6.3636365,1.4414519,922.7952662721893,,2609.842351436615,0.27272728,,226.63976,258,2.9358924e-10,14.356425,0.14999999,-3.4524653,144,1559524,1690,1690,-0.09624994,-1.2081305,-14.356425,0.8353859,,10491.74,55.305782
-3.7266307,0.14999999,7.247335,156.16803,6.207445,-3.6834564,6.419518,6.3636365,,922.8403311649911,,2611.9258875846863,0.27272728,,209.22815,258,2.9324207e-10,14.356425,0.14999999,-3.4538307,144,1560523,1691,1691,-0.04909095,-1.207445,-14.356425,0.89755946,,10496.789,55.253265
-3.727222,0.14999999,8.5109,156.16803,6.207162,-3.6839268,6.419518,8.181818,5.2260885e-16,922.8853427895981,,2614.111310005188,0.27272728,,243.00142,258,2.9289557e-10,14.356425,0.14999999,-4.3459244,144,1561522,1692,1692,-0.72794455,-1.2071617,-14.356425,1.3641181,,10502.518,54.883293
-3.7278128,0.14999999,-6.7432756,156.16803,6.206918,-3.683327,6.419518,-6.3636365,,922.9303012404016,,2616.2423725128174,-0.45454547,,227.31143,258,2.9254968e-10,14.356425,0.14999999,-2.9798126,144,1562521,1693,1693,-0.79473895,-1.206918,-14.356425,1.1864032,,10508.3125,54.87709
-3.7284033,0.14999999,4.2195168,156.16803,6.2063646,-3.6830459,6.419518,4.5454545,,922.9752066115702,,2618.265730381012,-0.27272728,,232.96654,258,2.9220437e-10,14.356425,0.14999999,-3.3510377,144,1563520,1694,1694,-0.2696845,-1.2063648,-14.356425,0.937304,,10513.582,54.8725
-3.7289934,0.14999999,-4.394344,156.16803,6.205718,-3.6828873,6.419518,-4.5454545,,923.0200589970501,,2620.341774225235,0.27272728,,220.07315,258,2.918597e-10,14.356425,0.14999999,-3.310948,144,1564519,1695,1695,-0.109866165,-1.2057178,-14.356425,0.8766155,,10518.691,54.81813
-3.7295833,0.14999999,-4.156323,156.16803,6.2050667,-3.6828244,6.419518,-4.5454545,2.115391,923.064858490566,,2622.3928682804108,-0.27272728,,234.09659,258,2.9151562e-10,14.356425,0.14999999,-3.4236774,144,1565518,1696,1696,-0.101669125,-1.2050668,-14.356425,1.0187174,,10523.793,54.801975
-3.7301726,0.14999999,4.924581,156.16803,6.2043667,-3.682651,6.419518,4.5454545,,923.1096051856217,,2624.564507961273,0.09090909,,144.69781,258,2.9117214e-10,14.356425,0.14999999,-3.3672292,144,1566517,1697,1697,-0.017221883,-1.2043668,-14.356425,0.7277015,,10528.811,54.737488
-3.7307618,0.14999999,2.0016909,156.16803,6.203929,-3.6827025,6.419518,0.90909094,,923.1542991755006,,2626.5716395378113,1.0,6.011909e-24,236.74663,258,2.908293e-10,14.356425,0.14999999,-3.4812422,144,1567516,1698,1698,-0.46127173,-1.2039292,-14.356425,0.643367,,10534.271,54.70738
-3.7313507,0.14999999,-7.963484,156.16803,6.2074614,-3.6834507,6.419518,-8.181818,,923.1989405532667,,2628.902179479599,-0.09090909,,178.5324,258,2.9048705e-10,14.356425,0.14999999,-4.574897,144,1568515,1699,1699,-7.204991,-1.2074614,-14.356425,0.85935843,,10546.477,54.699356
-3.731939,0.14999999,-0.30599374,156.16803,6.2067585,-3.683121,6.419518,-0.90909094,,923.2435294117647,,2630.9063925743103,0.8181818,1.7463302e-14,245.20914,258,2.9014538e-10,14.356425,0.14999999,-2.9567754,144,1569514,1700,1700,-0.012816722,-1.2067585,-14.356425,0.96120787,,10551.489,54.62754
-3.732527,0.14999999,7.721228,156.16803,6.2072334,-3.682846,6.419518,8.181818,,923.2880658436214,,2633.0703127384186,-0.27272728,,247.23169,258,2.8980435e-10,14.356425,0.14999999,-3.1395922,144,1570513,1701,1701,-2.0147853,-1.2072337,-14.356425,0.9869536,,10558.504,54.62022
-3.7331147,0.14999999,-8.190005,156.16803,6.206915,-3.682844,6.419518,-8.181818,,923.2508813160987,,2635.0753734111786,0.27272728,,156.23407,258,2.894639e-10,14.356425,0.14999999,-3.6357734,144,1571373,1702,1702,-0.6650862,-1.206915,-14.356425,0.63878906,,10564.17,54.572857
-3.7337022,0.14999999,-5.736948,156.16803,6.2062154,-3.682704,6.419518,-6.3636365,1.4599764e-33,923.2953611274222,,2637.228236913681,0.6363636,,183.05792,258,2.8912406e-10,14.356425,0.14999999,-3.072249,144,1572372,1703,1703,-0.015270191,-1.2062153,-14.356425,0.7987761,,10569.185,54.301872
-3.7342892,0.14999999,-0.04344392,156.16803,6.206875,-3.6827629,6.419518,0.90909094,,923.3397887323944,,2639.3880541324615,-1.0,8.335197e-15,325.29666,258,2.887848e-10,14.356425,0.14999999,-3.5584607,144,1573371,1704,1704,-2.3302405,-1.206875,-14.356425,0.8638858,,10576.515,54.283894
-3.734876,0.14999999,-5.3242135,156.16803,6.207183,-3.6826818,6.419518,-4.5454545,,923.3841642228739,,2641.477350473404,-0.6363636,,238.31282,258,2.8844616e-10,14.356425,0.14999999,-3.3707554,144,1574370,1705,1705,-1.7316569,-1.2071828,-14.356425,0.9740325,,10583.246,54.28093
-3.7354622,0.14999999,3.9263897,156.16803,6.2072515,-3.6825416,6.419518,4.5454545,,923.4284876905041,,2643.805859565735,-0.6363636,,229.12834,258,2.881081e-10,14.356425,0.14999999,-3.3857827,144,1575369,1706,1706,-1.3244389,-1.2072515,-14.356425,1.007094,,10589.571,54.23031
-3.7360482,0.14999999,-8.644645,156.16803,6.2070236,-3.682365,6.419518,-8.181818,,923.3796133567663,,2645.8818924427032,-0.45454547,,185.24402,258,2.877706e-10,14.356425,0.14999999,-3.3542497,144,1576209,1707,1707,-0.8183419,-1.2070236,-14.356425,0.900604,,10595.39,54.213306
-3.7366338,0.14999999,-3.7200737,156.16803,6.2065983,-3.6821537,6.419518,-4.5454545,,923.423887587822,,2647.865083217621,0.6363636,,140.03658,258,2.8743377e-10,14.356425,0.14999999,-3.1954074,144,1577208,1708,1708,-0.47993752,-1.206598,-14.356425,0.5945262,,10600.869,54.212376
-3.737219,0.14999999,-7.68642,156.16803,6.2065635,-3.6822772,6.419518,-8.181818,,923.4681100058514,,2650.018712043762,0.6363636,,339.06262,258,2.8709748e-10,14.356425,0.14999999,-3.4720428,144,1578207,1709,1709,-1.1473314,-1.2065634,-14.356425,1.1670405,,10607.017,54.079716
-3.7378042,0.14999999,5.593812,156.16803,6.2064657,-3.6820717,6.419518,6.3636365,,923.5122807017544,,2652.231773853302,-0.6363636,,215.62276,258,2.8676178e-10,14.356425,0.14999999,-3.4368374,144,1579206,1710,1710,-1.0400125,-1.206466,-14.356425,1.0434215,,10613.057,54.041832
-3.7383888,0.14999999,-1.8616216,156.16803,6.2056985,-3.6819124,6.419518,-2.7272727,,923.208649912332,,2654.100610256195,1.0,,312.95068,258,2.864267e-10,14.356425,0.14999999,-3.4216156,144,1579610,1711,1711,0.10690605,-1.2056984,-14.356425,0.9059445,,10617.95,54.032024
-3.738973,0.14999999,4.8071003,156.16803,6.2065706,-3.6817627,6.419518,4.5454545,,923.2529205607476,,2656.2788393497467,0.45454547,,242.0163,258,2.8609215e-10,14.356425,0.14999999,-3.290884,144,1580609,1712,1712,-2.699229,-1.2065707,-14.356425,1.3441908,,10625.649,53.98028
-3.739557,0.14999999,7.0810776,156.16803,6.206216,-3.6814525,6.419518,8.181818,,923.2971395213076,,2658.5168488025665,-0.8181818,,271.3586,258,2.8575825e-10,14.356425,0.14999999,-3.437852,144,1581608,1713,1713,-0.59840304,-1.2062157,-14.356425,0.93275714,,10631.248,53.937714
-3.7401404,0.14999999,-3.5679624,156.16803,6.2060246,-3.681086,6.419518,-4.5454545,,923.0484247374562,,2660.4431524276733,1.0,,415.33667,258,2.854249e-10,14.356425,0.14999999,-2.9520543,144,1582105,1714,1714,-0.87906325,-1.2060248,-14.356425,1.2072386,,10637.127,53.744064
-3.7407238,0.14999999,-4.9539485,156.16803,6.2087083,-3.6813815,6.419518,-4.5454545,1.08086205e-11,923.0927113702624,,2662.700060606003,-0.09090909,,207.05115,258,2.8509214e-10,14.356425,0.14999999,-4.3109117,144,1583104,1715,1715,-5.8080454,-1.2087082,-14.356425,0.8907771,,10647.935,53.459267
-3.7413068,0.14999999,7.0576797,156.16803,6.2081804,-3.681336,6.419518,6.3636365,,923.1369463869464,,2664.998026609421,0.45454547,,206.91614,258,2.8475994e-10,14.356425,0.14999999,-3.4633026,144,1584103,1716,1716,-0.3028018,-1.2081802,-14.356425,0.8500039,,10653.237,53.448536
-3.7418892,0.14999999,8.700486,156.16803,6.207947,-3.6814144,6.419518,8.181818,3.3851113e-23,923.1811298776937,,2667.124765396118,0.6363636,,274.542,258,2.8442834e-10,14.356425,0.14999999,-3.6430516,144,1585102,1717,1717,-0.80749315,-1.2079469,-14.356425,1.233309,,10659.045,53.336704
-3.7424715,0.14999999,-1.9550009,156.16803,6.2084823,-3.680914,6.419518,-0.90909094,,923.2252619324796,,2669.3961811065674,-1.0,2.3212394e-09,360.88742,258,2.8409733e-10,14.356425,0.14999999,-3.004789,144,1586101,1718,1718,-2.1275487,-1.2084821,-14.356425,1.2801182,,10666.172,53.30959
-3.7430534,0.14999999,5.042338,156.16803,6.209467,-3.6826396,6.419518,4.5454545,,923.2693426410704,,2671.675003051758,0.8181818,,198.36053,258,2.837669e-10,14.356425,0.14999999,-6.843695,144,1587100,1719,1719,-2.9010344,-1.2094668,-14.356425,0.6852838,,10674.073,53.213226
-3.743635,0.14999999,2.5104442,156.16803,6.209715,-3.682683,6.419518,2.7272727,6.633203e-34,923.3133720930233,,2673.940027475357,-0.27272728,,243.26587,258,2.8343702e-10,14.356425,0.14999999,-3.4235122,144,1588099,1720,1720,-1.6360573,-1.2097148,-14.356425,1.2398351,,10680.709,53.201023
-3.7442162,0.14999999,1.7568694,156.16803,6.2090483,-3.6822863,6.419518,0.90909094,3.4281397e-37,923.3573503776873,,2676.1221041679382,0.8181818,6.4003895e-20,259.14514,258,2.8310773e-10,14.356425,0.14999999,-3.1908553,144,1589098,1721,1721,-0.062417395,-1.2090483,-14.356425,1.027761,,10685.771,53.185978
-3.7447972,0.14999999,-2.4021223,156.16803,6.2095957,-3.6819773,6.419518,-2.7272727,,923.4012775842044,,2678.3339886665344,0.27272728,,241.77373,258,2.8277902e-10,14.356425,0.14999999,-3.1375303,144,1590097,1722,1722,-2.1516457,-1.2095956,-14.356425,1.2553966,,10692.924,53.142002
-3.7453778,0.14999999,5.658918,156.16803,6.2089324,-3.6815906,6.419518,6.3636365,,923.445153801509,,2680.564473628998,-1.0,,297.4109,258,2.8245087e-10,14.356425,0.14999999,-3.2150161,144,1591096,1723,1723,-0.066856414,-1.2089323,-14.356425,0.9243401,,10697.99,53.12591
-3.7459579,0.14999999,6.4392605,156.16803,6.2077456,-3.681808,6.419518,6.3636365,9.1776616e-05,923.1055684454757,,2682.466210126877,-0.27272728,,184.60385,258,2.821233e-10,14.356425,0.14999999,-3.9440854,144,1591434,1724,1724,0.83653224,-1.2077458,-14.356425,0.92661405,,10702.154,53.092804
-3.7465377,0.14999999,6.799659,156.16803,6.206546,-3.681697,6.419518,6.3636365,87.081345,922.8417391304348,,2684.461414337158,0.09090909,,173.84955,258,2.817963e-10,14.356425,0.14999999,-3.3913312,144,1591902,1725,1725,0.8619384,-1.2065461,-14.356425,0.8802736,,10706.292,53.04022
-3.7471173,0.14999999,-2.767512,156.16803,6.2060323,-3.6816468,6.419518,-2.7272727,,922.885863267671,,2686.7204790115356,-0.09090909,,218.48781,258,2.8146985e-10,14.356425,0.14999999,-3.4544985,144,1592901,1726,1726,-0.3199611,-1.2060324,-14.356425,0.8753399,,10711.611,52.987614
-3.7476964,0.14999999,-6.9966335,156.16803,6.2053604,-3.6814008,6.419518,-6.3636365,,922.9299363057324,,2688.9484124183655,-0.6363636,,214.55212,258,2.81144e-10,14.356425,0.14999999,-3.108958,144,1593900,1727,1727,-0.045641195,-1.2053605,-14.356425,1.3825347,,10716.658,52.951977
-3.7482753,0.14999999,2.6273444,156.16803,6.205111,-3.6809967,6.419518,2.7272727,,922.9739583333334,,2690.9751949310303,0.09090909,,218.4353,258,2.3952182e-10,14.356425,0.14999999,-3.3167772,144,1594899,1728,1728,-0.7746075,-1.2051111,-14.356425,1.0294923,,10722.432,53.139645
-3.748854,0.14999999,-2.0423236,156.16803,6.204504,-3.6811519,6.419518,-1.6666666,,923.017929438982,,2693.0320410728455,-0.8333333,9.786325e-24,293.6295,258,2.3924485e-10,14.356425,0.14999999,-3.9497657,169,1595898,1729,1729,-0.15555318,-1.2045041,-14.356425,0.6134565,,10727.588,240.44617
-3.749432,0.14999999,-1.0158777,156.16803,6.204074,-3.681799,6.419518,-1.6666666,7.938849e-14,923.0618497109826,,2928.174612760544,0.8333333,2.3653525e-31,591.23047,258,2.3896835e-10,14.356425,0.14999999,-4.3897157,169,1596897,1730,1730,-0.46025664,-1.2040739,-14.356425,0.86939615,,10733.048,239.92563
-3.75001,0.14999999,2.524037,156.16803,6.204266,-3.682494,6.419518,1.6666666,,923.105719237435,,2930.6174833774567,0.8333333,,476.86774,258,2.3869232e-10,14.356425,0.14999999,-4.6846385,169,1597896,1731,1731,-1.5367253,-1.2042661,-14.356425,0.7637776,,10739.584,238.80444
-3.7505875,0.14999999,1.7142444,156.16803,6.205674,-3.6830795,6.419518,1.6666666,0.195072,923.1495381062356,,2932.824376344681,0.33333334,2.0587553e-33,439.27805,258,2.3841676e-10,14.356425,0.14999999,-4.4031215,169,1598895,1732,1732,-3.6433125,-1.2056744,-14.356425,0.8157717,,10748.229,227.10292
-3.7511647,0.14999999,-1.0232694,156.16803,6.205127,-3.683279,6.419518,-1.6666666,,923.1933064050779,,2935.15571808815,0.33333334,1.9475206e-23,228.8749,258,2.3814167e-10,14.356425,0.14999999,-3.7820482,169,1599894,1733,1733,-0.25693733,-1.205127,-14.356425,0.6966828,,10753.485,226.84825
-3.7517416,0.14999999,1.4099436,156.16803,6.205092,-3.6839206,6.419518,1.6666666,,923.2370242214533,,2937.6291608810425,-0.33333334,2.2955987e-30,579.40594,258,2.378671e-10,14.356425,0.14999999,-4.469039,169,1600893,1734,1734,-1.1443865,-1.205092,-14.356425,1.1313959,,10759.629,226.73979
-3.7523181,0.14999999,0.3933524,156.16803,6.20448,-3.6843286,6.419518,1.6666666,0.2208103,923.2806916426513,,2939.8985509872437,-0.8333333,1.0387199e-33,186.2333,258,2.3759297e-10,14.356425,0.14999999,-4.403301,169,1601892,1735,1735,-0.14376555,-1.20448,-14.356425,0.4617101,,10764.773,221.35757
-3.7528944,0.14999999,-1.354217,156.16803,6.2051134,-3.6852906,6.419518,-1.6666666,,923.3243087557604,,2942.2384910583496,,7.690622e-21,312.75003,258,2.3731933e-10,14.356425,0.14999999,-4.803799,169,1602891,1736,1736,-2.3035257,-1.2051133,-14.356425,0.9288964,,10772.076,211.08072
-3.7534702,0.14999999,1.7776304,156.16803,6.204463,-3.6854527,6.419518,1.6666666,,923.3678756476684,,2944.6274557113647,,8.139252e-31,249.09756,258,2.3704613e-10,14.356425,0.14999999,-3.8535333,169,1603890,1737,1737,-0.07611874,-1.2044632,-14.356425,0.5910989,,10777.152,208.69894
-3.7540457,0.14999999,-2.2945032,156.16803,6.2037706,-3.6858773,6.419518,-1.6666666,,923.4113924050633,,2947.0449085235596,-0.33333334,2.1753314e-20,384.18536,258,2.3677343e-10,14.356425,0.14999999,-3.9957275,169,1604889,1738,1738,-0.00133125,-1.2037709,-14.356425,1.2694404,,10782.154,204.99605
-3.754621,0.14999999,2.0862522,156.16803,6.203446,-3.6861634,6.419518,1.6666666,,923.4548591144336,,2949.384433746338,0.5,1.6339845e-35,194.06558,258,2.365012e-10,14.356425,0.14999999,-4.3591228,169,1605888,1739,1739,-0.6385875,-1.2034459,-14.356425,0.47027862,,10787.793,156.5212
-3.7551959,0.14999999,-1.3543867,156.16803,6.20313,-3.6867664,6.419518,-1.6666666,,923.498275862069,,2951.62073969841,0.5,1.5456825e-25,640.1444,258,2.3622945e-10,14.356425,0.14999999,-4.1927643,169,1606887,1740,1740,-0.6530949,-1.2031298,-14.356425,1.4933953,,10793.445,155.29222
-3.7557704,0.14999999,1.3393033,156.16803,6.2028184,-3.6867101,6.419518,1.6666666,,923.5416427340609,,2953.9036104679108,-0.5,6.0803644e-31,635.8816,258,2.3595817e-10,14.356425,0.14999999,-3.920152,169,1607886,1741,1741,-0.66115904,-1.2028185,-14.356425,0.9411115,,10799.107,154.56783
-3.7563446,0.14999999,-2.355527,156.16803,6.2022996,-3.6871014,6.419518,-1.6666666,,923.5849598163031,,2956.111662387848,-0.6666667,4.414902e-22,309.3718,258,2.3568733e-10,14.356425,0.14999999,-4.2116094,169,1608885,1742,1742,-0.2991653,-1.2022997,-14.356425,0.86480635,,10804.406,154.04308
-3.7569184,0.14999999,0.43134654,156.16803,6.202151,-3.6875374,6.419518,1.6666666,,923.6282271944923,,2958.600110054016,-1.0,6.780765e-36,650.19385,258,2.3541696e-10,14.356425,0.14999999,-4.2687683,169,1609884,1743,1743,-0.94305646,-1.202151,-14.356425,1.0051924,,10810.35,152.54411
-3.757492,0.14999999,-0.36476827,156.16803,6.202934,-3.6886048,6.419518,-1.6666666,,923.6714449541284,,2960.871017932892,1.0,4.642836e-35,537.266,258,2.3514712e-10,14.356425,0.14999999,-5.464456,169,1610883,1744,1744,-2.567174,-1.2029337,-14.356425,0.8965575,,10817.916,150.76286
-3.7580652,0.14999999,2.704603,156.16803,6.205359,-3.689066,6.419518,1.6666666,,923.7146131805158,,2963.2755143642426,1.0,,926.8709,258,2.3487767e-10,14.356425,0.14999999,-4.3094707,169,1611882,1745,1745,-5.4351206,-1.2053591,-14.356425,1.0212803,,10828.352,150.56845
-3.7586381,0.14999999,-2.5409884,156.16803,6.20708,-3.6894028,6.419518,-1.6666666,,923.7577319587629,,2965.382157564163,-1.0,6.421696e-26,1038.0883,258,2.346087e-10,14.356425,0.14999999,-4.161621,169,1612881,1746,1746,-4.209992,-1.2070799,-14.356425,1.4353085,,10837.562,150.48404
-3.7592108,0.14999999,2.6513972,156.16803,6.2071686,-3.689547,6.419518,1.6666666,,923.8008013737837,,2967.584179162979,0.6666667,3.7753565e-38,369.4319,258,2.3434021e-10,14.356425,0.14999999,-4.138387,169,1613880,1747,1747,-1.3621602,-1.2071686,-14.356425,0.71170396,,10843.924,124.889496
-3.759783,0.14999999,-1.5461878,156.16803,6.208849,-3.6900082,6.419518,-1.6666666,,923.8438215102975,,2969.8441863059998,0.6666667,3.5713597e-28,568.6573,258,2.3407215e-10,14.356425,0.14999999,-4.168716,169,1614879,1748,1748,-4.1448245,-1.2088492,-14.356425,1.3610085,,10853.068,124.34029
-3.760355,0.14999999,-2.4798253,156.16803,6.208577,-3.6896832,6.419518,-1.6666666,1.1460637e-08,923.8867924528302,,2972.119094848633,-0.5,5.7749267e-21,378.29315,258,2.3380456e-10,14.356425,0.14999999,-3.363996,169,1615878,1749,1749,-0.7334757,-1.2085773,-14.356425,1.2188281,,10858.802,122.38873
-3.7609265,0.14999999,1.1862421,156.16803,6.208546,-3.6898232,6.419518,1.6666666,,923.9297142857143,,2974.369696378708,-0.6666667,4.691214e-32,218.22667,258,2.3353744e-10,14.356425,0.14999999,-4.086256,169,1616877,1750,1750,-1.1537457,-1.208546,-14.356425,0.48847064,,10864.955,120.63049
-3.7614977,0.14999999,-1.4110597,156.16803,6.2082596,-3.6902943,6.419518,-1.6666666,,923.9725870930897,,2976.4568960666656,0.16666667,7.2429624e-22,217.93414,258,2.3327076e-10,14.356425,0.14999999,-3.987439,169,1617876,1751,1751,-0.70691806,-1.2082595,-14.356425,0.8054245,,10870.662,120.4893
-3.7620687,0.14999999,1.5521356,156.16803,6.207597,-3.6904788,6.419518,1.6666666,,924.0154109589041,,2978.549507379532,0.16666667,7.665478e-32,461.05893,258,2.3300456e-10,14.356425,0.14999999,-3.7894924,169,1618875,1752,1752,-0.046774965,-1.2075965,-14.356425,0.89333284,,10875.709,120.43453
-3.7626393,0.14999999,1.4388909,156.16803,6.206929,-3.690898,6.419518,1.6666666,476.8482,924.0581859669138,,2980.9299924373627,-0.16666667,2.5596752e-30,476.8482,258,2.3273879e-10,14.356425,0.14999999,-4.2643814,169,1619874,1753,1753,-0.037626974,-1.2069293,-14.356425,1.2231365,,10880.747,119.95716
-3.7632096,0.14999999,-1.538219,156.16803,6.206265,-3.6908917,6.419518,-1.6666666,,924.1009122006842,,2983.258906841278,-0.16666667,2.4213388e-20,420.19046,258,2.3247347e-10,14.356425,0.14999999,-3.8172505,169,1620873,1754,1754,-0.042219736,-1.2062651,-14.356425,0.9264525,,10885.789,119.76343
-3.7637796,0.14999999,-9.142579,156.16803,6.2055855,-3.6910858,6.419518,-8.333333,,924.1435897435897,,2985.496695280075,-0.8333333,,380.46344,258,2.3220864e-10,14.356425,0.14999999,-3.910492,169,1621872,1755,1755,-0.013282314,-1.2055855,-14.356425,0.9323304,,10890.803,103.85285
-3.7643492,0.14999999,-7.487566,156.16803,6.2058134,-3.691036,6.419518,-8.333333,6.6623358e-28,924.1862186788155,,2987.8146588802338,0.8333333,,743.46094,258,2.3194423e-10,14.356425,0.14999999,-3.4792116,169,1622871,1756,1756,-1.6058929,-1.2058134,-14.356425,1.4938633,,10897.408,102.211075
-3.7649186,0.14999999,7.406926,156.16803,6.2068915,-3.6911933,6.419518,8.333333,,924.2287990893568,,2989.9934129714966,-1.0,,253.92618,258,2.3168029e-10,14.356425,0.14999999,-4.275598,169,1623870,1757,1757,-3.0999577,-1.2068914,-14.356425,0.33124444,,10905.508,100.44476
-3.7654874,0.14999999,9.369107,156.16803,6.2051997,-3.6921234,6.419518,8.333333,1.3855901e-30,923.8862343572241,,2991.837372303009,0.8333333,,2342.9983,258,2.3141679e-10,14.356425,0.14999999,-4.645157,169,1624192,1758,1758,1.7671628,-1.2051998,-14.356425,2.3442636,,10908.741,98.09314
-3.766056,0.14999999,7.766309,156.16803,6.207358,-3.692479,6.419518,8.333333,5.911661e-17,923.9289368959636,,2993.9409413337708,-0.5,,2132.8574,258,2.3115375e-10,14.356425,0.14999999,-5.097601,169,1625191,1759,1759,-5.001711,-1.207358,-14.356425,2.9024115,,10918.742,94.4446
-3.7666245,0.14999999,8.173995,156.16803,6.2070956,-3.6919246,6.419518,8.333333,0.1964547,923.9715909090909,,2995.95676612854,,,173.16112,258,2.3089111e-10,14.356425,0.14999999,-3.9644196,169,1626190,1760,1760,-0.7456076,-1.2070956,-14.356425,0.50968844,,10924.488,93.46037
-3.7671926,0.14999999,-9.707911,156.16803,6.2060947,-3.6927867,6.419518,-8.333333,,923.7228847245883,,2997.6754982471466,-1.0,,351.52234,258,2.3062897e-10,14.356425,0.14999999,-4.708911,169,1626676,1761,1761,0.5555913,-1.2060947,-14.356425,0.6378154,,10928.933,92.95673
-3.7677603,0.14999999,-8.19802,156.16803,6.20686,-3.694617,6.419518,-8.333333,3.3410132e-11,923.7656072644722,,2999.969763278961,,,294.0125,258,2.3036728e-10,14.356425,0.14999999,-6.5263753,169,1627675,1762,1762,-2.5547068,-1.2068602,-14.356425,0.48607525,,10936.487,92.95131
-3.7683277,0.14999999,-8.474139,156.16803,6.2061806,-3.6945777,6.419518,-8.333333,11.891611,923.8082813386274,,3002.1440329551697,-0.33333334,,107.81271,258,2.3010602e-10,14.356425,0.14999999,-3.0934632,169,1628674,1763,1763,-0.008484917,-1.2061805,-14.356425,0.38062102,,10941.496,92.5926
-3.7688947,0.14999999,8.709802,156.16803,6.205519,-3.6950736,6.419518,8.333333,,923.8509070294784,,3004.301365852356,0.33333334,,628.0641,258,2.298452e-10,14.356425,0.14999999,-3.9448354,169,1629673,1764,1764,-0.039915476,-1.2055192,-14.356425,1.0079995,,10946.536,92.48573
-3.7694614,0.14999999,-7.768656,156.16803,6.205189,-3.6951997,6.419518,-8.333333,,923.8934844192635,,3006.4013781547546,0.33333334,,177.41415,258,2.2958481e-10,14.356425,0.14999999,-3.8567324,169,1630672,1765,1765,-0.62324816,-1.2051893,-14.356425,0.3457845,,10952.159,92.44562
-3.7700279,0.14999999,-7.175767,156.16803,6.205262,-3.6959958,6.419518,-8.333333,23.171904,923.936013590034,,3008.476935148239,1.0,,365.8886,258,2.2932489e-10,14.356425,0.14999999,-4.4397564,169,1631671,1766,1766,-1.3338311,-1.2052623,-14.356425,0.7298408,,10958.493,91.59431
-3.770594,0.14999999,-3.0448165,156.16803,6.2071843,-3.69612,6.419518,-1.6666666,,923.9784946236559,,3010.4759364128113,-1.0,6.498954e-26,658.85114,258,2.2906539e-10,14.356425,0.14999999,-3.6087697,169,1632670,1767,1767,-4.6015587,-1.2071843,-14.356425,1.177507,,10968.095,91.06867
