MountainCar_std1_higher,IWMean,ReturnMean,AvgEpLen,Delta,ReturnMin,Bound,NumTrajectories,DenMISEMeanLog,ReturnMax,IWFirstEpisode,MinEpLen,GridSize,MountainCar_std0_higher,TimeElapsed,MountainCar_mu1_higher,IWMin,ReturnStepMax,IWLastEpisode,NumTrainableParams,Iteration,Regret/t,ActionIn1,IWMax,DenMISELogFirst,ReturnLastEpisode,ReturnAbsMax,TimestepsSoFar,DenMISELogLast,Regret,MountainCar_mu0_higher
0.14999999,0.8078334,-1.2114763,920.9956140350877,3.1692424e-09,-13.250481,53.937733,684,-3.4833941,8.42407,,244,81,0.14999999,603.1499638557434,5.0,,146.9515,,,684,6.2114763,4.330138,115.365906,-3.657065,-1.2233416,13.250481,629961,-3.0024033,4248.65,-0.75
0.14999999,0.67973953,-1.2110484,920.7138686131386,3.159996e-09,-13.250481,53.94129,685,-3.48272,8.42407,,244,81,0.14999999,604.0638983249664,-5.0,,146.9515,,,685,6.211048,-5.8704944,112.82347,-3.6585257,-0.91828746,13.250481,630689,-2.7815034,4254.5684,-0.75
0.14999999,1.2071599,-1.2110668,920.8279883381924,3.1507896e-09,-13.250481,53.643368,686,-3.4825337,8.42407,,244,81,0.14999999,605.0219395160675,7.5,,146.9515,,,686,6.2110667,7.7574153,133.67647,-3.6599846,-1.2238158,13.250481,631688,-3.0002286,4260.792,0.5
0.14999999,0.9573779,-1.2106192,920.9417758369724,3.1416238e-09,-13.250481,53.592667,687,-3.4815292,8.42407,,244,81,0.14999999,606.1843390464783,-7.5,,146.9515,,,687,6.210619,-8.609391,128.25453,-3.6614413,-0.90355664,13.250481,632687,-2.9310536,4266.6953,-0.75
0.14999999,1.0404978,-1.2120589,921.0552325581396,3.132498e-09,-13.250481,53.391365,688,-3.4813633,8.42407,,244,81,0.14999999,607.3832490444183,2.5,,146.9515,,,688,6.212059,1.9134036,115.72668,-3.6628957,-2.2010677,13.250481,633686,-3.2757554,4273.8965,-0.75
0.14999999,1.336295,-1.2116828,921.1683599419448,3.1234115e-09,-13.250481,53.17554,689,-3.480603,8.42407,,244,81,0.14999999,608.6454524993896,-2.5,,146.9515,,,689,6.211683,-3.5477848,136.4784,-3.6643481,-0.95299166,13.250481,634685,-2.9382792,4279.8496,-0.75
0.14999999,0.9812578,-1.2126203,921.2811594202899,3.1143645e-09,-13.250481,53.17565,690,-3.479577,8.42407,,244,81,0.14999999,609.9612896442413,-2.5,,146.9515,9.519176e-28,,690,6.2126203,-1.5181239,143.7278,-3.6657987,-1.8584551,13.250481,635684,-3.021495,4286.708,0.75
0.14999999,0.84474796,-1.2141832,921.3936324167872,3.1053569e-09,-13.250481,53.112747,691,-3.4799535,8.42407,,244,81,0.14999999,611.1183207035065,2.5,,146.9515,,,691,6.2141833,3.2840939,182.76888,-3.6672468,-2.2926688,13.250481,636683,-3.662391,4294.0005,1.0
0.14999999,0.91162753,-1.2180289,921.5057803468208,3.0963885e-09,-13.250481,53.09823,692,-3.4798055,8.42407,,244,81,0.14999999,612.3550159931183,-5.0,,146.9515,,,692,6.218029,-4.126918,226.92047,-3.6686928,-3.8753262,13.250481,637682,-3.157269,4302.876,1.0
0.14999999,1.0615381,-1.2242025,921.6176046176046,3.0874587e-09,-13.250481,53.000988,693,-3.4809804,8.42407,,244,81,0.14999999,613.4148936271667,-7.5,,146.9515,,,693,6.2242026,-6.551702,169.74792,-3.670137,-5.4963517,13.250481,638681,-4.122955,4313.372,1.0
0.14999999,1.125422,-1.2273711,921.7291066282421,3.0785676e-09,-13.250481,52.97478,694,-3.4801793,8.42407,28.29227,244,81,0.14999999,614.6631762981415,,,146.9515,,,694,6.227371,0.35492808,125.60898,-3.671579,-3.4232,13.250481,639680,-2.903759,4321.7954,0.25
0.14999999,0.76889914,-1.2260108,921.8402877697841,3.069715e-09,-13.250481,52.73401,695,-3.4789581,8.42407,,244,81,0.14999999,615.9494240283966,-5.0,,146.9515,,,695,6.226011,-4.261349,114.97467,-3.633061,-0.28192207,13.250481,640679,-2.6969843,4327.0776,0.75
0.14999999,0.89851975,-1.2282428,921.9511494252873,3.0609002e-09,-13.250481,52.583416,696,-3.4786787,8.42407,,244,81,0.14999999,616.9874427318573,7.5,,146.9515,,,696,6.228243,8.594201,169.40524,-3.6344986,-2.7794662,13.250481,641678,-3.0071106,4334.857,1.0
0.14999999,1.0576261,-1.2373596,922.0616929698708,3.0521232e-09,-13.250481,52.163486,697,-3.4790263,8.42407,,244,81,0.14999999,617.9864706993103,2.5,,146.9515,,,697,6.2373595,3.0425093,135.49426,-3.6359344,-7.582712,13.250481,642677,-3.5597966,4347.4395,0.75
0.14999999,1.1789297,-1.2383866,922.1719197707737,3.0433844e-09,-13.250481,52.000465,698,-3.478736,8.42407,,244,81,0.14999999,619.1177933216095,5.0,,146.9515,,,698,6.2383866,5.743121,139.2355,-3.6373682,-1.9542036,13.250481,643676,-3.2721388,4354.394,0.75
0.14999999,1.2455268,-1.2417387,922.2818311874106,3.0346827e-09,-13.250481,51.924206,699,-3.4780483,8.42407,,244,81,0.14999999,620.1731877326965,-7.5,,146.9515,,,699,6.241739,-6.6792684,129.55954,-3.6388,-3.5815163,13.250481,644675,-3.1004732,4362.9756,0.75
0.14999999,1.1682253,-1.2424389,922.3914285714286,3.0260183e-09,-13.250481,51.782627,700,-3.4769733,8.42407,0.0002989719,244,81,0.14999999,621.2038016319275,,,146.9515,,,700,6.242439,-0.89870596,126.337975,-3.6402295,-1.7318534,13.250481,645674,-2.9054668,4369.707,-0.75
0.14999999,0.7815871,-1.2432779,922.5007132667617,3.017391e-09,-13.250481,51.555992,701,-3.4763017,8.42407,23.453545,244,81,0.14999999,622.114230632782,,,146.9515,0.0012939658,,701,6.243278,-0.15545526,103.57855,-3.6416564,-1.830684,13.250481,646673,-3.106002,4376.538,-0.25
0.14999999,1.2430623,-1.2416898,922.6096866096866,3.0088005e-09,-13.250481,51.5457,702,-3.4756896,8.42407,,244,81,0.14999999,623.1172404289246,7.5,,146.9515,,,702,6.2416897,8.077565,139.55063,-3.6101723,-0.12840755,13.250481,647672,-2.7872052,4381.666,0.75
0.14999999,1.0542642,-1.2442356,922.7183499288763,3.0002467e-09,-13.250481,51.086277,703,-3.4747698,8.42407,,244,81,0.14999999,624.1833012104034,10.0,,146.9515,,,703,6.2442355,10.148006,105.944336,-3.6115959,-3.031379,13.250481,648671,-2.996832,4389.6978,0.25
0.14999999,1.0447398,-1.2415688,922.0809659090909,2.9917293e-09,-13.250481,50.714878,704,-3.4737818,8.42407,,244,81,0.14999999,625.1739370822906,-2.5,,146.9515,,,704,6.2415686,-1.3681405,232.95688,-3.6130173,0.63317174,13.250481,649145,-2.7803109,4394.0645,1.0
0.14999999,1.0266286,-1.2457548,922.1900709219858,2.9832479e-09,-13.250481,50.685024,705,-3.4737363,8.42407,0.00046754052,244,81,0.14999999,626.4407286643982,,,146.9515,,,705,6.2457547,0.843308,118.08444,-3.6144366,-4.1926785,13.250481,650144,-3.3816783,4403.2573,0.75
0.14999999,0.91540736,-1.2492435,922.2988668555241,2.9748035e-09,-13.250481,50.58824,706,-3.4730325,8.42407,,244,81,0.14999999,627.5829830169678,10.0,,146.9515,,,706,6.2492437,9.760467,106.922,-3.6158535,-3.7087517,13.250481,651143,-2.9500496,4411.966,-0.25
0.14999999,0.78836113,-1.2446744,921.5275813295615,2.9663942e-09,-13.250481,50.237213,707,-3.4719448,8.42407,,244,81,0.14999999,628.4083924293518,-10.0,,146.9515,,,707,6.2446747,-10.590744,122.84713,-3.6172688,1.9810126,13.250481,651520,-2.578017,4414.985,-0.75
0.14999999,1.0292908,-1.2443446,921.6370056497175,2.9580205e-09,-13.250481,50.171043,708,-3.4713743,8.42407,,244,81,0.14999999,629.493435382843,-10.0,,146.9515,1.1846678,,708,6.2443447,-10.454454,113.5535,-3.6186824,-1.0110737,13.250481,652519,-2.8082378,4420.996,-0.25
0.14999999,1.0560589,-1.2431102,921.7461212976023,2.949682e-09,-13.250481,50.116516,709,-3.4702675,8.42407,,244,81,0.14999999,630.5144684314728,-10.0,,146.9515,0.009630015,,709,6.24311,-10.022824,114.02343,-3.6200938,-0.3691051,13.250481,653518,-2.6615992,4426.365,0.25
0.14999999,0.784092,-1.2413899,921.8549295774648,2.941379e-09,-13.250481,49.68495,710,-3.46947,8.42407,,244,81,0.14999999,631.5503718852997,-10.0,,146.9515,0.005384444,,710,6.2413898,-9.165515,78.618225,-3.621503,-0.021732379,13.250481,654517,-2.9087353,4431.3867,0.75
0.14999999,1.309207,-1.241739,921.9634317862166,2.9331109e-09,-13.250481,49.371162,711,-3.4696004,8.42407,,244,81,0.14999999,632.6438701152802,7.5,,146.9515,,,711,6.2417393,7.176144,104.54994,-3.6229107,-1.4896812,13.250481,655516,-3.317792,4437.8765,-0.25
0.14999999,0.98756254,-1.2396643,921.4058988764045,2.9248777e-09,-13.250481,48.999523,712,-3.4680936,8.42407,,244,81,0.14999999,633.5168089866638,10.0,,146.9515,,,712,6.239664,9.27979,104.86064,-3.6243162,0.23553193,13.250481,656041,-2.6477406,4442.641,-0.75
0.14999999,0.88312566,-1.2294884,920.4824684431977,2.9166787e-09,-13.250481,48.9148,713,-3.4673269,8.42407,,244,81,0.14999999,634.3624577522278,7.5,,146.9515,,,713,6.2294884,7.6944137,109.11464,-3.6257195,6.015747,13.250481,656304,-2.8659084,4441.625,
0.14999999,0.7749833,-1.2249783,919.7324929971988,2.9085145e-09,-13.250481,48.84569,714,-3.469446,8.42407,,244,81,0.14999999,635.3290400505066,10.0,,146.9515,,,714,6.2249784,10.5025835,115.45308,-3.6271212,1.9907306,13.250481,656689,-4.8225203,4444.635,0.75
0.14999999,1.334108,-1.2275957,919.8433566433566,2.9003844e-09,-13.250481,48.78609,715,-3.4707317,8.42407,,244,81,0.14999999,636.4481956958771,7.5,,146.9515,,,715,6.227596,7.276142,113.91713,-3.6285207,-3.0964305,13.250481,657688,-4.125694,4452.731,-0.5
0.14999999,0.96289027,-1.2255892,919.2891061452514,2.8922884e-09,-13.250481,48.64692,716,-3.4696898,8.42407,,244,81,0.14999999,637.3339514732361,7.5,,146.9515,0.009585654,,716,6.2255893,6.6464643,160.2127,-3.6299183,0.20902246,13.250481,658211,-2.9910183,4457.522,-1.0
0.14999999,1.144635,-1.2262679,918.8354253835425,2.8842266e-09,-13.250481,48.446728,717,-3.4697256,8.42407,1.64141e-08,244,81,0.14999999,638.2121825218201,,,146.9515,,,717,6.226268,-1.1070323,160.90442,-3.631314,-1.7121772,13.250481,658805,-3.3937385,4464.234,-1.0
0.14999999,0.8737562,-1.2270284,918.9470752089137,2.876198e-09,-13.250481,48.37279,718,-3.4694057,8.42407,,244,81,0.14999999,639.3445248603821,5.0,,146.9515,,,718,6.2270284,5.2045784,111.81327,-3.6327078,-1.7722964,13.250481,659804,-3.2999325,4471.0063,
0.14999999,0.7735231,-1.2251693,918.5994436717664,2.8682028e-09,-13.250481,48.36271,719,-3.4696212,8.42407,,244,81,0.14999999,640.3074135780334,-2.5,,146.9515,,,719,6.225169,-2.3480747,115.537445,-3.6340995,0.109714225,13.250481,660473,-3.4578328,4475.8965,
0.14999999,0.92607844,-1.2234683,918.7111111111111,2.8602412e-09,-13.250481,48.341267,720,-3.469488,8.42407,,244,81,0.14999999,641.3600025177002,2.5,,146.9515,,,720,6.2234683,2.6077414,96.81339,-3.6354895,-0.00055271306,13.250481,661472,-3.1112466,4480.8975,
0.14999999,0.87798893,-1.2217836,918.8224687933425,2.8523124e-09,-13.250481,48.342606,721,-3.4692457,8.42407,,244,81,0.14999999,642.6288361549377,-5.0,,146.9515,,,721,6.2217836,-4.991442,116.3658,-3.6368773,-0.008738631,13.250481,662471,-3.1835885,4485.9062,
0.14999999,1.2155013,-1.2201053,918.9335180055401,2.844417e-09,-13.250481,48.32162,722,-3.4684477,8.42407,,244,81,0.14999999,643.6457443237305,-7.5,,146.9515,,,722,6.220105,-7.615118,113.590805,-3.6382632,-0.010011332,13.250481,663470,-2.7332106,4490.916,
0.14999999,0.6466935,-1.2184801,919.0442600276625,2.8365539e-09,-13.250481,48.076393,723,-3.4671295,8.42407,,244,81,0.14999999,644.801394701004,7.5,,146.9515,,,723,6.21848,7.666255,96.846825,-3.6396475,-0.04514363,13.250481,664469,-2.6721148,4495.961,0.25
0.14999999,1.0361727,-1.2171224,919.1546961325967,2.8287237e-09,-13.250481,48.04722,724,-3.466577,8.42407,,244,81,0.14999999,645.7898201942444,-2.5,,146.9515,,,724,6.2171226,-3.0683181,162.40964,-3.6410296,-0.23553038,13.250481,665468,-2.6931565,4501.197,-1.0
0.14999999,1.0127754,-1.2179233,919.2648275862069,2.8209253e-09,-13.250481,48.024567,725,-3.4668891,8.42407,,244,81,0.14999999,646.9574899673462,5.0,,146.9515,,,725,6.217923,4.655765,119.78025,-3.6424098,-1.7978076,13.250481,666467,-3.6601074,4507.994,-0.5
0.14999999,0.8765269,-1.2169284,919.1707988980717,2.8131597e-09,-13.250481,47.968857,726,-3.466322,8.42407,,244,81,0.14999999,647.8626687526703,-5.0,,146.9515,,,726,6.2169285,-5.803701,118.84024,-3.6437883,-0.49555686,13.250481,667318,-3.0183282,4513.49,-0.5
0.14999999,0.9327121,-1.2167166,919.2806052269601,2.805426e-09,-13.250481,47.925716,727,-3.4658887,8.42407,,244,81,0.14999999,648.9767599105835,2.5,,146.9515,,,727,6.216717,2.070178,120.03973,-3.6451647,-1.0630306,13.250481,668317,-2.981761,4519.5527,-0.5
0.14999999,0.96234274,-1.2155399,919.3901098901099,2.797724e-09,-13.250481,47.915752,728,-3.4650517,8.42407,,244,81,0.14999999,650.0509526729584,-2.5,,146.9515,,,728,6.21554,-3.278088,112.84698,-3.6465392,-0.36003092,13.250481,669316,-2.7492123,4524.913,-0.25
0.14999999,1.2100437,-1.2146986,919.4993141289438,2.265192e-09,-13.250481,48.183872,729,-3.466327,8.42407,,244,81,0.14999999,651.1785402297974,-10.0,,146.9515,,,729,6.214699,-11.132954,180.95767,-3.647912,-0.6021628,13.250481,670315,-4.3051543,4530.515,-1.0
0.14999999,0.025056697,-1.2157542,919.6082191780822,2.2589903e-09,-13.250481,7932.131,730,-3.4657688,8.42407,,244,100,0.14999999,652.0388247966766,5.5555553,,146.9515,,,730,6.215754,6.1958203,6.239176,-3.6492827,-1.9852945,13.250481,671314,-3.1649156,4537.5005,0.7777778
0.14999999,0.26493394,-1.2170165,919.7168262653898,2.252814e-09,-13.250481,7932.4624,731,-3.4689517,8.42407,,244,100,0.14999999,713.4347612857819,-5.5555553,,146.9515,,,731,6.217016,-5.071758,180.4209,-3.6506517,-2.1384652,13.250481,672313,-4.818018,4544.639,0.7777778
0.14999999,0.8308139,-1.216986,919.8251366120219,2.2466629e-09,-13.250481,7931.1436,732,-3.472301,8.42407,,244,100,0.14999999,714.8122427463531,-5.5555553,,146.9515,1.0047491e-15,,732,6.2169857,-6.4820395,558.1719,-3.6520188,-1.1947507,13.250481,673312,-5.1599016,4550.834,-0.7777778
0.14999999,0.44996616,-1.2172481,919.9331514324693,2.240537e-09,-13.250481,7174.1367,733,-3.474501,8.42407,,244,100,0.14999999,716.2388296127319,5.5555553,,146.9515,,,733,6.217248,5.0065136,200.79686,-3.653384,-1.4091294,13.250481,674311,-4.720247,4557.2427,-0.7777778
0.14999999,4.25519,-1.2169632,919.4305177111717,2.2344366e-09,-13.250481,4890.9194,734,-3.4763656,8.42407,,244,100,0.14999999,717.431253194809,5.5555553,,146.9515,0.0037729868,,734,6.2169633,5.5963035,2903.6501,-3.6547472,-1.0080783,13.250481,674862,-4.2539434,4563.251,-0.11111111
0.14999999,0.02354895,-1.2155001,919.5387755102041,2.2283606e-09,-13.250481,4889.8223,735,-3.4755793,8.42407,,244,100,0.14999999,718.7751505374908,-5.5555553,,146.9515,,,735,6.2155,-5.537125,7.5323853,-3.6561086,-0.14164455,13.250481,675861,-3.773908,4568.3926,-0.11111111
0.14999999,0.30115592,-1.2138559,919.6467391304348,2.2223094e-09,-13.250481,4180.2427,736,-3.4786875,8.42407,,244,100,0.14999999,720.011337518692,5.5555553,,146.9515,,,736,6.2138557,5.8220515,126.304726,-3.6574683,-0.005280005,13.250481,676860,-4.7871027,4573.398,0.33333334
0.14999999,0.92982346,-1.2122864,919.7544097693351,2.2162827e-09,-13.250481,4179.9585,737,-3.481356,8.42407,,244,100,0.14999999,721.3881943225861,-5.5555553,,146.9515,,,737,6.2122865,-5.050109,233.00497,-3.658826,-0.057168934,13.250481,677859,-4.7315874,4578.455,0.33333334
0.14999999,0.14709549,-1.2121238,919.8617886178862,2.2102808e-09,-13.250481,620.37463,738,-3.4835656,8.42407,4.8821875e-09,244,100,0.14999999,722.7193033695221,-1.1111112,,146.9515,,,738,6.212124,-0.6725511,41.00435,-3.660182,-1.0923473,13.250481,678858,-4.9561944,4584.5474,0.5555556
0.14999999,0.6088062,-1.2114208,919.9688768606225,2.204303e-09,-13.250481,619.9593,739,-3.4858918,8.42407,5.1104186e-18,244,100,0.14999999,724.2629864215851,1.1111112,,146.9515,,,739,6.211421,1.76552,246.00786,-3.6615362,-0.69254756,13.250481,679857,-4.3479085,4590.2397,0.5555556
0.14999999,0.14860886,-1.2124188,920.0756756756757,2.1983493e-09,-13.250481,573.9206,740,-3.4885445,8.42407,4.6443037e-21,244,100,0.14999999,725.535799741745,1.1111112,,146.9515,3.4490668e-19,,740,6.2124186,0.55717033,68.14025,-3.6628883,-1.9500215,13.250481,680856,-4.998948,4597.19,-0.7777778
0.14999999,0.25116298,-1.2123935,920.1821862348178,2.1924198e-09,-13.250481,573.77124,741,-3.4895873,8.42407,4.448906e-12,244,100,0.14999999,726.8437330722809,-1.1111112,,146.9515,,,741,6.2123938,-1.9027736,83.874146,-3.664239,-1.1936442,13.250481,681855,-3.4059668,4603.384,-0.7777778
0.14999999,0.031854328,-1.2130516,920.288409703504,2.1865143e-09,-13.250481,551.9323,742,-3.4933603,8.42407,1.200964e-15,244,100,0.14999999,728.3328576087952,-1.1111112,,146.9515,1.0855834e-33,,742,6.213052,-0.22444224,19.24046,-3.6655874,-1.7006654,13.250481,682854,-5.5300746,4610.0845,1.0
0.14999999,0.73156756,-1.2160326,920.3943472409152,2.1806326e-09,-13.250481,549.6553,743,-3.4957438,8.42407,1.2570966e-24,244,100,0.14999999,729.7018229961395,1.1111112,,146.9515,,,743,6.2160325,2.2605634,321.7154,-3.6669343,-3.42798,13.250481,683853,-4.296809,4618.512,1.0
0.14999999,0.20650353,-1.2225425,920.5,2.1747748e-09,-13.250481,519.73865,744,-3.497632,8.42407,3.133571e-16,244,100,0.14999999,731.2846069335938,1.1111112,,146.9515,3.815922e-18,,744,6.222543,0.96469295,67.168526,-3.6682792,-6.05937,13.250481,684852,-4.538452,4629.572,-0.33333334
0.14999999,0.80923796,-1.2211806,920.6053691275167,2.1689404e-09,-13.250481,519.7193,745,-3.4987166,8.42407,3.0017108e-07,244,100,0.14999999,732.7196667194366,-1.1111112,,146.9515,,,745,6.2211804,-1.4223803,350.14435,-3.6696224,-0.20782271,13.250481,685851,-3.5064604,4634.7793,-0.33333334
0.14999999,0.41585976,-1.2199585,920.710455764075,2.1631292e-09,-13.250481,478.7657,746,-3.5003767,8.42407,3.1045079e-06,244,100,0.14999999,734.1586585044861,-1.1111112,,146.9515,4.3468294,,746,6.2199583,-1.0894887,115.810036,-3.6709638,-0.30957738,13.250481,686850,-4.449036,4640.089,0.11111111
0.14999999,0.62188584,-1.2183552,920.8152610441767,2.1573414e-09,-13.250481,478.74045,747,-3.5016701,8.42407,3.2495868e-15,244,100,0.14999999,735.5338137149811,1.1111112,,146.9515,,,747,6.218355,1.4626871,251.65065,-3.6723034,-0.022305408,13.250481,687849,-3.866612,4645.1113,0.11111111
0.14999999,0.49336433,-1.21675,920.9197860962566,2.1515771e-09,-13.250481,309.4166,748,-3.5016,8.42407,,244,100,0.14999999,736.8811728954315,5.5555553,,146.9515,,,748,6.21675,5.115173,274.21332,-3.6736412,-0.0177207,13.250481,688848,-3.0095062,4650.129,-0.33333334
0.14999999,0.25932494,-1.2154971,920.5847797062751,2.1458357e-09,-13.250481,309.2865,749,-3.5037947,8.42407,,244,100,0.14999999,738.2933237552643,-5.5555553,,146.9515,,,749,6.215497,-5.997017,109.89191,-3.6749773,-0.27830815,13.250481,689518,-4.583185,4655.407,-0.33333334
0.14999999,0.24801436,-1.2144928,920.6893333333334,2.1401174e-09,-13.250481,309.13315,750,-3.5063932,8.42407,,244,100,0.14999999,739.5062973499298,5.5555553,,146.9515,,,750,6.214493,4.5685806,118.55481,-3.6763115,-0.46220517,13.250481,690517,-4.6979365,4660.8696,-1.0
0.14999999,0.08613542,-1.213328,919.9973368841545,2.1344218e-09,-13.250481,309.10864,751,-3.5084813,8.42407,,244,100,0.14999999,740.5573651790619,-5.5555553,,146.9515,,,751,6.213328,-4.520899,24.499535,-3.6776438,-0.3397332,13.250481,690918,-4.3095613,4666.2095,1.0
0.14999999,0.17749897,-1.2190453,920.1023936170212,2.128749e-09,-13.250481,308.86688,752,-3.5111954,8.42407,,244,100,0.14999999,741.952335357666,5.5555553,,146.9515,,,752,6.219045,6.6718664,98.341644,-3.6789746,-5.512745,13.250481,691917,-4.635134,4676.722,1.0
0.14999999,1.1161511,-1.2284675,920.207171314741,2.1230986e-09,-13.250481,307.71066,753,-3.5149791,8.42407,,244,100,0.14999999,743.2311043739319,-5.5555553,,146.9515,,,753,6.2284675,-6.804676,403.94507,-3.6803033,-8.31395,13.250481,692916,-5.530318,4690.036,-1.0
0.14999999,0.260635,-1.2298907,920.3116710875331,2.1174709e-09,-13.250481,282.45148,754,-3.5169706,8.42407,,244,100,0.14999999,744.4546954631805,-7.7777777,,146.9515,,,754,6.229891,-7.643253,76.49293,-3.6816306,-2.3015828,13.250481,693915,-4.924208,4697.3374,0.33333334
0.14999999,1.1124811,-1.2284118,920.4158940397351,2.1118651e-09,-13.250481,282.11908,755,-3.519356,8.42407,,244,100,0.14999999,745.6553864479065,-7.7777777,,146.9515,1.2457438,,755,6.2284117,-8.201042,462.12796,-3.682956,-0.11336405,13.250481,694914,-4.570705,4702.451,-0.33333334
0.14999999,0.23348263,-1.2270712,920.5198412698413,2.1062818e-09,-13.250481,278.4864,756,-3.5210874,8.42407,,244,100,0.14999999,746.9569854736328,-7.7777777,,146.9515,0.012583479,,756,6.2270713,-9.334713,36.740036,-3.6842797,-0.21482317,13.250481,695913,-4.785564,4707.666,-1.0
0.14999999,0.29691514,-1.2292451,920.6235138705416,2.100721e-09,-13.250481,278.00723,757,-3.5281646,8.42407,,244,100,0.14999999,748.2517023086548,7.7777777,,146.9515,,,757,6.229245,8.608992,120.531784,-3.6856015,-2.8727593,13.250481,696912,-8.107912,4715.5386,1.0
0.14999999,1.1270031,-1.2372161,920.7269129287599,2.0951816e-09,-13.250481,275.1833,758,-3.5291197,8.42407,,244,100,0.14999999,749.6627459526062,7.7777777,,146.9515,0.0208055,,758,6.237216,8.296801,458.31854,-3.6869216,-7.2713056,13.250481,697911,-3.535824,4727.8096,0.5555556
0.14999999,1.3197099,-1.2368487,920.8300395256917,2.0896644e-09,-13.250481,273.8623,759,-3.5309484,8.42407,,244,100,0.14999999,750.9564409255981,-7.7777777,,146.9515,,,759,6.236849,-6.764793,747.7351,-3.68824,-0.9583301,13.250481,698910,-4.8673744,4733.768,1.0
0.14999999,0.0763173,-1.2419753,920.9328947368421,2.0841686e-09,-13.250481,270.5359,760,-3.5321534,8.42407,6.8444215e-25,244,100,0.14999999,752.1230857372284,1.1111112,,146.9515,,,760,6.2419753,-0.040599823,23.678669,-3.6895566,-5.133057,13.250481,699909,-4.435817,4743.9014,-1.0
0.14999999,1.5453261,-1.2433099,921.0354796320631,2.078695e-09,-13.250481,268.05606,761,-3.5348926,8.42407,6.556234e-16,244,100,0.14999999,753.5166211128235,-1.1111112,,146.9515,,,761,6.24331,-2.333197,1064.8646,-3.6908715,-2.2576354,13.250481,700908,-4.6924644,4751.1587,-1.0
0.14999999,2.6140122,-1.245228,921.1377952755905,2.073243e-09,-13.250481,264.59778,762,-3.5372503,8.42407,,244,100,0.14999999,754.9511466026306,7.7777777,,146.9515,,,762,6.245228,7.050207,1589.9246,-3.6921847,-2.704887,13.250481,701907,-5.3463073,4758.864,-0.7777778
0.14999999,1.503002,-1.2456138,920.7758846657929,2.0678121e-09,-13.250481,258.8905,763,-3.5395963,8.42407,,244,100,0.14999999,756.1958820819855,7.7777777,,146.9515,0.00037191744,,763,6.245614,7.67434,897.35693,-3.6934962,-1.5396316,13.250481,702552,-5.9556937,4765.4033,-0.11111111
0.14999999,1.4317311,-1.2422518,920.1269633507853,2.0624025e-09,-13.250481,219.07854,764,-3.5395439,8.42407,,244,100,0.14999999,757.3296937942505,5.5555553,,146.9515,,,764,6.242252,5.7850385,552.7014,-3.694806,1.3230184,13.250481,702977,-3.5915842,4769.08,0.11111111
0.14999999,0.705421,-1.2409829,920.2300653594772,2.0570141e-09,-13.250481,219.0556,765,-3.5404196,8.42407,,244,100,0.14999999,758.4418971538544,-5.5555553,,146.9515,,,765,6.240983,-5.2913647,417.34775,-3.696114,-0.2715198,13.250481,703976,-4.36953,4774.352,0.11111111
0.14999999,0.83615464,-1.2394509,920.3328981723238,2.0516469e-09,-13.250481,218.64085,766,-3.5420496,8.42407,,244,100,0.14999999,759.5673298835754,5.5555553,,146.9515,,,766,6.239451,5.1157565,428.03952,-3.6974204,-0.06757419,13.250481,704975,-4.3824134,4779.4194,-0.5555556
0.14999999,1.0317152,-1.2382818,920.0651890482399,2.0463007e-09,-13.250481,218.47469,767,-3.5432272,8.42407,,244,100,0.14999999,760.8176229000092,-5.5555553,,146.9515,,,767,6.2382817,-6.0160275,604.2649,-3.698725,-0.3427258,13.250481,705690,-4.1593604,4784.762,-0.5555556
0.14999999,0.8060086,-1.2371067,920.16796875,2.040975e-09,-13.250481,217.70596,768,-3.544338,8.42407,,244,100,0.14999999,762.0705037117004,5.5555553,,146.9515,,,768,6.237107,6.251952,471.09747,-3.700028,-0.3358007,13.250481,706689,-4.2121754,4790.098,0.5555556
0.14999999,2.8350804,-1.2372042,920.2704811443433,2.0356705e-09,-13.250481,216.04286,769,-3.545681,8.42407,,244,100,0.14999999,763.3036472797394,-5.5555553,,146.9515,,,769,6.237204,-4.793453,949.5186,-3.7013292,-1.312081,13.250481,707688,-4.238393,4796.41,0.5555556
0.14999999,0.33478826,-1.236788,920.3727272727273,2.0303863e-09,-13.250481,206.45305,770,-3.545705,8.42407,,244,100,0.14999999,764.555871963501,-7.7777777,,146.9515,,,770,6.236788,-7.1993427,79.00805,-3.7026286,-0.9167217,13.250481,708687,-4.5738053,4802.3267,0.5555556
0.14999999,1.0589484,-1.2361838,920.4747081712062,2.0251227e-09,-13.250481,206.3761,771,-3.5462606,8.42407,,244,100,0.14999999,765.9800851345062,-7.7777777,,146.9515,4.965223e-09,,771,6.2361836,-8.562463,249.81949,-3.7039266,-0.770878,13.250481,709686,-3.3005874,4808.0977,-0.5555556
0.14999999,0.8299961,-1.235764,920.5764248704663,2.0198798e-09,-13.250481,204.97643,772,-3.5480273,8.42407,4.0120745e-16,244,100,0.14999999,767.1285796165466,1.1111112,,146.9515,,,772,6.235764,1.4860439,501.86652,-3.7052228,-0.9122026,13.250481,710685,-4.8821497,4814.01,0.33333334
0.14999999,0.7846776,-1.234735,920.6778783958603,2.014657e-09,-13.250481,204.92853,773,-3.54894,8.42407,3.8430673e-07,244,100,0.14999999,768.5230114459991,-1.1111112,,146.9515,,,773,6.234735,-0.79392135,385.9188,-3.7065172,-0.44034612,13.250481,711684,-3.9315543,4819.45,0.33333334
