Regret,IWMean,ReturnMean,ReturnStepMax,DenMISEMeanLog,ReturnLastEpisode,DenMISELogFirst,DenMISELogLast,IWMin,ReturnAbsMax,TimeElapsed,Bound,IWLastEpisode,Regret/t,Iteration,TimestepsSoFar,ReturnMin,LQGmu1_higher,IWFirstEpisode,Delta,IWMax,LQGmu1_actor,LQGsigma_higher,ReturnMax
1750.9248,0.96360487,11.256404,19.203089,1.2200991,9.090861,-6.5987196,-2.9210064,,17.414562,769.5708673000336,736.01086,,6.1435957,285,5700,,0.2244898,,1.4968965e-08,250.37558,0.21892796,0.011743626,17.414562
1759.6562,0.2137102,11.247355,19.203089,1.2098079,8.668272,-6.602222,-1.4393017,,17.414562,772.5020086765289,734.6595,0.058815047,6.152644,286,5720,,0.26530612,,1.486447e-08,27.187311,0.28867704,0.011743626,17.414562
1768.7102,0.96962726,11.237246,19.203089,1.1929257,8.345922,-6.6057124,-2.843903,,17.414562,775.3148727416992,733.2449,,6.162754,287,5740,,-0.30612245,,1.47610635e-08,252.60138,-0.29340497,0.011743626,17.414562
1769.042,0.21455224,11.257492,19.203089,1.1785785,17.068317,-6.6091905,-2.6600661,,17.414562,778.2382137775421,732.26337,8.3138706e-27,6.1425076,288,5760,,-0.42857143,,1.46587364e-08,26.696896,-0.43594635,0.011743626,17.414562
1769.0854,1.1208454,11.278598,19.203089,1.1654044,17.35678,-6.612657,-1.8386229,,17.414562,780.9934558868408,728.0981,,6.121402,289,5780,,-0.14285715,,1.4557466e-08,160.30876,-0.15020628,0.011743626,17.414562
1770.458,0.33414635,11.294972,19.203089,1.1547233,16.02735,-6.6161113,-1.8485001,,17.414562,784.0567178726196,726.7729,,6.105027,290,5800,,0.18367347,,1.4457244e-08,69.73703,0.20520306,0.011743626,17.414562
1779.1365,0.10608637,11.286129,19.203089,1.1383939,8.7212715,-6.6195536,-2.906424,,17.414562,786.8796908855438,726.2259,,6.1138706,291,5820,,-0.3877551,,1.43580525e-08,21.64014,-0.39871177,0.011743626,17.414562
1779.2361,0.90458834,11.3067255,19.203089,1.1231401,17.300344,-6.622984,-2.4207284,,17.414562,789.894611120224,726.19684,,6.093274,292,5840,,-0.18367347,,1.4259878e-08,247.72437,-0.1790724,0.011743626,17.414562
1780.0591,0.2500012,11.324712,19.203089,1.1139159,16.576893,-6.626403,-1.2514045,,17.414562,792.4171268939972,724.9804,,6.075288,293,5860,,-0.3469388,,1.4162706e-08,47.981625,-0.35937124,0.011743626,17.414562
1780.2671,0.25184757,11.34467,19.203089,1.0988055,17.192347,-6.62981,-2.5662262,,17.414562,795.2057077884674,722.7455,,6.0553293,294,5880,,0.14285715,,1.4066524e-08,51.776733,0.12341673,0.011743626,17.414562
1788.7012,1.292543,11.336606,19.203089,1.08082,8.965974,-6.6332054,-3.445267,,17.414562,798.0318553447723,728.92206,203.19867,6.0633936,295,5900,,0.10204082,,1.3971322e-08,203.19867,0.10479972,0.011743626,17.414562
1797.0964,1.0750715,11.328728,19.203089,1.0748621,9.004657,-6.6365895,-0.720979,,17.414562,801.0333881378174,722.63007,4.2712187e-10,6.071272,296,5920,,0.020408163,,1.387708e-08,239.62323,-0.00030422024,0.011743626,17.414562
1804.9504,1.3872378,11.322725,19.203089,1.0585223,9.545834,-6.639962,-3.6185467,,17.414562,804.2868838310242,725.6619,292.58292,6.0772743,297,5940,,-0.020408163,,1.3783788e-08,292.58292,-0.010795781,0.011743626,17.414562
1811.5894,0.2906752,11.32084,19.203089,1.0475388,10.760901,-6.643324,-2.2701907,,17.414562,807.368789434433,720.31305,,6.0791597,298,5960,,-0.26530612,,1.3691435e-08,31.00773,-0.28990954,0.011743626,17.414562
1811.8501,0.35733113,11.340301,19.203089,1.032173,17.139553,-6.6466737,-2.8278544,,17.414562,810.3864936828613,719.3679,0.00010487247,6.059699,299,5980,,-0.2244898,,1.36000065e-08,72.997856,-0.20053576,0.011743626,17.414562
1812.479,0.55018747,11.358403,19.203089,1.0169659,16.771057,-6.6500125,-2.861087,,17.414562,813.0586154460907,719.1735,1.6437556e-28,6.0415964,300,6000,,-0.06122449,,1.350949e-08,131.2028,-0.070516005,0.011743626,17.414562
1814.5693,0.52802193,11.371531,19.203089,1.0043299,15.30964,-6.6533403,-2.2606907,,17.414562,815.5105180740356,719.0804,8.87416,6.028469,301,6020,,-0.10204082,,1.3419877e-08,96.47238,-0.114495635,0.011743626,17.414562
1816.2466,1.6251398,11.385938,19.203089,0.9906923,15.722478,-6.656657,-2.5937452,,17.414562,818.1303510665894,552.4399,,6.014062,302,6040,,1.0,166.23593,1.33311495e-08,259.52676,0.97800964,0.035673995,17.414562
1833.2505,1.5634155,11.349668,19.203089,0.98006666,0.39602637,-6.2214174,-2.4957273,,17.414562,820.8614318370819,526.69275,,6.050332,303,6060,,-1.0,,1.3243301e-08,178.94363,-0.98513174,0.035673995,17.414562
1833.438,1.0227598,11.368955,19.203089,0.9701738,17.21293,-6.2247124,-2.3478389,,17.414562,823.6174108982086,520.5663,,6.031045,304,6080,,0.877551,1.9091849e-05,1.3156318e-08,100.49231,0.91982543,0.035673995,17.414562
1849.4365,1.8379124,11.336274,19.203089,0.9667239,1.4013989,-6.2279963,-0.010718665,,17.414562,826.487845659256,499.48907,,6.0637255,305,6100,,-0.8367347,,1.3070188e-08,180.85985,-0.856939,0.035673995,17.414562
1849.5132,0.86787635,11.355839,19.203089,0.9572354,17.323084,-6.23127,-2.4990168,,17.414562,829.3722546100616,493.52188,,6.044161,306,6120,,0.75510204,2.5983455e-17,1.29849e-08,184.5968,0.7960514,0.035673995,17.414562
1863.5781,1.4338379,11.329712,19.203089,0.96097803,3.3350544,-6.2345324,2.374267,,17.414562,832.1925921440125,475.56073,,6.0702877,307,6140,,-0.9183673,,1.2900446e-08,151.38841,-0.95725626,0.035673995,17.414562
1863.74,1.2027614,11.348895,19.203089,0.9579073,17.238218,-6.2377844,-0.26353207,,17.414562,834.9106998443604,473.95038,,6.0511045,308,6160,,0.63265306,2.7027666e-34,1.2816814e-08,177.58156,0.5923165,0.035673995,17.414562
1875.23,0.9170744,11.331295,19.203089,0.95858914,5.910387,-6.241026,1.108411,,17.414562,837.6654438972473,464.9166,,6.0687046,309,6180,,-0.71428573,,1.2733992e-08,128.91347,-0.7373468,0.035673995,17.414562
1875.2412,0.94179523,11.350835,19.203089,0.9468758,17.388683,-6.244257,-2.4888241,,17.414562,840.2758347988129,454.66837,,6.049165,310,6200,,0.5102041,,1.2651969e-08,133.6611,0.4397391,0.035673995,17.414562
1885.2971,0.8867344,11.337951,19.203089,0.935479,7.344082,-6.2474775,-2.4480698,,17.414562,843.1809828281403,449.6031,,6.062049,311,6220,,-0.59183675,,1.25707365e-08,116.97509,-0.59859157,0.035673995,17.414562
1885.2903,1.1499538,11.357402,19.203089,0.92676365,17.406656,-6.250688,-1.5922999,,17.414562,846.1057231426239,442.75122,,6.042598,312,6240,,0.3877551,,1.2490284e-08,171.67206,0.33399808,0.035673995,17.414562
1894.6011,1.0035855,11.34696,19.203089,0.9157945,8.088986,-6.253888,-2.5176632,,17.414562,848.960155248642,440.4475,,6.0530396,313,6260,,-0.46938777,,1.24106005e-08,99.35953,-0.469623,0.035673995,17.414562
1894.6172,1.5078094,11.366188,19.203089,0.9184416,17.384546,-6.2570777,1.8241812,,17.414562,851.594099521637,439.09683,4.954732e-05,6.0338116,314,6280,,-0.30612245,,1.2331678e-08,179.09618,-0.27191576,0.035673995,17.414562
1895.001,1.2225428,11.384124,19.203089,0.9112113,17.015995,-6.2602572,-1.6372968,,17.414562,854.5320107936859,433.14236,,6.015876,315,6300,,0.26530612,,1.2253507e-08,167.79478,0.2573809,0.035673995,17.414562
1903.8994,1.3567685,11.375002,19.203089,0.9029012,8.501516,-6.263427,-1.8040138,,17.414562,857.3619661331177,432.2578,4.364227e-32,6.0249977,316,6320,,-0.18367347,,1.2176075e-08,182.65553,-0.15360315,0.035673995,17.414562
1904.8169,1.731922,11.391113,19.203089,0.89367115,16.482426,-6.2665863,-2.2197611,,17.414562,859.7467222213745,427.35965,0.00070141617,6.0088863,317,6340,,0.020408163,,1.2099376e-08,189.40253,0.079785556,0.035673995,17.414562
1913.1702,1.1754442,11.38374,19.203089,0.8834887,9.046696,-6.2697363,-2.8193483,,17.414562,862.267041683197,425.7522,39.28459,6.016259,318,6360,,0.14285715,,1.2023399e-08,190.78494,0.18274237,0.035673995,17.414562
1921.77,1.243246,11.375643,19.203089,0.88196415,8.800605,-6.272876,0.37087417,,17.414562,864.9104421138763,418.33426,1.12019586e-13,6.024357,319,6380,,-0.10204082,,1.1948135e-08,138.20395,-0.15831058,0.035673995,17.414562
1922.7368,0.95927846,11.391447,19.203089,0.8722533,16.432817,-6.2760057,-2.356084,,17.414562,867.6626873016357,413.23004,1.2277418e-07,6.0085526,320,6400,,-0.3877551,,1.1873575e-08,122.33342,-0.27032763,0.035673995,17.414562
1923.1997,4.6151676,11.408723,19.203089,0.8649178,16.937239,-6.2791257,-1.3400493,,17.414562,870.4516265392303,319.46826,2.0371974e-29,5.9912767,321,6420,,1.0,1278.608,1.1799712e-08,1278.608,0.8219566,0.10836801,17.414562
1937.646,0.89241606,11.382465,19.203089,0.85806656,2.9534347,-4.676163,-2.5518312,,17.414562,873.3028869628906,303.79333,,6.0175343,322,6440,,-1.0,,1.1726537e-08,40.24611,-1.0402756,0.10836801,17.414562
1937.853,0.8839793,11.4004545,19.203089,0.84421986,17.192923,-4.679264,-3.4762156,,17.414562,876.4294555187225,282.11523,,5.999545,323,6460,,0.75510204,2.477273,1.1654039e-08,45.50755,0.95245117,0.10836801,17.414562
1954.4082,1.160498,11.367876,19.203089,0.8360932,0.8452466,-4.674715,-1.6483873,,17.414562,879.4419596195221,279.1173,,6.0321236,324,6480,,-0.75510204,,1.1582212e-08,45.38565,-0.6520358,0.10836801,17.414562
1954.4268,0.9504849,11.386379,19.203089,0.8257921,17.38115,-4.677797,-2.6351047,,17.414562,882.3961036205292,261.76093,5.4103804e-24,6.0136204,325,6500,,0.5102041,0.00014369132,1.1511046e-08,35.59944,0.28046113,0.10836801,17.414562
1963.4385,0.8506598,11.377182,19.203089,0.81564873,8.388495,-4.6808686,-2.4052327,,17.414562,885.5272588729858,257.93723,1.6360238e-09,6.0228176,326,6520,,-0.46938777,,1.1440536e-08,25.737686,-0.46929076,0.10836801,17.414562
1963.4316,1.2245305,11.395621,19.203089,0.8207005,17.406694,-4.6839314,2.6326115,,17.414562,888.4179689884186,254.94804,0.008208511,6.0043783,327,6540,,-0.18367347,1.2990931e-28,1.137067e-08,42.904877,-0.19897212,0.10836801,17.414562
1964.0264,1.2451928,11.412114,19.203089,0.8117737,16.805178,-4.6869845,-2.296739,,17.414562,891.4500617980957,252.10362,0.017689975,5.9878855,328,6560,,0.2244898,2.6078653e-12,1.1301442e-08,56.27745,0.38198367,0.10836801,17.414562
1973.6504,1.1942092,11.401063,19.203089,0.80559933,7.7761793,-4.6900287,-1.4225246,,17.414562,894.552098274231,229.86832,0.058397524,5.9989367,329,6580,,0.020408163,1.0891001e-19,1.1232844e-08,45.294403,0.10136753,0.10836801,17.414562
1982.0396,0.89339525,11.39382,19.203089,0.8058284,9.0111,-4.6930637,0.72622466,,17.414562,897.8614320755005,190.15437,0.014122743,6.00618,330,6600,,1.0,126.31255,1.1164868e-08,126.31255,1.2736921,0.32919297,17.414562
1999.4395,0.74486214,11.359397,19.203089,0.78619266,,-4.372004,-5.5244493,,17.414562,900.6525230407715,182.4021,1.3296194e-08,6.0406027,331,6620,,-1.0,1.3879868e-07,1.109751e-08,39.404533,-0.78704154,0.32919297,17.414562
1999.479,0.8877897,11.377472,19.203089,0.77701026,17.360167,-4.3750205,-1.9954125,,17.414562,903.7598624229431,173.18726,0.5943513,6.0225277,332,6640,,1.0,31.533337,1.1030757e-08,96.64781,1.6455876,1.0,17.414562
2016.8789,1.040513,11.343306,19.203089,0.7555973,,-4.287292,-6.201296,,17.414562,906.3348324298859,164.20001,,6.056694,333,6660,,-0.30612245,7.072893e-35,1.0964606e-08,38.210014,-0.093185246,0.10836801,17.414562
2018.7227,1.1737459,11.355921,19.203089,0.74778813,15.556534,-4.290291,-1.867245,,17.414562,909.2067444324493,163.48178,,6.044079,334,6680,,-0.63265306,,1.0899049e-08,128.83173,-0.63957936,0.035673995,17.414562
2018.7319,1.4777597,11.373935,19.203089,0.74116373,17.390396,-4.29328,-1.5476451,,17.414562,911.9165012836456,157.03958,0.0035499122,6.026065,335,6700,,-0.79591835,,1.0834076e-08,92.94786,-0.79161483,0.035673995,17.414562
2018.7876,1.3541372,11.391704,19.203089,0.7367737,17.344599,-4.296261,-1.1018295,,17.414562,914.7518155574799,156.65375,,6.008296,336,6720,,0.3469388,,1.0769682e-08,114.526924,0.27445108,0.035673995,17.414562
2027.7686,0.89260775,11.382882,19.203089,0.72965235,8.4188595,-4.2992325,-1.9151133,,17.414562,917.3562834262848,153.13408,3.321548e-13,6.0171175,337,6740,,-0.59183675,,1.0705862e-08,30.671412,-0.795923,0.10836801,17.414562
2027.8247,1.0891558,11.400517,19.203089,0.73794013,17.343897,-4.3021955,3.654239,,17.414562,920.0198042392731,151.12009,6.725773e-26,5.999482,338,6760,,0.3469388,8.673115e-09,1.0642608e-08,32.576015,0.15661606,0.10836801,17.414562
2036.3438,0.5981858,11.393086,19.203089,0.7293992,8.881329,-4.3051496,-2.2204697,,17.414562,922.6802036762238,144.83727,1.8825945,6.006913,339,6780,,-1.0,3.2558172,1.0579912e-08,11.89827,-0.36576998,1.0,17.414562
2036.459,0.94222593,11.410415,19.203089,0.71944237,17.284662,-4.298537,-2.2531133,,17.414562,925.3941495418549,140.65167,1.5909467e-14,5.989585,340,6800,,-0.06122449,,1.0517771e-08,79.782326,-0.035749894,0.035673995,17.414562
2040.8062,1.3074383,11.415231,19.203089,0.7105836,13.052641,-4.3014736,-2.1945214,,17.414562,927.9584312438965,139.97456,2.4947896,5.984769,341,6820,,0.06122449,,1.0456173e-08,123.89798,0.039268862,0.035673995,17.414562
2049.115,1.1857595,11.408435,19.203089,0.7028373,9.090998,-4.304402,-2.1226242,,17.414562,930.782568693161,138.24385,,5.9915648,342,6840,,0.59183675,,1.0395115e-08,109.04192,0.5740218,0.035673995,17.414562
2060.4102,1.3791082,11.392972,19.203089,0.6945068,6.1046605,-4.3073215,-2.2309346,,17.414562,933.7750246524811,137.78683,,6.0070276,343,6860,,-0.9591837,,1.033459e-08,92.32666,-0.84049773,0.035673995,17.414562
2060.4932,1.5695328,11.410194,19.203089,0.6903385,17.317337,-4.310233,-1.0166588,,17.414562,936.6581485271454,135.43741,,5.989805,344,6880,,-0.14285715,,1.0274593e-08,94.18055,-0.14031035,0.035673995,17.414562
2061.5247,0.59133506,11.424566,19.203089,0.687946,16.368576,-4.3131356,-0.5983154,,17.414562,939.5556285381317,134.28064,,5.9754333,345,6900,,0.67346936,6.704578e-29,1.0215116e-08,44.85806,0.61569583,0.035673995,17.414562
2073.2712,1.924315,11.4078865,19.203089,0.67876077,5.653249,-4.31603,-2.0581503,,17.414562,942.3212206363678,134.0535,,5.992113,346,6920,,-0.46938777,,1.0156155e-08,171.6655,-0.46925077,0.00013791275,17.414562
2073.3003,1.0491533,11.425071,19.203089,0.68629247,17.370792,-4.3189163,2.6672761,,17.414562,945.4366953372955,133.56682,4.6579185e-11,5.974929,347,6940,,-0.2244898,,1.0097701e-08,82.165794,-0.24550085,0.035673995,17.414562
2073.6814,1.0841471,11.441145,19.203089,0.6779365,17.01891,-4.321794,-2.213419,,17.414562,948.3326063156128,133.33812,,5.9588547,348,6960,,-0.877551,,1.0039752e-08,91.16377,-0.87711483,0.035673995,17.414562
2073.7808,1.8740239,11.457935,19.203089,0.67916846,17.300995,-4.324663,1.088224,,17.414562,951.3898296356201,133.13608,,5.9420643,349,6980,,-0.71428573,,9.9823e-09,185.03973,-0.7146333,0.00041894216,17.414562
2073.8113,1.0715812,11.474825,19.203089,0.6838019,17.369297,-4.3275247,1.7075335,,17.414562,954.6231534481049,132.92697,,5.9251747,350,7000,,0.8367347,1.1724695e-09,9.92534e-09,120.884155,0.8293862,0.035673995,17.414562
2088.3696,1.9169164,11.450229,19.203089,0.67714417,2.8417313,-4.3303776,-1.6374147,,17.414562,957.6474678516388,132.1987,,5.949771,351,7020,,-0.9183673,,9.868866e-09,230.50891,-0.9184049,4.539993e-05,17.414562
2088.5034,1.8103263,11.466751,19.203089,0.68755835,17.26629,-4.3332224,3.8595662,,17.414562,960.5326943397522,132.03825,,5.9332485,352,7040,,-0.3877551,,9.812872e-09,193.21333,-0.38782027,0.00013791275,17.414562
2088.5815,1.0181454,11.483337,19.203089,0.69636023,17.321634,-4.3360596,3.3156645,,17.414562,963.4393618106842,131.44495,,5.916662,353,7060,,0.18367347,,9.757355e-09,118.67324,0.22850649,0.035673995,17.414562
2097.3525,1.7208635,11.475276,19.203089,0.69103974,8.6292515,-4.338888,-1.1272299,,17.414562,966.1705274581909,131.22159,,5.9247236,354,7080,,-0.5102041,,9.702307e-09,196.8365,-0.5132511,0.003865921,17.414562
2097.38,0.842423,11.491888,19.203089,0.68884164,17.37252,-4.341709,-0.49096346,,17.414562,969.0087342262268,130.60782,,5.9081116,355,7100,,0.9183673,0.0019158167,9.647723e-09,64.54288,0.90661085,0.035673995,17.414562
2113.1587,1.1155909,11.464161,19.203089,0.6808332,1.6211451,-4.3445168,-1.9659747,,17.414562,971.8327696323395,130.49748,,5.9358387,356,7120,,-0.877551,,9.593598e-09,33.685997,-0.92512435,0.10836801,17.414562
2113.292,1.2167466,11.480414,19.203089,0.6751837,17.266853,-4.3473215,-1.4267977,,17.414562,974.9224519729614,128.95825,4.5589543e-12,5.919585,357,7140,,-0.10204082,5.2552523e-25,9.539927e-09,28.390371,-0.09761518,0.10836801,17.414562
2114.8071,1.5248154,11.492717,19.203089,0.6707848,15.884895,-4.350119,-1.092667,,17.414562,977.7226116657257,126.48829,,5.907283,358,7160,,-0.877551,,9.4867065e-09,190.66544,-0.876421,0.00041894216,17.414562
2114.9028,1.7002875,11.508906,19.203089,0.6702544,17.304392,-4.352908,0.1773193,,17.414562,980.5337481498718,127.99864,177.00441,5.8910933,359,7180,,-0.877551,,9.433929e-09,180.32062,-0.87430286,0.001272634,17.414562
2114.996,1.5211214,11.525011,19.203089,0.6674664,17.306673,-4.35569,-0.78680855,,17.414562,983.6619617938995,125.94292,,5.8749886,360,7200,,-0.18367347,,9.3815915e-09,196.78986,-0.18362902,0.00013791275,17.414562
2115.8623,0.5852413,11.538885,19.203089,0.6761763,16.533566,-4.358464,3.5337903,,17.414562,986.4499640464783,125.86012,,5.8611145,361,7220,,0.46938777,,9.329688e-09,75.20553,0.52342916,0.035673995,17.414562
2126.6523,1.007789,11.5252695,19.203089,0.6672013,6.6101775,-4.36123,-2.1304557,,17.414562,989.4483983516693,125.15557,0.22133015,5.87473,362,7240,,-0.3877551,0.0034682225,9.278214e-09,12.186294,-0.3611892,0.32919297,17.414562
2126.767,1.3507639,11.541137,19.203089,0.65934074,17.284903,-4.3639793,-2.1883237,,17.414562,992.469393491745,124.37642,,5.858863,363,7260,,-0.67346936,,9.227164e-09,192.28046,-0.6736705,0.00013791275,17.414562
2126.7847,0.9275903,11.557185,19.203089,0.6638963,17.382416,-4.36673,2.2093377,,17.414562,995.5140521526337,124.06082,1.1286607e-32,5.8428144,364,7280,,0.63265306,0.026153665,9.176534e-09,31.079027,0.8340517,0.10836801,17.414562
2141.414,1.3267832,11.533113,19.203089,0.6597809,2.7710714,-4.369402,-0.74535686,,17.414562,998.4801115989685,123.90825,,5.866887,365,7300,,-0.63265306,,9.126321e-09,197.44226,-0.63231415,0.00013791275,17.414562
2141.4194,1.2818813,11.549127,19.203089,0.6619555,17.394587,-4.372138,1.3669518,,17.414562,1001.6645908355713,123.168205,,5.850873,366,7320,,-0.5510204,,9.076518e-09,189.74469,-0.54945844,0.001272634,17.414562
2141.414,1.7839898,11.5650835,19.203089,0.6609481,17.405151,-4.3748665,0.18632092,,17.414562,1004.353875875473,123.08509,,5.834916,367,7340,,-0.14285715,,9.027124e-09,170.79065,-0.1481727,0.003865921,17.414562
2142.3672,1.2877858,11.578349,19.203089,0.6580834,16.446526,-4.3775873,-0.9159955,,17.414562,1007.1395211219788,122.87749,,5.8216505,368,7360,,-0.30612245,,8.97813e-09,199.01169,-0.30630141,0.00041894216,17.414562
2142.6167,1.2764992,11.593451,19.203089,0.6625861,17.150911,-4.380301,2.2379804,,17.414562,1009.6265864372253,122.54488,,5.806549,369,7380,,-0.42857143,,8.929534e-09,196.36037,-0.42782906,0.001272634,17.414562
2142.686,1.2420015,11.608956,19.203089,0.6633442,17.33053,-4.3830075,0.87054616,,17.414562,1012.2033214569092,122.43605,,5.7910433,370,7400,,-0.79591835,,8.881331e-09,153.7849,-0.795748,0.00013791275,17.414562
2142.7236,1.2543722,11.624464,19.203089,0.668209,17.362387,-4.3857064,2.3924909,,17.414562,1014.6592180728912,122.43186,,5.7755356,371,7420,,-0.59183675,,8.833518e-09,200.12442,-0.5920449,0.00041894216,17.414562
2142.7153,1.4942781,11.640012,19.203089,0.6722574,17.408127,-4.388398,2.1148336,,17.414562,1017.4372944831848,122.355804,,5.759988,372,7440,,-0.79591835,,8.78609e-09,177.21368,-0.79448014,0.003865921,17.414562
2142.7788,1.4612015,11.655284,19.203089,0.6715428,17.336277,-4.391083,0.12619129,,17.414562,1020.0111362934113,122.35529,,5.7447157,373,7460,,-0.63265306,,8.7390415e-09,182.2601,-0.63485146,0.003865921,17.414562
2142.7852,1.2878346,11.670629,19.203089,0.6699141,17.39422,-4.39376,-0.19808365,,17.414562,1022.6676471233368,122.22323,,5.729371,374,7480,,-0.75510204,,8.692372e-09,244.69006,-0.7551204,4.539993e-05,17.414562
2142.8418,1.254932,11.685755,19.203089,0.67878383,17.343374,-4.3964305,4.0006013,,17.414562,1025.505381345749,122.14687,5.7374945,5.714245,375,7500,,-0.75510204,,8.646074e-09,197.58994,-0.7562754,0.001272634,17.414562
2142.8643,1.2666233,11.700892,19.203089,0.67827016,17.377186,-4.3990936,0.43981135,,17.414562,1028.2241790294647,122.02259,,5.699107,376,7520,,-1.0,,8.600145e-09,242.29459,-1.0000219,4.539993e-05,17.414562
2143.0625,1.270009,11.715484,19.203089,0.6869481,17.201483,-4.4017496,3.9673722,,17.414562,1031.1762890815735,121.9168,,5.684516,377,7540,,-0.9591837,,8.554582e-09,252.48578,-0.95917743,4.539993e-05,17.414562
2143.2188,1.251216,11.730108,19.203089,0.6958105,17.24394,-4.404399,4.051741,,17.414562,1034.2239923477173,121.79123,,5.6698914,378,7560,,-0.2244898,,8.509378e-09,195.37653,-0.22378848,0.00041894216,17.414562
2143.7476,1.2628037,11.743674,19.203089,0.6964438,16.871458,-4.4070406,0.8692704,,17.414562,1037.2823297977448,121.711426,,5.6563253,379,7580,,-0.5102041,,8.464534e-09,240.85515,-0.5101753,4.539993e-05,17.414562
2143.767,1.1675488,11.758508,19.203089,0.70481527,17.380348,-4.4096756,3.8974214,,17.414562,1040.2904839515686,121.26999,,5.641492,380,7600,,-0.3469388,,8.4200416e-09,217.39703,-0.34692517,4.539993e-05,17.414562
2144.0435,1.2272687,11.772589,19.203089,0.7133474,17.123392,-4.412304,4.0144153,,17.414562,1043.344601392746,121.2707,,5.627411,381,7620,,-0.26530612,,8.375902e-09,205.76595,-0.26703018,0.001272634,17.414562
2144.276,1.3555773,11.786712,19.203089,0.7117038,17.167889,-4.414925,0.048350602,,17.414562,1046.3492572307587,121.730034,89.01669,5.613288,382,7640,,-0.26530612,,8.332106e-09,171.43793,-0.26716602,0.003865921,17.414562
2144.6196,1.2192485,11.80047,19.203089,0.71080995,17.055727,-4.4175396,0.17482795,,17.414562,1049.1347362995148,121.072296,0.7705584,5.5995293,383,7660,,-0.3469388,,8.288653e-09,100.35588,-0.29761112,0.035673995,17.414562
2144.877,1.1800927,11.814382,19.203089,0.70459175,17.142956,-4.420147,-1.8016516,,17.414562,1052.1482791900635,120.969376,,5.585618,384,7680,,-0.71428573,,8.245539e-09,137.94409,-0.71273196,0.001272634,17.414562
2144.9014,1.2519971,11.828828,19.203089,0.703331,17.37606,-4.4227476,0.1584054,,17.414562,1054.7932064533234,120.56002,,5.5711718,385,7700,,-0.42857143,,8.202761e-09,251.99672,-0.42850608,4.539993e-05,17.414562
2144.9585,1.0468289,11.843112,19.203089,0.710009,17.342646,-4.425342,3.3077898,,17.414562,1057.4148688316345,120.56434,0.0036770422,5.5568876,386,7720,,0.30612245,5.512172,8.160314e-09,12.714457,0.75062484,0.32919297,17.414562
2158.3838,1.1467718,11.822781,19.203089,0.70495355,3.9747488,-4.41375,-1.2867318,,17.414562,1060.2557337284088,120.52205,,5.577219,387,7740,,-0.67346936,,8.118197e-09,192.85315,-0.6719161,0.001272634,17.414562
2158.371,1.0980372,11.837187,19.203089,0.7034786,17.412592,-4.416331,0.1479491,,17.414562,1063.1677997112274,120.14986,,5.562813,388,7760,,-0.46938777,,8.0764035e-09,119.931076,-0.47002003,0.00041894216,17.414562
2158.3862,1.0741948,11.851448,19.203089,0.7041975,17.384775,-4.418905,0.98807186,,17.414562,1066.401728630066,119.6999,,5.5485516,389,7780,,-0.8367347,,8.034934e-09,171.91658,-0.8367904,0.00013791275,17.414562
2158.456,1.0943909,11.865498,19.203089,0.71071637,17.330198,-4.421472,3.3307767,,17.414562,1069.323219537735,119.65747,,5.534502,390,7800,,-0.46938777,,7.993781e-09,198.48495,-0.46907267,0.001272634,17.414562
2158.5083,1.437364,11.8795185,19.203089,0.7136646,17.347757,-4.4240327,1.9051311,,17.414562,1072.1823828220367,119.51465,,5.520481,391,7820,,-0.877551,,7.952944e-09,179.8353,-0.8769757,0.003865921,17.414562
2158.607,1.1502097,11.893349,19.203089,0.71603906,17.301188,-4.426587,1.3947493,,17.414562,1075.0882422924042,119.05377,,5.506651,392,7840,,-0.2244898,,7.912419e-09,116.73966,-0.22318321,0.001272634,17.414562
2159.1938,1.3276197,11.905868,19.203089,0.71513355,16.813278,-4.429135,0.33003876,,17.414562,1077.9276404380798,118.880325,,5.494132,393,7860,,-0.020408163,,7.872204e-09,215.62933,-0.02058343,0.00013791275,17.414562
2164.9482,1.0294403,11.905207,19.203089,0.71936727,11.645136,-4.4316764,2.299821,,17.414562,1081.0271401405334,118.87951,,5.494793,394,7880,,-0.3469388,,7.832295e-09,202.7873,-0.3470713,0.00013791275,17.414562
2165.0654,1.2174594,11.918821,19.203089,0.72383475,17.283073,-4.4342113,2.593324,,17.414562,1083.9662191867828,118.835556,,5.4811783,395,7900,,-0.06122449,,7.792689e-09,193.39233,-0.06104429,0.00013791275,17.414562
2167.225,1.0893399,11.927209,19.203089,0.7277767,15.2407255,-4.4367394,2.2646897,,17.414562,1086.8618018627167,118.050865,,5.4727907,396,7920,,-0.9591837,,7.753382e-09,188.43082,-0.960856,0.001272634,17.414562
2167.4043,0.9576908,11.940543,19.203089,0.7259556,17.220316,-4.4392614,0.06900828,,17.414562,1089.9161117076874,117.76615,,5.4594564,397,7940,,-0.5510204,,7.7143705e-09,154.26707,-0.5485354,0.003865921,17.414562
2167.4077,0.57582015,11.954251,19.203089,0.72315234,17.396858,-4.441777,-0.24527603,,17.414562,1093.0391664505005,117.68445,14.256952,5.4457483,398,7960,,-0.5510204,,7.675654e-09,58.51064,-0.52407604,0.035673995,17.414562
2167.4336,1.4981226,11.967834,19.203089,0.7146842,17.373722,-4.444287,-2.216576,,17.414562,1096.3632264137268,117.57361,,5.432165,399,7980,,-1.0,,7.637228e-09,185.03903,-0.99794495,0.011743626,17.414562
