TimeElapsed,ReturnMax,IWLastEpisode,IWMean,ReturnMin,Regret,DenMISEMeanLog,ReturnAbsMax,DenMISELogLast,IWMin,ReturnMean,IWMax,TimestepsSoFar,LQGmu1_actor,LQGmu1_higher,Bound,Regret/t,Iteration,Delta,IWFirstEpisode,LQGsigma_higher,DenMISELogFirst,ReturnStepMax,ReturnLastEpisode
0.04241132736206055,17.162878,,,,0.23712158,-2.550058,17.162878,-2.550058,,17.162878,,20,1.000045,1.0,13123.327,0.23712158,1,0.0012158542,,4.539993e-05,-2.550058,18.948301,17.162878
2.8062102794647217,17.162878,,,,17.637121,2.3273935,17.162878,7.897992,,8.581439,,40,0.9591971,0.9591837,14100.818,8.818561,2,0.00030396355,,4.539993e-05,-3.243205,18.948301,
5.252131223678589,17.162878,,,,34.309284,3.9275677,17.162878,7.9388466,,5.963571,,60,0.9183345,0.9183673,14479.711,11.436428,3,0.00013509492,,4.539993e-05,-3.6486702,18.948301,0.7278343
7.765368938446045,17.162878,,,,50.282936,4.5882025,17.162878,7.4331512,,4.829266,,80,0.8775686,0.877551,14638.744,12.570734,4,7.599089e-05,,4.539993e-05,-3.9363523,18.948301,1.4263511
10.26308798789978,17.162878,,,,65.59002,4.9713774,17.162878,7.396653,,4.2819963,,100,0.8367378,0.8367347,14689.42,13.118004,5,4.8634163e-05,,4.539993e-05,-4.159496,18.948301,2.0929172
12.906833410263062,17.162878,,,,80.2598,5.20538,17.162878,7.2870016,,4.023365,,120,-0.9999634,-1.0,14706.489,13.376635,6,3.377373e-05,,4.539993e-05,-4.3418174,18.948301,2.7302108
15.47771692276001,17.19837,,,,80.46143,5.3025236,17.19837,6.8102875,,5.905509,,140,0.79601085,0.79591835,14928.536,11.494491,7,2.4813347e-05,,4.539993e-05,-4.495968,18.988045,17.19837
17.92457413673401,17.19837,,,,94.525795,5.138615,17.19837,4.925977,,5.5842752,,160,-0.9591751,-0.9591837,14873.676,11.815724,8,1.8997722e-05,,4.539993e-05,-4.6294994,18.988045,3.3356419
20.273486614227295,17.2328,,,,94.69299,5.225851,17.2328,6.865998,,6.878556,,180,0.755133,0.75510204,15037.726,10.521444,9,1.5010546e-05,,4.539993e-05,-4.7472825,19.021925,17.2328
22.717206954956055,17.2328,,,,108.18005,5.263078,17.2328,6.5463734,,6.5819945,,200,-0.91842145,-0.9183673,14948.2,10.818005,10,1.2158541e-05,,4.539993e-05,-4.852643,19.021925,3.912945
25.272030353546143,17.267675,,,,108.31237,5.2409425,17.267675,5.9726877,,7.5534205,,220,0.7142291,0.71428573,15078.923,9.846579,11,1.0048381e-05,,4.539993e-05,-4.947953,19.057058,17.267675
27.75237226486206,17.267675,,,,121.25221,5.2093062,17.267675,5.818427,,7.295648,,240,-0.87756866,-0.877551,14972.022,10.104351,12,8.443432e-06,,4.539993e-05,-5.0349646,19.057058,4.4601583
30.16590142250061,17.304533,,,,121.34769,5.2301383,17.304533,6.440638,,8.065562,,260,0.6734511,0.67346936,15082.544,9.334437,13,7.194403e-06,,4.539993e-05,-5.1150074,19.094465,17.304533
32.38080811500549,17.304533,,,,133.77232,5.242124,17.304533,6.3613424,,7.8448334,,280,-0.8367121,-0.8367347,14967.601,9.555166,14,6.203337e-06,,4.539993e-05,-5.189115,19.094465,4.9753613
34.748960733413696,17.326235,,,,133.8461,5.244873,17.326235,6.2492566,,8.476927,,300,0.6326485,0.63265306,15049.778,8.923073,15,5.403797e-06,,4.539993e-05,-5.258108,19.114973,17.326235
37.11285924911499,17.326235,,,,145.78552,5.250534,17.326235,6.3035293,,8.288404,,320,-0.7958767,-0.79591835,14932.449,9.111595,16,4.7494304e-06,,4.539993e-05,-5.3226466,19.114973,5.460569
39.81115651130676,17.327929,,,,145.85759,5.2273746,17.327929,5.826813,,8.820141,,340,0.5918738,0.59183675,14986.351,8.579859,17,4.207108e-06,,4.539993e-05,-5.383271,19.117165,17.327929
42.42055130004883,17.327929,,,,157.34242,5.2083874,17.327929,5.857313,,8.658753,,360,-0.75516194,-0.75510204,14870.309,8.741246,18,3.7526365e-06,,4.539993e-05,-5.4404297,19.117165,5.91516
44.92834520339966,17.35636,,,,157.38608,5.1602116,17.35636,5.2662435,,9.116523,,380,0.5509717,0.5510204,14939.106,8.283477,19,3.3680174e-06,,4.539993e-05,-5.494497,19.145912,17.35636
47.367164850234985,17.35636,,,,168.44531,5.128979,17.35636,5.510135,,8.977735,,400,-0.71421784,-0.71428573,14826.496,8.422265,20,3.0396352e-06,,4.539993e-05,-5.54579,19.145912,6.3407555
49.90315008163452,17.369474,,,,168.47583,5.0724936,17.369474,4.9185886,,9.377341,,420,0.5102052,0.5102041,14875.98,8.022658,21,2.7570386e-06,,4.539993e-05,-5.59458,19.158712,17.369474
52.43933844566345,17.369474,,,,179.1412,5.069782,17.369474,5.9897456,,9.257217,,440,-0.6735592,-0.67346936,14768.525,8.142782,22,2.5120953e-06,,4.539993e-05,-5.6411004,19.158712,6.734627
54.8869194984436,17.389696,,,,179.15152,4.980254,17.389696,3.9885898,,9.610803,,460,0.46939716,0.46938777,14819.308,7.789197,23,2.2984013e-06,,4.539993e-05,-5.685552,19.178717,17.389696
57.54115653038025,17.389696,,,,189.45293,4.9770265,17.389696,5.8816686,,9.506127,,480,-0.63267267,-0.63265306,14718.098,7.8938723,24,2.110858e-06,,4.539993e-05,-5.7281117,19.178717,7.0985913
60.05377984046936,17.406942,,,,189.446,4.9695144,17.406942,5.7689443,,9.82216,,500,0.42865846,0.42857143,14762.648,7.57784,25,1.9453666e-06,,4.539993e-05,-5.768934,19.195946,17.406942
62.68607234954834,17.406942,,,,199.4143,4.89398,17.406942,3.986143,,9.730219,,520,-0.5918783,-0.59183675,14668.504,7.6697807,26,1.7986008e-06,,4.539993e-05,-5.8081546,19.195946,7.4316907
65.10331439971924,17.406942,,,,199.4263,4.8751416,17.406942,5.3666024,,10.013841,,540,0.3877092,0.3877551,14695.598,7.386159,27,1.6678383e-06,,4.539993e-05,-5.845895,19.195946,17.388006
67.27349400520325,17.406942,,,,209.09024,4.8530307,17.406942,5.2379475,,9.93249,,560,-0.55103934,-0.5510204,14609.215,7.4675093,28,1.5508342e-06,,4.539993e-05,-5.882262,19.195946,7.736056
69.59304285049438,17.406942,,,,209.12555,4.845826,17.406942,5.626659,,10.188773,,580,0.34692305,0.3469388,14634.079,7.2112265,29,1.4457245e-06,,4.539993e-05,-5.9173536,19.195946,17.364643
71.91760230064392,17.406942,,,,218.51672,4.838855,17.406942,5.6198425,,10.116109,,600,-0.51029646,-0.5102041,14555.8955,7.2838907,30,1.3509492e-06,,4.539993e-05,-5.9512553,19.195946,8.008857
74.32561802864075,17.406942,,,,218.54016,4.7664137,17.406942,3.5768669,,10.350316,,620,0.30609575,0.30612245,14579.019,7.0496836,31,1.2651968e-06,,4.539993e-05,-5.984045,19.195946,17.37653
76.82231426239014,17.406942,,,,227.6886,4.7567816,17.406942,5.4424033,,10.284731,,640,-0.46932656,-0.46938777,14509.358,7.1152687,32,1.1873576e-06,,4.539993e-05,-6.015794,19.195946,8.251596
79.35869693756104,17.406942,,,,227.75629,4.7244844,17.406942,4.6756654,,10.498295,,660,0.26522434,0.26530612,14531.142,6.901705,33,1.1164868e-06,,4.539993e-05,-6.0465655,19.195946,17.332342
81.86820244789124,17.406942,,,,236.69208,4.6722198,17.406942,3.9326277,,10.438468,,680,-0.42856297,-0.42857143,14470.261,6.9615316,34,1.051777e-06,,4.539993e-05,-6.0764184,19.195946,8.464196
84.53681349754333,17.406942,,,,236.76068,4.6679506,17.406942,5.508379,,10.635409,,700,0.22448382,0.2244898,14491.037,6.7645903,35,9.925341e-07,,4.539993e-05,-6.105406,19.195946,17.33139
87.34775424003601,17.406942,,,,245.51483,4.6633673,17.406942,5.4889245,,10.580143,,720,-0.38776156,-0.3877551,14439.129,6.8198566,36,9.3815913e-07,,4.539993e-05,-6.133577,19.195946,8.645843
90.20654463768005,17.406942,,,,245.68622,4.658241,17.406942,5.4600425,,10.759831,,740,0.18368945,0.18367347,14459.17,6.640168,37,8.881331e-07,,4.539993e-05,-6.160976,19.195946,17.228607
92.79496669769287,17.406942,,,,254.28882,4.65131,17.406942,5.3816214,,10.708189,,760,-0.34689385,-0.3469388,14416.39,6.6918106,38,8.4200434e-07,,4.539993e-05,-6.187644,19.195946,8.797445
95.48907470703125,17.406942,,,,254.418,4.6330857,17.406942,4.927609,,10.876461,,780,0.14285636,0.14285715,14435.923,6.5235386,39,7.993782e-07,,4.539993e-05,-6.2136197,19.195946,17.270771
98.01555871963501,17.406942,,,,262.89917,4.6273756,17.406942,5.392074,,10.82752,,800,-0.30609968,-0.30612245,14402.425,6.5724792,40,7.599088e-07,,4.539993e-05,-6.2389374,19.195946,8.918846
100.70412302017212,17.406942,,,,263.1134,4.6182704,17.406942,5.241779,,10.982599,,820,0.102041475,0.10204082,14421.638,6.4174004,41,7.2329226e-07,,4.539993e-05,-6.26363,19.195946,17.185743
103.19179773330688,17.406942,,,,271.50357,4.6120095,17.406942,5.3433323,,10.935629,,840,-0.2653555,-0.26530612,14397.542,6.4643707,42,6.8925965e-07,,4.539993e-05,-6.2877274,19.195946,9.009851
105.69268107414246,17.406942,,,,271.77005,4.591733,17.406942,4.728374,,11.079766,,860,0.06127006,0.06122449,14416.594,6.3202333,43,6.5757393e-07,,4.539993e-05,-6.311258,19.195946,17.133526
108.29942035675049,17.406942,,,,280.09955,4.5738454,17.406942,4.793243,,11.034101,,880,-0.22450033,-0.2244898,14402.019,6.365899,44,6.280238e-07,,4.539993e-05,-6.3342476,19.195946,9.070474
110.94601130485535,17.406942,,,,280.5838,4.5668426,17.406942,5.247521,,11.164804,,900,0.02044045,0.020408163,14421.061,6.235195,45,6.0042186e-07,,4.539993e-05,-6.3567204,19.195946,16.915804
113.36082172393799,17.406942,,,,288.85767,4.554749,17.406942,4.999596,,11.120484,,920,-0.18367267,-0.18367347,14416.128,6.2795153,46,5.7460034e-07,,4.539993e-05,-6.3786993,19.195946,9.126106
115.71570539474487,17.406942,,,,289.64325,4.5480847,17.406942,5.2308016,,11.237377,,940,-0.02038775,-0.020408163,14435.277,6.1626225,47,5.5040925e-07,,4.539993e-05,-6.4002056,19.195946,16.614439
118.0762882232666,17.406942,,,,294.86676,4.539152,17.406942,5.1088314,,11.256942,,960,-0.14286381,-0.14285715,14440.104,6.143058,48,5.277145e-07,,4.539993e-05,-6.421259,19.195946,12.17645
120.71225547790527,17.406942,,,,295.76062,4.532002,17.406942,5.1785245,,11.364068,,980,-0.06119612,-0.06122449,14459.48,6.0359316,49,5.063948e-07,,4.539993e-05,-6.4418783,19.195946,16.506159
