TimeElapsed,DenMISEMeanLog,IWFirstEpisode,TimestepsSoFar,IWLastEpisode,Regret,ReturnMean,ReturnStepMax,IWMean,ReturnAbsMax,ReturnMax,DenMISELogLast,Delta,LQGsigma_higher,Regret/t,IWMax,ReturnLastEpisode,IWMin,Bound,DenMISELogFirst,Iteration,LQGmu1_higher,ReturnMin,LQGmu1_actor
0.04223895072937012,-1.2525721,,20,,0.1255188,17.27448,19.0642,,17.27448,17.27448,-1.2525721,0.0012158542,4.539993e-05,0.1255188,,17.27448,,13208.662,-1.2525721,1,1.0,,1.000016
2.7050938606262207,3.1901605,,40,,17.525518,8.63724,19.0642,,17.27448,17.27448,8.32604,0.00030396355,4.539993e-05,8.762759,,,,14192.511,-1.9457192,2,0.9591837,,0.9590905
5.323584318161011,3.8146477,,60,,34.19582,6.0013924,19.0642,,17.27448,17.27448,5.874552,0.00013509492,4.539993e-05,11.398607,,0.7296967,,14573.865,-2.3511844,3,0.9183673,,0.918391
7.864098787307739,4.5349655,,80,,50.170418,4.8573956,19.0642,,17.27448,17.27448,7.558966,7.599089e-05,4.539993e-05,12.542604,,1.4254062,,14733.932,-2.6388664,4,0.877551,,0.8776118
10.357204914093018,4.7644677,,100,,65.478195,4.304362,19.0642,,17.27448,17.27448,6.575049,4.8634163e-05,4.539993e-05,13.095638,,2.0922265,,14784.938,-2.86201,5,0.8367347,,0.8367313
12.7451753616333,5.032877,,120,,80.14787,4.04202,19.0642,,17.27448,17.27448,7.2865314,3.377373e-05,4.539993e-05,13.35798,,2.7303097,,14802.12,-3.0443316,6,-1.0,,-0.9999671
15.246862649917603,5.1635637,,140,,80.35106,5.9212766,19.0642,,17.27448,17.27448,6.8725886,2.4813347e-05,4.539993e-05,11.478724,,17.19682,,14994.603,-3.1984823,7,0.79591835,,0.79598534
17.612048387527466,5.1403904,,160,,94.41505,5.598119,19.0642,,17.27448,17.27448,5.912899,1.8997722e-05,4.539993e-05,11.801881,,3.3360116,,14939.499,-3.3320136,8,-0.9591837,,-0.95917934
20.205484867095947,5.228904,,180,,94.57668,6.8914785,19.0642,,17.27448,17.27448,6.8792753,1.5010546e-05,4.539993e-05,10.508521,,17.238352,,15074.098,-3.4497967,9,0.75510204,,0.755113
22.703526973724365,5.2861223,,200,,108.06348,6.5936522,19.0642,,17.27448,17.27448,6.749331,1.2158541e-05,4.539993e-05,10.806347,,3.9132195,,14984.356,-3.5551572,10,-0.9183673,,-0.918308
25.125264883041382,5.248921,,220,,108.19902,7.563725,19.0642,,17.27448,17.27448,5.830013,1.0048381e-05,4.539993e-05,9.836275,,17.264452,,15084.865,-3.6504674,11,0.71428573,,0.7143101
27.868451356887817,5.269419,,240,,121.13991,7.3050065,19.0642,,17.27448,17.27448,6.4520254,8.443432e-06,4.539993e-05,10.094994,,4.4591045,,14977.924,-3.7374787,12,-0.877551,,-0.87749314
30.321789979934692,5.2289343,,260,,121.23972,8.073867,19.089289,,17.300192,17.300192,5.703623,7.194403e-06,4.539993e-05,9.326133,,17.300192,,15078.761,-3.8175213,13,0.67346936,,0.6734756
32.7992959022522,5.2460914,,280,,133.66466,7.852524,19.089289,,17.300192,17.300192,6.4325366,6.203337e-06,4.539993e-05,9.547476,,4.975061,,14963.847,-3.8916295,14,-0.8367347,,-0.8367658
35.303945779800415,5.2411733,,300,,133.728,8.484799,19.126877,,17.336664,17.336664,6.1382213,5.403797e-06,4.539993e-05,8.9152,,17.336664,,15058.838,-3.9606223,15,0.63265306,,0.63263947
37.89733052253723,5.244577,,320,,145.66733,8.295792,19.126877,,17.336664,17.336664,6.263708,4.7494304e-06,4.539993e-05,9.104208,,5.4606733,,14941.438,-4.025161,16,-0.79591835,,-0.7958879
