Delta,DenMISEMeanLog,IWFirstEpisode,IWMin,Regret,ReturnMean,DenMISELogFirst,LQGmu1_actor,ReturnMax,LQGsigma_higher,TimeElapsed,Iteration,ReturnLastEpisode,IWMax,ReturnAbsMax,LQGmu1_higher,IWMean,IWLastEpisode,ReturnStepMax,ReturnMin,Regret/t,DenMISELogLast,TimestepsSoFar,Bound
2.6924205e-09,0.7850765,,,3719.1523,11.865547,-2.1519816,-0.14282995,17.420813,4.539993e-05,1966.676839351654,672,17.275946,225.23468,17.420813,-0.14285715,1.2605716,,19.209595,,5.5344524,3.8774128,13440,94.27633
2.6844256e-09,0.7897469,,,3720.376,11.871953,-2.1534686,-0.34706485,17.420813,0.00013791275,1969.991322517395,673,16.176558,181.62764,17.420813,-0.3469388,1.2012943,,19.209595,,5.5280466,3.815327,13460,94.2473
2.6764655e-09,0.7925348,,,3720.5332,11.879921,-2.1549535,-0.83659625,17.420813,0.00013791275,1973.3411633968353,674,17.242508,183.14087,17.420813,-0.8367347,1.1821636,,19.209595,,5.5200787,2.5783625,13480,94.23525
2.6685412e-09,0.7951597,,,3720.6016,11.887998,-2.156436,0.42821574,17.420813,0.00041894216,1976.5288302898407,675,17.332373,233.67769,17.420813,0.42857143,0.71723706,,19.209595,,5.512002,2.4910326,13500,94.20237
2.660652e-09,0.795357,,,3730.5654,11.881412,-2.1579163,-0.95911103,17.420813,0.00041894216,1979.848516702652,676,7.4351444,164.1502,17.420813,-0.9591837,1.1537143,,19.209595,,5.518588,1.273528,13520,94.13982
2.6527978e-09,0.7989819,,,3730.7285,11.889322,-2.1593945,-0.91883916,17.420813,0.00041894216,1983.1568357944489,677,17.237127,163.8,17.420813,-0.9183673,1.1693497,,19.209595,,5.5106773,3.1723816,13540,93.88677
2.644978e-09,0.7998048,,,3730.8545,11.897265,-2.1608706,0.5997306,17.420813,0.011743626,1986.5630202293396,678,17.27493,217.5281,17.420813,0.59183675,1.1837537,,19.209595,,5.502734,1.2761744,13560,93.87706
2.6371936e-09,0.7961219,,,3742.4238,11.8883295,-2.1623445,0.123936504,17.420813,0.011743626,1989.6975901126862,679,5.829921,187.30576,17.420813,0.14285715,0.8127535,,19.209595,,5.51167,-1.7592435,13580,93.841736
2.6294427e-09,0.79102665,,,3750.8594,11.88403,-2.1638162,-0.26530048,17.420813,4.539993e-05,1992.558426618576,680,8.964804,201.93651,17.420813,-0.26530612,1.4508134,,19.209595,,5.5159693,-2.4192803,13600,93.83369
2.621726e-09,0.79619384,,,3751.2578,11.891544,-2.1652856,0.3462379,17.420813,0.001272634,1995.9904417991638,681,17.000624,178.9385,17.420813,0.3469388,0.7538724,,19.209595,,5.5084553,4.0160017,13620,93.777855
2.6140432e-09,0.79555154,,,3760.6455,11.885857,-2.166753,0.26533473,17.420813,0.00013791275,1999.470013141632,682,8.013181,156.36853,17.420813,0.26530612,0.66703236,,19.209595,,5.514143,0.65785205,13640,93.68183
2.6063942e-09,0.79896486,,,3769.582,11.880847,-2.1682181,-0.51018184,17.420813,4.539993e-05,2002.7847616672516,683,8.463663,224.93126,17.420813,-0.5102041,1.1488868,,19.209595,,5.5191526,3.5128295,13660,93.59702
2.5987787e-09,0.8034504,,,3769.5703,11.888931,-2.1696813,-0.7959023,17.420813,0.001272634,2006.1218576431274,684,17.411652,179.08139,17.420813,-0.79591835,1.1559787,,19.209595,,5.5110683,3.846794,13680,93.591
2.5911968e-09,0.80779487,,,3769.624,11.896899,-2.171142,-0.22455844,17.420813,4.539993e-05,2009.2629826068878,685,17.345947,229.443,17.420813,-0.2244898,1.1681037,,19.209595,,5.5031004,3.7207983,13700,93.561775
2.5836475e-09,0.811272,,,3770.1465,11.904159,-2.172601,0.22376561,17.420813,0.011743626,2012.5498912334442,686,16.876911,187.67911,17.420813,0.2244898,0.8370954,,19.209595,,5.495841,3.170246,13720,93.49661
2.5761315e-09,0.8106396,,,3778.8984,11.89942,-2.1740577,-0.30637428,17.420813,0.00041894216,2015.8621985912323,687,8.648773,187.70569,17.420813,-0.30612245,1.1464361,,19.209595,,5.50058,0.61300933,13740,93.39764
2.5686482e-09,0.812233,,,3779.0771,11.907156,-2.175512,0.10967899,17.420813,0.011743626,2019.2262036800385,688,17.22104,173.13205,17.420813,0.10204082,0.7481695,,19.209595,,5.4928436,1.8571862,13760,93.37808
2.5611975e-09,0.80810004,,,3787.4824,11.902927,-2.1769645,-0.5505462,17.420813,0.011743626,2022.4949440956116,689,8.995129,160.60133,17.420813,-0.5510204,1.2671026,,19.209595,,5.497072,-1.7348769,13780,93.28701
2.553779e-09,0.8089681,,,3787.4834,11.910893,-2.1784148,0.5541844,17.420813,0.011743626,2025.8506593704224,690,17.398983,226.79868,17.420813,0.5510204,1.0364711,,19.209595,,5.489106,1.2239114,13800,93.2059
2.5463927e-09,0.8063875,,,3798.5742,11.902786,-2.1798632,-0.1439174,17.420813,0.001272634,2028.9958937168121,691,6.3084292,183.69125,17.420813,-0.14285715,1.2019506,,19.209595,,5.4972134,-0.91008097,13820,93.10156
2.5390388e-09,0.8059608,1.5575018,,3799.5,11.909392,-2.1813092,2.5046787,17.420813,1.0,2032.1614301204681,692,16.474222,25.365952,17.420813,1.0,0.5743424,0.13680498,19.209595,,5.4906073,0.41598663,13840,92.93774
2.5317162e-09,0.7934279,,,3816.9004,11.892207,-2.180505,-0.18344416,17.420813,0.00041894216,2035.5597734451294,693,,182.61974,17.420813,-0.18367347,1.1491799,,19.209595,,5.5077925,-7.4526796,13860,92.91379
2.5244253e-09,0.7951634,,,3817.6338,11.899086,-2.181947,0.7145777,17.420813,0.00013791275,2038.7428736686707,694,16.665987,198.75565,17.420813,0.71428573,0.9955254,,19.209595,,5.5009136,1.9429135,13880,92.87003
2.5171663e-09,0.7959992,,,3830.579,11.888375,-2.183387,0.5917068,17.420813,0.00013791275,2041.9324300289154,695,4.4556236,138.54396,17.420813,0.59183675,0.75671834,,19.209595,,5.5116243,1.4611714,13900,92.6003
2.509938e-09,0.79769415,,,3842.0615,11.879796,-2.1848247,0.8369161,17.420813,0.00041894216,2045.3187420368195,696,5.91696,257.67648,17.420813,0.8367347,1.2990313,,19.209595,,5.5202036,2.2724876,13920,92.59628
2.5027411e-09,0.7996339,,,3856.7344,11.866665,-2.1862605,-0.07620333,17.420813,0.011743626,2048.6287610530853,697,2.7274942,161.35266,17.420813,-0.10204082,1.331281,,19.209595,,5.5333347,1.9849299,13940,92.36942
2.495575e-09,0.7956869,6.711639e-07,,3858.9248,11.871454,-2.1876943,-0.040062577,17.420813,0.035673995,2051.809896469116,698,15.210589,98.2733,17.420813,-0.06122449,1.2615618,91.35216,19.209595,,5.5285454,-2.188477,13960,92.97664
2.48844e-09,0.7917144,,,3863.7012,11.87253,-2.1891258,0.30616665,17.420813,4.539993e-05,2054.9300882816315,699,12.6230345,214.72723,17.420813,0.30612245,0.49063927,,19.209595,,5.5274696,-2.196875,13980,92.31616
2.481335e-09,0.79452235,,,3872.8496,11.867357,-2.1905556,-0.92489624,17.420813,0.011743626,2057.9160096645355,700,8.251201,156.07904,17.420813,-0.9183673,1.1955271,,19.209595,,5.5326424,3.3134687,14000,92.30165
2.4742606e-09,0.7915581,,,3872.9834,11.875058,-2.191983,0.70573616,17.420813,0.011743626,2061.4543583393097,701,17.265165,194.09427,17.420813,0.67346936,1.0898185,,19.209595,,5.5249414,-1.3781217,14020,92.164
2.4672164e-09,0.7873759,,,3885.8145,11.864652,-2.1934085,0.72367895,17.420813,0.011743626,2064.7559497356415,702,4.5699573,229.92194,17.420813,0.71428573,1.3013407,224.37433,19.209595,,5.535348,-2.1528149,14040,92.6373
2.4602023e-09,0.78366846,,,3898.879,11.853942,-2.194832,-0.22465356,17.420813,0.00041894216,2067.999405145645,703,4.3364444,190.90697,17.420813,-0.2244898,1.0733929,,19.209595,,5.5460577,-1.9792084,14060,92.00538
2.453218e-09,0.78567433,,,3899.3965,11.861084,-2.1962535,-0.55096644,17.420813,4.539993e-05,2071.457605600357,704,16.882193,228.45958,17.420813,-0.5510204,1.0847743,,19.209595,,5.5389156,2.220035,14080,92.00963
2.4462634e-09,0.7893501,,,3899.4316,11.868892,-2.1976728,-0.8368419,17.420813,0.001272634,2074.9896121025085,705,17.36522,189.52142,17.420813,-0.8367347,1.0533819,,19.209595,,5.531108,3.424758,14100,91.93515
2.4393387e-09,0.7920169,,,3899.5107,11.876613,-2.1990905,0.30720267,17.420813,0.011743626,2078.3346457481384,706,17.319649,188.0366,17.420813,0.30612245,0.71858335,,19.209595,,5.523387,2.708366,14120,91.77912
2.4324434e-09,0.790628,,,3908.666,11.871476,-2.2005057,-0.9678265,17.420813,0.011743626,2081.648528575897,707,8.245416,78.615074,17.420813,-0.9591837,0.4018307,,19.209595,,5.5285234,0.13548768,14140,91.76834
2.4255769e-09,0.7859942,,,3908.8447,11.879033,-2.2019193,-1.0275333,17.420813,0.035673995,2085.0767483711243,708,17.221195,199.36417,17.420813,-1.0,0.83933324,48.692707,19.209595,,5.5209665,-1.8778245,14160,92.36105
2.4187394e-09,0.78038305,,,3909.041,11.886542,-2.2033308,-0.46967068,17.420813,0.001272634,2088.3528530597687,709,17.20327,163.74315,17.420813,-0.46938777,1.0412126,,19.209595,,5.5134573,-2.9766955,14180,91.702805
2.4119307e-09,0.7817488,,,3909.0947,11.894233,-2.20474,-0.061261885,17.420813,0.00013791275,2091.7258851528168,710,17.346298,192.11275,17.420813,-0.06122449,1.224616,,19.209595,,5.505767,1.7803111,14200,91.67476
2.405151e-09,0.7852876,5.8335208e-33,,3912.585,11.897067,-2.2061477,-0.41490206,17.420813,0.011743626,2095.0344128608704,711,13.909068,72.192245,17.420813,-0.42857143,0.4568459,,19.209595,,5.5029325,3.2017133,14220,91.64337
2.3983995e-09,0.780336,,,3912.627,11.904737,-2.2075531,0.7962002,17.420813,0.00041894216,2098.492501974106,712,17.359005,234.67787,17.420813,0.79591835,0.7310699,,19.209595,,5.495262,-2.1845195,14240,91.579796
2.3916766e-09,0.7808379,,,3926.6943,11.892715,-2.2089565,-0.6733854,17.420813,0.00013791275,2101.7215666770935,713,3.3328967,180.37617,17.420813,-0.67346936,1.014166,,19.209595,,5.507284,1.4770756,14260,91.55019
2.3849818e-09,0.783906,,,3926.7285,11.90038,-2.2103581,-0.71134406,17.420813,0.003865921,2105.1119904518127,714,17.36607,182.28331,17.420813,-0.71428573,1.1485223,2.4669061e-24,19.209595,,5.4996195,3.0304933,14280,91.518524
2.3783153e-09,0.78204095,0.0004038121,,3926.748,11.908045,-2.2117577,-0.8786923,17.420813,0.10836801,2108.4217019081116,715,17.379522,32.9606,17.420813,-0.79591835,0.93790764,4.956784,19.209595,,5.491955,-0.6020133,14300,91.36141
2.3716766e-09,0.7811238,,,3926.8467,11.915576,-2.2131548,0.7550999,17.420813,4.539993e-05,2111.731837272644,716,17.301619,330.53723,17.420813,0.75510204,0.75190455,,19.209595,,5.4844236,0.19703853,14320,91.320595
2.3650657e-09,0.78454155,,,3940.334,11.904415,-2.2145505,0.46315622,17.420813,0.011743626,2114.959508895874,717,3.9133997,192.64975,17.420813,0.42857143,0.7177993,,19.209595,,5.4955845,3.5964456,14340,91.28513
2.3584823e-09,0.7805385,,,3950.583,11.897796,-2.215944,0.4915549,17.420813,0.011743626,2118.403208732605,718,7.1515803,233.40163,17.420813,0.46938777,0.9466143,171.21188,19.209595,,5.502204,-1.758181,14360,92.771614
2.3519262e-09,0.77575904,,,3961.0762,11.890853,-2.217336,0.52380085,17.420813,0.011743626,2121.782111644745,719,6.9047303,213.64668,17.420813,0.5102041,0.83714867,119.47992,19.209595,,5.5091467,-2.5185566,14380,91.97633
2.3453979e-09,0.77125835,,,3971.87,11.883513,-2.2187257,-0.5917707,17.420813,4.539993e-05,2125.189836025238,720,6.6066337,214.25911,17.420813,-0.59183675,1.2627813,,19.209595,,5.516486,-2.2428567,14400,91.29203
2.3388962e-09,0.77495533,,,3971.833,11.891215,-2.2201138,-0.38785788,17.43669,0.00013791275,2128.6250097751617,721,17.43669,176.85516,17.43669,-0.3877551,0.9979758,,19.225935,,5.5087843,3.313565,14420,91.314285
2.332422e-09,0.777596,,,3971.9463,11.898689,-2.2214997,-0.8770535,17.43669,0.001272634,2132.1964993476868,722,17.287134,173.62553,17.43669,-0.877551,1.268179,,19.225935,,5.5013103,2.7588017,14440,91.154396
2.325974e-09,0.7783339,,,3972.046,11.906161,-2.2228837,-0.18410857,17.43669,0.001272634,2135.613229751587,723,17.300854,191.44873,17.43669,-0.18367347,1.0414698,,19.225935,,5.4938383,1.1316897,14460,91.10311
2.3195534e-09,0.7791266,,,3972.7256,11.912809,-2.224266,-0.714286,17.43669,4.539993e-05,2139.1230993270874,724,16.71974,241.0284,17.43669,-0.71428573,0.98912436,,19.225935,,5.4871902,1.3901235,14480,91.07872
2.3131588e-09,0.78320634,1.0875885,,3972.7305,11.920372,-2.2256463,-0.3904458,17.43669,0.035673995,2142.267697095871,725,17.39582,97.66385,17.43669,-0.3877551,1.0848119,1.4814233e-19,19.225935,,5.4796276,3.8800416,14500,91.04304
2.306791e-09,0.78117585,,,3972.8477,11.927757,-2.2255256,0.63270766,17.43669,0.00013791275,2145.625426054001,726,17.282213,116.959915,17.43669,0.63265306,0.46991062,,19.225935,,5.4722424,-0.73647237,14520,90.96623
2.3004494e-09,0.78363955,,,3984.788,11.91886,-2.226902,0.77658296,17.43669,0.011743626,2148.9841063022614,727,5.4598875,253.84047,17.43669,0.75510204,1.0330374,3.826916e-24,19.225935,,5.481139,3.1343913,14540,90.859795
2.2941335e-09,0.77900344,,,3998.5752,11.907452,-2.2282767,0.81621546,17.43669,0.011743626,2152.505354642868,728,3.613809,234.84242,17.43669,0.79591835,1.127478,110.781845,19.225935,,5.492548,-2.5374691,14560,90.81956
2.2878441e-09,0.77450967,,,4012.9355,11.895287,-2.2296493,0.9364816,17.43669,0.011743626,2155.889018535614,729,3.0390635,260.8711,17.43669,0.9183673,1.9752219,1.5725856e-14,19.225935,,5.504713,-2.5229263,14580,90.61979
2.2815803e-09,0.77107185,,,4029.2158,11.880527,-2.2310202,0.67346275,17.43669,4.539993e-05,2159.2261941432953,730,1.1198926,285.37628,17.43669,0.67346936,0.4365504,,19.225935,,5.519473,-2.4957578,14600,90.61495
2.2753421e-09,0.77404886,79.844894,,4041.6396,11.87108,-2.232389,-0.36160713,17.43669,0.035673995,2162.575365781784,731,4.975219,96.17273,17.43669,-0.30612245,1.1128179,,19.225935,,5.528919,3.5718064,14620,90.5758
2.2691296e-09,0.77044886,,,4041.7842,11.878437,-2.1300929,-0.58753055,17.43669,0.011743626,2165.7823390960693,732,17.255354,134.31445,17.43669,-0.59183675,1.1132406,,19.225935,,5.5215626,-1.9373026,14640,90.56119
2.2629425e-09,0.7682755,,,4041.7686,11.885991,-2.131458,-1.0009186,17.43669,0.001272634,2168.9678404331207,733,17.41683,180.60846,17.43669,-1.0,0.97569263,,19.225935,,5.5140085,-0.8750811,14660,90.408676
2.256781e-09,0.76778495,,,4041.9697,11.893229,-2.1328213,0.8707818,17.43669,0.011743626,2171.9600038528442,734,17.197874,181.0122,17.43669,0.877551,1.2053782,,19.225935,,5.506771,0.49899057,14680,90.22807
2.2506441e-09,0.7646007,,,4057.17,11.880041,-2.1341827,0.95806205,17.43669,0.011743626,2175.574868440628,735,2.2009506,247.33156,17.43669,0.9591837,1.2720048,8.973305e-11,19.225935,,5.5199585,-1.6730751,14700,90.175766
2.2445326e-09,0.7638495,,,4073.8213,11.864916,-2.1355424,-0.79608494,17.43669,0.00013791275,2178.9905157089233,736,0.74764776,152.1039,17.43669,-0.79591835,1.5006332,,19.225935,,5.535084,0.054416582,14720,90.005165
2.2384457e-09,0.76666814,2.4638702e-15,,4073.8564,11.872379,-2.1369002,-0.5642738,17.43669,0.035673995,2182.838709592819,737,17.365051,88.66018,17.43669,-0.59183675,1.0227724,7.29374e-08,19.225935,,5.5276203,2.4579084,14740,90.00324
2.2323834e-09,0.7630442,,,4073.8955,11.879817,-2.138256,-0.22482856,17.43669,0.001272634,2186.317280769348,738,17.36134,194.30716,17.43669,-0.2244898,0.9567656,,19.225935,,5.5201826,-1.9019042,14760,89.946075
2.226346e-09,0.76398647,0.94212866,,4074.3027,11.886735,-2.13961,-0.49080956,17.43669,0.32919297,2189.656230688095,739,16.991808,175.75076,17.43669,-1.0,1.2980182,0.01569416,19.225935,,5.5132647,1.5741847,14780,89.920494
2.2203328e-09,0.76009697,8.728198e-08,,4074.3252,11.8941555,-2.1396883,-0.5061575,17.43669,0.035673995,2192.7045562267303,740,17.378176,100.32597,17.43669,-0.5102041,1.0044956,100.32597,19.225935,,5.505844,-2.341813,14800,90.01813
2.2143438e-09,0.75781804,,,4074.335,11.901571,-2.141039,-0.4286847,17.43669,0.00013791275,2196.385679244995,741,17.389425,186.59528,17.43669,-0.42857143,0.99877924,,19.225935,,5.4984283,-0.9043034,14820,89.78493
2.2083795e-09,0.7602054,,,4074.414,11.908875,-2.1423874,-0.34668025,17.43669,0.00041894216,2199.810991048813,742,17.320982,192.15599,17.43669,-0.3469388,0.9499295,,19.225935,,5.491124,2.6079402,14840,89.69858
2.202439e-09,0.76155216,,,4074.585,11.916037,-2.1437342,0.8774936,17.43669,0.00013791275,2203.244445323944,743,17.230282,143.3243,17.43669,0.877551,0.5295328,,19.225935,,5.483963,1.872742,14860,89.61872
2.1965225e-09,0.7639759,,,4089.8906,11.902835,-2.1450791,-0.3061174,17.43669,4.539993e-05,2206.6420419216156,744,2.0941153,236.55118,17.43669,-0.30612245,0.9753152,,19.225935,,5.4971647,3.0702448,14880,89.24617
2.1906295e-09,0.76795304,,,4090.1553,11.909859,-2.1464224,-0.63233083,17.43669,0.00041894216,2210.0075912475586,745,17.134924,163.37613,17.43669,-0.63265306,1.1379479,,19.225935,,5.490141,3.8720827,14900,89.25033
2.1847604e-09,0.76915663,,,4090.1367,11.917242,-2.1477637,1.0267185,17.43669,0.035673995,2213.1105103492737,746,17.417784,249.62706,17.43669,1.0,1.3060085,,19.225935,,5.4827576,1.6111168,14920,89.18419
2.1789148e-09,0.76417124,,,4107.537,11.901289,-2.1491034,-0.4289334,17.43669,0.00041894216,2216.2544491291046,747,,150.70712,17.43669,-0.42857143,1.1305788,,19.225935,,5.4987106,-3.150273,14940,89.08429
2.173093e-09,0.7652858,,,4107.633,11.908512,-2.1504412,-0.64642566,17.43669,0.011743626,2219.535038471222,748,17.30522,166.76692,17.43669,-0.67346936,1.1890414,,19.225935,,5.4914875,1.5339284,14960,89.05131
2.1672941e-09,0.7615612,,,4107.6807,11.91578,-2.1517773,0.85149866,17.43669,0.011743626,2222.914578437805,749,17.351877,107.12986,17.43669,0.8367347,0.6199702,,19.225935,,5.4842196,-2.1286037,14980,89.03518
2.1615185e-09,0.75688785,,,4122.577,11.903231,-2.1531115,-0.22173943,17.43669,0.003865921,2226.3584620952606,750,2.5033245,188.54694,17.43669,-0.2244898,0.9547879,,19.225935,,5.496769,-2.3392901,15000,89.03133
2.155766e-09,0.75501937,,,4123.126,11.909818,-2.1544437,-1.0000135,17.43669,4.539993e-05,2229.6732592582703,751,16.85018,226.32744,17.43669,-1.0,0.8837734,,19.225935,,5.490182,-0.5347921,15020,88.87248
2.1500361e-09,0.75879055,0.22307165,,4123.333,11.916844,-2.1557746,-0.2311543,17.43669,0.10836801,2232.8646190166473,752,17.194536,37.849766,17.43669,0.06122449,1.0201705,1.2139904e-22,19.225935,,5.4831553,3.8157232,15040,88.77313
2.1443296e-09,0.7558299,,,4123.667,11.923683,-2.1568067,-0.8040094,17.43669,0.011743626,2236.167472600937,753,17.065952,174.96085,17.43669,-0.79591835,1.0597669,,19.225935,,5.4763165,-1.4786932,15060,88.6859
2.1386455e-09,0.7526385,,,4123.711,11.930887,-2.158134,-0.9180268,17.43669,0.001272634,2239.352519750595,754,17.355299,188.4115,17.43669,-0.9183673,0.94704884,,19.225935,,5.4691124,-1.6275365,15080,88.51144
2.1329838e-09,0.7535486,,,4123.8457,11.937953,-2.1594594,-0.14124742,17.43669,0.003865921,2242.799128293991,755,17.265553,189.76785,17.43669,-0.14285715,0.9489925,,19.225935,,5.4620466,1.5580533,15100,88.44416
2.1273445e-09,0.7525049,,,4124.911,11.943768,-2.160783,-0.06120057,17.43669,4.539993e-05,2246.0815494060516,756,16.333992,270.80252,17.43669,-0.06122449,0.5125115,,19.225935,,5.456232,0.07792086,15120,88.32852
2.121728e-09,0.7554936,,,4127.298,11.947823,-2.1621048,-0.26541844,17.43669,0.00013791275,2249.543546438217,757,15.014086,158.65475,17.43669,-0.26530612,1.3781888,,19.225935,,5.452177,3.5630677,15140,88.24019
2.1161335e-09,0.75856715,6.9218557e-13,,4127.6357,11.954571,-2.163425,-0.17173624,17.43669,0.011743626,2253.064259290695,758,17.06193,182.78336,17.43669,-0.18367347,1.0240976,6.238109e-11,19.225935,,5.445429,2.7969327,15160,88.24094
2.1105608e-09,0.7549072,,,4128.8105,11.9601965,-2.1647434,-0.10213641,17.43669,0.00013791275,2256.427741289139,759,16.225355,174.59381,17.43669,-0.10204082,1.1729883,,19.225935,,5.439803,-1.9582506,15180,88.09014
2.1050104e-09,0.7576999,,,4130.3633,11.965311,-2.16606,-0.7536007,17.43669,0.001272634,2259.42924284935,760,15.847427,133.27003,17.43669,-0.75510204,0.8383753,,19.225935,,5.4346886,2.8004732,15200,88.08409
2.099482e-09,0.7564695,,,4130.385,11.972424,-2.1673748,-0.3873336,17.43669,0.003865921,2262.6880493164062,761,17.37738,182.225,17.43669,-0.3877551,0.9604571,,19.225935,,5.427576,0.026715808,15220,88.05853
2.0939754e-09,0.7567532,,,4130.453,11.979458,-2.168688,-0.87993324,17.43669,0.003865921,2266.1813282966614,762,17.332397,155.27066,17.43669,-0.877551,1.3708211,,19.225935,,5.420542,1.0836418,15240,87.98519
2.0884903e-09,0.7558427,,,4130.55,11.986436,-2.1699996,-0.061436877,17.43669,0.00041894216,2269.5248489379883,763,17.303291,204.12767,17.43669,-0.06122449,0.96321124,,19.225935,,5.4135637,-0.216796,15260,87.92014
2.0830264e-09,0.75743574,,,4133.3125,11.989904,-2.1713095,-0.99587977,17.43669,0.003865921,2272.8276019096375,764,14.636738,182.80792,17.43669,-1.0,0.88943005,,19.225935,,5.410095,2.078826,15280,87.87873
2.0775843e-09,0.7549586,,,4133.508,11.996722,-2.1726174,-0.06241627,17.43669,0.001272634,2276.3115208148956,765,17.205122,191.73477,17.43669,-0.06122449,1.0195444,,19.225935,,5.4032774,-0.9667413,15300,87.84151
2.0721633e-09,0.7542213,,,4136.3975,12.000003,-2.1739237,-0.059256524,17.43669,0.003865921,2279.709720849991,766,14.509432,189.50922,17.43669,-0.06122449,1.1380475,77.45659,19.225935,,5.3999968,0.23938137,15320,87.83688
2.0667636e-09,0.7531422,,,4139.159,12.003443,-2.1752284,0.30481556,17.43669,0.001272634,2283.0056133270264,767,14.639446,209.54636,17.43669,0.30612245,1.6651477,,19.225935,,5.396557,-0.12679246,15340,87.839645
2.0613848e-09,0.7529885,,,4148.301,11.998566,-2.1765313,-0.5103279,17.43669,0.00013791275,2285.8740515708923,768,8.258717,169.6098,17.43669,-0.5102041,0.81031567,,19.225935,,5.401434,0.124742664,15360,87.7544
2.0560271e-09,0.7549341,,,4148.338,12.005542,-2.1778326,-0.9590045,17.43669,0.001272634,2289.404904127121,769,17.362885,171.21613,17.43669,-0.9591837,0.81433153,,19.225935,,5.394458,2.4946232,15380,87.68951
2.0506903e-09,0.7566303,,,4148.498,12.012341,-2.179132,-0.8367628,17.43669,0.00013791275,2292.780995130539,770,17.239763,158.94106,17.43669,-0.8367347,1.359533,,19.225935,,5.387659,2.2893295,15400,87.67405
2.0453743e-09,0.7606816,,,4148.5723,12.019231,-2.18043,-0.30484694,17.43669,0.001272634,2296.240937948227,771,17.325294,201.92361,17.43669,-0.30612245,0.83460075,,19.225935,,5.380769,3.627629,15420,87.65798
2.0400786e-09,0.7596271,,,4148.7646,12.025952,-2.1817262,-0.9592989,17.43669,0.00013791275,2299.362636089325,772,17.207699,140.04279,17.43669,-0.9591837,1.5366834,,19.225935,,5.3740473,0.1685337,15440,87.60694
2.0348039e-09,0.7628424,,,4148.9297,12.03269,-2.1830206,-0.5098795,17.43669,0.003865921,2302.6539421081543,773,17.235085,153.75821,17.43669,-0.5102041,1.39068,,19.225935,,5.3673096,2.8126137,15460,87.524124
2.0295492e-09,0.76402974,,,4148.9473,12.039602,-2.1843135,0.02052749,17.43669,0.00041894216,2306.1842334270477,774,17.382053,200.17203,17.43669,0.020408163,1.4426497,,19.225935,,5.3603973,1.3857533,15480,87.475845
2.024315e-09,0.766507,1.6880548e-26,,4157.21,12.035858,-2.1856046,-0.26545444,17.43669,0.001272634,2309.703793287277,775,9.138521,156.06015,17.43669,-0.26530612,1.0697017,,19.225935,,5.3641415,2.361206,15500,87.47635
2.0191009e-09,0.7687989,,,4157.587,12.042284,-2.1868942,-0.76586664,17.43669,0.003865921,2313.1880939006805,776,17.022337,186.53896,17.43669,-0.75510204,0.88175946,,19.225935,,5.3577156,2.5322976,15520,87.45458
2.013907e-09,0.7649607,1.6519896e-29,,4157.633,12.049121,-2.1881819,1.0461861,17.43669,0.10836801,2316.4844188690186,777,17.354218,169.9277,17.43669,1.0,1.0778623,,19.225935,,5.3508787,-2.0346189,15540,87.33647
2.0087334e-09,0.7593928,0.004152503,,4175.032,12.033633,-2.1894681,-0.23763625,17.43669,0.011743626,2319.880078315735,778,,148.75323,17.43669,-0.2244898,0.9717762,,19.225935,,5.3663664,-3.605482,15560,87.34092
2.0035793e-09,0.7557067,,,4175.336,12.040133,-2.1907473,-0.34726888,17.43669,0.001272634,2323.3401231765747,779,17.0963,195.34961,17.43669,-0.3469388,0.8935402,,19.225935,,5.359866,-2.0237355,15580,87.22694
1.9984452e-09,0.7565683,,,4175.534,12.046751,-2.1920302,-0.55098516,17.43669,0.00041894216,2326.8159244060516,780,17.20228,165.95383,17.43669,-0.5510204,1.115409,,19.225935,,5.3532486,1.5989677,15600,87.18524
1.993331e-09,0.7602909,,,4175.548,12.053587,-2.1933115,-0.6315328,17.43669,0.003865921,2330.286724805832,781,17.386364,155.82079,17.43669,-0.63265306,0.8617746,,19.225935,,5.3464127,3.6268282,15620,87.128174
1.988236e-09,0.759551,0.0003924655,,4175.5615,12.060407,-2.194591,-0.15537663,17.43669,0.035673995,2333.799998998642,782,17.386065,89.25266,17.43669,-0.10204082,1.1090567,,19.225935,,5.339593,0.37000614,15640,87.11302
1.983161e-09,0.7559239,2.6105967,,4176.42,12.06613,-2.1958685,-0.15779269,17.43669,0.035673995,2337.0998063087463,783,16.541212,88.44457,17.43669,-0.18367347,0.95155805,70.44883,19.225935,,5.33387,-2.15508,15660,87.772644
1.9781048e-09,0.7521393,3.146822e-37,,4177.2383,12.07189,-2.1938162,-0.74606705,17.43669,0.035673995,2340.1167826652527,784,16.581429,88.51064,17.43669,-0.75510204,1.1072723,,19.225935,,5.3281097,-2.1355765,15680,87.07565
1.9730684e-09,0.7490155,,,4177.2637,12.078645,-2.195091,-0.71431255,17.43669,0.00013791275,2343.7155618667603,785,17.375504,203.30664,17.43669,-0.71428573,0.7665675,,19.225935,,5.321355,-1.7713953,15700,87.03829
1.968051e-09,0.7524824,,,4177.3,12.085368,-2.196364,-0.18358369,17.43669,0.00013791275,2347.0905153751373,786,17.363165,181.33661,17.43669,-0.18367347,1.1080378,,19.225935,,5.3146315,3.755945,15720,86.73894
1.9630528e-09,0.7551852,3.5069637,,4178.038,12.091184,-2.1976354,-0.16026674,17.43669,1.0,2350.5015614032745,787,16.66273,34.034218,17.43669,-0.06122449,0.9094154,0.022913313,19.225935,,5.308816,2.849613,15740,86.65866
