LQGmu1_higher,ReturnMean,Iteration,TimeElapsed,Delta,IWFirstEpisode,ReturnMax,TimestepsSoFar,ReturnLastEpisode,IWLastEpisode,LQGmu1_actor,DenMISEMeanLog,ReturnMin,Bound,ReturnAbsMax,ReturnStepMax,Regret/t,IWMin,DenMISELogFirst,DenMISELogLast,Regret,IWMean,IWMax,LQGsigma_higher
0.71428573,11.414597,322,872.7315950393677,1.1726537e-08,,17.439795,6440,17.311947,,0.6165509,0.8791531,,396.18274,17.439795,19.227406,5.985403,,-7.779658,-2.4137208,1927.2996,0.96551514,34.868946,0.10836801
-0.71428573,11.39673,323,875.8289530277252,1.1654039e-08,1.9169705e-10,17.439795,6460,5.6436553,7.059722e-32,-0.6857573,0.86889863,,384.64056,17.439795,19.227406,6.003269,,-7.7827587,-2.3763807,1939.0559,1.129823,35.28098,0.10836801
0.42857143,11.415199,324,878.7971367835999,1.1582212e-08,,17.439795,6480,17.380562,4.1590453e-22,0.5641774,0.85932845,,363.94778,17.439795,19.227406,5.9848003,,-7.7858496,-2.3333201,1939.0757,1.0439295,38.591953,0.10836801
-0.42857143,11.399172,325,881.8310761451721,1.1511046e-08,4.9329094e-21,17.439795,6500,6.2066774,2.4393095e-17,-0.42878422,0.84933394,,357.90063,17.439795,19.227406,6.000828,,-7.7889314,-2.4055555,1950.269,0.95437264,35.162407,0.10836801
0.14285715,11.41738,326,884.6246588230133,1.1440536e-08,,17.439795,6520,17.33488,4.9942304e-07,0.20299983,0.8523386,,345.9683,17.439795,19.227406,5.9826193,,-7.7920036,1.900278,1950.334,0.9640424,48.894928,0.10836801
-0.14285715,11.409161,327,887.4122037887573,1.137067e-08,1.2153359e-34,17.439795,6540,8.72946,0.30507258,0.007215187,0.84157604,,344.23163,17.439795,19.227406,5.990839,,-7.7950664,-2.6023605,1959.0044,0.8258797,40.505264,0.10836801
-1.0,11.403355,328,890.4988400936127,1.1301442e-08,645.9054,17.439795,6560,9.504787,0.10170686,-1.100423,0.83170104,,275.07657,17.439795,19.227406,5.996645,,-7.79812,-2.202895,1966.8994,2.5564957,645.9054,0.32919297
1.0,11.420962,329,893.4107346534729,1.1232844e-08,5.29374e-11,17.439795,6580,17.196415,1.4347475e-07,0.51925135,0.817821,,268.86377,17.439795,19.227406,5.9790373,,-6.7128634,-4.4062495,1967.1035,1.0291495,162.83466,0.32919297
1.0,11.406505,330,896.6403999328613,1.1164868e-08,11.994892,17.439795,6600,6.649839,2.4540112,2.0010476,0.80928457,,243.8711,17.439795,19.227406,5.993495,,-6.7158985,-1.9322221,1977.8535,0.6620483,38.053116,1.0
-1.0,11.372044,331,899.5505728721619,1.109751e-08,270.31873,17.439795,6620,,4.9153895,-2.794995,0.78460544,,214.3134,17.439795,19.227406,6.027956,,-6.683221,-7.014453,1995.2534,1.4356787,270.31873,1.0
-0.5510204,11.37442,332,902.5446422100067,1.1030757e-08,,17.439795,6640,12.161114,,-0.51657945,0.7581579,,166.55148,17.439795,19.227406,6.0255795,,-6.0892305,-8.2072735,2000.4922,1.235942,113.237236,0.035673995
-0.26530612,11.392468,333,905.4863035678864,1.0964606e-08,3.5329834e-29,17.439795,6660,17.384287,1.0485388,-0.32015795,0.7519098,,163.74658,17.439795,19.227406,6.007531,,-6.092238,-1.4323077,2000.5078,0.7828897,36.12559,0.10836801
0.020408163,11.409785,334,908.1214919090271,1.0899049e-08,,17.439795,6680,17.17621,0.2474865,0.008304555,0.74226,,162.47017,17.439795,19.227406,5.9902143,,-6.095237,-2.2385395,2000.7319,0.87922513,37.357635,0.10836801
0.26530612,11.403204,335,910.7105703353882,1.0834076e-08,,17.439795,6700,9.205124,1.7429793,0.45344746,0.7334593,,160.76741,17.439795,19.227406,5.9967957,,-6.098226,-2.0644674,2008.9268,1.181946,41.073788,0.10836801
-0.8367347,11.390791,336,913.271178483963,1.0769682e-08,,17.439795,6720,7.2326035,,-0.84563357,0.72431695,,159.0104,17.439795,19.227406,6.0092087,,-6.101207,-2.4795704,2019.0942,1.1234033,93.39578,0.035673995
-0.5510204,11.408406,337,915.758279800415,1.0705862e-08,7.423234e-17,17.439795,6740,17.326822,0.5369754,-0.5594717,0.71706384,,156.76187,17.439795,19.227406,5.9915934,,-6.1041784,-1.7704041,2019.167,0.985449,34.51045,0.10836801
0.59183675,11.42615,338,918.427857875824,1.0642608e-08,,17.439795,6760,17.406157,,0.6087288,0.70977986,,156.42593,17.439795,19.227406,5.9738493,,-6.1071415,-1.7087435,2019.1609,2.014182,111.64226,0.035673995
-0.9183673,11.40935,339,921.2924156188965,1.0579912e-08,,17.439795,6780,5.730917,,-0.93126196,0.7037854,,151.44289,17.439795,19.227406,5.990649,,-6.110096,-2.1332426,2030.8303,0.9233289,82.51712,0.035673995
0.5510204,11.426576,340,923.9724180698395,1.0517771e-08,,17.439795,6800,17.265915,,0.36310825,0.6952435,,148.55042,17.439795,19.227406,5.973424,,-6.1130414,-2.0770946,2030.9644,1.2285798,34.917156,0.10836801
-0.3469388,11.416245,341,926.7084655761719,1.0456173e-08,0.52846646,17.439795,6820,7.9042263,1.191149,0.051001936,0.68700624,,145.78119,17.439795,19.227406,5.983754,,-6.1159782,-2.308925,2040.4602,0.9467306,12.604742,0.32919297
0.8367347,11.409417,342,929.4799242019653,1.0395115e-08,,17.439795,6840,9.08097,,0.846298,0.6788739,,141.87144,17.439795,19.227406,5.9905825,,-6.1173577,-2.0353029,2048.7793,0.94798255,94.38704,0.035673995
0.3469388,11.383687,343,932.2943699359894,1.033459e-08,2.229574e-05,17.439795,6860,2.583716,2.433924,0.30637407,0.67120034,,140.90479,17.439795,19.227406,6.0163126,,-6.1202774,-1.8478545,2063.5952,1.0798326,13.64834,0.32919297
-0.26530612,11.374577,344,935.1620783805847,1.0274593e-08,,17.439795,6880,8.250044,,-0.2653277,0.6742711,,140.6595,17.439795,19.227406,6.025423,,-6.1231885,1.6566403,2072.7456,2.4006464,230.54738,4.539993e-05
-0.71428573,11.39118,345,938.227728843689,1.0215116e-08,,17.439795,6900,17.102787,7.826138e-36,-0.7193245,0.6866321,,138.42625,17.439795,19.227406,6.0088196,,-6.1260915,4.058596,2073.0427,1.0298985,79.3427,0.035673995
-0.877551,11.408471,346,940.8451797962189,1.0156155e-08,1.826655e-06,17.439795,6920,17.373812,4.328233,-0.6937667,0.6810259,,138.12425,17.439795,19.227406,5.9915285,,-6.128986,-1.2277994,2073.0688,1.1094314,33.82547,0.10836801
0.9183673,11.425668,347,943.7337491512299,1.0097701e-08,,17.439795,6940,17.375826,,0.85393786,0.6729464,,135.18692,17.439795,19.227406,5.974332,,-6.1318717,-2.2060995,2073.093,1.0683827,121.27242,0.035673995
-1.0,11.39992,348,946.878479719162,1.0039752e-08,,17.439795,6960,2.46545,,-1.0000048,0.66493905,,132.15594,17.439795,19.227406,6.000079,,-6.1347494,-2.0945458,2088.0273,1.9358313,233.13135,4.539993e-05
-0.8367347,11.416526,349,949.8861553668976,9.9823e-09,,17.439795,6980,17.195358,,-0.83672756,0.676297,,132.13809,17.439795,19.227406,5.983474,,-6.137619,4.134212,2088.2324,1.8811829,226.9116,4.539993e-05
-1.0,11.43343,350,953.0846934318542,9.92534e-09,157.0966,17.439795,7000,17.332893,0.00635605,-0.64068043,0.6874719,,132.05826,17.439795,19.227406,5.96657,,-6.14048,4.1260805,2088.2996,1.9270811,308.00922,1.0
-0.63265306,11.450451,351,955.8580861091614,9.868866e-09,,17.439795,7020,17.40763,68.25003,-0.6342191,0.6822508,,132.35509,17.439795,19.227406,5.9495487,,-5.772565,-1.7423742,2088.2917,1.9305618,184.36949,0.003865921
-0.06122449,11.467304,352,958.7488069534302,9.812872e-09,,17.439795,7040,17.382755,,-0.05939259,0.6824468,,130.47313,17.439795,19.227406,5.9326954,,-5.7754097,0.1125158,2088.3088,2.0596118,190.25076,0.001272634
-0.59183675,11.478035,353,961.4093582630157,9.757355e-09,,17.439795,7060,15.255216,,-0.5920769,0.6826798,,127.593735,17.439795,19.227406,5.9219646,,-5.7782464,0.04905113,2090.4534,1.5440298,190.7491,0.00041894216
-0.5102041,11.494633,354,964.2495849132538,9.702307e-09,,17.439795,7080,17.353529,,-0.5102277,0.68741167,,126.36531,17.439795,19.227406,5.905367,,-5.7810755,2.0383892,2090.5002,1.463351,201.38101,4.539993e-05
-0.71428573,11.511143,355,966.9891517162323,9.647723e-09,,17.439795,7100,17.355736,,-0.7148271,0.6973129,,126.17694,17.439795,19.227406,5.888857,,-5.7838964,4.0128374,2090.5444,1.4752424,181.41281,0.00041894216
-0.30612245,11.527638,356,969.6446220874786,9.593598e-09,,17.439795,7120,17.383808,9.820069e-29,-0.29040664,0.6995695,,125.58173,17.439795,19.227406,5.872361,,-5.7867093,1.2774544,2090.5605,0.9477032,100.183426,0.035673995
-0.18367347,11.543171,357,972.2458453178406,9.539927e-09,,17.439795,7140,17.073122,,-0.18005325,0.6912791,,125.23476,17.439795,19.227406,5.8568287,,-5.7895145,-2.1315327,2090.8877,1.5665984,187.63713,0.003865921
-0.67346936,11.557535,358,975.259519815445,9.4867065e-09,,17.439795,7160,16.685608,,-0.71991533,0.68852097,,125.24882,17.439795,19.227406,5.8424644,,-5.7923117,-0.6191606,2091.602,1.3176876,88.22832,0.035673995
-0.71428573,11.573759,359,978.2165944576263,9.433929e-09,,17.439795,7180,17.381506,129.9818,-0.71065414,0.6836562,,127.689575,17.439795,19.227406,5.8262405,,-5.795101,-1.2910535,2091.6206,1.8770428,163.06792,0.003865921
-0.42857143,11.589835,360,981.0395846366882,9.3815915e-09,,17.439795,7200,17.36161,,-0.42887828,0.6818383,,124.7707,17.439795,19.227406,5.8101645,,-5.7978826,-0.5703881,2091.6592,1.3822169,171.45142,0.00041894216
-0.75510204,11.605796,361,983.9531211853027,9.329688e-09,,17.439795,7220,17.351395,,-0.75487226,0.68541574,,124.75719,17.439795,19.227406,5.7942038,,-5.8006563,1.7908387,2091.7075,1.3916227,191.9492,0.00041894216
-0.5102041,11.621721,362,986.8883965015411,9.278214e-09,,17.439795,7240,17.370678,,-0.50980794,0.6896594,,124.111565,17.439795,19.227406,5.7782784,,-5.803423,2.0577488,2091.7368,1.3529276,196.92438,0.00041894216
-0.14285715,11.637589,363,989.9574389457703,9.227164e-09,,17.439795,7260,17.381836,,-0.14589421,0.69242483,,123.12774,17.439795,19.227406,5.76241,,-5.8061814,1.5601964,2091.755,1.4831625,173.91554,0.003865921
0.71428573,11.650474,364,993.0580739974976,9.176534e-09,,17.439795,7280,16.327349,,0.7038544,0.68988717,,122.960434,17.439795,19.227406,5.749526,,-5.8089323,-0.47970104,2092.8276,0.5441934,45.030052,0.035673995
-0.3877551,11.631141,365,996.2112715244293,9.126321e-09,,17.439795,7300,4.594108,,-0.38599378,0.6812985,,122.67836,17.439795,19.227406,5.768859,,-5.811676,-1.9734085,2105.6338,1.3698733,191.33832,0.003865921
-0.79591835,11.646479,366,999.1725161075592,9.076518e-09,,17.439795,7320,17.24455,,-0.79588604,0.6797912,,122.20261,17.439795,19.227406,5.753521,,-5.814412,-0.009834005,2105.7886,1.303999,245.37311,4.539993e-05
-0.2244898,11.662038,367,1002.242269039154,9.027124e-09,,17.439795,7340,17.356651,,-0.22448546,0.688542,,122.032684,17.439795,19.227406,5.737962,,-5.8171406,3.8861167,2105.832,1.2533164,200.59189,0.00041894216
-0.2244898,11.676458,368,1005.1499390602112,8.97813e-09,,17.439795,7360,16.968916,229.65886,-0.22446916,0.69664115,,126.33426,17.439795,19.227406,5.7235413,,-5.8198614,3.6399052,2106.2632,1.7836837,229.65886,4.539993e-05
-0.9591837,11.690829,369,1007.7364892959595,8.929534e-09,,17.439795,7380,16.979492,,-0.9588469,0.7068033,,121.87048,17.439795,19.227406,5.7091703,,-5.822575,4.0455446,2106.684,1.2119722,201.80849,0.00041894216
-0.9183673,11.705801,370,1010.4380884170532,8.881331e-09,,17.439795,7400,17.23078,,-0.91843677,0.7094776,,121.81733,17.439795,19.227406,5.6941986,,-5.8252816,1.6806664,2106.8535,1.256291,247.28746,4.539993e-05
-0.42857143,11.7208,371,1012.9575772285461,8.833518e-09,,17.439795,7420,17.269922,,-0.42808604,0.71621835,,121.78745,17.439795,19.227406,5.679199,,-5.8279805,3.2346227,2106.983,1.2319404,147.72955,0.001272634
0.3469388,11.735872,372,1015.3564147949219,8.78609e-09,,17.439795,7440,17.327812,,0.3229287,0.7186623,,121.78163,17.439795,19.227406,5.6641273,,-5.8306723,1.532002,2107.0552,1.3922312,118.48439,0.035673995
-0.877551,11.726274,373,1018.0659449100494,8.7390415e-09,,17.439795,7460,8.155193,,-0.8778627,0.7114734,,121.51373,17.439795,19.227406,5.673726,,-5.833357,-2.2346456,2116.2998,1.21107,202.24092,0.00041894216
-0.46938777,11.741182,374,1020.7473258972168,8.692372e-09,,17.439795,7480,17.30248,,-0.46931198,0.7142809,,121.4532,17.439795,19.227406,5.6588173,,-5.8360343,1.7455664,2116.398,1.1890422,237.51823,4.539993e-05
-0.3469388,11.756179,375,1023.6508588790894,8.646074e-09,,17.439795,7500,17.364525,,-0.34690836,0.72044563,,121.287674,17.439795,19.227406,5.643821,,-5.8387046,3.0921993,2116.433,1.2250046,250.68283,4.539993e-05
0.8367347,11.770985,376,1026.2355661392212,8.600145e-09,,17.439795,7520,17.32323,9.405404e-28,0.74128187,0.7287568,,121.27627,17.439795,19.227406,5.629015,,-5.8413677,3.8845303,2116.5098,0.9874874,31.843243,0.10836801
-0.67346936,11.750641,377,1029.037573337555,8.554582e-09,,17.439795,7540,4.101657,,-0.67404526,0.7212844,,121.072426,17.439795,19.227406,5.6493587,,-5.8440237,-2.0559444,2129.808,1.1769571,200.0188,0.00041894216
-0.46938777,11.765614,378,1031.8384501934052,8.509378e-09,,17.439795,7560,17.410393,,-0.469291,0.7223861,,120.60697,17.439795,19.227406,5.634386,,-5.8466725,1.1490433,2129.7979,1.1554031,200.1308,0.001272634
-0.9183673,11.780384,379,1034.8110959529877,8.464534e-09,,17.439795,7580,17.363415,,-0.9182472,0.72761035,,120.49473,17.439795,19.227406,5.6196156,,-5.8493147,2.7257144,2129.8345,1.1379919,193.7185,0.00041894216
-0.30612245,11.794832,380,1037.900223016739,8.4200416e-09,,17.439795,7600,17.270672,,-0.30597538,0.73228127,,120.45357,17.439795,19.227406,5.6051674,,-5.8519497,2.5395694,2129.9639,1.1393343,160.14374,0.00041894216
-0.59183675,11.808945,381,1040.951890707016,8.375902e-09,,17.439795,7620,17.171688,1.2290929e-14,-0.5772571,0.7364502,,120.44409,17.439795,19.227406,5.591055,,-5.854578,2.338954,2130.192,1.1182674,94.62755,0.035673995
-0.46938777,11.823644,382,1043.7357409000397,8.332106e-09,,17.439795,7640,17.424227,,-0.4692649,0.729458,,120.44579,17.439795,19.227406,5.576356,,-5.857199,-1.9846139,2130.168,1.3501341,149.29892,0.00013791275
-0.79591835,11.838057,383,1046.7416398525238,8.288653e-09,,17.439795,7660,17.343473,4.410431e-19,-0.8308079,0.7352321,,120.45438,17.439795,19.227406,5.561943,,-5.8598137,2.757633,2130.224,1.0563108,90.87892,0.035673995
-0.10204082,11.852389,384,1049.5632328987122,8.245539e-09,,17.439795,7680,17.341665,,-0.10206955,0.729698,,120.35067,17.439795,19.227406,5.5476103,,-5.862421,-1.3866134,2130.2822,1.3106,251.14215,4.539993e-05
-0.9591837,11.861985,385,1052.5377979278564,8.202761e-09,,17.439795,7700,15.547614,,-0.93025964,0.73790807,,120.22832,17.439795,19.227406,5.5380144,,-5.8650217,3.8797235,2132.1357,1.041198,96.36792,0.035673995
-0.26530612,11.875966,386,1055.2241518497467,8.160314e-09,,17.439795,7720,17.258461,,-0.2657799,0.7309437,,119.32657,17.439795,19.227406,5.5240335,,-5.8676157,-1.9188975,2132.2769,1.0900371,208.1178,0.001272634
-0.3469388,11.889211,387,1058.2619960308075,8.118197e-09,,17.439795,7740,17.001371,,-0.34859812,0.7318367,,118.89297,17.439795,19.227406,5.510789,,-5.870203,1.1756638,2132.6753,1.0987604,200.65492,0.001272634
0.2244898,11.902983,388,1061.1286664009094,8.0764035e-09,,17.439795,7760,17.232912,,0.20273781,0.729977,,118.731995,17.439795,19.227406,5.497017,,-5.8727837,0.08730411,2132.8423,1.2779064,120.940254,0.035673995
1.0,11.894828,389,1064.0910782814026,8.034934e-09,5.1755233,17.439795,7780,8.730428,2.838107,1.3984653,0.7226548,,118.476265,17.439795,19.227406,5.505172,,-5.875358,-2.2798893,2141.5117,1.4062678,306.9382,1.0
-0.5510204,11.864328,390,1067.09970164299,7.993781e-09,,17.439795,7800,,,-0.5508414,0.70705247,,118.33316,17.439795,19.227406,5.535671,,-5.8647084,-5.5567374,2158.912,0.9814425,172.41515,0.00013791275
-0.5510204,11.878357,391,1069.8516879081726,7.952944e-09,,17.439795,7820,17.349607,88.36516,-0.5507509,0.7106681,,118.64432,17.439795,19.227406,5.5216427,,-5.867269,2.2860904,2158.9624,1.0289845,176.39246,0.00041894216
-0.18367347,11.89239,392,1072.4945948123932,7.912419e-09,,17.439795,7840,17.379358,,-0.18366109,0.7137159,,118.21629,17.439795,19.227406,5.5076094,,-5.8698235,1.9954317,2158.983,1.2699392,196.68245,0.00041894216
-0.3877551,11.904125,393,1075.410739660263,7.872204e-09,,17.439795,7860,16.504658,,-0.38751477,0.7211396,,117.65439,17.439795,19.227406,5.4958744,,-5.872371,3.5605593,2159.8784,1.0236115,149.95682,0.00013791275
-0.18367347,11.91777,394,1078.2604928016663,7.832295e-09,,17.439795,7880,17.279802,,-0.18359944,0.7238411,,116.836655,17.439795,19.227406,5.482229,,-5.8749127,1.9042875,2159.998,1.2611723,241.25331,4.539993e-05
-0.79591835,11.929887,395,1081.222718000412,7.792689e-09,,17.439795,7900,16.704025,,-0.7965359,0.7300762,,116.65377,17.439795,19.227406,5.470113,,-5.877447,3.1912038,2160.6948,0.9992989,203.07585,0.001272634
-0.10204082,11.943608,396,1084.2042849063873,7.753382e-09,,17.439795,7920,17.36367,,-0.10205162,0.7302561,,116.386826,17.439795,19.227406,5.4563913,,-5.879976,0.9736215,2160.731,0.9370374,199.77536,0.00013791275
-0.877551,11.953184,397,1087.0740242004395,7.7143705e-09,,17.439795,7940,15.744808,,-0.8814428,0.7383086,,116.34353,17.439795,19.227406,5.4468155,,-5.882498,4.1132994,2162.3857,1.2280021,171.86478,0.003865921
-0.63265306,11.966599,398,1090.1050016880035,7.675654e-09,,17.439795,7960,17.292454,,-0.6326979,0.7348111,,116.34497,17.439795,19.227406,5.4334,,-5.8850136,-0.7199888,2162.4932,1.1337249,171.83209,0.00041894216
0.06122449,11.980191,399,1093.3063535690308,7.637228e-09,,17.439795,7980,17.389801,,0.061400104,0.7411591,,116.21754,17.439795,19.227406,5.4198084,,-5.887523,3.2817814,2162.5034,1.6132904,219.00725,0.001272634
-0.8367347,11.972925,400,1096.4308986663818,7.5990885e-09,,17.439795,8000,9.073598,,-0.83594024,0.74514997,,116.071495,17.439795,19.227406,5.4270744,,-5.890026,1.9940791,2170.83,1.2049158,178.55548,0.003865921
0.30612245,11.986267,401,1099.3321461677551,7.561235e-09,,17.439795,8020,17.323254,,0.30641133,0.7447735,,116.063545,17.439795,19.227406,5.4137325,,-5.892523,0.5364809,2170.9067,1.7813797,212.77408,0.00041894216
-0.5510204,11.976972,402,1102.3463335037231,7.5236635e-09,,17.439795,8040,8.249836,,-0.5513007,0.74843854,,115.92452,17.439795,19.227406,5.423028,,-5.895014,1.7397213,2180.0571,0.94893354,180.8213,0.001272634
0.020408163,11.99034,403,1104.8728754520416,7.4863715e-09,,17.439795,8060,17.364235,,0.020583875,0.7512163,,115.932,17.439795,19.227406,5.4096594,,-5.897498,2.0200737,2180.0928,1.5690739,201.937,0.00041894216
0.06122449,11.983571,404,1107.3675825595856,7.4493567e-09,,17.439795,8080,9.25579,0.6739273,0.08563527,0.7554669,,115.836334,17.439795,19.227406,5.4164286,,-5.8999763,2.160114,2188.2368,0.98547757,94.32203,0.035673995
-0.2244898,11.976297,405,1109.888619184494,7.4126145e-09,,17.439795,8100,9.037885,,-0.22590375,0.74778676,,115.770706,17.439795,19.227406,5.4237022,,-5.9024487,-2.2850711,2196.5996,0.97698927,200.35004,0.003865921
-0.020408163,11.988622,406,1112.6546039581299,7.3761446e-09,,17.439795,8120,16.979553,,-0.020392573,0.7456477,,115.60577,17.439795,19.227406,5.411378,,-5.904915,0.046419263,2197.0195,1.3175945,268.60803,4.539993e-05
-1.0,11.984988,407,1115.5245559215546,7.339942e-09,,17.439795,8140,10.509912,,-0.9982727,0.7535229,,115.27499,17.439795,19.227406,5.4150114,,-5.907375,3.9371202,2203.9097,1.0028763,167.21722,0.003865921
0.42857143,11.997774,408,1118.3140206336975,7.304006e-09,,17.439795,8160,17.20137,,0.43349704,0.7511074,,115.01263,17.439795,19.227406,5.4022255,,-5.9098287,-0.09210875,2204.108,0.88808775,110.28456,0.035673995
-0.020408163,11.986517,409,1121.0230796337128,7.2683344e-09,,17.439795,8180,7.3937097,,-0.022172727,0.745535,,114.943695,17.439795,19.227406,5.4134827,,-5.9122767,-1.3594354,2214.1143,1.1885856,221.35481,0.001272634
0.26530612,11.984725,410,1123.516797542572,7.2329223e-09,,17.439795,8200,11.251952,,0.26520222,0.7435534,,114.945465,17.439795,19.227406,5.4152746,,-5.9147186,-0.05315938,2220.2627,1.5755935,224.64218,0.00013791275
-0.9183673,11.976158,411,1126.3693146705627,7.197768e-09,,17.439795,8220,8.464303,,-0.9179247,0.749212,,114.86865,17.439795,19.227406,5.4238415,,-5.917155,2.7451713,2229.1987,1.1327652,197.34323,0.003865921
-0.10204082,11.989012,412,1129.2714557647705,7.1628703e-09,,17.439795,8240,17.271116,,-0.10192508,0.75068873,,114.632164,17.439795,19.227406,5.410988,,-5.9195848,1.4024765,2229.3271,0.82933074,186.56644,0.00041894216
-0.42857143,11.99799,413,1132.3455107212067,7.1282247e-09,,17.439795,8260,15.697299,,-0.4285248,0.75508463,,114.25785,17.439795,19.227406,5.40201,,-5.922009,2.83792,2231.0298,1.0702634,248.57123,4.539993e-05
-0.14285715,12.010858,414,1135.3141205310822,7.093831e-09,,17.439795,8280,17.325296,,-0.13595119,0.7617081,,114.09287,17.439795,19.227406,5.389142,,-5.9244275,3.6406078,2231.1045,1.1414421,128.77977,0.011743626
-0.06122449,12.020769,415,1138.3884041309357,7.0596844e-09,,17.439795,8300,16.124172,,-0.06119806,0.75702745,,114.08408,17.439795,19.227406,5.3792305,,-5.9268403,-1.223398,2232.3809,0.9676991,222.14352,4.539993e-05
-0.3877551,12.026099,416,1141.3156924247742,7.0257844e-09,,17.439795,8320,14.237828,1.5271199e-19,-0.3783949,0.7639421,,114.08254,17.439795,19.227406,5.3739004,,-5.929247,3.8429625,2235.5425,0.7897085,91.94632,0.035673995
-0.67346936,12.038751,417,1144.4264736175537,6.9921287e-09,,17.439795,8340,17.301947,,-0.67353356,0.7572568,,113.9369,17.439795,19.227406,5.361249,,-5.931648,-1.7789057,2235.6406,0.9779698,255.28957,4.539993e-05
0.2244898,12.051576,418,1147.356684923172,6.958713e-09,,17.439795,8360,17.399565,,0.22462904,0.762859,,113.88506,17.439795,19.227406,5.348424,,-5.934043,3.3084764,2235.641,1.4081389,225.7861,0.00013791275
-0.59183675,12.043447,419,1150.1445863246918,6.9255366e-09,,17.439795,8380,8.645248,,-0.5918787,0.76728386,,113.80804,17.439795,19.227406,5.356553,,-5.9364324,2.4657764,2244.3955,1.3536922,178.05597,0.00013791275
-0.3469388,12.056215,420,1152.9432017803192,6.892597e-09,,17.439795,8400,17.406424,,-0.34691462,0.77415586,,113.77741,17.439795,19.227406,5.3437843,,-5.9388165,3.4802117,2244.3896,0.9526043,201.22455,0.00013791275
0.18367347,12.0686865,421,1155.918607711792,6.859892e-09,,17.439795,8420,17.306522,,0.18347268,0.78138816,,113.65511,17.439795,19.227406,5.331313,,-5.9411945,3.9873965,2244.483,1.3445367,229.59447,0.00013791275
-0.9591837,12.060936,422,1158.8801956176758,6.827419e-09,,17.439795,8440,8.79817,,-0.95914584,0.7846638,,113.041565,17.439795,19.227406,5.3390636,,-5.943567,2.0638692,2253.085,0.9140978,251.2727,4.539993e-05
-0.18367347,12.073171,423,1161.9379348754883,6.7951773e-09,,17.439795,8460,17.236006,,-0.18798295,0.79101735,,112.89256,17.439795,19.227406,5.326829,,-5.945934,3.7272277,2253.2485,0.7927214,74.608,0.035673995
0.26530612,12.084595,424,1164.8598427772522,6.763162e-09,,17.439795,8480,16.917433,,0.265436,0.7865326,,112.80976,17.439795,19.227406,5.315405,,-5.948295,-0.8748128,2253.7314,1.3419714,221.35312,0.00041894216
-0.59183675,12.076075,425,1168.007283449173,6.7313732e-09,,17.439795,8500,8.463173,,-0.5925742,0.7913651,,112.77564,17.439795,19.227406,5.323925,,-5.9506507,2.6724775,2262.6685,0.7539577,146.859,0.001272634
0.10204082,12.0885725,426,1171.2660219669342,6.6998074e-09,,17.439795,8520,17.400301,,0.102177426,0.79101104,,112.78648,17.439795,19.227406,5.311427,,-5.953001,0.9522791,2262.668,1.225558,268.86865,4.539993e-05
-0.06122449,12.081363,427,1174.194100856781,6.668463e-09,,17.439795,8540,9.009599,,-0.06126802,0.7938723,,112.765305,17.439795,19.227406,5.318637,,-5.9553456,2.0557632,2271.058,1.0316441,196.25357,0.00013791275
-0.63265306,12.086645,428,1176.9398357868195,6.6373382e-09,,17.439795,8560,14.342413,,-0.6326589,0.80056596,,112.75897,17.439795,19.227406,5.3133545,,-5.957685,3.7575073,2274.1157,0.89658475,217.47313,4.539993e-05
-0.30612245,12.0990095,429,1179.6064307689667,6.606431e-09,,17.439795,8580,17.390947,,-0.30629733,0.80736095,,112.76545,17.439795,19.227406,5.30099,,-5.9600186,3.9735825,2274.1245,0.71743625,124.30724,0.001272634
-0.30612245,12.110815,430,1182.848791360855,6.5757395e-09,,17.439795,8600,17.17561,145.264,-0.3062324,0.809786,,113.74133,17.439795,19.227406,5.2891846,,-5.962347,2.187425,2274.3496,1.5360814,170.99869,0.00013791275
0.14285715,12.122571,431,1186.0775201320648,6.5452608e-09,,17.439795,8620,17.177818,,0.14285158,0.81524163,,112.70154,17.439795,19.227406,5.2774286,,-5.9646697,2.8307846,2274.5718,1.2429012,281.24774,4.539993e-05
-0.877551,12.115155,432,1189.3353562355042,6.5149934e-09,,17.439795,8640,8.918859,,-0.87764966,0.82235503,,112.68201,17.439795,19.227406,5.2848444,,-5.966987,3.9193792,2283.0527,0.89424783,198.95145,4.539993e-05
0.3469388,12.127145,433,1192.3244726657867,6.4849353e-09,,17.439795,8660,17.30611,,0.348504,0.8260534,,112.58604,17.439795,19.227406,5.272855,,-5.9692993,2.683539,2283.146,1.5094502,216.1288,0.001272634
-0.5510204,12.117632,434,1195.2755579948425,6.455086e-09,,17.439795,8680,7.998847,,-0.56287277,0.82486326,,112.42119,17.439795,19.227406,5.2823677,,-5.9716063,0.042227987,2292.5474,1.4910542,165.23622,0.011743626
-0.14285715,12.129705,435,1198.1968672275543,6.425441e-09,,17.439795,8700,17.369402,,-0.14275509,0.81971747,,112.32169,17.439795,19.227406,5.270294,,-5.9739075,-1.7282908,2292.5781,0.7608974,229.17653,0.00013791275
-0.67346936,12.139278,436,1201.241577386856,6.396001e-09,,17.439795,8720,16.303986,,-0.6759537,0.8232469,,112.18143,17.439795,19.227406,5.260721,,-5.976204,2.7234862,2293.6743,0.70891404,107.53961,0.001272634
-0.67346936,12.151296,437,1204.2429597377777,6.3667622e-09,,17.439795,8740,17.391008,150.1924,-0.6730589,0.819226,,113.50986,17.439795,19.227406,5.248704,,-5.9784946,-0.58178145,2293.6836,1.022535,150.1924,0.003865921
