DenMISELogLast,IWLastEpisode,MountainCar_std0_higher,TimestepsSoFar,AvgEpLen,ReturnLastEpisode,DenMISEMeanLog,Regret,IWMax,MountainCar_std1_higher,BoundBonus,ReturnMean,MountainCar_mu0_higher,NumTrainableParams,ReturnMax,MinEpLen,ReturnAbsMax,MountainCar_mu1_higher,DenMISELogFirst,IWFirstEpisode,IWMin,NumTrajectories,Iteration,Delta,Bound,ReturnMin,IWMean,ActionIn1,Regret/t,BoundMISE,GridSize,ReturnStepMax,TimeElapsed
-3.6681406,14.63202,0.14999999,778168,537.7802349689011,93.589745,-4.059516,-78178.05,27.104023,1.5,249.08202,59.027676,-0.27272728,,99.368256,99,153.94362,14.545455,-4.7187934,1.1614426e-21,,1447,1447,4.0047593e-10,338.0944,-153.94362,0.92945975,15.455109,-54.027676,89.01238,144,153.94362,2312.01718211174
-3.6260443,4.6506423e-17,0.14999999,778508,537.6436464088398,97.582794,-4.059268,-78270.625,63.121986,1.5,382.09567,59.0543,0.8181818,,99.368256,99,153.94362,5.4545455,-4.7194843,1.1914674e-16,,1448,1448,3.9992298e-10,337.8678,-153.94362,1.0555431,6.275031,-54.0543,-44.22788,144,153.94362,2314.074273586273
-5.405173,2.4312688e-21,0.14999999,779507,537.9620427881298,-83.37534,-4.060167,-78182.25,25.347023,1.5,235.71439,58.956005,0.09090909,,99.368256,99,153.94362,16.363636,-4.720175,1.8782153e-29,,1449,1449,3.9937115e-10,337.7788,-153.94362,1.0655288,17.020401,-53.956005,102.06442,144,153.94362,2316.4823744297028
-3.5863624,2.4025403e-06,0.14999999,779775,537.7758620689655,94.99844,-4.059799,-78272.25,100.96922,1.5,383.69043,58.98086,1.0,,99.368256,99,153.94362,18.181818,-4.720865,,,1450,1450,3.9882048e-10,337.74414,-153.94362,1.0888762,19.699242,-53.98086,-45.946278,144,153.94362,2318.332903146744
-4.0904984,0.4918639,0.14999999,779963,537.5348035837353,89.52072,-4.05977,-78356.77,103.5826,1.5,418.44266,59.00191,1.0,,99.368256,99,153.94362,14.545455,-4.721554,,,1451,1451,3.9827094e-10,337.6486,-153.94362,1.1806883,16.164753,-54.00191,-80.79407,144,153.94362,2320.2633538246155
-4.39474,1.7355599e-16,0.14999999,780962,537.8526170798898,-63.487183,-4.059892,-78288.28,54.818375,1.5,371.19174,58.91755,0.8181818,,99.368256,99,153.94362,1.8181819,-4.722243,1.5341049e-13,,1452,1452,3.9772258e-10,337.41458,-153.94362,0.95555043,0.5449742,-53.91755,-33.77715,144,153.94362,2322.6288189888
-4.5718756,0.045532092,0.14999999,781961,538.1699931176876,-16.48241,-4.060283,-78266.8,77.15465,1.5,338.052,58.865654,0.09090909,,99.368256,99,153.94362,,-4.7229314,0.41722533,,1453,1453,3.971753e-10,337.3768,-153.94362,0.9893413,-0.18660367,-53.865654,-0.6751909,144,153.94362,2325.0349445343018
-4.4913607,,0.14999999,782960,538.4869325997249,-0.043945584,-4.0605965,-78261.76,43.202904,1.5,252.3303,58.82514,-0.8181818,,99.368256,99,153.94362,20.0,-4.7233324,,,1454,1454,3.966292e-10,337.32977,-153.94362,0.93898255,17.855898,-53.82514,84.99948,144,153.94362,2327.4895701408386
-3.6676943,6.4069743e-12,0.14999999,783146,538.2446735395189,95.85568,-4.060373,-78352.61,30.459816,1.5,250.0131,58.85059,0.45454547,,99.368256,99,153.94362,14.545455,-4.72402,2.1620858e-28,,1455,1455,3.9608414e-10,337.2881,-153.94362,1.0144022,13.330857,-53.85059,87.27498,144,153.94362,2329.4479699134827
-3.7304306,26.24971,0.14999999,783413,538.0583791208791,94.828896,-4.0601397,-78442.44,28.533478,1.5,248.87347,58.8753,0.27272728,,99.368256,99,153.94362,12.727273,-4.724707,1.09428434e-20,,1456,1456,3.955403e-10,337.6638,-153.94362,0.9729503,13.83449,-53.8753,88.790306,144,153.94362,2331.4393196105957
-3.6040254,2.0899465e-08,0.14999999,783784,537.9437199725463,95.33005,-4.0598483,-78532.77,53.95294,1.5,264.05026,58.900326,0.8181818,,99.368256,99,153.94362,20.0,-4.7253933,,,1457,1457,3.949975e-10,337.19965,-153.94362,1.112255,22.15477,-53.900326,73.14939,144,153.94362,2333.430969953537
-4.7573533,9.635619e-19,0.14999999,783897,537.6522633744856,90.25597,-4.0602574,-78618.03,25.120472,1.5,239.13057,58.921833,-0.09090909,,99.368256,99,153.94362,10.909091,-4.7260795,6.785489e-13,,1458,1458,3.9445588e-10,337.18417,-153.94362,1.0174154,9.955892,-53.921833,98.053604,144,153.94362,2335.310621023178
-3.6360304,2.4620434e-07,0.14999999,784204,537.4941740918438,97.7618,-4.059958,-78710.79,44.38597,1.5,250.73955,58.948452,-1.0,,99.368256,99,153.94362,7.2727275,-4.726765,1.0423332e-08,,1459,1459,3.9391532e-10,337.07483,-153.94362,1.0277104,6.823656,-53.948452,86.3353,144,153.94362,2337.298864841461
-4.500609,3.001027e-05,0.14999999,784731,537.4869863013698,83.13008,-4.060246,-78788.92,38.944313,1.5,302.33154,58.965015,-0.45454547,,99.368256,99,153.94362,3.6363637,-4.7274504,0.92864877,,1460,1460,3.933759e-10,337.05557,-153.94362,0.94598556,5.4510274,-53.965015,34.72404,144,153.94362,2339.441887140274
-3.7887506,4.2621607e-14,0.14999999,785464,537.6208076659822,95.0279,-4.0601006,-78878.95,26.431158,1.5,239.94333,58.9897,-0.27272728,,99.368256,99,153.94362,18.181818,-4.727499,1.0642939e-33,,1461,1461,3.928376e-10,336.82236,-153.94362,1.0241005,17.1484,-53.9897,96.87902,144,153.94362,2341.6465570926666
-3.6288762,14.170214,0.14999999,785717,537.4261285909713,92.21805,-4.0597925,-78966.17,27.245815,1.5,247.5817,59.01243,-0.6363636,,99.368256,99,153.94362,18.181818,-4.7281833,3.6733618e-34,,1462,1462,3.9230036e-10,336.77997,-153.94362,0.9632498,20.516222,-54.01243,89.19828,144,153.94362,2343.625020503998
-4.271996,2.2042498e-13,0.14999999,785901,537.1845522898154,91.22716,-4.0599656,-79052.39,27.003368,1.5,240.45535,59.034443,-0.8181818,,99.368256,99,153.94362,9.090909,-4.728867,4.9634025e-10,,1463,1463,3.9176426e-10,336.64014,-153.94362,1.0600529,7.0606,-54.034443,96.18478,144,153.94362,2345.517859697342
-3.6236362,3.8669252,0.14999999,786313,537.099043715847,91.92959,-4.0596304,-79139.33,28.06085,1.5,248.90106,59.05692,-0.45454547,,99.368256,99,153.94362,7.2727275,-4.7295504,3.8372847e-05,,1464,1464,3.9122924e-10,336.66974,-153.94362,1.0224968,4.8785377,-54.05692,87.76867,144,153.94362,2347.5141825675964
-3.8439167,5.8466384e-27,0.14999999,786985,537.1911262798635,96.37579,-4.059471,-79230.7,48.143276,1.5,264.00058,59.08239,0.45454547,,99.368256,99,153.94362,20.0,-4.730233,,,1465,1465,3.9069534e-10,336.54013,-153.94362,0.7811313,18.699718,-54.08239,72.53955,144,153.94362,2349.7333948612213
-3.7375643,1.5391008e-22,0.14999999,787318,537.0518417462483,92.49062,-4.059404,-79318.19,42.800552,1.5,252.80411,59.105175,-1.0,,99.368256,99,153.94362,18.181818,-4.7309155,3.5614935e-37,,1466,1466,3.901625e-10,336.33722,-153.94362,0.946156,18.74633,-54.105175,83.533104,144,153.94362,2351.7765431404114
-3.705864,14.238653,0.14999999,787570,536.8575323790047,93.14419,-4.059204,-79406.336,39.739952,1.5,238.98235,59.12838,-0.45454547,,99.368256,99,153.94362,20.0,-4.7315974,,,1467,1467,3.8963083e-10,336.93478,-153.94362,1.0517445,17.928532,-54.12838,97.95243,144,153.94362,2353.7358639240265
-3.6115472,0.79587835,0.14999999,787788,536.6403269754768,93.66337,-4.058869,-79495.0,26.645872,1.5,241.80363,59.15191,0.09090909,,99.368256,99,153.94362,18.181818,-4.732279,8.691609e-36,,1468,1468,3.8910017e-10,336.32144,-153.94362,0.9919764,18.653994,-54.15191,94.51781,144,153.94362,2355.728246450424
-3.6387703,3.4586375e-16,0.14999999,787946,536.3825731790333,96.67391,-4.058591,-79586.67,35.36964,1.5,271.09583,59.17745,-0.09090909,,99.368256,99,153.94362,5.4545455,-4.7329597,0.0019188666,,1469,1469,3.8857062e-10,336.27133,-153.94362,0.9970806,5.135176,-54.17745,65.1755,144,153.94362,2357.6272835731506
-3.850321,3.0851888e-09,0.14999999,788772,536.5795918367347,98.27281,-4.058455,-79679.945,26.285305,1.5,234.72897,59.204044,-0.6363636,,99.368256,99,153.94362,14.545455,-4.7336392,4.065864e-22,,1470,1470,3.880421e-10,336.14755,-153.94362,1.0827388,13.5574045,-54.204044,101.41858,144,153.94362,2360.0064413547516
-3.6081998,0.0005077585,0.14999999,789165,536.4819850441876,92.48645,-4.058096,-79767.43,26.04126,1.5,237.47662,59.22667,0.09090909,,99.368256,99,153.94362,12.727273,-4.734319,1.1103102e-18,,1471,1471,3.875147e-10,336.0645,-153.94362,1.0246621,12.812008,-54.22667,98.587906,144,153.94362,2362.02245926857
-3.7276552,11.640886,0.14999999,789411,536.2846467391304,96.948364,-4.0578575,-79859.375,40.204014,1.5,294.44226,59.252293,0.45454547,,99.368256,99,153.94362,10.909091,-4.7349987,6.745813e-19,,1472,1472,3.8698836e-10,336.43765,-153.94362,1.040033,10.504242,-54.252293,41.995403,144,153.94362,2363.9506001472473
-4.0730915,1.1852716e-29,0.14999999,790410,536.5987780040733,-19.930708,-4.057846,-79834.445,137.48035,1.5,356.78558,59.198536,-1.0,,99.368256,99,153.94362,,-4.7356777,0.017339163,,1473,1473,3.864631e-10,335.9168,-153.94362,1.1274266,-2.6290812,-54.198536,-20.86878,144,153.94362,2366.35795378685
-7.2490816,,0.14999999,791409,536.9124830393487,-28.924044,-4.0599427,-79800.52,27.516903,1.5,249.95721,59.138756,0.45454547,,99.368256,99,153.94362,18.181818,-4.736345,,,1474,1474,3.8593892e-10,335.70886,-153.94362,0.9219563,19.721783,-54.138756,85.75165,144,153.94362,2368.8405368328094
-3.784128,0.038554214,0.14999999,791570,536.6576271186441,94.05244,-4.059811,-79889.58,40.08127,1.5,237.58679,59.162426,-0.09090909,,99.368256,99,153.94362,20.0,-4.737023,,,1475,1475,3.8541575e-10,335.52698,-153.94362,1.0378196,17.729008,-54.162426,97.94019,144,153.94362,2370.8450486660004
-3.6156201,6.627199e-07,0.14999999,791791,536.4437669376694,93.69051,-4.0594897,-79978.266,27.536055,1.5,245.98706,59.185818,-0.27272728,,99.368256,99,153.94362,9.090909,-4.737701,2.239642e-08,,1476,1476,3.8489373e-10,335.41357,-153.94362,0.93737316,10.810977,-54.185818,89.42651,144,153.94362,2372.80029129982
-3.6217093,1.225264e-06,0.14999999,792243,536.3865944482059,98.26516,-4.059239,-80071.53,42.201973,1.5,248.5642,59.212276,-1.0,,99.368256,99,153.94362,10.909091,-4.738378,1.2189461e-15,,1477,1477,3.8437267e-10,335.19336,-153.94362,0.9704124,10.715401,-54.212276,86.62915,144,153.94362,2374.927398920059
-3.6480246,19.690784,0.14999999,792497,536.1955345060893,92.38854,-4.0589848,-80158.92,26.298182,1.5,238.90733,59.234722,-0.8181818,,99.368256,99,153.94362,12.727273,-4.7390547,3.0688355e-18,,1478,1478,3.8385276e-10,335.30646,-153.94362,1.0471683,10.709644,-54.234722,96.39913,144,153.94362,2376.955560684204
-3.6201224,24.592949,0.14999999,792754,536.0067613252197,93.828705,-4.058659,-80247.75,26.08125,1.5,239.55766,59.258114,-0.6363636,,99.368256,99,153.94362,10.909091,-4.7397313,1.2623904e-12,,1479,1479,3.8333384e-10,336.01727,-153.94362,1.032156,11.343897,-54.258114,96.459625,144,153.94362,2378.9334416389465
-3.676858,19.903831,0.14999999,793053,535.8466216216216,97.341866,-4.0583825,-80340.09,26.96372,1.5,246.27798,59.283848,-0.45454547,,99.368256,99,153.94362,12.727273,-4.740407,1.68274e-16,,1480,1480,3.8281597e-10,335.70145,-153.94362,0.94073766,11.800994,-54.283848,89.42347,144,153.94362,2380.920582294464
-3.660948,3.061828,0.14999999,793384,535.7083051991897,95.29463,-4.058156,-80430.39,25.249582,1.5,236.10664,59.308163,-0.09090909,,99.368256,99,153.94362,12.727273,-4.7410827,2.5848805e-17,,1481,1481,3.8229922e-10,335.1952,-153.94362,1.0243851,12.309555,-54.308163,99.08854,144,153.94362,2382.9584317207336
-3.5932858,1.9884146e-08,0.14999999,793765,535.6039136302294,97.37598,-4.057829,-80522.766,38.65468,1.5,285.18124,59.33385,0.8181818,,99.368256,99,153.94362,18.181818,-4.7417574,,,1482,1482,3.8178344e-10,335.17874,-153.94362,1.0284336,17.955948,-54.33385,49.997498,144,153.94362,2384.9928483963013
-4.1180577,2.3692724e-08,0.14999999,793974,535.3836817262306,87.91864,-4.0578556,-80605.68,25.76779,1.5,232.91441,59.353123,0.09090909,,99.368256,99,153.94362,10.909091,-4.742432,2.9827977e-14,,1483,1483,3.8126874e-10,335.0483,-153.94362,1.0896773,10.775215,-54.353123,102.133896,144,153.94362,2386.912289619446
-3.607374,0.0007383687,0.14999999,794359,535.2823450134771,97.918655,-4.0574946,-80698.6,37.891823,1.5,278.37955,59.379112,0.6363636,,99.368256,99,153.94362,14.545455,-4.743106,1.1610601e-31,,1484,1484,3.807551e-10,334.9743,-153.94362,1.0664482,14.915912,-54.379112,56.594772,144,153.94362,2388.9055774211884
-3.7257626,7.4741864,0.14999999,794612,535.0922558922559,94.058586,-4.057231,-80787.664,26.366512,1.5,234.95648,59.402466,0.27272728,,99.368256,99,153.94362,16.363636,-4.7437797,1.9136219e-31,,1485,1485,3.8024248e-10,334.9957,-153.94362,1.0512587,18.36707,-54.402466,100.03922,144,153.94362,2390.9209229946136
-3.6254096,4.135697,0.14999999,794773,534.8405114401077,96.136154,-4.0569086,-80878.8,26.550877,1.5,240.39587,59.427185,-0.09090909,,99.368256,99,153.94362,16.363636,-4.744453,4.4498712e-28,,1486,1486,3.7973086e-10,334.87683,-153.94362,0.986966,14.649309,-54.427185,94.48095,144,153.94362,2392.9065697193146
-3.6116338,2.278525e-15,0.14999999,795000,534.6334902488231,96.74086,-4.056621,-80970.53,49.559532,1.5,330.95773,59.452274,-0.09090909,,99.368256,99,153.94362,1.8181819,-4.745126,2.4940407,,1487,1487,3.792203e-10,334.83472,-153.94362,1.1052625,1.1717461,-54.452274,3.8769932,144,153.94362,2394.958403110504
-4.2794266,0.011012459,0.14999999,795999,534.945564516129,-0.018438214,-4.056707,-80965.516,35.132828,1.5,270.71646,59.412308,0.09090909,,99.368256,99,153.94362,7.2727275,-4.744122,2.5847754e-07,,1488,1488,3.7871076e-10,334.53473,-153.94362,1.0078694,5.4953346,-54.412308,63.818275,144,153.94362,2397.4131605625153
-4.080904,0.1096231,0.14999999,796998,535.2572196104768,-2.8432436,-4.0567217,-80957.67,58.177048,1.5,357.5391,59.3705,0.6363636,,99.368256,99,153.94362,5.4545455,-4.744794,1.0079908e-12,,1489,1489,3.7820225e-10,334.52133,-153.94362,1.0145168,6.7443786,-54.3705,-23.01775,144,153.94362,2399.853912591934
-4.3750744,6.3828004e-23,0.14999999,797997,535.5684563758389,-15.967765,-4.0569315,-80936.7,25.57792,1.5,235.12065,59.319935,-0.45454547,,99.368256,99,153.94362,18.181818,-4.7454653,1.326659e-33,,1490,1490,3.7769476e-10,334.45404,-153.94362,1.0602806,17.162867,-54.319935,99.3334,144,153.94362,2402.234740257263
-3.6166391,3.3373983e-32,0.14999999,798291,535.4064386317907,94.68142,-4.056599,-81026.39,81.76463,1.5,342.4023,59.343655,0.45454547,,99.368256,99,153.94362,,-4.746136,9.729389e-06,,1491,1491,3.771883e-10,334.45493,-153.94362,0.85775673,1.748952,-54.343655,-7.9473743,144,153.94362,2404.3095831871033
-4.363116,3.6579558e-17,0.14999999,799290,535.7171581769437,-9.824696,-4.056907,-81011.56,26.820824,1.5,246.68468,59.297295,-0.45454547,,99.368256,99,153.94362,10.909091,-4.7468066,4.512885e-12,,1492,1492,3.7668285e-10,334.3515,-153.94362,0.92038935,7.529231,-54.297295,87.666824,144,153.94362,2406.8119537830353
-3.6866221,6.9046783,0.14999999,799770,535.6798392498325,96.600525,-4.056715,-81103.17,32.913727,1.5,261.88174,59.322285,-0.45454547,,99.368256,99,153.94362,5.4545455,-4.7474766,0.012682953,,1493,1493,3.7617845e-10,334.6149,-153.94362,1.0384278,2.903366,-54.322285,72.73315,144,153.94362,2408.9963562488556
-4.0581403,,0.14999999,800627,535.8949129852745,93.85357,-4.0566936,-81192.016,131.73247,1.5,342.3881,59.34539,1.0,,99.368256,99,153.94362,20.0,-4.748138,,,1494,1494,3.75675e-10,334.18326,-153.94362,1.2414386,21.26435,-54.34539,-8.204827,144,153.94362,2411.337840795517
-4.3803096,,0.14999999,800921,535.733110367893,79.97957,-4.0567646,-81267.0,62.633366,1.5,297.22983,59.359196,-1.0,,99.368256,99,153.94362,3.6363637,-4.748807,0.0002584156,,1495,1495,3.751726e-10,334.04715,-153.94362,0.9391951,4.6854286,-54.359196,36.817333,144,153.94362,2413.3521223068237
-4.0346136,2.671727e-34,0.14999999,801320,535.6417112299465,89.6984,-4.0567966,-81351.695,62.65771,1.5,370.74722,59.379475,0.8181818,,99.368256,99,153.94362,10.909091,-4.7494755,4.3715048e-26,,1496,1496,3.746712e-10,334.0395,-153.94362,0.9008378,9.346142,-54.379475,-36.707726,144,153.94362,2415.5108897686005
-4.409052,5.4481114e-33,0.14999999,802319,535.9512358049432,-31.173477,-4.0571036,-81315.52,41.931576,1.5,248.0649,59.31899,-1.0,,99.368256,99,153.94362,16.363636,-4.7501435,7.941127e-31,,1497,1497,3.741708e-10,333.8598,-153.94362,0.97038573,15.755862,-54.31899,85.7949,144,153.94362,2417.9328169822693
-4.0442915,1.2908024e-08,0.14999999,802497,535.7122830440587,92.17882,-4.05712,-81402.7,25.874174,1.5,235.19472,59.340923,-0.09090909,,99.368256,99,153.94362,14.545455,-4.7508116,2.2538705e-22,,1498,1498,3.736714e-10,333.6201,-153.94362,1.0220549,16.819845,-54.340923,98.42537,144,153.94362,2419.9269745349884
-3.5888572,15.808453,0.14999999,802954,535.6597731821214,97.5492,-4.0567956,-81495.25,26.355608,1.5,236.95671,59.36641,0.09090909,,99.368256,99,153.94362,18.181818,-4.7514787,8.860129e-36,,1499,1499,3.7317302e-10,333.88596,-153.94362,1.0167012,17.296528,-54.36641,96.929245,144,153.94362,2422.0571892261505
-3.5888288,3.170752e-30,0.14999999,803179,535.4526666666667,95.18826,-4.0564756,-81585.44,71.63157,1.5,337.3391,59.390293,-0.45454547,,99.368256,99,153.94362,,-4.752146,64.712494,,1500,1500,3.7267558e-10,333.61823,-153.94362,1.0267696,-1.5005919,-54.390293,-3.7208993,144,153.94362,2424.1108734607697
-4.803262,,0.14999999,804178,535.761492338441,-8.089014,-4.0569634,-81572.35,40.07271,1.5,236.56767,59.345337,-0.6363636,,99.368256,99,153.94362,20.0,-4.710575,,,1501,1501,3.721792e-10,333.59613,-153.94362,1.0545423,18.231953,-54.345337,97.02845,144,153.94362,2426.5233912467957
-3.694142,3.066503e-13,0.14999999,804637,535.7103861517976,87.49246,-4.0566907,-81654.84,44.147934,1.5,245.90872,59.36408,-1.0,,99.368256,99,153.94362,7.2727275,-4.7112412,1.0262771e-08,,1502,1502,3.716838e-10,333.596,-153.94362,1.0426964,5.621274,-54.36408,87.68727,144,153.94362,2428.5929675102234
-6.1103024,7.396819e-28,0.14999999,805632,536.0159680638723,65.06538,-4.0580335,-81714.91,51.151585,1.5,337.55063,59.36787,0.45454547,,99.368256,99,153.94362,7.2727275,-4.7119064,5.7025582e-12,,1503,1503,3.7118936e-10,333.45068,-153.94362,0.98582715,7.815672,-54.36787,-4.099943,144,153.94362,2431.0098156929016
-4.329164,0.059296846,0.14999999,806631,536.3238031914893,-18.795704,-4.058228,-81691.11,56.848103,1.5,351.66647,59.3159,0.6363636,,99.368256,99,153.94362,1.8181819,-4.7125716,1.2532517e-09,,1504,1504,3.7069592e-10,333.45166,-153.94362,0.99980944,3.924784,-54.3159,-18.214813,144,153.94362,2433.3862681388855
-4.387127,2.649307e-27,0.14999999,807630,536.6312292358804,-30.346888,-4.058453,-81655.766,26.226318,1.5,237.51974,59.25632,-0.09090909,,99.368256,99,153.94362,18.181818,-4.7132363,1.9719175e-34,,1505,1505,3.7020348e-10,333.42477,-153.94362,1.007817,18.320673,-54.25632,95.90504,144,153.94362,2435.7769021987915
-3.6080906,4.0281262e-05,0.14999999,807822,536.402390438247,96.88182,-4.0581517,-81747.65,34.405193,1.5,263.66644,59.281307,0.45454547,,99.368256,99,153.94362,12.727273,-4.7139006,2.4786418e-23,,1506,1506,3.6971198e-10,333.26804,-153.94362,1.0196856,15.434161,-54.281307,69.60159,144,153.94362,2437.772755384445
-3.595957,22.067732,0.14999999,808171,536.2780358327803,94.109955,-4.057835,-81836.76,25.402996,1.5,231.9072,59.304417,0.09090909,,99.368256,99,153.94362,14.545455,-4.7145643,9.4000066e-24,,1507,1507,3.692215e-10,333.2133,-153.94362,1.0528616,12.880856,-54.304417,101.30608,144,153.94362,2439.925050020218
-3.5952902,3.3013225e-10,0.14999999,808562,536.1816976127321,96.33955,-4.0574965,-81928.09,29.004665,1.5,255.33772,59.328976,-0.8181818,,99.368256,99,153.94362,18.181818,-4.7152276,2.3505423e-35,,1508,1508,3.68732e-10,332.96713,-153.94362,0.85374504,16.162313,-54.328976,77.62942,144,153.94362,2442.0166461467743
-3.7078552,7.6382594,0.14999999,808753,535.9529489728297,89.25779,-4.057364,-82012.36,27.5327,1.5,241.55247,59.348812,-0.8181818,,99.368256,99,153.94362,14.545455,-4.715891,2.5892545e-23,,1509,1509,3.682434e-10,332.97223,-153.94362,0.9956652,13.837543,-54.348812,91.41976,144,153.94362,2443.9770839214325
-3.6407473,3.7622983e-10,0.14999999,808935,535.7185430463576,93.53391,-4.057094,-82100.89,32.927814,1.5,257.772,59.371452,-0.27272728,,99.368256,99,153.94362,5.4545455,-4.716553,0.010043759,,1510,1510,3.6775583e-10,332.92468,-153.94362,1.0070776,6.556966,-54.371452,75.15269,144,153.94362,2446.019200563431
-3.7530208,26.626884,0.14999999,809401,535.6724023825282,98.592026,-4.056892,-82194.484,30.020586,1.5,245.91998,59.397408,-0.09090909,,99.368256,99,153.94362,7.2727275,-4.7172084,5.8182663e-06,,1511,1511,3.6726922e-10,333.26724,-153.94362,0.99440044,8.058157,-54.397408,87.34727,144,153.94362,2448.1818647384644
-3.6821492,3.9014438e-16,0.14999999,810212,535.8544973544973,97.75503,-4.05665,-82287.234,30.432348,1.5,251.17365,59.422775,0.6363636,,99.368256,99,153.94362,18.181818,-4.71787,,,1512,1512,3.6678358e-10,332.80054,-153.94362,0.9675725,17.912594,-54.422775,81.626884,144,153.94362,2450.505426645279
-4.1991754,1.0244606e-11,0.14999999,811211,536.1606080634501,-62.44874,-4.056769,-82219.78,25.758694,1.5,232.93329,59.34222,-0.09090909,,99.368256,99,153.94362,10.909091,-4.718531,6.734457e-13,,1513,1513,3.6629888e-10,332.75165,-153.94362,1.034994,10.553506,-54.34222,99.81837,144,153.94362,2452.8806207180023
-3.6322567,5.4926605e-08,0.14999999,811656,536.1003963011889,97.28615,-4.056469,-82312.07,47.336975,1.5,259.3999,59.367287,-1.0,,99.368256,99,153.94362,5.4545455,-4.719192,3.3583744e-06,,1514,1514,3.6581518e-10,332.2823,-153.94362,1.0372887,6.179345,-54.367287,72.88237,144,153.94362,2455.055980205536
-3.7717905,21.474699,0.14999999,812131,536.0600660066007,87.52222,-4.056262,-82394.59,28.124828,1.5,239.90788,59.38587,-0.8181818,,99.368256,99,153.94362,7.2727275,-4.7198524,6.9399346e-07,,1515,1515,3.6533238e-10,332.6445,-153.94362,1.0917917,6.398563,-54.38587,92.73661,144,153.94362,2457.1732907295227
-3.6830826,4.860546e-06,0.14999999,812717,536.0930079155672,87.31855,-4.0559583,-82476.914,27.01543,1.5,241.43593,59.404297,-0.45454547,,99.368256,99,153.94362,14.545455,-4.720512,1.4244249e-21,,1516,1516,3.648506e-10,332.27472,-153.94362,0.95916194,16.365633,-54.404297,90.838806,144,153.94362,2459.318430185318
-3.6406603,10.4209795,0.14999999,812937,535.8846407382993,96.04146,-4.055714,-82567.95,26.043427,1.5,233.47467,59.428448,-0.27272728,,99.368256,99,153.94362,18.181818,-4.7211714,1.0575756e-33,,1517,1517,3.6436973e-10,332.50888,-153.94362,1.0470347,19.300827,-54.428448,99.0342,144,153.94362,2461.333898305893
-3.6831143,7.9811854,0.14999999,813121,535.6528326745718,93.60545,-4.05544,-82656.56,41.944294,1.5,239.54442,59.450962,0.09090909,,99.368256,99,153.94362,20.0,-4.7218304,,,1518,1518,3.638898e-10,332.55527,-153.94362,0.9843213,18.9855,-54.450962,93.01085,144,153.94362,2463.3176679611206
-3.6359224,3.0268832e-13,0.14999999,813391,535.4779460171166,95.45464,-4.055179,-82747.016,28.138142,1.5,240.71434,59.474663,-0.27272728,,99.368256,99,153.94362,7.2727275,-4.722489,3.1121694e-05,,1519,1519,3.6341086e-10,332.0779,-153.94362,1.0177125,4.692873,-54.474663,91.36358,144,153.94362,2465.421783924103
-3.8610704,2.4522762e-11,0.14999999,814236,535.6815789473684,96.63379,-4.0550427,-82838.65,26.071842,1.5,237.38599,59.49911,0.27272728,,99.368256,99,153.94362,14.545455,-4.7231474,9.4343764e-26,,1520,1520,3.6293285e-10,331.9947,-153.94362,0.9967428,14.123722,-54.49911,94.608696,144,153.94362,2467.7591252326965
-3.6131475,0.023351721,0.14999999,814755,535.6706114398422,94.8157,-4.0547566,-82928.47,27.173294,1.5,236.2945,59.522335,-0.27272728,,99.368256,99,153.94362,10.909091,-4.723805,3.6022155e-12,,1521,1521,3.624558e-10,331.82336,-153.94362,0.9878256,10.010632,-54.522335,95.52888,144,153.94362,2469.904774427414
-3.6668735,0.00034505656,0.14999999,815018,535.491458607096,96.38282,-4.0545125,-83019.84,40.478622,1.5,292.34793,59.546547,-0.6363636,,99.368256,99,153.94362,3.6363637,-4.724462,0.26083523,,1522,1522,3.6197964e-10,331.7924,-153.94362,1.0077566,2.841248,-54.546547,39.44447,144,153.94362,2471.973798751831
-4.0455484,2.4992647e-15,0.14999999,815947,535.7498358502954,91.03278,-4.054507,-83105.875,27.614798,1.5,242.05257,59.56722,-0.6363636,,99.368256,99,153.94362,16.363636,-4.7249475,8.008676e-28,,1523,1523,3.6150452e-10,331.68893,-153.94362,0.9616837,15.633644,-54.56722,89.63637,144,153.94362,2474.3995389938354
-3.647691,1.9130277e-06,0.14999999,816203,535.5662729658793,94.163216,-4.054267,-83195.05,43.57996,1.5,246.21738,59.589928,-1.0,,99.368256,99,153.94362,9.090909,-4.725604,7.379237e-12,,1524,1524,3.6103026e-10,331.61533,-153.94362,0.97175276,7.27191,-54.589928,85.39796,144,153.94362,2476.442949771881
-3.9315588,1.4563282e-17,0.14999999,816529,535.4288524590164,89.4817,-4.054209,-83279.52,24.696115,1.5,227.11163,59.609524,0.09090909,,99.368256,99,153.94362,16.363636,-4.7262597,1.8896707e-29,,1525,1525,3.6055692e-10,331.43732,-153.94362,1.0892637,16.691635,-54.609524,104.32568,144,153.94362,2478.472071170807
-3.594015,1.2043828,0.14999999,816864,535.2975098296199,94.66029,-4.0538516,-83369.19,26.973738,1.5,239.27689,59.632496,-0.45454547,,99.368256,99,153.94362,16.363636,-4.7269154,2.8484024e-27,,1526,1526,3.6008455e-10,331.46805,-153.94362,0.9779487,14.857212,-54.632496,92.19116,144,153.94362,2480.5142772197723
