DenMISELogFirst,Regret/t,MountainCar_std0_higher,Delta,ReturnStepMax,ReturnMean,BoundBonus,IWLastEpisode,ReturnMin,NumTrainableParams,IWMax,MountainCar_mu1_higher,ReturnMax,MinEpLen,Iteration,AvgEpLen,TimeElapsed,BoundMISE,IWMean,ActionIn1,NumTrajectories,Regret,IWMin,DenMISELogLast,ReturnAbsMax,Bound,MountainCar_std1_higher,ReturnLastEpisode,MountainCar_mu0_higher,DenMISEMeanLog,TimestepsSoFar,IWFirstEpisode,GridSize
-5.041432,-51.96194,0.14999999,3.3833871e-09,123.765564,56.96194,294.449,2.7449163e-37,-123.765564,,45.12507,20.0,99.28045,110,662,552.0800604229607,452.09181332588196,80.12729,0.85536486,16.353285,662,-34398.805,,-4.7587414,123.765564,374.5763,1.5,-47.293236,0.25,-4.0608034,365477,,81
-5.042941,-52.022583,0.14999999,3.373188e-09,123.765564,57.022583,279.6397,14.827656,-123.765564,,28.809093,17.5,99.28045,110,663,551.6033182503771,452.83825397491455,95.623024,0.99950445,16.060593,663,-34490.973,,-3.6233568,123.765564,375.26273,1.5,97.16765,,-4.0603843,365713,8.902215e-34,81
-5.0444484,-52.08267,0.14999999,3.3630354e-09,123.765564,57.08267,280.52936,5.25581,-123.765564,,27.05916,15.0,99.28045,110,664,551.1792168674699,453.61137771606445,94.73768,0.9934111,16.8149,664,-34582.89,,-3.5590296,123.765564,375.26703,1.5,96.915115,0.25,-4.0596457,365983,3.3532708e-26,81
-5.0459533,-52.140144,0.14999999,3.3529288e-09,123.765564,57.140144,273.13126,8.7668215e-12,-123.765564,,28.581436,10.0,99.28045,110,665,550.6977443609022,454.3554799556732,101.18172,1.092936,9.483761,665,-34673.195,,-3.630738,123.765564,374.313,1.5,95.30634,-0.75,-4.0590253,366214,7.9656424e-16,81
-5.047456,-52.194996,0.14999999,3.3428675e-09,123.765564,57.194996,377.12607,4.417013e-12,-123.765564,,41.813564,2.5,99.28045,110,666,550.7312312312313,455.2751660346985,-2.8326418,0.74988294,1.3911482,666,-34761.867,,-3.558076,123.765564,374.29343,1.5,93.66922,0.25,-4.058151,366787,0.23765156,81
-5.0485997,-52.107338,0.14999999,3.3328516e-09,123.765564,57.107338,288.723,1.0374812e-24,-123.765564,,29.465405,17.5,99.28045,110,667,551.4032983508246,456.35505390167236,85.50866,0.90042794,16.489592,667,-34755.594,,-4.316118,123.765564,374.23166,1.5,-1.27199,0.25,-4.0589294,367786,8.675945e-35,81
-5.050098,-52.160583,0.14999999,3.3228804e-09,123.765564,57.160583,323.91943,5.210926,-123.765564,,41.394455,17.5,99.28045,110,668,550.9565868263473,457.13079285621643,50.46296,1.0421777,17.505737,668,-34843.27,,-3.741802,123.765564,374.3824,1.5,92.676186,0.75,-4.058617,368039,,81
-5.051594,-51.98424,0.14999999,3.312954e-09,123.765564,56.98424,382.95825,5.1679923e-27,-123.765564,,60.99048,,99.28045,110,669,551.6263079222721,458.19557785987854,-9.239223,0.8927671,0.46687803,669,-34777.457,,-4.1985245,123.765564,373.71902,1.5,-60.813046,0.5,-4.0587864,369038,0.032243226,81
-5.053039,-51.893635,0.14999999,3.3030718e-09,123.765564,56.893635,266.20093,3.3677498e-15,-123.765564,,25.678354,10.0,99.28045,110,670,552.2940298507463,459.29899430274963,107.47601,1.1341827,9.034836,670,-34768.734,,-4.3836904,123.765564,373.67694,1.5,-3.7231472,-0.5,-4.0594625,370037,3.2343044e-13,81
-5.0545306,-51.953243,0.14999999,3.293234e-09,123.765564,56.953243,266.40845,0.17397894,-123.765564,,23.4789,12.5,99.28045,110,671,552.1326378539493,460.1417615413666,107.11229,1.1065756,12.669235,671,-34860.625,,-3.6506927,123.765564,373.52075,1.5,96.893196,,-4.0586696,370481,8.434595e-18,81
-5.05602,-52.013298,0.14999999,3.2834397e-09,123.765564,57.013298,272.36954,1.4273171e-08,-123.765564,,38.65574,20.0,99.28045,110,672,551.922619047619,460.9783432483673,100.67641,1.09937,20.104229,672,-34952.938,,-3.5832705,123.765564,373.04596,1.5,97.30904,-0.75,-4.057818,370892,,81
-5.0575066,-52.051796,0.14999999,3.2736895e-09,123.765564,57.051796,268.00937,50.617897,-123.765564,,52.025158,20.0,99.28045,110,673,551.4739970282318,461.72139263153076,105.88388,1.1946744,19.779037,673,-35030.86,,-4.6965346,123.765564,373.89325,1.5,82.92495,-1.0,-4.058645,371142,,81
-5.0589914,-52.090225,0.14999999,3.2639824e-09,123.765564,57.090225,303.57874,7.061378e-06,-123.765564,,48.602158,12.5,99.28045,110,674,550.9243323442137,462.4565043449402,69.14869,0.7681729,11.859144,674,-35108.812,,-5.3171506,123.765564,372.72742,1.5,82.9553,-1.0,-4.0602655,371323,8.295089e-26,81
-5.060474,-52.139492,0.14999999,3.2543186e-09,123.765564,57.139492,259.1946,6.164531e-10,-123.765564,,23.815098,15.0,99.28045,110,675,550.5762962962963,463.2526466846466,112.75372,1.1725814,15.322905,675,-35194.156,,-4.1072087,123.765564,371.94833,1.5,90.345474,,-4.0606966,371639,3.5161439e-25,81
-5.0619545,-52.19582,0.14999999,3.2446976e-09,123.765564,57.19582,325.76135,0.04183526,-123.765564,,36.99714,12.5,99.28045,110,676,550.1079881656805,463.9873764514923,45.14197,0.7442352,12.593647,676,-35284.375,,-3.5254433,123.765564,370.90332,1.5,95.217316,0.5,-4.0596642,371873,4.9617654e-21,81
-5.0634327,-52.069633,0.14999999,3.235119e-09,123.765564,57.069633,415.0962,3.6101286e-14,-123.765564,,116.77039,,99.28045,110,677,550.7710487444608,465.0505292415619,-44.859367,0.9520619,0.09594339,677,-35251.14,,-4.1143546,123.765564,370.23682,1.5,-28.234264,1.0,-4.060135,372872,2.847308e-10,81
-5.0649085,-51.940933,0.14999999,3.225583e-09,123.765564,56.940933,278.80515,,-123.765564,,26.911274,15.0,99.28045,110,678,551.4321533923304,466.1520915031433,91.410194,0.9703198,14.86398,678,-35215.953,,-4.9241576,123.765564,370.21533,1.5,-30.188034,-0.5,-4.0615373,373871,9.039609e-27,81
-5.0663824,-51.998936,0.14999999,3.2160896e-09,123.765564,56.998936,271.46027,3.5259855,-123.765564,,23.698538,12.5,99.28045,110,679,551.3726067746686,467.0329430103302,98.35883,1.0217656,13.673807,679,-35307.277,,-3.6099927,123.765564,369.8191,1.5,96.32094,-0.25,-4.0609293,374382,5.476178e-18,81
-5.067854,-52.05754,0.14999999,3.2066374e-09,123.765564,57.05754,256.70218,16.712687,-123.765564,,24.251465,15.0,99.28045,110,680,550.9014705882353,467.80918073654175,113.4129,1.184594,13.026206,680,-35399.13,,-3.5572944,123.765564,370.11508,1.5,96.853096,-0.25,-4.0601683,374613,2.27268e-25,81
-5.0693235,-52.115707,0.14999999,3.1972267e-09,123.765564,57.115707,295.52264,0.00096954795,-123.765564,,30.92569,7.5,99.28045,110,681,550.4757709251102,468.58917212486267,73.85295,0.9345694,9.129104,681,-35490.797,,-3.6205313,123.765564,369.3756,1.5,96.66971,,-4.0592685,374874,1.1982021e-06,81
-5.0707912,-52.17609,0.14999999,3.1878575e-09,123.765564,57.17609,273.53995,24.24195,-123.765564,,26.182678,10.0,99.28045,110,682,550.4545454545455,469.5142469406128,95.73411,1.0078678,10.395082,682,-35584.094,,-3.7348137,123.765564,369.27405,1.5,98.29946,,-4.0589027,375410,1.28627334e-11,81
-5.072256,-52.236607,0.14999999,3.1785294e-09,123.765564,57.236607,269.1548,22.369703,-123.765564,,27.120441,10.0,99.28045,110,683,550.1024890190337,470.3001551628113,100.09657,1.0360236,8.830749,683,-35677.6,,-3.6494389,123.765564,369.25134,1.5,98.50361,-0.25,-4.0583043,375720,8.2648575e-12,81
-5.0737195,-52.297104,0.14999999,3.1692424e-09,123.765564,57.297104,316.00226,5.820925e-06,-123.765564,,35.840805,5.0,99.28045,110,684,550.077485380117,471.19447922706604,53.184723,0.99574584,3.3594942,684,-35771.22,,-3.7049265,123.765564,369.18698,1.5,98.61971,-0.75,-4.05775,376253,4.4317332e-07,81
-5.07518,-52.189156,0.14999999,3.159996e-09,123.765564,57.189156,283.14868,6.1355725e-35,-123.765564,,27.378935,17.5,99.28045,110,685,550.7328467153285,472.29901814460754,85.02915,0.958596,16.042412,685,-35749.57,,-4.0978303,123.765564,368.17783,1.5,-16.650803,0.5,-4.0578346,377252,5.368425e-37,81
-5.076639,-52.247597,0.14999999,3.1507896e-09,123.765564,57.247597,358.75513,3.3452473e-26,-123.765564,,49.552773,2.5,99.28045,110,686,550.3425655976677,473.07932209968567,8.25184,0.980855,-0.6236949,686,-35841.85,,-3.6209881,123.765564,367.00696,1.5,97.28353,-0.75,-4.0572734,377535,0.00016029834,81
-5.0780954,-52.145763,0.14999999,3.1416238e-09,123.765564,57.145763,339.4918,0.030415699,-123.765564,,42.73197,2.5,99.28045,110,687,550.9956331877729,474.17853021621704,27.197186,1.1902412,0.6120074,687,-35824.14,,-4.482694,123.765564,366.68896,1.5,-12.716047,-0.25,-4.0579443,378534,1.6223772,81
-5.0771914,-52.05949,0.14999999,3.132498e-09,123.765564,57.05949,292.13602,4.888235e-35,-123.765564,,41.079567,20.0,99.28045,110,688,551.6468023255813,475.27434396743774,74.526955,0.7953406,19.623589,688,-35816.93,,-4.2921343,123.765564,366.66296,1.5,-2.2115545,,-4.0580363,379533,,81
-5.078644,-52.11376,0.14999999,3.1234115e-09,123.765564,57.11376,272.48123,3.2688693e-08,-123.765564,,24.575706,12.5,99.28045,110,689,551.0682148040638,475.9866397380829,93.88236,0.9897955,11.27091,689,-35906.383,,-3.8817928,123.765564,366.3636,1.5,94.45584,-0.5,-4.0580935,379686,2.211537e-19,81
-5.080094,-52.165253,0.14999999,3.1143645e-09,123.765564,57.165253,389.87317,1.969853e-31,-123.765564,,65.0899,17.5,99.28045,110,690,550.7391304347826,476.79653120040894,-23.666166,0.8276544,19.177038,690,-35994.023,,-3.7063286,123.765564,366.207,1.5,92.64246,1.0,-4.057611,380010,,81
-5.081542,-51.905193,0.14999999,3.1053569e-09,123.765564,56.905193,277.87604,2.3394303e-14,-123.765564,,30.207481,10.0,99.28045,110,691,551.3878437047757,477.8627824783325,88.34431,1.121812,11.488158,691,-35866.49,,-6.3792334,123.765564,366.22034,1.5,-122.535774,0.25,-4.0612435,381009,1.25998e-12,81
-5.0829883,-51.964424,0.14999999,3.0963885e-09,123.765564,56.964424,277.1347,2.98776e-16,-123.765564,,40.155876,17.5,99.28045,110,692,551.1632947976879,478.68853878974915,88.94182,0.98587847,17.129427,692,-35959.383,,-3.6313837,123.765564,366.07654,1.5,97.89233,-1.0,-4.060465,381405,,81
-5.0844326,-52.01973,0.14999999,3.0874587e-09,123.765564,57.01973,395.1723,,-123.765564,,80.18148,,99.28045,110,693,550.5324675324675,479.40263843536377,-29.201958,1.1028864,1.6982214,693,-36049.67,,-3.8582559,123.765564,365.97034,1.5,95.28797,0.75,-4.060217,381519,1.2482849e-05,81
-5.085874,-51.91464,0.14999999,3.0785676e-09,123.765564,56.91464,272.04626,8.719219e-33,-123.765564,,27.524141,17.5,99.28045,110,694,551.178674351585,480.51959919929504,93.89755,0.98686874,18.388344,694,-36028.758,,-4.358307,123.765564,365.94382,1.5,-15.913925,-0.25,-4.0605493,382518,5.962227e-34,81
-5.087314,-51.966408,0.14999999,3.069715e-09,123.765564,56.966408,255.52847,19.382826,-123.765564,,34.913586,20.0,99.28045,110,695,550.6978417266187,481.2839357852936,111.746445,1.2097024,21.124262,695,-36116.652,,-3.7525387,123.765564,367.2749,1.5,92.89581,-0.5,-4.060138,382735,,81
-5.088752,-52.01016,0.14999999,3.0609002e-09,123.765564,57.01016,281.91248,3.576596e-20,-123.765564,,44.24621,7.5,99.28045,110,696,550.2341954022988,482.0571942329407,83.513435,0.9769053,4.7759256,696,-36199.07,,-4.481118,123.765564,365.4259,1.5,87.41793,-1.0,-4.060469,382963,1.1961547e-14,81
-5.0901875,-52.052814,0.14999999,3.0521232e-09,123.765564,57.052814,320.77448,40.23423,-123.765564,,51.29019,5.0,99.28045,110,697,550.0243902439024,482.9014928340912,45.8056,0.8028343,3.521298,697,-36280.812,,-4.351212,123.765564,366.58008,1.5,86.74265,-1.0,-4.060944,383367,6.948159e-11,81
-5.0916214,-52.09766,0.14999999,3.0433844e-09,123.765564,57.09766,279.148,0.55806446,-123.765564,,24.218315,7.5,99.28045,110,698,550.2263610315186,483.86009979248047,86.10944,0.94472367,4.4231114,698,-36364.168,,-3.9832027,123.765564,365.25745,1.5,88.3568,-0.5,-4.061133,384058,3.1359633e-08,81
-5.093053,-52.15692,0.14999999,3.0346827e-09,123.765564,57.15692,292.02655,7.457169e-27,-123.765564,,44.5571,20.0,99.28045,110,699,550.4749642346209,484.85059213638306,73.19613,0.7984953,21.192717,699,-36457.688,,-3.8237698,123.765564,365.2227,1.5,98.51787,0.5,-4.0608835,384782,,81
-5.094483,-52.208202,0.14999999,3.0260183e-09,123.765564,57.208202,257.99554,1.2372308e-22,-123.765564,,50.675133,20.0,99.28045,110,700,549.9328571428572,485.60735630989075,106.80257,1.2078892,17.871367,700,-36545.742,,-4.08701,123.765564,364.7981,1.5,93.05524,-1.0,-4.061225,384953,,81
-5.09591,-52.25481,0.14999999,3.017391e-09,123.765564,57.25481,285.16266,5.6776314,-123.765564,,28.289202,17.5,99.28045,110,701,549.4037089871612,486.36448860168457,79.76212,0.8724496,18.806019,701,-36630.62,,-3.922317,123.765564,364.92477,1.5,89.8778,-0.75,-4.060769,385132,5.959032e-38,81
-5.097336,-52.30727,0.14999999,3.0088005e-09,123.765564,57.30727,268.48642,5.5983475e-07,-123.765564,,26.827366,15.0,99.28045,110,702,548.9814814814815,487.1593985557556,96.32461,1.0101024,15.660814,702,-36719.703,,-3.6966825,123.765564,364.81104,1.5,94.08165,0.25,-4.060444,385385,3.5353886e-26,81
-5.098759,-52.362343,0.14999999,3.0002467e-09,123.765564,57.362343,341.6817,3.5326897e-20,-123.765564,,43.230766,2.5,99.28045,110,703,548.5320056899004,487.92594599723816,22.629528,1.0027899,1.8431611,703,-36810.727,,-3.5873632,123.765564,364.31122,1.5,96.022446,-0.5,-4.0597706,385618,0.06607205,81
-5.1000867,-52.271473,0.14999999,2.9917293e-09,123.765564,57.271473,279.7715,1.5498487e-09,-123.765564,,28.499483,12.5,99.28045,110,704,549.171875,489.0268454551697,84.40969,0.9108738,13.524289,704,-36799.117,,-4.060452,123.765564,364.1812,1.5,-6.6089644,-0.75,-4.059784,386617,5.604341e-22,81
-5.101506,-52.31104,0.14999999,2.9832479e-09,123.765564,57.31104,291.48224,31.343557,-123.765564,,43.10128,15.0,99.28045,110,705,549.0524822695036,489.89436292648315,74.119835,0.8174127,13.280279,705,-36879.28,,-3.9369204,123.765564,365.60208,1.5,85.165344,-1.0,-4.0597486,387082,3.586806e-33,81
-5.1029234,-52.352695,0.14999999,2.9748035e-09,123.765564,57.352695,249.61359,1.5536503e-11,-123.765564,,23.492037,15.0,99.28045,110,706,548.6317280453258,490.6885268688202,113.975235,1.1854194,14.382772,706,-36961.004,,-4.5730195,123.765564,363.5888,1.5,86.72113,,-4.0607505,387334,3.6686174e-25,81
-5.104339,-52.409184,0.14999999,2.9663942e-09,123.765564,57.409184,287.50598,1.6185874e-08,-123.765564,,30.80067,5.0,99.28045,110,707,548.1895332390382,491.46216440200806,76.085526,1.0210904,6.162146,707,-37053.293,,-3.516295,123.765564,363.5915,1.5,97.29097,-0.25,-4.0597324,387570,0.0046180915,81
-5.105746,-52.4654,0.14999999,2.9580205e-09,123.765564,57.4654,288.43228,2.1113027e-07,-123.765564,,46.60477,12.5,99.28045,110,708,548.3107344632768,492.40939450263977,74.75109,0.83193755,9.954249,708,-37145.504,,-3.7629774,123.765564,363.18338,1.5,97.21122,-1.0,-4.0593,388204,8.692151e-26,81
-5.107157,-52.5109,0.14999999,2.949682e-09,123.765564,57.5109,254.93419,9.3851116e-07,-123.765564,,22.970375,12.5,99.28045,110,709,548.1847672778562,493.2829489707947,108.12509,1.1165406,14.255164,709,-37230.227,,-3.8085861,123.765564,363.05927,1.5,89.72242,,-4.059201,388663,8.890376e-18,81
-5.1085668,-52.565548,0.14999999,2.941379e-09,123.765564,57.565548,307.42,4.0637944e-05,-123.765564,,37.237026,7.5,99.28045,110,710,547.987323943662,494.1168761253357,55.388596,1.169127,7.973151,710,-37321.54,,-3.5014493,123.765564,362.8086,1.5,96.3099,0.25,-4.058264,389071,1.2076302e-07,81
-5.1099744,-52.472507,0.14999999,2.9331109e-09,123.765564,57.472507,262.09073,1.3486592e-14,-123.765564,,28.339872,10.0,99.28045,110,711,548.6216596343179,495.2161340713501,100.698204,1.0884101,11.097202,711,-37307.953,,-4.188884,123.765564,362.78894,1.5,-8.583799,-0.75,-4.0582333,390070,8.4922983e-16,81
-5.1113796,-52.526443,0.14999999,2.9248777e-09,123.765564,57.526443,275.0819,1.5058131e-06,-123.765564,,38.093975,20.0,99.28045,110,712,548.2654494382023,496.0210630893707,87.112404,0.9316701,19.415556,712,-37398.83,,-3.6188712,123.765564,362.1943,1.5,95.8711,-0.25,-4.0575075,390365,,81
-5.1127834,-52.575974,0.14999999,2.9166787e-09,123.765564,57.575974,284.11377,2.996738e-08,-123.765564,,48.41719,20.0,99.28045,110,713,547.7545582047686,496.7775774002075,77.83687,0.9927614,21.144049,713,-37486.668,,-3.8359168,123.765564,361.95062,1.5,92.84252,0.75,-4.057309,390549,,81
-5.114185,-52.61758,0.14999999,2.9085145e-09,123.765564,57.61758,404.24838,4.4687293e-16,-123.765564,,87.6693,7.5,99.28045,110,714,547.3515406162466,497.5785584449768,-42.44996,0.74210125,8.576204,714,-37568.953,,-4.0548067,123.765564,361.79843,1.5,87.28448,1.0,-4.0573406,390809,6.385812e-18,81
-5.1155844,-52.4163,0.14999999,2.9003844e-09,123.765564,57.4163,361.6378,1.3574271e-16,-123.765564,,67.0258,,99.28045,110,715,547.9832167832168,498.68153738975525,-0.05573647,1.2607328,-0.11217978,715,-37477.656,,-5.2089286,123.765564,361.58206,1.5,-86.29541,,-4.0593386,391808,58.868206,81
-5.037863,-52.335827,0.14999999,2.8922884e-09,123.765564,57.335827,275.776,1.9513667e-29,-123.765564,,29.286194,17.5,99.28045,110,716,548.6131284916202,499.817013502121,85.58668,0.90090394,17.337006,716,-37472.453,,-4.442642,123.765564,361.36267,1.5,-0.20716067,0.25,-4.0595613,392807,8.5833105e-35,81
-5.0392585,-52.38681,0.14999999,2.8842266e-09,123.765564,57.38681,276.49304,0.00028226056,-123.765564,,28.198296,17.5,99.28045,110,717,548.1785216178522,500.62216353416443,84.71602,0.90484595,19.41533,717,-37561.344,,-3.6506557,123.765564,361.20905,1.5,93.89348,-0.5,-4.0591407,393044,2.2701555e-35,81
-5.0406523,-52.433964,0.14999999,2.876198e-09,123.765564,57.433964,246.2518,22.722897,-123.765564,,33.576866,20.0,99.28045,110,718,547.715877437326,501.39249897003174,115.62728,1.2537085,22.084297,718,-37647.586,,-3.757867,123.765564,361.8791,1.5,91.24125,-0.5,-4.0588636,393260,,81
-5.042044,-52.486156,0.14999999,2.8682028e-09,123.765564,57.486156,279.44543,3.942141e-21,-123.765564,,28.030434,7.5,99.28045,110,719,547.3115438108484,502.18425989151,81.69507,0.88887954,9.1159115,719,-37737.547,,-5.33823,123.765564,361.1405,1.5,94.96118,-0.25,-4.0603166,393517,7.4808077e-07,81
-5.043434,-52.540897,0.14999999,2.8602412e-09,123.765564,57.540897,255.00554,7.2645645,-123.765564,,25.417948,10.0,99.28045,110,720,547.6194444444444,503.19838094711304,105.54516,1.1129876,10.202924,720,-37829.445,,-3.6758409,123.765564,360.5507,1.5,96.898865,-0.5,-4.0599484,394286,3.2033864e-13,81
-5.0448217,-52.590954,0.14999999,2.8523124e-09,123.765564,57.590954,379.00806,1.8318097e-12,-123.765564,,100.57404,,99.28045,110,721,547.4687933425797,504.06886649131775,-18.866047,1.1824298,0.26961136,721,-37918.08,,-3.5463214,123.765564,360.142,1.5,93.636505,-1.0,-4.059093,394725,5.3699256e-07,81
-5.046208,-52.495705,0.14999999,2.844417e-09,123.765564,57.495705,265.50656,3.6093627e-30,-123.765564,,28.068907,17.5,99.28045,110,722,548.0941828254847,505.17032742500305,94.65002,0.9895828,16.089643,722,-37901.9,,-4.325343,123.765564,360.1566,1.5,-11.180367,,-4.059274,395724,8.9314e-34,81
-5.047592,-52.54881,0.14999999,2.8365539e-09,123.765564,57.54881,259.4767,0.2823337,-123.765564,,23.149826,12.5,99.28045,110,723,547.8035961272476,505.9940333366394,100.42492,1.0427221,15.853678,723,-37992.79,,-3.525733,123.765564,359.90164,1.5,95.891075,-0.25,-4.0585628,396062,5.3742346e-18,81
-5.048974,-52.602028,0.14999999,2.8287237e-09,123.765564,57.602028,240.85553,17.806055,-123.765564,,22.826231,15.0,99.28045,110,724,547.414364640884,506.7804913520813,119.35523,1.2411859,18.87611,724,-38083.867,,-3.5383599,123.765564,360.21075,1.5,96.07427,,-4.057796,396328,3.4759354e-25,81
-5.0503545,-52.64976,0.14999999,2.8209253e-09,123.765564,57.64976,270.10464,7.449392e-16,-123.765564,,41.449936,10.0,99.28045,110,725,547.1862068965518,507.63684916496277,89.36079,0.99888456,11.08638,725,-38171.08,,-3.8131168,123.765564,359.46542,1.5,92.21306,-1.0,-4.057139,396710,1.2338908e-19,81
-5.051733,-52.6909,0.14999999,2.8131597e-09,123.765564,57.6909,285.00534,2.6655678e-06,-123.765564,,31.708399,5.0,99.28045,110,726,547.1501377410468,508.5561022758484,73.6749,1.0084274,5.3294854,726,-38253.594,,-3.9402206,123.765564,358.68024,1.5,87.51659,-0.5,-4.057001,397231,0.00017478637,81
-5.053109,-52.73894,0.14999999,2.805426e-09,123.765564,57.73894,292.3577,5.613826e-20,-123.765564,,31.074026,15.0,99.28045,110,727,547.2434662998625,509.5428419113159,66.28402,0.92159134,15.090207,727,-38341.21,,-3.7545955,123.765564,358.64172,1.5,92.61792,0.5,-4.0565886,397846,2.0380612e-28,81
-5.0544834,-52.790928,0.14999999,2.797724e-09,123.765564,57.790928,259.9246,5.2217417e-17,-123.765564,,37.081226,20.0,99.28045,110,728,546.7252747252747,510.3252432346344,98.735016,1.0789367,17.16821,728,-38431.797,,-3.833169,123.765564,358.6596,1.5,95.585915,-0.75,-4.0564013,398016,,81
-5.055856,-52.832676,0.14999999,2.265192e-09,123.765564,57.832676,374.63632,2.1074053e-36,-123.765564,,45.083637,5.0,99.28045,110,729,546.2235939643347,511.09241771698,-14.257322,1.1111401,9.25559,729,-38515.02,,-3.8783026,123.765564,360.379,1.5,88.219376,0.5,-4.056068,398197,4.003961e-06,81
-5.057227,-52.7198,0.14999999,2.2589903e-09,123.765564,57.7198,383.76627,1.6601498e-05,-123.765564,,42.143906,2.2222223,99.28045,110,730,546.8438356164384,512.2263886928558,1.6283926,0.7621184,3.1231132,730,-38485.453,,-4.2651005,123.765564,385.39465,1.5,-24.569279,0.11111111,-4.056228,399196,2.0040352,100
-5.0558543,-52.64038,0.14999999,2.252814e-09,123.765564,57.64038,416.40704,0.00019210574,-123.765564,,55.270454,2.2222223,99.28045,110,731,547.4623803009576,562.4388329982758,-35.000656,1.1662786,3.1235492,731,-38480.117,,-4.099005,123.765564,381.40637,1.5,-0.32899618,0.7777778,-4.0566254,400195,3.0737266e-07,100
-5.0572214,-52.49262,0.14999999,2.2466629e-09,123.765564,57.49262,409.98904,4.7243712e-11,-123.765564,,57.947224,13.333333,99.28045,110,732,548.0792349726776,563.5932121276855,-33.425945,1.1324759,12.291742,732,-38424.598,,-4.5607886,123.765564,376.5631,1.5,-50.52222,0.7777778,-4.0571175,401194,3.0563326e-27,100
-5.0585866,-52.35783,0.14999999,2.240537e-09,123.765564,57.35783,407.90128,0.31837738,-123.765564,,51.327736,6.6666665,99.28045,110,733,548.6944065484311,564.7576484680176,-33.832405,0.97034806,5.2908697,733,-38378.29,,-4.431716,123.765564,374.06888,1.5,-41.30803,0.7777778,-4.057476,402193,2.2242312e-12,100
-5.05995,-52.267456,0.14999999,2.2344366e-09,123.765564,57.267456,331.90485,4.774499e-16,-123.765564,,43.13476,17.777779,99.28045,110,734,549.307901907357,565.9225997924805,40.697594,0.991715,17.624762,734,-38364.312,,-4.221576,123.765564,372.60245,1.5,-8.9790745,0.7777778,-4.0577617,403192,,100
-5.0613117,-52.312607,0.14999999,2.2283606e-09,123.765564,57.312607,291.65515,1.9036414e-22,-123.765564,,30.125332,17.777779,99.28045,110,735,548.8163265306123,566.7136011123657,80.7607,0.88632315,18.935995,735,-38449.766,,-4.0310407,123.765564,372.41583,1.5,90.45217,-0.7777778,-4.057755,403380,,100
-5.062671,-52.3598,0.14999999,2.2223094e-09,123.765564,57.3598,280.95468,2.045031e-06,-123.765564,,27.207705,11.111111,99.28045,110,736,548.3614130434783,567.5667643547058,90.536644,0.9793597,10.270892,736,-38536.812,,-3.8136117,123.765564,371.49133,1.5,92.047356,-0.7777778,-4.0575886,403594,8.881185e-19,100
-5.0640287,-52.406452,0.14999999,2.2162827e-09,123.765564,57.406452,297.3366,0.3933803,-123.765564,,33.517128,6.6666665,99.28045,110,737,548.0637720488467,568.4631505012512,73.87483,0.9331599,6.3328853,737,-38623.555,,-3.659084,123.765564,371.21143,1.5,91.743935,-0.7777778,-4.057087,403923,8.0069773e-10,100
-5.065385,-52.453102,0.14999999,2.2102808e-09,123.765564,57.453102,275.4207,1.335477e-13,-123.765564,,26.317024,17.777779,99.28045,110,738,548.0636856368563,569.3996546268463,95.08961,0.9971435,18.651754,738,-38710.39,,-3.6864698,123.765564,370.51028,1.5,91.834816,-0.11111111,-4.056688,404471,9.856443e-35,100
-5.066739,-52.506588,0.14999999,2.204303e-09,123.765564,57.506588,386.64838,4.169815e-30,-123.765564,,52.67556,2.2222223,99.28045,110,739,547.6305818673884,570.2575271129608,-16.114902,1.1409585,3.3754272,739,-38802.367,,-3.773431,123.765564,370.53348,1.5,96.977066,0.5555556,-4.05632,404699,0.0005209436,100
-5.0680904,-52.386467,0.14999999,2.1983493e-09,123.765564,57.386467,274.47864,1.4962671e-07,-123.765564,,30.192995,8.888889,99.28045,110,740,548.2405405405406,571.396143913269,95.76676,1.1483619,8.518856,740,-38765.984,,-4.4317946,123.765564,370.2454,1.5,-31.381006,0.11111111,-4.056666,405698,1.4599553e-09,100
-5.069441,-52.44154,0.14999999,2.1924198e-09,123.765564,57.44154,365.61935,1.3687491e-09,-123.765564,,49.44497,2.2222223,99.28045,110,741,548.2415654520918,572.3707005977631,4.449717,1.0326102,0.83719635,741,-38859.18,,-3.745383,123.765564,370.06906,1.5,98.19529,-0.7777778,-4.056062,406247,0.00011155528,100
-5.0707893,-52.344913,0.14999999,2.1865143e-09,123.765564,57.344913,275.5493,2.6198743e-24,-123.765564,,41.355064,17.777779,99.28045,110,742,548.8490566037735,573.5276279449463,94.14572,1.0445248,18.63664,742,-38839.926,,-4.3222437,123.765564,369.695,1.5,-14.255314,-1.0,-4.0563984,407246,,100
-5.0721364,-52.38882,0.14999999,2.1806326e-09,123.765564,57.38882,353.83975,1.714384e-32,-123.765564,,42.64611,2.2222223,99.28045,110,743,548.4939434724091,574.4125440120697,14.952864,1.0777582,1.5866358,743,-38924.895,,-3.7884846,123.765564,368.7926,1.5,89.968864,-0.11111111,-4.0559993,407531,4.7122326,100
-5.067159,-52.308735,0.14999999,2.1747748e-09,123.765564,57.308735,273.7231,0.00081948936,-123.765564,,27.060736,8.888889,99.28045,110,744,549.0994623655914,575.5632584095001,95.04436,0.99349695,8.268878,744,-38917.7,,-4.1610084,123.765564,368.76746,1.5,-2.197066,-0.33333334,-4.056057,408530,8.718556e-10,100
