DenMISELogFirst,ReturnMax,IWMean,DenMISEMeanLog,AvgEpLen,Delta,ReturnLastEpisode,GridSize,MountainCar_std0_higher,IWLastEpisode,MountainCar_mu0_higher,Regret,ReturnMean,MountainCar_std1_higher,TimestepsSoFar,ReturnAbsMax,Iteration,DenMISELogLast,ActionIn1,ReturnStepMax,Bound,NumTrajectories,TimeElapsed,BoundMISE,NumTrainableParams,MinEpLen,BoundBonus,ReturnMin,IWMin,IWMax,MountainCar_mu1_higher,IWFirstEpisode,Regret/t
-4.640703,99.354225,0.965394,-3.9946597,496.0722580645161,5.5982163e-11,96.04597,225,0.14999999,5.715842e-05,-0.2857143,-189536.1,66.14068,1.5,1537824,145.17336,3100,-3.4742167,16.744053,145.17336,248.73293,3100,6238.321307420731,90.71002,,99,158.0229,-145.17336,,40.903534,20.0,7.9175964e-38,-61.14068
-4.6410255,99.354225,1.0744734,-3.9945047,495.99613028055467,5.594606e-11,94.178154,225,0.14999999,3.882889e-10,-0.5714286,-189625.27,66.14971,1.5,1538084,145.17336,3101,-3.4788868,8.638227,145.17336,248.70215,3101,6241.126371383667,96.29958,,99,152.40257,-145.17336,,25.148169,7.142857,0.001471204,-61.14971
-4.6413474,99.354225,0.9323104,-3.9943125,496.0232108317215,5.5909995e-11,94.39809,225,0.14999999,0.00017730688,-1.0,-189714.66,66.15882,1.5,1538664,145.17336,3102,-3.4675364,10.186333,145.17336,248.66272,3102,6244.157566547394,82.66717,,99,165.99554,-145.17336,,43.42214,14.285714,1.7697205e-19,-61.15882
-4.6416698,99.354225,0.9631296,-3.9945202,496.0238478891395,5.5873965e-11,81.30868,225,0.14999999,40.368874,-1.0,-189790.97,66.163704,1.5,1539162,145.17336,3103,-4.569521,8.941933,145.17336,249.42426,3103,6247.094077825546,85.16324,,99,164.26102,-145.17336,,43.721786,11.428572,1.7329503e-12,-61.163704
-4.641992,99.354225,1.0773394,-3.9945025,496.03253865979383,5.583797e-11,86.860756,225,0.14999999,33.165855,-1.0,-189872.83,66.17037,1.5,1539685,145.17336,3104,-3.9008381,8.96319,145.17336,248.92795,3104,6250.016653299332,94.283104,,99,154.64484,-145.17336,,38.853455,10.0,1.3913013e-09,-61.170372
-4.642314,99.354225,0.9650002,-3.9945288,496.0547504025765,5.5802005e-11,81.58846,225,0.14999999,3.1315838e-07,-0.2857143,-189949.4,66.17533,1.5,1540250,145.17336,3105,-4.149252,11.9737,145.17336,248.63641,3105,6252.978510379791,92.47609,,99,156.16032,-145.17336,,23.686993,14.285714,4.0532028e-19,-61.17533
-4.6426363,99.354225,1.0768774,-3.9943717,495.9575016097875,5.5766083e-11,97.25922,225,0.14999999,20.024076,-0.5714286,-190041.69,66.18535,1.5,1540444,145.17336,3106,-3.4685056,12.82833,145.17336,248.80014,3106,6255.791442871094,101.038506,,99,147.76164,-145.17336,,23.090378,12.857142,2.1788759e-14,-61.18535
-4.642958,99.354225,0.9083528,-3.9942286,495.85677502413904,5.5730195e-11,94.91312,225,0.14999999,3.038665e-14,0.2857143,-190131.6,66.19459,1.5,1540627,145.17336,3107,-3.627135,21.542347,145.17336,248.6144,3107,6258.553975343704,85.752014,,99,162.86238,-145.17336,,26.595865,18.571428,,-61.194588
-4.64328,99.354225,1.085826,-3.9943511,495.7972972972973,5.5694335e-11,91.97512,225,0.14999999,1.8120189,0.71428573,-190218.56,66.20288,1.5,1540938,145.17336,3108,-4.279483,21.50214,145.17336,248.58827,3108,6261.378242969513,91.00847,,99,157.5798,-145.17336,,41.946255,20.0,,-61.20288
-4.6436014,99.354225,1.1169244,-3.994353,495.6957220971373,5.5658513e-11,92.72455,225,0.14999999,,0.85714287,-190306.28,66.21141,1.5,1541118,145.17336,3109,-4.08229,0.98018825,145.17336,248.58963,3109,6264.139162778854,-40.67004,,99,289.25967,-145.17336,,117.19059,,7.884485e-20,-61.21141
-4.6439233,99.354225,0.85884887,-3.9945307,495.85755627009644,5.5622725e-11,-10.223779,225,0.14999999,5.997209e-11,-0.5714286,-190291.06,66.18684,1.5,1542117,145.17336,3110,-4.653647,4.4568505,145.17336,248.58716,3110,6267.204867362976,21.415565,,99,227.17159,-145.17336,,51.491318,2.857143,14.302086,-61.186836
-4.6396565,99.354225,0.9023899,-3.9945362,495.96046287367403,5.558697e-11,92.31392,225,0.14999999,17.442322,-0.71428573,-190378.39,66.19524,1.5,1542933,145.17336,3111,-3.8672917,5.4225016,145.17336,248.53046,3111,6270.265115022659,51.304344,,99,197.2261,-145.17336,,40.267155,4.285714,1.4019965,-61.195236
-4.6395273,99.354225,1.0152744,-3.9944906,496.0038560411311,5.5551255e-11,96.64781,225,0.14999999,4.7790316e-05,0.14285715,-190470.03,66.205025,1.5,1543564,145.17336,3112,-3.7541897,12.706428,145.17336,248.4988,3112,6273.298944711685,96.57982,,99,151.91898,-145.17336,,24.233294,11.428572,1.218978e-16,-61.205025
-4.6398487,99.354225,0.9813228,-3.9943314,495.9556697719242,5.5515568e-11,97.41706,225,0.14999999,1.4835948e-08,-0.5714286,-190562.44,66.21504,1.5,1543910,145.17336,3113,-3.5088522,2.321583,145.17336,248.43913,3113,6276.1705057621,78.18164,,99,170.25749,-145.17336,,30.569527,5.714286,0.077607125,-61.215042
-4.640145,99.354225,1.0193835,-3.9944193,496.11721258831085,5.547992e-11,-6.044669,225,0.14999999,2.5746783e-11,,-190551.39,66.19184,1.5,1544909,145.17336,3114,-4.2458863,11.862631,145.17336,248.43048,3114,6279.367655754089,98.907036,,99,149.52345,-145.17336,,23.260384,12.857142,4.847851e-18,-61.19184
-4.6404657,99.354225,1.0587754,-3.9942589,496.107544141252,5.5444305e-11,96.886475,225,0.14999999,0.008236023,-0.14285715,-190643.28,66.2017,1.5,1545375,145.17336,3115,-3.5176873,16.777077,145.17336,248.35233,3115,6282.2979917526245,101.09843,,99,147.25389,-145.17336,,22.836803,17.142857,8.525512e-29,-61.2017
-4.640787,99.354225,0.96953547,-3.9940846,496.0346598202824,5.5408726e-11,97.489235,225,0.14999999,4.6159137e-05,0.42857143,-190735.78,66.21174,1.5,1545644,145.17336,3116,-3.5037913,22.01537,145.17336,248.34602,3116,6285.101319551468,90.091324,,99,158.2547,-145.17336,,39.22042,20.0,,-61.21174
-4.6411076,99.354225,0.9862201,-3.9942822,495.9258902791145,5.5373175e-11,92.15007,225,0.14999999,,-1.0,-190822.94,66.22006,1.5,1545801,145.17336,3117,-4.579787,-1.0398687,145.17336,248.28534,3117,6287.866761207581,-17.179754,,99,265.4651,-145.17336,,165.02095,,2.7848074,-61.220062
-4.6405354,99.354225,1.0299578,-3.9945772,496.0872354073124,5.533766e-11,-18.48293,225,0.14999999,1.4070774e-37,-1.0,-190799.45,66.192894,1.5,1546800,145.17336,3118,-4.8854938,22.007664,145.17336,248.254,3118,6291.041974306107,91.16865,,99,157.08536,-145.17336,,62.62808,20.0,3.4597863e-38,-61.192894
-4.6408563,99.354225,1.0763912,-3.9956913,495.9628085924976,5.5302183e-11,89.889755,225,0.14999999,1.3628529e-18,-1.0,-190884.34,66.20049,1.5,1546908,145.17336,3119,-7.496883,7.4789686,145.17336,248.23013,3119,6293.802603960037,91.628586,,99,156.60155,-145.17336,,40.830437,8.571428,4.503017e-07,-61.200493
-4.6411767,99.354225,0.95928687,-3.9955134,495.9317307692308,5.526674e-11,92.755264,225,0.14999999,2.356889e-21,0.71428573,-190972.1,66.20901,1.5,1547307,145.17336,3120,-3.515717,4.6636896,145.17336,248.22014,3120,6296.7466950416565,-27.598612,,99,275.81876,-145.17336,,75.08163,4.285714,1.380529e-17,-61.209007
-4.641497,99.354225,1.0558863,-3.996406,496.0929189362384,5.523133e-11,-107.36506,225,0.14999999,7.82574e-16,0.42857143,-190859.72,66.15339,1.5,1548306,145.17336,3121,-6.7291484,15.528688,145.17336,248.2048,3121,6299.881202697754,91.76209,,99,156.44272,-145.17336,,27.577623,14.285714,1.3151185e-28,-61.15339
-4.6418176,99.354225,0.9702499,-3.9963996,496.0185778347213,5.5195955e-11,91.88666,225,0.14999999,1.8810054e-13,-0.2857143,-190946.62,66.16164,1.5,1548570,145.17336,3122,-4.031475,7.155383,145.17336,248.19669,3122,6302.691038608551,86.700325,,99,161.49635,-145.17336,,27.385685,7.142857,0.0001349124,-61.161636
-4.642138,99.354225,0.95295334,-3.9963164,495.9948767211015,5.5160612e-11,98.6311,225,0.14999999,1.31221e-16,0.2857143,-191040.25,66.17203,1.5,1548992,145.17336,3123,-3.7062135,17.48502,145.17336,248.18721,3123,6305.543690443039,89.3952,,99,158.792,-145.17336,,38.706703,20.0,,-61.172028
-4.642458,99.354225,0.8701377,-3.9961882,495.9282970550576,5.51253e-11,93.04462,225,0.14999999,1.116029e-20,0.42857143,-191128.3,66.18063,1.5,1549280,145.17336,3124,-3.5453708,0.32897437,145.17336,248.17769,3124,6308.440736532211,-7.8031344,,99,255.98082,-145.17336,,60.837463,2.857143,4.249336e-10,-61.180634
-4.642778,99.354225,0.9648501,-3.9965103,496.08928,5.5090026e-11,-14.186367,225,0.14999999,5.2437858e-37,-0.5714286,-191109.11,66.154915,1.5,1550279,145.17336,3125,-4.8711,17.255663,145.17336,248.17776,3125,6311.67315030098,90.311,,99,157.86678,-145.17336,,25.16798,15.714286,3.6284004e-22,-61.154915
-4.643098,99.354225,0.9931057,-3.9963887,496.0690978886756,5.5054787e-11,94.504486,225,0.14999999,22.345865,-0.5714286,-191198.61,66.16399,1.5,1550712,145.17336,3126,-3.5752563,17.867615,145.17336,248.59167,3126,6314.5916583538055,92.11559,,99,156.47609,-145.17336,,25.574049,18.571428,1.6054673e-31,-61.163986
-4.643418,99.354225,1.0300707,-3.996254,495.96929964822516,5.5019583e-11,93.88181,225,0.14999999,6.1668413e-12,0.5714286,-191287.48,66.172844,1.5,1550896,145.17336,3127,-3.5664458,18.220413,145.17336,248.14035,3127,6317.455555438995,77.15562,,99,170.98473,-145.17336,,32.429672,15.714286,8.997115e-36,-61.172844
-4.6437373,99.354225,1.072801,-3.996142,495.86285166240407,5.4984406e-11,93.79824,225,0.14999999,3.6067274e-11,-0.42857143,-191376.28,66.18168,1.5,1551059,145.17336,3128,-3.6745865,10.940814,145.17336,248.11568,3128,6320.271597862244,102.257095,,99,145.85858,-145.17336,,22.471218,11.428572,2.065843e-11,-61.18168
-4.6440573,99.354225,0.9425447,-3.9959657,495.81783317353785,5.494927e-11,96.60732,225,0.14999999,17.956884,-0.14285715,-191467.89,66.1914,1.5,1551414,145.17336,3129,-3.5157673,11.018068,145.17336,248.13869,3129,6323.188385486603,91.06082,,99,157.07787,-145.17336,,24.779264,10.0,2.477023e-10,-61.1914
-4.6443768,99.354225,1.0264193,-3.9958377,495.76102236421724,5.4914163e-11,97.30082,225,0.14999999,18.53853,0.14285715,-191560.19,66.20134,1.5,1551732,145.17336,3130,-3.536532,14.624205,145.17336,248.28207,3130,6326.040436506271,97.66315,,99,150.61893,-145.17336,,24.072666,11.428572,1.2249072e-16,-61.20134
-4.644696,99.354225,0.9538558,-3.9956748,495.6786969019483,5.487909e-11,95.53147,225,0.14999999,4.9303837,0.14285715,-191650.72,66.21071,1.5,1551970,145.17336,3131,-3.5105617,19.349579,145.17336,248.1383,3131,6328.844293117523,91.1103,,99,157.028,-145.17336,,24.904448,17.142857,3.396919e-32,-61.21071
-4.6450152,99.354225,1.0221201,-3.9955537,495.5919540229885,5.4844053e-11,93.40769,225,0.14999999,1.8144675,-0.2857143,-191739.12,66.21939,1.5,1552194,145.17336,3132,-3.5698383,16.948978,145.17336,248.11142,3132,6331.716881990433,96.9426,,99,151.16882,-145.17336,,23.551414,17.142857,1.1029471e-27,-61.21939
-4.6453347,99.354225,0.9606331,-3.995381,495.5173954676029,5.4809046e-11,93.6765,225,0.14999999,3.6600132e-29,-0.5714286,-191827.81,66.22816,1.5,1552456,145.17336,3133,-3.4728236,0.17545664,145.17336,248.06541,3133,6334.554834365845,-6.485865,,99,254.55128,-145.17336,,102.58317,,69.83423,-61.228157
-4.6236086,99.354225,1.1071603,-3.995559,495.6780472239949,5.477407e-11,-10.79723,225,0.14999999,0.00012664919,-0.71428573,-191812.0,66.203575,1.5,1553455,145.17336,3134,-4.5071516,7.6749477,145.17336,248.05179,3134,6337.712043762207,99.70182,,99,148.34996,-145.17336,,23.33039,8.571428,9.366045e-06,-61.203575
-4.6239276,99.354225,1.0337443,-3.995361,495.6488038277512,5.4739137e-11,94.05172,225,0.14999999,3.5139594e-13,,-191901.06,66.21246,1.5,1553859,145.17336,3135,-3.4817371,18.915873,145.17336,248.01819,3135,6340.608703374863,98.42057,,99,149.59761,-145.17336,,23.710705,18.571428,3.5129752e-35,-61.212463
-4.6242466,99.354225,1.0181453,-3.9951982,495.53985969387753,5.4704227e-11,96.55782,225,0.14999999,0.16022354,,-191992.62,66.22214,1.5,1554013,145.17336,3136,-3.5120034,13.053443,145.17336,247.90894,3136,6343.50683760643,98.37721,,99,149.53172,-145.17336,,23.039032,14.285714,9.689826e-22,-61.222137
-4.6245656,99.354225,1.0110079,-3.9950466,495.4743385400064,5.4669356e-11,98.02833,225,0.14999999,20.836653,0.14285715,-192085.66,66.23228,1.5,1554303,145.17336,3137,-3.5350738,10.918939,145.17336,247.95093,3137,6346.3748416900635,97.53463,,99,150.4163,-145.17336,,23.449764,12.857142,6.040703e-20,-61.232277
-4.624884,99.354225,1.0394406,-3.9948938,495.4968132568515,5.463452e-11,97.52089,225,0.14999999,1.7830523e-16,-1.0,-192178.19,66.24225,1.5,1554869,145.17336,3138,-3.529093,17.824747,145.17336,247.9065,3138,6349.322641611099,92.038795,,99,155.8677,-145.17336,,61.78868,20.0,3.4060695e-38,-61.24225
-4.6252027,99.354225,0.95461845,-3.994941,495.3749601784008,5.4599717e-11,94.15807,225,0.14999999,1.4741969e-18,,-192267.34,66.251144,1.5,1554982,145.17336,3139,-4.176655,10.16459,145.17336,247.83852,3139,6352.060295581818,91.2074,,99,156.63112,-145.17336,,25.469505,10.0,7.620176e-12,-61.251144
-4.625521,99.354225,1.015666,-3.9948545,495.36178343949047,5.456495e-11,96.89574,225,0.14999999,3.9056243e-18,-1.0,-192359.22,66.260895,1.5,1555436,145.17336,3140,-3.6793942,2.2962615,145.17336,247.78088,3140,6355.000351190567,11.153312,,99,236.62758,-145.17336,,86.29925,2.857143,0.56230265,-61.260895
-4.625661,99.354225,1.0557904,-3.99494,495.5125756128621,5.453021e-11,81.0082,225,0.14999999,7.2195025e-18,-1.0,-192435.23,66.265594,1.5,1556405,145.17336,3141,-4.268741,14.069168,145.17336,247.76611,3141,6358.145386219025,93.73203,,99,154.03407,-145.17336,,38.75414,17.142857,4.727999e-28,-61.265594
-4.625979,99.354225,0.8811542,-3.9952178,495.4115213239975,5.44955e-11,90.27951,225,0.14999999,10.9322605,-1.0,-192520.52,66.27324,1.5,1556583,145.17336,3142,-4.9187655,11.518279,145.17336,247.77258,3142,6360.929296731949,78.08714,,99,169.68544,-145.17336,,43.531975,12.857142,8.581462e-16,-61.27324
-4.6262975,99.354225,1.066009,-3.9956276,495.3347120585428,5.4460828e-11,85.94733,225,0.14999999,4.0358724e-21,0.2857143,-192601.47,66.2795,1.5,1556837,145.17336,3143,-5.163616,9.652639,145.17336,247.75787,3143,6363.776101112366,77.63296,,99,170.12491,-145.17336,,32.908375,10.0,4.9332416e-16,-61.279503
-4.6266155,99.354225,1.0089587,-3.9955235,495.4576972010178,5.4426193e-11,97.51206,225,0.14999999,2.1899547e-10,,-192693.98,66.28944,1.5,1557719,145.17336,3144,-3.7330155,18.1698,145.17336,247.68777,3144,6366.905494213104,95.44549,,99,152.2423,-145.17336,,38.047928,20.0,,-61.289436
-4.6269336,99.354225,1.1020206,-3.9953709,495.362480127186,5.4391585e-11,96.46087,225,0.14999999,9.958096e-07,0.85714287,-192785.44,66.29903,1.5,1557915,145.17336,3145,-3.521305,14.919067,145.17336,247.65936,3145,6369.7356288433075,-33.683556,,99,281.34293,-145.17336,,77.96696,14.285714,,-61.299026
-4.627251,99.354225,0.9593262,-3.9958973,495.5225683407502,5.4357015e-11,-88.85886,225,0.14999999,7.96777e-31,-0.42857143,-192691.58,66.24971,1.5,1558914,145.17336,3146,-5.746013,5.2694054,145.17336,247.65598,3146,6372.921701669693,50.182823,,99,197.47314,-145.17336,,40.285706,4.285714,0.7784492,-61.24971
-4.6273217,99.354225,1.1008536,-3.9958243,495.65300285986655,5.432247e-11,92.06894,225,0.14999999,5.281876,-0.5714286,-192778.66,66.25791,1.5,1559820,145.17336,3147,-3.7218735,8.7212105,145.17336,247.63522,3147,6376.011993169785,101.91,,99,145.72522,-145.17336,,22.329248,8.571428,1.1093374e-05,-61.25791
-4.6276393,99.354225,0.97487366,-3.9956248,495.611499364676,5.4287966e-11,95.310234,225,0.14999999,1.14994215e-07,-0.71428573,-192868.95,66.267136,1.5,1560185,145.17336,3148,-3.4678836,17.776026,145.17336,247.60742,3148,6378.938008308411,89.32957,,99,158.27786,-145.17336,,25.966297,18.571428,1.339659e-31,-61.267136
-4.627957,99.354225,1.0257374,-3.995505,495.53413782153063,5.4253494e-11,94.255196,225,0.14999999,1.7161852e-15,0.14285715,-192958.22,66.27603,1.5,1560437,145.17336,3149,-3.5912583,10.564463,145.17336,247.5696,3149,6381.801157951355,75.89598,,99,171.67361,-145.17336,,31.830711,8.571428,3.133591e-11,-61.27603
-4.6282744,99.354225,0.9460348,-3.9954267,495.45650793650793,5.421905e-11,97.315384,225,0.14999999,1.3188649e-06,0.5714286,-193050.53,66.28588,1.5,1560688,145.17336,3150,-3.771186,17.337538,145.17336,247.52933,3150,6384.674348115921,83.98719,,99,163.54214,-145.17336,,27.788212,18.571428,,-61.28588
-4.628592,99.354225,1.0425661,-3.995425,495.35639479530306,5.418464e-11,91.70604,225,0.14999999,0.002721084,0.2857143,-193137.23,66.29395,1.5,1560868,145.17336,3151,-3.9347522,10.512401,145.17336,247.49316,3151,6387.495833158493,91.43749,,99,156.05566,-145.17336,,27.629108,11.428572,6.1607647e-19,-61.293953
-4.628909,99.354225,1.064671,-3.9952943,495.4444796954315,5.4150268e-11,96.78836,225,0.14999999,2.638454e-07,,-193229.02,66.30362,1.5,1561641,145.17336,3152,-3.6257374,1.3266649,145.17336,247.47496,3152,6390.567547559738,0.4275193,,99,247.04744,-145.17336,,61.636425,1.4285715,0.01092105,-61.30362
-4.629223,99.354225,1.0673981,-3.9954185,495.60418648905807,5.411592e-11,-0.5035104,225,0.14999999,7.751331e-08,-0.5714286,-193223.52,66.28243,1.5,1562640,145.17336,3153,-4.444711,11.119041,145.17336,247.44238,3153,6393.825855016708,99.64383,,99,147.79855,-145.17336,,22.628384,10.0,3.430146e-08,-61.282433
-4.62954,99.354225,0.9537459,-3.995226,495.5424857324033,5.408161e-11,96.94237,225,0.14999999,3.2592197e-06,-0.42857143,-193315.45,66.29215,1.5,1562941,145.17336,3154,-3.455226,18.105965,145.17336,247.35516,3154,6396.668559551239,88.82255,,99,158.53261,-145.17336,,41.704655,20.0,4.0708613e-37,-61.292152
-4.629857,99.354225,1.0657353,-3.9950945,495.4440570522979,5.4047333e-11,95.85019,225,0.14999999,4.812374,-0.14285715,-193406.3,66.30152,1.5,1563126,145.17336,3155,-3.5327184,16.131094,145.17336,247.42163,3155,6399.509400367737,101.75735,,99,145.66428,-145.17336,,22.720907,17.142857,8.435578e-29,-61.30152
-4.630174,99.354225,0.9774928,-3.9949167,495.35773130544993,5.40131e-11,94.42222,225,0.14999999,1.4215739,-0.5714286,-193495.72,66.31043,1.5,1563349,145.17336,3156,-3.496665,18.328863,145.17336,247.41315,3156,6402.33731174469,91.110664,,99,156.30247,-145.17336,,24.67224,17.142857,1.1859654e-26,-61.310432
-4.630491,99.354225,1.0413682,-3.9947824,495.3278428888185,5.3978887e-11,93.25902,225,0.14999999,17.66664,-0.2857143,-193583.98,66.31897,1.5,1563750,145.17336,3157,-3.5478897,18.650002,145.17336,247.44269,3157,6405.214297294617,98.29244,,99,149.15024,-145.17336,,23.44807,18.571428,1.4526606e-32,-61.31897
-4.6308074,99.354225,1.051012,-3.994624,495.2403419886004,5.3944706e-11,93.88622,225,0.14999999,7.69742e-09,0.14285715,-193672.88,66.3277,1.5,1563969,145.17336,3158,-3.5271726,6.4279056,145.17336,247.345,3158,6408.066602706909,93.69128,,99,153.65372,-145.17336,,26.65189,10.0,9.6984635e-14,-61.327698
-4.631124,99.354225,0.94452924,-3.9945807,495.2735042735043,5.3910557e-11,98.767685,225,0.14999999,22.336681,-0.14285715,-193766.64,66.33797,1.5,1564569,145.17336,3159,-3.911919,8.856658,145.17336,247.5456,3159,6411.043374300003,81.664955,,99,165.88065,-145.17336,,29.573029,7.142857,1.0364508e-05,-61.337967
-4.6314406,99.354225,0.9399566,-3.994488,495.2525316455696,5.3876445e-11,98.1994,225,0.14999999,1.8493177e-11,-1.0,-193859.84,66.34805,1.5,1564998,145.17336,3160,-3.6416054,15.024586,145.17336,247.34062,3160,6413.925491333008,83.367615,,99,163.973,-145.17336,,43.03482,14.285714,1.7522749e-19,-61.348053
-4.6317573,99.354225,0.9898911,-3.9944417,495.15406516925026,5.3842365e-11,88.62391,225,0.14999999,1.3828993e-08,-0.14285715,-193943.47,66.3551,1.5,1565182,145.17336,3161,-3.786717,13.349356,145.17336,247.31343,3161,6416.709440469742,96.03224,,99,151.28119,-145.17336,,23.111885,11.428572,3.048547e-13,-61.355103
-4.6320734,99.354225,1.0063039,-3.9942913,495.0698924731183,5.3808312e-11,97.24849,225,0.14999999,4.400635e-07,0.42857143,-194035.72,66.36487,1.5,1565411,145.17336,3162,-3.5044804,5.1342826,145.17336,247.2745,3162,6419.577223777771,-1.4632094,,99,248.73772,-145.17336,,61.12502,7.142857,4.338538e-14,-61.36487
-4.6323895,99.354225,1.0712408,-3.9944246,495.22921277268415,5.377429e-11,-3.5795135,225,0.14999999,1.2895548e-08,-0.71428573,-194027.12,66.34275,1.5,1566410,145.17336,3163,-4.4190235,6.484062,145.17336,247.2073,3163,6422.779751062393,93.9104,,99,153.2969,-145.17336,,25.378334,7.142857,0.0012360262,-61.34275
-4.632705,99.354225,1.0378681,-3.9942684,495.2240834386852,5.3740304e-11,95.46211,225,0.14999999,21.148727,-0.42857143,-194117.6,66.35196,1.5,1566889,145.17336,3164,-3.5695696,4.6086736,145.17336,247.43204,3164,6425.813832521439,93.52485,,99,153.90718,-145.17336,,25.643738,7.142857,0.0006950818,-61.35196
-4.633021,99.354225,1.0464607,-3.9942288,495.3270142180095,5.3706352e-11,96.56397,225,0.14999999,2.6988038e-05,-0.42857143,-194209.16,66.3615,1.5,1567710,145.17336,3165,-3.906766,9.837474,145.17336,247.11922,3165,6428.888262987137,99.576004,,99,147.54321,-145.17336,,23.037725,12.857142,1.0280979e-14,-61.361504
-4.633337,99.354225,1.0263578,-3.994049,495.36544535691723,5.367243e-11,95.84141,225,0.14999999,7.4624185e-16,0.71428573,-194300.0,66.37081,1.5,1568327,145.17336,3166,-3.469179,19.865908,145.17336,247.10464,3166,6431.917206048965,58.267647,,99,188.837,-145.17336,,40.28738,17.142857,,-61.37081
-4.6336527,99.354225,1.0846273,-3.9939463,495.26144616356174,5.363854e-11,92.469185,225,0.14999999,19.410172,0.71428573,-194387.47,66.37906,1.5,1568493,145.17336,3167,-3.6933947,21.299404,145.17336,247.16016,3167,6434.7589790821075,90.99935,,99,156.1608,-145.17336,,42.052917,20.0,,-61.37906
-4.6339684,99.354225,0.965994,-3.993928,495.1852904040404,5.3604683e-11,88.3853,225,0.14999999,2.2182782e-35,-1.0,-194470.86,66.386,1.5,1568747,145.17336,3168,-4.011382,12.008671,145.17336,247.10754,3168,6437.643180131912,85.35406,,99,161.75348,-145.17336,,43.058376,11.428572,1.7196545e-12,-61.386
-4.634284,99.354225,1.03439,-3.994064,495.0858314925844,5.3570856e-11,92.54417,225,0.14999999,9.262642,-1.0,-194558.4,66.39426,1.5,1568927,145.17336,3169,-4.3928742,13.085339,145.17336,247.21921,3169,6440.476840734482,91.858604,,99,155.36061,-145.17336,,40.360947,15.714286,1.4407524e-23,-61.394257
-4.6345997,99.354225,0.9990583,-3.9940112,494.98643533123027,5.3537064e-11,93.348976,225,0.14999999,1.6693455e-16,-0.2857143,-194646.75,66.40276,1.5,1569107,145.17336,3170,-3.85468,3.4818335,145.17336,247.09119,3170,6443.240749835968,19.467638,,99,227.62355,-145.17336,,50.47917,2.857143,1.2983307,-61.402763
-4.6345057,99.354225,1.0015821,-3.9940426,495.09492273730683,5.3503302e-11,96.0306,225,0.14999999,16.62193,-0.2857143,-194737.78,66.4121,1.5,1569946,145.17336,3171,-4.091308,8.550758,145.17336,247.40134,3171,6446.41996717453,74.805664,,99,172.59567,-145.17336,,32.278027,5.714286,0.007073207,-61.4121
-4.6348186,99.354225,0.9478943,-3.9939523,495.062421185372,5.3469573e-11,98.52247,225,0.14999999,27.667229,,-194831.31,66.422226,1.5,1570338,145.17336,3172,-3.7034924,6.706187,145.17336,247.15933,3172,6449.336413860321,85.125824,,99,162.03351,-145.17336,,28.208887,8.571428,2.4929783e-09,-61.422226
-4.6351337,99.354225,1.0167886,-3.9939682,495.03624330286794,5.343588e-11,98.79023,225,0.14999999,32.99349,0.14285715,-194925.1,66.43243,1.5,1570750,145.17336,3173,-3.9914749,5.2435403,145.17336,247.33556,3173,6452.277512788773,52.891453,,99,194.4441,-145.17336,,39.925446,7.142857,4.1287382e-09,-61.432426
-4.635449,99.354225,0.96559554,-3.9940562,495.1950220541903,5.340221e-11,-2.2324834,225,0.14999999,2.9693172e-06,0.85714287,-194917.86,66.4108,1.5,1571749,145.17336,3174,-4.2876625,7.93831,145.17336,247.0979,3174,6455.47091794014,-47.888184,,99,294.98608,-145.17336,,89.25649,10.0,3.9036806e-29,-61.410797
-4.635764,99.354225,1.0302402,-3.99434,495.3537007874016,5.3368573e-11,-51.29629,225,0.14999999,3.763553e-22,-0.2857143,-194861.56,66.37372,1.5,1572748,145.17336,3175,-4.8529906,16.208149,145.17336,246.89224,3175,6458.681858301163,97.70365,,99,149.18858,-145.17336,,23.40291,17.142857,1.0927912e-27,-61.37372
-4.636079,99.354225,1.0396485,-3.994167,495.31675062972295,5.3334972e-11,97.7372,225,0.14999999,14.431462,,-194954.3,66.3836,1.5,1573126,145.17336,3176,-3.4771245,18.187796,145.17336,246.98204,3176,6461.685493707657,99.51251,,99,147.46953,-145.17336,,22.772041,17.142857,2.6609508e-30,-61.3836
-4.6363935,99.354225,0.99101007,-3.993993,495.22253698457666,5.330141e-11,97.570595,225,0.14999999,3.9582404e-18,,-195046.88,66.39342,1.5,1573322,145.17336,3177,-3.476697,1.2157006,145.17336,246.8587,3177,6464.649787902832,22.61422,,99,224.24449,-145.17336,,49.950806,4.285714,0.0003678098,-61.393417
-4.6367083,99.354225,1.0134444,-3.994151,495.3810572687225,5.3267866e-11,-0.013070887,225,0.14999999,2.0533497e-12,-1.0,-195041.86,66.37252,1.5,1574321,145.17336,3178,-4.4821253,6.2247143,145.17336,246.83499,3178,6467.97024512291,80.64968,,99,166.1853,-145.17336,,44.75956,7.142857,5.8662517e-05,-61.37252
-4.637023,99.354225,1.000669,-3.9941247,495.32777603019815,5.323436e-11,91.25,225,0.14999999,6.974975e-05,-0.71428573,-195128.11,66.38034,1.5,1574647,145.17336,3179,-3.9219067,13.030356,145.17336,246.82825,3179,6470.893450975418,92.51183,,99,154.3164,-145.17336,,25.193172,14.285714,3.72882e-18,-61.38034
