MountainCar_mu0_higher,AvgEpLen,TimeElapsed,ActionIn1,GridSize,NumTrajectories,MountainCar_std0_higher,MinEpLen,Regret,ReturnLastEpisode,MountainCar_std1_higher,ReturnMean,Regret/t,MountainCar_mu1_higher,Iteration
-0.6163876,553.5769230769231,4.799520015716553,7.791497,400,26,0.14999999,331,1432.4442063174838,-0.10784399536666991,0.14999999,-0.09400793528783342,55.09400793528784,8.256767,26
-0.6163876,548.0370370370371,4.973708152770996,7.4281306,400,27,0.14999999,331,1487.5582189959746,-0.1140126784908559,0.14999999,-0.09474885170276018,55.09474885170276,8.256767,27
-0.6163876,540.5714285714286,5.132205009460449,7.7062097,400,28,0.14999999,331,1542.6383263750004,-0.08010737902575588,0.14999999,-0.09422594196429575,55.0942259419643,8.256767,28
-0.6163876,542.2413793103449,5.362818479537964,7.7339454,400,29,0.14999999,331,1597.6720471693886,-0.03372079438827161,0.14999999,-0.0921395575651225,55.092139557565126,8.256767,29
-0.6163876,538.2,5.547795057296753,7.760133,400,30,0.14999999,331,1652.7348977688519,-0.06285059946330242,0.14999999,-0.09116325896172851,55.09116325896173,8.256767,30
-0.6163876,535.3548387096774,5.755683660507202,7.8312316,400,31,0.14999999,331,1707.7541106217473,-0.019212852895510824,0.14999999,-0.08884227812088277,55.08884227812088,8.256767,31
-0.6163876,529.09375,5.905994653701782,7.9697022,400,32,0.14999999,331,1762.8405889948685,-0.08647837312136909,0.14999999,-0.08876840608964796,55.08876840608964,8.256767,32
-0.6163876,526.3333333333334,6.096333742141724,7.6178727,400,33,0.14999999,331,1817.896159462037,-0.05557046716852112,0.14999999,-0.08776240794052291,55.08776240794052,8.256767,33
-0.6163876,524.0294117647059,6.321707248687744,7.7896905,400,34,0.14999999,331,1872.9155161527633,-0.0193566907261827,0.14999999,-0.0857504750812776,55.08575047508128,8.256767,34
-0.6163876,520.7428571428571,6.517771005630493,7.925281,400,35,0.14999999,331,1927.9749691667573,-0.05945301399397105,0.14999999,-0.0849991190502117,55.08499911905021,8.256767,35
-0.6163876,517.5277777777778,6.717584848403931,7.805184,400,36,0.14999999,331,1983.0543021290493,-0.07933296229207379,0.14999999,-0.0848417258069301,55.084841725806925,8.256767,36
-0.6163876,517.7567567567568,6.943421363830566,7.6121087,400,37,0.14999999,331,2038.1154087884802,-0.06110665943092804,0.14999999,-0.0842002375264976,55.08420023752649,8.256767,37
-0.6163876,512.921052631579,7.082024097442627,7.665063,400,38,0.14999999,331,2093.230436789121,-0.11502800064079223,0.14999999,-0.085011494450558,55.085011494450555,8.256767,38
-0.6163876,509.94871794871796,7.268352270126343,7.77601,400,39,0.14999999,331,2148.377443342076,-0.14700655295473514,0.14999999,-0.08660111133528049,55.08660111133528,8.256767,39
-0.6163876,505.6,7.440556049346924,7.7047462,400,40,0.14999999,331,2203.486438306513,-0.10899496443716133,0.14999999,-0.08716095766282751,55.08716095766282,8.256767,40
-0.6163876,503.0243902439024,7.627732992172241,7.4836955,400,41,0.14999999,331,2258.618207342181,-0.1317690356682257,0.14999999,-0.08824895956539819,55.08824895956539,8.256767,41
-0.6163876,500.45238095238096,7.816774368286133,7.2588344,400,42,0.14999999,331,2313.8160407452456,-0.19783340306470734,0.14999999,-0.09085811298204842,55.09085811298204,8.256767,42
-0.6163876,494.93023255813955,7.9726011753082275,7.7158127,400,43,0.14999999,263,2368.9912822613665,-0.17524151612106875,0.14999999,-0.09282051770621168,55.092820517706194,8.256767,43
-0.6163876,495.09090909090907,8.186413526535034,7.806125,400,44,0.14999999,263,2424.0888035835983,-0.09752132223165097,0.14999999,-0.09292735417269893,55.09292735417269,8.256767,44
-0.6163876,496.24444444444447,8.407929182052612,7.2892504,400,45,0.14999999,263,2479.2257959005547,-0.1369923169565227,0.14999999,-0.09390657556789501,55.09390657556788,8.256767,45
-0.6163876,492.80434782608694,8.566141128540039,7.588459,400,46,0.14999999,263,2534.3342824507454,-0.10848655019074875,0.14999999,-0.09422353153795705,55.09422353153794,8.256767,46
-0.6163876,494.1276595744681,8.796071290969849,7.9767,400,47,0.14999999,263,2589.3710219904724,-0.036739539727230444,0.14999999,-0.09300046788240969,55.09300046788239,8.256767,47
-0.6163876,496.4791666666667,9.02050232887268,7.5441246,400,48,0.14999999,263,2644.489923491394,-0.11890150092158158,0.14999999,-0.09354007273739244,55.093540072737376,8.256767,48
-0.6163876,494.57142857142856,9.243139028549194,7.864749,400,49,0.14999999,263,2699.5810012564743,-0.09107776508025632,0.14999999,-0.09348982156071618,55.0934898215607,8.256767,49
-0.6163876,494.32,9.447948694229126,7.8599277,400,50,0.14999999,263,2754.6576214504357,-0.07662019396153351,0.14999999,-0.09315242900873252,55.09315242900871,8.256767,50
-0.6163876,489.72549019607845,9.581751823425293,7.23875,400,51,0.14999999,260,2809.899067702501,-0.24144625206519793,0.14999999,-0.09606015102944754,55.09606015102943,8.256767,51
-0.6163876,489.46153846153845,9.78441309928894,7.48404,400,52,0.14999999,260,2864.992959744802,-0.09389204230127599,0.14999999,-0.09601845663082885,55.09601845663081,8.256767,52
-0.6163876,490.0,10.028939485549927,7.331268,400,53,0.14999999,260,2920.101819069276,-0.10885932447389036,0.14999999,-0.09626073715616963,55.09626073715616,8.256767,53
-0.6163876,490.14814814814815,10.249383687973022,7.3357363,400,54,0.14999999,260,2975.21455488205,-0.11273581277359593,0.14999999,-0.09656583114908493,55.09656583114907,8.256767,54
-0.6163876,490.9818181818182,10.519132614135742,7.3755527,400,55,0.14999999,260,3030.3408939055207,-0.12633902347102025,0.14999999,-0.09710716191857466,55.09710716191856,8.256767,55
-0.6163876,490.07142857142856,10.741995334625244,7.5185933,400,56,0.14999999,260,3085.398329210157,-0.05743530463650643,0.14999999,-0.09639873589568058,55.09639873589566,8.256767,56
-0.6163876,488.57894736842104,10.956764936447144,7.8702817,400,57,0.14999999,260,3140.493192650312,-0.09486344015478418,0.14999999,-0.09637180088268239,55.096371800882665,8.256767,57
-0.6163876,485.7931034482759,11.131553173065186,7.677972,400,58,0.14999999,260,3195.6793623553945,-0.18616970508284242,0.14999999,-0.09792004061027136,55.09792004061025,8.256767,58
-0.6163876,488.0508474576271,11.353336811065674,7.624906,400,59,0.14999999,260,3250.7500080840873,-0.07064572869288578,0.14999999,-0.09745776413709532,55.097457764137076,8.256767,59
-0.6163876,488.8,11.532570362091064,8.268577,400,60,0.14999999,260,3305.753676543776,-0.0036684596884707372,0.14999999,-0.09589460906295158,55.09589460906293,8.256767,60
-0.6163876,493.7704918032787,11.790973901748657,7.8484874,400,61,0.14999999,260,3360.806978037118,-0.05330149334231848,0.14999999,-0.09519636126425268,55.09519636126423,8.256767,61
-0.6163876,495.3225806451613,12.056976795196533,7.4840603,400,62,0.14999999,260,3415.911760959056,-0.10478292193831987,0.14999999,-0.0953509832106086,55.09535098321059,8.256767,62
-0.6163876,492.6825396825397,12.221999168395996,7.3677287,400,63,0.14999999,260,3471.0800860308304,-0.16832507177418718,0.14999999,-0.09650930207669714,55.096509302076676,8.256767,63
-0.6163876,492.890625,12.424852848052979,7.470377,400,64,0.14999999,260,3526.1806163618703,-0.10053033103973212,0.14999999,-0.09657213065424457,55.09657213065422,8.256767,64
-0.6163876,490.4307692307692,12.598475933074951,7.707548,400,65,0.14999999,260,3581.3135998439234,-0.13298348205297886,0.14999999,-0.09713230529114818,55.097132305291126,8.256767,65
-0.6163876,488.04545454545456,12.76668405532837,7.439566,400,66,0.14999999,260,3636.5165346487493,-0.2029348048257157,0.14999999,-0.09873537346591435,55.0987353734659,8.256767,66
-0.6163876,489.6865671641791,13.017027378082275,7.427628,400,67,0.14999999,260,3691.6775105598153,-0.1609759110659689,0.14999999,-0.09966433671367636,55.09966433671366,8.256767,67
-0.6163876,489.38235294117646,13.233079433441162,7.4925985,400,68,0.14999999,260,3746.8095850953287,-0.13207453551320153,0.14999999,-0.1001409572842576,55.100140957284246,8.256767,68
-0.6163876,492.3333333333333,13.525860071182251,7.6651525,400,69,0.14999999,260,3801.8874995162946,-0.07791442096575246,0.14999999,-0.09981883356949667,55.099818833569486,8.256767,69
-0.6163876,497.7,13.833863735198975,7.7666316,400,70,0.14999999,260,3856.9264378295,-0.03893831320544613,0.14999999,-0.09894911185001024,55.098949111850004,8.256767,70
-0.6163876,497.36619718309856,14.0160973072052,7.545318,400,71,0.14999999,260,3912.0808407068575,-0.15440287735733563,0.14999999,-0.09973015080081762,55.09973015080081,8.256767,71
-0.6163876,495.125,14.18721318244934,7.619423,400,72,0.14999999,260,3967.1978518899205,-0.11701118306312797,0.14999999,-0.09997016513779416,55.09997016513778,8.256767,72
-0.6163876,501.6575342465753,14.566450834274292,7.7007203,400,73,0.14999999,260,4022.283554474293,-0.08570258437250917,0.14999999,-0.09977471882594094,55.099774718825934,8.256767,73
-0.6163876,498.4189189189189,14.727591276168823,7.699974,400,74,0.14999999,260,4077.4548171994466,-0.17126272515372076,0.14999999,-0.10074077296550553,55.100740772965494,8.256767,74
-0.6163876,498.16,14.960439443588257,7.581307,400,75,0.14999999,260,4132.539231062927,-0.08441386347983508,0.14999999,-0.10052308083902992,55.100523080839025,8.256767,75
-0.6163876,499.5131578947368,15.200464725494385,7.2979426,400,76,0.14999999,260,4187.686431066569,-0.1472000036417621,0.14999999,-0.10113725087590797,55.1011372508759,8.256767,76
-0.6163876,498.4025974025974,15.393432140350342,7.607875,400,77,0.14999999,260,4242.8413599727,-0.15492890613165508,0.14999999,-0.1018358438013073,55.1018358438013,8.256767,77
-0.6163876,498.0,15.580859661102295,7.2846904,400,78,0.14999999,260,4298.010753302518,-0.16939332981822164,0.14999999,-0.10270196541690875,55.102701965416905,8.256767,78
-0.6163876,495.9873417721519,15.719933271408081,7.795714,400,79,0.14999999,260,4353.076891175321,-0.06613787280307216,0.14999999,-0.10223912880154372,55.102239128801536,8.256767,79
-0.6163876,494.75,15.91904067993164,7.2986784,400,80,0.14999999,260,4408.284865412577,-0.2079742372565202,0.14999999,-0.10356081765723094,55.10356081765722,8.256767,80
-0.6163876,492.7901234567901,16.07611060142517,7.357464,400,81,0.14999999,260,4463.462796297008,-0.1779308844304613,0.14999999,-0.10447896662973995,55.10447896662973,8.256767,81
-0.6163876,492.5975609756098,16.26735258102417,7.462457,400,82,0.14999999,260,4518.610083111979,-0.1472868149712182,0.14999999,-0.10500101356073359,55.105001013560724,8.256767,82
-0.6163876,492.48192771084337,16.53761911392212,7.5616913,400,83,0.14999999,260,4573.703456993411,-0.0933738814322662,0.14999999,-0.10486092763147493,55.104860927631464,8.256767,83
-0.6163876,493.8809523809524,16.785563945770264,7.7449164,400,84,0.14999999,260,4628.78989378898,-0.0864367955693092,0.14999999,-0.10464159272597297,55.104641592725955,8.256767,84
-0.6163876,493.1764705882353,17.00702166557312,7.5907726,400,85,0.14999999,260,4683.871096766627,-0.08120297764596664,0.14999999,-0.10436584431326701,55.10436584431326,8.256767,85
-0.6163876,495.1046511627907,17.26758050918579,7.581856,400,86,0.14999999,260,4738.921953989273,-0.05085722264654696,0.14999999,-0.10374365103807259,55.10374365103806,8.256767,86
-0.6163876,500.8965517241379,17.60450291633606,7.7607417,400,87,0.14999999,260,4793.959455183256,-0.0375011939829502,0.14999999,-0.10298224348571486,55.102982243485705,8.256767,87
-0.6163876,499.82954545454544,17.79355001449585,7.7151775,400,88,0.14999999,260,4849.034889900542,-0.07543471728640742,0.14999999,-0.10266920341526818,55.10266920341525,8.256767,88
-0.6163876,497.08988764044943,17.951005458831787,7.4436183,400,89,0.14999999,256,4904.292206817136,-0.2573169165932163,0.14999999,-0.10440681817007659,55.10440681817006,8.256767,89
-0.6163876,498.35555555555555,18.201209783554077,7.8792977,400,90,0.14999999,256,4959.367384197063,-0.07517737992770722,0.14999999,-0.10408204663405027,55.10408204663403,8.256767,90
-0.6163876,496.4835164835165,18.381859064102173,7.637046,400,91,0.14999999,256,5014.541216510822,-0.1738323137590423,0.14999999,-0.10484853308597326,55.104848533085956,8.256767,91
-0.6163876,500.29347826086956,18.69652509689331,7.5630293,400,92,0.14999999,256,5069.64783197135,-0.10661546052781976,0.14999999,-0.10486773881903681,55.10486773881902,8.256767,92
-0.6163876,500.1182795698925,18.904256582260132,7.7803,400,93,0.14999999,256,5124.754661455476,-0.10682948412599141,0.14999999,-0.10488883285459548,55.10488883285458,8.256767,93
-0.6163876,499.0744680851064,19.086828470230103,7.760689,400,94,0.14999999,256,5179.852863949407,-0.09820249393112154,0.14999999,-0.10481770158945214,55.10481770158944,8.256767,94
-0.6163876,497.33684210526314,19.278348684310913,7.4555845,400,95,0.14999999,256,5234.962499789182,-0.10963583977545313,0.14999999,-0.10486841883351532,55.1048684188335,8.256767,95
-0.6163876,496.8541666666667,19.486620664596558,7.8110137,400,96,0.14999999,256,5290.007038214526,-0.04453842534335894,0.14999999,-0.10423998140132618,55.104239981401314,8.256767,96
-0.6163876,495.1855670103093,19.661763906478882,7.479701,400,97,0.14999999,256,5345.144044403216,-0.13700618868991987,0.14999999,-0.10457777735275497,55.104577777352745,8.256767,97
-0.6163876,496.0816326530612,19.899988889694214,7.7681074,400,98,0.14999999,256,5400.191430553408,-0.04738615019233038,0.14999999,-0.10399418932050575,55.103994189320495,8.256767,98
-0.6163876,494.47474747474746,20.078088521957397,7.6514044,400,99,0.14999999,256,5455.267180751072,-0.07575019766404306,0.14999999,-0.10370889647549097,55.10370889647548,8.256767,99
-0.6163876,492.9,20.25708532333374,7.616464,400,100,0.14999999,256,5510.399175020413,-0.13199426934075703,0.14999999,-0.10399175020414363,55.10399175020413,8.256767,100
-0.6163876,492.76237623762376,20.47345757484436,7.569563,400,101,0.14999999,256,5565.461061293943,-0.0618862735302842,0.14999999,-0.10357486429648166,55.10357486429647,8.256767,101
-0.6163876,493.30392156862746,20.714046239852905,7.1532235,400,102,0.14999999,256,5620.625844486584,-0.16478319264120816,0.14999999,-0.10417494594692014,55.10417494594691,8.256767,102
-0.6163876,491.7669902912621,20.88529372215271,7.607552,400,103,0.14999999,256,5675.746257467704,-0.12041298111925708,0.14999999,-0.10433259677383604,55.10433259677382,8.256767,103
-0.6163876,494.24038461538464,21.162851572036743,7.895296,400,104,0.14999999,256,5730.833198984581,-0.08694151687680807,0.14999999,-0.10416537485174923,55.10416537485174,8.256767,104
-0.6163876,493.9809523809524,21.374202728271484,7.490221,400,105,0.14999999,256,5785.966544591767,-0.13334560718642813,0.14999999,-0.10444328182636521,55.104443281826356,8.256767,105
-0.6163876,493.1698113207547,21.572288513183594,7.680431,400,106,0.14999999,256,5841.030930634164,-0.0643860423968355,0.14999999,-0.10406538334118097,55.10406538334117,8.256767,106
-0.6163876,492.3644859813084,21.770055055618286,7.81405,400,107,0.14999999,256,5896.098014741269,-0.06708410710485728,0.14999999,-0.10371976393710318,55.10371976393709,8.256767,107
-0.6163876,492.31481481481484,21.98647928237915,7.931459,400,108,0.14999999,256,5951.142270386748,-0.044255645479468794,0.14999999,-0.10316917024768063,55.10316917024767,8.256767,108
-0.6163876,496.42201834862385,22.3040611743927,7.4159856,400,109,0.14999999,256,6006.290448326448,-0.1481779396996415,0.14999999,-0.1035820947380656,55.10358209473806,8.256767,109
-0.6163876,495.8454545454546,22.521926641464233,7.620453,400,110,0.14999999,256,6061.369206975502,-0.07875864905345718,0.14999999,-0.1033564270500237,55.10335642705002,8.256767,110
-0.6163876,497.84684684684686,22.783228874206543,7.541588,400,111,0.14999999,256,6116.454347830339,-0.08514085483822481,0.14999999,-0.10319232279586334,55.10319232279585,8.256767,111
