MountainCar_mu1_higher,AvgEpLen,Regret/t,MinEpLen,ReturnMean,Regret,MountainCar_mu0_higher,ReturnLastEpisode,Iteration,MountainCar_std1_higher,ActionIn1,TimeElapsed,GridSize,NumTrajectories,MountainCar_std0_higher
-10.0,999.0,6.529887815823209,999,-1.5298878158232092,6.529887815823209,-1.0,-1.5298878158232092,1,1.5,-11.986649,0.5252459049224854,400,1,0.14999999
-1.5789474,999.0,5.949412198557596,999,-0.9494121985575958,11.898824397115192,0.47368422,-0.3689365812919825,2,1.5,-5.228436,0.9373087882995605,400,2,0.14999999
