MountainCar_std0_higher,MountainCar_std1_higher,Regret/t,Regret,ActionIn1,MountainCar_mu0_higher,ReturnLastEpisode,MountainCar_mu1_higher,AvgEpLen,MinEpLen,NumTrajectories,ReturnMean,Iteration,GridSize,TimeElapsed
0.14999999,1.5,2.523486025122426,45.42274845220367,-9.522609,,-0.08276619683874945,-10.0,492.22222222222223,402,18,-1.9234860251224266,18,25,6.268139839172363
0.14999999,1.5,2.4410178318181024,46.37933880454395,-6.7858467,,-0.3565903523402776,-10.0,492.63157894736844,402,19,-1.841017831818103,19,25,6.652075290679932
0.14999999,1.5,2.350289706743041,47.00579413486082,-13.206276,,-0.026455330316871483,-10.0,493.0,402,20,-1.7502897067430414,20,25,6.945235013961792
0.14999999,1.5,2.2673924493579913,47.61524143651782,-9.902537,,-0.009447301657001255,-10.0,493.3333333333333,402,21,-1.6673924493579917,21,25,7.395642280578613
0.14999999,1.5,2.1927667066481025,48.24086754625826,-10.631862,,-0.025626109740439496,-10.0,493.6363636363636,402,22,-1.5927667066481028,22,25,7.904186964035034
0.14999999,1.5,2.1280690525393267,48.94558820840451,-11.260381,,-0.1047206621462492,-10.0,493.9130434782609,402,23,-1.5280690525393266,23,25,8.304839372634888
0.14999999,1.5,2.066545250381005,49.597086009144114,-8.771391,,-0.05149780073960823,-10.0,494.1666666666667,402,24,-1.466545250381005,24,25,8.673212766647339
0.14999999,1.5,2.015798500278844,50.3949625069711,-6.7189894,,-0.19787649782698696,-10.0,494.4,402,25,-1.4157985002788445,25,25,9.194138050079346
0.14999999,1.5,1.962130135951857,51.01538353474828,-9.167959,,-0.02042102777718611,-10.0,494.61538461538464,402,26,-1.3621301359518578,26,25,9.526211261749268
0.14999999,1.5,1.9120653325175168,51.62576397797295,-12.145854,,-0.010380443224672449,-10.0,494.81481481481484,402,27,-1.3120653325175173,27,25,9.919504880905151
0.14999999,1.5,1.8688957207859656,52.32908018200703,-10.949487,,-0.10331620403408037,-10.0,495.0,402,28,-1.2688957207859661,28,25,10.35270380973816
0.14999999,1.5,1.8291136644396926,53.04429626875108,-10.8993225,,-0.11521608674405112,-10.0,495.17241379310343,402,29,-1.229113664439693,29,25,10.819103002548218
0.14999999,1.5,1.7922195905945417,53.76658771783625,-10.628253,,-0.12229144908517019,-10.0,495.3333333333333,402,30,-1.1922195905945423,30,25,11.27850866317749
0.14999999,1.5,1.7609665680689306,54.58996361013685,-10.556398,,-0.2233758923006,-10.0,495.48387096774195,402,31,-1.1609665680689312,31,25,12.007497787475586
0.14999999,1.5,1.7261401241929162,55.23648397417332,-7.8584437,,-0.04652036403647134,-10.0,495.625,402,32,-1.126140124192917,32,25,12.497875452041626
0.14999999,1.5,1.6921764222153959,55.841821933108065,-10.615128,,-0.005337958934745776,-10.0,495.75757575757575,402,33,-1.0921764222153967,33,25,13.004284620285034
0.14999999,1.5,1.666022953287494,56.644780411774796,-10.894088,,-0.2029584786667323,-10.0,495.88235294117646,402,34,-1.0660229532874947,34,25,13.37659740447998
0.14999999,1.5,1.6385578628097042,57.34952519833965,-8.881669,,-0.10474478656485431,-10.0,496.0,402,35,-1.038557862809705,35,25,14.052444696426392
0.14999999,1.5,1.6105334198498946,57.9792031145962,-9.291244,,-0.02967791625655626,-10.0,496.1111111111111,402,36,-1.0105334198498952,36,25,14.368549346923828
0.14999999,1.5,1.5836805291914522,58.59617958008373,-10.470491,,-0.016976465487525096,-10.0,496.2162162162162,402,37,-0.9836805291914528,37,25,14.67100477218628
0.14999999,1.5,1.5579665548653836,59.20272908488458,-10.1868925,,-0.0065495048008538635,-10.0,496.3157894736842,402,38,-0.9579665548653843,38,25,14.98530912399292
0.14999999,1.5,1.5343294821147824,59.83884980247651,-7.597804,,-0.03612071759192752,-10.0,496.4102564102564,402,39,-0.9343294821147828,39,25,15.2612144947052
0.14999999,1.5,1.4379830797538502,57.51932319015401,9.511562,-0.5,2.9195266123224957,10.0,492.35,334,40,-0.837983079753851,40,25,15.42873215675354
0.14999999,1.5,1.4179100545654333,58.13431223718276,8.978423,,-0.01498904702875178,10.0,492.5365853658537,334,41,-0.8179100545654339,41,25,15.684407472610474
0.14999999,1.5,1.3949371502751695,58.58736031155712,7.8843565,-0.5,0.1469519256256444,10.0,491.04761904761904,334,42,-0.7949371502751701,42,25,15.904740333557129
0.14999999,1.5,1.2586525291662596,54.122058754149165,10.878691,-0.5,5.065301557407952,10.0,486.0,274,43,-0.6586525291662603,43,25,16.123241901397705
0.14999999,1.5,1.0978844190006671,48.30691443602935,12.2013445,-0.5,6.415144318119811,10.0,480.77272727272725,256,44,-0.49788441900066777,44,25,16.344778299331665
0.14999999,1.5,1.0790952171276198,48.55928477074289,7.1639485,-0.5,0.3476296652864599,10.0,479.8,256,45,-0.47909521712762054,45,25,16.59143352508545
0.14999999,1.5,1.0440838802853503,48.02785849312611,8.2740345,-0.5,1.1314262776167783,10.0,478.2391304347826,256,46,-0.44408388028535095,46,25,16.942896366119385
0.14999999,1.5,0.9380134655033571,44.08663287865778,10.52142,-0.5,4.541225614468332,10.0,474.468085106383,256,47,-0.33801346550335776,47,25,17.182267904281616
0.14999999,1.5,0.9237441307502356,44.33971827601131,9.471997,-0.5,0.34691460264646634,10.0,473.7291666666667,256,48,-0.3237441307502364,48,25,17.43621063232422
0.14999999,1.5,0.9267181607244219,45.40918987549667,11.184855,-0.5,-0.46947159948535877,10.0,474.265306122449,256,49,-0.32671816072442256,49,25,17.781312942504883
0.14999999,1.5,0.8289130519856525,41.445652599282624,10.759998,-0.5,4.563537276214046,10.0,470.72,256,50,-0.2289130519856532,50,25,17.959648370742798
0.14999999,1.5,0.7859311182355002,40.08248703001051,7.397345,-0.5,1.963165569272114,10.0,468.11764705882354,256,51,-0.1859311182355009,51,25,18.18067717552185
0.14999999,1.5,0.7296736868531876,37.94303171636575,7.7587795,-0.5,2.7394553136447626,10.0,465.5769230769231,256,52,-0.12967368685318814,52,25,18.352869033813477
0.14999999,1.5,0.7242767034869181,38.38666528480666,8.2389555,-0.5,0.15636643155908914,10.0,465.07547169811323,256,53,-0.12427670348691874,53,25,18.6008083820343
0.14999999,1.5,0.6759859697421656,36.50324236607695,8.184982,-0.5,2.483422918729717,10.0,462.5740740740741,256,54,-0.07598596974216623,54,25,18.8941969871521
0.14999999,1.5,0.6605349895808386,36.32942442694612,7.8422804,-0.5,0.7738179391308252,10.0,461.5090909090909,256,55,-0.06053498958083912,55,25,19.157180070877075
0.14999999,1.5,0.6412040260297068,35.907425457663585,8.202466,-0.5,1.0219989692825333,10.0,460.5357142857143,256,56,-0.04120402602970746,56,25,19.372036695480347
0.14999999,1.5,0.6270408579982318,35.741328905899216,11.271639,-0.5,0.7660965517643679,10.0,460.10526315789474,256,57,-0.027040857998232457,57,25,19.589757442474365
0.14999999,1.5,0.5563023882984401,32.26553852130953,11.485064,-0.5,4.075790384589687,10.0,457.2758620689655,256,58,0.04369761170155926,58,25,19.760947465896606
0.14999999,1.5,0.527291714630707,31.110211163211716,8.570451,-0.5,1.7553273580978146,10.0,455.91525423728814,256,59,0.0727082853692924,59,25,19.965087890625
0.14999999,1.5,0.5056943346697398,30.34166008018439,11.58841,-0.5,1.3685510830273269,10.0,455.31666666666666,256,60,0.09430566533025964,60,25,20.182820796966553
0.14999999,1.5,0.43886437867545014,26.770727099202457,10.470857,-0.5,4.1709329809819335,10.0,452.88524590163934,256,61,0.1611356213245494,61,25,20.355289936065674
0.14999999,1.5,0.33846057157376563,20.98455543757347,9.283645,-0.5,6.386171661628985,10.0,449.7258064516129,256,62,0.26153942842623384,62,25,20.627360105514526
0.14999999,1.5,0.30396888274894374,19.150039613183456,7.760734,-0.5,2.4345158243900147,10.0,447.8888888888889,256,63,0.29603111725105574,63,25,20.849122524261475
0.14999999,1.5,0.3233631811498099,20.695243593587833,9.216075,-0.5,-0.9452039804043776,10.0,448.703125,256,64,0.2766368188501896,64,25,21.153273344039917
0.14999999,1.5,0.33662788182374803,21.880812318543622,10.198569,-0.5,-0.5855687249557904,10.0,449.4923076923077,256,65,0.2633721181762514,65,25,21.45107650756836
0.14999999,1.5,0.24608021029776594,16.241293879652552,8.972544,-0.5,6.239518438891069,10.0,446.59090909090907,256,66,0.3539197897022335,66,25,21.62949299812317
0.14999999,1.5,0.26896046998673606,18.020351489111317,9.633863,-0.5,-1.1790576094587657,10.0,447.3880597014925,256,67,0.33103953001326336,67,25,21.91578698158264
0.14999999,1.5,0.2649676790993838,18.017802178758096,8.919658,-0.5,0.6025493103532191,10.0,446.8970588235294,256,68,0.33503232090061563,68,25,22.205721855163574
0.14999999,1.5,0.24264413476052843,16.74244529847646,9.350306,-0.5,1.8753568802816354,10.0,445.768115942029,256,69,0.357355865239471,69,25,22.436853170394897
0.14999999,1.5,0.23530149021395833,16.471104314977083,8.926723,-0.5,0.8713409834993766,10.0,445.77142857142854,256,70,0.36469850978604107,70,25,22.697808265686035
0.14999999,1.5,0.15631505902622808,11.098369190862194,9.952865,-0.5,5.972735124114888,10.0,443.15492957746477,256,71,0.4436849409737713,71,25,22.866944551467896
0.14999999,1.5,0.16916229684328543,12.17968537271655,8.75361,-0.5,-0.48131618185435726,10.0,443.94444444444446,256,72,0.43083770315671394,72,25,23.12606120109558
0.14999999,1.5,0.08800428935310035,6.424313122776326,10.183145,-0.5,6.355372249940224,10.0,441.4246575342466,256,73,0.511995710646899,73,25,23.364755153656006
0.14999999,1.5,0.05707479221263857,4.2235346237352545,10.582267,-0.5,2.800778499041071,10.0,439.9054054054054,256,74,0.5429252077873609,74,25,23.556360483169556
0.14999999,1.5,0.05983523500688866,4.487642625516649,8.422053,-0.5,0.33589199821860516,10.0,440.38666666666666,256,75,0.5401647649931107,75,25,23.83906865119934
0.14999999,1.5,0.07023925516983956,5.338183392907807,7.9200826,-0.5,-0.2505407673911575,10.0,440.7763157894737,256,76,0.5297607448301599,76,25,24.08559489250183
0.14999999,1.5,0.04244027053737054,3.2679008313775313,10.075684,-0.5,2.6702825615302754,10.0,439.31168831168833,256,77,0.557559729462629,77,25,24.259064197540283
0.14999999,1.5,0.04790815615536966,3.736836180118834,7.821842,-0.5,0.13106465125869748,10.0,439.2692307692308,256,78,0.5520918438446298,78,25,24.52215003967285
0.14999999,1.5,0.029682643968426157,2.3449288735056664,9.189139,-0.5,1.9919073066131674,10.0,438.49367088607596,256,79,0.5703173560315733,79,25,24.7811496257782
0.14999999,1.5,0.05196016229374119,4.156812983499295,8.45533,-0.5,-1.2118841099936282,10.0,439.2625,256,80,0.5480398377062583,80,25,25.07247805595398
0.14999999,1.5,0.02899121155337836,2.348288135823647,7.4674764,-0.5,2.408524847675648,10.0,437.98765432098764,256,81,0.5710087884466212,81,25,25.270180463790894
0.14999999,1.5,0.04659789921721575,3.8210277358116915,8.897159,-0.5,-0.8727395999880446,10.0,438.7439024390244,256,82,0.5534021007827837,82,25,25.57266139984131
0.14999999,1.5,0.027345623235595754,2.2696867285544475,8.284661,-0.5,2.151341007257244,10.0,437.71084337349396,256,83,0.5726543767644038,83,25,25.7828209400177
0.14999999,1.5,0.0006118114410621912,0.05139216104922406,10.429204,-0.5,2.8182945675052236,10.0,436.48809523809524,256,84,0.5993881885589374,84,25,26.023998022079468
0.14999999,1.5,0.016425251010837125,1.3961463359211557,9.738127,-0.5,-0.7447541748719316,10.0,437.2352941176471,256,85,0.5835747489891625,85,25,26.297792434692383
0.14999999,1.5,0.02721430049441185,2.340429842519419,7.863372,-0.5,-0.34428350659826307,10.0,437.9651162790698,256,86,0.5727856995055878,86,25,26.567527294158936
0.14999999,1.5,0.03613289241676473,3.143561640258531,8.7482395,-0.5,-0.20313179773911208,10.0,438.67816091954023,256,87,0.5638671075832349,87,25,26.843040704727173
0.14999999,1.5,0.0333105057145554,2.9313245028808748,9.071986,-0.5,0.8122371373776565,10.0,438.72727272727275,256,88,0.5666894942854442,88,25,27.20564889907837
0.14999999,1.5,0.010606109873140814,0.9439437787095324,9.591999,-0.5,2.5873807241713425,10.0,437.438202247191,256,89,0.5893938901268588,89,25,27.418389558792114
0.14999999,1.5,0.003397661825882803,0.30578956432945226,11.377306,-0.5,1.23815421438008,10.0,437.05555555555554,256,90,0.5966023381741168,90,25,27.677587032318115
0.14999999,1.5,-0.013847197541764361,-1.260094976300557,10.743175,-0.5,2.1658845406300093,10.0,435.95604395604397,256,91,0.613847197541764,91,25,27.872090339660645
0.14999999,1.5,-0.07654902234390824,-7.042510055639559,9.6608925,-0.5,6.382415079339002,10.0,434.0217391304348,256,92,0.6765490223439079,92,25,28.06046986579895
0.14999999,1.5,-0.14000290320742978,-13.02026999829097,10.929157,-0.5,6.577759942651411,10.0,432.13978494623655,256,93,0.7400029032074295,93,25,28.24744176864624
0.14999999,1.5,-0.14308984269296712,-13.45044521313891,10.344037,-0.5,1.0301752148479395,10.0,431.8829787234043,256,94,0.7430898426929669,94,25,28.490005493164062
0.14999999,1.5,-0.130450103233844,-12.39275980721518,7.1715527,-0.5,-0.45768540592372986,10.0,432.6,256,95,0.7304501032338437,95,25,28.751882314682007
0.14999999,1.5,-0.13940455593752435,-13.382837370002338,10.18501,-0.5,1.590077562787159,10.0,432.1041666666667,256,96,0.7394045559375241,96,25,28.94083595275879
0.14999999,1.5,-0.13424876117657977,-13.022129834128238,7.8307853,-0.5,0.23929246412589955,10.0,432.55670103092785,256,97,0.7342487611765794,97,25,29.183095693588257
0.14999999,1.5,-0.14745279482413626,-14.450373892765354,9.566837,-0.5,2.028244058637116,10.0,431.92857142857144,256,98,0.747452794824136,98,25,29.41641402244568
0.14999999,1.5,-0.13717727202720975,-13.580549930693765,8.082939,-0.5,-0.2698239620715887,10.0,432.6161616161616,256,99,0.7371772720272095,99,25,29.680925369262695
0.14999999,1.5,-0.15845588856359913,-15.845588856359912,9.043734,-0.5,2.8650389256661475,10.0,431.62,256,100,0.7584558885635988,100,25,29.87636423110962
0.14999999,1.5,-0.1784284837313474,-18.021276856866088,7.3399167,-0.5,2.7756880005061757,10.0,430.7524752475247,256,101,0.7784284837313471,101,25,30.0702166557312
0.14999999,1.5,-0.17643044432892657,-17.99590532155051,6.5594172,-0.5,0.5746284646844213,10.0,430.46078431372547,256,102,0.7764304443289263,102,25,30.335066080093384
0.14999999,1.5,-0.1641283611686467,-16.90522120037061,8.846522,-0.5,-0.4906841211798968,10.0,431.13592233009706,256,103,0.7641283611686465,103,25,30.668701887130737
0.14999999,1.5,-0.20005311127493422,-20.80552357259316,12.102274,-0.5,4.5003023722225475,10.0,429.8269230769231,256,104,0.8000531112749341,104,25,30.870731830596924
0.14999999,1.5,-0.21613510122871826,-22.69418562901542,8.975882,-0.5,2.488662056422258,10.0,428.8952380952381,256,105,0.816135101228718,105,25,31.078115224838257
0.14999999,1.5,-0.21282339273034478,-22.559279629416547,8.40461,-0.5,0.46509400040112947,10.0,429.4056603773585,256,106,0.8128233927303445,106,25,31.371031999588013
0.14999999,1.5,-0.21175107947322844,-22.657365503635443,9.793609,-0.5,0.6980858742188969,10.0,429.6355140186916,256,107,0.8117510794732281,107,25,31.667579889297485
0.14999999,1.5,-0.2325370913754001,-25.11400586854321,10.208,-0.5,3.0566403649077647,10.0,428.7962962962963,256,108,0.8325370913753998,108,25,31.876007556915283
0.14999999,1.5,-0.28061830349296285,-30.587395080732954,9.436157,-0.5,6.0733892121897455,10.0,427.23853211009174,256,109,0.8806183034929624,109,25,32.089216470718384
0.14999999,1.5,-0.2853702208827509,-31.390724297102597,9.966848,-0.5,1.403329216369642,10.0,426.77272727272725,256,110,0.8853702208827504,110,25,32.38144040107727
0.14999999,1.5,-0.33353667923872493,-37.02257139549847,8.805507,-0.5,6.231847098395871,10.0,425.3063063063063,256,111,0.9335366792387245,111,25,32.58227467536926
0.14999999,1.5,-0.32635188048465624,-36.5514106142815,11.82996,-0.5,0.12883921878303606,10.0,425.9107142857143,256,112,0.926351880484656,112,25,32.86134624481201
0.14999999,1.5,-0.31455842573306253,-35.545102107836065,11.262808,-0.5,-0.40630850644543837,10.0,426.56637168141594,256,113,0.9145584257330622,113,25,33.19162607192993
0.14999999,1.5,-0.3025982791423617,-34.49620382222923,9.886193,-0.5,-0.4488982856068325,10.0,427.2105263157895,256,114,0.9025982791423613,114,25,33.48723888397217
0.14999999,1.5,-0.3500076217280792,-40.250876498729106,11.388487,-0.5,6.35467267649987,10.0,425.7130434782609,255,115,0.9500076217280788,115,25,33.66985583305359
0.14999999,1.5,-0.34588948832783734,-40.123180646029134,8.060505,-0.5,0.4723041473000309,10.0,426.0948275862069,255,116,0.9458894883278371,116,25,33.96891474723816
0.14999999,1.5,-0.36259793410950314,-42.42395829081187,9.246752,-0.5,2.900777644782736,10.0,425.2991452991453,255,117,0.9625979341095029,117,25,34.165958404541016
0.14999999,1.5,-0.3563244576138372,-42.046285998432786,9.053674,-0.5,0.22232770762091647,10.0,425.6864406779661,255,118,0.956324457613837,118,25,34.43396806716919
0.14999999,1.5,-0.3504230393868199,-41.70034168703157,12.152997,-0.5,0.2540556885987846,10.0,425.74789915966386,255,119,0.9504230393868197,119,25,34.728572845458984
0.14999999,1.5,-0.3383562292483174,-40.602747509798085,12.4686775,-0.5,-0.49759417723348454,10.0,426.3333333333333,255,120,0.9383562292483172,120,25,35.034778356552124
0.14999999,1.5,-0.33828881185843,-40.93294623487003,9.085343,-0.5,0.9301987250719481,10.0,426.12396694214874,255,121,0.9382888118584298,121,25,35.32286286354065
0.14999999,1.5,-0.33742989367405546,-41.166447028234764,7.703671,-0.5,0.8335007933647315,10.0,425.91803278688525,255,122,0.9374298936740553,122,25,35.54238796234131
0.14999999,1.5,-0.3457262986129141,-42.524334729388436,11.168941,-0.5,1.957887701153669,10.0,425.4065040650407,255,123,0.9457262986129139,123,25,35.77832627296448
0.14999999,1.5,-0.39049157010966007,-48.42095469359785,10.583395,-0.5,6.49661996420941,10.0,424.0967741935484,255,124,0.9904915701096599,124,25,35.98826217651367
0.14999999,1.5,-0.37821158845964076,-47.2764485574551,6.6378193,-0.5,-0.5445061361427532,10.0,424.704,255,125,0.9782115884596405,125,25,36.30513525009155
0.14999999,1.5,-0.3843883877734132,-48.432936859450066,9.012066,-0.5,1.7564883019949693,10.0,424.27777777777777,255,126,0.984388387773413,126,25,36.53491568565369
0.14999999,1.5,-0.4001347756030686,-50.81711650158971,9.846277,-0.5,2.984179642139642,10.0,423.5748031496063,255,127,1.0001347756030683,127,25,36.774587631225586
0.14999999,1.5,-0.38720370343935956,-49.56207404023802,9.45155,-0.5,-0.6550424613516865,10.0,424.171875,255,128,0.9872037034393593,128,25,37.055415630340576
0.14999999,1.5,-0.4295781135245738,-55.41557664467002,11.603568,-0.5,6.4535026044319945,10.0,422.93798449612405,255,129,1.0295781135245736,129,25,37.24427008628845
0.14999999,1.5,-0.5316200157712095,-69.11060205025724,11.946331,-0.5,14.295025405587225,10.0,421.12307692307695,187,130,1.1316200157712095,130,25,37.42282319068909
0.14999999,1.5,-0.5283973692846893,-69.2200553762943,8.782179,-0.5,0.7094533260370502,10.0,421.00763358778624,187,131,1.1283973692846891,131,25,37.63699984550476
0.14999999,1.5,-0.566142509609147,-74.73081126840741,9.389815,-0.5,6.110755892113107,10.0,419.8030303030303,187,132,1.166142509609147,132,25,37.78151869773865
0.14999999,1.5,-0.556283757105358,-73.98573969501263,7.38361,-0.5,-0.1450715733947764,10.0,420.17293233082705,187,133,1.156283757105358,133,25,38.057276010513306
0.14999999,1.5,-0.5945325833086942,-79.66736616336502,8.49398,-0.5,6.281626468352396,10.0,419.0149253731343,187,134,1.194532583308694,134,25,38.293264389038086
0.14999999,1.5,-0.5939577444688615,-80.18429550329631,6.3311224,-0.5,1.1169293399312914,10.0,418.9925925925926,187,135,1.1939577444688614,135,25,38.55555438995361
0.14999999,1.5,-0.5769235440867668,-78.4616019958003,10.577926,-0.5,-1.1226935074960183,10.0,419.5882352941176,187,136,1.1769235440867667,136,25,38.82637858390808
0.14999999,1.5,-0.6156250451250201,-84.34063118212777,9.351212,-0.5,6.479029186327468,10.0,418.43065693430657,187,137,1.21562504512502,137,25,39.01794695854187
0.14999999,1.5,-0.6162978913544593,-85.04910900691539,8.357383,-0.5,1.3084778247876252,10.0,418.40579710144925,187,138,1.216297891354459,138,25,39.26861596107483
0.14999999,1.5,-0.6265382097248333,-87.08881115175183,7.883296,-0.5,2.6397021448364457,10.0,417.80575539568343,187,139,1.226538209724833,139,25,39.48431873321533
0.14999999,1.5,-0.6146342546198635,-86.0487956467809,10.687675,-0.5,-0.4400155049709177,10.0,418.39285714285717,187,140,1.2146342546198632,140,25,39.753756284713745
