ReturnLastEpisode,Regret,ReturnMean,NumTrajectories,MountainCar_std1_higher,GridSize,AvgEpLen,MountainCar_mu0_higher,MountainCar_std0_higher,Regret/t,ActionIn1,Iteration,TimeElapsed,MinEpLen,MountainCar_mu1_higher
-1.5196491919012503,2.1196491919012503,-1.5196491919012503,1,1.5,25,500.0,-1.0,0.14999999,2.1196491919012503,-11.986649,1,0.1486985683441162,500,-10.0
-2.29516902454042,5.01481821644167,-1.907409108220835,2,1.5,25,500.0,-1.0,0.14999999,2.507409108220835,-5.1231728,2,0.2866525650024414,500,
-0.7779170769375141,6.392735293379184,-1.530911764459728,3,1.5,25,486.0,-1.0,0.14999999,2.130911764459728,8.039588,3,0.40900540351867676,458,10.0
-4.140029364948453,11.132764658327638,-2.1831911645819093,4,1.5,25,489.5,1.0,0.14999999,2.7831911645819094,7.2654805,4,0.5494894981384277,458,5.0
-7.197705747888766,18.930470406216404,-3.1860940812432808,5,1.5,25,491.6,1.0,0.14999999,3.786094081243281,-3.5721216,5,0.7140400409698486,458,-5.0
-6.037948839902692,25.568419246119095,-3.6614032076865164,6,1.5,25,493.0,1.0,0.14999999,4.261403207686516,11.586232,6,0.8795104026794434,458,10.0
-2.754874719716563,28.923293965835658,-3.5318991379765228,7,1.5,25,494.0,1.0,0.14999999,4.131899137976522,-10.767188,7,1.076333999633789,458,-10.0
-6.447007880033276,35.97030184586893,-3.896287730733617,8,1.5,25,494.75,1.0,0.14999999,4.496287730733616,1.5121417,8,1.285186529159546,458,
-0.5384983992739119,37.108800245142845,-3.523200027238094,9,1.5,25,484.44444444444446,-1.0,0.14999999,4.123200027238094,3.8489099,9,1.5850553512573242,402,5.0
-1.2546868853565178,38.96348713049936,-3.2963487130499365,10,1.5,25,486.0,-1.0,0.14999999,3.896348713049936,-3.457192,10,1.7796623706817627,402,-5.0
-0.40770119290544576,39.9711883234048,-3.0337443930368013,11,1.5,25,487.27272727272725,-0.5,0.14999999,3.6337443930368,4.117501,11,2.035167694091797,402,5.0
-0.022590784198218822,40.59377910760302,-2.7828149256335863,12,1.5,25,488.3333333333333,,0.14999999,3.382814925633585,-8.847635,12,2.2629189491271973,402,-10.0
-0.63977322647336,41.83355233407638,-2.617965564159723,13,1.5,25,489.2307692307692,-0.5,0.14999999,3.2179655641597216,-9.256915,13,2.5611732006073,402,-10.0
-0.02083843232115734,42.45439076639754,-2.432456483314111,14,1.5,25,490.0,,0.14999999,3.03245648331411,-9.6038,14,2.897688388824463,402,-10.0
-0.02227563329902454,43.07666639969656,-2.2717777599797717,15,1.5,25,490.6666666666667,,0.14999999,2.871777759979771,-8.784242,15,3.2504332065582275,402,-10.0
-0.3623962556146463,44.03906265531121,-2.1524414159569516,16,1.5,25,491.25,,0.14999999,2.752441415956951,-11.554231,16,3.5270864963531494,402,-10.0
-0.10091960005370583,44.73998225536492,-2.0317636620802904,17,1.5,25,491.7647058823529,,0.14999999,2.6317636620802896,-7.9031696,17,3.897481918334961,402,-10.0
-0.08276619683874945,45.42274845220367,-1.9234860251224266,18,1.5,25,492.22222222222223,,0.14999999,2.523486025122426,-9.522609,18,4.194127559661865,402,-10.0
-0.3565903523402776,46.37933880454395,-1.841017831818103,19,1.5,25,492.63157894736844,,0.14999999,2.4410178318181024,-6.7858467,19,4.467211961746216,402,-10.0
-0.026455330316871483,47.00579413486082,-1.7502897067430414,20,1.5,25,493.0,,0.14999999,2.350289706743041,-13.206276,20,4.770752429962158,402,-10.0
-0.009447301657001255,47.61524143651782,-1.6673924493579917,21,1.5,25,493.3333333333333,,0.14999999,2.2673924493579913,-9.902537,21,5.148457050323486,402,-10.0
-0.025626109740439496,48.24086754625826,-1.5927667066481028,22,1.5,25,493.6363636363636,,0.14999999,2.1927667066481025,-10.631862,22,5.37837553024292,402,-10.0
-0.1047206621462492,48.94558820840451,-1.5280690525393266,23,1.5,25,493.9130434782609,,0.14999999,2.1280690525393267,-11.260381,23,5.677905559539795,402,-10.0
-0.05149780073960823,49.597086009144114,-1.466545250381005,24,1.5,25,494.1666666666667,,0.14999999,2.066545250381005,-8.771391,24,5.914534330368042,402,-10.0
-0.19787649782698696,50.3949625069711,-1.4157985002788445,25,1.5,25,494.4,,0.14999999,2.015798500278844,-6.7189894,25,6.177267789840698,402,-10.0
-0.02042102777718611,51.01538353474828,-1.3621301359518578,26,1.5,25,494.61538461538464,,0.14999999,1.962130135951857,-9.167959,26,6.393612623214722,402,-10.0
-0.010380443224672449,51.62576397797295,-1.3120653325175173,27,1.5,25,494.81481481481484,,0.14999999,1.9120653325175168,-12.145854,27,6.682146787643433,402,-10.0
-0.10331620403408037,52.32908018200703,-1.2688957207859661,28,1.5,25,495.0,,0.14999999,1.8688957207859656,-10.949487,28,6.963035821914673,402,-10.0
-0.11521608674405112,53.04429626875108,-1.229113664439693,29,1.5,25,495.17241379310343,,0.14999999,1.8291136644396926,-10.8993225,29,7.1827123165130615,402,-10.0
-0.12229144908517019,53.76658771783625,-1.1922195905945423,30,1.5,25,495.3333333333333,,0.14999999,1.7922195905945417,-10.628253,30,7.38454794883728,402,-10.0
-0.2233758923006,54.58996361013685,-1.1609665680689312,31,1.5,25,495.48387096774195,,0.14999999,1.7609665680689306,-10.556398,31,7.5922136306762695,402,-10.0
-0.04652036403647134,55.23648397417332,-1.126140124192917,32,1.5,25,495.625,,0.14999999,1.7261401241929162,-7.8584437,32,7.848603248596191,402,-10.0
-0.005337958934745776,55.841821933108065,-1.0921764222153967,33,1.5,25,495.75757575757575,,0.14999999,1.6921764222153959,-10.615128,33,8.131016492843628,402,-10.0
-0.2029584786667323,56.644780411774796,-1.0660229532874947,34,1.5,25,495.88235294117646,,0.14999999,1.666022953287494,-10.894088,34,8.39456844329834,402,-10.0
-0.10474478656485431,57.34952519833965,-1.038557862809705,35,1.5,25,496.0,,0.14999999,1.6385578628097042,-8.881669,35,8.653050184249878,402,-10.0
-0.02967791625655626,57.9792031145962,-1.0105334198498952,36,1.5,25,496.1111111111111,,0.14999999,1.6105334198498946,-9.291244,36,8.965436697006226,402,-10.0
-0.016976465487525096,58.59617958008373,-0.9836805291914528,37,1.5,25,496.2162162162162,,0.14999999,1.5836805291914522,-10.470491,37,9.198948383331299,402,-10.0
-0.0065495048008538635,59.20272908488458,-0.9579665548653843,38,1.5,25,496.3157894736842,,0.14999999,1.5579665548653836,-10.1868925,38,9.480680465698242,402,-10.0
-0.03612071759192752,59.83884980247651,-0.9343294821147828,39,1.5,25,496.4102564102564,,0.14999999,1.5343294821147824,-7.597804,39,9.73935842514038,402,-10.0
2.9195266123224957,57.51932319015401,-0.837983079753851,40,1.5,25,492.35,-0.5,0.14999999,1.4379830797538502,9.511562,40,9.917463302612305,334,10.0
-0.01498904702875178,58.13431223718276,-0.8179100545654339,41,1.5,25,492.5365853658537,,0.14999999,1.4179100545654333,8.978423,41,10.224217653274536,334,10.0
0.1469519256256444,58.58736031155712,-0.7949371502751701,42,1.5,25,491.04761904761904,-0.5,0.14999999,1.3949371502751695,7.8843565,42,10.41411805152893,334,10.0
5.065301557407952,54.122058754149165,-0.6586525291662603,43,1.5,25,486.0,-0.5,0.14999999,1.2586525291662596,10.878691,43,10.545759916305542,274,10.0
6.415144318119811,48.30691443602935,-0.49788441900066777,44,1.5,25,480.77272727272725,-0.5,0.14999999,1.0978844190006671,12.2013445,44,10.690511703491211,256,10.0
0.3476296652864599,48.55928477074289,-0.47909521712762054,45,1.5,25,479.8,-0.5,0.14999999,1.0790952171276198,7.1639485,45,10.92513632774353,256,10.0
1.1314262776167783,48.02785849312611,-0.44408388028535095,46,1.5,25,478.2391304347826,-0.5,0.14999999,1.0440838802853503,8.2740345,46,11.109737634658813,256,10.0
4.541225614468332,44.08663287865778,-0.33801346550335776,47,1.5,25,474.468085106383,-0.5,0.14999999,0.9380134655033571,10.52142,47,11.238264799118042,256,10.0
0.34691460264646634,44.33971827601131,-0.3237441307502364,48,1.5,25,473.7291666666667,-0.5,0.14999999,0.9237441307502356,9.471997,48,11.430126428604126,256,10.0
-0.46947159948535877,45.40918987549667,-0.32671816072442256,49,1.5,25,474.265306122449,-0.5,0.14999999,0.9267181607244219,11.184855,49,11.812348365783691,256,10.0
4.563537276214046,41.445652599282624,-0.2289130519856532,50,1.5,25,470.72,-0.5,0.14999999,0.8289130519856525,10.759998,50,11.968104124069214,256,10.0
1.963165569272114,40.08248703001051,-0.1859311182355009,51,1.5,25,468.11764705882354,-0.5,0.14999999,0.7859311182355002,7.397345,51,12.15464735031128,256,10.0
2.7394553136447626,37.94303171636575,-0.12967368685318814,52,1.5,25,465.5769230769231,-0.5,0.14999999,0.7296736868531876,7.7587795,52,12.467138528823853,256,10.0
0.15636643155908914,38.38666528480666,-0.12427670348691874,53,1.5,25,465.07547169811323,-0.5,0.14999999,0.7242767034869181,8.2389555,53,12.732690572738647,256,10.0
