MountainCar_mu0_higher,TimeElapsed,ReturnLastEpisode,Regret/t,MountainCar_mu1_higher,Regret,MountainCar_std1_higher,ActionIn1,Iteration,MountainCar_std0_higher,NumTrajectories,MinEpLen,AvgEpLen,ReturnMean,GridSize
1.0,13.732163429260254,-4.777303423175686,7.7299712451669,-4.736842,286.0089360711753,1.5,-4.207333,37,0.14999999,37,341,926.4054054054054,-2.729971245166901,400
0.05263158,14.057974576950073,-0.028785052634587294,7.658887397994997,-5.7894735,291.0377211238099,1.5,-5.923734,38,0.14999999,38,341,928.3157894736842,-2.658887397994998,400
-0.2631579,14.38647198677063,-0.33811226398958777,7.59938034327691,-8.947369,296.3758333877995,1.5,-6.8083305,39,0.14999999,39,341,930.1282051282051,-2.5993803432769105,400
-0.36842105,14.71644401550293,-0.21258715821665458,7.5397105136504035,-4.736842,301.58842054601615,1.5,-5.0937,40,0.14999999,40,341,931.85,-2.539710513650404,400
-0.05263158,14.965659856796265,0.11537224450021999,7.474952397597949,8.947369,306.4730483015159,1.5,7.8731604,41,0.14999999,41,341,924.8048780487804,-2.4749523975979497,400
-1.0,15.292572975158691,-2.688356655672656,7.480033451361632,7.894737,314.16140495718855,1.5,5.279093,42,0.14999999,42,341,924.0,-2.4800334513616327,400
-0.47368422,15.43022084236145,6.342852183083977,7.274850064514059,8.947369,312.81855277410455,1.5,9.852375,43,0.14999999,43,259,908.5348837209302,-2.2748500645140606,400
-0.36842105,15.59170651435852,6.77013920323478,7.069282126610676,10.0,311.04841357086974,1.5,12.332923,44,0.14999999,44,257,893.7272727272727,-2.069282126610678,400
-0.2631579,15.771397352218628,1.8389204064061224,6.9824331814325244,10.0,314.2094931644636,1.5,7.4007907,45,0.14999999,45,257,882.2666666666667,-1.982433181432527,400
-0.57894737,15.948377132415771,0.8628337073234832,6.920579553416089,10.0,318.3466594571401,1.5,8.195087,46,0.14999999,46,257,872.0652173913044,-1.9205795534160917,400
1.0,16.27983570098877,-11.74585193210341,7.129627901898798,8.947369,335.0925113892435,1.5,10.968788,47,0.14999999,47,257,874.7659574468086,-2.1296279018988007,400
-0.2631579,16.44094753265381,1.988480118582435,7.043833984805438,8.947369,338.10403127066104,1.5,8.656208,48,0.14999999,48,257,864.3125,-2.0438339848054414,400
0.57894737,16.772076845169067,-2.0755967217517246,7.0444822039267905,7.894737,345.17962799241275,1.5,10.15854,49,0.14999999,49,257,867.0612244897959,-2.044482203926794,400
-0.68421054,16.934797525405884,1.7678821773799935,6.968234916300656,8.947369,348.41174581503276,1.5,9.523156,50,0.14999999,50,257,857.0,-1.9682349163006585,400
0.68421054,17.28652310371399,-0.7432535470607855,6.944215673766539,8.947369,354.1549993620935,1.5,7.5289245,51,0.14999999,51,257,859.7843137254902,-1.9442156737665435,400
0.36842105,17.712260961532593,-0.4855006385556446,6.916163461550946,8.947369,359.6405000006492,1.5,7.5745687,52,0.14999999,52,257,862.4615384615385,-1.9161634615509493,400
-0.36842105,17.900386571884155,0.45425595472152713,6.871438566904295,10.0,364.18624404592765,1.5,8.370534,53,0.14999999,53,257,854.4528301886793,-1.8714385669042988,400
-0.47368422,18.099299430847168,0.6854616149500041,6.824088563536623,8.947369,368.50078243097767,1.5,7.1586666,54,0.14999999,54,257,846.074074074074,-1.8240885635366266,400
-0.36842105,18.29415273666382,1.084600338096512,6.771203310779658,10.0,372.4161820928812,1.5,7.973859,55,0.14999999,55,257,838.0727272727273,-1.7712033107796605,400
-0.47368422,18.521492958068848,0.2267107744161987,6.735526273544018,8.947369,377.189471318465,1.5,7.1761503,56,0.14999999,56,257,831.6964285714286,-1.73552627354402,400
-0.36842105,18.693116664886475,2.1170459687671155,6.667937286836805,10.0,380.0724253496979,1.5,11.403217,57,0.14999999,57,257,823.6140350877193,-1.6679372868368072,400
-0.36842105,18.97450280189514,4.498938691039463,6.561611838942386,10.0,380.5734866586584,1.5,11.616642,58,0.14999999,58,257,814.448275862069,-1.5616118389423885,400
-0.36842105,19.24631142616272,4.349441737996801,6.461424490180705,10.0,381.2240449206616,1.5,8.702029,59,0.14999999,59,257,805.8305084745763,-1.4614244901807074,400
-0.36842105,19.481542348861694,0.504855545585963,6.4286531562512605,10.0,385.71918937507564,1.5,11.71999,60,0.14999999,60,257,800.9333333333333,-1.4286531562512628,400
-0.36842105,19.615375995635986,4.429342287047381,6.332620444066037,10.0,386.28984708802824,1.5,10.602435,61,0.14999999,61,257,792.7868852459017,-1.3326204440660392,400
-0.36842105,19.77425503730774,6.329659853869314,6.2090352779703055,10.0,384.9601872341589,1.5,9.415224,62,0.14999999,62,257,784.241935483871,-1.2090352779703077,400
-0.36842105,19.93967294692993,2.656690856147546,6.147674545682721,10.0,387.3034963780114,1.5,7.892313,63,0.14999999,63,257,777.1587301587301,-1.1476745456827226,400
-0.36842105,20.218718767166138,-0.5722492213449215,6.1386835249899425,10.0,392.8757455993563,1.5,9.347654,64,0.14999999,64,257,776.765625,-1.1386835249899445,400
-0.36842105,20.505078315734863,-0.2971366567077286,6.125736650093293,10.0,398.17288225606404,1.5,10.330149,65,0.14999999,65,257,777.123076923077,-1.125736650093295,400
-0.36842105,20.658941507339478,6.416418831178865,6.011461567043715,10.0,396.75646342488517,1.5,9.104122,66,0.14999999,66,257,769.3030303030303,-1.011461567043717,400
-0.36842105,20.87443971633911,0.4373685182790147,5.989837237412032,10.0,401.31909490660615,1.5,9.765442,67,0.14999999,67,257,764.2835820895523,-0.9898372374120344,400
-0.36842105,21.06656265258789,1.1155613598923155,5.958875493334027,10.0,405.20353354671386,1.5,9.051237,68,0.14999999,68,257,758.9852941176471,-0.9588754933340294,400
-0.36842105,21.231071949005127,4.118559169116555,5.885289483733294,10.0,406.0849743775973,1.5,9.481885,69,0.14999999,69,257,752.4782608695652,-0.8852894837332963,400
-0.36842105,21.416606426239014,2.053622392050829,5.8433050283649495,10.0,409.03135198554645,1.5,9.058301,70,0.14999999,70,257,747.1714285714286,-0.8433050283649517,400
-0.36842105,21.582407236099243,6.326449116262008,5.742322575623725,10.0,407.70490286928447,1.5,10.084443,71,0.14999999,71,257,740.3239436619718,-0.7423225756237269,400
-0.36842105,21.83986210823059,0.866838831597208,5.719973111634546,10.0,411.8380640376873,1.5,8.885189,72,0.14999999,72,257,736.2222222222222,-0.7199731116345472,400
-0.36842105,22.012612342834473,6.33611810797221,5.623314327804316,10.0,410.5019459297151,1.5,10.314723,73,0.14999999,73,257,729.7671232876712,-0.6233143278043177,400
-0.36842105,22.220597982406616,2.9412273799553392,5.575144845267023,10.0,412.5607185497597,1.5,10.713846,74,0.14999999,74,257,724.4324324324324,-0.575144845267025,400
-0.36842105,22.45790123939514,0.12597528208486902,5.565796576902331,10.0,417.43474326767483,1.5,8.553632,75,0.14999999,75,257,722.1466666666666,-0.5657965769023332,400
-0.36842105,22.73445701599121,0.09269318624070255,5.557132237913607,10.0,422.34205008143414,1.5,8.0516615,76,0.14999999,76,257,718.8684210526316,-0.557132237913609,400
-0.36842105,22.900871992111206,2.8955675502776175,5.51229198092411,10.0,424.4464825311565,1.5,10.207262,77,0.14999999,77,257,713.8441558441558,-0.5122919809241125,400
-0.36842105,23.07173728942871,1.7022837297913764,5.483899984632886,10.0,427.74419880136514,1.5,7.9534206,78,0.14999999,78,257,709.4102564102565,-0.48389998463288836,400
-0.36842105,23.248457193374634,2.093307618277257,5.451277103583391,10.0,430.6508911830879,1.5,9.320718,79,0.14999999,79,257,705.2151898734177,-0.45127710358339285,400
-0.36842105,23.587219715118408,-0.8560398952848599,5.45633663847966,10.0,436.50693107837276,1.5,8.586909,80,0.14999999,80,257,708.3,-0.45633663847966116,400
-0.36842105,23.774340629577637,2.655635726088046,5.417917226571416,10.0,438.8512953522847,1.5,7.5990553,81,0.14999999,81,257,703.7407407407408,-0.4179172265714179,400
-0.36842105,23.992348432540894,0.5845291799867254,5.405692270393878,10.0,443.266766172298,1.5,9.028737,82,0.14999999,82,257,700.560975609756,-0.4056922703938796,400
-0.36842105,24.16719698905945,2.7842933657273266,5.3672587085128995,10.0,445.4824728065707,1.5,8.416241,83,0.14999999,83,257,696.2409638554217,-0.3672587085129012,400
-0.36842105,24.37145185470581,1.3304826584574583,5.347047501763252,10.0,449.1519901481132,1.5,10.560782,84,0.14999999,84,257,692.7619047619048,-0.34704750176325405,400
-0.36842105,24.655813217163086,-0.3239412730173986,5.346775663778007,10.0,454.4759314211306,1.5,9.869706,85,0.14999999,85,257,692.2352941176471,-0.3467756637780087,400
-0.47368422,24.981712341308594,-0.29112776486026676,5.346128595185941,8.947369,459.7670591859909,1.5,6.837057,86,0.14999999,86,257,694.5581395348837,-0.34612859518594197,400
-0.8947368,25.194074869155884,-0.14838194505777902,5.343855645184467,8.947369,464.9154411310487,1.5,7.300871,87,0.14999999,87,257,691.9655172413793,-0.3438556451844688,400
-0.36842105,25.398847341537476,0.7484821131387603,5.331442716112613,10.0,469.1669590179099,1.5,9.203566,88,0.14999999,88,257,689.3636363636364,-0.33144271611261394,400
-0.36842105,25.62270498275757,0.7122451283262693,5.319715886399816,10.0,473.4547138895836,1.5,9.7235775,89,0.14999999,89,257,686.2022471910112,-0.3197158863998175,400
-0.36842105,25.90764594078064,0.1418172978583846,5.314587739908058,10.0,478.31289659172523,1.5,11.508884,90,0.14999999,90,257,684.6666666666666,-0.3145877399080597,400
-0.36842105,26.110557317733765,2.885429846992737,5.279422711480577,10.0,480.4274667447325,1.5,10.874754,91,0.14999999,91,257,680.7472527472528,-0.27942271148057846,400
-0.36842105,26.244061708450317,6.541331185788524,5.205284082162435,10.0,478.886135558944,1.5,9.792472,92,0.14999999,92,257,676.1847826086956,-0.205284082162436,400
-0.36842105,26.425297021865845,6.481437534049522,5.133383849730048,10.0,477.40469802489446,1.5,11.060737,93,0.14999999,93,257,671.763440860215,-0.13338384973004935,400
-0.36842105,26.61807417869568,1.342953295143936,5.117678135422878,10.0,481.0617447297505,1.5,10.475616,94,0.14999999,94,257,668.9468085106383,-0.11767813542287929,400
-0.36842105,26.894110441207886,0.010332348448885587,5.11633065664528,10.0,486.0514123813016,1.5,7.3031316,95,0.14999999,95,257,668.1473684210526,-0.11633065664528176,400
-0.36842105,27.058757781982422,4.480549116960893,5.068446492336882,10.0,486.5708632643407,1.5,10.316588,96,0.14999999,96,257,664.34375,-0.06844649233688412,400
-0.36842105,27.307628870010376,0.048478615119001534,5.067241078857956,10.0,491.5223846492217,1.5,7.962364,97,0.14999999,97,257,663.1958762886597,-0.06724107885795745,400
-0.36842105,27.50514817237854,2.0238372741845554,5.045903544643236,10.0,494.49854737503716,1.5,9.698417,98,0.14999999,98,257,660.2755102040817,-0.04590354464323794,400
-0.36842105,27.980359315872192,-0.10041847576071324,5.04645420051311,10.0,499.59896585079787,1.5,8.214519,99,0.14999999,99,257,663.6969696969697,-0.04645420051311142,400
-0.36842105,28.179107189178467,0.9807574161068477,5.03618208434691,10.0,503.61820843469104,1.5,9.175312,100,0.14999999,100,257,661.31,-0.03618208434691183,400
-0.36842105,28.395323276519775,1.180533194553425,5.0241353984172035,10.0,507.4376752401376,1.5,7.4714956,101,0.14999999,101,257,658.980198019802,-0.024135398417205526,400
-0.36842105,28.67796492576599,-0.14470710091528138,5.02531747393189,10.0,512.5823823410528,1.5,6.690996,102,0.14999999,102,257,657.343137254902,-0.025317473931892546,400
-0.36842105,28.936686515808105,-0.043749456779493906,5.025496425221673,10.0,517.6261317978324,1.5,8.978101,103,0.14999999,103,257,656.7961165048544,-0.02549642522167508,400
-0.36842105,29.11399531364441,4.480100775805793,4.9821733752117945,10.0,518.1460310220266,1.5,12.233853,104,0.14999999,104,257,653.3461538461538,0.01782662478820442,400
-0.36842105,29.262716054916382,2.7089658393033007,4.956543477930698,10.0,520.4370651827232,1.5,9.107461,105,0.14999999,105,257,650.3238095238095,0.04345652206930058,400
-0.36842105,29.47929334640503,0.23623504504958182,4.954724812619562,10.0,525.2008301376736,1.5,8.536188,106,0.14999999,106,257,649.4622641509434,0.0452751873804353,400
-0.36842105,29.665395975112915,2.121194142073358,4.93532370089346,10.0,528.0796359956003,1.5,9.925187,107,0.14999999,107,257,646.8971962616822,0.06467629910653738,400
-0.36842105,29.879017114639282,1.4012907119163065,4.922947641515592,10.0,531.6783452836839,1.5,10.339579,108,0.14999999,108,257,644.7592592592592,0.07705235848440563,400
-0.36842105,30.061562538146973,2.430841652183512,4.9013532443256915,10.0,534.2475036315004,1.5,9.567736,109,0.14999999,109,257,641.8990825688073,0.09864675567430568,400
-0.36842105,30.235096216201782,4.495777718698529,4.861379326480018,10.0,534.7517259128019,1.5,10.098428,110,0.14999999,110,257,638.7636363636364,0.13862067351998042,400
-0.36842105,30.42349100112915,2.579952406854706,4.839385346900426,10.0,537.1717735059473,1.5,8.937086,111,0.14999999,111,257,636.0990990990991,0.16061465309957257,400
-0.36842105,30.690619230270386,0.1304948545250597,4.839654273673412,10.0,542.0412786514222,1.5,11.961538,112,0.14999999,112,257,635.3035714285714,0.16034572632658586,400
-0.36842105,30.930304288864136,0.3567491402805082,4.837916190364086,10.0,546.6845295111417,1.5,11.394387,113,0.14999999,113,257,634.2300884955753,0.16208380963591262,400
-0.36842105,31.14961838722229,0.8945245790356435,4.831491271334263,10.0,550.7900049321061,1.5,10.017772,114,0.14999999,114,257,632.561403508772,0.1685087286657348,400
-0.36842105,31.34269428253174,6.308578322973701,4.7780993618185414,10.0,549.4814266091323,1.5,11.520065,115,0.14999999,115,257,629.3304347826087,0.22190063818145625,400
-0.36842105,31.61134433746338,1.9949613520566238,4.762814355664445,10.0,552.4864652570757,1.5,8.192083,116,0.14999999,116,257,627.1724137931035,0.23718564433555253,400
-0.36842105,31.80034351348877,1.156776265410727,4.7549546067663675,10.0,556.329688991665,1.5,9.37833,117,0.14999999,117,257,625.3589743589744,0.24504539323363095,400
-0.36842105,32.066824436187744,0.027547824175755964,4.756797806504146,10.0,561.3021411674893,1.5,9.185253,118,0.14999999,118,257,624.7033898305085,0.24320219349585234,400
-0.36842105,32.26202034950256,1.8709850252498659,4.743118959178482,10.0,564.4311561422394,1.5,12.284576,119,0.14999999,119,257,622.4957983193277,0.2568810408215163,400
-0.36842105,32.474950075149536,1.7130804958434613,4.730983963719966,10.0,567.718075646396,1.5,12.600257,120,0.14999999,120,257,620.35,0.26901603628003257,400
-0.36842105,32.66305899620056,1.1799794407958741,4.7234553405421495,10.0,571.5380962056001,1.5,9.216923,121,0.14999999,121,257,618.5785123966942,0.27654465945784945,400
-0.36842105,32.946337938308716,0.17881503780503982,4.724256403014714,10.0,576.3592811677951,1.5,7.83525,122,0.14999999,122,257,617.4344262295082,0.2757435969852854,400
-0.36842105,33.17947459220886,2.0043741927835725,4.710202495731801,10.0,579.3549069750115,1.5,11.30052,123,0.14999999,123,257,615.4065040650406,0.2897975042681983,400
-0.36842105,33.34695291519165,2.791718037601756,4.690025717237176,10.0,581.5631889374098,1.5,10.714973,124,0.14999999,124,257,613.1935483870968,0.30997428276282374,400
-0.36842105,33.60503911972046,-0.09685957293998965,4.693280388082798,10.0,586.6600485103497,1.5,6.769398,125,0.14999999,125,257,613.152,0.3067196119172012,400
-0.36842105,33.77738165855408,4.343297311263692,4.661244057135604,10.0,587.3167511990861,1.5,9.143645,126,0.14999999,126,257,610.6984126984127,0.3387559428643956,400
-0.36842105,33.98192310333252,1.1844402539127157,4.654585125552546,10.0,591.1323109451733,1.5,9.977856,127,0.14999999,127,257,609.2047244094488,0.3454148744474533,400
-0.36842105,34.254586696624756,-0.11807856429525437,4.658206168042724,10.0,596.2503895094686,1.5,9.583129,128,0.14999999,128,257,609.0078125,0.34179383195727586,400
-0.36842105,34.44268178939819,3.0347211100311156,4.637330762786338,10.0,598.2156683994375,1.5,11.7351465,129,0.14999999,129,257,606.8914728682171,0.36266923721366223,400
-0.36842105,34.58885169029236,13.037671639476441,4.539830744307393,10.0,590.177996759961,1.5,12.07791,130,0.14999999,130,198,603.7461538461539,0.4601692556926067,400
-0.36842105,34.83034157752991,1.0588834632399449,4.535260406845199,10.0,594.1191132967211,1.5,8.913758,131,0.14999999,131,198,602.236641221374,0.46473959315480007,400
-0.36842105,35.00353407859802,6.419098020365525,4.490151630881482,10.0,592.7000152763557,1.5,9.521394,132,0.14999999,132,198,599.6666666666666,0.5098483691185177,400
-0.36842105,35.24722075462341,-0.30021093949659355,4.496242302374829,10.0,598.0002262158522,1.5,7.5151887,133,0.14999999,133,198,599.2706766917294,0.5037576976251711,400
-0.36842105,35.42240881919861,2.468868983153831,4.481577292781331,10.0,600.5313572326984,1.5,8.62556,134,0.14999999,134,198,597.4104477611941,0.5184227072186685,400
-0.36842105,35.65363645553589,0.4561914024920169,4.482038265408936,10.0,605.0751658302064,1.5,6.4627013,135,0.14999999,135,198,596.6814814814815,0.5179617345910635,400
-0.36842105,35.892749547958374,-0.48772642716706877,4.489433031304217,10.0,610.5628922573735,1.5,10.709504,136,0.14999999,136,198,596.4926470588235,0.5105669686957831,400
-0.36842105,36.05616617202759,6.097527448749339,4.448652297873169,10.0,609.4653648086241,1.5,9.482791,137,0.14999999,137,198,594.1167883211679,0.551347702126831,400
-0.36842105,36.287227392196655,1.3577976854408798,4.442808457414372,10.0,613.1075671231832,1.5,8.488961,138,0.14999999,138,198,592.8695652173913,0.5571915425856285,400
-0.36842105,36.480915784835815,1.0638058951090728,4.43916374984226,10.0,617.0437612280741,1.5,8.014874,139,0.14999999,139,198,591.5611510791367,0.5608362501577396,400
-0.36842105,36.791216135025024,-0.1810211784946283,4.4444627314754905,10.0,622.2247824065687,1.5,10.819255,140,0.14999999,140,198,593.3142857142857,0.5555372685245085,400
-0.36842105,37.022507429122925,0.3455418613253373,4.445952060604562,10.0,626.8792405452433,1.5,8.011026,141,0.14999999,141,198,592.8156028368794,0.5540479393954363,400
-0.36842105,37.217392444610596,0.7742608428747226,4.444401265509638,10.0,631.1049797023686,1.5,11.877798,142,0.14999999,142,198,591.7323943661971,0.5555987344903609,400
-0.36842105,37.44518780708313,0.40879902102708987,4.445427836932458,10.0,635.6961806813415,1.5,9.085647,143,0.14999999,143,198,591.2307692307693,0.5545721630675409,400
-0.36842105,37.72306966781616,0.36644102919405835,4.4467343031399125,10.0,640.3297396521474,1.5,7.2361264,144,0.14999999,144,198,590.6111111111111,0.5532656968600862,400
-0.36842105,37.896111726760864,6.3886799614471865,4.406490066832415,10.0,638.9410596907002,1.5,11.536322,145,0.14999999,145,198,588.3310344827586,0.5935099331675834,400
-0.36842105,38.19713640213013,6.512660610403382,4.365947938906142,10.0,637.4283990802968,1.5,11.341869,146,0.14999999,146,198,586.082191780822,0.634052061093856,400
-0.36842105,38.42183303833008,0.3771762240011215,4.3676953935802425,10.0,642.0512228562957,1.5,10.32829,147,0.14999999,147,198,585.3945578231293,0.6323046064197557,400
-0.36842105,38.608134508132935,1.8468842988519172,4.359488774036782,10.0,645.2043385574437,1.5,10.2868185,148,0.14999999,148,198,583.8986486486486,0.6405112259632163,400
-0.36842105,38.7681770324707,4.585782845614673,4.333010441018987,10.0,645.6185557118291,1.5,12.301994,149,0.14999999,149,198,581.9664429530201,0.6669895589810113,400
-0.36842105,39.05789375305176,-0.4290490495808012,4.340317365076066,10.0,651.04760476141,1.5,5.9991903,150,0.14999999,150,198,581.9866666666667,0.6596826349239325,400
-0.36842105,39.28176522254944,0.839874244203425,4.339124043160308,10.0,655.2077305172065,1.5,13.78152,151,0.14999999,151,198,581.1059602649007,0.6608759568396908,400
-0.36842105,39.47323179244995,2.634055301679899,4.326142600102148,10.0,657.5736752155266,1.5,13.512879,152,0.14999999,152,198,579.546052631579,0.6738573998978501,400
-0.36842105,39.63761758804321,6.631312980188724,4.287204981930313,10.0,655.9423622353379,1.5,12.446831,153,0.14999999,153,198,577.4836601307189,0.7127950180696858,400
-0.36842105,39.83367133140564,3.0004590012141827,4.272350021000803,10.0,657.9419032341237,1.5,10.042124,154,0.14999999,154,198,575.9350649350649,0.7276499789991956,400
-0.36842105,40.16273474693298,0.07611728121876847,4.276553457760677,10.0,662.865785952905,1.5,8.711111,155,0.14999999,155,198,576.3677419354839,0.7234465422393218,400
-0.36842105,40.40992593765259,1.077506989550398,4.274283839508683,10.0,666.7882789633545,1.5,8.674944,156,0.14999999,156,198,575.275641025641,0.7257161604913159,400
-0.36842105,40.66781425476074,0.04969116345495317,4.278589731209551,10.0,671.7385877998995,1.5,8.350414,157,0.14999999,157,198,574.8726114649681,0.7214102687904473,400
-0.36842105,40.910351276397705,0.9741990398267985,4.276989802278941,10.0,675.7643887600727,1.5,11.075125,158,0.14999999,158,198,574.0822784810126,0.7230101977210572,400
-0.36842105,41.13436937332153,2.178254029674795,4.267837325348415,10.0,678.5861347303979,1.5,13.35481,159,0.14999999,159,198,572.7924528301887,0.7321626746515838,400
-0.36842105,41.311439514160156,6.619611341760219,4.231040771178986,10.0,676.9665233886377,1.5,11.23277,160,0.14999999,160,198,570.81875,0.7689592288210128,400
-0.36842105,41.461326360702515,6.564451146896801,4.195043926967335,10.0,675.4020722417409,1.5,11.695303,161,0.14999999,161,198,568.888198757764,0.8049560730326637,400
