GridSize,AvgEpLen,MountainCar_std1_higher,NumTrajectories,MountainCar_std0_higher,ActionIn1,Regret,MountainCar_mu1_higher,TimeElapsed,Iteration,MountainCar_mu0_higher,MinEpLen,ReturnLastEpisode,Regret/t,ReturnMean
400,849.8541666666666,1.5,48,0.14999999,9.077261,120.70234629827071,10.0,15.953991413116455,48,-0.8947368,251,1.508829094289203,2.5146322145473063,-1.9146322145473056
400,842.6122448979592,1.5,49,0.14999999,10.790119,122.03772630487244,10.0,16.17000722885132,49,-0.8947368,251,-0.7353800066017193,2.4905658429565802,-1.8905658429565793
400,830.9,1.5,50,0.14999999,10.365261,116.85067764198669,10.0,16.31746792793274,50,-0.8947368,251,5.7870486628857485,2.3370135528397338,-1.7370135528397328
400,819.5882352941177,1.5,51,0.14999999,7.0026083,112.40494075238718,10.0,16.470890522003174,51,-0.8947368,251,5.045736889599519,2.2040184461252386,-1.6040184461252374
400,810.0961538461538,1.5,52,0.14999999,7.3640428,110.9210723799117,10.0,16.644294023513794,52,-0.8947368,251,2.0838683724754707,2.1330975457675327,-1.5330975457675318
400,802.188679245283,1.5,53,0.14999999,7.8442183,111.98766288702139,10.0,16.85733151435852,53,-0.8947368,251,-0.46659050710968053,2.1129747714532336,-1.5129747714532327
400,796.0,1.5,54,0.14999999,7.7902455,114.03064550003698,10.0,17.109580278396606,54,-0.8947368,251,-1.4429826130156012,2.1116786203710554,-1.5116786203710544
400,786.1454545454545,1.5,55,0.14999999,7.447543,109.18169645258364,10.0,17.2941415309906,55,-0.8947368,251,5.448949047453349,1.9851217536833388,-1.3851217536833378
400,778.1607142857143,1.5,56,0.14999999,7.807729,108.42977182697834,10.0,17.517431020736694,56,-0.8947368,251,1.3519246256053006,1.9362459254817561,-1.336245925481755
400,779.7368421052631,1.5,57,0.14999999,10.876902,110.41780753567025,10.0,17.927608013153076,57,-0.8947368,251,-1.3880357086919146,1.9371545181696534,-1.3371545181696525
400,772.9137931034483,1.5,58,0.14999999,11.090326,111.12148763962458,10.0,18.108179807662964,58,-0.8947368,251,-0.10368010395432492,1.9158877179245617,-1.3158877179245605
400,764.1525423728814,1.5,59,0.14999999,8.175714,105.66987061492316,10.0,18.2363543510437,59,-0.8947368,251,6.051617024701418,1.7910147561851382,-1.1910147561851372
400,759.8833333333333,1.5,60,0.14999999,11.193674,106.1116446386257,10.0,18.47511601448059,60,-0.8947368,251,0.15822597629745266,1.7685274106437618,-1.1685274106437606
400,762.360655737705,1.5,61,0.14999999,10.076119,107.92296963656804,10.0,18.793350219726562,61,-0.8947368,251,-1.2113249979423395,1.7692290104355417,-1.1692290104355405
400,758.483870967742,1.5,62,0.14999999,8.888908,110.08220471435705,10.0,19.009950637817383,62,-0.8947368,251,-1.5592350777890085,1.7755194308767266,-1.1755194308767256
400,751.7460317460317,1.5,63,0.14999999,7.3659973,109.56745074934041,10.0,19.163139581680298,63,-0.8947368,251,1.1147539650166447,1.7391658849101652,-1.1391658849101642
400,746.03125,1.5,64,0.14999999,8.821339,110.28692460795307,10.0,19.357868909835815,64,-0.8947368,251,-0.11947385861265936,1.7232331969992667,-1.1232331969992657
400,741.1384615384616,1.5,65,0.14999999,9.803833,111.19901573715674,10.0,19.556925535202026,65,-0.8947368,251,-0.31209112920367743,1.7107540882639498,-1.110754088263949
400,734.7575757575758,1.5,66,0.14999999,8.577806,110.13360428840069,10.0,19.733227729797363,66,-0.8947368,251,1.6654114487560538,1.668690974066677,-1.0686909740666761
400,728.5820895522388,1.5,67,0.14999999,9.239126,109.51888341891562,10.0,19.88064169883728,67,-0.8947368,251,1.2147208694850669,1.6346102002823226,-1.0346102002823219
400,722.6323529411765,1.5,68,0.14999999,8.524921,108.48152469235818,10.0,20.050318479537964,68,-0.8947368,251,1.6373587265574399,1.5953165395935027,-0.9953165395935019
400,718.8405797101449,1.5,69,0.14999999,8.955569,109.60016635113968,10.0,20.25417447090149,69,-0.8947368,251,-0.5186416587814986,1.5884082079875315,-0.9884082079875308
400,713.3,1.5,70,0.14999999,8.531985,107.89610497272255,10.0,20.44091033935547,70,-0.8947368,251,2.304061378417127,1.5413729281817508,-0.94137292818175
400,706.7746478873239,1.5,71,0.14999999,9.558127,102.8323493820146,10.0,20.58351230621338,71,-0.8947368,250,5.663755590707957,1.448342949042459,-0.8483429490424583
400,701.4722222222222,1.5,72,0.14999999,8.358873,101.16698817633261,10.0,20.75245475769043,72,-0.8947368,250,2.2653612056819967,1.4050970580046196,-0.8050970580046186
400,700.054794520548,1.5,73,0.14999999,9.788407,103.15154991281766,10.0,20.997851371765137,73,-0.8947368,250,-1.3845617364850484,1.4130349303125707,-0.8130349303125697
400,698.1351351351351,1.5,74,0.14999999,10.1875305,105.12647573990527,10.0,21.205097675323486,74,-0.8947368,250,-1.3749258270876135,1.4206280505392606,-0.8206280505392595
400,694.52,1.5,75,0.14999999,8.027316,105.8171583856454,10.0,21.455424308776855,75,-0.8947368,250,-0.09068264574012996,1.4108954451419387,-0.8108954451419378
400,696.2631578947369,1.5,76,0.14999999,7.525346,108.60906852027577,10.0,21.911116361618042,76,-0.8947368,250,-2.1919101346303758,1.4290666910562602,-0.8290666910562594
400,693.6363636363636,1.5,77,0.14999999,9.680946,110.44177168003658,10.0,22.186466693878174,77,-0.8947368,250,-1.232703159760812,1.4343087231173581,-0.8343087231173574
400,690.7179487179487,1.5,78,0.14999999,7.427105,112.52329153231318,10.0,22.504080533981323,78,-0.8947368,250,-1.4815198522765933,1.4426063016963229,-0.842606301696322
400,690.9620253164557,1.5,79,0.14999999,8.794402,114.04660297833543,10.0,22.878120183944702,79,-0.8947368,250,-0.9233114460222493,1.4436278858017142,-0.8436278858017136
400,686.4375,1.5,80,0.14999999,8.060594,113.92634720883913,10.0,23.11845374107361,80,-0.8947368,250,0.7202557694962977,1.4240793401104892,-0.8240793401104884
400,682.8148148148148,1.5,81,0.14999999,7.0727396,114.6312241727633,10.0,23.30330204963684,81,-0.8947368,250,-0.10487696392416401,1.4152002984291765,-0.8152002984291759
400,677.6463414634146,1.5,82,0.14999999,8.502421,110.48226906554163,10.0,23.469428539276123,82,-0.8947368,250,4.748955107221669,1.3473447447017273,-0.7473447447017265
400,673.4698795180723,1.5,83,0.14999999,7.8899245,109.26903307234936,10.0,23.62750005722046,83,-0.8947368,250,1.8132359931922695,1.316494374365655,-0.7164943743656543
400,669.3214285714286,1.5,84,0.14999999,10.034467,107.93253122976827,10.0,23.810365676879883,84,-0.8947368,250,1.936501842581085,1.2849110860686699,-0.6849110860686692
400,665.2235294117647,1.5,85,0.14999999,9.34339,106.6531425180127,10.0,24.169330835342407,85,-0.8947368,250,1.8793887117555679,1.2547428531530906,-0.65474285315309
400,662.1046511627907,1.5,86,0.14999999,7.468635,106.74427511706521,10.0,24.368876695632935,86,-0.8947368,250,0.5088674009474841,1.2412125013612234,-0.6412125013612229
400,661.0459770114943,1.5,87,0.14999999,8.353502,107.99998639562286,10.0,24.61060094833374,87,-0.8947368,250,-0.6557112785576367,1.2413791539726764,-0.6413791539726759
400,656.4886363636364,1.5,88,0.14999999,8.67725,102.67055033240942,10.0,24.77397394180298,88,-0.8947368,250,5.929436063213439,1.1667107992319252,-0.5667107992319246
400,656.0898876404494,1.5,89,0.14999999,9.197262,105.37945552640727,10.0,25.17324447631836,89,-0.8947368,250,-2.108905193997854,1.1840388261394075,-0.5840388261394069
400,656.5555555555555,1.5,90,0.14999999,10.982569,107.30106555171656,10.0,25.529587745666504,90,-0.8947368,250,-1.321610025309292,1.1922340616857396,-0.592234061685739
400,652.0879120879121,1.5,91,0.14999999,10.348438,102.23273272014856,10.0,25.67608904838562,91,-0.8947368,250,5.668332831567993,1.123436623298336,-0.5234366232983354
400,648.5108695652174,1.5,92,0.14999999,9.266156,101.16639293959854,10.0,25.82324767112732,92,-0.8947368,250,1.6663397805500275,1.0996347058652014,-0.499634705865201
400,645.763440860215,1.5,93,0.14999999,10.53442,101.48417259614892,10.0,26.01479721069336,93,-0.8947368,250,0.2822203434496182,1.091227662324182,-0.49122766232418147
400,640.8723404255319,1.5,94,0.14999999,9.9493,88.4191674767788,10.0,26.117738246917725,94,-0.8947368,186,13.665005119370132,0.9406294412423276,-0.3406294412423271
400,638.3052631578947,1.5,95,0.14999999,6.776816,88.75833779893945,10.0,26.334416151046753,95,-0.8947368,186,0.26082967783934996,0.9342982926204153,-0.3342982926204147
400,636.125,1.5,96,0.14999999,9.790273,89.33697128744728,10.0,26.498629570007324,96,-0.8947368,186,0.021366511492161067,0.9305934509109092,-0.3305934509109087
400,634.7525773195877,1.5,97,0.14999999,7.4360485,90.89739302793981,10.0,26.70154070854187,97,-0.8947368,186,-0.9604217404925307,0.9370865260612352,-0.33708652606123474
400,632.0,1.5,98,0.14999999,9.277364,89.97108334080403,10.0,26.902806520462036,98,-0.7894737,186,1.5263096871357904,0.9180722789877962,-0.3180722789877957
400,630.7575757575758,1.5,99,0.14999999,7.7934656,90.83418811998094,10.0,27.125576734542847,99,-0.7894737,186,-0.2631047791769143,0.9175170517169792,-0.3175170517169787
400,634.44,1.5,100,0.14999999,9.912154,92.31995729419542,10.0,27.47885036468506,100,0.36842105,186,-0.8857691742144853,0.9231995729419542,-0.3231995729419538
400,636.1683168316831,1.5,101,0.14999999,7.7872853,92.92524300919209,10.0,27.7946937084198,101,-0.05263158,186,-0.005285714996671492,0.9200519109820998,-0.3200519109820995
400,639.7254901960785,1.5,102,0.14999999,7.8488913,95.04837469257859,10.0,28.234861612319946,102,0.7894737,186,-1.5231316833865014,0.9318468107115548,-0.3318468107115544
400,637.4854368932039,1.5,103,0.14999999,8.978101,94.366575053806,10.0,28.44088363647461,103,-0.36842105,186,1.281799638772584,0.9161803403282136,-0.3161803403282133
400,634.2019230769231,1.5,104,0.14999999,12.233853,90.35083045358726,10.0,28.661829471588135,104,-0.36842105,186,4.615744600218736,0.8687579851306467,-0.26875798513064647
400,631.4,1.5,105,0.14999999,9.107461,88.43673006374735,10.0,28.88176989555359,105,-0.36842105,186,2.514100389839918,0.842254572035689,-0.24225457203568873
400,629.7358490566038,1.5,106,0.14999999,8.536188,88.15699463474898,10.0,29.1834876537323,106,-0.36842105,186,0.8797354289983584,0.8316697607051791,-0.23166976070517883
400,630.0560747663551,1.5,107,0.14999999,9.925187,88.7428929418137,10.0,29.464380025863647,107,-0.36842105,186,0.014101692935291218,0.8293728312319036,-0.2293728312319034
400,628.425925925926,1.5,108,0.14999999,10.339579,88.37492344077229,10.0,29.685683012008667,108,-0.36842105,186,0.9679695010414051,0.818286328155299,-0.2182863281552987
400,625.697247706422,1.5,109,0.14999999,9.567736,86.40980099141294,10.0,29.865838289260864,109,-0.36842105,186,2.565122449359362,0.7927504678111279,-0.1927504678111275
400,623.6636363636363,1.5,110,0.14999999,10.098428,85.81383246388366,10.0,30.071165323257446,110,-0.36842105,186,1.1959685275292857,0.7801257496716696,-0.18012574967166922
400,621.072072072072,1.5,111,0.14999999,8.937086,83.54527167100643,10.0,30.255952835083008,111,-0.36842105,186,2.868560792877221,0.7526601051442021,-0.15266010514420172
400,619.5357142857143,1.5,112,0.14999999,11.961538,83.33335438878524,10.0,30.450298309326172,112,-0.36842105,186,0.8119172822211939,0.7440478070427253,-0.14404780704272496
400,617.3451327433628,1.5,113,0.14999999,11.394387,81.88637014195915,10.0,30.654061555862427,113,-0.36842105,186,2.0469842468260886,0.724658142849196,-0.12465814284919564
400,616.7631578947369,1.5,114,0.14999999,10.017772,82.32538958334874,10.0,30.885551929473877,114,-0.36842105,186,0.16098055861040395,0.7221525402048135,-0.12215254020481318
400,614.2869565217392,1.5,115,0.14999999,11.520065,80.22130136091624,10.0,31.05680561065674,115,-0.36842105,186,2.704088222432501,0.6975765335731847,-0.09757653357318437
400,613.5086206896551,1.5,116,0.14999999,8.192083,80.48109607457052,10.0,31.288701057434082,116,-0.36842105,186,0.340205286345722,0.6938025523669872,-0.0938025523669869
400,614.4786324786324,1.5,117,0.14999999,9.37833,81.2831542172063,10.0,31.585594415664673,117,-0.36842105,186,-0.20205814263578945,0.6947278138222761,-0.09472781382227581
400,612.728813559322,1.5,118,0.14999999,9.185253,80.69578576844546,10.0,31.773244619369507,118,-0.36842105,186,1.1873684487608471,0.6838625912580124,-0.08386259125801206
400,610.90756302521,1.5,119,0.14999999,12.284576,80.1896332097623,10.0,31.982861518859863,119,-0.36842105,186,1.1061525586831538,0.6738624639475824,-0.07386246394758209
400,607.375,1.5,120,0.14999999,12.600257,66.65073848937044,10.0,32.13074612617493,120,-0.36842105,186,14.138894720391873,0.5554228207447537,0.04457717925524671
400,606.595041322314,1.5,121,0.14999999,9.216923,67.1350990827404,10.0,32.3460578918457,121,-0.36842105,186,0.11563940663004857,0.5548355296094247,0.045164470390575646
400,605.5983606557377,1.5,122,0.14999999,7.83525,67.61201626851248,10.0,32.57590174674988,122,-0.36842105,186,0.12308281422791945,0.5541968546599383,0.045803145340062065
400,603.0731707317074,1.5,123,0.14999999,11.30052,63.59556961390973,10.0,32.88161301612854,123,-0.36842105,186,4.616446654602743,0.5170371513325994,0.08296284866740095
400,602.3629032258065,1.5,124,0.14999999,10.714973,63.873657093897506,10.0,33.425474405288696,124,-0.36842105,186,0.3219125200122247,0.5151101378540122,0.08488986214598823
400,601.232,1.5,125,0.14999999,6.769398,63.85791345778016,10.0,33.97962045669556,125,-0.36842105,186,0.6157436361173485,0.5108633076622413,0.08913669233775912
400,599.7222222222222,1.5,126,0.14999999,9.143645,63.264120956452174,10.0,34.547600507736206,126,-0.36842105,186,1.1937925013279809,0.5020961980670807,0.0979038019329196
400,598.5196850393701,1.5,127,0.14999999,9.977856,62.92520516287957,10.0,34.85817337036133,127,-0.36842105,186,0.938915793572602,0.49547405640062653,0.10452594359937378
400,597.28125,1.5,128,0.14999999,9.583129,62.7457619282084,10.0,35.266462564468384,128,-0.36842105,186,0.7794432346711664,0.49020126506412814,0.10979873493587217
400,595.5813953488372,1.5,129,0.14999999,11.7351465,61.31396615549021,10.0,35.71736264228821,129,-0.36842105,186,2.031795772718191,0.4753020632208544,0.12469793677914595
400,594.9615384615385,1.5,130,0.14999999,12.07791,61.76320568409412,10.0,36.2569215297699,130,-0.36842105,186,0.150760471396099,0.4751015821853394,0.12489841781466096
400,593.236641221374,1.5,131,0.14999999,8.913758,60.52967292373012,10.0,36.66883659362793,131,-0.36842105,186,1.8335327603639993,0.4620585719368711,0.1379414280631292
400,592.8712121212121,1.5,132,0.14999999,9.521394,61.17333068156624,10.0,37.23326134681702,132,-0.36842105,186,-0.0436577578361253,0.4634343233451988,0.13656567665480152
400,593.2857142857143,1.5,133,0.14999999,7.5151887,62.29534652153352,10.0,37.55968880653381,133,-0.36842105,186,-0.5220158399672742,0.4683860640716806,0.13161393592831974
400,591.6567164179105,1.5,134,0.14999999,8.62556,60.90770753701478,10.0,37.771493434906006,134,-0.36842105,186,1.9876389845187385,0.4545351308732446,0.1454648691267557
400,590.4,1.5,135,0.14999999,6.4627013,60.280648044955925,10.0,38.02561092376709,135,-0.36842105,186,1.2270594920588578,0.44652331885152535,0.15347668114847499
400,590.1544117647059,1.5,136,0.14999999,10.709504,61.35254594288792,10.0,38.54613137245178,136,-0.36842105,186,-0.471897897931995,0.4511216613447641,0.14887833865523623
400,589.6058394160584,1.5,137,0.14999999,9.482791,61.72600832203143,10.0,38.86719465255737,137,-0.36842105,186,0.22653762085648854,0.45055480527030245,0.14944519472969792
400,588.1304347826087,1.5,138,0.14999999,8.488961,60.34703791714205,10.0,39.18430018424988,138,-0.36842105,186,1.978970404889378,0.4372973762111743,0.16270262378882605
400,586.3309352517986,1.5,139,0.14999999,8.014874,58.20590598993815,10.0,39.55123233795166,139,-0.36842105,186,2.741131927203902,0.4187475251074687,0.18125247489253163
400,584.2928571428571,1.5,140,0.14999999,10.819255,54.26415149584139,10.0,39.78505611419678,140,-0.36842105,186,4.541754494096765,0.3876010821131528,0.2123989178868476
400,582.8510638297872,1.5,141,0.14999999,8.011026,52.889785237510075,10.0,40.03370213508606,141,-0.36842105,186,1.9743662583313133,0.37510485984049696,0.22489514015950335
400,580.8239436619718,1.5,142,0.14999999,11.877798,48.84242925209358,10.0,40.25021171569824,142,-0.36842105,186,4.647355985416496,0.3439607693809407,0.2560392306190596
400,578.916083916084,1.5,143,0.14999999,9.085647,45.11722564923137,10.0,40.60696840286255,143,-0.36842105,186,4.3252036028622065,0.31550507447014947,0.28449492552985084
400,578.0347222222222,1.5,144,0.14999999,7.2361264,44.894824320321185,10.0,40.90955448150635,144,-0.36842105,186,0.8224013289101868,0.3117696133355638,0.2882303866644365
400,575.9241379310345,1.5,145,0.14999999,11.536322,39.6149473671418,10.0,41.105379819869995,145,-0.36842105,186,5.879876953179383,0.2732065335664952,0.3267934664335051
400,574.5,1.5,146,0.14999999,11.341869,38.21966587049401,10.0,41.338767528533936,146,-0.36842105,186,1.9952814966477939,0.26177853335954804,0.3382214666404523
400,573.1088435374149,1.5,147,0.14999999,10.32829,36.77348266100982,10.0,41.594263315200806,147,-0.36842105,186,2.0461832094841914,0.25015974599326407,0.3498402540067362
400,571.0,1.5,148,0.14999999,10.2868185,31.271620802718928,10.0,41.78076434135437,148,-0.36842105,186,6.101861858290893,0.21129473515350627,0.38870526484649404
400,568.9060402684564,1.5,149,0.14999999,12.301994,25.268503939136583,10.0,41.94027352333069,149,-0.36842105,186,6.603116863582344,0.16958727475930593,0.4304127252406944
400,568.3133333333334,1.5,150,0.14999999,5.9991903,25.845957506471393,10.0,42.18246054649353,150,-0.36842105,186,0.022546432665189853,0.17230638337647594,0.4276936166235244
400,566.0463576158941,1.5,151,0.14999999,13.78152,16.730040429375435,10.0,42.37357044219971,151,-0.36842105,186,9.715917077095957,0.11079496973096314,0.48920503026903717
400,564.0723684210526,1.5,152,0.14999999,13.512879,11.211259031553995,10.0,42.62310862541199,152,-0.36842105,186,6.11878139782144,0.07375828310232892,0.5262417168976714
400,562.1176470588235,1.5,153,0.14999999,12.446831,5.18501494616684,10.0,42.872101068496704,153,-0.36842105,186,6.626244085387155,0.03388898657625385,0.5661110134237465
400,560.2012987012987,1.5,154,0.14999999,10.042124,-0.6769522482291217,10.0,43.12686491012573,154,-0.36842105,186,6.461967194395961,-0.0043957938196696215,0.60439579381967
400,560.2,1.5,155,0.14999999,8.711111,-0.3511352809872258,10.0,43.54013156890869,155,-0.36842105,186,0.2741830327581041,-0.0022653889095950053,0.6022653889095954
400,558.974358974359,1.5,156,0.14999999,8.674944,-1.6370125921281833,10.0,43.78970527648926,156,-0.36842105,186,1.8858773111409577,-0.010493670462360149,0.6104936704623605
400,558.5987261146497,1.5,157,0.14999999,8.350414,-1.0825404993345005,10.0,44.131500005722046,157,-0.36842105,186,0.045527907206317164,-0.006895162416143315,0.6068951624161437
400,557.2151898734177,1.5,158,0.14999999,11.075125,-3.558127550432041,10.0,44.36507439613342,158,-0.36842105,186,3.0755870510975405,-0.0225197946229876,0.622519794622988
400,555.811320754717,1.5,159,0.14999999,13.35481,-6.082509087533566,10.0,44.588134765625,159,-0.36842105,186,3.1243815371015247,-0.038254774135431234,0.6382547741354316
400,554.6,1.5,160,0.14999999,11.23277,-7.335867510960906,10.0,44.80566644668579,160,-0.36842105,186,1.8533584234273395,-0.045849171943505664,0.645849171943506
400,552.776397515528,1.5,161,0.14999999,11.695303,-13.299723320151031,10.0,45.00602865219116,161,-0.36842105,186,6.563855809190126,-0.08260697714379522,0.6826069771437956
