GridSize,AvgEpLen,MountainCar_std1_higher,NumTrajectories,MountainCar_std0_higher,ActionIn1,Regret,MountainCar_mu1_higher,TimeElapsed,Iteration,MountainCar_mu0_higher,MinEpLen,ReturnLastEpisode,Regret/t,ReturnMean
400,999.0,1.5,1,0.14999999,-11.986649,2.149573373410323,-10.0,0.27726173400878906,1,-1.0,999,-1.549573373410323,2.149573373410323,-1.549573373410323
400,999.0,1.5,2,0.14999999,-5.228436,3.1210582026681766,-1.5789474,0.5311031341552734,2,0.47368422,999,-0.37148482925785387,1.5605291013340883,-0.9605291013340884
400,914.0,1.5,3,0.14999999,4.881694,5.407025973520744,6.8421054,0.7313728332519531,3,-1.0,744,-1.6859677708525673,1.8023419911735814,-1.2023419911735813
400,935.25,1.5,4,0.14999999,-3.5239928,9.713676950121116,-5.7894735,0.9797751903533936,4,1.0,744,-3.7066509766003723,2.428419237530279,-1.8284192375302792
400,948.0,1.5,5,0.14999999,4.0594573,19.53226218608959,2.631579,1.2255468368530273,5,1.0,744,-9.218585235968474,3.9064524372179177,-3.306452437217918
400,956.5,1.5,6,0.14999999,11.586232,26.13059575896026,10.0,1.4785404205322266,6,1.0,744,-5.998333572870672,4.355099293160044,-3.7550992931600433
400,962.5714285714286,1.5,7,0.14999999,-6.451399,29.117726972179387,-3.6842105,1.7480483055114746,7,-1.0,744,-2.387131213219126,4.159675281739912,-3.5596752817399127
400,967.125,1.5,8,0.14999999,0.038457453,31.370421623115824,0.5263158,2.0148732662200928,8,-1.0,744,-1.652694650936439,3.921302702889478,-3.3213027028894784
400,970.6666666666666,1.5,9,0.14999999,-8.098459,35.92667540272845,-8.947369,2.314218521118164,9,1.0,744,-3.9562537796126214,3.991852822525383,-3.391852822525383
400,973.5,1.5,10,0.14999999,9.332281,44.87720637146225,5.7894735,2.6549253463745117,10,1.0,744,-8.350530968733803,4.487720637146225,-3.887720637146225
400,975.8181818181819,1.5,11,0.14999999,-8.224605,47.01695627728421,-6.8421054,2.9400100708007812,11,-1.0,744,-1.5397499058219617,4.274268752480382,-3.674268752480383
400,927.4166666666666,1.5,12,0.14999999,9.099733,47.64574787259195,8.947369,3.0662200450897217,12,-1.0,395,-0.02879159530774067,3.9704789893826624,-3.3704789893826628
400,932.9230769230769,1.5,13,0.14999999,-1.3358626,50.33906063669619,-1.5789474,3.388118267059326,13,-1.0,395,-2.0933127641042404,3.8722354335920146,-3.272235433592015
400,937.6428571428571,1.5,14,0.14999999,-2.28801,56.95957406251637,-3.6842105,3.694354772567749,14,1.0,395,-6.020513425820181,4.068541004465454,-3.468541004465455
400,941.7333333333333,1.5,15,0.14999999,1.6894432,61.514901654244845,-0.5263158,4.003690958023071,15,1.0,395,-3.955327591728478,4.100993443616323,-3.5009934436163235
400,945.3125,1.5,16,0.14999999,1.1299806,63.049295474683696,3.6842105,4.326154470443726,16,-1.0,395,-0.9343938204388517,3.940580967167731,-3.3405809671677313
400,908.7647058823529,1.5,17,0.14999999,11.09683,61.45378834196542,10.0,4.489902496337891,17,-1.0,324,2.195507132718276,3.614928725997966,-3.014928725997966
400,912.0,1.5,18,0.14999999,4.2142334,64.43938241682932,4.736842,4.813081979751587,18,-1.0,324,-2.385594074863898,3.579965689823851,-2.9799656898238513
400,916.578947368421,1.5,19,0.14999999,12.10889,78.53968944051203,7.894737,5.13069748878479,19,1.0,324,-13.50030702368272,4.133667865290107,-3.5336678652901075
400,891.65,1.5,20,0.14999999,6.109513,78.71772191576333,10.0,5.285603284835815,20,-0.68421054,324,0.42196752474869537,3.9358860957881667,-3.3358860957881675
400,893.2380952380952,1.5,21,0.14999999,1.7290412,81.25641136529674,2.631579,5.586697816848755,21,-1.0,324,-1.938689449533404,3.869352922156988,-3.269352922156988
400,898.0454545454545,1.5,22,0.14999999,-9.526599,83.53643497230472,-7.894737,5.896011829376221,22,-1.0,324,-1.6800236070079797,3.7971106805593053,-3.1971106805593057
400,902.4347826086956,1.5,23,0.14999999,-8.049854,86.69705752858131,-5.7894735,6.2346110343933105,23,-1.0,324,-2.560622556276595,3.7694372838513615,-3.1694372838513623
400,878.4583333333334,1.5,24,0.14999999,10.228609,85.36166302171202,10.0,6.399130821228027,24,-1.0,324,1.9353945068692855,3.556735959238001,-2.9567359592380016
400,865.44,1.5,25,0.14999999,12.281011,88.42190660825794,10.0,6.639813423156738,25,-1.0,324,-2.460243586545916,3.5368762643303175,-2.9368762643303183
400,870.5769230769231,1.5,26,0.14999999,-5.6416435,89.6506708612466,-6.8421054,7.009141206741333,26,0.36842105,324,-0.6287642529886605,3.4481027254325616,-2.848102725432562
400,875.3333333333334,1.5,27,0.14999999,-4.935328,90.325416315769,-2.631579,7.447018146514893,27,-0.15789473,324,-0.07474545452240546,3.345385789472926,-2.7453857894729263
400,879.75,1.5,28,0.14999999,-10.686329,91.52812157628159,-10.0,7.888096570968628,28,0.2631579,324,-0.6027052605125924,3.2688614848671995,-2.6688614848672003
400,877.3448275862069,1.5,29,0.14999999,5.995414,93.39867138643618,7.894737,8.273699522018433,29,-1.0,324,-1.2705498101545791,3.2206438409115923,-2.6206438409115926
400,881.4,1.5,30,0.14999999,-9.628253,101.05446027657158,-10.0,8.966690301895142,30,1.0,324,-7.055788890135392,3.3684820092190524,-2.7684820092190523
400,885.1935483870968,1.5,31,0.14999999,-9.661662,101.70333935368775,-8.947369,9.70603322982788,31,-0.15789473,324,-0.04887907711617423,3.2807528823770244,-2.680752882377024
400,888.75,1.5,32,0.14999999,-4.753181,108.21335284976325,-7.894737,10.235291004180908,32,1.0,324,-5.910013496075498,3.3816672765551017,-2.781667276555101
400,892.0909090909091,1.5,33,0.14999999,-10.878285,108.92899347034144,-10.0,10.74042296409607,33,-0.2631579,324,-0.11564062057818027,3.300878590010347,-2.700878590010346
400,895.2352941176471,1.5,34,0.14999999,-7.999352,109.52990689728769,-6.8421054,11.245707273483276,34,-0.2631579,324,-0.0009134269462534745,3.2214678499202263,-2.6214678499202257
400,898.2,1.5,35,0.14999999,-0.5132483,117.70350357903352,-2.631579,11.78025221824646,35,1.0,324,-7.573596681745833,3.3629572451152434,-2.7629572451152433
400,901.0,1.5,36,0.14999999,-1.0280861,118.31156811814476,-1.5789474,12.28137731552124,36,-0.15789473,324,-0.008064539111240776,3.286432447726243,-2.686432447726243
400,903.6486486486486,1.5,37,0.14999999,-4.10207,120.75255249884897,-2.631579,12.810689449310303,37,-1.0,324,-1.8409843807042048,3.263582499968891,-2.6635824999688906
400,906.1578947368421,1.5,38,0.14999999,0.39205515,123.14964164200055,1.5789474,13.341448545455933,38,-1.0,324,-1.7970891431515723,3.2407800432105405,-2.64078004321054
400,908.5384615384615,1.5,39,0.14999999,-7.5451727,126.01063312322412,-8.947369,13.796292781829834,39,-1.0,324,-2.2609914812235736,3.2310418749544647,-2.6310418749544637
400,910.8,1.5,40,0.14999999,-4.883174,126.63090262743943,-4.736842,14.144779205322266,40,-0.15789473,324,-0.020269504215300015,3.1657725656859856,-2.565772565685985
400,912.9512195121952,1.5,41,0.14999999,-4.8636823,127.35509046065825,-3.6842105,14.480283737182617,41,-0.15789473,324,-0.12418783321881435,3.10622171855264,-2.506221718552639
400,915.0,1.5,42,0.14999999,-7.457749,128.1627655623451,-5.7894735,14.823846578598022,42,-0.05263158,324,-0.20767510168685394,3.0514944181510737,-2.451494418151073
400,899.5581395348837,1.5,43,0.14999999,10.483954,122.7534967047571,10.0,14.963266849517822,43,-0.8947368,251,6.009268857588003,2.854732481505979,-2.2547324815059784
400,892.6136363636364,1.5,44,0.14999999,11.806607,125.05498745762559,10.0,15.229792356491089,44,-0.8947368,251,-1.7014907528684855,2.842158805855127,-2.242158805855126
400,878.4888888888889,1.5,45,0.14999999,6.769212,120.39235173013526,10.0,15.365572214126587,45,-0.8947368,251,5.262635727490318,2.675385594003006,-2.0753855940030053
400,867.9565217391304,1.5,46,0.14999999,7.879298,120.53314016519076,10.0,15.559838056564331,46,-0.8947368,251,0.459211564944509,2.6202856557650165,-2.0202856557650155
400,861.0,1.5,47,0.14999999,10.126682,121.61117539255991,10.0,15.793792963027954,47,-0.8947368,251,-0.47803522736915177,2.587471816862977,-1.987471816862976
