MountainCar_std0_higher,MountainCar_mu0_higher,Regret,ActionIn1,Regret/t,MinEpLen,ReturnLastEpisode,Iteration,ReturnMean,NumTrajectories,MountainCar_mu1_higher,GridSize,TimeElapsed,MountainCar_std1_higher,AvgEpLen
0.14999999,-1.7894737,174.72092407669822,-1.6447029,4.160022001826148,500,-5.761386236278986,42,-3.194902001826148,42,0.5263158,400,16.555755138397217,0.14999999,500.0
0.14999999,-2.0,181.43891290786763,-3.0824609,4.219509602508549,500,-5.752868831169414,43,-3.25438960250855,43,-1.1578947,400,16.964175701141357,0.14999999,500.0
0.14999999,-0.94736844,184.53647477739034,-2.571097,4.194010790395235,500,-2.1324418695227028,44,-3.228890790395235,44,-1.7894737,400,17.341018199920654,0.14999999,500.0
0.14999999,0.31578946,185.60169461896393,-1.8248135,4.124482102643643,500,-0.10009984157360373,45,-3.159362102643643,45,-1.7894737,400,17.76201581954956,0.14999999,500.0
0.14999999,-0.31578946,186.71034676155165,0.15860583,4.0589205817728615,500,-0.14353214258772168,46,-3.093800581772862,46,0.5263158,400,18.206225633621216,0.14999999,500.0
0.14999999,0.10526316,188.11558344901104,0.3363202,4.002459222319384,500,-0.4401166874593869,47,-3.037339222319384,47,-0.10526316,400,18.66339421272278,0.14999999,500.0
0.14999999,2.0,213.3342361912529,1.166903,4.444463253984435,500,-24.25353274224185,48,-3.4793432539844353,48,-0.7368421,400,19.098219871520996,0.14999999,500.0
0.14999999,1.3684211,225.54564191776467,1.0664744,4.602972284036014,500,-11.246285726511772,49,-3.6378522840360135,49,-0.5263158,400,19.53932523727417,0.14999999,500.0
0.14999999,-1.1578947,228.59064488746267,-0.8330835,4.571812897749253,500,-2.0798829696980112,50,-3.6066928977492534,50,0.10526316,400,19.946988582611084,0.14999999,500.0
0.14999999,-1.5789474,234.31016808777093,0.019423008,4.594317021328842,500,-4.754403200308263,51,-3.6291970213288423,51,2.0,400,20.339726209640503,0.14999999,500.0
0.14999999,-1.1578947,237.6155671184158,-2.6826553,4.569530136892611,500,-2.340279030644885,52,-3.6044101368926125,52,-1.3684211,400,20.749839544296265,0.14999999,500.0
0.14999999,-0.10526316,238.81345056042062,-0.098585755,4.50591416151737,500,-0.23276344200479585,53,-3.5407941615173706,53,0.31578946,400,21.201379776000977,0.14999999,500.0
0.14999999,2.0,264.46146950752956,0.3269353,4.897434620509807,500,-24.682898947108928,54,-3.9323146205098065,54,-1.3684211,400,21.569594383239746,0.14999999,500.0
0.14999999,-0.7368421,266.8701841423613,-2.5806165,4.852185166224752,500,-1.4435946348317577,55,-3.887065166224751,55,-1.5789474,400,21.970898151397705,0.14999999,500.0
0.14999999,-1.5789474,271.7184860846962,-3.7007341,4.852115822941004,500,-3.883181942334927,56,-3.886995822941004,56,-2.0,400,22.32550621032715,0.14999999,500.0
0.14999999,0.94736844,278.33388284473244,2.756218,4.8830505762233765,500,-5.650276760036235,57,-3.9179305762233767,57,1.5789474,400,22.828125,0.14999999,500.0
0.14999999,2.0,299.39739476290146,3.4060135,5.162024047636232,500,-20.098391918169025,58,-4.196904047636233,58,1.3684211,400,23.200218200683594,0.14999999,500.0
0.14999999,1.3684211,312.1510067894422,0.40557945,5.290695030329529,500,-11.788492026540762,59,-4.32557503032953,59,-0.94736844,400,23.553274631500244,0.14999999,500.0
0.14999999,1.5789474,339.35579207079576,3.7860918,5.655929867846596,500,-26.239665281353567,60,-4.690809867846597,60,1.5789474,400,23.936731576919556,0.14999999,500.0
0.14999999,-1.1578947,342.3155758267785,-2.9497871,5.611730751258664,500,-1.9946637559827822,61,-4.646610751258666,61,-2.0,400,24.32469916343689,0.14999999,500.0
0.14999999,0.7368421,344.6181698852732,2.5805228,5.558357578794729,500,-1.3374740584946587,62,-4.593237578794731,62,2.0,400,24.722253561019897,0.14999999,500.0
0.14999999,1.1578947,350.460842258892,-1.1147563,5.5628705120459045,500,-4.877552373618814,63,-4.597750512045907,63,-2.0,400,25.07959294319153,0.14999999,500.0
0.14999999,-0.31578946,351.9336486643474,1.3036816,5.498963260380428,500,-0.5076864054553878,64,-4.533843260380429,64,1.7894737,400,25.45268440246582,0.14999999,500.0
0.14999999,2.0,378.2135719222957,3.0145369,5.818670337266088,500,-25.314803257948306,65,-4.853550337266089,65,0.94736844,400,25.818397760391235,0.14999999,500.0
0.14999999,1.3684211,388.38187813765404,3.1676078,5.8845739111765765,500,-9.203186215358306,66,-4.919453911176577,66,2.0,400,26.229604959487915,0.14999999,500.0
0.14999999,0.94736844,391.13589822650874,-1.0548573,5.837849227261325,500,-1.7889000888547157,67,-4.872729227261325,67,-1.7894737,400,26.657949686050415,0.14999999,500.0
0.14999999,-0.10526316,392.20635706985496,-2.0425181,5.7677405451449255,500,-0.10533884334621717,68,-4.802620545144926,68,-1.7894737,400,27.042935132980347,0.14999999,500.0
0.14999999,-2.0,398.583666280867,-3.5541744,5.776574873635754,500,-5.412189211012034,69,-4.811454873635754,69,-1.5789474,400,27.46614646911621,0.14999999,500.0
0.14999999,-2.0,404.2363319605894,-2.400064,5.774804742294134,500,-4.687545679722335,70,-4.809684742294134,70,-0.5263158,400,27.870980978012085,0.14999999,500.0
0.14999999,0.94736844,407.6747401031579,2.8523068,5.741897747931802,500,-2.4732881425684923,71,-4.776777747931801,71,2.0,400,28.25971508026123,0.14999999,500.0
0.14999999,0.5263158,409.865238452817,0.6106224,5.692572756289125,500,-1.225378349659073,72,-4.727452756289124,72,0.10526316,400,28.660986185073853,0.14999999,500.0
0.14999999,0.94736844,414.7250099999839,0.48139298,5.681164520547725,500,-3.894651547166926,73,-4.716044520547724,73,-0.5263158,400,29.086129665374756,0.14999999,500.0
0.14999999,-0.7368421,416.9568666017659,0.2701208,5.634552251375215,500,-1.2667366017820016,74,-4.6694322513752144,74,0.94736844,400,29.50452208518982,0.14999999,500.0
0.14999999,-0.94736844,419.6154536731644,0.9935584,5.594872715642191,500,-1.693467071398483,75,-4.629752715642191,75,2.0,400,29.90829062461853,0.14999999,500.0
0.14999999,0.10526316,420.6065036489551,1.1312473,5.534296100644146,500,-0.025929975790706168,76,-4.569176100644145,76,1.3684211,400,30.27647042274475,0.14999999,500.0
0.14999999,-0.31578946,421.9720386728792,0.5990745,5.480156346401029,500,-0.40041502392410094,77,-4.515036346401027,77,0.94736844,400,30.77271819114685,0.14999999,500.0
0.14999999,-2.0,429.36224734450246,-0.77674174,5.50464419672439,500,-6.425088671623289,78,-4.53952419672439,78,1.5789474,400,31.183926820755005,0.14999999,500.0
0.14999999,-1.5789474,433.52305769949595,-1.5288761,5.487633641765772,500,-3.1956903549934736,79,-4.52251364176577,79,-0.10526316,400,31.597634077072144,0.14999999,500.0
0.14999999,-1.7894737,441.29629745686987,-0.13117456,5.516203718210873,500,-6.808119757373923,80,-4.551083718210872,80,2.0,400,32.00895571708679,0.14999999,500.0
0.14999999,-1.5789474,446.93378939082595,-1.1250211,5.5177011035904435,500,-4.67237193395608,81,-4.552581103590443,81,0.7368421,400,32.41706418991089,0.14999999,500.0
0.14999999,-1.5789474,452.44956909530475,0.032604218,5.51767767189396,500,-4.550659704478793,82,-4.552557671893959,82,1.7894737,400,32.840619802474976,0.14999999,500.0
0.14999999,-1.3684211,456.55611028200184,-1.1313205,5.500676027493998,500,-3.1414211866970803,83,-4.535556027493997,83,0.31578946,400,33.226441383361816,0.14999999,500.0
0.14999999,-1.5789474,461.49687509479435,-3.2638845,5.494010417795171,500,-3.9756448127925363,84,-4.52889041779517,84,-1.7894737,400,33.63210201263428,0.14999999,500.0
0.14999999,1.5789474,476.120240243345,-0.47065902,5.601414591098177,500,-13.658245148550652,85,-4.636294591098175,85,-2.0,400,33.99824333190918,0.14999999,500.0
0.14999999,2.0,502.63702305772824,2.0467389,5.844616547182887,500,-25.55166281438323,86,-4.879496547182885,86,0.10526316,400,34.39359664916992,0.14999999,500.0
0.14999999,-2.0,508.24408311395047,-1.3533218,5.841886012804029,500,-4.641940056222219,87,-4.876766012804027,87,0.5263158,400,34.838353872299194,0.14999999,500.0
0.14999999,0.31578946,509.9000679215379,2.1800613,5.79431895365384,500,-0.6908648075874405,88,-4.8291989536538384,88,1.7894737,400,35.192776918411255,0.14999999,500.0
0.14999999,1.5789474,520.8891581201509,1.487449,5.852687169889336,500,-10.023970198612949,89,-4.887567169889334,89,0.10526316,400,35.53791928291321,0.14999999,500.0
0.14999999,-2.0,527.3241362585745,-3.5505555,5.859157069539717,500,-5.469858138423632,90,-4.894037069539715,90,-1.7894737,400,35.90860891342163,0.14999999,500.0
0.14999999,-1.3684211,531.9279095796652,-3.1612291,5.845361643732584,500,-3.6386533210906746,91,-4.880241643732583,91,-1.7894737,400,36.3061306476593,0.14999999,500.0
0.14999999,0.31578946,533.0268917348138,-1.7615604,5.793770562334933,500,-0.13386215514862826,92,-4.828650562334931,92,-2.0,400,36.67322373390198,0.14999999,500.0
0.14999999,0.5263158,534.9570293672446,0.560973,5.7522261222284365,500,-0.9650176324307255,93,-4.787106122228434,93,-0.10526316,400,37.07892847061157,0.14999999,500.0
0.14999999,0.7368421,538.2351140245527,-0.09021711,5.725905468346305,500,-2.3129646573081613,94,-4.760785468346303,94,-0.94736844,400,37.45452809333801,0.14999999,500.0
0.14999999,1.5789474,554.7897018381282,2.1309938,5.839891598296086,500,-15.58946781357547,95,-4.874771598296085,95,0.7368421,400,37.84549164772034,0.14999999,500.0
0.14999999,0.7368421,559.0205804217902,2.2758973,5.823131046060315,500,-3.265758583662084,96,-4.858011046060313,96,1.3684211,400,38.28409934043884,0.14999999,500.0
0.14999999,1.3684211,570.4312440631446,-0.5817313,5.880734474877779,500,-10.445543641354387,97,-4.915614474877779,97,-1.7894737,400,38.756497621536255,0.14999999,500.0
0.14999999,-0.31578946,571.4807623665167,-0.2933249,5.831436350678742,500,-0.0843983033721037,98,-4.866316350678741,98,-0.10526316,400,39.15610408782959,0.14999999,500.0
0.14999999,0.10526316,572.6737054251066,-1.883712,5.784582883081885,500,-0.22782305858994584,99,-4.819462883081884,99,-2.0,400,39.5672972202301,0.14999999,500.0
0.14999999,-0.31578946,573.8448471675601,-2.1291785,5.738448471675602,500,-0.20602174245353883,100,-4.7733284716756,100,-1.7894737,400,39.96834206581116,0.14999999,500.0
0.14999999,0.5263158,576.5410195975223,-1.3339745,5.708326926708142,500,-1.7310524299622188,101,-4.743206926708141,101,-1.7894737,400,40.386728286743164,0.14999999,500.0
0.14999999,-1.7894737,583.6028339575166,-3.2239983,5.7215964113482025,500,-6.096694359994245,102,-4.756476411348201,102,-0.94736844,400,40.798211336135864,0.14999999,500.0
0.14999999,2.0,609.7187861703165,0.80927765,5.919599865731229,500,-25.150832212799926,103,-4.954479865731228,103,-1.1578947,400,41.150400161743164,0.14999999,500.0
0.14999999,-1.5789474,614.5826883699414,-2.6924524,5.9094489266340515,500,-3.898782199624778,104,-4.944328926634051,104,-1.3684211,400,41.58554744720459,0.14999999,500.0
0.14999999,1.7894737,632.8951829396592,2.7972093,6.0275731708538975,500,-17.34737456971782,105,-5.062453170853895,105,1.1578947,400,41.998257875442505,0.14999999,500.0
0.14999999,0.10526316,634.083978746415,-1.4336327,5.981924327796368,500,-0.22367580675585397,106,-5.0168043277963665,106,-1.5789474,400,42.42175626754761,0.14999999,500.0
0.14999999,-0.5263158,635.3666369195537,-1.7210665,5.938005952519194,500,-0.31753817313864596,107,-4.972885952519192,107,-1.3684211,400,42.88747477531433,0.14999999,500.0
0.14999999,-0.10526316,636.3875501680403,1.5542371,5.892477316370743,500,-0.055793248486636526,108,-4.927357316370744,108,1.3684211,400,43.33142328262329,0.14999999,500.0
0.14999999,0.10526316,637.4007904531957,-1.9086051,5.847713673882529,500,-0.048120285155393065,109,-4.882593673882529,109,-1.7894737,400,43.742878913879395,0.14999999,500.0
0.14999999,-0.31578946,638.7286367296314,1.0327052,5.806623970269376,500,-0.3627262764356572,110,-4.841503970269375,110,1.3684211,400,44.146326303482056,0.14999999,500.0
0.14999999,-1.3684211,642.9409450945788,-0.30931854,5.792260766617827,500,-3.247188364947431,111,-4.827140766617826,111,1.1578947,400,44.52002930641174,0.14999999,500.0
0.14999999,-0.31578946,644.1008009554308,-2.050106,5.750900008530633,500,-0.19473586085209785,112,-4.785780008530632,112,-2.0,400,44.93706679344177,0.14999999,500.0
0.14999999,0.10526316,645.1727099083732,-1.4329588,5.709493008038701,500,-0.10678895294245083,113,-4.744373008038702,113,-1.7894737,400,45.31674385070801,0.14999999,500.0
0.14999999,-0.10526316,646.1400903859676,1.1615745,5.66789552970147,500,-0.002260477594310007,114,-4.70277552970147,114,1.1578947,400,45.77109932899475,0.14999999,500.0
0.14999999,-0.10526316,647.2476443158778,1.1198268,5.628240385355459,500,-0.14243392991015835,115,-4.663120385355458,115,1.1578947,400,46.218430519104004,0.14999999,500.0
0.14999999,0.10526316,648.357683796831,1.4325854,5.589290377558888,500,-0.14491948095326038,116,-4.624170377558888,116,1.3684211,400,46.62886047363281,0.14999999,500.0
0.14999999,-0.10526316,649.3366631263898,-0.8352164,5.549886009627263,500,-0.013859329558826102,117,-4.5847660096272635,117,-0.7368421,400,47.091710805892944,0.14999999,500.0
0.14999999,0.10526316,650.3209086089863,-1.748795,5.511194140754121,500,-0.019125482596486786,118,-4.546074140754121,118,-1.7894737,400,47.488213777542114,0.14999999,500.0
0.14999999,-0.10526316,651.4667843122351,-0.7246858,5.474510792539791,500,-0.18075570324876897,119,-4.50939079253979,119,-0.7368421,400,47.85881543159485,0.14999999,500.0
0.14999999,0.10526316,652.4782845904195,-1.6033121,5.437319038253496,500,-0.04638027818446959,120,-4.472199038253495,120,-1.7894737,400,48.247331857681274,0.14999999,500.0
0.14999999,-0.31578946,653.8011951730495,-0.52898026,5.403315662587185,500,-0.3577905826299221,121,-4.4381956625871855,121,-0.10526316,400,48.61960959434509,0.14999999,500.0
0.14999999,0.10526316,654.7683459824598,-1.9781588,5.366953655593933,500,-0.0020308094102787252,122,-4.401833655593932,122,-1.7894737,400,49.01548457145691,0.14999999,500.0
0.14999999,0.10526316,655.7599116081566,-1.526871,5.331381395188265,500,-0.026445625696824012,123,-4.366261395188264,123,-1.7894737,400,49.40300369262695,0.14999999,500.0
0.14999999,-0.31578946,656.8851040600223,-1.3076597,5.297460516613083,500,-0.16007245186571412,124,-4.332340516613082,124,-1.1578947,400,49.79395937919617,0.14999999,500.0
0.14999999,0.10526316,657.8883088667526,-1.9601287,5.263106470934021,500,-0.03808480673035721,125,-4.2979864709340205,125,-1.7894737,400,50.1931791305542,0.14999999,500.0
0.14999999,0.10526316,658.8929990458998,-1.7205027,5.229309516237301,500,-0.03957017914728712,126,-4.264189516237301,126,-1.7894737,400,50.61341047286987,0.14999999,500.0
0.14999999,0.10526316,660.0108117197094,-1.540446,5.196935525352043,500,-0.15269267380959756,127,-4.231815525352044,127,-1.7894737,400,51.116233348846436,0.14999999,500.0
0.14999999,-0.10526316,661.0365270221314,1.4299556,5.1643478673604015,500,-0.06059530242193036,128,-4.199227867360402,128,1.5789474,400,51.48952531814575,0.14999999,500.0
0.14999999,0.10526316,662.1363515109899,-1.3757874,5.13283993419372,500,-0.13470448885856978,129,-4.1677199341937206,129,-1.7894737,400,51.89258909225464,0.14999999,500.0
0.14999999,0.10526316,663.1179771350508,-1.4661658,5.100907516423467,500,-0.016505624060844774,130,-4.135787516423468,130,-1.7894737,400,52.271888971328735,0.14999999,500.0
0.14999999,0.10526316,664.0840230210879,-1.8582143,5.069343687183877,500,-0.0009258860371035002,131,-4.104223687183877,131,-1.7894737,400,52.6906795501709,0.14999999,500.0
0.14999999,0.10526316,665.0538429945419,-1.7570297,5.03828668935259,500,-0.004699973454018059,132,-4.07316668935259,132,-1.7894737,400,53.10361838340759,0.14999999,500.0
0.14999999,0.10526316,666.0355435896342,-2.057529,5.007786042027325,500,-0.016580595092364175,133,-4.042666042027325,133,-1.7894737,400,53.51224327087402,0.14999999,500.0
0.14999999,0.10526316,667.0500169773904,-1.7604688,4.9779852013238095,500,-0.049353387756218794,134,-4.01286520132381,134,-1.7894737,400,53.89654731750488,0.14999999,500.0
0.14999999,-0.10526316,668.0160877966731,-0.83672774,4.948267317012394,500,-0.0009508192826715446,135,-3.9831473170123943,135,-0.5263158,400,54.31302070617676,0.14999999,500.0
0.14999999,-0.10526316,669.2581150157016,-0.73557395,4.921015551586041,500,-0.27690721902849963,136,-3.9558955515860426,136,-0.5263158,400,54.70338296890259,0.14999999,500.0
0.14999999,0.10526316,670.2554884591195,-1.065962,4.892375828168756,500,-0.03225344341790321,137,-3.9272558281687564,137,-1.1578947,400,55.23077702522278,0.14999999,500.0
0.14999999,0.10526316,671.640202194886,-0.9364303,4.866957986919464,500,-0.4195937357664833,138,-3.901837986919465,138,-1.1578947,400,55.61839056015015,0.14999999,500.0
0.14999999,-0.10526316,672.6726802613042,0.62867033,4.839371800441038,500,-0.06735806641816951,139,-3.874251800441038,139,0.94736844,400,56.02226734161377,0.14999999,500.0
0.14999999,0.10526316,673.7394564234498,-1.4924825,4.812424688738927,500,-0.10165616214559597,140,-3.8473046887389275,140,-1.7894737,400,56.419365882873535,0.14999999,500.0
0.14999999,0.10526316,674.8469711700395,-1.7426758,4.786148731702408,500,-0.14239474658973766,141,-3.821028731702408,141,-1.7894737,400,56.82638168334961,0.14999999,500.0
0.14999999,0.10526316,675.8241885040992,-1.4947537,4.759325271155628,500,-0.012097334059703098,142,-3.794205271155629,142,-1.7894737,400,57.230801820755005,0.14999999,500.0
0.14999999,-0.10526316,676.7992916372331,1.1436431,4.732862179281351,500,-0.009983133133899067,143,-3.767742179281351,143,1.1578947,400,57.65442609786987,0.14999999,500.0
0.14999999,0.10526316,677.8582414448164,-1.8558224,4.707348898922336,500,-0.0938298075833511,144,-3.742228898922337,144,-1.7894737,400,58.09025311470032,0.14999999,500.0
0.14999999,-0.10526316,678.9124666843295,1.5913005,4.682154942650548,500,-0.08910523951313752,145,-3.7170349426505496,145,1.5789474,400,58.504417181015015,0.14999999,500.0
0.14999999,-0.10526316,679.932606028391,1.1862514,4.657072644030075,500,-0.05501934406150146,146,-3.691952644030077,146,1.1578947,400,58.887986183166504,0.14999999,500.0
0.14999999,-0.10526316,680.9270181486586,1.1251163,4.632156586045297,500,-0.029292120267661405,147,-3.6670365860452985,147,1.1578947,400,59.434497117996216,0.14999999,500.0
0.14999999,-0.10526316,682.1022515444315,0.9478717,4.608798996921834,500,-0.21011339577293728,148,-3.6436789969218366,148,1.1578947,400,59.85440182685852,0.14999999,500.0
0.14999999,0.10526316,683.0726543895439,-1.4728454,4.584380230802308,500,-0.005282845112358158,149,-3.61926023080231,149,-1.7894737,400,60.267356872558594,0.14999999,500.0
0.14999999,0.10526316,684.0581580831863,-2.221277,4.5603877205545755,500,-0.020383693642427637,150,-3.5952677205545776,150,-1.7894737,400,60.65813970565796,0.14999999,500.0
0.14999999,0.10526316,685.0991332643823,-1.218128,4.537080352744254,500,-0.07585518119602312,151,-3.5719603527442563,151,-1.7894737,400,61.03247690200806,0.14999999,500.0
0.14999999,0.10526316,686.1620436598845,-1.2259364,4.514223971446609,500,-0.09779039550221566,152,-3.5491039714466113,152,-1.7894737,400,61.415767192840576,0.14999999,500.0
0.14999999,-0.31578946,687.2313161253875,-1.301625,4.491707948531944,500,-0.10415246550303688,153,-3.5265879485319473,153,-1.3684211,400,61.7883677482605,0.14999999,500.0
0.14999999,0.10526316,688.3077232691084,-1.5618317,4.469530670578625,500,-0.11128714372090176,154,-3.5044106705786287,154,-1.7894737,400,62.182570934295654,0.14999999,500.0
0.14999999,0.10526316,689.5770069289962,-1.587977,4.448883915670943,500,-0.3041636598878851,155,-3.4837639156709463,155,-1.7894737,400,62.586020708084106,0.14999999,500.0
0.14999999,-0.10526316,690.6502716195441,1.2856119,4.427245330894514,500,-0.10814469054796176,156,-3.4621253308945175,156,1.5789474,400,62.934494733810425,0.14999999,500.0
0.14999999,-0.10526316,691.7315751101983,1.0353069,4.405933599428014,500,-0.11618349065411368,157,-3.440813599428018,157,1.3684211,400,63.424805641174316,0.14999999,500.0
0.14999999,0.10526316,692.9776987304726,-1.3646522,4.385934802091599,500,-0.28100362027431836,158,-3.4208148020916016,158,-1.7894737,400,63.811803102493286,0.14999999,500.0
0.14999999,0.10526316,694.0369917382866,-1.2445593,4.365012526655891,500,-0.09417300781390975,159,-3.3998925266558926,159,-1.7894737,400,64.34286975860596,0.14999999,500.0
