MountainCar_std0_higher,MountainCar_mu0_higher,Regret,ActionIn1,Regret/t,MinEpLen,ReturnLastEpisode,Iteration,ReturnMean,NumTrajectories,MountainCar_mu1_higher,GridSize,TimeElapsed,MountainCar_std1_higher,AvgEpLen
0.14999999,-2.0,6.047185189911937,-4.00228,6.047185189911937,500,-5.082065189911937,1,-5.082065189911937,1,-2.0,400,0.1601402759552002,0.14999999,500.0
0.14999999,2.0,30.604163242369633,3.4736712,15.302081621184817,500,-23.5918580524577,2,-14.336961621184818,2,2.0,400,0.727698564529419,0.14999999,500.0
0.14999999,2.0,59.347050342414065,-0.041431904,19.782350114138023,500,-27.777767100044436,3,-18.817230114138024,3,-2.0,400,1.1072313785552979,0.14999999,500.0
0.14999999,-2.0,66.36885372661102,0.06436682,16.592213431652755,500,-6.056683384196952,4,-15.627093431652755,4,2.0,400,1.494187593460083,0.14999999,500.0
0.14999999,-0.5263158,67.57541206302226,-0.39860776,13.515082412604452,500,-0.24143833641122783,5,-12.54996241260445,5,-0.10526316,400,1.8766140937805176,0.14999999,500.0
0.14999999,-2.0,74.97119145613094,-2.0725815,12.495198576021822,500,-6.430659393108683,6,-11.530078576021822,6,-0.10526316,400,2.2642345428466797,0.14999999,500.0
0.14999999,0.10526316,75.94162925361968,0.10939412,10.848804179088527,500,-0.005317797488739857,7,-9.883684179088524,7,0.31578946,400,2.7065107822418213,0.14999999,500.0
0.14999999,-0.10526316,76.90675483069401,-0.6949416,9.613344353836752,500,-5.577074327320037e-06,8,-8.648224353836751,8,-0.7368421,400,3.1041667461395264,0.14999999,500.0
0.14999999,-0.5263158,78.56121382427621,-2.570353,8.729023758252913,500,-0.6893389935822027,9,-7.763903758252912,9,-2.0,400,3.5423717498779297,0.14999999,500.0
0.14999999,-0.31578946,79.55359334258345,1.2884815,7.955359334258345,500,-0.02725951830723927,10,-6.9902393342583435,10,1.1578947,400,3.9990453720092773,0.14999999,500.0
0.14999999,-0.31578946,80.62512720370647,1.7473122,7.32955701851877,500,-0.10641386112301467,11,-6.364437018518768,11,2.0,400,4.40477728843689,0.14999999,500.0
0.14999999,-0.5263158,82.09024742309974,-1.5167075,6.840853951924978,500,-0.5000002193932758,12,-5.875733951924977,12,-1.1578947,400,4.820311069488525,0.14999999,500.0
0.14999999,-0.10526316,83.1113377182102,-0.12387717,6.393179824477707,500,-0.055970295110451776,13,-5.428059824477706,13,-0.10526316,400,5.276617050170898,0.14999999,500.0
0.14999999,0.10526316,84.1864705434379,1.3804591,6.013319324531279,500,-0.11001282522771542,14,-5.048199324531278,14,1.1578947,400,5.690453290939331,0.14999999,500.0
0.14999999,-0.10526316,85.2052878005538,0.71744525,5.68035252003692,500,-0.05369725711589874,15,-4.71523252003692,15,0.7368421,400,6.063929557800293,0.14999999,500.0
0.14999999,0.94736844,97.05513846397426,1.213894,6.065946153998391,500,-10.884730663420456,16,-5.100826153998391,16,0.10526316,400,6.456964731216431,0.14999999,500.0
0.14999999,-0.10526316,98.0396244492571,-1.7251847,5.767036732309242,500,-0.01936598528284912,17,-4.801916732309241,17,-2.0,400,6.871552467346191,0.14999999,500.0
0.14999999,-0.7368421,100.58094025633608,0.96222913,5.587830014240893,500,-1.5761958070789752,18,-4.622710014240893,18,1.7894737,400,7.230072736740112,0.14999999,500.0
0.14999999,-0.10526316,101.70110730346265,-0.8527532,5.352689858076982,500,-0.1550470471265716,19,-4.387569858076981,19,-1.3684211,400,7.596251964569092,0.14999999,500.0
0.14999999,-0.10526316,102.6761883992213,1.1936339,5.133809419961065,500,-0.00996109575864938,20,-4.168689419961065,20,1.5789474,400,7.983288526535034,0.14999999,500.0
0.14999999,-1.1578947,106.0108514580919,-0.39125216,5.048135783718662,500,-2.3695430588706015,21,-4.083015783718662,21,0.7368421,400,8.349974870681763,0.14999999,500.0
0.14999999,-0.31578946,107.1278994747609,-0.84323114,4.8694499761254955,500,-0.15192801666898734,22,-3.9043299761254953,22,-0.5263158,400,8.704256534576416,0.14999999,500.0
0.14999999,-1.1578947,111.20645170383678,-1.9959409,4.8350631175581205,500,-3.113432229075878,23,-3.8699431175581207,23,-0.5263158,400,9.05660891532898,0.14999999,500.0
0.14999999,-0.31578946,112.25238535409626,1.5090245,4.677182723087344,500,-0.08081365025948681,24,-3.712062723087344,24,1.5789474,400,9.466552019119263,0.14999999,500.0
0.14999999,-0.10526316,113.55340823567914,1.9767396,4.542136329427166,500,-0.33590288158287407,25,-3.577016329427165,25,2.0,400,9.824161052703857,0.14999999,500.0
0.14999999,-0.10526316,114.5208904906584,1.2037492,4.404649634256092,500,-0.0023622549792537387,26,-3.439529634256092,26,1.1578947,400,10.180107355117798,0.14999999,500.0
0.14999999,-0.7368421,116.63054554448166,-0.63330215,4.319649834980802,500,-1.1445350538232535,27,-3.3545298349808013,27,0.31578946,400,10.633071899414062,0.14999999,500.0
0.14999999,-2.0,122.66103592933611,-0.98680174,4.380751283190575,500,-5.065370384854451,28,-3.4156312831905744,28,0.94736844,400,11.0212881565094,0.14999999,500.0
0.14999999,0.5263158,125.62573142094821,-0.538013,4.331921773136146,500,-1.9995754916121082,29,-3.3668017731361446,29,-1.1578947,400,11.42783260345459,0.14999999,500.0
0.14999999,0.10526316,126.88531697272101,-0.722352,4.2295105657573675,500,-0.29446555177280065,30,-3.2643905657573664,30,-0.94736844,400,11.803083658218384,0.14999999,500.0
0.14999999,-0.31578946,127.85510925227697,-1.2828324,4.124358362976676,500,-0.004672279555956393,31,-3.159238362976676,31,-1.1578947,400,12.214685440063477,0.14999999,500.0
0.14999999,0.7368421,131.81580560568827,-0.933836,4.119243925177758,500,-2.995576353411303,32,-3.154123925177758,32,-2.0,400,12.639519214630127,0.14999999,500.0
0.14999999,-0.31578946,132.96196601336487,-1.917244,4.029150485253481,500,-0.18104040767659016,33,-3.0640304852534803,33,-1.5789474,400,13.036197662353516,0.14999999,500.0
0.14999999,0.10526316,134.36729302486225,0.78088987,3.9519792066135957,500,-0.4402070114973772,34,-2.986859206613595,34,0.5263158,400,13.432612657546997,0.14999999,500.0
0.14999999,0.94736844,141.65122483655244,3.021743,4.047177852472927,500,-6.318811811690201,35,-3.0820578524729263,35,1.7894737,400,13.821442127227783,0.14999999,500.0
0.14999999,0.5263158,144.04404953707058,0.3753306,4.00122359825196,500,-1.4277047005181227,36,-3.0361035982519597,36,-0.31578946,400,14.255074501037598,0.14999999,500.0
0.14999999,-1.5789474,148.9154593670955,-0.23879743,4.024742145056635,500,-3.90628983002493,37,-3.0596221450566348,37,1.3684211,400,14.682796478271484,0.14999999,500.0
0.14999999,0.31578946,150.30677664160933,1.9194199,3.9554414905686666,500,-0.4261972745138331,38,-2.9903214905686664,38,1.5789474,400,15.083715915679932,0.14999999,500.0
0.14999999,1.1578947,156.32420178679953,-0.28542244,4.008312866328193,500,-5.052305145190197,39,-3.043192866328193,39,-1.5789474,400,15.443118810653687,0.14999999,500.0
0.14999999,1.1578947,165.10888637793323,2.5906825,4.12772215944833,500,-7.81956459113371,40,-3.1626021594483307,40,1.3684211,400,15.824580430984497,0.14999999,500.0
0.14999999,-0.94736844,167.99441784041923,0.2643683,4.097424825376079,500,-1.9204114624860038,41,-3.132304825376079,41,1.3684211,400,16.177332878112793,0.14999999,500.0
