GridSize,ReturnMean,LQGmu1_higher,MinEpLen,Iteration,AvgEpLen,NumTrajectories,ReturnLastEpisode,LQGsigma_higher,Regret/t,Regret,TimeElapsed,LQGmu1_actor
100,99.26701895187168,-1.0,500,1,500.0,1,99.26701895187168,0.14999999,-94.26701895187168,-94.26701895187168,0.17511844635009766,-1.0270102
100,99.27171003135084,-0.959596,500,2,500.0,2,99.27640111083001,0.14999999,-94.27171003135084,-188.54342006270167,0.31125855445861816,-0.852502
100,99.27529389543157,-0.97979796,500,3,500.0,3,99.28246162359305,0.14999999,-94.27529389543157,-282.82588168629474,0.44443273544311523,-0.94954854
100,99.27294675530699,-0.97979796,500,4,500.0,4,99.26590533493322,0.14999999,-94.27294675530699,-377.09178702122796,0.5765366554260254,-1.1064775
100,99.27289508915385,-0.959596,500,5,500.0,5,99.27268842454129,0.14999999,-94.27289508915385,-471.36447544576924,0.7182948589324951,-1.0192522
100,99.27411108943981,-0.97979796,500,6,500.0,6,99.28019109086964,0.14999999,-94.27411108943981,-565.6446665366389,0.8818340301513672,-0.91912115
