MountainCar_mu0_higher,GridSize,ActionIn1,AvgEpLen,MountainCar_mu1_higher,MountainCar_std1_higher,Regret,MinEpLen,ReturnLastEpisode,ReturnMean,MountainCar_std0_higher,TimeElapsed,NumTrajectories,Iteration,Regret/t
-0.36842105,400,10.072202,567.2098765432099,10.0,1.5,-36.90603387400279,198,4.508106115743939,0.8278150239135975,0.14999999,57.05059456825256,162,162,-0.22781502391359745
-0.36842105,400,9.33676,566.2085889570552,10.0,1.5,-37.463503647590265,198,1.1574697735874748,0.8298374456907379,0.14999999,57.27094268798828,163,163,-0.22983744569073783
-0.36842105,400,8.6494,565.4573170731708,10.0,1.5,-37.46361002968561,198,0.6001063820953443,0.8284366465224733,0.14999999,57.49527454376221,164,164,-0.22843664652247325
-0.36842105,400,6.751942,564.0787878787879,10.0,1.5,-38.92070009431209,198,2.0570900646264745,0.8358830308746187,0.14999999,57.7056839466095,165,165,-0.23588303087461873
-0.36842105,400,7.857124,563.8313253012049,10.0,1.5,-38.642378065134395,198,0.3216779708223027,0.83278541003093,0.14999999,57.98452305793762,166,166,-0.2327854100309301
-0.36842105,400,9.7772875,562.9041916167664,10.0,1.5,-39.27796220732232,198,1.2355841421879206,0.8351973784869599,0.14999999,58.20770764350891,167,167,-0.23519737848695998
-0.36842105,400,10.035894,561.7559523809524,10.0,1.5,-40.65065124584344,198,1.972689038521126,0.8419681621776395,0.14999999,58.428433656692505,168,168,-0.24196816217763953
-0.36842105,400,10.066819,561.491124260355,10.0,1.5,-40.14847801697159,198,0.09782677112814686,0.8375649586803052,0.14999999,58.79413819313049,169,169,-0.23756495868030525
-0.36842105,400,7.6088314,561.064705882353,10.0,1.5,-40.11313692221881,198,0.5646589052472167,0.8359596289542284,0.14999999,59.09296369552612,170,170,-0.23595962895422828
-0.36842105,400,8.322677,561.5847953216374,10.0,1.5,-39.57374035730235,198,0.06060343508353952,0.8314253822064466,0.14999999,59.45260691642761,171,171,-0.23142538220644648
-0.36842105,400,8.786625,560.3313953488372,10.0,1.5,-41.06577202503784,198,2.092031667735492,0.8387544885176619,0.14999999,59.69547414779663,172,172,-0.23875448851766184
-0.36842105,400,9.629623,558.8381502890173,10.0,1.5,-44.97313670771856,198,4.507364682680723,0.8599603277902808,0.14999999,59.88521385192871,173,173,-0.25996032779028067
-0.36842105,400,9.576456,558.551724137931,10.0,1.5,-44.451174828646586,198,0.0780381209280292,0.8554665220037161,0.14999999,60.27500367164612,174,174,-0.255466522003716
-0.36842105,400,9.687104,558.0228571428571,10.0,1.5,-44.429368064095215,198,0.5781932354486279,0.8538821032234013,0.14999999,60.57291793823242,175,175,-0.2538821032234012
-0.36842105,400,11.86738,558.2272727272727,10.0,1.5,-44.02759285725784,198,0.1982247931626185,0.8501567775980559,0.14999999,60.90235352516174,176,176,-0.2501567775980559
-0.36842105,400,10.703059,556.9943502824859,10.0,1.5,-46.24160376567667,198,2.814010908418836,0.8612519986761393,0.14999999,61.121037006378174,177,177,-0.2612519986761394
-0.36842105,400,12.184891,555.8876404494382,10.0,1.5,-46.96683635281465,198,1.3252325871379802,0.8638586311955878,0.14999999,61.34076261520386,178,178,-0.26385863119558794
-0.36842105,400,11.144239,554.2122905027933,10.0,1.5,-52.93092118876953,198,6.564084835954881,0.8957034703283213,0.14999999,61.58419942855835,179,179,-0.2957034703283214
-0.36842105,400,8.133631,553.4333333333333,10.0,1.5,-52.4682310476916,198,0.13730985892207337,0.8914901724871754,0.14999999,61.83813834190369,180,180,-0.29149017248717557
-0.36842105,400,11.108237,553.9447513812155,10.0,1.5,-51.4924951202363,198,-0.37573592745530604,0.8844889233162224,0.14999999,62.41257047653198,181,181,-0.28448892331622266
-0.36842105,400,6.838231,554.1153846153846,10.0,1.5,-50.674209034168506,198,-0.21828608606779,0.8784297199679586,0.14999999,62.76839566230774,182,182,-0.27842971996795884
-0.36842105,400,10.956587,553.3825136612022,10.0,1.5,-51.231386271960446,198,1.1571772377919383,0.879952930447871,0.14999999,63.033182859420776,183,183,-0.2799529304478713
-0.36842105,400,9.032014,552.2119565217391,10.0,1.5,-53.50638728310481,198,2.8750010111443602,0.8907955830603519,0.14999999,63.25137138366699,184,184,-0.2907955830603522
-0.36842105,400,7.7644854,551.0324324324324,10.0,1.5,-55.58619985745705,198,2.6798125743522494,0.9004659451754432,0.14999999,63.461774587631226,185,185,-0.3004659451754435
-0.36842105,400,9.999194,550.263440860215,10.0,1.5,-56.21383031280007,198,1.2276304553430184,0.9022248941548388,0.14999999,63.704673767089844,186,186,-0.3022248941548391
-0.36842105,400,11.520575,551.0855614973262,10.0,1.5,-55.653072904336334,198,0.03924259153626072,0.89761001553121,0.14999999,64.06271767616272,187,187,-0.29761001553121036
-0.36842105,400,9.347454,549.9521276595744,10.0,1.5,-58.08041978700758,198,3.027346882671247,0.9089384031223805,0.14999999,64.31759929656982,188,188,-0.30893840312238074
-0.36842105,400,11.1092,549.5343915343915,10.0,1.5,-57.8623286586562,198,0.38190887164862763,0.9061498870828367,0.14999999,64.65293526649475,189,189,-0.3061498870828371
-0.36842105,400,10.230544,549.7947368421053,10.0,1.5,-56.3361810976436,198,-0.9261475610125971,0.8965062163033871,0.14999999,65.01459956169128,190,190,-0.29650621630338736
-0.36842105,400,12.261389,548.4450261780105,10.0,1.5,-60.21814492829643,198,4.48196383065283,0.9152782456978868,0.14999999,65.23440289497375,191,191,-0.3152782456978871
-0.36842105,400,12.073198,548.5989583333334,10.0,1.5,-59.788936441140876,198,0.1707915128444465,0.911400710630942,0.14999999,65.55120658874512,192,192,-0.31140071063094205
-0.36842105,400,11.950098,547.6839378238342,10.0,1.5,-61.345302558312014,198,2.1563661171711366,0.91785130859229,0.14999999,65.80420160293579,193,193,-0.3178513085922902
-0.36842105,400,8.606056,547.020618556701,10.0,1.5,-61.713683482533376,198,0.9683809242213606,0.9181117705285223,0.14999999,66.11561346054077,194,194,-0.3181117705285226
-0.36842105,400,9.730025,545.9384615384615,10.0,1.5,-64.07331181004238,198,2.9596283275090065,0.9285810862053453,0.14999999,66.37405204772949,195,195,-0.32858108620534554
-0.36842105,400,10.101907,545.5612244897959,10.0,1.5,-63.81373562652433,198,0.340423816481944,0.9255802838087973,0.14999999,66.6981909275055,196,196,-0.3255802838087976
-0.36842105,400,7.3244963,545.243654822335,10.0,1.5,-63.53688024587986,198,0.3231446193555307,0.9225222347506589,0.14999999,66.994375705719,197,197,-0.32252223475065916
-0.36842105,400,11.7225,543.8232323232323,10.0,1.5,-69.41659862336509,198,6.479718377485233,0.9505888819361871,0.14999999,67.19518685340881,198,198,-0.3505888819361873
-0.36842105,400,7.876321,542.9949748743719,10.0,1.5,-70.69230210348097,198,1.8757034801158765,0.9552376990124668,0.14999999,67.48455882072449,199,199,-0.35523769901246716
-0.36842105,400,13.166238,541.425,10.0,1.5,-79.74823853351859,198,9.65593643003762,0.9987411926675926,0.14999999,67.78089952468872,200,200,-0.39874119266759295
-0.36842105,400,9.675647,540.3930348258707,10.0,1.5,-81.95526045662304,198,2.807021923104445,1.0077376142120547,0.14999999,68.12295150756836,201,201,-0.4077376142120549
-0.36842105,400,12.537377,539.1930693069307,10.0,1.5,-85.9704251060619,198,4.615164649438861,1.0255961638913953,0.14999999,68.43211841583252,202,202,-0.42559616389139554
-0.36842105,400,8.4761305,538.7931034482758,10.0,1.5,-86.10796446931904,198,0.7375393632571479,1.0241771648734928,0.14999999,68.73775577545166,203,203,-0.42417716487349283
-0.36842105,400,12.960078,537.9950980392157,10.0,1.5,-87.62579076447759,198,2.117826295158541,1.029538190021949,0.14999999,69.11931943893433,204,204,-0.42953819002194893
-0.36842105,400,10.527128,536.6634146341463,10.0,1.5,-93.40350981198203,198,6.377719047504452,1.0556268771316195,0.14999999,69.33751130104065,205,205,-0.4556268771316197
-0.36842105,400,9.481608,536.247572815534,10.0,1.5,-93.78466906792863,198,0.9811592559465958,1.0552653838248962,0.14999999,69.81003260612488,206,206,-0.4552653838248963
-0.36842105,400,10.833363,535.1111111111111,10.0,1.5,-97.60336532231219,198,4.418696254383547,1.0715138421367738,0.14999999,70.06224250793457,207,207,-0.47151384213677383
-0.36842105,400,10.5055895,535.1586538461538,10.0,1.5,-96.94605370074157,198,-0.05731162157061653,1.0660867966381806,0.14999999,70.54118490219116,208,208,-0.46608679663818064
-0.36842105,400,10.077798,533.8708133971292,10.0,1.5,-102.813450423682,198,6.467396722940423,1.091930384802306,0.14999999,70.89965915679932,209,209,-0.4919303848023062
-0.36842105,400,9.418121,533.5761904761905,10.0,1.5,-102.41996626050445,198,0.20651583682245467,1.0877141250500213,0.14999999,71.31711411476135,210,210,-0.4877141250500212
-0.36842105,400,10.233535,533.0047393364929,10.0,1.5,-103.15433565710991,198,1.3343693966054633,1.0888831073796679,0.14999999,71.63023924827576,211,211,-0.48888310737966784
-0.36842105,400,6.84332,532.5896226415094,10.0,1.5,-103.11383163200902,198,0.5594959748991077,1.0863859982641935,0.14999999,71.90025115013123,212,212,-0.4863859982641935
-0.36842105,400,9.999641,531.6478873239437,10.0,1.5,-105.29589930562604,198,2.7820676736170196,1.094346945096836,0.14999999,72.21243977546692,213,213,-0.49434694509683585
-0.36842105,400,5.645652,532.5327102803739,10.0,1.5,-103.70017329584475,198,-0.9957260097812826,1.0845802490460035,0.14999999,72.88610363006592,214,214,-0.4845802490460035
-0.36842105,400,10.362123,531.4651162790698,10.0,1.5,-107.56385751525173,198,4.463684219406973,1.1002970116988453,0.14999999,73.17153930664062,215,215,-0.5002970116988452
-0.36842105,400,10.41548,532.3703703703703,10.0,1.5,-106.64585415030639,198,-0.3180033649453302,1.0937308062514186,0.14999999,73.76987862586975,216,216,-0.49373080625141846
-0.36842105,400,10.274858,531.9447004608295,10.0,1.5,-106.87952783200821,198,0.8336736817018143,1.0925323863226184,0.14999999,74.18871402740479,217,217,-0.4925323863226185
-0.36842105,400,10.198264,531.2247706422019,10.0,1.5,-108.32469057648242,198,2.0451627444742235,1.0969022503508368,0.14999999,74.44857430458069,218,218,-0.4969022503508368
-0.36842105,400,9.788649,530.5159817351598,10.0,1.5,-109.28114820281623,198,1.556457626333802,1.0990006767251883,0.14999999,74.68661618232727,219,219,-0.4990006767251882
-0.36842105,400,11.884597,531.2454545454545,10.0,1.5,-108.48079347952608,198,-0.2003547232901473,1.0930945158160277,0.14999999,75.12490367889404,220,220,-0.49309451581602765
-0.36842105,400,11.764501,530.6651583710408,10.0,1.5,-109.21272920905243,198,1.331935729526347,1.0941752452898301,0.14999999,75.441082239151,221,221,-0.49417524528983
-0.36842105,400,7.1783357,531.1441441441441,10.0,1.5,-108.67683624447344,198,0.06410703542100432,1.0895352983985291,0.14999999,75.82391929626465,222,222,-0.489535298398529
-0.36842105,400,13.770373,530.5381165919282,10.0,1.5,-109.30397207528537,198,1.2271358308119373,1.0901523411447775,0.14999999,76.06999802589417,223,223,-0.49015234114477746
-0.36842105,400,12.174896,529.7946428571429,10.0,1.5,-110.69760703900387,198,1.9936349637185027,1.0941857457098387,0.14999999,76.35944771766663,224,224,-0.4941857457098387
-0.36842105,400,12.711001,528.4755555555555,10.0,1.5,-119.43813414281591,198,9.340527103812045,1.1308361517458485,0.14999999,76.5855975151062,225,225,-0.5308361517458485
-0.36842105,400,8.949194,528.1194690265487,10.0,1.5,-119.72897775092193,198,0.8908436081060208,1.1297742378359379,0.14999999,76.88546323776245,226,226,-0.5297742378359377
-0.36842105,400,8.991934,527.9559471365639,10.0,1.5,-119.77457987768477,198,0.6456021267628507,1.1276413210470695,0.14999999,77.22566723823547,227,227,-0.5276413210470695
-0.36842105,400,6.0173745,528.6666666666666,10.0,1.5,-118.51728458218645,198,-0.6572952954983272,1.1198126516762563,0.14999999,77.64911365509033,228,228,-0.5198126516762563
-0.36842105,400,9.15758,528.1441048034934,10.0,1.5,-119.20592645682228,198,1.2886418746358375,1.1205498971913639,0.14999999,77.94206476211548,229,229,-0.5205498971913637
-0.36842105,400,7.151708,527.6826086956522,10.0,1.5,-119.78516237572836,198,1.1792359189060737,1.120805053807515,0.14999999,78.20199775695801,230,230,-0.5208050538075146
-0.36842105,400,11.7201395,526.5324675324675,10.0,1.5,-125.77470117907687,198,6.589538803348505,1.1444792258834497,0.14999999,78.47547388076782,231,231,-0.5444792258834497
-0.36842105,400,8.879932,525.3879310344828,10.0,1.5,-131.55729490947724,198,6.382593730400359,1.1670573056442985,0.14999999,78.70008182525635,232,232,-0.5670573056442985
-0.36842105,400,5.9852924,525.6995708154507,10.0,1.5,-130.67491786795173,198,-0.28237704152549803,1.1608365573731836,0.14999999,79.07898592948914,233,233,-0.5608365573731834
-0.36842105,400,8.550753,524.9316239316239,10.0,1.5,-132.98080667353625,198,2.9058888055845067,1.1682940456134028,0.14999999,79.31493520736694,234,234,-0.5682940456134028
-0.36842105,400,7.849814,525.5191489361703,10.0,1.5,-132.2910278965803,198,-0.0897787769559504,1.1629405442407672,0.14999999,79.70652413368225,235,235,-0.5629405442407672
-0.36842105,400,6.187941,527.5254237288135,10.0,1.5,-131.28768078984322,198,-0.4033471067370616,1.1563037321603529,0.14999999,80.30108213424683,236,236,-0.5563037321603527
-0.36842105,400,10.639286,526.8691983122363,10.0,1.5,-132.67056709304086,198,1.982886303197637,1.159791422333506,0.14999999,80.56522417068481,237,237,-0.5597914223335058
-0.36842105,400,11.115121,527.2689075630252,10.0,1.5,-132.06418953627346,198,-0.006377556767403009,1.154891552673418,0.14999999,80.96515274047852,238,238,-0.5548915526734179
-0.36842105,400,7.8601093,527.0669456066946,10.0,1.5,-131.83036084486142,198,0.3661713085879626,1.1515914679701318,0.14999999,81.51301527023315,239,239,-0.5515914679701315
-0.36842105,400,9.846921,528.2083333333334,10.0,1.5,-130.91679418129883,198,-0.3135666635625911,1.1454866424220786,0.14999999,81.94966626167297,240,240,-0.5454866424220784
-0.36842105,400,10.375716,527.2738589211618,10.0,1.5,-134.80909508340358,198,4.492300902104753,1.1593738385203471,0.14999999,82.18033957481384,241,241,-0.5593738385203468
-0.36842105,400,11.656508,526.1694214876034,10.0,1.5,-140.41523639637796,198,6.206141312974385,1.1802282495718102,0.14999999,82.67675423622131,242,242,-0.5802282495718097
-0.36842105,400,10.542039,525.395061728395,10.0,1.5,-142.87365687430264,198,3.0584204779246793,1.1879574356967193,0.14999999,83.10196542739868,243,243,-0.5879574356967187
-0.36842105,400,12.030949,524.5696721311475,10.0,1.5,-145.18678676268118,198,2.913129888378531,1.1950278146011528,0.14999999,83.32514309883118,244,244,-0.5950278146011524
-0.36842105,400,7.3743134,524.4244897959184,10.0,1.5,-145.10574912815392,198,0.5189623654727391,1.192268363788384,0.14999999,83.58336734771729,245,245,-0.5922683637883833
-0.36842105,400,6.6100574,525.0040650406504,10.0,1.5,-144.41813637648937,198,-0.08761275166455149,1.1870655950263802,0.14999999,83.95039224624634,246,246,-0.5870655950263796
-0.36842105,400,10.211883,524.0971659919028,10.0,1.5,-148.21338773362405,198,4.395251357134672,1.2000542013507052,0.14999999,84.23615288734436,247,247,-0.6000542013507046
-0.36842105,400,9.395394,523.3467741935484,10.0,1.5,-150.5886933052944,198,2.975305571670365,1.20721247300522,0.14999999,84.58383393287659,248,248,-0.6072124730052194
-0.36842105,400,8.187091,523.3453815261045,10.0,1.5,-150.3741848110728,198,0.38549150577840474,1.2039123887994898,0.14999999,84.89789962768555,249,249,-0.6039123887994892
-0.36842105,400,8.915609,523.448,10.0,1.5,-149.73046020777727,198,-0.043724603295543396,1.19892184083111,0.14999999,85.24313068389893,250,250,-0.5989218408311091
-0.36842105,400,9.665885,522.7091633466135,10.0,1.5,-152.14685654241805,198,3.0163963346407807,1.2061627750693953,0.14999999,85.49174642562866,251,251,-0.6061627750693946
-0.36842105,400,9.09505,523.3730158730159,10.0,1.5,-150.85245940741385,198,-0.6943971350042032,1.1986208706643415,0.14999999,86.04384803771973,252,252,-0.5986208706643407
-0.36842105,400,11.797295,523.4110671936759,10.0,1.5,-150.67531546010935,198,0.42285605269549176,1.1955546065616978,0.14999999,86.36238074302673,253,253,-0.595554606561697
-0.36842105,400,11.532153,523.3149606299213,10.0,1.5,-149.77390688879134,198,-0.30140857131799437,1.1896610507432737,0.14999999,86.65362739562988,254,254,-0.589661050743273
-0.2631579,400,10.7900915,522.8627450980392,10.0,1.5,-150.56144296123213,198,1.3875360724407928,1.190437031220519,0.14999999,86.95483660697937,255,255,-0.5904370312205182
-0.36842105,400,9.620759,523.73828125,10.0,1.5,-149.7378536617791,198,-0.22358929945302758,1.1849134908663255,0.14999999,87.35016965866089,256,256,-0.5849134908663246
-0.36842105,400,11.076755,523.15953307393,10.0,1.5,-151.26299962096894,198,2.1251459591898536,1.1885719829609696,0.14999999,87.59339833259583,257,257,-0.5885719829609687
-0.36842105,400,8.923232,523.4031007751938,10.0,1.5,-150.62212011686174,198,-0.04087950410720548,1.1838066671196201,0.14999999,87.94206976890564,258,258,-0.5838066671196191
-0.36842105,400,10.304114,522.4169884169884,10.0,1.5,-156.36745276136958,198,6.345332644507842,1.2037353388469878,0.14999999,88.14193844795227,259,259,-0.6037353388469868
-0.36842105,400,8.035108,521.7346153846154,10.0,1.5,-158.6419493080765,198,2.874496546706926,1.210161343492603,0.14999999,88.35142683982849,260,260,-0.610161343492602
-0.36842105,400,9.854508,522.8084291187739,10.0,1.5,-157.84176628633907,198,-0.20018302173743696,1.2047577252350168,0.14999999,88.71825003623962,261,261,-0.6047577252350156
-0.36842105,400,13.560876,521.8129770992366,10.0,1.5,-163.973948311508,198,6.732182025168933,1.2258547645477416,0.14999999,88.89871883392334,262,262,-0.6258547645477405
-0.36842105,400,7.649008,521.5133079847909,10.0,1.5,-164.07027192115848,198,0.69632360965047,1.2238413381032651,0.14999999,89.12826657295227,263,263,-0.6238413381032641
-0.36842105,400,5.3562164,521.9318181818181,8.947369,1.5,-163.11856108527365,198,-0.351710835884818,1.2178733374442194,0.14999999,89.47881412506104,264,264,-0.6178733374442184
-0.36842105,400,9.998039,523.3622641509434,10.0,1.5,-162.11316811361164,198,-0.40539297166200766,1.211747804202309,0.14999999,89.95977091789246,265,265,-0.611747804202308
-0.36842105,400,10.819546,522.7781954887218,10.0,1.5,-163.5599025815,198,2.046734467888382,1.2148868518101514,0.14999999,90.321941614151,266,266,-0.6148868518101505
-0.68421054,400,7.4351563,523.4943820224719,8.947369,1.5,-162.10064008013546,198,-0.8592625013645495,1.207118502172793,0.14999999,90.73437905311584,267,267,-0.607118502172792
-0.36842105,400,10.432899,522.6716417910447,10.0,1.5,-165.9968975211481,198,4.496257441012626,1.2193914086610014,0.14999999,91.14708876609802,268,268,-0.6193914086610004
-0.36842105,400,10.1594925,521.8364312267659,10.0,1.5,-169.93449741227445,198,4.537599891126346,1.2317267561794598,0.14999999,91.48553776741028,269,269,-0.631726756179459
-0.36842105,400,11.681271,521.1333333333333,10.0,1.5,-172.26182553026635,198,2.927328117991898,1.2380067612232097,0.14999999,91.83683490753174,270,270,-0.6380067612232087
-0.36842105,400,8.3698845,520.5830258302583,10.0,1.5,-173.5124803640368,198,1.8506548337704565,1.240267455217849,0.14999999,92.13961291313171,271,271,-0.640267455217848
-0.36842105,400,9.978108,519.9669117647059,10.0,1.5,-175.6815070277779,198,2.7690266637411023,1.2458878934844786,0.14999999,92.40318131446838,272,272,-0.6458878934844776
-0.36842105,400,10.320082,519.5787545787546,10.0,1.5,-176.5393272656685,198,1.457820237890583,1.2466642024383472,0.14999999,92.71845626831055,273,273,-0.6466642024383462
-0.36842105,400,11.981317,518.9416058394161,10.0,1.5,-178.9575196042926,198,3.0181923386241083,1.2531296335923097,0.14999999,93.01610136032104,274,274,-0.6531296335923088
-0.36842105,400,8.609288,518.4545454545455,10.0,1.5,-180.21041399819865,198,1.8528943939060492,1.255310596357087,0.14999999,93.30717515945435,275,275,-0.655310596357086
-0.36842105,400,9.951749,518.3913043478261,10.0,1.5,-179.466824402369,198,-0.1435895958296397,1.2502421173998886,0.14999999,93.67859101295471,276,276,-0.6502421173998877
-0.36842105,400,10.118704,517.7328519855596,10.0,1.5,-181.93237719582905,198,3.06555279346003,1.25679558554451,0.14999999,93.92747330665588,277,277,-0.6567955855445092
-0.36842105,400,10.784658,516.9820143884892,10.0,1.5,-185.54214473860128,198,4.209767542772223,1.2674177868295018,0.14999999,94.20565581321716,278,278,-0.667417786829501
-0.36842105,400,12.307143,516.2114695340501,10.0,1.5,-189.29226187463112,198,4.350117136029837,1.278466888439539,0.14999999,94.50309228897095,279,279,-0.6784668884395381
-0.36842105,400,8.59032,516.3178571428572,10.0,1.5,-188.60638021265828,198,-0.08588166197285119,1.2735942150452089,0.14999999,94.770672082901,280,280,-0.6735942150452081
-0.36842105,400,10.816295,515.7188612099644,10.0,1.5,-190.9538815537222,198,2.9475013410639246,1.2795511799064854,0.14999999,94.98432493209839,281,281,-0.6795511799064847
-0.36842105,400,8.763933,516.0070921985815,10.0,1.5,-190.47636757877714,198,0.12248602505493617,1.27544811198148,0.14999999,95.3458366394043,282,282,-0.6754481119814792
-0.36842105,400,8.398981,515.3780918727915,10.0,1.5,-192.70411084355808,198,2.8277432647809477,1.2809332538641636,0.14999999,95.59734296798706,283,283,-0.6809332538641628
-0.36842105,400,9.197841,514.7359154929577,10.0,1.5,-194.6180852960329,198,2.5139744524747965,1.2852749482254686,0.14999999,95.82049059867859,284,284,-0.6852749482254679
-0.36842105,400,8.078539,514.2491228070176,10.0,1.5,-195.92781881141772,198,1.9097335153848345,1.2874660309172559,0.14999999,96.02586579322815,285,285,-0.6874660309172552
-0.36842105,400,13.208303,513.3671328671329,10.0,1.5,-202.06881086875975,198,6.740992057342035,1.306534303736923,0.14999999,96.20594429969788,286,286,-0.7065343037369222
-0.36842105,400,9.25301,513.006968641115,10.0,1.5,-202.58618058885742,198,1.1173697200976611,1.3058751936893995,0.14999999,96.43528604507446,287,287,-0.7058751936893987
-0.36842105,400,9.682484,512.8888888888889,10.0,1.5,-202.69179904015337,198,0.7056184512959646,1.3037909688894223,0.14999999,96.73704552650452,288,288,-0.7037909688894214
-0.36842105,400,10.592863,513.6228373702422,10.0,1.5,-202.13481588429852,198,0.04301684414514697,1.2994284286653934,0.14999999,97.09409093856812,289,289,-0.6994284286653928
-0.36842105,400,8.350926,513.0137931034483,10.0,1.5,-204.36435364715524,198,2.8295377628567304,1.3047046677488119,0.14999999,97.3006637096405,290,290,-0.7047046677488111
-0.36842105,400,8.666266,513.2577319587629,10.0,1.5,-203.68365764659228,198,-0.08069600056296661,1.2999438407099397,0.14999999,97.61852741241455,291,291,-0.6999438407099391
-0.36842105,400,11.116975,512.5205479452055,10.0,1.5,-207.61275037661414,198,4.5290927300218655,1.311002569782926,0.14999999,97.82817602157593,292,292,-0.7110025697829252
-0.36842105,400,7.3910522,512.6348122866895,10.0,1.5,-206.79476888074225,198,-0.2179814958718826,1.305784194132227,0.14999999,98.1113543510437,293,293,-0.7057841941322262
-0.36842105,400,9.980657,512.0714285714286,10.0,1.5,-208.48989825730928,198,2.2951293765670377,1.3091493138003727,0.14999999,98.37660193443298,294,294,-0.7091493138003717
-0.36842105,400,7.58935,512.0745762711864,10.0,1.5,-207.96233402506635,198,0.07243576775707905,1.3049570644917514,0.14999999,98.64962697029114,295,295,-0.7049570644917503
-0.36842105,400,7.648335,511.4864864864865,10.0,1.5,-210.13321533602522,198,2.7708813109588597,1.3099095112703565,0.14999999,98.81541299819946,296,296,-0.7099095112703555
-0.36842105,400,11.460862,510.86531986531986,10.0,1.5,-212.4670039080583,198,2.9337885720330736,1.3153771175355509,0.14999999,98.9903473854065,297,297,-0.7153771175355499
-0.36842105,400,10.234513,510.38255033557044,10.0,1.5,-213.83735610186272,198,1.970352193804417,1.3175750204760504,0.14999999,99.22269344329834,298,298,-0.7175750204760494
-0.36842105,400,7.6823764,509.95986622073576,10.0,1.5,-215.18076309858867,198,1.9434069967259433,1.3196681040086589,0.14999999,99.43618297576904,299,299,-0.7196681040086578
-0.36842105,400,4.848968,510.58666666666664,10.0,1.5,-214.51310336278056,198,-0.06765973580811738,1.3150436778759362,0.14999999,99.77116990089417,300,300,-0.7150436778759351
-0.36842105,400,8.000145,510.33887043189367,10.0,1.5,-214.13752078790947,198,0.22441742512889729,1.311420334843554,0.14999999,100.01049876213074,301,301,-0.711420334843553
-0.36842105,400,12.427843,511.14900662251654,10.0,1.5,-213.21002731183276,198,-0.327493476076709,1.305993467919977,0.14999999,100.4064154624939,302,302,-0.7059934679199761
-0.36842105,400,7.4909616,510.5808580858086,10.0,1.5,-215.31992925730958,198,2.709901945476818,1.3106268292320458,0.14999999,100.63171863555908,303,303,-0.7106268292320448
-0.36842105,400,10.478437,510.67763157894734,10.0,1.5,-213.8691001646229,198,-0.8508290926867026,1.303516776857313,0.14999999,100.88227343559265,304,304,-0.7035167768573122
-0.36842105,400,6.5564837,512.2786885245902,10.0,1.5,-213.16271665061842,198,-0.10638351400448501,1.2988941529528482,0.14999999,101.26508951187134,305,305,-0.6988941529528473
-0.36842105,400,11.614051,511.562091503268,10.0,1.5,-217.06243197664773,198,4.499715326029313,1.3093543528648628,0.14999999,101.43806195259094,306,306,-0.7093543528648618
-0.36842105,400,9.954869,510.99674267100977,10.0,1.5,-219.41018497274348,198,2.9477529960957582,1.314691156263009,0.14999999,101.67161107063293,307,307,-0.714691156263008
-0.36842105,400,11.675264,509.94805194805195,10.0,1.5,-232.8665537438449,188,14.056368771101399,1.3560602394280687,0.14999999,101.83732485771179,308,308,-0.7560602394280678
-0.36842105,400,10.306213,509.37540453074433,10.0,1.5,-235.30884470415754,188,3.0422909603126427,1.3615172967772098,0.14999999,102.0308187007904,309,309,-0.7615172967772088
-0.36842105,400,12.106769,508.46774193548384,10.0,1.5,-244.36622221030487,188,9.65737750614732,1.3882781361622747,0.14999999,102.17022848129272,310,310,-0.7882781361622738
-0.36842105,400,7.2758904,508.1768488745981,10.0,1.5,-245.00200387640388,188,1.2357816660990024,1.3877877938148042,0.14999999,102.44221138954163,311,311,-0.7877877938148035
-0.36842105,400,9.738536,507.76602564102564,10.0,1.5,-246.17167997196273,188,1.7696760955588666,1.3890117947819327,0.14999999,102.66963601112366,312,312,-0.7890117947819318
-0.36842105,400,9.569479,507.62939297124603,10.0,1.5,-246.1580458877504,188,0.586365915787683,1.38644743095128,0.14999999,102.96434807777405,313,313,-0.7864474309512792
-0.36842105,400,9.704708,507.1687898089172,10.0,1.5,-247.1885339512822,188,1.6304880635318024,1.3872246304180968,0.14999999,103.14945149421692,314,314,-0.7872246304180962
-0.36842105,400,8.747142,507.2031746031746,10.0,1.5,-246.86320511027736,188,0.2746711589951519,1.3836927146358018,0.14999999,103.40134453773499,315,315,-0.7836927146358011
-0.36842105,400,8.940173,506.67088607594934,10.0,1.5,-249.18420623462785,188,2.9210011243504908,1.3885576146665446,0.14999999,103.60654807090759,316,316,-0.7885576146665438
-0.36842105,400,7.649794,506.38170347003154,10.0,1.5,-249.7907661724575,188,1.206559937829656,1.3879834895030212,0.14999999,103.83549237251282,317,317,-0.7879834895030204
-0.36842105,400,8.832622,506.29559748427675,10.0,1.5,-249.66109561221796,188,0.4703294397604573,1.3850977849440822,0.14999999,104.1013855934143,318,318,-0.7850977849440817
-0.36842105,400,9.776855,505.9780564263323,10.0,1.5,-250.2558151005644,188,1.1947194883464438,1.3845009877760646,0.14999999,104.352374792099,319,319,-0.7845009877760639
-0.36842105,400,8.740848,505.459375,10.0,1.5,-252.55626723462018,188,2.9004521340557767,1.3892383351081887,0.14999999,104.54908895492554,320,320,-0.7892383351081881
-0.36842105,400,9.675922,504.9501557632399,10.0,1.5,-254.64226554480072,188,2.6859983101805565,1.3932780858093488,0.14999999,104.73287558555603,321,321,-0.793278085809348
